Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2006 12 14 06 34 41 550       1.75      -3.42      -1.62    -599.02     -21.59      -4.35       1.87    113981.56
2006 12 14 06 35 24 928       1.39      -3.61      -1.64    -603.85     -22.87      -9.26       1.76    114936.46
2006 12 14 06 36 28  21       1.28      -3.43      -1.91    -602.94     -22.55      -5.06       1.51    124547.54
2006 12 14 06 37 24 730       2.22      -3.53      -0.86    -603.90     -18.92      -5.93       1.66    119916.37
2006 12 14 06 38 29 418       2.62      -3.35      -0.68    -602.54     -18.65       0.71       1.61    139398.63
2006 12 14 06 39 25 585       2.18      -3.50      -1.20    -603.65     -19.50       0.40       1.51    129181.59
2006 12 14 06 40 15 587       2.53      -3.37      -0.85    -606.59     -21.80       3.90       1.57    123978.27
2006 12 14 06 41 49 941       3.56      -2.34       0.19    -596.62     -12.89       8.33       1.59    136922.41
2006 12 14 06 43 36 191       3.80      -2.06       0.48    -583.70      -1.42      12.81       1.60    153670.15
2006 12 14 06 44 46  51       3.75      -2.31      -0.39    -581.02      -3.26       6.70       1.69    161348.91
2006 12 14 06 45 47 992       4.04      -2.45      -0.40    -580.50      -9.00       3.45       1.80    156384.29
2006 12 14 06 46 47 104       3.49      -2.88      -0.83    -580.74     -11.48       4.31       1.77    142729.47
2006 12 14 06 47 48 451       3.29      -2.97      -0.31    -580.37      -8.11       4.73       1.63    145677.16
2006 12 14 06 49 01  93       3.58      -2.63       0.20    -576.98      -3.35       8.82       1.72    158857.62
2006 12 14 06 50 05 683       3.51      -2.75       0.46    -575.75      -2.08      14.44       1.81    160942.71
2006 12 14 06 50 54 253       3.25      -3.02       0.02    -578.81      -2.03      11.78       1.56    161424.01
2006 12 14 06 51 47 718       3.47      -2.79      -0.26    -580.57      -8.56       5.97       1.67    145164.59
2006 12 14 06 52 43  86       3.31      -2.78      -0.38    -581.82      -9.42       6.79       1.51    146026.31
2006 12 14 06 53 55 154       3.04      -2.89      -0.31    -578.57      -8.06       6.11       1.63    152198.03
2006 12 14 06 54 47 685       3.36      -2.83      -0.40    -580.58     -10.97       8.81       1.62    149381.58
2006 12 14 06 55 44 250       2.93      -2.82      -0.30    -581.51      -8.35       1.65       1.54    146676.91
2006 12 14 06 56 31 914       2.54      -3.09      -0.51    -584.87     -11.56       0.38       1.55    145080.37
2006 12 14 06 57 41 801       3.43      -2.81      -0.44    -582.17     -10.54       4.64       1.55    145238.25
2006 12 14 06 58 31 990       2.40      -3.06      -0.24    -584.85     -11.58       6.47       1.50    163965.20
2006 12 14 06 59 27 458       2.49      -3.00      -0.20    -586.10     -11.19       3.15       1.41    170057.03
2006 12 14 07 00 29  92       2.41      -2.97      -0.56    -585.65     -11.65       2.36       1.39    171767.93
2006 12 14 07 01 42 629       2.62      -2.77      -0.76    -581.95     -12.25       0.56       1.45    173292.71
2006 12 14 07 02 45 209       2.65      -2.94      -0.68    -581.25     -15.44      -0.43       1.63    171457.97
2006 12 14 07 03 51 595       3.53      -2.12      -1.21    -579.52     -12.77      -3.14       1.68    157457.10
2006 12 14 07 05 04 619       2.77      -3.06      -0.54    -576.04     -10.32      -2.94       1.57    142358.55
2006 12 14 07 05 46 779       2.55      -3.13      -0.80    -580.82     -16.15       2.17       1.54    147775.33
2006 12 14 07 06 19 769       2.29      -3.40      -0.69    -588.22     -15.89       2.59       1.48    153080.91
2006 12 14 07 07 18 285       1.81      -3.52      -0.84    -588.64     -19.54       9.36       1.40    131727.39
2006 12 14 07 07 53 731       1.38      -3.69      -1.26    -595.54     -18.96      -1.93       1.50    133961.90
2006 12 14 07 08 51  17       3.28      -2.83      -0.42    -596.31     -22.29     -14.26       1.60    108875.26
2006 12 14 07 10 44 756       3.26      -2.51      -0.28    -581.37     -14.63       5.59       1.35    158424.07
2006 12 14 07 12 25  96       3.69      -2.28      -0.05    -570.64     -11.99       1.24       1.61    144433.80
2006 12 14 07 12 54 268       2.55      -2.51      -1.78    -578.80     -13.68      -7.59       1.50    143991.05
2006 12 14 07 13 28 108       2.31      -2.78      -1.49    -585.92     -19.05     -10.68       1.64    125587.91
2006 12 14 07 14 31  50       2.47      -2.80      -1.17    -585.11     -16.63      -4.55       1.60    132175.02
2006 12 14 07 15 22 843       1.94      -2.99      -1.57    -587.37     -16.64      -8.30       1.62    128473.44
2006 12 14 07 16 09  34       2.05      -2.23      -2.51    -591.22     -18.06     -15.97       1.69    119257.63
2006 12 14 07 17 12 736       2.44      -2.22      -2.19    -590.18     -17.46     -15.21       1.80    122565.39
2006 12 14 07 18 22 536       2.51      -2.50      -1.96    -587.46     -15.43      -9.64       1.69    130873.29
2006 12 14 07 19 20 403       2.28      -2.56      -2.11    -588.05     -14.52     -11.30       1.64    129114.96
2006 12 14 07 20 11 781       2.19      -2.59      -2.21    -590.45     -16.32     -15.53       1.76    130986.19
2006 12 14 07 20 56 294       2.11      -2.63      -2.22    -594.81     -18.98     -14.93       1.80    144014.12
2006 12 14 07 21 22   9      -0.12      -3.46      -2.22    -604.70     -20.94     -15.58       1.93    127159.32
2006 12 14 07 21 56 381       0.45      -3.30      -2.22    -612.31     -23.81     -11.91       1.72     79070.15
2006 12 14 07 23 11 124      -0.39      -3.49      -2.03    -607.91     -18.34     -12.82       1.54    101724.82
2006 12 14 07 24 19 992       0.89      -2.65      -2.96    -605.29     -15.65     -13.32       1.64    143644.73
2006 12 14 07 25 22 189       0.71      -2.98      -2.80    -604.65     -20.88     -17.14       1.92    109248.90
