Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
 2006 12  0  6 34 41 550       1.75      -3.38      -1.71    -599.02     -21.45      -4.96       1.87    113981.56
 2006 12  0  6 35 24 928       1.39      -3.56      -1.74    -603.85     -22.60      -9.89       1.76    114936.46
 2006 12  0  6 36 28  21       1.28      -3.38      -2.00    -602.94     -22.40      -5.68       1.51    124547.54
 2006 12  0  6 37 24 730       2.22      -3.50      -0.95    -603.90     -18.75      -6.45       1.66    119916.37
 2006 12  0  6 38 29 418       2.62      -3.33      -0.77    -602.54     -18.66       0.19       1.61    139398.63
 2006 12  0  6 39 25 585       2.18      -3.47      -1.30    -603.65     -19.50      -0.14       1.51    129181.59
 2006 12  0  6 40 15 587       2.53      -3.35      -0.94    -606.59     -21.90       3.30       1.57    123978.27
 2006 12  0  6 41 49 941       3.56      -2.34       0.12    -596.62     -13.12       7.97       1.59    136922.41
 2006 12  0  6 43 36 191       3.80      -2.07       0.42    -583.70      -1.78      12.76       1.60    153670.15
 2006 12  0  6 44 46  51       3.75      -2.30      -0.46    -581.02      -3.45       6.60       1.69    161348.91
 2006 12  0  6 45 47 992       4.04      -2.43      -0.47    -580.50      -9.10       3.19       1.80    156384.29
 2006 12  0  6 46 47 104       3.49      -2.86      -0.91    -580.74     -11.60       3.98       1.77    142729.47
 2006 12  0  6 47 48 451       3.29      -2.96      -0.40    -580.37      -8.24       4.50       1.63    145677.16
 2006 12  0  6 49  1  93       3.58      -2.63       0.12    -576.98      -3.60       8.72       1.72    158857.62
 2006 12  0  6 50  5 683       3.51      -2.76       0.39    -575.75      -2.49      14.37       1.81    160942.71
 2006 12  0  6 50 54 253       3.25      -3.02      -0.06    -578.81      -2.35      11.71       1.56    161424.01
 2006 12  0  6 51 47 718       3.47      -2.78      -0.33    -580.57      -8.72       5.73       1.67    145164.59
 2006 12  0  6 52 43  86       3.31      -2.77      -0.45    -581.82      -9.60       6.53       1.51    146026.31
 2006 12  0  6 53 55 154       3.04      -2.88      -0.39    -578.57      -8.23       5.88       1.63    152198.03
 2006 12  0  6 54 47 685       3.36      -2.82      -0.48    -580.58     -11.21       8.50       1.62    149381.58
 2006 12  0  6 55 44 250       2.93      -2.81      -0.38    -581.51      -8.39       1.42       1.54    146676.91
 2006 12  0  6 56 31 914       2.54      -3.07      -0.59    -584.87     -11.57       0.07       1.55    145080.37
 2006 12  0  6 57 41 801       3.43      -2.80      -0.52    -582.17     -10.66       4.35       1.55    145238.25
 2006 12  0  6 58 31 990       2.40      -3.06      -0.32    -584.85     -11.75       6.16       1.50    163965.20
 2006 12  0  6 59 27 458       2.49      -3.00      -0.28    -586.10     -11.27       2.85       1.41    170057.03
 2006 12  0  7  0 29  92       2.41      -2.96      -0.64    -585.65     -11.71       2.04       1.39    171767.93
 2006 12  0  7  1 42 629       2.62      -2.75      -0.83    -581.95     -12.26       0.23       1.45    173292.71
 2006 12  0  7  2 45 209       2.65      -2.92      -0.76    -581.25     -15.42      -0.84       1.63    171457.97
