MIDL 32Re Data for 1998-08 (GSM nT, km/s, cm^-3, K)
yr mo dy hr mn sc msc bx by bz ux uy uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
1998  8  2  0 16  0    0    -1.37    -4.61     4.21    -413.6     -2.06    -18.62    15.124      14009    0    0    0    0    0
1998  8  2  0 17  0    0    -1.39    -4.94     4.21    -413.9     -1.42    -16.88    13.568      13403    0    0    0    0    0
1998  8  2  0 18  0    0    -1.35    -4.99     4.40    -415.2     -2.82    -14.63    12.538      13290    0    0    0    0    0
1998  8  2  0 19  0    0    -1.37    -4.94     4.56    -415.7     -4.36    -14.73    12.538      13290    0    0    0    0    0
1998  8  2  0 20  0    0    -1.54    -4.86     4.67    -415.6     -4.34    -15.66    12.603      13290    0    0    0    0    0
1998  8  2  0 21  0    0    -1.75    -4.94     4.56    -414.3     -4.13    -15.66    13.250      13290    0    0    0    0    0
1998  8  2  0 22  0    0    -1.77    -4.96     4.47    -414.2     -2.75    -16.94    13.304      12016    0    0    0    0    0
1998  8  2  0 23  0    0    -1.77    -4.96     4.46    -414.2     -2.63    -14.83    13.304      13167    0    0    0    0    0
1998  8  2  0 24  0    0    -1.68    -4.91     4.89    -413.9     -3.26    -14.38    11.439      11492    0    0    0    0    0
1998  8  2  0 25  0    0    -1.66    -4.90     4.95    -413.9     -3.35    -14.34    11.168      11817    0    0    0    0    0
1998  8  2  0 26  0    0    -1.59    -5.03     4.92    -413.9     -3.35    -14.35    11.168      10990    0    0    0    0    0
1998  8  2  0 27  0    0    -1.58    -5.05     4.92    -413.2     -2.69    -15.83    12.112      11671    0    0    0    0    0
1998  8  2  0 28  0    0    -1.68    -4.51     4.94    -413.0     -2.34    -17.77    12.524      11113    0    0    0    0    0
1998  8  2  0 29  0    0    -2.17    -3.00     5.71    -412.9     -2.14    -18.56    12.941      11630    0    0    0    0    0
1998  8  2  0 30  0    0    -2.33    -2.50     5.98    -413.1     -1.07    -18.67    13.073      11104    0    0    0    0    0
1998  8  2  0 31  0    0    -2.33    -2.52     5.97    -412.9     -0.75    -18.67    13.819      10753    0    0    0    0    0
1998  8  2  0 32  0    0    -2.31    -2.59     5.97    -412.7     -0.75    -18.96    13.253      10719    0    0    0    0    0
1998  8  2  0 33  0    0    -2.09    -2.69     6.18    -412.6     -0.65    -18.54     9.515      10133    0    0    0    0    0
1998  8  2  0 34  0    0    -2.00    -2.85     6.27    -412.4     -0.47    -18.56     7.977       9108    0    0    0    0    0
1998  8  2  0 35  0    0    -2.04    -3.26     6.07    -412.4     -0.41    -18.69     8.025       8737    0    0    0    0    0
1998  8  2  0 36  0    0    -2.10    -3.45     5.82    -412.2     -0.29    -18.95     8.097       9666    0    0    0    0    0
1998  8  2  0 37  0    0    -2.13    -3.50     5.51    -411.1      1.49    -21.32     9.641      10154    0    0    0    0    0
1998  8  2  0 38  0    0    -2.15    -3.53     5.29    -410.0      3.16    -23.50    11.907      10188    0    0    0    0    0
1998  8  2  0 39  0    0    -2.15    -3.55     5.32    -410.0      2.80    -23.99    12.504      10213    0    0    0    0    0
1998  8  2  0 40  0    0    -2.11    -3.57     5.40    -410.3      1.55    -24.87    11.910      10190    0    0    0    0    0
1998  8  2  0 41  0    0    -2.07    -3.58     5.44    -410.6      0.14    -24.87    12.232      10061    0    0    0    0    0
1998  8  2  0 42  0    0    -2.16    -3.48     5.49    -410.7     -0.49    -24.05    11.292      10022    0    0    0    0    0
1998  8  2  0 43  0    0    -2.53    -3.28     5.58    -414.2      0.21    -19.01    10.839      10102    0    0    0    0    0
1998  8  2  0 44  0    0    -2.61    -3.08     5.58    -415.2      0.27    -18.64    11.125      10457    0    0    0    0    0
1998  8  2  0 45  0    0    -2.54    -3.09     5.59    -415.5      0.49    -18.60    10.786      10457    0    0    0    0    0
1998  8  2  0 46  0    0    -2.43    -3.08     5.67    -415.5      3.06    -18.16    10.786      10457    0    0    0    0    0
1998  8  2  0 47  0    0    -2.22    -3.06     5.77    -414.9      4.41    -17.65    10.786      10457    0    0    0    0    0
1998  8  2  0 48  0    0    -2.15    -3.06     5.77    -414.8      4.41    -15.14    12.014      10742    0    0    0    0    0
1998  8  2  0 49  0    0    -2.15    -3.11     5.44    -413.8      3.32    -14.42    12.895      10815    0    0    0    0    0
1998  8  2  0 50  0    0    -2.25    -3.16     5.30    -414.4      1.94    -13.97    13.609      12023    0    0    0    0    0
1998  8  2  0 51  0    0    -2.40    -3.18     5.27    -414.5      1.87    -13.95    13.643      12094    0    0    0    0    0
1998  8  2  0 52  0    0    -2.67    -3.18     5.21    -415.0      1.86    -13.61    13.629      12094    0    0    0    0    0
1998  8  2  0 53  0    0    -2.67    -3.43     4.99    -415.0      1.56    -13.54    12.835      12116    0    0    0    0    0
1998  8  2  0 54  0    0    -2.80    -3.57     4.91    -415.0      1.39    -13.56    13.814      13371    0    0    0    0    0
1998  8  2  0 55  0    0    -2.65    -3.59     4.77    -414.6      0.93    -14.68    12.584      10788    0    0    0    0    0
1998  8  2  0 56  0    0    -2.59    -3.81     4.64    -414.3      0.32    -14.96    13.751      12220    0    0    0    0    0
1998  8  2  0 57  0    0    -2.27    -4.23     4.51    -412.6      0.28    -15.33    13.697      12324    0    0    0    0    0
1998  8  2  0 58  0    0    -2.14    -4.42     4.42    -410.7      0.32    -15.48    14.232      12324    0    0    0    0    0
1998  8  2  0 59  0    0    -2.15    -4.47     4.18    -409.2      0.37    -15.55    14.860      12350    0    0    0    0    0
1998  8  2  1  0  0    0    -2.50    -4.55     3.48    -410.4      0.20    -15.75    15.300      12437    0    0    0    0    0
1998  8  2  1  1  0    0    -2.97    -4.49     3.33    -412.2     -0.98    -17.65    16.127      12452    0    0    0    0    0
1998  8  2  1  2  0    0    -2.77    -4.45     3.53    -412.4     -2.06    -18.79    16.003      12314    0    0    0    0    0
1998  8  2  1  3  0    0    -2.48    -4.27     3.82    -412.6     -3.19    -18.94    15.757      12243    0    0    0    0    0
1998  8  2  1  4  0    0    -2.40    -4.00     4.22    -412.7     -3.54    -18.98    14.669      12243    0    0    0    0    0
1998  8  2  1  5  0    0    -2.53    -3.92     4.35    -412.6     -0.44    -19.66    14.183      12096    0    0    0    0    0
1998  8  2  1  6  0    0    -3.02    -4.29     3.70    -411.2      2.60    -19.70    14.213      11855    0    0    0    0    0
1998  8  2  1  7  0    0    -3.43    -4.64     3.08    -409.8      4.25    -19.47    14.283      11684    0    0    0    0    0
1998  8  2  1  8  0    0    -3.43    -4.63     3.13    -409.9      4.22    -19.47    14.289      11684    0    0    0    0    0
1998  8  2  1  9  0    0    -3.43    -4.53     3.34    -410.1      3.48    -19.69    13.912      11684    0    0    0    0    0
1998  8  2  1 10  0    0    -3.39    -4.40     3.56    -410.2      2.29    -20.08    13.265      11287    0    0    0    0    0
1998  8  2  1 11  0    0    -3.29    -4.40     3.60    -410.2      2.28    -20.91    13.741      11383    0    0    0    0    0
1998  8  2  1 12  0    0    -3.24    -4.38     3.63    -410.3      2.43    -22.22    14.498      11789    0    0    0    0    0
1998  8  2  1 13  0    0    -3.23    -4.36     3.71    -410.0      2.83    -22.22    14.990      11396    0    0    0    0    0
1998  8  2  1 14  0    0    -3.24    -4.34     3.76    -409.8      2.98    -21.87    15.346      12283    0    0    0    0    0
1998  8  2  1 15  0    0    -3.26    -4.26     3.79    -409.3      2.40    -21.14    14.643      11755    0    0    0    0    0
1998  8  2  1 16  0    0    -3.32    -4.11     3.84    -409.3      1.73    -21.12    15.336      12367    0    0    0    0    0
1998  8  2  1 17  0    0    -3.31    -4.11     3.84    -409.1      1.84    -21.08    14.641      11707    0    0    0    0    0
1998  8  2  1 18  0    0    -3.29    -4.05     3.88    -409.0      2.21    -20.65    15.576      12713    0    0    0    0    0
1998  8  2  1 19  0    0    -3.25    -3.90     4.00    -409.1      2.24    -19.11    15.179      12759    0    0    0    0    0
1998  8  2  1 20  0    0    -3.17    -3.96     3.91    -409.3      1.76    -19.23    15.179      12759    0    0    0    0    0
1998  8  2  1 21  0    0    -3.28    -4.14     3.67    -409.2     -0.25    -20.07    15.365      12887    0    0    0    0    0
1998  8  2  1 22  0    0    -3.31    -4.06     3.68    -408.9     -2.49    -21.90    16.121      13262    0    0    0    0    0
1998  8  2  1 23  0    0    -3.36    -3.77     3.72    -409.1     -3.26    -22.96    17.123      13262    0    0    0    0    0
1998  8  2  1 24  0    0    -3.36    -3.75     3.74    -409.7     -3.40    -22.93    17.924      12883    0    0    0    0    0
1998  8  2  1 25  0    0    -3.38    -3.69     3.79    -409.9     -3.89    -22.65    18.002      11939    0    0    0    0    0
1998  8  2  1 26  0    0    -3.43    -3.66     3.87    -410.3     -4.03    -21.87    17.189      11695    0    0    0    0    0
1998  8  2  1 27  0    0    -3.43    -3.58     3.97    -410.2     -4.10    -21.32    15.878      11695    0    0    0    0    0
1998  8  2  1 28  0    0    -3.52    -3.42     4.16    -410.3     -3.84    -21.12    15.979      11560    0    0    0    0    0
1998  8  2  1 29  0    0    -3.73    -3.35     4.35    -410.6     -2.23    -20.16    14.844      11678    0    0    0    0    0
1998  8  2  1 30  0    0    -3.81    -3.43     4.27    -411.0     -1.06    -19.38    13.202      11576    0    0    0    0    0
1998  8  2  1 31  0    0    -3.69    -3.72     4.07    -410.9     -0.91    -19.41    13.162      11529    0    0    0    0    0
1998  8  2  1 32  0    0    -3.54    -3.94     3.94    -410.2     -1.31    -19.79    13.853      11696    0    0    0    0    0
1998  8  2  1 33  0    0    -3.51    -3.91     3.95    -409.4     -0.35    -20.88    14.289      11352    0    0    0    0    0
1998  8  2  1 34  0    0    -3.49    -3.83     3.98    -410.2     -0.24    -22.26    14.470      11812    0    0    0    0    0
1998  8  2  1 35  0    0    -3.40    -3.90     3.95    -410.4     -0.01    -21.90    14.305      11526    0    0    0    0    0
1998  8  2  1 36  0    0    -3.29    -4.03     3.89    -410.6      0.07    -21.36    14.289      11582    0    0    0    0    0
1998  8  2  1 37  0    0    -3.26    -4.10     3.87    -410.5      0.07    -21.36    14.198      10821    0    0    0    0    0
1998  8  2  1 38  0    0    -3.24    -4.19     3.84    -410.2      0.63    -20.52    15.156      11126    0    0    0    0    0
1998  8  2  1 39  0    0    -3.27    -4.21     3.78    -410.1      1.54    -19.17    16.142      11126    0    0    0    0    0
1998  8  2  1 40  0    0    -3.22    -4.21     3.78    -410.1      1.54    -19.15    16.142      11126    0    0    0    0    0
1998  8  2  1 41  0    0    -3.22    -4.26     3.76    -410.1      1.90    -19.02    15.671      11126    0    0    0    0    0
1998  8  2  1 42  0    0    -3.23    -4.34     3.72    -410.1      2.51    -18.72    15.277      11401    0    0    0    0    0
1998  8  2  1 43  0    0    -3.25    -4.30     3.81    -409.9      1.85    -18.54    15.349      11460    0    0    0    0    0
1998  8  2  1 44  0    0    -3.26    -4.12     4.05    -409.5      0.00    -19.50    14.381      10899    0    0    0    0    0
1998  8  2  1 45  0    0    -3.31    -3.81     4.21    -409.4     -1.40    -21.93    14.843      11251    0    0    0    0    0
1998  8  2  1 46  0    0    -3.34    -3.65     4.35    -409.4     -1.06    -22.44    14.376      10708    0    0    0    0    0
1998  8  2  1 47  0    0    -3.30    -3.68     4.42    -409.3     -0.02    -23.44    14.870      10977    0    0    0    0    0
1998  8  2  1 48  0    0    -3.14    -3.81     4.42    -409.5      0.76    -22.60    14.595      10713    0    0    0    0    0
1998  8  2  1 49  0    0    -3.04    -3.94     4.43    -410.0      1.59    -22.22    15.174      10928    0    0    0    0    0
1998  8  2  1 50  0    0    -3.18    -3.71     4.65    -411.0      1.96    -21.53    13.845      10305    0    0    0    0    0
1998  8  2  1 51  0    0    -3.34    -3.41     4.94    -411.5      2.91    -21.14    13.539      10052    0    0    0    0    0
1998  8  2  1 52  0    0    -3.32    -3.43     4.99    -411.8      3.83    -20.82    13.645      10052    0    0    0    0    0
1998  8  2  1 53  0    0    -3.09    -3.52     4.93    -412.0      4.57    -20.73    13.829      10052    0    0    0    0    0
1998  8  2  1 54  0    0    -2.96    -3.55     4.89    -412.2      5.15    -20.67    13.897      10597    0    0    0    0    0
1998  8  2  1 55  0    0    -2.98    -3.47     4.94    -412.5      5.32    -20.81    13.140      10898    0    0    0    0    0
1998  8  2  1 56  0    0    -2.99    -3.41     4.97    -412.9      5.32    -20.87    12.790      10898    0    0    0    0    0
1998  8  2  1 57  0    0    -2.99    -3.40     5.09    -413.2      5.92    -20.49    11.527      10898    0    0    0    0    0
1998  8  2  1 58  0    0    -3.00    -3.40     5.21    -413.3      6.09    -20.05    12.330      11237    0    0    0    0    0
1998  8  2  1 59  0    0    -3.00    -3.40     5.23    -413.5      4.71    -19.96    12.094      10379    0    0    0    0    0
1998  8  2  2  0  0    0    -2.98    -3.38     5.13    -413.5      3.62    -18.53    12.531      11123    0    0    0    0    0
1998  8  2  2  1  0    0    -2.97    -3.39     4.91    -413.6      1.89    -18.21    13.744      10388    0    0    0    0    0
1998  8  2  2  2  0    0    -2.77    -3.70     4.87    -413.5      1.51    -18.67    14.152      11249    0    0    0    0    0
1998  8  2  2  3  0    0    -2.68    -3.80     4.80    -412.9      1.42    -19.57    14.189      11205    0    0    0    0    0
1998  8  2  2  4  0    0    -2.55    -4.06     4.62    -412.7     -0.38    -21.03    14.480      12783    0    0    0    0    0
1998  8  2  2  5  0    0    -2.51    -4.17     4.56    -412.7     -1.45    -21.85    14.818      12434    0    0    0    0    0
1998  8  2  2  6  0    0    -2.59    -3.74     4.66    -413.2     -1.59    -21.98    16.150      13482    0    0    0    0    0
1998  8  2  2  7  0    0    -2.62    -3.62     4.69    -413.3     -1.59    -21.98    15.821      12386    0    0    0    0    0
1998  8  2  2  8  0    0    -2.69    -3.49     4.69    -413.5     -1.45    -20.69    15.652      12009    0    0    0    0    0
1998  8  2  2  9  0    0    -2.87    -3.53     4.87    -414.7      0.19    -19.27    14.814      11619    0    0    0    0    0
1998  8  2  2 10  0    0    -2.99    -3.35     4.88    -417.7      2.40    -19.15    12.974       9888    0    0    0    0    0
1998  8  2  2 11  0    0    -3.06    -3.35     4.86    -417.6      2.42    -19.15    12.974       9888    0    0    0    0    0
1998  8  2  2 12  0    0    -3.07    -3.39     4.83    -417.0      2.31    -19.43    12.929       9888    0    0    0    0    0
1998  8  2  2 13  0    0    -3.03    -3.56     4.81    -416.0      2.01    -20.18    12.812       9760    0    0    0    0    0
1998  8  2  2 14  0    0    -2.81    -3.85     4.74    -414.4      2.00    -20.27    12.812       9061    0    0    0    0    0
1998  8  2  2 15  0    0    -2.66    -3.97     4.63    -413.7      2.00    -22.13    13.422      10697    0    0    0    0    0
1998  8  2  2 16  0    0    -2.75    -3.99     4.61    -412.9     -0.61    -23.72    13.897      10047    0    0    0    0    0
1998  8  2  2 17  0    0    -2.84    -3.59     4.60    -412.6     -1.57    -24.17    14.460      11267    0    0    0    0    0
1998  8  2  2 18  0    0    -3.04    -3.24     4.59    -413.7     -1.57    -21.96    14.996      10770    0    0    0    0    0
1998  8  2  2 19  0    0    -3.09    -3.15     4.38    -414.5     -1.67    -21.01    15.644      11869    0    0    0    0    0
1998  8  2  2 20  0    0    -3.16    -3.03     4.37    -414.8     -2.27    -20.98    16.120      10944    0    0    0    0    0
1998  8  2  2 21  0    0    -3.25    -2.65     4.46    -414.5     -2.34    -20.45    17.432      13532    0    0    0    0    0
1998  8  2  2 22  0    0    -3.25    -2.45     4.47    -414.9     -2.34    -20.34    16.128      10927    0    0    0    0    0
1998  8  2  2 23  0    0    -3.22    -2.46     4.50    -415.3     -3.04    -20.41    16.598      10910    0    0    0    0    0
1998  8  2  2 24  0    0    -3.13    -2.71     4.49    -415.3     -2.38    -21.73    16.611      10594    0    0    0    0    0
1998  8  2  2 25  0    0    -3.13    -2.74     4.38    -414.8     -2.38    -21.73    16.867      10594    0    0    0    0    0
1998  8  2  2 26  0    0    -3.11    -2.81     4.32    -414.7     -1.70    -21.73    16.871      10683    0    0    0    0    0
1998  8  2  2 27  0    0    -3.10    -2.81     4.32    -414.7     -1.53    -22.82    16.177      12276    0    0    0    0    0
1998  8  2  2 28  0    0    -3.10    -2.85     4.17    -414.7     -1.38    -22.86    16.153      12330    0    0    0    0    0
1998  8  2  2 29  0    0    -3.11    -2.94     4.07    -414.1     -1.25    -24.23    16.662      12330    0    0    0    0    0
1998  8  2  2 30  0    0    -3.11    -3.13     3.93    -413.7     -0.66    -23.08    17.818      13736    0    0    0    0    0
1998  8  2  2 31  0    0    -3.11    -3.16     3.91    -413.6      0.00    -23.67    17.494      12480    0    0    0    0    0
1998  8  2  2 32  0    0    -3.11    -3.16     4.00    -413.5      0.95    -23.25    17.890      13646    0    0    0    0    0
1998  8  2  2 33  0    0    -3.18    -3.18     4.02    -413.4      1.14    -23.11    17.498      12065    0    0    0    0    0
1998  8  2  2 34  0    0    -3.19    -3.39     3.79    -414.0      1.74    -21.96    17.188      13725    0    0    0    0    0
1998  8  2  2 35  0    0    -3.11    -3.42     3.76    -414.5      1.16    -21.72    16.403      11759    0    0    0    0    0
1998  8  2  2 36  0    0    -3.11    -3.13     4.00    -414.2      1.12    -21.71    16.360      13433    0    0    0    0    0
1998  8  2  2 37  0    0    -3.40    -3.08     4.02    -414.2      1.12    -21.62    15.590      11218    0    0    0    0    0
1998  8  2  2 38  0    0    -3.43    -3.08     4.07    -414.1      1.45    -21.02    15.504      13355    0    0    0    0    0
1998  8  2  2 39  0    0    -3.33    -2.82     4.14    -413.9      1.58    -20.95    15.767      11914    0    0    0    0    0
1998  8  2  2 40  0    0    -3.14    -2.78     4.21    -412.6      2.06    -21.46    16.664      13039    0    0    0    0    0
1998  8  2  2 41  0    0    -3.07    -2.86     4.23    -412.0      1.84    -22.81    16.896      12979    0    0    0    0    0
1998  8  2  2 42  0    0    -3.07    -2.98     4.23    -413.7      1.58    -23.58    17.177      12606    0    0    0    0    0
1998  8  2  2 43  0    0    -2.85    -3.02     4.25    -414.0      1.58    -24.13    17.242      12606    0    0    0    0    0
1998  8  2  2 44  0    0    -2.82    -3.02     4.25    -413.7      1.85    -24.20    17.242      12606    0    0    0    0    0
1998  8  2  2 45  0    0    -2.88    -3.00     4.22    -413.5      1.90    -23.55    17.582      12606    0    0    0    0    0
1998  8  2  2 46  0    0    -3.05    -2.99     4.18    -412.3      0.86    -23.29    16.651      11570    0    0    0    0    0
1998  8  2  2 47  0    0    -3.16    -2.94     4.16    -411.8      0.32    -23.24    17.269      12526    0    0    0    0    0
1998  8  2  2 48  0    0    -3.15    -2.86     4.17    -411.8      0.32    -23.24    16.922      12073    0    0    0    0    0
1998  8  2  2 49  0    0    -3.12    -2.83     4.24    -411.9      0.40    -23.26    16.931      12965    0    0    0    0    0
1998  8  2  2 50  0    0    -3.10    -2.93     4.28    -412.1      1.33    -23.27    15.938      12212    0    0    0    0    0
1998  8  2  2 51  0    0    -3.09    -2.99     4.22    -412.3      2.17    -24.33    15.772      12637    0    0    0    0    0
1998  8  2  2 52  0    0    -3.39    -2.90     4.13    -412.7      2.34    -24.99    15.359      11849    0    0    0    0    0
1998  8  2  2 53  0    0    -3.58    -2.75     4.05    -413.1      2.88    -25.03    15.888      12931    0    0    0    0    0
1998  8  2  2 54  0    0    -3.66    -2.64     4.03    -413.2      3.05    -25.52    15.064      11699    0    0    0    0    0
1998  8  2  2 55  0    0    -3.68    -2.62     4.03    -413.3      3.05    -25.66    15.662      12901    0    0    0    0    0
1998  8  2  2 56  0    0    -3.68    -2.57     4.09    -413.8      2.96    -25.12    14.924      13372    0    0    0    0    0
1998  8  2  2 57  0    0    -3.85    -2.46     4.10    -413.6      2.95    -23.97    13.975      13372    0    0    0    0    0
1998  8  2  2 58  0    0    -3.88    -2.40     4.01    -413.8      2.95    -23.50    13.782      13380    0    0    0    0    0
1998  8  2  2 59  0    0    -3.86    -2.36     4.00    -413.2      2.97    -24.18    13.658      13387    0    0    0    0    0
1998  8  2  3  0  0    0    -3.85    -2.31     4.09    -412.8      3.37    -24.15    14.346      13389    0    0    0    0    0
1998  8  2  3  1  0    0    -3.88    -2.21     4.14    -413.0      3.91    -23.35    13.792      13389    0    0    0    0    0
1998  8  2  3  2  0    0    -3.89    -2.18     4.18    -413.3      4.04    -23.10    14.327      12717    0    0    0    0    0
1998  8  2  3  3  0    0    -3.83    -2.19     4.27    -413.3      3.72    -22.70    13.727      10565    0    0    0    0    0
1998  8  2  3  4  0    0    -3.77    -2.20     4.29    -412.9      3.64    -22.53    14.272      11895    0    0    0    0    0
1998  8  2  3  5  0    0    -3.75    -2.22     4.28    -411.1      3.77    -22.50    14.803      11395    0    0    0    0    0
1998  8  2  3  6  0    0    -3.76    -2.24     4.19    -409.6      3.90    -23.68    15.311      10955    0    0    0    0    0
1998  8  2  3  7  0    0    -3.79    -2.27     3.98    -410.1      3.60    -26.44    15.899      11709    0    0    0    0    0
1998  8  2  3  8  0    0    -3.77    -2.27     4.00    -411.0      3.08    -25.70    16.382      11106    0    0    0    0    0
1998  8  2  3  9  0    0    -3.74    -2.26     4.03    -411.0      3.34    -24.84    16.398      11135    0    0    0    0    0
1998  8  2  3 10  0    0    -3.77    -2.26     3.97    -410.5      4.12    -24.73    16.320      10958    0    0    0    0    0
1998  8  2  3 11  0    0    -3.82    -2.25     3.89    -409.7      4.82    -24.73    16.353      11283    0    0    0    0    0
1998  8  2  3 12  0    0    -3.85    -2.24     3.87    -409.0      4.82    -24.84    15.731      10416    0    0    0    0    0
1998  8  2  3 13  0    0    -3.92    -2.24     3.86    -408.9      4.78    -25.20    17.018      11723    0    0    0    0    0
1998  8  2  3 14  0    0    -3.92    -2.24     3.81    -408.7      4.72    -25.20    15.765      11142    0    0    0    0    0
1998  8  2  3 15  0    0    -3.93    -2.23     3.74    -408.7      4.83    -25.20    16.503      11142    0    0    0    0    0
1998  8  2  3 16  0    0    -3.93    -2.20     3.74    -408.7      4.99    -25.23    16.503      11142    0    0    0    0    0
1998  8  2  3 17  0    0    -3.93    -2.14     3.78    -408.6      5.32    -25.34    16.587      11142    0    0    0    0    0
1998  8  2  3 18  0    0    -3.91    -2.11     3.87    -408.5      5.96    -25.22    16.809      11018    0    0    0    0    0
1998  8  2  3 19  0    0    -3.84    -2.09     3.91    -408.4      5.90    -24.50    15.712      10506    0    0    0    0    0
1998  8  2  3 20  0    0    -3.83    -2.08     3.95    -408.5      5.53    -24.52    16.079      11589    0    0    0    0    0
1998  8  2  3 21  0    0    -3.78    -2.08     4.01    -408.4      5.53    -24.61    15.040      10510    0    0    0    0    0
1998  8  2  3 22  0    0    -3.71    -2.06     4.18    -408.7      5.35    -24.61    16.031      11557    0    0    0    0    0
1998  8  2  3 23  0    0    -3.68    -1.96     4.29    -409.4      4.54    -25.26    15.327      11036    0    0    0    0    0
1998  8  2  3 24  0    0    -3.68    -1.93     4.29    -409.9      4.53    -27.00    16.070      11936    0    0    0    0    0
1998  8  2  3 25  0    0    -3.67    -1.91     4.30    -409.9      4.21    -26.62    15.607      11174    0    0    0    0    0
1998  8  2  3 26  0    0    -3.66    -1.86     4.33    -409.9      3.57    -25.86    16.172      11923    0    0    0    0    0
1998  8  2  3 27  0    0    -3.62    -1.79     4.36    -410.1      3.57    -25.93    15.668      11254    0    0    0    0    0
1998  8  2  3 28  0    0    -3.54    -1.78     4.37    -410.2      3.59    -26.44    16.170      11808    0    0    0    0    0
1998  8  2  3 29  0    0    -3.55    -1.77     4.34    -410.1      3.63    -27.10    15.830      10363    0    0    0    0    0
1998  8  2  3 30  0    0    -3.58    -1.80     4.26    -410.3      3.67    -27.10    16.837      10231    0    0    0    0    0
1998  8  2  3 31  0    0    -3.63    -1.84     4.24    -410.3      3.75    -27.05    16.789      10027    0    0    0    0    0
1998  8  2  3 32  0    0    -3.66    -1.86     4.23    -410.2      3.84    -26.58    16.760      10130    0    0    0    0    0
1998  8  2  3 33  0    0    -3.68    -1.85     4.23    -409.6      3.89    -25.98    16.412      10383    0    0    0    0    0
1998  8  2  3 34  0    0    -3.66    -1.82     4.24    -409.2      3.71    -26.33    16.027      10641    0    0    0    0    0
1998  8  2  3 35  0    0    -3.66    -1.71     4.25    -409.6      3.51    -27.00    16.412      11266    0    0    0    0    0
1998  8  2  3 36  0    0    -3.61    -1.62     4.33    -409.9      3.35    -27.20    16.469      12645    0    0    0    0    0
1998  8  2  3 37  0    0    -3.59    -1.55     4.36    -409.9      3.21    -26.61    16.821      13043    0    0    0    0    0
1998  8  2  3 38  0    0    -3.38    -1.43     4.55    -409.6      3.55    -24.62    16.366      12643    0    0    0    0    0
1998  8  2  3 39  0    0    -2.99    -1.40     4.86    -409.0      3.51    -24.50    16.669      13239    0    0    0    0    0
1998  8  2  3 40  0    0    -2.99    -1.35     4.86    -408.5      3.68    -24.07    15.967      12450    0    0    0    0    0
1998  8  2  3 41  0    0    -3.00    -1.34     4.83    -408.8      3.50    -24.19    16.652      13178    0    0    0    0    0
1998  8  2  3 42  0    0    -3.00    -1.32     4.83    -408.9      4.10    -24.65    15.860      11945    0    0    0    0    0
1998  8  2  3 43  0    0    -2.98    -1.22     4.87    -409.0      5.57    -24.67    15.749      12455    0    0    0    0    0
1998  8  2  3 44  0    0    -2.89    -1.22     5.00    -408.8      5.51    -24.71    14.598      11927    0    0    0    0    0
1998  8  2  3 45  0    0    -2.79    -1.23     5.05    -407.6      5.21    -24.46    15.113      12628    0    0    0    0    0
1998  8  2  3 46  0    0    -2.75    -1.23     5.09    -406.6      4.31    -24.46    14.545      12084    0    0    0    0    0
1998  8  2  3 47  0    0    -2.75    -1.14     5.09    -406.4      4.20    -22.94    15.055      12020    0    0    0    0    0
1998  8  2  3 48  0    0    -2.75    -1.08     5.09    -407.3      4.26    -22.74    15.525      12020    0    0    0    0    0
1998  8  2  3 49  0    0    -2.71    -1.08     5.05    -407.3      4.26    -23.59    15.525      12020    0    0    0    0    0
1998  8  2  3 50  0    0    -2.70    -1.01     5.03    -408.0      3.22    -23.64    15.811      11949    0    0    0    0    0
1998  8  2  3 51  0    0    -2.67    -1.00     5.04    -407.0      3.22    -24.18    14.763      11235    0    0    0    0    0
1998  8  2  3 52  0    0    -2.68    -0.89     5.02    -408.0      3.55    -24.35    15.786      12915    0    0    0    0    0
1998  8  2  3 53  0    0    -2.68    -0.89     4.94    -407.0      3.55    -24.35    14.488      12683    0    0    0    0    0
1998  8  2  3 54  0    0    -2.68    -0.89     4.94    -407.5      3.48    -24.33    16.377      12671    0    0    0    0    0
1998  8  2  3 55  0    0    -2.64    -0.76     5.02    -406.7      3.48    -23.33    14.848      12671    0    0    0    0    0
1998  8  2  3 56  0    0    -2.49    -0.71     5.14    -405.9      5.17    -22.98    15.276      12143    0    0    0    0    0
1998  8  2  3 57  0    0    -2.42    -0.67     5.17    -405.7      5.97    -22.80    14.851      11966    0    0    0    0    0
1998  8  2  3 58  0    0    -2.44    -0.58     5.17    -405.7      6.19    -22.08    15.251      11273    0    0    0    0    0
1998  8  2  3 59  0    0    -2.48    -0.56     5.14    -404.8      6.22    -21.25    14.757      11047    0    0    0    0    0
1998  8  2  4  0  0    0    -2.54    -0.57     5.08    -405.0      6.52    -20.91    14.870      11059    0    0    0    0    0
1998  8  2  4  1  0    0    -2.56    -0.58     5.06    -404.5      6.37    -20.18    14.669      11071    0    0    0    0    0
1998  8  2  4  2  0    0    -2.60    -0.58     5.04    -404.9      5.87    -19.72    14.861      11509    0    0    0    0    0
1998  8  2  4  3  0    0    -2.63    -0.57     5.00    -404.5      5.65    -20.76    15.413      11735    0    0    0    0    0
1998  8  2  4  4  0    0    -2.72    -0.55     4.88    -403.7      5.62    -21.64    15.611      11668    0    0    0    0    0
1998  8  2  4  5  0    0    -2.84    -0.46     4.77    -403.1      5.62    -22.06    15.611      11543    0    0    0    0    0
