Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2019 08 01 00 00 00   0       2.36      -5.64      -2.23     510.27       0.00       0.00       4.09    237873.30
2019 08 01 00 01 00   0       2.42      -5.22      -2.45     513.59       0.00       0.00       4.16    247000.70
2019 08 01 00 02 00   0       2.74      -4.68      -3.04     503.59       0.00       0.00       4.15    204055.20
2019 08 01 00 03 00   0       2.24      -5.57      -2.30     493.59       0.00       0.00       4.15    186554.20
2019 08 01 00 04 00   0       2.84      -5.73      -2.41     491.45       0.00       0.00       4.07    187423.60
2019 08 01 00 05 00   0       2.65      -5.55      -1.71     482.48       0.00       0.00       3.92    167460.40
2019 08 01 00 06 00   0       2.25      -5.45       1.21     472.48       0.00       0.00       3.95    136574.50
2019 08 01 00 07 00   0       1.86      -5.67       0.06     473.66       0.00       0.00       4.18    169330.10
2019 08 01 00 08 00   0       2.21      -5.37      -1.86     493.66       0.00       0.00       3.74    220129.12
2019 08 01 00 09 00   0       0.36      -6.58      -1.41     488.85       0.00       0.00       4.30    206985.00
2019 08 01 00 10 00   0       0.03      -6.44      -1.62     478.85       0.00       0.00       4.31    159219.24
2019 08 01 00 11 00   0      -1.05      -6.44      -1.56     496.20       0.00       0.00       3.64    206985.00
2019 08 01 00 12 00   0      -0.72      -5.72      -2.66     516.20       0.00       0.00       2.94    250429.70
2019 08 01 00 13 00   0      -1.41      -5.51      -2.81     523.79       0.00       0.00       2.69    212678.90
2019 08 01 00 14 00   0      -1.48      -4.82      -3.09     543.79       0.00       0.00       2.69    234646.10
2019 08 01 00 15 00   0      -0.42      -5.11      -2.64     537.76       0.00       0.00       3.38    238248.70
2019 08 01 00 16 00   0      -0.29      -3.58      -1.97     527.76       0.00       0.00       3.16    183268.24
2019 08 01 00 17 00   0       1.00      -2.91      -1.09     522.99       0.00       0.00       2.48    140975.57
2019 08 01 00 18 00   0       2.67      -1.94      -0.04     542.99       0.00       0.00       2.35    170757.30
2019 08 01 00 19 00   0       2.56      -2.04       0.58     551.02       0.00       0.00       2.56    189045.10
2019 08 01 00 20 00   0       2.11      -2.69       0.43     537.53       0.00       0.00       2.74    175274.80
2019 08 01 00 21 00   0       1.88      -2.89       0.52     530.27       0.00       0.00       2.32    143629.70
2019 08 01 00 22 00   0       1.99      -2.77       0.47     528.73       0.00       0.00       2.08    130799.90
2019 08 01 00 23 00   0       1.51      -3.05       1.34     532.17       0.00       0.00       2.50    146042.90
2019 08 01 00 24 00   0       2.05      -2.29       1.41     522.17       0.00       0.00       1.92    112340.70
2019 08 01 00 25 00   0       2.34      -1.67       1.59     531.33       0.00       0.00       2.35    142970.60
2019 08 01 00 26 00   0       2.39      -2.03       1.35     536.22       0.00       0.00       2.69    158159.70
2019 08 01 00 27 00   0       2.28      -2.04       1.58     526.22       0.00       0.00       2.07    121661.31
2019 08 01 00 28 00   0       2.57      -1.95       1.16     525.38       0.00       0.00       2.69    158159.70
2019 08 01 00 29 00   0       2.68      -1.82       0.79     529.72       0.00       0.00       2.15    135859.40
2019 08 01 00 30 00   0       2.69      -1.60       0.73     519.72       0.00       0.00       1.65    104507.23
2019 08 01 00 31 00   0       2.30      -1.52      -1.43     522.56       0.00       0.00       2.15    135859.40
2019 08 01 00 32 00   0       2.49      -1.65      -1.27     540.29       0.00       0.00       2.41    169229.70
2019 08 01 00 33 00   0       2.55      -1.89      -0.76     531.05       0.00       0.00       2.18    140695.70
2019 08 01 00 34 00   0       2.63      -1.77      -0.69     533.45       0.00       0.00       2.33    150076.90
2019 08 01 00 35 00   0       2.51      -1.74      -0.60     536.70       0.00       0.00       2.72    164351.10
2019 08 01 00 36 00   0       1.54      -2.62      -0.90     536.05       0.00       0.00       2.90    163657.70
2019 08 01 00 37 00   0       1.33      -3.10       0.08     542.85       0.00       0.00       2.23    158775.30
2019 08 01 00 38 00   0       1.40      -3.11      -0.44     537.51       0.00       0.00       1.93    135507.60
2019 08 01 00 39 00   0       2.11      -2.44      -0.33     528.11       0.00       0.00       1.85    107222.30
2019 08 01 00 40 00   0       1.15      -3.02      -1.01     531.83       0.00       0.00       2.41    134572.00
2019 08 01 00 41 00   0       1.58      -2.73      -1.20     543.12       0.00       0.00       2.27    111254.30
2019 08 01 00 42 00   0       1.85      -2.39      -1.53     555.85       0.00       0.00       2.80    144630.58
