Kp obtained from http://wdc.kugi.kyoto-u.ac.jp/
All times are the end of each 3-hour bin
year mo dy hr mn sc kp
2010 04 01 03 00 00	3.3333333
2010 04 01 06 00 00	3.0000000
2010 04 01 09 00 00	2.0000000
2010 04 01 12 00 00	1.6666667
2010 04 01 15 00 00	3.3333333
2010 04 01 18 00 00	3.0000000
2010 04 01 21 00 00	1.3333333
2010 04 02 00 00 00	2.6666667
2010 04 02 03 00 00	3.0000000
2010 04 02 06 00 00	2.6666667
2010 04 02 09 00 00	3.6666667
2010 04 02 12 00 00	3.0000000
2010 04 02 15 00 00	2.0000000
2010 04 02 18 00 00	2.0000000
2010 04 02 21 00 00	3.0000000
2010 04 03 00 00 00	2.6666667
2010 04 03 03 00 00	2.6666667
2010 04 03 06 00 00	1.3333333
2010 04 03 09 00 00	1.3333333
2010 04 03 12 00 00	1.0000000
2010 04 03 15 00 00	2.0000000
2010 04 03 18 00 00	3.3333333
2010 04 03 21 00 00	2.6666667
2010 04 04 00 00 00	2.3333333
2010 04 04 03 00 00	3.3333333
2010 04 04 06 00 00	2.6666667
2010 04 04 09 00 00	3.3333333
2010 04 04 12 00 00	1.3333333
2010 04 04 15 00 00	1.6666667
2010 04 04 18 00 00	2.0000000
2010 04 04 21 00 00	3.0000000
2010 04 05 00 00 00	3.6666667
2010 04 05 03 00 00	3.0000000
2010 04 05 06 00 00	3.3333333
2010 04 05 09 00 00	5.3333333
2010 04 05 12 00 00	7.6666667
2010 04 05 15 00 00	5.6666667
2010 04 05 18 00 00	5.0000000
2010 04 05 21 00 00	4.3333333
2010 04 06 00 00 00	3.6666667
2010 04 06 03 00 00	5.0000000
2010 04 06 06 00 00	5.3333333
2010 04 06 09 00 00	4.6666667
2010 04 06 12 00 00	4.6666667
2010 04 06 15 00 00	4.3333333
2010 04 06 18 00 00	5.3333333
2010 04 06 21 00 00	4.6666667
2010 04 07 00 00 00	4.6666667
2010 04 07 03 00 00	4.3333333
2010 04 07 06 00 00	2.3333333
2010 04 07 09 00 00	4.3333333
2010 04 07 12 00 00	3.6666667
2010 04 07 15 00 00	3.3333333
2010 04 07 18 00 00	3.6666667
2010 04 07 21 00 00	3.6666667
