Kp obtained from http://wdc.kugi.kyoto-u.ac.jp/
All times are the end of each 3-hour bin
year mo dy hr mn sc kp
2003 10 01 03 00 00	3.0000000
2003 10 01 06 00 00	2.0000000
2003 10 01 09 00 00	1.3333333
2003 10 01 12 00 00	1.0000000
2003 10 01 15 00 00	1.0000000
2003 10 01 18 00 00	1.0000000
2003 10 01 21 00 00	3.0000000
2003 10 02 00 00 00	4.0000000
2003 10 02 03 00 00	2.6666667
2003 10 02 06 00 00	2.3333333
2003 10 02 09 00 00	1.3333333
2003 10 02 12 00 00	0.6666667
2003 10 02 15 00 00	1.3333333
2003 10 02 18 00 00	1.6666667
2003 10 02 21 00 00	2.3333333
2003 10 03 00 00 00	2.6666667
2003 10 03 03 00 00	3.3333333
2003 10 03 06 00 00	4.6666667
2003 10 03 09 00 00	3.0000000
2003 10 03 12 00 00	1.6666667
2003 10 03 15 00 00	3.0000000
2003 10 03 18 00 00	3.6666667
2003 10 03 21 00 00	3.0000000
2003 10 04 00 00 00	2.0000000
2003 10 04 03 00 00	1.3333333
2003 10 04 06 00 00	1.6666667
2003 10 04 09 00 00	3.0000000
2003 10 04 12 00 00	1.3333333
2003 10 04 15 00 00	2.3333333
2003 10 04 18 00 00	0.3333333
2003 10 04 21 00 00	0.0000000
2003 10 05 00 00 00	0.0000000
2003 10 05 03 00 00	0.0000000
2003 10 05 06 00 00	0.6666667
2003 10 05 09 00 00	0.3333333
2003 10 05 12 00 00	0.0000000
2003 10 05 15 00 00	0.3333333
2003 10 05 18 00 00	1.6666667
2003 10 05 21 00 00	2.6666667
2003 10 06 00 00 00	3.3333333
2003 10 06 03 00 00	2.3333333
2003 10 06 06 00 00	1.0000000
2003 10 06 09 00 00	1.0000000
2003 10 06 12 00 00	1.3333333
2003 10 06 15 00 00	2.0000000
2003 10 06 18 00 00	2.0000000
2003 10 06 21 00 00	3.3333333
2003 10 07 00 00 00	3.3333333
2003 10 07 03 00 00	4.3333333
2003 10 07 06 00 00	2.0000000
2003 10 07 09 00 00	2.6666667
2003 10 07 12 00 00	3.3333333
2003 10 07 15 00 00	2.6666667
2003 10 07 18 00 00	3.3333333
2003 10 07 21 00 00	2.6666667
2003 10 08 00 00 00	2.3333333
2003 10 08 03 00 00	1.6666667
2003 10 08 06 00 00	1.3333333
2003 10 08 09 00 00	2.0000000
2003 10 08 12 00 00	1.6666667
2003 10 08 15 00 00	1.6666667
2003 10 08 18 00 00	0.6666667
2003 10 08 21 00 00	2.0000000
2003 10 09 00 00 00	2.6666667
2003 10 09 03 00 00	4.0000000
2003 10 09 06 00 00	2.3333333
2003 10 09 09 00 00	1.0000000
2003 10 09 12 00 00	1.3333333
2003 10 09 15 00 00	1.3333333
2003 10 09 18 00 00	1.0000000
2003 10 09 21 00 00	0.6666667
2003 10 10 00 00 00	0.3333333
2003 10 10 03 00 00	0.0000000
2003 10 10 06 00 00	0.0000000
2003 10 10 09 00 00	0.6666667
2003 10 10 12 00 00	0.3333333
2003 10 10 15 00 00	0.6666667
2003 10 10 18 00 00	0.6666667
2003 10 10 21 00 00	0.6666667
2003 10 11 00 00 00	1.6666667
2003 10 11 03 00 00	1.0000000
2003 10 11 06 00 00	0.0000000
2003 10 11 09 00 00	0.6666667
2003 10 11 12 00 00	0.3333333
2003 10 11 15 00 00	0.3333333
2003 10 11 18 00 00	0.0000000
2003 10 11 21 00 00	0.3333333
2003 10 12 00 00 00	0.6666667
2003 10 12 03 00 00	0.3333333
2003 10 12 06 00 00	0.3333333
2003 10 12 09 00 00	0.3333333
2003 10 12 12 00 00	1.0000000
2003 10 12 15 00 00	1.0000000
2003 10 12 18 00 00	1.0000000
2003 10 12 21 00 00	1.3333333
2003 10 13 00 00 00	1.6666667
2003 10 13 03 00 00	3.3333333
2003 10 13 06 00 00	3.0000000
2003 10 13 09 00 00	1.6666667
2003 10 13 12 00 00	1.3333333
2003 10 13 15 00 00	2.6666667
2003 10 13 18 00 00	3.0000000
2003 10 13 21 00 00	3.6666667
2003 10 14 00 00 00	4.6666667
2003 10 14 03 00 00	3.3333333
2003 10 14 06 00 00	4.0000000
2003 10 14 09 00 00	5.6666667
2003 10 14 12 00 00	5.0000000
2003 10 14 15 00 00	4.3333333
2003 10 14 18 00 00	4.3333333
2003 10 14 21 00 00	7.3333333
2003 10 15 00 00 00	7.3333333
2003 10 15 03 00 00	3.3333333
2003 10 15 06 00 00	4.3333333
2003 10 15 09 00 00	6.0000000
2003 10 15 12 00 00	5.6666667
2003 10 15 15 00 00	4.0000000
2003 10 15 18 00 00	4.6666667
2003 10 15 21 00 00	4.6666667
2003 10 16 00 00 00	5.0000000
2003 10 16 03 00 00	5.0000000
2003 10 16 06 00 00	3.3333333
2003 10 16 09 00 00	3.3333333
2003 10 16 12 00 00	4.6666667
2003 10 16 15 00 00	4.0000000
2003 10 16 18 00 00	4.3333333
2003 10 16 21 00 00	3.3333333
2003 10 17 00 00 00	4.3333333
2003 10 17 03 00 00	4.6666667
2003 10 17 06 00 00	5.3333333
2003 10 17 09 00 00	5.6666667
2003 10 17 12 00 00	4.3333333
2003 10 17 15 00 00	3.6666667
2003 10 17 18 00 00	2.3333333
2003 10 17 21 00 00	2.6666667
2003 10 18 00 00 00	3.6666667
2003 10 18 03 00 00	4.0000000
2003 10 18 06 00 00	4.6666667
2003 10 18 09 00 00	4.3333333
2003 10 18 12 00 00	3.3333333
2003 10 18 15 00 00	4.0000000
2003 10 18 18 00 00	3.3333333
2003 10 18 21 00 00	3.0000000
2003 10 19 00 00 00	4.0000000
2003 10 19 03 00 00	3.6666667
2003 10 19 06 00 00	4.3333333
2003 10 19 09 00 00	4.3333333
2003 10 19 12 00 00	3.3333333
2003 10 19 15 00 00	4.6666667
2003 10 19 18 00 00	4.6666667
2003 10 19 21 00 00	5.3333333
2003 10 20 00 00 00	5.3333333
2003 10 20 03 00 00	3.6666667
2003 10 20 06 00 00	3.0000000
2003 10 20 09 00 00	5.0000000
2003 10 20 12 00 00	4.3333333
2003 10 20 15 00 00	4.0000000
2003 10 20 18 00 00	4.3333333
2003 10 20 21 00 00	5.0000000
2003 10 21 00 00 00	5.6666667
2003 10 21 03 00 00	4.6666667
2003 10 21 06 00 00	4.0000000
2003 10 21 09 00 00	4.6666667
2003 10 21 12 00 00	4.6666667
2003 10 21 15 00 00	5.3333333
2003 10 21 18 00 00	5.3333333
