Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2001 08 30 19 48 08 827       4.49      -3.75       2.86    -444.32     -17.08      10.76       3.79    120743.47
2001 08 30 19 49 12 896       4.66      -3.01       3.54    -443.70     -15.78      13.12       3.69    109904.00
2001 08 30 19 50 15 265       4.26      -3.54       3.65    -443.33     -13.91      15.42       3.61    100763.35
2001 08 30 19 51 09 777       4.79      -2.40       3.58    -444.18      -9.08      16.65       3.55    103557.77
2001 08 30 19 52 30 139       4.52      -2.64       3.59    -441.07     -10.95      12.34       3.63    112721.06
2001 08 30 19 53 20 696       4.61      -3.29       3.00    -442.50     -14.08      11.22       3.84    105181.64
2001 08 30 19 54 33 654       4.45      -3.80       2.66    -440.54     -15.42      10.79       3.82    116867.29
2001 08 30 19 54 55 186       3.13      -1.24       5.40    -446.43      -1.23      21.92       3.73     92287.69
2001 08 30 19 55 59 592       3.56      -2.67       4.56    -445.75      -5.02      25.31       3.48     85447.87
2001 08 30 19 57 39 346       4.64      -4.27       0.37    -439.68     -23.97       3.03       3.64    113984.33
2001 08 30 19 59 04  34       4.92      -3.74       1.34    -435.99     -30.29      -6.28       3.64    123746.61
2001 08 30 20 00 11 630       4.97      -3.79       1.15    -434.87     -28.89      -2.90       3.67    123880.30
2001 08 30 20 00 51  32       3.84      -4.25       2.83    -437.93     -31.09       4.73       4.06    108586.80
2001 08 30 20 01 29 289       4.02      -3.81       3.26    -441.20     -30.91      11.36       4.03     97286.36
2001 08 30 20 02 31 816       4.20      -4.06       2.70    -440.81     -27.75      11.93       3.56    106195.05
2001 08 30 20 03 33 429       4.09      -3.73       2.60    -440.57     -25.26      12.57       3.48    112628.92
2001 08 30 20 04 43 622       4.81      -3.51       2.14    -439.04     -19.78      13.80       3.41    125594.65
2001 08 30 20 05 51 276       3.02      -5.17      -2.24    -447.04     -32.57     -34.65       3.27    143668.39
2001 08 30 20 06 30 970       2.60      -5.51      -2.02    -450.22     -40.76     -21.67       3.20    102397.86
2001 08 30 20 07 31 337       3.49      -5.21      -0.67    -450.17     -39.75     -14.93       2.87    111574.54
2001 08 30 20 09 29 915       4.60      -4.22      -0.36    -441.10     -38.05      -7.95       3.22    118872.25
2001 08 30 20 11 17 485       4.19      -4.64       1.17    -434.01     -33.57       1.43       3.88    139683.59
2001 08 30 20 11 38 596       4.40      -4.36       1.49    -439.79     -27.29       5.63       3.11    156292.99
2001 08 30 20 12 47 656       3.25      -4.83       2.38    -438.43     -30.82       4.65       3.27    142913.23
2001 08 30 20 13 44  28       3.78      -4.54       2.01    -438.97     -33.76       8.23       3.36    131449.00
2001 08 30 20 15 35 178       4.89      -3.55       1.29    -431.43     -26.23       6.10       3.27    154885.56
2001 08 30 20 16 38   8       4.79      -4.07      -0.41    -431.02     -25.91       2.47       3.24    147044.43
2001 08 30 20 16 59 799       4.36      -3.93       2.56    -436.62     -26.20       9.96       3.00    125189.35
2001 08 30 20 17 52 271       4.52      -4.11       2.19    -437.74     -20.03      24.31       2.93    110903.20
2001 08 30 20 18 55 530       4.29      -3.63       3.16    -437.25     -17.10      30.66       3.15     95709.51
2001 08 30 20 19 53 444       4.37      -4.29       2.13    -437.56     -21.49      24.28       3.11     98816.27
2001 08 30 20 20 49 661       3.66      -4.03       3.68    -438.13     -27.98      15.70       3.03    105571.68
2001 08 30 20 20 59 786       3.66      -3.55       4.09    -445.72     -26.22      19.37       2.80     88967.28
2001 08 30 20 22 07 612       4.00      -3.27       4.14    -444.51     -20.77      25.46       2.74     84004.21
2001 08 30 20 23 14 762       3.42      -3.18       4.57    -443.41     -15.80      30.77       2.67     80040.32
2001 08 30 20 24 16 604       3.78      -3.04       4.52    -443.13     -15.42      29.55       2.56     84111.00
2001 08 30 20 25 29 810       3.93      -3.68       3.86    -441.12     -19.62      30.90       2.89     80309.16
2001 08 30 20 26 34 501       3.79      -4.29       3.49    -440.41     -20.54      30.39       3.02     73823.26
2001 08 30 20 27 57 371       4.17      -3.88       3.38    -436.98     -24.32      25.80       3.09     82647.55
2001 08 30 20 29 01 902       4.29      -4.35       2.60    -436.31     -24.91      22.54       2.98     90419.87
2001 08 30 20 30 03 366       4.35      -4.33       2.45    -436.09     -25.09      20.82       3.01     92899.32
2001 08 30 20 30 47 509       3.99      -4.72       2.27    -438.45     -29.57      16.54       3.05     85250.23
2001 08 30 20 31 51 266       4.12      -4.55       2.21    -437.89     -31.39      15.47       3.03     86429.06
2001 08 30 20 32 54 148       4.11      -4.74       1.68    -437.46     -32.33      14.15       3.03     93685.75
2001 08 30 20 33 51 360       4.20      -4.81       1.29    -437.88     -33.54      11.56       3.08     89858.69
2001 08 30 20 35 04  14       4.46      -4.45       1.61    -435.99     -33.36      11.96       3.11     84701.91
2001 08 30 20 36 13 919       3.77      -3.81       2.70    -434.53     -26.28      19.90       2.83     89462.04
2001 08 30 20 37 13  42       3.98      -1.84       5.04    -434.66      -6.16      37.20       2.41     79065.57
2001 08 30 20 38 15 123       4.00      -1.90       5.03    -434.36       3.58      45.50       2.80     53606.05
2001 08 30 20 39 18 365       4.23      -2.53       4.60    -433.88      -1.50      45.29       2.70     63037.46
