Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
 2001  8 30 19 48 33 947       4.49      -3.67       2.97    -444.32     -16.75      11.27       3.79    120743.47
 2001  8 30 19 49 38  52       4.66      -2.90       3.62    -443.70     -15.38      13.59       3.69    109904.00
 2001  8 30 19 50 40 441       4.26      -3.43       3.75    -443.33     -13.44      15.82       3.61    100763.35
 2001  8 30 19 51 34 905       4.79      -2.29       3.65    -444.18      -8.59      16.91       3.55    103557.77
 2001  8 30 19 52 55 445       4.52      -2.54       3.67    -441.07     -10.58      12.66       3.63    112721.06
 2001  8 30 19 53 45 919       4.61      -3.20       3.10    -442.50     -13.75      11.63       3.84    105181.64
 2001  8 30 19 54 58 990       4.45      -3.72       2.77    -440.54     -15.09      11.24       3.82    116867.29
 2001  8 30 19 55 20 188       3.13      -1.09       5.43    -446.43      -0.60      21.94       3.73     92287.69
 2001  8 30 19 56 24 632       3.56      -2.54       4.63    -445.75      -4.29      25.44       3.48     85447.87
 2001  8 30 19 58  4 732       4.64      -4.26       0.49    -439.68     -23.87       3.73       3.64    113984.33
 2001  8 30 19 59 29 634       4.92      -3.70       1.45    -435.99     -30.46      -5.40       3.64    123746.61
 2001  8 30 20  0 37 296       4.97      -3.76       1.26    -434.87     -28.96      -2.06       3.67    123880.30
 2001  8 30 20  1 16 519       3.84      -4.17       2.95    -437.93     -30.95       5.62       4.06    108586.80
 2001  8 30 20  1 54 587       4.02      -3.71       3.37    -441.20     -30.58      12.23       4.03     97286.36
 2001  8 30 20  2 57 136       4.20      -3.99       2.81    -440.81     -27.40      12.71       3.56    106195.05
 2001  8 30 20  3 58 763       4.09      -3.65       2.70    -440.57     -24.90      13.28       3.48    112628.92
 2001  8 30 20  5  9  45       4.81      -3.45       2.24    -439.04     -19.38      14.35       3.41    125594.65
 2001  8 30 20  6 16 243       3.02      -5.23      -2.10    -447.04     -33.51     -33.74       3.27    143668.39
 2001  8 30 20  6 55 761       2.60      -5.56      -1.87    -450.22     -41.34     -20.56       3.20    102397.86
 2001  8 30 20  7 56 132       3.49      -5.23      -0.53    -450.17     -40.13     -13.85       2.87    111574.54
 2001  8 30 20  9 55 219       4.60      -4.23      -0.25    -441.10     -38.25      -6.91       3.22    118872.25
 2001  8 30 20 11 43 203       4.19      -4.61       1.30    -434.01     -33.51       2.35       3.88    139683.59
 2001  8 30 20 12  3 975       4.40      -4.32       1.60    -439.79     -27.13       6.37       3.11    156292.99
 2001  8 30 20 13 13 114       3.25      -4.77       2.51    -438.43     -30.68       5.48       3.27    142913.23
 2001  8 30 20 14  9 454       3.78      -4.48       2.14    -438.97     -33.52       9.14       3.36    131449.00
 2001  8 30 20 16  1  50       4.89      -3.51       1.39    -431.43     -26.05       6.81       3.27    154885.56
 2001  8 30 20 17  3 904       4.79      -4.08      -0.30    -431.02     -25.83       3.17       3.24    147044.43
 2001  8 30 20 17 25 363       4.36      -3.86       2.66    -436.62     -25.93      10.65       3.00    125189.35
 2001  8 30 20 18 17 769       4.52      -4.05       2.30    -437.74     -19.38      24.83       2.93    110903.20
 2001  8 30 20 19 21  56       4.29      -3.54       3.26    -437.25     -16.28      31.10       3.15     95709.51
 2001  8 30 20 20 18 952       4.37      -4.23       2.24    -437.56     -20.84      24.84       3.11     98816.27
 2001  8 30 20 21 15 136       3.66      -3.93       3.78    -438.13     -27.57      16.43       3.03    105571.68
 2001  8 30 20 21 24 827       3.66      -3.45       4.18    -445.72     -25.72      20.03       2.80     88967.28
 2001  8 30 20 22 32 721       4.00      -3.16       4.22    -444.51     -20.11      25.98       2.74     84004.21
 2001  8 30 20 23 39 934       3.42      -3.06       4.65    -443.41     -15.02      31.16       2.67     80040.32
 2001  8 30 20 24 41 792       3.78      -2.92       4.60    -443.13     -14.67      29.93       2.56     84111.00
 2001  8 30 20 25 55 112       3.93      -3.58       3.96    -441.12     -18.84      31.39       2.89     80309.16
 2001  8 30 20 26 59 844       3.79      -4.20       3.60    -440.41     -19.77      30.89       3.02     73823.26
 2001  8 30 20 28 22 913       4.17      -3.79       3.48    -436.98     -23.67      26.40       3.09     82647.55
 2001  8 30 20 29 27 483       4.29      -4.28       2.71    -436.31     -24.34      23.16       2.98     90419.87
 2001  8 30 20 30 28 960       4.35      -4.27       2.56    -436.09     -24.56      21.44       3.01     92899.32
 2001  8 30 20 31 12 966       3.99      -4.66       2.39    -438.45     -29.16      17.26       3.05     85250.23
 2001  8 30 20 32 16 756       4.12      -4.50       2.32    -437.89     -31.00      16.24       3.03     86429.06
 2001  8 30 20 33 19 662       4.11      -4.69       1.79    -437.46     -31.98      14.94       3.03     93685.75
 2001  8 30 20 34 16 850       4.20      -4.78       1.41    -437.88     -33.25      12.37       3.08     89858.69
 2001  8 30 20 35 29 614       4.46      -4.41       1.71    -435.99     -33.06      12.76       3.11     84701.91
 2001  8 30 20 36 39 605       3.77      -3.75       2.79    -434.53     -25.79      20.52       2.83     89462.04
 2001  8 30 20 37 38 721       3.98      -1.72       5.08    -434.66      -5.26      37.34       2.41     79065.57
 2001  8 30 20 38 40 819       4.00      -1.78       5.08    -434.36       4.67      45.41       2.80     53606.05
 2001  8 30 20 39 44  90       4.23      -2.42       4.66    -433.88      -0.43      45.31       2.70     63037.46
 2001  8 30 20 40 27 279       4.03      -2.75       4.66    -436.34      -9.24      41.82       2.67     55140.10
 2001  8 30 20 41 34 259       3.91      -2.81       4.63    -435.31      -8.53      43.70       2.65     61947.38
 2001  8 30 20 42 26 674       4.01      -2.93       4.51    -436.43     -12.32      42.58       2.69     55217.77
 2001  8 30 20 43 35 770       4.11      -3.16       4.35    -435.09     -16.58      38.61       2.70     58150.66
 2001  8 30 20 44 31 447       4.08      -3.32       4.22    -435.73     -16.51      39.53       2.68     54445.55
 2001  8 30 20 45 23 992       4.02      -3.47       4.23    -436.82     -17.48      39.97       2.56     55744.33
 2001  8 30 20 46 37 549       4.10      -3.41       4.06    -434.83     -19.75      38.72       2.68     51016.17
 2001  8 30 20 47 44 757       3.99      -3.46       4.20    -433.78     -20.10      39.79       2.68     51240.26
 2001  8 30 20 48 33 399       3.87      -3.33       4.32    -435.44     -18.83      40.86       2.56     49603.29
 2001  8 30 20 49 20 806       3.73      -3.29       4.53    -437.29     -18.41      41.67       2.47     47109.50
 2001  8 30 20 50  4 504       3.41      -3.57       4.58    -439.71     -20.63      41.25       2.27     46869.71
 2001  8 30 20 51  7 306       3.92      -3.29       4.36    -439.29     -21.88      40.27       2.21     47656.85
 2001  8 30 20 52 45 452       4.05      -3.13       4.32    -433.68     -19.26      41.31       2.52     48073.48
 2001  8 30 20 54  0 688       3.97      -3.13       4.37    -431.48     -18.28      41.40       2.60     44956.92
 2001  8 30 20 55  0  41       3.99      -3.08       4.42    -431.57     -19.08      40.65       2.60     45806.55
 2001  8 30 20 55 43  10       4.13      -3.44       3.88    -434.04     -17.41      41.30       2.75     46892.86
 2001  8 30 20 56 46 409       3.88      -3.19       4.39    -433.54     -17.94      40.17       2.73     48022.03
 2001  8 30 20 57 49   8       3.75      -3.09       4.55    -433.17     -18.06      39.42       2.71     49602.92
 2001  8 30 20 58 40 366       3.90      -2.81       4.55    -434.42     -13.14      43.78       2.63     56516.52
 2001  8 30 20 59 13  26       2.95      -2.44       5.30    -438.44     -12.78      48.50       2.72     49850.21
 2001  8 30 21  0  1 881       2.82      -2.71       5.20    -440.10     -14.96      48.84       2.54     46297.35
 2001  8 30 21  0 58 563       2.86      -3.04       5.04    -440.60     -15.70      50.07       2.84     46275.93
 2001  8 30 21  1 57 903       3.15      -2.97       4.87    -440.70     -15.76      47.76       2.82     51104.26
 2001  8 30 21  2 48 175       3.26      -3.35       4.74    -442.16     -19.18      45.35       2.67     50874.35
 2001  8 30 21  3 50 190       3.27      -3.82       4.31    -441.86     -20.96      43.37       2.42     53658.22
 2001  8 30 21  5  3 299       3.21      -3.07       4.89    -439.89     -20.38      42.80       2.46     54533.15
 2001  8 30 21  6 13  33       3.35      -3.56       4.38    -438.44     -21.79      42.49       2.67     51376.65
 2001  8 30 21  7  9 192       2.87      -2.70       5.32    -439.01     -20.14      44.86       2.66     46969.05
 2001  8 30 21  7 55 126       2.90      -2.99       5.15    -441.12     -14.86      49.72       2.59     40982.43
 2001  8 30 21  8 57  50       3.30      -3.47       4.47    -440.83     -18.96      46.88       2.53     41800.15
 2001  8 30 21 10 17 499       3.38      -3.11       4.62    -437.78     -20.38      43.50       2.65     46881.64
 2001  8 30 21 11 22 330       3.47      -2.59       4.84    -437.07     -11.30      45.48       2.44     48507.70
 2001  8 30 21 12 12 319       3.58      -3.08       4.44    -438.55     -14.96      46.14       2.85     40226.71
 2001  8 30 21 12 24 208       2.98      -2.80       4.92    -445.81     -12.80      53.23       3.12     42292.92
 2001  8 30 21 13 53 124       3.22      -3.13       4.63    -441.42     -16.48      46.89       3.22     48795.84
 2001  8 30 21 14 51 278       2.93      -3.15       4.79    -441.70     -17.33      46.44       3.13     52880.67
 2001  8 30 21 16 23 286       3.59      -3.39       4.09    -436.93     -17.43      43.58       3.19     57496.72
 2001  8 30 21 17 17 262       3.58      -3.60       3.91    -437.81     -21.15      40.39       2.91     59443.05
