Downloaded from SuperMag. SMR is renamed to dst_sm. Added msc column so making SmrHourly can work.
year	month	day	hour	min	sec msc	dst_sm
2024	05	10	19	48	0  0	-74.0
2024	05	10	19	49	0  0	-74.7
2024	05	10	19	50	0  0	-87.2
2024	05	10	19	51	0  0	-81.5
2024	05	10	19	52	0  0	-83.9
2024	05	10	19	53	0  0	-95.2
2024	05	10	19	54	0  0	-94.1
2024	05	10	19	55	0  0	-91.2
2024	05	10	19	56	0  0	-92.0
2024	05	10	19	57	0  0	-88.9
2024	05	10	19	58	0  0	-91.5
2024	05	10	19	59	0  0	-112.6
2024	05	10	20	00	0  0	-129.3
2024	05	10	20	01	0  0	-140.3
2024	05	10	20	02	0  0	-144.9
2024	05	10	20	03	0  0	-154.4
2024	05	10	20	04	0  0	-163.0
2024	05	10	20	05	0  0	-158.5
2024	05	10	20	06	0  0	-154.6
2024	05	10	20	07	0  0	-153.4
2024	05	10	20	08	0  0	-152.8
2024	05	10	20	09	0  0	-148.7
2024	05	10	20	10	0  0	-146.1
2024	05	10	20	11	0  0	-148.8
2024	05	10	20	12	0  0	-150.4
2024	05	10	20	13	0  0	-139.9
2024	05	10	20	14	0  0	-138.2
2024	05	10	20	15	0  0	-135.8
2024	05	10	20	16	0  0	-132.1
2024	05	10	20	17	0  0	-136.8
2024	05	10	20	18	0  0	-139.3
2024	05	10	20	19	0  0	-143.4
2024	05	10	20	20	0  0	-145.9
2024	05	10	20	21	0  0	-149.8
2024	05	10	20	22	0  0	-152.1
2024	05	10	20	23	0  0	-151.0
2024	05	10	20	24	0  0	-148.2
2024	05	10	20	25	0  0	-151.1
2024	05	10	20	26	0  0	-150.5
2024	05	10	20	27	0  0	-154.2
2024	05	10	20	28	0  0	-150.8
2024	05	10	20	29	0  0	-167.6
2024	05	10	20	30	0  0	-175.4
2024	05	10	20	31	0  0	-158.9
2024	05	10	20	32	0  0	-156.6
2024	05	10	20	33	0  0	-158.3
2024	05	10	20	34	0  0	-165.1
2024	05	10	20	35	0  0	-172.6
2024	05	10	20	36	0  0	-176.6
2024	05	10	20	37	0  0	-185.5
2024	05	10	20	38	0  0	-196.4
2024	05	10	20	39	0  0	-194.0
2024	05	10	20	40	0  0	-192.9
2024	05	10	20	41	0  0	-194.1
2024	05	10	20	42	0  0	-193.5
2024	05	10	20	43	0  0	-191.9
2024	05	10	20	44	0  0	-190.3
2024	05	10	20	45	0  0	-191.3
2024	05	10	20	46	0  0	-195.6
2024	05	10	20	47	0  0	-188.7
2024	05	10	20	48	0  0	-179.0
2024	05	10	20	49	0  0	-186.5
2024	05	10	20	50	0  0	-187.8
2024	05	10	20	51	0  0	-189.7
2024	05	10	20	52	0  0	-194.2
2024	05	10	20	53	0  0	-195.6
2024	05	10	20	54	0  0	-197.0
2024	05	10	20	55	0  0	-196.3
2024	05	10	20	56	0  0	-201.0
2024	05	10	20	57	0  0	-208.7
2024	05	10	20	58	0  0	-219.1
2024	05	10	20	59	0  0	-229.2
2024	05	10	21	00	0  0	-237.9
2024	05	10	21	01	0  0	-233.0
2024	05	10	21	02	0  0	-229.6
2024	05	10	21	03	0  0	-224.0
2024	05	10	21	04	0  0	-226.6
2024	05	10	21	05	0  0	-234.5
2024	05	10	21	06	0  0	-242.2
2024	05	10	21	07	0  0	-240.3
2024	05	10	21	08	0  0	-244.7
2024	05	10	21	09	0  0	-246.6
2024	05	10	21	10	0  0	-249.8
2024	05	10	21	11	0  0	-255.1
2024	05	10	21	12	0  0	-267.6
2024	05	10	21	13	0  0	-272.0
2024	05	10	21	14	0  0	-275.1
2024	05	10	21	15	0  0	-277.4
2024	05	10	21	16	0  0	-279.6
2024	05	10	21	17	0  0	-281.3
2024	05	10	21	18	0  0	-285.1
2024	05	10	21	19	0  0	-288.4
2024	05	10	21	20	0  0	-284.0
2024	05	10	21	21	0  0	-274.9
2024	05	10	21	22	0  0	-269.8
2024	05	10	21	23	0  0	-267.7
2024	05	10	21	24	0  0	-270.0
2024	05	10	21	25	0  0	-267.9
2024	05	10	21	26	0  0	-266.3
2024	05	10	21	27	0  0	-265.9
2024	05	10	21	28	0  0	-266.1
2024	05	10	21	29	0  0	-270.3
2024	05	10	21	30	0  0	-271.7
2024	05	10	21	31	0  0	-274.4
2024	05	10	21	32	0  0	-277.1
2024	05	10	21	33	0  0	-279.8
2024	05	10	21	34	0  0	-283.0
2024	05	10	21	35	0  0	-287.3
2024	05	10	21	36	0  0	-286.5
2024	05	10	21	37	0  0	-283.5
2024	05	10	21	38	0  0	-281.8
2024	05	10	21	39	0  0	-285.2
2024	05	10	21	40	0  0	-289.8
2024	05	10	21	41	0  0	-289.3
2024	05	10	21	42	0  0	-302.4
2024	05	10	21	43	0  0	-318.3
2024	05	10	21	44	0  0	-319.3
2024	05	10	21	45	0  0	-323.8
2024	05	10	21	46	0  0	-328.5
2024	05	10	21	47	0  0	-330.2
2024	05	10	21	48	0  0	-328.8
2024	05	10	21	49	0  0	-330.1
2024	05	10	21	50	0  0	-328.2
2024	05	10	21	51	0  0	-325.5
2024	05	10	21	52	0  0	-325.2
2024	05	10	21	53	0  0	-325.8
2024	05	10	21	54	0  0	-327.4
2024	05	10	21	55	0  0	-327.2
2024	05	10	21	56	0  0	-327.5
2024	05	10	21	57	0  0	-328.6
2024	05	10	21	58	0  0	-330.1
2024	05	10	21	59	0  0	-334.6
2024	05	10	22	00	0  0	-338.2
2024	05	10	22	01	0  0	-338.7
2024	05	10	22	02	0  0	-333.8
2024	05	10	22	03	0  0	-327.7
2024	05	10	22	04	0  0	-306.9
2024	05	10	22	05	0  0	-304.7
2024	05	10	22	06	0  0	-306.2
2024	05	10	22	07	0  0	-309.8
2024	05	10	22	08	0  0	-303.6
2024	05	10	22	09	0  0	-339.5
2024	05	10	22	10	0  0	-347.1
2024	05	10	22	11	0  0	-349.4
2024	05	10	22	12	0  0	-355.0
2024	05	10	22	13	0  0	-359.7
2024	05	10	22	14	0  0	-359.6
2024	05	10	22	15	0  0	-368.8
2024	05	10	22	16	0  0	-371.7
2024	05	10	22	17	0  0	-376.6
2024	05	10	22	18	0  0	-374.9
2024	05	10	22	19	0  0	-381.6
2024	05	10	22	20	0  0	-385.3
2024	05	10	22	21	0  0	-384.2
2024	05	10	22	22	0  0	-386.8
2024	05	10	22	23	0  0	-391.2
2024	05	10	22	24	0  0	-392.8
2024	05	10	22	25	0  0	-390.0
2024	05	10	22	26	0  0	-387.5
2024	05	10	22	27	0  0	-391.7
2024	05	10	22	28	0  0	-385.9
2024	05	10	22	29	0  0	-381.0
2024	05	10	22	30	0  0	-380.7
2024	05	10	22	31	0  0	-383.3
2024	05	10	22	32	0  0	-389.1
2024	05	10	22	33	0  0	-394.8
2024	05	10	22	34	0  0	-383.3
2024	05	10	22	35	0  0	-372.5
2024	05	10	22	36	0  0	-426.6
2024	05	10	22	37	0  0	-406.6
2024	05	10	22	38	0  0	-358.5
2024	05	10	22	39	0  0	-364.8
2024	05	10	22	40	0  0	-381.8
2024	05	10	22	41	0  0	-380.2
2024	05	10	22	42	0  0	-374.0
2024	05	10	22	43	0  0	-368.6
2024	05	10	22	44	0  0	-355.7
2024	05	10	22	45	0  0	-348.6
2024	05	10	22	46	0  0	-342.9
2024	05	10	22	47	0  0	-338.3
2024	05	10	22	48	0  0	-352.1
2024	05	10	22	49	0  0	-340.7
2024	05	10	22	50	0  0	-325.0
2024	05	10	22	51	0  0	-323.2
2024	05	10	22	52	0  0	-323.4
2024	05	10	22	53	0  0	-336.0
2024	05	10	22	54	0  0	-332.4
2024	05	10	22	55	0  0	-320.3
2024	05	10	22	56	0  0	-320.0
2024	05	10	22	57	0  0	-320.8
2024	05	10	22	58	0  0	-312.9
2024	05	10	22	59	0  0	-314.3
2024	05	10	23	00	0  0	-312.2
2024	05	10	23	01	0  0	-311.1
2024	05	10	23	02	0  0	-307.1
2024	05	10	23	03	0  0	-306.9
2024	05	10	23	04	0  0	-302.6
2024	05	10	23	05	0  0	-294.9
2024	05	10	23	06	0  0	-284.6
2024	05	10	23	07	0  0	-281.4
2024	05	10	23	08	0  0	-275.8
2024	05	10	23	09	0  0	-275.9
2024	05	10	23	10	0  0	-288.7
2024	05	10	23	11	0  0	-316.9
2024	05	10	23	12	0  0	-312.4
2024	05	10	23	13	0  0	-298.7
2024	05	10	23	14	0  0	-291.7
2024	05	10	23	15	0  0	-290.7
2024	05	10	23	16	0  0	-288.1
2024	05	10	23	17	0  0	-295.4
2024	05	10	23	18	0  0	-296.2
2024	05	10	23	19	0  0	-291.0
2024	05	10	23	20	0  0	-287.5
2024	05	10	23	21	0  0	-286.3
2024	05	10	23	22	0  0	-284.4
2024	05	10	23	23	0  0	-282.8
2024	05	10	23	24	0  0	-281.7
2024	05	10	23	25	0  0	-276.9
2024	05	10	23	26	0  0	-265.1
2024	05	10	23	27	0  0	-259.8
2024	05	10	23	28	0  0	-264.9
2024	05	10	23	29	0  0	-259.0
2024	05	10	23	30	0  0	-262.2
2024	05	10	23	31	0  0	-274.8
2024	05	10	23	32	0  0	-275.5
2024	05	10	23	33	0  0	-271.8
2024	05	10	23	34	0  0	-272.2
2024	05	10	23	35	0  0	-271.9
2024	05	10	23	36	0  0	-270.9
2024	05	10	23	37	0  0	-271.4
2024	05	10	23	38	0  0	-265.7
2024	05	10	23	39	0  0	-254.7
2024	05	10	23	40	0  0	-249.1
2024	05	10	23	41	0  0	-249.0
2024	05	10	23	42	0  0	-268.6
2024	05	10	23	43	0  0	-286.9
2024	05	10	23	44	0  0	-284.4
2024	05	10	23	45	0  0	-279.3
2024	05	10	23	46	0  0	-300.3
2024	05	10	23	47	0  0	-298.4
2024	05	10	23	48	0  0	-293.8
2024	05	10	23	49	0  0	-292.3
2024	05	10	23	50	0  0	-296.2
2024	05	10	23	51	0  0	-299.3
2024	05	10	23	52	0  0	-296.6
2024	05	10	23	53	0  0	-290.8
2024	05	10	23	54	0  0	-287.6
2024	05	10	23	55	0  0	-292.3
2024	05	10	23	56	0  0	-294.6
2024	05	10	23	57	0  0	-299.3
2024	05	10	23	58	0  0	-300.2
2024	05	10	23	59	0  0	-299.2
2024	05	11	00	00	0  0	-288.2
2024	05	11	00	01	0  0	-287.1
2024	05	11	00	02	0  0	-289.6
2024	05	11	00	03	0  0	-288.4
2024	05	11	00	04	0  0	-287.7
2024	05	11	00	05	0  0	-286.7
2024	05	11	00	06	0  0	-287.7
2024	05	11	00	07	0  0	-289.6
2024	05	11	00	08	0  0	-287.7
2024	05	11	00	09	0  0	-285.1
2024	05	11	00	10	0  0	-285.5
2024	05	11	00	11	0  0	-286.5
2024	05	11	00	12	0  0	-285.9
2024	05	11	00	13	0  0	-287.6
2024	05	11	00	14	0  0	-287.1
2024	05	11	00	15	0  0	-285.3
2024	05	11	00	16	0  0	-282.1
2024	05	11	00	17	0  0	-281.4
2024	05	11	00	18	0  0	-277.3
2024	05	11	00	19	0  0	-281.8
2024	05	11	00	20	0  0	-282.6
2024	05	11	00	21	0  0	-285.1
2024	05	11	00	22	0  0	-276.6
2024	05	11	00	23	0  0	-266.8
2024	05	11	00	24	0  0	-263.1
2024	05	11	00	25	0  0	-274.7
2024	05	11	00	26	0  0	-275.9
2024	05	11	00	27	0  0	-267.1
2024	05	11	00	28	0  0	-264.1
2024	05	11	00	29	0  0	-258.1
2024	05	11	00	30	0  0	-256.3
2024	05	11	00	31	0  0	-260.6
2024	05	11	00	32	0  0	-255.4
2024	05	11	00	33	0  0	-266.7
2024	05	11	00	34	0  0	-261.2
2024	05	11	00	35	0  0	-264.3
2024	05	11	00	36	0  0	-261.9
2024	05	11	00	37	0  0	-267.1
2024	05	11	00	38	0  0	-274.8
2024	05	11	00	39	0  0	-270.7
2024	05	11	00	40	0  0	-268.3
2024	05	11	00	41	0  0	-274.8
2024	05	11	00	42	0  0	-278.8
2024	05	11	00	43	0  0	-278.8
2024	05	11	00	44	0  0	-280.4
2024	05	11	00	45	0  0	-286.8
2024	05	11	00	46	0  0	-287.9
2024	05	11	00	47	0  0	-291.7
2024	05	11	00	48	0  0	-296.9
2024	05	11	00	49	0  0	-307.9
2024	05	11	00	50	0  0	-313.0
2024	05	11	00	51	0  0	-305.9
2024	05	11	00	52	0  0	-322.4
2024	05	11	00	53	0  0	-328.0
2024	05	11	00	54	0  0	-326.0
2024	05	11	00	55	0  0	-325.4
2024	05	11	00	56	0  0	-330.8
2024	05	11	00	57	0  0	-337.3
2024	05	11	00	58	0  0	-339.0
2024	05	11	00	59	0  0	-342.9
2024	05	11	01	00	0  0	-345.4
2024	05	11	01	01	0  0	-344.6
2024	05	11	01	02	0  0	-347.0
2024	05	11	01	03	0  0	-348.2
2024	05	11	01	04	0  0	-348.8
2024	05	11	01	05	0  0	-352.5
2024	05	11	01	06	0  0	-350.8
2024	05	11	01	07	0  0	-342.8
2024	05	11	01	08	0  0	-348.4
2024	05	11	01	09	0  0	-352.9
2024	05	11	01	10	0  0	-355.4
2024	05	11	01	11	0  0	-356.3
2024	05	11	01	12	0  0	-352.7
2024	05	11	01	13	0  0	-349.8
2024	05	11	01	14	0  0	-346.2
2024	05	11	01	15	0  0	-343.2
2024	05	11	01	16	0  0	-342.3
2024	05	11	01	17	0  0	-341.3
2024	05	11	01	18	0  0	-336.2
2024	05	11	01	19	0  0	-341.3
2024	05	11	01	20	0  0	-342.9
2024	05	11	01	21	0  0	-344.1
2024	05	11	01	22	0  0	-351.2
2024	05	11	01	23	0  0	-349.8
2024	05	11	01	24	0  0	-361.2
2024	05	11	01	25	0  0	-364.9
2024	05	11	01	26	0  0	-362.6
2024	05	11	01	27	0  0	-372.0
2024	05	11	01	28	0  0	-388.6
2024	05	11	01	29	0  0	-386.9
2024	05	11	01	30	0  0	-371.9
2024	05	11	01	31	0  0	-361.1
2024	05	11	01	32	0  0	-379.5
2024	05	11	01	33	0  0	-379.1
2024	05	11	01	34	0  0	-381.3
2024	05	11	01	35	0  0	-386.1
2024	05	11	01	36	0  0	-392.0
2024	05	11	01	37	0  0	-397.0
2024	05	11	01	38	0  0	-395.4
2024	05	11	01	39	0  0	-405.7
2024	05	11	01	40	0  0	-403.2
2024	05	11	01	41	0  0	-400.2
2024	05	11	01	42	0  0	-398.4
2024	05	11	01	43	0  0	-404.2
2024	05	11	01	44	0  0	-402.7
2024	05	11	01	45	0  0	-400.9
2024	05	11	01	46	0  0	-404.7
2024	05	11	01	47	0  0	-402.3
2024	05	11	01	48	0  0	-399.0
2024	05	11	01	49	0  0	-395.0
2024	05	11	01	50	0  0	-400.6
2024	05	11	01	51	0  0	-406.6
2024	05	11	01	52	0  0	-411.5
2024	05	11	01	53	0  0	-411.3
2024	05	11	01	54	0  0	-407.7
2024	05	11	01	55	0  0	-399.0
2024	05	11	01	56	0  0	-401.6
2024	05	11	01	57	0  0	-402.3
2024	05	11	01	58	0  0	-403.7
2024	05	11	01	59	0  0	-402.4
2024	05	11	02	00	0  0	-401.6
2024	05	11	02	01	0  0	-407.3
2024	05	11	02	02	0  0	-407.3
2024	05	11	02	03	0  0	-406.6
2024	05	11	02	04	0  0	-404.0
2024	05	11	02	05	0  0	-410.7
2024	05	11	02	06	0  0	-416.6
2024	05	11	02	07	0  0	-398.1
2024	05	11	02	08	0  0	-386.0
2024	05	11	02	09	0  0	-382.1
2024	05	11	02	10	0  0	-385.2
2024	05	11	02	11	0  0	-387.2
2024	05	11	02	12	0  0	-390.0
2024	05	11	02	13	0  0	-392.8
2024	05	11	02	14	0  0	-396.1
2024	05	11	02	15	0  0	-394.6
2024	05	11	02	16	0  0	-384.7
2024	05	11	02	17	0  0	-374.4
2024	05	11	02	18	0  0	-377.0
2024	05	11	02	19	0  0	-383.2
2024	05	11	02	20	0  0	-386.6
2024	05	11	02	21	0  0	-381.8
2024	05	11	02	22	0  0	-377.0
2024	05	11	02	23	0  0	-382.9
2024	05	11	02	24	0  0	-387.5
2024	05	11	02	25	0  0	-393.8
2024	05	11	02	26	0  0	-387.4
2024	05	11	02	27	0  0	-384.1
2024	05	11	02	28	0  0	-379.8
2024	05	11	02	29	0  0	-379.9
2024	05	11	02	30	0  0	-383.8
2024	05	11	02	31	0  0	-388.9
2024	05	11	02	32	0  0	-390.4
2024	05	11	02	33	0  0	-388.7
2024	05	11	02	34	0  0	-389.4
2024	05	11	02	35	0  0	-402.9
2024	05	11	02	36	0  0	-398.8
2024	05	11	02	37	0  0	-379.8
2024	05	11	02	38	0  0	-362.5
2024	05	11	02	39	0  0	-368.7
2024	05	11	02	40	0  0	-376.8
2024	05	11	02	41	0  0	-376.2
2024	05	11	02	42	0  0	-375.3
2024	05	11	02	43	0  0	-375.5
2024	05	11	02	44	0  0	-372.6
2024	05	11	02	45	0  0	-371.1
2024	05	11	02	46	0  0	-368.0
2024	05	11	02	47	0  0	-369.6
2024	05	11	02	48	0  0	-364.2
2024	05	11	02	49	0  0	-360.4
2024	05	11	02	50	0  0	-367.1
2024	05	11	02	51	0  0	-370.7
2024	05	11	02	52	0  0	-368.8
2024	05	11	02	53	0  0	-367.4
2024	05	11	02	54	0  0	-361.9
2024	05	11	02	55	0  0	-371.3
2024	05	11	02	56	0  0	-373.2
2024	05	11	02	57	0  0	-372.3
2024	05	11	02	58	0  0	-367.8
2024	05	11	02	59	0  0	-366.2
2024	05	11	03	00	0  0	-361.2
2024	05	11	03	01	0  0	-356.8
2024	05	11	03	02	0  0	-352.9
2024	05	11	03	03	0  0	-357.3
2024	05	11	03	04	0  0	-358.1
2024	05	11	03	05	0  0	-353.5
2024	05	11	03	06	0  0	-350.6
2024	05	11	03	07	0  0	-352.5
2024	05	11	03	08	0  0	-355.0
2024	05	11	03	09	0  0	-356.3
2024	05	11	03	10	0  0	-356.1
2024	05	11	03	11	0  0	-353.8
2024	05	11	03	12	0  0	-351.4
2024	05	11	03	13	0  0	-364.7
2024	05	11	03	14	0  0	-375.7
2024	05	11	03	15	0  0	-374.6
2024	05	11	03	16	0  0	-368.7
2024	05	11	03	17	0  0	-364.3
2024	05	11	03	18	0  0	-358.3
2024	05	11	03	19	0  0	-359.3
2024	05	11	03	20	0  0	-363.3
2024	05	11	03	21	0  0	-365.6
2024	05	11	03	22	0  0	-368.6
2024	05	11	03	23	0  0	-370.8
2024	05	11	03	24	0  0	-372.6
2024	05	11	03	25	0  0	-372.6
2024	05	11	03	26	0  0	-369.8
2024	05	11	03	27	0  0	-366.6
2024	05	11	03	28	0  0	-364.9
2024	05	11	03	29	0  0	-364.2
2024	05	11	03	30	0  0	-363.8
2024	05	11	03	31	0  0	-363.1
2024	05	11	03	32	0  0	-362.1
2024	05	11	03	33	0  0	-358.7
2024	05	11	03	34	0  0	-355.4
2024	05	11	03	35	0  0	-352.7
2024	05	11	03	36	0  0	-350.4
2024	05	11	03	37	0  0	-349.4
2024	05	11	03	38	0  0	-348.5
2024	05	11	03	39	0  0	-348.5
2024	05	11	03	40	0  0	-348.2
2024	05	11	03	41	0  0	-346.4
2024	05	11	03	42	0  0	-344.2
2024	05	11	03	43	0  0	-344.9
2024	05	11	03	44	0  0	-344.6
2024	05	11	03	45	0  0	-345.8
2024	05	11	03	46	0  0	-346.9
2024	05	11	03	47	0  0	-347.5
2024	05	11	03	48	0  0	-349.2
2024	05	11	03	49	0  0	-349.8
2024	05	11	03	50	0  0	-349.4
2024	05	11	03	51	0  0	-349.0
2024	05	11	03	52	0  0	-349.5
2024	05	11	03	53	0  0	-349.6
2024	05	11	03	54	0  0	-349.6
2024	05	11	03	55	0  0	-349.4
2024	05	11	03	56	0  0	-349.7
2024	05	11	03	57	0  0	-347.9
2024	05	11	03	58	0  0	-349.3
2024	05	11	03	59	0  0	-349.4
2024	05	11	04	00	0  0	-349.8
2024	05	11	04	01	0  0	-349.1
2024	05	11	04	02	0  0	-348.6
2024	05	11	04	03	0  0	-348.0
2024	05	11	04	04	0  0	-347.9
2024	05	11	04	05	0  0	-348.9
2024	05	11	04	06	0  0	-349.1
2024	05	11	04	07	0  0	-349.2
2024	05	11	04	08	0  0	-348.4
2024	05	11	04	09	0  0	-347.5
2024	05	11	04	10	0  0	-346.4
2024	05	11	04	11	0  0	-343.0
2024	05	11	04	12	0  0	-342.8
2024	05	11	04	13	0  0	-343.9
2024	05	11	04	14	0  0	-345.8
2024	05	11	04	15	0  0	-346.3
2024	05	11	04	16	0  0	-347.4
2024	05	11	04	17	0  0	-349.4
2024	05	11	04	18	0  0	-345.7
2024	05	11	04	19	0  0	-339.9
2024	05	11	04	20	0  0	-334.8
2024	05	11	04	21	0  0	-331.9
2024	05	11	04	22	0  0	-332.6
2024	05	11	04	23	0  0	-340.9
2024	05	11	04	24	0  0	-342.2
2024	05	11	04	25	0  0	-344.1
2024	05	11	04	26	0  0	-349.9
2024	05	11	04	27	0  0	-351.5
2024	05	11	04	28	0  0	-335.9
2024	05	11	04	29	0  0	-323.0
2024	05	11	04	30	0  0	-324.4
2024	05	11	04	31	0  0	-335.4
2024	05	11	04	32	0  0	-348.2
2024	05	11	04	33	0  0	-357.3
2024	05	11	04	34	0  0	-367.8
2024	05	11	04	35	0  0	-371.1
2024	05	11	04	36	0  0	-367.5
2024	05	11	04	37	0  0	-364.9
2024	05	11	04	38	0  0	-358.7
2024	05	11	04	39	0  0	-352.0
2024	05	11	04	40	0  0	-348.9
2024	05	11	04	41	0  0	-338.6
2024	05	11	04	42	0  0	-327.2
2024	05	11	04	43	0  0	-322.4
2024	05	11	04	44	0  0	-329.5
2024	05	11	04	45	0  0	-338.5
2024	05	11	04	46	0  0	-344.1
2024	05	11	04	47	0  0	-344.2
2024	05	11	04	48	0  0	-346.5
2024	05	11	04	49	0  0	-349.2
2024	05	11	04	50	0  0	-352.5
2024	05	11	04	51	0  0	-350.5
2024	05	11	04	52	0  0	-348.0
2024	05	11	04	53	0  0	-346.9
2024	05	11	04	54	0  0	-346.7
2024	05	11	04	55	0  0	-345.3
2024	05	11	04	56	0  0	-345.0
2024	05	11	04	57	0  0	-346.0
2024	05	11	04	58	0  0	-343.9
2024	05	11	04	59	0  0	-342.1
2024	05	11	05	00	0  0	-340.6
2024	05	11	05	01	0  0	-339.6
2024	05	11	05	02	0  0	-337.6
2024	05	11	05	03	0  0	-336.1
2024	05	11	05	04	0  0	-334.9
2024	05	11	05	05	0  0	-332.7
2024	05	11	05	06	0  0	-331.5
2024	05	11	05	07	0  0	-330.8
2024	05	11	05	08	0  0	-330.0
2024	05	11	05	09	0  0	-325.8
2024	05	11	05	10	0  0	-322.4
2024	05	11	05	11	0  0	-320.6
2024	05	11	05	12	0  0	-316.1
2024	05	11	05	13	0  0	-305.7
2024	05	11	05	14	0  0	-295.2
2024	05	11	05	15	0  0	-282.5
2024	05	11	05	16	0  0	-282.6
2024	05	11	05	17	0  0	-295.1
2024	05	11	05	18	0  0	-311.7
2024	05	11	05	19	0  0	-324.3
2024	05	11	05	20	0  0	-319.5
2024	05	11	05	21	0  0	-313.7
2024	05	11	05	22	0  0	-307.1
2024	05	11	05	23	0  0	-304.3
2024	05	11	05	24	0  0	-305.3
2024	05	11	05	25	0  0	-310.8
2024	05	11	05	26	0  0	-311.1
2024	05	11	05	27	0  0	-302.1
2024	05	11	05	28	0  0	-289.2
2024	05	11	05	29	0  0	-291.0
2024	05	11	05	30	0  0	-295.7
2024	05	11	05	31	0  0	-295.2
2024	05	11	05	32	0  0	-293.2
2024	05	11	05	33	0  0	-294.0
2024	05	11	05	34	0  0	-288.3
2024	05	11	05	35	0  0	-282.9
2024	05	11	05	36	0  0	-280.0
2024	05	11	05	37	0  0	-280.7
2024	05	11	05	38	0  0	-285.8
2024	05	11	05	39	0  0	-289.7
2024	05	11	05	40	0  0	-296.4
2024	05	11	05	41	0  0	-294.4
2024	05	11	05	42	0  0	-286.4
2024	05	11	05	43	0  0	-282.4
2024	05	11	05	44	0  0	-283.6
2024	05	11	05	45	0  0	-281.5
2024	05	11	05	46	0  0	-278.7
2024	05	11	05	47	0  0	-272.4
2024	05	11	05	48	0  0	-272.2
2024	05	11	05	49	0  0	-272.4
2024	05	11	05	50	0  0	-267.6
2024	05	11	05	51	0  0	-264.1
2024	05	11	05	52	0  0	-252.3
2024	05	11	05	53	0  0	-249.5
2024	05	11	05	54	0  0	-250.0
2024	05	11	05	55	0  0	-253.2
2024	05	11	05	56	0  0	-251.8
2024	05	11	05	57	0  0	-253.8
2024	05	11	05	58	0  0	-254.7
2024	05	11	05	59	0  0	-256.2
2024	05	11	06	00	0  0	-257.1
2024	05	11	06	01	0  0	-257.3
2024	05	11	06	02	0  0	-258.9
2024	05	11	06	03	0  0	-259.7
2024	05	11	06	04	0  0	-260.1
2024	05	11	06	05	0  0	-260.2
2024	05	11	06	06	0  0	-257.6
2024	05	11	06	07	0  0	-256.4
2024	05	11	06	08	0  0	-253.7
2024	05	11	06	09	0  0	-254.8
2024	05	11	06	10	0  0	-258.1
2024	05	11	06	11	0  0	-263.7
2024	05	11	06	12	0  0	-254.0
2024	05	11	06	13	0  0	-241.6
2024	05	11	06	14	0  0	-235.3
2024	05	11	06	15	0  0	-242.1
2024	05	11	06	16	0  0	-245.5
2024	05	11	06	17	0  0	-244.2
2024	05	11	06	18	0  0	-241.3
2024	05	11	06	19	0  0	-243.0
2024	05	11	06	20	0  0	-249.4
2024	05	11	06	21	0  0	-249.8
2024	05	11	06	22	0  0	-251.9
2024	05	11	06	23	0  0	-255.4
2024	05	11	06	24	0  0	-255.7
2024	05	11	06	25	0  0	-255.7
2024	05	11	06	26	0  0	-260.5
2024	05	11	06	27	0  0	-262.1
2024	05	11	06	28	0  0	-267.6
2024	05	11	06	29	0  0	-274.7
2024	05	11	06	30	0  0	-277.4
2024	05	11	06	31	0  0	-280.6
2024	05	11	06	32	0  0	-281.4
2024	05	11	06	33	0  0	-283.4
2024	05	11	06	34	0  0	-283.6
2024	05	11	06	35	0  0	-285.2
2024	05	11	06	36	0  0	-286.1
2024	05	11	06	37	0  0	-284.8
2024	05	11	06	38	0  0	-279.8
2024	05	11	06	39	0  0	-278.9
2024	05	11	06	40	0  0	-282.2
2024	05	11	06	41	0  0	-282.7
2024	05	11	06	42	0  0	-281.1
2024	05	11	06	43	0  0	-270.5
2024	05	11	06	44	0  0	-266.8
2024	05	11	06	45	0  0	-268.7
2024	05	11	06	46	0  0	-270.3
2024	05	11	06	47	0  0	-270.0
2024	05	11	06	48	0  0	-271.3
2024	05	11	06	49	0  0	-267.8
2024	05	11	06	50	0  0	-271.6
2024	05	11	06	51	0  0	-287.6
2024	05	11	06	52	0  0	-290.7
2024	05	11	06	53	0  0	-284.8
2024	05	11	06	54	0  0	-290.7
2024	05	11	06	55	0  0	-298.4
2024	05	11	06	56	0  0	-300.2
2024	05	11	06	57	0  0	-302.9
2024	05	11	06	58	0  0	-306.5
2024	05	11	06	59	0  0	-313.9
2024	05	11	07	00	0  0	-317.1
2024	05	11	07	01	0  0	-318.9
2024	05	11	07	02	0  0	-323.0
2024	05	11	07	03	0  0	-322.0
2024	05	11	07	04	0  0	-326.8
2024	05	11	07	05	0  0	-325.6
2024	05	11	07	06	0  0	-331.4
2024	05	11	07	07	0  0	-327.8
2024	05	11	07	08	0  0	-329.1
2024	05	11	07	09	0  0	-327.7
2024	05	11	07	10	0  0	-330.5
2024	05	11	07	11	0  0	-334.2
2024	05	11	07	12	0  0	-333.2
2024	05	11	07	13	0  0	-330.9
2024	05	11	07	14	0  0	-326.6
2024	05	11	07	15	0  0	-329.3
2024	05	11	07	16	0  0	-337.4
2024	05	11	07	17	0  0	-348.4
2024	05	11	07	18	0  0	-351.7
2024	05	11	07	19	0  0	-356.9
2024	05	11	07	20	0  0	-354.9
2024	05	11	07	21	0  0	-354.5
2024	05	11	07	22	0  0	-354.0
2024	05	11	07	23	0  0	-354.3
