File created on 2026-01-23T12:41:09.209080
Wind Gannon storm data

Orbit:
XYZ GSE GSM: 2024 05 10 12 0 215.36  100.57   -1.10 215.36  100.14   9.29
XYZ GSE GSM: 2024 05 11 12 0 216.31  101.57   -0.68 216.31  101.15   9.25
XYZ GSE GSM: 2024 05 12 12 0 217.27  102.42   -0.27 217.27  102.01   9.17

#SATELLITEXYZ
215.36
100.14
9.29

#COORDINATES
GSM

year mo dy hr mn sc msc Bx By Bz Ux Uy Uz rho T
#START
2024 05 10 01 07 00 000       -3.12       2.32      -3.40    -406.08     -23.83      -1.50       7.13  132425.97
2024 05 10 01 08 00 000       -3.05       2.00      -3.62    -406.73     -24.87      -2.56       7.28  132774.73
2024 05 10 01 09 00 000       -3.30       1.90      -3.42    -407.38     -25.91      -3.62       7.43  133123.50
2024 05 10 01 10 00 000       -3.59       1.55      -3.28    -408.73     -25.97      -5.08       7.48  133343.50
2024 05 10 01 11 00 000       -3.40       0.94      -3.40    -412.18     -23.09      -7.75       7.22  133177.22
2024 05 10 01 12 00 000       -3.31      -1.11      -3.43    -415.62     -20.21     -10.42       6.97  133010.94
2024 05 10 01 13 00 000       -2.94      -1.99      -3.37    -419.06     -17.34     -13.08       6.71  132844.66
2024 05 10 01 14 00 000       -2.98      -2.06      -3.46    -422.51     -14.46     -15.75       6.46  132678.38
2024 05 10 01 15 00 000       -3.67      -0.86      -3.02    -425.95     -11.58     -18.42       6.20  132512.09
2024 05 10 01 16 00 000       -2.30       3.32       0.45    -429.40      -8.70     -21.08       5.95  132345.81
2024 05 10 01 17 00 000       -1.73       5.16       1.87    -436.66     -17.21     -20.37       5.82  119959.41
2024 05 10 01 18 00 000       -1.75       5.63       1.99    -445.20     -29.52     -18.53       5.74  103499.64
2024 05 10 01 19 00 000       -1.75       5.77       1.92    -453.75     -41.82     -16.68       5.66   87039.88
2024 05 10 01 20 00 000       -1.93       5.73       1.89    -454.86     -45.28     -17.17       5.71   81298.95
2024 05 10 01 21 00 000       -2.07       5.69       1.83    -433.69     -22.21     -24.62       6.17  107714.55
2024 05 10 01 22 00 000       -2.25       5.70       1.67    -428.71     -14.94     -26.00       6.40  116068.23
2024 05 10 01 23 00 000       -2.30       5.77       1.51    -429.12     -12.96     -25.36       6.56  118401.27
2024 05 10 01 24 00 000       -2.19       5.94       1.29    -429.53     -10.97     -24.72       6.73  120734.30
2024 05 10 01 25 00 000       -2.02       6.05       1.21    -429.95      -8.98     -24.07       6.89  123067.34
2024 05 10 01 26 00 000       -2.15       5.71       1.82    -430.36      -6.99     -23.43       7.05  125400.38
2024 05 10 01 27 00 000       -1.95       5.69       1.73    -430.77      -5.00     -22.79       7.21  127733.41
2024 05 10 01 28 00 000       -1.99       5.63       1.77    -431.19      -3.01     -22.15       7.37  130066.45
2024 05 10 01 29 00 000       -2.12       5.66       2.08    -431.60      -1.02     -21.50       7.53  132399.50
2024 05 10 01 30 00 000       -2.00       5.82       1.96    -432.01       0.96     -20.86       7.70  134732.53
2024 05 10 01 31 00 000       -1.86       5.87       1.94    -432.43       2.95     -20.22       7.86  137065.56
2024 05 10 01 32 00 000       -1.75       5.76       2.09    -432.84       4.94     -19.57       8.02  139398.61
2024 05 10 01 33 00 000       -1.77       5.64       2.12    -433.25       6.93     -18.93       8.18  141731.64
2024 05 10 01 34 00 000       -1.84       5.52       2.13    -432.72       6.34     -19.52       8.42  132164.22
2024 05 10 01 35 00 000       -1.69       5.46       2.19    -432.27       5.35     -20.36       8.60  121723.05
2024 05 10 01 36 00 000       -1.30       5.45       2.41    -432.98       5.76     -20.70       8.55  120561.17
2024 05 10 01 37 00 000       -0.87       5.47       2.66    -433.69       6.17     -21.04       8.50  119399.29
2024 05 10 01 38 00 000       -0.67       5.54       2.66    -434.40       6.59     -21.37       8.45  118237.41
2024 05 10 01 39 00 000       -0.52       5.58       2.76    -435.12       7.00     -21.71       8.41  117075.52
2024 05 10 01 40 00 000       -0.59       5.59       2.82    -435.72       7.37     -21.86       8.37  116522.14
2024 05 10 01 41 00 000       -0.73       5.67       2.73    -436.01       7.63     -21.44       8.39  117794.27
2024 05 10 01 42 00 000       -0.65       5.61       2.84    -436.29       7.88     -21.02       8.41  119066.41
2024 05 10 01 43 00 000       -0.55       5.68       2.88    -436.58       8.14     -20.59       8.43  120338.54
2024 05 10 01 44 00 000       -0.55       5.78       2.82    -436.86       8.40     -20.17       8.45  121610.67
2024 05 10 01 45 00 000       -0.19       5.66       2.87    -437.15       8.65     -19.75       8.47  122882.81
2024 05 10 01 46 00 000       -0.15       5.63       2.88    -437.43       8.91     -19.33       8.49  124154.95
2024 05 10 01 47 00 000       -0.11       5.55       2.91    -437.72       9.16     -18.91       8.51  125427.08
2024 05 10 01 48 00 000       -0.16       5.54       2.94    -438.00       9.42     -18.48       8.53  126699.21
2024 05 10 01 49 00 000       -0.05       5.56       2.97    -436.47       7.93     -19.49       8.56  119785.53
2024 05 10 01 50 00 000        0.14       5.55       2.98    -434.92       5.61     -20.61       8.37  113031.55
2024 05 10 01 51 00 000       -0.09       5.64       3.04    -435.10       2.51     -20.67       7.49  114942.41
2024 05 10 01 52 00 000       -0.21       5.73       3.18    -435.02       1.97     -20.40       7.32  114426.16
2024 05 10 01 53 00 000       -0.31       5.67       3.32    -434.84       2.28     -20.04       7.39  113100.88
2024 05 10 01 54 00 000       -0.33       5.55       3.40    -434.66       2.59     -19.67       7.46  111775.61
2024 05 10 01 55 00 000       -0.27       5.53       3.38    -434.48       2.90     -19.30       7.53  110450.34
2024 05 10 01 56 00 000       -0.51       5.60       3.53    -434.30       3.21     -18.93       7.59  109125.06
2024 05 10 01 57 00 000       -0.56       5.58       3.42    -434.12       3.52     -18.57       7.66  107799.79
2024 05 10 01 58 00 000       -0.56       5.66       3.21    -433.94       3.83     -18.20       7.73  106474.51
2024 05 10 01 59 00 000       -0.45       5.34       3.17    -433.76       4.14     -17.83       7.80  105149.23
2024 05 10 02 00 00 000       -0.50       4.97       2.89    -433.58       4.44     -17.47       7.87  103823.96
2024 05 10 02 01 00 000       -0.41       4.94       2.82    -433.40       4.75     -17.10       7.94  102498.69
2024 05 10 02 02 00 000       -0.36       5.05       2.84    -433.22       5.06     -16.73       8.01  101173.41
2024 05 10 02 03 00 000       -0.08       5.02       3.10    -433.05       5.37     -16.36       8.07   99848.14
2024 05 10 02 04 00 000       -0.06       5.19       3.17    -432.87       5.68     -16.00       8.14   98522.86
2024 05 10 02 05 00 000        0.56       4.95       3.58    -432.69       5.99     -15.63       8.21   97197.59
2024 05 10 02 06 00 000        1.06       4.59       3.93    -432.51       6.30     -15.26       8.28   95872.31
2024 05 10 02 07 00 000        1.01       4.44       3.91    -432.33       6.61     -14.90       8.35   94547.04
2024 05 10 02 08 00 000        0.96       4.85       4.11    -432.15       6.92     -14.53       8.42   93221.77
2024 05 10 02 09 00 000        0.89       5.29       4.05    -431.97       7.23     -14.16       8.49   91896.48
2024 05 10 02 10 00 000        0.50       5.52       3.93    -431.67       7.01     -14.18       8.43   91990.34
2024 05 10 02 11 00 000        0.23       5.80       3.96    -431.02       5.20     -15.34       8.03   96341.60
2024 05 10 02 12 00 000        0.25       5.73       3.99    -430.37       3.39     -16.50       7.62  100692.85
2024 05 10 02 13 00 000        0.25       5.76       4.21    -429.72       1.57     -17.66       7.21  105044.11
2024 05 10 02 14 00 000        0.32       5.69       4.37    -429.07      -0.24     -18.82       6.81  109395.37
2024 05 10 02 15 00 000        0.49       5.53       4.54    -428.58       0.01     -18.83       7.35  102917.93
2024 05 10 02 16 00 000        0.35       5.46       4.45    -428.58       6.49     -15.41      10.76   63954.41
2024 05 10 02 17 00 000        0.78       4.45       4.10    -429.20      13.46     -11.78      13.32   50227.42
2024 05 10 02 18 00 000        1.14       4.18       4.10    -431.69      21.93      -7.54      13.36  112209.98
2024 05 10 02 19 00 000        1.20       4.23       4.08    -432.41      22.84      -7.34      13.46  126249.52
2024 05 10 02 20 00 000        0.99       4.21       4.14    -432.53      21.22      -8.49      13.60  124308.07
2024 05 10 02 21 00 000        0.89       2.26       2.58    -432.64      19.60      -9.63      13.73  122366.62
2024 05 10 02 22 00 000        0.05      -0.29      -1.12    -432.76      17.98     -10.77      13.87  120425.16
2024 05 10 02 23 00 000       -0.76      -2.12      -4.16    -432.88      16.36     -11.92      14.00  118483.71
2024 05 10 02 24 00 000       -1.13      -2.83      -5.04    -433.00      14.74     -13.06      14.13  116542.26
2024 05 10 02 25 00 000       -1.26      -2.84      -5.14    -433.12      13.12     -14.20      14.27  114600.80
2024 05 10 02 26 00 000       -1.26      -2.80      -5.21    -433.23      11.51     -15.35      14.40  112659.35
2024 05 10 02 27 00 000       -1.32      -2.81      -5.20    -433.33      10.01     -16.02      14.47  112884.19
