Downloaded from SuperMag. SMR is renamed to dst_sm. All indexes are in nT.
year	month	day	hour	min	sec	SME	SML	SMU	dst_sm
2024	05	10	09	26	00	118	-51	67	27.5
2024	05	10	09	27	00	116	-49	67	27.5
2024	05	10	09	28	00	103	-44	59	27.0
2024	05	10	09	29	00	101	-39	62	26.5
2024	05	10	09	30	00	113	-38	74	25.9
2024	05	10	09	31	00	121	-38	84	25.3
2024	05	10	09	32	00	122	-36	86	25.0
2024	05	10	09	33	00	109	-35	74	24.8
2024	05	10	09	34	00	90	-33	57	24.9
2024	05	10	09	35	00	88	-33	55	25.3
2024	05	10	09	36	00	90	-33	57	25.8
2024	05	10	09	37	00	91	-33	58	26.1
2024	05	10	09	38	00	93	-35	57	26.6
2024	05	10	09	39	00	97	-40	56	26.9
2024	05	10	09	40	00	105	-46	59	27.3
2024	05	10	09	41	00	106	-48	58	27.5
2024	05	10	09	42	00	111	-49	62	28.0
2024	05	10	09	43	00	113	-55	57	28.6
2024	05	10	09	44	00	107	-59	48	29.2
2024	05	10	09	45	00	106	-59	46	29.6
2024	05	10	09	46	00	111	-56	55	29.8
2024	05	10	09	47	00	105	-57	48	30.2
2024	05	10	09	48	00	98	-57	40	30.6
2024	05	10	09	49	00	97	-58	39	30.9
2024	05	10	09	50	00	95	-54	41	30.3
2024	05	10	09	51	00	97	-52	45	30.0
2024	05	10	09	52	00	94	-53	42	30.1
2024	05	10	09	53	00	84	-46	38	29.7
2024	05	10	09	54	00	78	-40	38	29.2
2024	05	10	09	55	00	72	-35	37	29.8
2024	05	10	09	56	00	72	-35	37	29.9
2024	05	10	09	57	00	84	-39	45	29.9
2024	05	10	09	58	00	88	-41	47	29.2
2024	05	10	09	59	00	101	-41	60	27.9
2024	05	10	10	00	00	111	-37	75	26.5
2024	05	10	10	01	00	101	-31	70	25.9
2024	05	10	10	02	00	91	-27	64	26.4
2024	05	10	10	03	00	88	-25	64	27.3
2024	05	10	10	04	00	84	-23	61	27.6
2024	05	10	10	05	00	80	-25	54	28.2
2024	05	10	10	06	00	74	-28	46	28.4
2024	05	10	10	07	00	76	-35	42	28.5
2024	05	10	10	08	00	82	-41	41	28.8
2024	05	10	10	09	00	87	-46	41	28.3
2024	05	10	10	10	00	88	-47	41	28.0
2024	05	10	10	11	00	93	-52	41	27.5
2024	05	10	10	12	00	114	-60	54	27.0
2024	05	10	10	13	00	131	-67	64	26.6
2024	05	10	10	14	00	143	-68	75	26.5
2024	05	10	10	15	00	141	-63	78	26.4
2024	05	10	10	16	00	138	-57	81	26.5
2024	05	10	10	17	00	136	-50	85	26.8
2024	05	10	10	18	00	142	-55	88	26.9
2024	05	10	10	19	00	154	-60	94	27.3
2024	05	10	10	20	00	162	-67	95	27.5
2024	05	10	10	21	00	170	-79	91	27.6
2024	05	10	10	22	00	178	-88	89	27.6
2024	05	10	10	23	00	179	-92	88	27.6
2024	05	10	10	24	00	173	-91	82	27.4
2024	05	10	10	25	00	170	-91	79	27.3
2024	05	10	10	26	00	158	-87	71	27.0
2024	05	10	10	27	00	156	-88	68	27.1
2024	05	10	10	28	00	154	-90	64	26.8
2024	05	10	10	29	00	182	-119	63	26.5
2024	05	10	10	30	00	170	-110	61	26.3
2024	05	10	10	31	00	160	-98	63	25.6
2024	05	10	10	32	00	164	-100	64	25.0
2024	05	10	10	33	00	178	-107	71	24.7
2024	05	10	10	34	00	174	-100	74	24.5
2024	05	10	10	35	00	170	-98	72	24.8
2024	05	10	10	36	00	176	-103	74	25.3
2024	05	10	10	37	00	174	-104	70	25.8
2024	05	10	10	38	00	176	-108	68	26.3
2024	05	10	10	39	00	181	-113	68	26.6
2024	05	10	10	40	00	188	-119	69	26.8
2024	05	10	10	41	00	196	-123	73	26.4
2024	05	10	10	42	00	207	-131	77	26.0
2024	05	10	10	43	00	211	-131	80	25.8
2024	05	10	10	44	00	224	-141	83	25.6
2024	05	10	10	45	00	219	-137	82	25.5
2024	05	10	10	46	00	223	-141	82	25.8
2024	05	10	10	47	00	239	-157	82	25.7
2024	05	10	10	48	00	246	-164	81	25.6
2024	05	10	10	49	00	253	-171	82	25.3
2024	05	10	10	50	00	258	-170	88	24.8
2024	05	10	10	51	00	268	-173	95	24.1
2024	05	10	10	52	00	268	-169	99	23.0
2024	05	10	10	53	00	273	-173	100	21.7
2024	05	10	10	54	00	266	-165	101	20.8
2024	05	10	10	55	00	257	-159	97	20.2
2024	05	10	10	56	00	253	-159	94	19.8
2024	05	10	10	57	00	250	-158	91	19.4
2024	05	10	10	58	00	246	-159	87	19.2
2024	05	10	10	59	00	251	-159	92	18.7
2024	05	10	11	00	00	248	-159	89	18.1
2024	05	10	11	01	00	245	-157	87	17.7
2024	05	10	11	02	00	244	-157	88	17.5
2024	05	10	11	03	00	240	-153	87	17.2
2024	05	10	11	04	00	237	-153	85	17.2
2024	05	10	11	05	00	225	-145	80	17.4
2024	05	10	11	06	00	213	-142	71	17.8
2024	05	10	11	07	00	200	-139	61	18.8
2024	05	10	11	08	00	208	-146	62	19.5
2024	05	10	11	09	00	217	-150	66	19.2
2024	05	10	11	10	00	223	-155	68	18.8
2024	05	10	11	11	00	237	-162	75	18.7
2024	05	10	11	12	00	243	-167	76	18.2
2024	05	10	11	13	00	237	-163	74	17.7
2024	05	10	11	14	00	232	-157	75	17.3
2024	05	10	11	15	00	224	-153	71	17.4
2024	05	10	11	16	00	221	-150	71	17.5
2024	05	10	11	17	00	222	-154	68	17.6
2024	05	10	11	18	00	222	-158	64	18.1
2024	05	10	11	19	00	219	-158	61	18.2
2024	05	10	11	20	00	220	-160	60	18.6
2024	05	10	11	21	00	230	-168	62	19.0
2024	05	10	11	22	00	250	-187	64	19.0
2024	05	10	11	23	00	242	-182	61	19.1
2024	05	10	11	24	00	241	-181	60	19.2
2024	05	10	11	25	00	231	-172	59	19.4
2024	05	10	11	26	00	236	-175	60	19.2
2024	05	10	11	27	00	240	-180	60	18.9
2024	05	10	11	28	00	247	-184	63	18.6
2024	05	10	11	29	00	255	-187	68	18.2
2024	05	10	11	30	00	256	-184	72	18.4
2024	05	10	11	31	00	255	-181	74	18.1
2024	05	10	11	32	00	255	-180	75	17.7
2024	05	10	11	33	00	262	-185	78	17.1
2024	05	10	11	34	00	269	-186	83	16.6
2024	05	10	11	35	00	267	-182	85	16.5
2024	05	10	11	36	00	271	-183	88	16.7
2024	05	10	11	37	00	284	-188	96	16.4
2024	05	10	11	38	00	284	-188	95	16.1
2024	05	10	11	39	00	275	-181	95	15.7
2024	05	10	11	40	00	274	-180	94	15.2
2024	05	10	11	41	00	271	-179	92	14.9
2024	05	10	11	42	00	272	-180	92	14.9
2024	05	10	11	43	00	281	-182	99	14.8
2024	05	10	11	44	00	286	-182	103	14.9
2024	05	10	11	45	00	301	-196	104	14.7
2024	05	10	11	46	00	310	-204	105	14.6
2024	05	10	11	47	00	299	-197	102	14.4
2024	05	10	11	48	00	308	-207	101	14.1
2024	05	10	11	49	00	335	-235	100	14.2
2024	05	10	11	50	00	437	-337	100	13.8
2024	05	10	11	51	00	412	-313	99	14.0
2024	05	10	11	52	00	374	-273	100	14.4
2024	05	10	11	53	00	367	-266	101	14.9
2024	05	10	11	54	00	414	-313	102	14.9
2024	05	10	11	55	00	418	-317	101	14.5
2024	05	10	11	56	00	436	-339	98	14.3
2024	05	10	11	57	00	460	-357	103	13.6
2024	05	10	11	58	00	481	-375	107	13.3
2024	05	10	11	59	00	481	-375	106	12.9
2024	05	10	12	00	00	474	-364	110	12.4
2024	05	10	12	01	00	476	-364	112	12.6
2024	05	10	12	02	00	493	-378	115	13.1
2024	05	10	12	03	00	505	-386	119	13.2
2024	05	10	12	04	00	491	-369	122	13.1
2024	05	10	12	05	00	495	-365	130	13.1
2024	05	10	12	06	00	524	-390	134	12.9
2024	05	10	12	07	00	528	-390	139	12.8
2024	05	10	12	08	00	517	-375	142	12.8
2024	05	10	12	09	00	506	-364	142	12.6
2024	05	10	12	10	00	521	-376	145	12.2
2024	05	10	12	11	00	532	-386	146	11.6
2024	05	10	12	12	00	544	-397	147	11.6
2024	05	10	12	13	00	540	-393	147	11.1
2024	05	10	12	14	00	527	-380	147	10.7
2024	05	10	12	15	00	504	-358	147	10.3
2024	05	10	12	16	00	488	-344	144	10.1
2024	05	10	12	17	00	478	-334	144	10.0
2024	05	10	12	18	00	463	-322	141	9.9
2024	05	10	12	19	00	468	-331	137	10.0
2024	05	10	12	20	00	483	-348	135	9.9
2024	05	10	12	21	00	470	-337	133	10.0
2024	05	10	12	22	00	454	-323	131	10.0
2024	05	10	12	23	00	458	-323	135	9.9
2024	05	10	12	24	00	461	-320	141	10.2
2024	05	10	12	25	00	457	-313	144	10.4
2024	05	10	12	26	00	460	-314	147	10.7
2024	05	10	12	27	00	468	-317	150	10.8
2024	05	10	12	28	00	469	-316	152	10.6
2024	05	10	12	29	00	473	-319	155	10.6
2024	05	10	12	30	00	480	-322	158	10.6
2024	05	10	12	31	00	476	-317	159	10.4
2024	05	10	12	32	00	478	-319	159	10.1
2024	05	10	12	33	00	476	-317	160	10.1
2024	05	10	12	34	00	476	-317	159	9.9
2024	05	10	12	35	00	472	-312	160	9.7
2024	05	10	12	36	00	471	-310	161	9.8
2024	05	10	12	37	00	459	-297	162	10.1
2024	05	10	12	38	00	458	-294	165	10.5
2024	05	10	12	39	00	454	-289	165	10.8
2024	05	10	12	40	00	444	-282	163	10.7
2024	05	10	12	41	00	448	-284	164	10.5
2024	05	10	12	42	00	447	-282	164	10.8
2024	05	10	12	43	00	439	-278	161	10.9
2024	05	10	12	44	00	439	-280	160	10.9
2024	05	10	12	45	00	449	-286	164	10.9
2024	05	10	12	46	00	452	-284	167	10.8
2024	05	10	12	47	00	438	-272	167	10.6
2024	05	10	12	48	00	438	-269	168	10.1
2024	05	10	12	49	00	443	-272	171	9.6
2024	05	10	12	50	00	436	-264	171	9.4
2024	05	10	12	51	00	423	-255	168	9.3
2024	05	10	12	52	00	421	-256	165	9.3
2024	05	10	12	53	00	417	-253	165	9.0
2024	05	10	12	54	00	412	-248	164	8.8
2024	05	10	12	55	00	408	-245	163	8.5
2024	05	10	12	56	00	410	-246	164	8.5
2024	05	10	12	57	00	412	-244	168	8.8
2024	05	10	12	58	00	414	-245	169	8.8
2024	05	10	12	59	00	414	-245	169	8.9
2024	05	10	13	00	00	407	-240	167	9.1
2024	05	10	13	01	00	386	-223	163	9.4
2024	05	10	13	02	00	373	-213	161	9.5
2024	05	10	13	03	00	370	-209	161	9.8
2024	05	10	13	04	00	362	-207	155	10.4
2024	05	10	13	05	00	351	-205	146	11.1
2024	05	10	13	06	00	351	-207	144	11.6
2024	05	10	13	07	00	344	-201	143	11.8
2024	05	10	13	08	00	335	-196	139	12.2
2024	05	10	13	09	00	341	-195	147	12.5
2024	05	10	13	10	00	351	-188	163	12.9
2024	05	10	13	11	00	368	-188	180	13.5
2024	05	10	13	12	00	378	-191	187	13.8
2024	05	10	13	13	00	391	-191	199	14.3
2024	05	10	13	14	00	418	-205	213	14.6
2024	05	10	13	15	00	451	-233	217	14.8
2024	05	10	13	16	00	466	-249	218	14.5
2024	05	10	13	17	00	468	-257	211	13.7
2024	05	10	13	18	00	470	-270	200	12.6
2024	05	10	13	19	00	440	-246	195	12.2
2024	05	10	13	20	00	410	-221	189	11.9
2024	05	10	13	21	00	393	-208	185	11.5
2024	05	10	13	22	00	378	-199	178	11.2
2024	05	10	13	23	00	361	-193	168	11.0
2024	05	10	13	24	00	358	-195	163	11.1
2024	05	10	13	25	00	368	-204	165	11.2
2024	05	10	13	26	00	376	-211	165	11.1
2024	05	10	13	27	00	378	-212	166	11.2
2024	05	10	13	28	00	373	-205	168	11.2
2024	05	10	13	29	00	364	-195	169	11.3
2024	05	10	13	30	00	368	-196	172	11.6
2024	05	10	13	31	00	369	-195	174	12.1
2024	05	10	13	32	00	370	-199	172	12.5
2024	05	10	13	33	00	378	-202	176	12.8
2024	05	10	13	34	00	386	-206	180	12.8
2024	05	10	13	35	00	399	-216	183	13.2
2024	05	10	13	36	00	396	-217	178	14.1
2024	05	10	13	37	00	385	-214	171	14.3
2024	05	10	13	38	00	386	-217	169	14.2
2024	05	10	13	39	00	394	-218	177	14.0
2024	05	10	13	40	00	400	-218	182	14.1
2024	05	10	13	41	00	389	-210	178	14.2
2024	05	10	13	42	00	379	-199	180	14.4
2024	05	10	13	43	00	365	-191	174	14.7
2024	05	10	13	44	00	370	-190	180	15.0
2024	05	10	13	45	00	372	-190	182	15.1
2024	05	10	13	46	00	363	-184	179	15.2
2024	05	10	13	47	00	360	-181	180	15.3
2024	05	10	13	48	00	355	-171	183	15.5
2024	05	10	13	49	00	333	-159	174	15.8
2024	05	10	13	50	00	328	-155	172	15.8
2024	05	10	13	51	00	334	-152	182	16.1
2024	05	10	13	52	00	327	-148	180	17.1
2024	05	10	13	53	00	320	-149	171	19.2
2024	05	10	13	54	00	305	-143	162	22.1
2024	05	10	13	55	00	303	-158	145	23.7
2024	05	10	13	56	00	323	-177	146	24.6
2024	05	10	13	57	00	353	-190	163	25.0
2024	05	10	13	58	00	375	-202	172	24.5
2024	05	10	13	59	00	395	-206	189	23.7
2024	05	10	14	00	00	405	-205	200	23.2
2024	05	10	14	01	00	420	-218	202	23.1
2024	05	10	14	02	00	412	-210	203	23.1
2024	05	10	14	03	00	420	-211	209	23.1
2024	05	10	14	04	00	429	-215	214	23.8
2024	05	10	14	05	00	428	-213	214	24.0
2024	05	10	14	06	00	428	-208	219	24.1
2024	05	10	14	07	00	442	-217	225	24.3
2024	05	10	14	08	00	449	-223	226	24.5
2024	05	10	14	09	00	447	-220	226	24.6
2024	05	10	14	10	00	435	-208	227	24.6
2024	05	10	14	11	00	433	-203	230	24.6
2024	05	10	14	12	00	430	-201	229	24.8
2024	05	10	14	13	00	437	-213	224	25.0
2024	05	10	14	14	00	445	-223	221	25.0
2024	05	10	14	15	00	456	-230	225	25.3
2024	05	10	14	16	00	452	-226	226	25.7
2024	05	10	14	17	00	449	-224	225	26.2
2024	05	10	14	18	00	447	-228	220	26.4
2024	05	10	14	19	00	457	-236	220	27.2
2024	05	10	14	20	00	462	-243	219	27.3
2024	05	10	14	21	00	473	-245	228	27.4
2024	05	10	14	22	00	461	-224	237	27.6
2024	05	10	14	23	00	452	-219	233	28.2
2024	05	10	14	24	00	450	-220	230	28.4
2024	05	10	14	25	00	457	-231	226	28.5
2024	05	10	14	26	00	453	-226	227	28.4
2024	05	10	14	27	00	455	-222	232	27.6
2024	05	10	14	28	00	451	-215	236	27.3
2024	05	10	14	29	00	495	-255	240	25.8
2024	05	10	14	30	00	491	-254	237	24.1
2024	05	10	14	31	00	459	-221	238	23.9
2024	05	10	14	32	00	479	-241	238	23.5
2024	05	10	14	33	00	468	-234	234	23.0
2024	05	10	14	34	00	477	-240	236	23.3
2024	05	10	14	35	00	486	-238	248	23.4
2024	05	10	14	36	00	470	-224	246	23.6
2024	05	10	14	37	00	452	-227	225	22.8
2024	05	10	14	38	00	474	-259	215	22.3
2024	05	10	14	39	00	485	-265	221	21.3
2024	05	10	14	40	00	455	-236	219	20.4
2024	05	10	14	41	00	425	-210	215	20.1
2024	05	10	14	42	00	428	-227	201	19.5
2024	05	10	14	43	00	427	-236	191	19.2
2024	05	10	14	44	00	430	-241	189	19.0
2024	05	10	14	45	00	436	-248	188	19.5
2024	05	10	14	46	00	433	-250	183	20.1
2024	05	10	14	47	00	419	-241	178	21.1
2024	05	10	14	48	00	434	-259	175	22.2
2024	05	10	14	49	00	443	-276	167	23.7
2024	05	10	14	50	00	436	-277	159	24.3
2024	05	10	14	51	00	433	-276	157	25.1
2024	05	10	14	52	00	452	-277	175	27.0
2024	05	10	14	53	00	438	-258	180	29.3
2024	05	10	14	54	00	432	-263	169	31.2
2024	05	10	14	55	00	465	-285	180	32.2
2024	05	10	14	56	00	471	-278	194	34.2
2024	05	10	14	57	00	464	-254	209	35.8
2024	05	10	14	58	00	471	-248	222	38.1
2024	05	10	14	59	00	452	-222	230	39.7
2024	05	10	15	00	00	429	-189	240	41.8
2024	05	10	15	01	00	400	-166	234	42.3
2024	05	10	15	02	00	384	-164	220	42.3
2024	05	10	15	03	00	394	-166	228	41.9
2024	05	10	15	04	00	387	-148	239	41.3
2024	05	10	15	05	00	406	-158	247	40.4
2024	05	10	15	06	00	388	-142	246	39.9
2024	05	10	15	07	00	378	-135	243	40.7
2024	05	10	15	08	00	401	-161	240	40.8
2024	05	10	15	09	00	404	-173	231	40.5
2024	05	10	15	10	00	404	-180	224	39.6
2024	05	10	15	11	00	424	-184	241	38.3
2024	05	10	15	12	00	453	-203	249	37.3
2024	05	10	15	13	00	443	-205	238	36.6
2024	05	10	15	14	00	420	-202	217	34.8
2024	05	10	15	15	00	418	-194	224	33.6
2024	05	10	15	16	00	383	-173	210	33.1
2024	05	10	15	17	00	355	-161	194	33.2
2024	05	10	15	18	00	319	-135	185	33.4
2024	05	10	15	19	00	331	-141	190	32.9
2024	05	10	15	20	00	380	-189	191	34.1
2024	05	10	15	21	00	400	-191	209	35.3
2024	05	10	15	22	00	366	-158	208	34.3
2024	05	10	15	23	00	337	-153	184	35.0
2024	05	10	15	24	00	306	-163	143	34.7
2024	05	10	15	25	00	320	-196	124	34.5
2024	05	10	15	26	00	345	-239	106	33.9
2024	05	10	15	27	00	342	-235	106	32.3
2024	05	10	15	28	00	316	-202	113	30.2
2024	05	10	15	29	00	310	-182	127	29.3
2024	05	10	15	30	00	352	-192	160	28.0
2024	05	10	15	31	00	361	-208	153	27.6
2024	05	10	15	32	00	339	-212	128	29.3
2024	05	10	15	33	00	321	-192	130	33.6
2024	05	10	15	34	00	343	-182	162	34.7
2024	05	10	15	35	00	310	-189	121	35.1
2024	05	10	15	36	00	282	-201	81	33.7
2024	05	10	15	37	00	275	-190	85	32.9
2024	05	10	15	38	00	279	-170	110	33.2
2024	05	10	15	39	00	303	-164	139	33.2
2024	05	10	15	40	00	302	-140	162	33.7
2024	05	10	15	41	00	302	-97	205	34.6
2024	05	10	15	42	00	325	-105	221	35.5
2024	05	10	15	43	00	325	-117	208	36.3
2024	05	10	15	44	00	266	-77	189	37.4
2024	05	10	15	45	00	297	-129	168	38.0
2024	05	10	15	46	00	282	-145	136	38.0
2024	05	10	15	47	00	320	-203	117	37.8
2024	05	10	15	48	00	242	-105	137	37.4
2024	05	10	15	49	00	292	-140	152	37.4
2024	05	10	15	50	00	313	-146	167	37.5
2024	05	10	15	51	00	271	-100	171	37.8
2024	05	10	15	52	00	319	-144	176	38.3
2024	05	10	15	53	00	279	-89	190	39.4
2024	05	10	15	54	00	299	-88	211	39.4
2024	05	10	15	55	00	307	-92	215	38.6
2024	05	10	15	56	00	329	-133	195	38.5
2024	05	10	15	57	00	298	-133	164	39.3
2024	05	10	15	58	00	234	-105	130	40.3
2024	05	10	15	59	00	203	-81	122	40.7
2024	05	10	16	00	00	211	-82	128	39.5
2024	05	10	16	01	00	267	-118	149	38.2
2024	05	10	16	02	00	360	-204	156	37.6
2024	05	10	16	03	00	359	-212	146	38.0
2024	05	10	16	04	00	291	-154	136	38.7
2024	05	10	16	05	00	281	-138	143	39.1
2024	05	10	16	06	00	287	-143	144	38.4
2024	05	10	16	07	00	307	-162	145	37.8
2024	05	10	16	08	00	288	-147	140	37.4
2024	05	10	16	09	00	280	-146	134	36.3
2024	05	10	16	10	00	308	-174	134	35.4
2024	05	10	16	11	00	294	-152	142	35.2
2024	05	10	16	12	00	290	-152	138	36.1
2024	05	10	16	13	00	284	-161	124	36.1
2024	05	10	16	14	00	296	-171	125	35.5
2024	05	10	16	15	00	280	-177	103	34.4
2024	05	10	16	16	00	273	-169	104	33.6
2024	05	10	16	17	00	279	-174	105	32.7
2024	05	10	16	18	00	256	-151	105	31.6
2024	05	10	16	19	00	226	-119	107	31.8
2024	05	10	16	20	00	251	-140	111	31.3
2024	05	10	16	21	00	232	-115	117	31.3
2024	05	10	16	22	00	225	-112	113	31.8
2024	05	10	16	23	00	224	-116	108	31.9
2024	05	10	16	24	00	272	-163	110	31.0
2024	05	10	16	25	00	283	-173	110	30.1
2024	05	10	16	26	00	231	-126	105	30.3
2024	05	10	16	27	00	215	-117	98	30.7
2024	05	10	16	28	00	236	-137	100	31.2
2024	05	10	16	29	00	207	-111	96	30.7
2024	05	10	16	30	00	201	-111	89	30.3
2024	05	10	16	31	00	187	-105	82	30.4
2024	05	10	16	32	00	168	-82	86	31.0
2024	05	10	16	33	00	179	-80	99	32.5
2024	05	10	16	34	00	181	-71	111	34.1
2024	05	10	16	35	00	162	-47	115	35.4
2024	05	10	16	36	00	155	-33	122	36.1
2024	05	10	16	37	00	123	-8	115	35.9
2024	05	10	16	38	00	146	-22	124	36.3
2024	05	10	16	39	00	172	-35	137	36.8
2024	05	10	16	40	00	180	-42	138	37.9
2024	05	10	16	41	00	146	-18	128	39.1
2024	05	10	16	42	00	131	4	135	40.5
2024	05	10	16	43	00	134	-1	133	42.9
2024	05	10	16	44	00	128	-14	113	44.6
2024	05	10	16	45	00	119	-25	94	45.6
2024	05	10	16	46	00	127	-22	104	46.0
2024	05	10	16	47	00	157	-51	106	46.6
2024	05	10	16	48	00	161	-58	103	45.4
2024	05	10	16	49	00	169	-60	109	42.1
2024	05	10	16	50	00	173	-58	115	38.6
2024	05	10	16	51	00	181	-71	110	36.4
2024	05	10	16	52	00	192	-88	103	36.3
2024	05	10	16	53	00	216	-112	104	37.7
2024	05	10	16	54	00	193	-75	118	40.3
2024	05	10	16	55	00	139	-12	127	42.5
2024	05	10	16	56	00	155	-43	112	43.6
2024	05	10	16	57	00	164	-49	115	42.6
2024	05	10	16	58	00	137	-47	90	42.1
2024	05	10	16	59	00	180	-93	87	40.3
2024	05	10	17	00	00	191	-90	100	38.0
2024	05	10	17	01	00	201	-95	106	36.1
2024	05	10	17	02	00	174	-62	112	34.9
2024	05	10	17	03	00	143	-41	102	34.0
2024	05	10	17	04	00	148	-45	102	33.6
2024	05	10	17	05	00	150	-44	106	32.9
2024	05	10	17	06	00	345	-155	190	45.7
2024	05	10	17	07	00	834	-341	493	116.6
2024	05	10	17	08	00	1241	-220	1021	138.1
2024	05	10	17	09	00	784	-250	535	126.7
2024	05	10	17	10	00	1076	-773	304	126.1
2024	05	10	17	11	00	659	-293	366	136.3
2024	05	10	17	12	00	754	-306	447	138.3
2024	05	10	17	13	00	635	-233	402	134.3
2024	05	10	17	14	00	750	-313	437	129.9
2024	05	10	17	15	00	757	-249	508	137.8
2024	05	10	17	16	00	1017	-195	822	150.1
2024	05	10	17	17	00	1127	-279	848	128.3
2024	05	10	17	18	00	1237	-340	897	130.3
2024	05	10	17	19	00	1357	-404	953	130.6
2024	05	10	17	20	00	1222	-300	921	136.1
2024	05	10	17	21	00	1366	-441	925	147.8
2024	05	10	17	22	00	1774	-928	847	154.7
2024	05	10	17	23	00	2113	-1272	841	150.2
2024	05	10	17	24	00	1999	-1101	898	144.6
2024	05	10	17	25	00	2202	-1478	724	143.1
2024	05	10	17	26	00	2455	-1806	649	145.3
2024	05	10	17	27	00	2179	-1618	561	148.7
2024	05	10	17	28	00	2060	-1551	509	145.9
2024	05	10	17	29	00	2119	-1624	495	147.8
2024	05	10	17	30	00	1960	-1460	499	142.5
2024	05	10	17	31	00	2029	-1514	514	145.0
2024	05	10	17	32	00	1944	-1410	534	145.7
2024	05	10	17	33	00	2207	-1641	566	143.9
2024	05	10	17	34	00	2377	-1782	595	145.0
2024	05	10	17	35	00	2513	-1887	626	146.0
2024	05	10	17	36	00	2536	-1882	654	148.3
2024	05	10	17	37	00	2682	-1966	715	151.8
2024	05	10	17	38	00	3077	-2273	804	168.8
2024	05	10	17	39	00	2878	-2154	724	181.5
2024	05	10	17	40	00	2543	-1776	766	180.1
2024	05	10	17	41	00	2461	-1665	796	164.6
2024	05	10	17	42	00	2061	-1317	745	152.9
2024	05	10	17	43	00	1849	-1120	729	137.7
2024	05	10	17	44	00	1932	-1215	717	141.5
2024	05	10	17	45	00	1936	-1156	780	145.8
2024	05	10	17	46	00	2072	-1174	898	127.9
2024	05	10	17	47	00	1922	-1181	741	116.7
2024	05	10	17	48	00	1501	-939	562	110.8
2024	05	10	17	49	00	1357	-814	543	105.2
2024	05	10	17	50	00	1637	-984	652	106.3
2024	05	10	17	51	00	1734	-1049	686	100.6
2024	05	10	17	52	00	1847	-1189	658	97.7
2024	05	10	17	53	00	1704	-1127	578	95.1
2024	05	10	17	54	00	1642	-1025	617	88.1
2024	05	10	17	55	00	1520	-906	614	91.9
2024	05	10	17	56	00	1423	-906	517	93.8
2024	05	10	17	57	00	1406	-896	510	89.5
2024	05	10	17	58	00	1386	-848	538	82.6
2024	05	10	17	59	00	1295	-823	472	75.2
2024	05	10	18	00	00	1529	-1166	364	78.6
2024	05	10	18	01	00	1981	-1574	406	82.6
2024	05	10	18	02	00	2177	-1766	411	85.3
2024	05	10	18	03	00	2161	-1769	391	89.2
2024	05	10	18	04	00	2073	-1672	401	83.9
2024	05	10	18	05	00	2101	-1727	375	76.1
2024	05	10	18	06	00	2111	-1703	408	70.6
2024	05	10	18	07	00	1982	-1575	407	69.1
2024	05	10	18	08	00	1850	-1424	426	60.9
2024	05	10	18	09	00	1731	-1300	431	49.5
2024	05	10	18	10	00	1587	-1114	474	50.6
2024	05	10	18	11	00	1559	-1064	496	53.6
2024	05	10	18	12	00	1643	-1104	539	51.2
2024	05	10	18	13	00	1591	-1028	563	39.0
2024	05	10	18	14	00	1512	-963	549	36.8
2024	05	10	18	15	00	1411	-895	516	27.4
2024	05	10	18	16	00	1350	-835	515	19.9
2024	05	10	18	17	00	1272	-763	509	13.3
2024	05	10	18	18	00	1347	-908	439	8.7
2024	05	10	18	19	00	1338	-908	430	6.6
2024	05	10	18	20	00	1435	-913	522	4.1
2024	05	10	18	21	00	1229	-708	521	2.5
2024	05	10	18	22	00	1269	-800	469	1.4
2024	05	10	18	23	00	1345	-1024	321	3.9
2024	05	10	18	24	00	1393	-1062	331	1.5
2024	05	10	18	25	00	1678	-1309	369	-1.2
2024	05	10	18	26	00	1791	-1414	377	-2.4
2024	05	10	18	27	00	1972	-1555	416	23.2
2024	05	10	18	28	00	2044	-1572	472	38.1
2024	05	10	18	29	00	1999	-1541	458	38.1
2024	05	10	18	30	00	2091	-1596	495	29.0
2024	05	10	18	31	00	2155	-1677	478	15.8
2024	05	10	18	32	00	1901	-1464	436	-3.7
2024	05	10	18	33	00	1530	-1111	419	-20.4
2024	05	10	18	34	00	1257	-871	387	-27.7
2024	05	10	18	35	00	1093	-670	424	-25.8
2024	05	10	18	36	00	1222	-595	628	-28.1
2024	05	10	18	37	00	1474	-626	848	-30.2
2024	05	10	18	38	00	1485	-696	788	-31.4
2024	05	10	18	39	00	1493	-708	786	-30.4
2024	05	10	18	40	00	1594	-727	867	-29.7
2024	05	10	18	41	00	1708	-688	1020	-30.6
2024	05	10	18	42	00	1863	-750	1113	-32.9
2024	05	10	18	43	00	1894	-756	1137	-33.4
2024	05	10	18	44	00	2049	-785	1264	-32.2
2024	05	10	18	45	00	2167	-789	1379	-31.0
2024	05	10	18	46	00	2286	-806	1480	-30.9
2024	05	10	18	47	00	2336	-834	1502	-32.6
2024	05	10	18	48	00	2488	-909	1579	-35.1
2024	05	10	18	49	00	2440	-943	1497	-37.1
2024	05	10	18	50	00	2442	-997	1445	-35.2
2024	05	10	18	51	00	2395	-1051	1343	-27.3
2024	05	10	18	52	00	2523	-1102	1421	-24.2
2024	05	10	18	53	00	2443	-1110	1332	-24.7
2024	05	10	18	54	00	2300	-1073	1227	-27.5
2024	05	10	18	55	00	2171	-1042	1129	-23.9
2024	05	10	18	56	00	2044	-1028	1016	-28.3
