Downloaded from SuperMag. SMR is renamed to dst_sm. All indexes are in nT.
year	month	day	hour	min	sec	SME	SML	SMU	dst_sm
2024	05	10	18	57	00	1983	-995	988	-34.6
2024	05	10	18	58	00	1963	-978	985	-50.8
2024	05	10	18	59	00	2048	-957	1091	-78.6
2024	05	10	19	00	00	1986	-932	1054	-85.4
2024	05	10	19	01	00	1936	-892	1044	-90.2
2024	05	10	19	02	00	1924	-891	1033	-93.8
2024	05	10	19	03	00	1883	-900	983	-97.3
2024	05	10	19	04	00	1827	-947	880	-102.0
2024	05	10	19	05	00	1796	-964	832	-112.4
2024	05	10	19	06	00	1852	-987	865	-118.3
2024	05	10	19	07	00	1790	-984	806	-120.5
2024	05	10	19	08	00	1781	-995	787	-121.7
2024	05	10	19	09	00	2064	-1226	838	-119.5
2024	05	10	19	10	00	2165	-1348	817	-117.4
2024	05	10	19	11	00	2325	-1524	801	-118.0
2024	05	10	19	12	00	2377	-1609	768	-120.4
2024	05	10	19	13	00	2549	-1821	729	-125.0
2024	05	10	19	14	00	3134	-2462	672	-128.2
2024	05	10	19	15	00	3536	-2957	578	-130.6
2024	05	10	19	16	00	3983	-3404	579	-136.0
2024	05	10	19	17	00	4049	-3428	621	-141.5
2024	05	10	19	18	00	4050	-3435	615	-147.6
2024	05	10	19	19	00	4276	-3639	637	-152.9
2024	05	10	19	20	00	4170	-3554	616	-157.1
2024	05	10	19	21	00	3818	-3254	564	-162.1
2024	05	10	19	22	00	3555	-3002	553	-162.4
2024	05	10	19	23	00	3437	-2914	524	-159.0
2024	05	10	19	24	00	3329	-2841	488	-153.3
2024	05	10	19	25	00	3191	-2718	472	-156.8
2024	05	10	19	26	00	2995	-2530	466	-159.3
2024	05	10	19	27	00	2881	-2408	473	-160.6
2024	05	10	19	28	00	2862	-2355	507	-162.5
2024	05	10	19	29	00	2815	-2280	535	-165.7
2024	05	10	19	30	00	2637	-2088	549	-168.5
2024	05	10	19	31	00	2508	-1961	547	-166.6
2024	05	10	19	32	00	2495	-1928	567	-166.7
2024	05	10	19	33	00	2388	-1834	555	-168.5
2024	05	10	19	34	00	2386	-1833	553	-170.5
2024	05	10	19	35	00	2446	-1893	553	-174.5
2024	05	10	19	36	00	2532	-1985	547	-176.5
2024	05	10	19	37	00	2697	-2171	526	-172.1
2024	05	10	19	38	00	2824	-2297	527	-164.9
2024	05	10	19	39	00	2815	-2251	564	-142.3
2024	05	10	19	40	00	2996	-2449	547	-122.0
2024	05	10	19	41	00	2998	-2424	574	-124.6
2024	05	10	19	42	00	3127	-2559	568	-130.2
2024	05	10	19	43	00	3025	-2480	545	-127.2
2024	05	10	19	44	00	2890	-2359	531	-129.9
2024	05	10	19	45	00	2758	-2218	540	-134.8
2024	05	10	19	46	00	2685	-2108	577	-132.6
2024	05	10	19	47	00	3116	-2295	821	-110.8
2024	05	10	19	48	00	3105	-2444	661	-74.0
2024	05	10	19	49	00	2956	-2273	683	-74.7
2024	05	10	19	50	00	2553	-1825	728	-87.2
2024	05	10	19	51	00	2378	-1684	695	-81.5
2024	05	10	19	52	00	2027	-1362	665	-83.9
2024	05	10	19	53	00	2091	-1380	710	-95.2
2024	05	10	19	54	00	2127	-1397	730	-94.1
2024	05	10	19	55	00	2106	-1379	726	-91.2
2024	05	10	19	56	00	2270	-1493	777	-92.0
2024	05	10	19	57	00	2261	-1562	699	-88.9
2024	05	10	19	58	00	2139	-1394	745	-91.5
2024	05	10	19	59	00	2070	-1215	855	-112.6
2024	05	10	20	00	00	2116	-1258	857	-129.3
2024	05	10	20	01	00	2082	-1256	826	-140.3
2024	05	10	20	02	00	2009	-1181	828	-144.9
2024	05	10	20	03	00	1832	-1043	789	-154.4
2024	05	10	20	04	00	1752	-982	769	-163.0
2024	05	10	20	05	00	1592	-827	765	-158.5
2024	05	10	20	06	00	1655	-873	781	-154.6
2024	05	10	20	07	00	1748	-888	860	-153.4
2024	05	10	20	08	00	1860	-905	955	-152.8
2024	05	10	20	09	00	1919	-906	1013	-148.7
2024	05	10	20	10	00	1929	-922	1006	-146.1
2024	05	10	20	11	00	1905	-907	997	-148.8
2024	05	10	20	12	00	1925	-876	1050	-150.4
2024	05	10	20	13	00	2027	-950	1078	-139.9
2024	05	10	20	14	00	2095	-970	1125	-138.2
2024	05	10	20	15	00	2048	-939	1109	-135.8
2024	05	10	20	16	00	1951	-909	1042	-132.1
2024	05	10	20	17	00	1998	-889	1109	-136.8
2024	05	10	20	18	00	2091	-882	1209	-139.3
2024	05	10	20	19	00	2030	-797	1233	-143.4
2024	05	10	20	20	00	1941	-772	1169	-145.9
2024	05	10	20	21	00	1852	-733	1119	-149.8
2024	05	10	20	22	00	1944	-725	1219	-152.1
2024	05	10	20	23	00	2175	-757	1418	-151.0
2024	05	10	20	24	00	2105	-708	1397	-148.2
2024	05	10	20	25	00	1975	-692	1282	-151.1
2024	05	10	20	26	00	2002	-711	1291	-150.5
2024	05	10	20	27	00	2205	-781	1424	-154.2
2024	05	10	20	28	00	2334	-816	1518	-150.8
2024	05	10	20	29	00	2285	-848	1437	-167.6
2024	05	10	20	30	00	2032	-827	1205	-175.4
2024	05	10	20	31	00	1932	-764	1169	-158.9
2024	05	10	20	32	00	1787	-695	1092	-156.6
2024	05	10	20	33	00	1758	-742	1016	-158.3
2024	05	10	20	34	00	1718	-684	1034	-165.1
2024	05	10	20	35	00	1577	-605	972	-172.6
2024	05	10	20	36	00	1514	-617	897	-176.6
2024	05	10	20	37	00	1446	-598	848	-185.5
2024	05	10	20	38	00	1462	-583	879	-196.4
2024	05	10	20	39	00	1504	-648	856	-194.0
2024	05	10	20	40	00	1530	-604	927	-192.9
2024	05	10	20	41	00	1601	-640	961	-194.1
2024	05	10	20	42	00	1624	-648	975	-193.5
2024	05	10	20	43	00	1574	-617	957	-191.9
2024	05	10	20	44	00	1634	-658	976	-190.3
2024	05	10	20	45	00	1613	-629	985	-191.3
2024	05	10	20	46	00	1635	-644	991	-195.6
2024	05	10	20	47	00	1728	-675	1053	-188.7
2024	05	10	20	48	00	1703	-625	1078	-179.0
2024	05	10	20	49	00	1735	-678	1057	-186.5
2024	05	10	20	50	00	1808	-711	1097	-187.8
2024	05	10	20	51	00	1846	-720	1126	-189.7
2024	05	10	20	52	00	1877	-769	1108	-194.2
2024	05	10	20	53	00	1932	-805	1127	-195.6
2024	05	10	20	54	00	1918	-803	1116	-197.0
2024	05	10	20	55	00	1923	-797	1127	-196.3
2024	05	10	20	56	00	1924	-778	1147	-201.0
2024	05	10	20	57	00	1871	-744	1127	-208.7
2024	05	10	20	58	00	1881	-707	1174	-219.1
2024	05	10	20	59	00	1951	-696	1255	-229.2
2024	05	10	21	00	00	1895	-656	1239	-237.9
2024	05	10	21	01	00	1752	-687	1066	-233.0
2024	05	10	21	02	00	1782	-736	1047	-229.6
2024	05	10	21	03	00	1768	-695	1073	-224.0
2024	05	10	21	04	00	1788	-682	1106	-226.6
2024	05	10	21	05	00	1817	-693	1124	-234.5
2024	05	10	21	06	00	1843	-737	1106	-242.2
2024	05	10	21	07	00	1900	-785	1115	-240.3
2024	05	10	21	08	00	1904	-789	1116	-244.7
2024	05	10	21	09	00	1925	-834	1091	-246.6
2024	05	10	21	10	00	1969	-853	1116	-249.8
2024	05	10	21	11	00	1893	-837	1057	-255.1
2024	05	10	21	12	00	1847	-812	1035	-267.6
2024	05	10	21	13	00	1852	-779	1072	-272.0
2024	05	10	21	14	00	1806	-796	1010	-275.1
2024	05	10	21	15	00	1723	-795	928	-277.4
2024	05	10	21	16	00	1674	-793	881	-279.6
2024	05	10	21	17	00	1711	-815	896	-281.3
2024	05	10	21	18	00	1690	-810	880	-285.1
2024	05	10	21	19	00	1685	-784	901	-288.4
2024	05	10	21	20	00	1722	-764	958	-284.0
2024	05	10	21	21	00	1775	-788	987	-274.9
2024	05	10	21	22	00	1857	-813	1044	-269.8
2024	05	10	21	23	00	1927	-847	1080	-267.7
2024	05	10	21	24	00	1930	-863	1067	-270.0
2024	05	10	21	25	00	1992	-909	1083	-267.9
2024	05	10	21	26	00	1987	-937	1049	-266.3
2024	05	10	21	27	00	2018	-959	1058	-265.9
2024	05	10	21	28	00	2105	-1020	1085	-266.1
2024	05	10	21	29	00	2125	-1098	1028	-270.3
2024	05	10	21	30	00	2171	-1153	1018	-271.7
2024	05	10	21	31	00	2114	-1098	1016	-274.4
2024	05	10	21	32	00	2123	-1094	1030	-277.1
2024	05	10	21	33	00	2158	-1119	1039	-279.8
2024	05	10	21	34	00	2165	-1128	1038	-283.0
2024	05	10	21	35	00	2133	-1108	1025	-287.3
2024	05	10	21	36	00	2191	-1153	1038	-286.5
2024	05	10	21	37	00	2175	-1097	1078	-283.5
2024	05	10	21	38	00	2187	-1104	1083	-281.8
2024	05	10	21	39	00	2203	-1126	1077	-285.2
2024	05	10	21	40	00	2093	-1081	1013	-289.8
2024	05	10	21	41	00	2031	-1062	969	-289.3
2024	05	10	21	42	00	1918	-1023	895	-302.4
2024	05	10	21	43	00	1886	-1001	885	-318.3
2024	05	10	21	44	00	1841	-1039	802	-319.3
2024	05	10	21	45	00	1854	-1066	788	-323.8
2024	05	10	21	46	00	1865	-1106	758	-328.5
2024	05	10	21	47	00	1881	-1110	771	-330.2
2024	05	10	21	48	00	1945	-1102	843	-328.8
2024	05	10	21	49	00	1979	-1115	864	-330.1
2024	05	10	21	50	00	1914	-1098	816	-328.2
2024	05	10	21	51	00	1847	-1058	789	-325.5
2024	05	10	21	52	00	1881	-1040	842	-325.2
2024	05	10	21	53	00	1887	-1021	866	-325.8
2024	05	10	21	54	00	1817	-981	836	-327.4
2024	05	10	21	55	00	1747	-932	814	-327.2
2024	05	10	21	56	00	1731	-899	833	-327.5
2024	05	10	21	57	00	1731	-887	844	-328.6
2024	05	10	21	58	00	1768	-923	846	-330.1
2024	05	10	21	59	00	1755	-938	817	-334.6
2024	05	10	22	00	00	1690	-917	773	-338.2
2024	05	10	22	01	00	1668	-936	731	-338.7
2024	05	10	22	02	00	1684	-963	721	-333.8
2024	05	10	22	03	00	1661	-911	749	-327.7
2024	05	10	22	04	00	1740	-941	800	-306.9
2024	05	10	22	05	00	1763	-953	810	-304.7
2024	05	10	22	06	00	1775	-969	806	-306.2
2024	05	10	22	07	00	1725	-990	735	-309.8
2024	05	10	22	08	00	1791	-1032	758	-303.6
2024	05	10	22	09	00	1712	-1047	665	-339.5
2024	05	10	22	10	00	1631	-1067	564	-347.1
2024	05	10	22	11	00	1596	-1100	496	-349.4
2024	05	10	22	12	00	1557	-1106	451	-355.0
2024	05	10	22	13	00	1538	-1147	391	-359.7
2024	05	10	22	14	00	1617	-1218	399	-359.6
2024	05	10	22	15	00	1661	-1265	397	-368.8
2024	05	10	22	16	00	1869	-1467	402	-371.7
2024	05	10	22	17	00	2168	-1759	409	-376.6
2024	05	10	22	18	00	2405	-1992	413	-374.9
2024	05	10	22	19	00	2440	-2014	426	-381.6
2024	05	10	22	20	00	2288	-1881	406	-385.3
2024	05	10	22	21	00	2140	-1755	385	-384.2
2024	05	10	22	22	00	1955	-1568	387	-386.8
2024	05	10	22	23	00	1831	-1428	403	-391.2
2024	05	10	22	24	00	1863	-1448	416	-392.8
2024	05	10	22	25	00	1976	-1527	450	-390.0
2024	05	10	22	26	00	2146	-1679	466	-387.5
2024	05	10	22	27	00	2025	-1582	443	-391.7
2024	05	10	22	28	00	2036	-1552	484	-385.9
2024	05	10	22	29	00	2105	-1633	472	-381.0
2024	05	10	22	30	00	2025	-1580	445	-380.7
2024	05	10	22	31	00	1982	-1508	474	-383.3
2024	05	10	22	32	00	2185	-1770	415	-389.1
2024	05	10	22	33	00	2307	-1901	406	-394.8
2024	05	10	22	34	00	2455	-1992	464	-383.3
2024	05	10	22	35	00	2883	-2366	517	-372.5
2024	05	10	22	36	00	2886	-2395	490	-426.6
2024	05	10	22	37	00	2585	-2183	402	-406.6
2024	05	10	22	38	00	3134	-2790	344	-358.5
2024	05	10	22	39	00	3226	-2889	337	-364.8
2024	05	10	22	40	00	3224	-2862	362	-381.8
2024	05	10	22	41	00	2625	-2279	346	-380.2
2024	05	10	22	42	00	1995	-1610	385	-374.0
2024	05	10	22	43	00	1762	-1360	402	-368.6
2024	05	10	22	44	00	1807	-1390	418	-355.7
2024	05	10	22	45	00	2361	-1308	1053	-348.6
2024	05	10	22	46	00	2825	-1177	1648	-342.9
2024	05	10	22	47	00	3236	-1134	2102	-338.3
2024	05	10	22	48	00	3117	-1018	2099	-352.1
2024	05	10	22	49	00	3095	-900	2195	-340.7
2024	05	10	22	50	00	3106	-814	2292	-325.0
2024	05	10	22	51	00	3035	-749	2286	-323.2
2024	05	10	22	52	00	2604	-596	2007	-323.4
2024	05	10	22	53	00	2294	-473	1821	-336.0
2024	05	10	22	54	00	1998	-433	1566	-332.4
2024	05	10	22	55	00	1937	-409	1528	-320.3
2024	05	10	22	56	00	1919	-441	1479	-320.0
2024	05	10	22	57	00	1821	-500	1321	-320.8
2024	05	10	22	58	00	1753	-516	1237	-312.9
2024	05	10	22	59	00	1672	-532	1140	-314.3
2024	05	10	23	00	00	1713	-553	1160	-312.2
2024	05	10	23	01	00	1782	-530	1252	-311.1
2024	05	10	23	02	00	1788	-507	1281	-307.1
2024	05	10	23	03	00	1783	-492	1291	-306.9
2024	05	10	23	04	00	1758	-472	1286	-302.6
2024	05	10	23	05	00	1664	-455	1209	-294.9
2024	05	10	23	06	00	1657	-478	1179	-284.6
2024	05	10	23	07	00	1710	-451	1259	-281.4
2024	05	10	23	08	00	1738	-460	1278	-275.8
2024	05	10	23	09	00	1751	-465	1287	-275.9
2024	05	10	23	10	00	1662	-447	1214	-288.7
2024	05	10	23	11	00	1594	-405	1189	-316.9
2024	05	10	23	12	00	1736	-416	1319	-312.4
2024	05	10	23	13	00	1829	-429	1400	-298.7
2024	05	10	23	14	00	1970	-504	1466	-291.7
2024	05	10	23	15	00	1913	-480	1433	-290.7
2024	05	10	23	16	00	1810	-377	1433	-288.1
2024	05	10	23	17	00	1898	-489	1410	-295.4
2024	05	10	23	18	00	1850	-502	1347	-296.2
2024	05	10	23	19	00	1673	-394	1279	-291.0
2024	05	10	23	20	00	1706	-495	1211	-287.5
2024	05	10	23	21	00	1731	-514	1217	-286.3
2024	05	10	23	22	00	1861	-664	1197	-284.4
2024	05	10	23	23	00	1779	-657	1121	-282.8
2024	05	10	23	24	00	1661	-518	1143	-281.7
2024	05	10	23	25	00	1630	-518	1112	-276.9
2024	05	10	23	26	00	1573	-443	1129	-265.1
2024	05	10	23	27	00	1511	-425	1087	-259.8
2024	05	10	23	28	00	1437	-406	1030	-264.9
2024	05	10	23	29	00	1350	-383	967	-259.0
2024	05	10	23	30	00	1306	-424	882	-262.2
2024	05	10	23	31	00	1268	-410	858	-274.8
2024	05	10	23	32	00	1296	-339	958	-275.5
2024	05	10	23	33	00	1252	-317	934	-271.8
2024	05	10	23	34	00	1174	-294	879	-272.2
2024	05	10	23	35	00	1196	-290	906	-271.9
2024	05	10	23	36	00	1229	-292	937	-270.9
2024	05	10	23	37	00	1285	-291	994	-271.4
2024	05	10	23	38	00	1457	-290	1167	-265.7
2024	05	10	23	39	00	1459	-284	1176	-254.7
2024	05	10	23	40	00	1546	-350	1197	-249.1
2024	05	10	23	41	00	1554	-335	1220	-249.0
2024	05	10	23	42	00	1385	-265	1119	-268.6
2024	05	10	23	43	00	1322	-266	1055	-286.9
2024	05	10	23	44	00	1313	-284	1029	-284.4
2024	05	10	23	45	00	1396	-280	1116	-279.3
2024	05	10	23	46	00	1462	-299	1163	-300.3
2024	05	10	23	47	00	1487	-323	1163	-298.4
2024	05	10	23	48	00	1401	-323	1078	-293.8
2024	05	10	23	49	00	1450	-325	1125	-292.3
2024	05	10	23	50	00	1415	-329	1085	-296.2
2024	05	10	23	51	00	1372	-330	1043	-299.3
2024	05	10	23	52	00	1366	-326	1040	-296.6
2024	05	10	23	53	00	1359	-317	1042	-290.8
2024	05	10	23	54	00	1323	-314	1009	-287.6
2024	05	10	23	55	00	1166	-305	861	-292.3
2024	05	10	23	56	00	1079	-298	781	-294.6
2024	05	10	23	57	00	1071	-305	766	-299.3
2024	05	10	23	58	00	1092	-321	772	-300.2
2024	05	10	23	59	00	1094	-342	752	-299.2
2024	05	11	00	00	00	1088	-352	736	-288.2
2024	05	11	00	01	00	1175	-415	760	-287.1
2024	05	11	00	02	00	1124	-387	737	-289.6
2024	05	11	00	03	00	1064	-356	708	-288.4
2024	05	11	00	04	00	1094	-399	694	-287.7
2024	05	11	00	05	00	958	-315	643	-286.7
2024	05	11	00	06	00	978	-343	636	-287.7
2024	05	11	00	07	00	990	-354	636	-289.6
2024	05	11	00	08	00	1013	-360	652	-287.7
2024	05	11	00	09	00	1080	-352	728	-285.1
2024	05	11	00	10	00	1106	-347	759	-285.5
2024	05	11	00	11	00	1128	-349	779	-286.5
2024	05	11	00	12	00	1111	-367	744	-285.9
2024	05	11	00	13	00	1124	-435	688	-287.6
2024	05	11	00	14	00	1150	-489	661	-287.1
2024	05	11	00	15	00	1299	-629	670	-285.3
2024	05	11	00	16	00	1499	-765	735	-282.1
2024	05	11	00	17	00	1489	-743	746	-281.4
2024	05	11	00	18	00	1462	-625	837	-277.3
2024	05	11	00	19	00	1464	-645	819	-281.8
2024	05	11	00	20	00	1551	-756	795	-282.6
2024	05	11	00	21	00	1641	-867	774	-285.1
2024	05	11	00	22	00	1704	-834	870	-276.6
2024	05	11	00	23	00	1782	-789	993	-266.8
2024	05	11	00	24	00	1885	-821	1064	-263.1
2024	05	11	00	25	00	1938	-933	1005	-274.7
2024	05	11	00	26	00	2124	-1004	1120	-275.9
2024	05	11	00	27	00	2194	-1030	1164	-267.1
2024	05	11	00	28	00	2288	-1046	1242	-264.1
2024	05	11	00	29	00	2337	-1050	1287	-258.1
2024	05	11	00	30	00	2322	-1098	1224	-256.3
2024	05	11	00	31	00	2348	-1243	1105	-260.6
2024	05	11	00	32	00	2317	-1234	1084	-255.4
2024	05	11	00	33	00	2206	-1177	1029	-266.7
2024	05	11	00	34	00	2065	-1056	1008	-261.2
2024	05	11	00	35	00	1977	-1024	953	-264.3
2024	05	11	00	36	00	2066	-1000	1066	-261.9
2024	05	11	00	37	00	2104	-1060	1044	-267.1
2024	05	11	00	38	00	1864	-1008	856	-274.8
2024	05	11	00	39	00	1913	-955	958	-270.7
2024	05	11	00	40	00	1940	-894	1045	-268.3
2024	05	11	00	41	00	1934	-892	1043	-274.8
2024	05	11	00	42	00	2002	-972	1030	-278.8
2024	05	11	00	43	00	2156	-1082	1074	-278.8
2024	05	11	00	44	00	2262	-1165	1097	-280.4
2024	05	11	00	45	00	2196	-1190	1005	-286.8
2024	05	11	00	46	00	2087	-1191	895	-287.9
2024	05	11	00	47	00	2091	-1250	841	-291.7
2024	05	11	00	48	00	1986	-1235	750	-296.9
2024	05	11	00	49	00	1962	-1236	726	-307.9
2024	05	11	00	50	00	1971	-1261	709	-313.0
2024	05	11	00	51	00	2064	-1290	774	-305.9
2024	05	11	00	52	00	1964	-1234	730	-322.4
2024	05	11	00	53	00	1791	-1099	692	-328.0
2024	05	11	00	54	00	1835	-1099	737	-326.0
2024	05	11	00	55	00	1920	-1102	818	-325.4
2024	05	11	00	56	00	1969	-1143	826	-330.8
2024	05	11	00	57	00	2070	-1245	824	-337.3
2024	05	11	00	58	00	2021	-1226	795	-339.0
2024	05	11	00	59	00	1938	-1173	765	-342.9
2024	05	11	01	00	00	1845	-1111	734	-345.4
2024	05	11	01	01	00	1769	-1053	716	-344.6
2024	05	11	01	02	00	1815	-1051	763	-347.0
2024	05	11	01	03	00	1897	-1064	833	-348.2
2024	05	11	01	04	00	1947	-1098	849	-348.8
2024	05	11	01	05	00	1964	-1134	829	-352.5
2024	05	11	01	06	00	1979	-1226	753	-350.8
2024	05	11	01	07	00	2015	-1271	743	-342.8
2024	05	11	01	08	00	2059	-1322	738	-348.4
2024	05	11	01	09	00	2067	-1332	735	-352.9
2024	05	11	01	10	00	2093	-1385	707	-355.4
2024	05	11	01	11	00	2052	-1356	696	-356.3
2024	05	11	01	12	00	2032	-1324	707	-352.7
2024	05	11	01	13	00	2055	-1334	722	-349.8
2024	05	11	01	14	00	2023	-1300	723	-346.2
2024	05	11	01	15	00	1991	-1252	738	-343.2
2024	05	11	01	16	00	1994	-1236	758	-342.3
2024	05	11	01	17	00	2062	-1248	814	-341.3
2024	05	11	01	18	00	2183	-1295	888	-336.2
2024	05	11	01	19	00	2159	-1247	912	-341.3
2024	05	11	01	20	00	2350	-1420	931	-342.9
2024	05	11	01	21	00	2361	-1403	958	-344.1
2024	05	11	01	22	00	2373	-1421	952	-351.2
2024	05	11	01	23	00	2397	-1478	919	-349.8
2024	05	11	01	24	00	2417	-1546	871	-361.2
2024	05	11	01	25	00	2351	-1557	794	-364.9
2024	05	11	01	26	00	2229	-1441	789	-362.6
2024	05	11	01	27	00	2162	-1416	746	-372.0
2024	05	11	01	28	00	2132	-1464	668	-388.6
2024	05	11	01	29	00	2017	-1403	614	-386.9
2024	05	11	01	30	00	1960	-1365	594	-371.9
2024	05	11	01	31	00	2015	-1462	552	-361.1
2024	05	11	01	32	00	1964	-1442	522	-379.5
2024	05	11	01	33	00	1909	-1395	514	-379.1
2024	05	11	01	34	00	1880	-1416	464	-381.3
2024	05	11	01	35	00	1924	-1458	466	-386.1
2024	05	11	01	36	00	2034	-1556	478	-392.0
2024	05	11	01	37	00	2078	-1598	480	-397.0
2024	05	11	01	38	00	1986	-1554	432	-395.4
2024	05	11	01	39	00	1959	-1524	434	-405.7
2024	05	11	01	40	00	2000	-1529	471	-403.2
2024	05	11	01	41	00	1947	-1507	440	-400.2
2024	05	11	01	42	00	1882	-1493	389	-398.4
2024	05	11	01	43	00	1933	-1523	410	-404.2
2024	05	11	01	44	00	2096	-1655	441	-402.7
2024	05	11	01	45	00	2070	-1661	410	-400.9
2024	05	11	01	46	00	1978	-1599	379	-404.7
2024	05	11	01	47	00	1925	-1539	386	-402.3
2024	05	11	01	48	00	1850	-1456	394	-399.0
2024	05	11	01	49	00	1930	-1467	464	-395.0
2024	05	11	01	50	00	2001	-1432	569	-400.6
2024	05	11	01	51	00	2195	-1536	659	-406.6
2024	05	11	01	52	00	2290	-1573	717	-411.5
2024	05	11	01	53	00	2179	-1462	717	-411.3
2024	05	11	01	54	00	2215	-1519	696	-407.7
2024	05	11	01	55	00	2113	-1470	643	-399.0
2024	05	11	01	56	00	2030	-1460	570	-401.6
2024	05	11	01	57	00	2062	-1483	580	-402.3
2024	05	11	01	58	00	2170	-1568	601	-403.7
2024	05	11	01	59	00	2195	-1561	634	-402.4
2024	05	11	02	00	00	2053	-1408	645	-401.6
2024	05	11	02	01	00	2038	-1364	674	-407.3
2024	05	11	02	02	00	2014	-1319	695	-407.3
2024	05	11	02	03	00	1975	-1329	646	-406.6
2024	05	11	02	04	00	1775	-1223	552	-404.0
2024	05	11	02	05	00	1574	-1088	487	-410.7
2024	05	11	02	06	00	1746	-1320	426	-416.6
2024	05	11	02	07	00	1468	-1101	367	-398.1
2024	05	11	02	08	00	1469	-1105	364	-386.0
2024	05	11	02	09	00	1490	-1094	395	-382.1
2024	05	11	02	10	00	1589	-1144	445	-385.2
2024	05	11	02	11	00	1623	-1166	457	-387.2
2024	05	11	02	12	00	1574	-1153	421	-390.0
2024	05	11	02	13	00	1650	-1255	396	-392.8
2024	05	11	02	14	00	1669	-1233	437	-396.1
2024	05	11	02	15	00	1569	-1105	464	-394.6
2024	05	11	02	16	00	1601	-1093	509	-384.7
2024	05	11	02	17	00	1637	-1080	557	-374.4
2024	05	11	02	18	00	1704	-1080	624	-377.0
2024	05	11	02	19	00	1829	-1109	720	-383.2
2024	05	11	02	20	00	1703	-970	733	-386.6
2024	05	11	02	21	00	1743	-1057	686	-381.8
2024	05	11	02	22	00	2031	-1302	729	-377.0
2024	05	11	02	23	00	2037	-1373	664	-382.9
2024	05	11	02	24	00	1818	-1127	691	-387.5
2024	05	11	02	25	00	2010	-1282	728	-393.8
2024	05	11	02	26	00	1941	-1187	754	-387.4
2024	05	11	02	27	00	2025	-1295	730	-384.1
2024	05	11	02	28	00	2114	-1411	703	-379.8
2024	05	11	02	29	00	1769	-1028	741	-379.9
2024	05	11	02	30	00	1753	-977	777	-383.8
2024	05	11	02	31	00	1789	-927	862	-388.9
2024	05	11	02	32	00	1803	-901	902	-390.4
2024	05	11	02	33	00	1687	-837	850	-388.7
2024	05	11	02	34	00	1672	-849	824	-389.4
2024	05	11	02	35	00	1532	-799	734	-402.9
2024	05	11	02	36	00	1596	-874	722	-398.8
2024	05	11	02	37	00	1767	-1082	685	-379.8
2024	05	11	02	38	00	1944	-1208	736	-362.5
2024	05	11	02	39	00	1898	-1185	713	-368.7
2024	05	11	02	40	00	2015	-1216	799	-376.8
2024	05	11	02	41	00	2010	-1135	875	-376.2
2024	05	11	02	42	00	1848	-1014	834	-375.3
2024	05	11	02	43	00	1936	-1148	789	-375.5
2024	05	11	02	44	00	1927	-1158	769	-372.6
2024	05	11	02	45	00	1983	-1171	811	-371.1
2024	05	11	02	46	00	2043	-1190	853	-368.0
2024	05	11	02	47	00	2030	-1182	848	-369.6
2024	05	11	02	48	00	2140	-1235	905	-364.2
2024	05	11	02	49	00	2199	-1282	917	-360.4
2024	05	11	02	50	00	2174	-1306	868	-367.1
2024	05	11	02	51	00	2162	-1253	908	-370.7
2024	05	11	02	52	00	2147	-1229	919	-368.8
2024	05	11	02	53	00	2212	-1333	879	-367.4
2024	05	11	02	54	00	2215	-1373	843	-361.9
2024	05	11	02	55	00	2115	-1307	808	-371.3
2024	05	11	02	56	00	2165	-1406	759	-373.2
2024	05	11	02	57	00	2152	-1376	776	-372.3
2024	05	11	02	58	00	2068	-1263	804	-367.8
2024	05	11	02	59	00	2059	-1187	872	-366.2
2024	05	11	03	00	00	2129	-1190	939	-361.2
2024	05	11	03	01	00	2098	-1212	886	-356.8
2024	05	11	03	02	00	2097	-1268	829	-352.9
2024	05	11	03	03	00	2050	-1264	787	-357.3
2024	05	11	03	04	00	2006	-1251	755	-358.1
2024	05	11	03	05	00	1864	-1204	661	-353.5
2024	05	11	03	06	00	1846	-1271	575	-350.6
2024	05	11	03	07	00	1762	-1184	578	-352.5
2024	05	11	03	08	00	1793	-1223	570	-355.0
2024	05	11	03	09	00	1790	-1220	570	-356.3
2024	05	11	03	10	00	1834	-1249	585	-356.1
2024	05	11	03	11	00	1904	-1326	578	-353.8
2024	05	11	03	12	00	1846	-1263	583	-351.4
2024	05	11	03	13	00	1750	-1181	568	-364.7
2024	05	11	03	14	00	1747	-1225	523	-375.7
2024	05	11	03	15	00	1832	-1327	506	-374.6
2024	05	11	03	16	00	1946	-1432	514	-368.7
2024	05	11	03	17	00	2019	-1548	470	-364.3
2024	05	11	03	18	00	1833	-1345	488	-358.3
2024	05	11	03	19	00	1867	-1385	481	-359.3
2024	05	11	03	20	00	1835	-1385	451	-363.3
2024	05	11	03	21	00	1707	-1267	440	-365.6
2024	05	11	03	22	00	1732	-1295	437	-368.6
2024	05	11	03	23	00	1697	-1256	440	-370.8
2024	05	11	03	24	00	1724	-1275	449	-372.6
2024	05	11	03	25	00	1743	-1306	436	-372.6
2024	05	11	03	26	00	1749	-1330	419	-369.8
2024	05	11	03	27	00	1743	-1289	453	-366.6
2024	05	11	03	28	00	1787	-1319	468	-364.9
2024	05	11	03	29	00	1956	-1483	473	-364.2
2024	05	11	03	30	00	1918	-1438	480	-363.8
2024	05	11	03	31	00	1832	-1371	460	-363.1
2024	05	11	03	32	00	1661	-1259	402	-362.1
2024	05	11	03	33	00	1515	-1141	373	-358.7
2024	05	11	03	34	00	1526	-1126	401	-355.4
