DSCOVR

#COORDINATES
GSM

year mo dy hr mn sc msc Bx By Bz Ux Uy Uz Rho T F107
#START
2024  5 11  4 19 21 393  -14.75  -33.28  -18.32  -688.7   -65.3    45.2    14.26  532749.0  230.8
2024  5 11  4 19 53 674  -12.80  -35.46   -8.01  -699.0   -61.4    42.5    22.04  196692.0  230.8
2024  5 11  4 20 50 234  -12.10  -35.70   -5.04  -700.4   -63.4    44.6    25.41  189464.0  230.8
2024  5 11  4 21 45 754  -11.58  -36.35   -2.11  -702.0   -61.0    43.2    24.17  193262.0  230.8
2024  5 11  4 23  4  73  -10.83  -37.69   -3.70  -695.2   -56.2    48.3    20.07  190879.0  230.8
2024  5 11  4 24  5 415  -11.92  -37.60    0.73  -694.7   -48.7    56.1    18.71  208594.0  230.8
2024  5 11  4 25 14 318  -13.55  -37.51   -3.45  -691.4   -57.7    62.5    15.16  274648.0  230.8
2024  5 11  4 26  5 684  -13.06  -37.39   -3.64  -694.5   -63.1    57.2    15.08  286186.0  230.8
2024  5 11  4 26 44 178  -15.17  -36.54   -4.94  -702.7   -56.1    52.8    15.06  343817.0  230.8
2024  5 11  4 27 32 961  -15.23  -36.54   -5.10  -707.0   -62.1    53.6    15.14  355507.0  230.8
2024  5 11  4 28 53 409  -16.34  -35.97   -5.90  -699.2   -62.0    60.6    13.93  345911.0  230.8
2024  5 11  4 29 55 798  -14.46  -36.97   -2.64  -698.2   -65.9    60.6    15.89  397819.0  230.8
2024  5 11  4 30 55 532  -12.87  -36.97   -1.25  -698.4   -54.0    76.1    15.41  320988.0  230.8
2024  5 11  4 31 58 459  -13.25  -35.39   -2.86  -697.2   -51.9    78.9    21.41  182749.0  230.8
2024  5 11  4 32 49 706  -13.19  -34.94   -0.43  -700.5   -47.4    85.1    23.51  181837.0  230.8
2024  5 11  4 33 51 555  -12.47  -33.26    6.88  -699.9   -41.6    78.9    23.29  200125.0  230.8
2024  5 11  4 35  4 341  -11.58  -31.69   13.96  -695.0   -34.7    71.5    20.96  205876.0  230.8
2024  5 11  4 36  7 296  -10.65  -31.81   13.08  -694.0   -35.5    70.0    22.97  203528.0  230.8
2024  5 11  4 36 58 726  -10.41  -32.17   12.42  -697.2   -31.5    73.3    25.24  201024.0  230.8
2024  5 11  4 38 30 726  -12.41  -31.29   12.51  -685.4   -31.9    71.3    23.98  166502.0  230.8
2024  5 11  4 39 25 225  -12.45  -31.64   11.37  -687.4   -30.3    72.1    24.87  152152.0  230.8
2024  5 11  4 40 34  42  -12.39  -31.65   10.79  -684.2   -30.1    77.1    24.52  120310.0  230.8
2024  5 11  4 41 27 147  -11.65  -31.97   11.46  -686.7   -32.1    72.7    21.47  131564.0  230.8
2024  5 11  4 42 31 554  -17.01  -31.47    6.59  -685.0   -37.5    78.8    18.73  146460.0  230.8
2024  5 11  4 43 54 186  -17.47  -32.41    4.89  -677.0   -49.2    78.7    14.96  168497.0  230.8
2024  5 11  4 44 51 555  -13.29  -34.43   10.14  -699.9   -57.1    75.4    17.97  327783.0  230.8
2024  5 11  4 45 47 596  -13.01  -34.47   10.53  -701.4   -59.0    76.9    16.52  296744.0  230.8
2024  5 11  4 46 40 249  -12.49  -34.90   11.16  -704.2   -67.0    72.5    17.30  348037.0  230.8
2024  5 11  4 47 49 706  -12.89  -34.20   12.66  -700.5   -64.1    65.8    17.25  357903.0  230.8
2024  5 11  4 48 32 443  -10.20  -35.28   11.77  -707.2   -61.3    72.5    17.38  369706.0  230.8
2024  5 11  4 49 35  38  -10.98  -35.01   11.96  -706.2   -59.0    64.8    16.54  314121.0  230.8
2024  5 11  4 50 36 338  -10.59  -35.74   10.52  -705.7   -49.9    73.6    17.75  316476.0  230.8
2024  5 11  4 51 38 422  -10.86  -35.44   11.16  -704.9   -50.1    70.3    17.18  304562.0  230.8
2024  5 11  4 52 33 739  -10.27  -35.46   11.10  -706.7   -48.5    70.1    17.74  285346.0  230.8
2024  5 11  4 53 40 772  -10.13  -35.15   11.04  -704.0   -48.0    76.3    18.37  279523.0  230.8
2024  5 11  4 54 55 798  -10.75  -35.51    8.79  -698.2   -46.2    74.1    18.50  259190.0  230.8
2024  5 11  4 55 48 914  -10.79  -35.36    8.16  -700.9   -38.5    73.7    19.02  221329.0  230.8
2024  5 11  4 56 28  49   -9.85  -35.45    9.62  -708.9   -44.3    69.6    18.60  249501.0  230.8
2024  5 11  4 57 21 368   -9.36  -35.44    9.48  -711.5   -44.2    69.5    19.19  276989.0  230.8
2024  5 11  4 58 30 631  -10.20  -35.39    7.91  -707.9   -40.5    74.1    19.72  261218.0  230.8
2024  5 11  5  0  0 327  -12.33  -35.13    2.44  -696.5   -30.4    80.5    20.41  202175.0  230.8
2024  5 11  5  1  4  73  -13.22  -35.00    5.33  -695.2   -34.0    75.6    19.75  191670.0  230.8
2024  5 11  5  2  3   1  -13.73  -34.91    4.21  -695.5   -29.6    79.6    20.30  190055.0  230.8
2024  5 11  5  3  2 198  -13.25  -35.46    4.03  -695.9   -33.3    79.9    18.94  231985.0  230.8
2024  5 11  5  3 52  85  -11.82  -35.25    6.86  -699.7   -30.3    64.9    20.46  205224.0  230.8
2024  5 11  5  4 54 736  -11.27  -35.54    7.11  -698.7   -33.1    67.0    20.11  215431.0  230.8
2024  5 11  5  5 34 518   -9.96  -36.00    8.16  -706.4   -34.2    61.8    22.53  228713.0  230.8
2024  5 11  5  6 46 806   -9.42  -36.03    8.80  -701.7   -34.7    70.5    21.51  199221.0  230.8
2024  5 11  5  7 49 441  -10.33  -35.39    7.33  -700.7   -37.9    69.9    27.61  146912.0  230.8
2024  5 11  5  8 52  85  -12.10  -33.87    3.08  -699.7   -38.6    81.3    43.61  112815.0  230.8
2024  5 11  5  9 34 518   -8.15  -34.14   10.77  -706.4   -40.2    65.5    40.79  157691.0  230.8
2024  5 11  5 10 46  17   -9.43  -35.45    9.22  -702.0   -42.7    70.0    30.97  169729.0  230.8
2024  5 11  5 11 32 443   -8.66  -35.85   10.94  -707.2   -54.8    68.5    23.52  240616.0  230.8
2024  5 11  5 12 45 754   -8.71  -35.73   11.31  -702.0   -48.0    72.9    24.02  198743.0  230.8
2024  5 11  5 13 54 205   -9.11  -35.87   10.32  -698.9   -40.0    81.7    26.16  192604.0  230.8
2024  5 11  5 14 54 205  -10.21  -35.75    8.37  -698.9   -46.4    86.8    25.47  197724.0  230.8
2024  5 11  5 15 53 674  -10.12  -36.06    6.93  -699.0   -44.7    93.8    26.56  201361.0  230.8
2024  5 11  5 16 59 259  -10.25  -36.11    1.31  -697.0   -38.2    87.7    32.24  159023.0  230.8
2024  5 11  5 17 55 798  -10.18  -36.63   -1.48  -698.2   -35.7    87.5    29.31  182656.0  230.8
2024  5 11  5 19  4 610  -12.37  -36.63    2.68  -695.0   -33.6    79.5    25.75  199561.0  230.8
2024  5 11  5 19 58 993  -13.23  -36.22    5.01  -697.0   -34.5    81.3    24.81  193433.0  230.8
2024  5 11  5 20 48 386  -11.61  -36.54   -0.43  -701.0   -43.0    74.5    28.28  200499.0  230.8
2024  5 11  5 21 57 128  -10.65  -36.93   -0.14  -697.7   -48.3    79.9    28.90  188427.0  230.8
2024  5 11  5 23  8 373   -9.73  -37.79   -3.22  -693.5   -56.8    61.6    27.15  175711.0  230.8
2024  5 11  5 24 12 152  -11.78  -37.88   -1.46  -692.2   -51.4    66.9    27.46  182826.0  230.8
2024  5 11  5 25 26 872  -11.08  -37.97   -0.89  -686.7   -45.6    69.2    27.38  168922.0  230.8
2024  5 11  5 26 31 278  -10.17  -38.64    1.44  -685.2   -43.0    85.0    25.49  162854.0  230.8
2024  5 11  5 27 33 489   -8.94  -37.65   -9.67  -684.4   -40.4    96.3    25.82  143294.0  230.8
2024  5 11  5 28 30 726   -9.65  -40.11   -6.21  -685.4   -44.1   104.2    17.19  230016.0  230.8
2024  5 11  5 29 34 319   -8.63  -39.83   -3.40  -684.0   -51.5   101.6    22.65  174890.0  230.8
2024  5 11  5 30 25 774   -8.75  -39.94   -5.91  -687.2   -27.8   115.4    19.15  159921.0  230.8
2024  5 11  5 31 13 235   -6.78  -37.55  -15.77  -691.7   -38.6   104.0    21.80  160574.0  230.8
2024  5 11  5 32 24 403   -7.09  -39.74   -5.62  -687.7   -26.3    94.8    22.20  128443.0  230.8
2024  5 11  5 33 42 384   -7.58  -39.47   -6.24  -681.2   -25.3    68.3    23.76  147170.0  230.8
2024  5 11  5 34 55 317   -7.43  -38.59  -11.86  -676.5   -20.2    61.9    22.32  140139.0  230.8
2024  5 11  5 35 30 175   -4.45  -37.32  -18.50  -685.5   -21.5    96.3    19.81  150864.0  230.8
2024  5 11  5 36 56 734  -13.99  -39.54   -0.37  -676.0   -27.5    75.6    17.43  140887.0  230.8
2024  5 11  5 37 46  21   -8.31  -33.22  -16.31  -679.9   -19.3    66.9    25.44  142890.0  230.8
2024  5 11  5 38 31 830  -12.69  -32.69   -3.61  -685.0   -35.0    49.2    29.61  171051.0  230.8
2024  5 11  5 39 19 483  -14.26  -31.58   -2.11  -689.5   -42.3    46.3    31.39  199586.0  230.8
2024  5 11  5 40 31 278  -13.21  -31.01   -2.04  -685.2   -36.8    46.3    30.65  199126.0  230.8
2024  5 11  5 41 42 663  -12.82  -33.40    0.41  -681.0   -36.5    44.8    32.03  134155.0  230.8
2024  5 11  5 42 18 666  -15.58  -33.62    4.92  -689.7   -44.2    57.6    28.98  183160.0  230.8
2024  5 11  5 43 20 847  -15.03  -30.70    3.67  -689.0   -39.8    54.7    32.12  241523.0  230.8
2024  5 11  5 44 21 666  -16.38  -30.09    5.34  -688.7   -45.9    57.1    32.83  232569.0  230.8
2024  5 11  5 45 18 394  -17.54  -28.88    5.47  -689.9   -47.7    60.5    30.79  263649.0  230.8
2024  5 11  5 46 43 222  -17.42  -29.22    6.08  -680.9   -58.4    47.4    29.08  171050.0  230.8
2024  5 11  5 47 35 705  -20.70  -27.07    7.89  -683.5   -68.8    49.3    29.89  208999.0  230.8
2024  5 11  5 48  4 878  -23.34  -27.43    8.31  -694.9   -54.3    49.2    29.68  204918.0  230.8
2024  5 11  5 48 22 906  -28.07  -23.32   11.10  -710.9   -39.1    61.3    29.85  220155.0  230.8
2024  5 11  5 49 39 466  -29.70  -21.42   10.99  -704.5   -40.8    58.8    28.71  207038.0  230.8
2024  5 11  5 50 49 706  -30.06  -21.81    9.11  -700.5   -46.2    52.3    27.78  202480.0  230.8
2024  5 11  5 51 44 178  -25.55  -26.90    5.48  -702.7   -48.4    48.2    27.00  200107.0  230.8
2024  5 11  5 52 39 466  -22.97  -30.11    0.53  -704.5   -44.7    50.6    29.18  205028.0  230.8
2024  5 11  5 53 41 819  -24.70  -27.96    0.66  -703.5   -47.7    48.5    28.91  221412.0  230.8
2024  5 11  5 54 54 470  -24.10  -28.34   -0.69  -698.7   -45.8    41.5    28.71  195400.0  230.8
2024  5 11  5 56  6 221  -22.03  -26.74   -2.81  -694.4   -42.9    29.2    29.52  226752.0  230.8
2024  5 11  5 57  6 490  -21.38  -24.66   -1.00  -694.2   -41.8    22.9    29.99  259780.0  230.8
2024  5 11  5 58 23 581  -17.15  -22.81   -0.20  -688.0   -31.9    11.0    32.52  289593.0  230.8
2024  5 11  5 59 37  92  -12.41  -21.33    6.74  -683.0   -23.4    21.8    32.55  277238.0  230.8
2024  5 11  6  0 58 436   -9.61  -25.34   17.93  -675.5   -18.7    43.4    25.24  215555.0  230.8
2024  5 11  6  4 17 655  -11.25  -14.29  -18.22  -668.7     6.1    27.1    35.49  229737.0  230.8
2024  5 11  6  5 13 896   -8.86  -17.92  -19.44  -670.0     5.3    26.9    34.70  211859.0  230.8
2024  5 11  6  6 24 925  -14.78  -11.64  -22.80  -666.2    -5.1    15.5    33.25  221830.0  230.8
2024  5 11  6  7 27 849  -14.61   -8.48  -25.76  -665.2    -1.3    28.2    33.95  218931.0  230.8
2024  5 11  6  8 33 133  -13.88   -8.65  -25.80  -663.5     8.5    40.8    33.40  198689.0  230.8
2024  5 11  6  9 31 662  -15.60   -8.09  -25.73  -664.0     4.4    43.7    31.13  208952.0  230.8
2024  5 11  6 10 32 544  -14.62   -6.86  -26.77  -663.7    10.9    43.0    31.82  206950.0  230.8
2024  5 11  6 11 31 956  -13.10   -6.18  -27.40  -663.9    11.0    42.2    32.26  205158.0  230.8
2024  5 11  6 12 26 678  -10.09   -6.40  -27.85  -665.7    10.0    35.1    32.37  195915.0  230.8
2024  5 11  6 13 30 781   -9.45   -5.48  -28.66  -664.2    10.7    46.2    29.33  188793.0  230.8
2024  5 11  6 14 33 722  -10.67   -6.43  -25.94  -663.2    12.7    36.7    30.74  206987.0  230.8
2024  5 11  6 15 21 429  -10.95   -7.47  -27.55  -667.5    12.2    43.0    30.76  265768.0  230.8
2024  5 11  6 16 17  76  -14.05   -7.20  -25.83  -669.0     4.7    31.4    28.95  274854.0  230.8
2024  5 11  6 17 17 365  -16.61   -7.29  -25.45  -668.9    12.4    54.8    28.09  447382.0  230.8
2024  5 11  6 18 17 945  -22.29  -11.35  -21.27  -668.7    17.6    70.4    28.01 1096829.0  230.8
2024  5 11  6 19 17 365  -24.45  -11.60  -18.19  -668.9    11.6    74.4    27.35 1213265.0  230.8
2024  5 11  6 20  9   2  -25.98   -9.84  -18.84  -671.7     7.2    80.4    26.43 1269366.0  230.8
2024  5 11  6 21 16 497  -28.43   -9.03  -15.23  -669.2     5.1    77.7    27.87 1342887.0  230.8
2024  5 11  6 22 31  75  -17.88   -6.86  -25.48  -664.2     8.8    59.5    29.93  772237.0  230.8
2024  5 11  6 22 45 741  -16.26   -4.09  -27.80  -680.0     8.9    54.5    29.23  772369.0  230.8
2024  5 11  6 23 40 152  -15.71   -2.76  -28.58  -682.0     9.2    56.9    26.84  615146.0  230.8
2024  5 11  6 24 47 424  -16.01   -1.86  -29.19  -679.4     7.0    65.3    25.73  552527.0  230.8
2024  5 11  6 25 23 307  -15.41    0.20  -29.57  -688.0     1.7    67.9    26.91  621846.0  230.8
2024  5 11  6 27  1 850  -18.90   -4.16  -25.06  -674.2    11.3    56.7    29.91  783820.0  230.8
2024  5 11  6 28 29 900  -22.40  -11.72  -17.79  -664.5    22.9    44.7    30.15  704160.0  230.8
2024  5 11  6 29 21 138  -23.39  -13.31  -16.49  -667.5    25.5    53.6    30.76  871394.0  230.8
2024  5 11  6 30 30 487  -22.39  -13.04  -17.86  -664.4    23.1    56.2    31.48  776637.0  230.8
2024  5 11  6 31  1 850  -22.30  -10.36  -23.48  -674.2    19.7    46.0    28.40  676235.0  230.8
2024  5 11  6 31 10 801  -17.36   -0.06  -30.88  -692.7    -4.1    23.9    32.94  431473.0  230.8
2024  5 11  6 32 12 152  -12.64    5.77  -32.76  -692.2   -11.8    30.1    31.02  326608.0  230.8
2024  5 11  6 33  8 643  -14.03    3.61  -32.03  -693.5    -8.0    24.1    32.03  346104.0  230.8
2024  5 11  6 34 12 693  -12.47    6.45  -33.72  -692.0    -8.0    22.7    34.15  286950.0  230.8
2024  5 11  6 35 30 450  -14.15    8.24  -33.45  -685.5    -0.7    14.6    35.11  243409.0  230.8
2024  5 11  6 36 31 278  -12.69    9.66  -33.07  -685.2    -4.0    15.6    36.22  235299.0  230.8
2024  5 11  6 37 27 971  -10.59   11.14  -33.03  -686.4    -8.7    26.2    40.00  222543.0  230.8
2024  5 11  6 38 31   2  -12.36   12.86  -32.73  -685.2   -11.8    24.9    38.22  217525.0  230.8
2024  5 11  6 39 15 132  -11.06   11.10  -33.22  -691.0    -7.9    21.0    37.21  199287.0  230.8
2024  5 11  6 40  4 878  -10.56   10.00  -35.34  -694.9    -3.3    11.0    33.08  210738.0  230.8
2024  5 11  6 41  0 594   -9.71   12.90  -33.19  -696.5    -2.1    14.5    38.20  214662.0  230.8
2024  5 11  6 41 46 280   -7.72   12.67  -32.57  -701.9    -6.4    14.9    43.34  229513.0  230.8
2024  5 11  6 42 54 470   -8.24   10.21  -34.40  -698.7    -3.4    14.8    40.43  197092.0  230.8
2024  5 11  6 43 47  69   -9.33   14.85  -35.79  -701.5    -8.7    10.7    33.51  265656.0  230.8
2024  5 11  6 44 54 735   -7.08   16.16  -37.04  -698.7   -12.3     4.0    38.32  167290.0  230.8
2024  5 11  6 45 48 650   -5.51   10.99  -38.79  -701.0     0.6    25.9    37.27  189184.0  230.8
2024  5 11  6 46 34 778   -4.29   10.42  -37.60  -706.2     2.5    28.2    38.61  242164.0  230.8
2024  5 11  6 47 23 162   -2.28   13.54  -34.41  -710.7   -10.9    13.2    40.07  271913.0  230.8
2024  5 11  6 48 24 702   -3.90   12.65  -34.75  -710.2    -9.8    15.9    41.44  264433.0  230.8
2024  5 11  6 49 33 739   -2.98   14.12  -35.71  -706.7    -4.7    22.7    40.24  244758.0  230.8
2024  5 11  6 50 29  81   -4.35   13.07  -37.93  -708.5    -1.9     9.3    37.34  220858.0  230.8
2024  5 11  6 51 27 275   -5.03   14.40  -38.74  -709.2     4.4     9.7    36.76  186159.0  230.8
2024  5 11  6 52 38 422   -4.09   12.86  -39.41  -704.9     5.6    11.3    38.92  168063.0  230.8
2024  5 11  6 53 41 819   -1.75    9.81  -38.48  -703.5     4.8    10.0    39.87  195922.0  230.8
2024  5 11  6 54 45 491   -1.08   11.98  -39.71  -702.2     6.3     9.3    39.38  135380.0  230.8
2024  5 11  6 55 52 614    0.26   12.93  -39.34  -699.5     6.4    12.9    40.30  147367.0  230.8
2024  5 11  6 56 57 128    1.09   13.26  -40.39  -697.7     0.8    32.5    36.04  156529.0  230.8
2024  5 11  6 58  8 373    1.10   16.21  -40.63  -693.5    -3.1    35.6    33.17  146514.0  230.8
2024  5 11  6 59 29 899   -1.15   17.55  -39.96  -685.7    -1.5    22.1    30.97  121541.0  230.8
2024  5 11  7  0 47 143   -0.35   21.44  -38.72  -679.5     0.7    26.6    28.18  113795.0  230.8
2024  5 11  7  1 32 659   -2.54   23.54  -37.23  -684.7    -1.9    24.3    29.77  110304.0  230.8
2024  5 11  7  2 15 403   -1.64   24.54  -36.29  -691.0    -2.9    31.0    31.90  146623.0  230.8
2024  5 11  7  3  9 721   -1.03   24.86  -35.58  -693.0    -5.1    34.7    33.31  162095.0  230.8
2024  5 11  7  4 17 849   -1.35   23.87  -36.40  -690.0     3.8    22.0    29.32  139199.0  230.8
2024  5 11  7  5  8 643   -0.93   24.67  -36.04  -693.5    -0.6    17.8    31.21  159251.0  230.8
2024  5 11  7  6  1 128   -0.25   26.52  -34.00  -696.2    -0.1    20.8    36.42  160917.0  230.8
2024  5 11  7  6 59 259    1.76   23.70  -36.14  -697.0    -8.3    26.0    39.29  177392.0  230.8
2024  5 11  7  7 36 598    4.43   20.71  -36.85  -705.5     8.1    24.9    44.39  151386.0  230.8
2024  5 11  7  8 47 596    2.36   25.12  -34.50  -701.4     4.3    21.2    45.36  140325.0  230.8
2024  5 11  7 10  4 878    1.04   25.64  -34.67  -694.9    -0.7    30.0    42.02  143189.0  230.8
2024  5 11  7 11  9 451   -0.20   26.07  -34.29  -693.2     7.8    21.2    39.42  134988.0  230.8
2024  5 11  7 12 24 403   -1.77   26.78  -34.37  -687.7   -12.5    43.3    34.29  128179.0  230.8
2024  5 11  7 13 23 307   -1.51   26.02  -35.56  -688.0   -14.2    40.9    35.15  127856.0  230.8
2024  5 11  7 14 10 261    0.21   25.86  -35.27  -692.9   -10.4    42.3    36.07  149504.0  230.8
2024  5 11  7 15  0 594    0.71   29.54  -32.31  -696.5   -19.5    35.6    37.08  156846.0  230.8
2024  5 11  7 16 15 946    0.29   28.43  -33.81  -690.7   -11.9    40.1    31.63  138449.0  230.8
2024  5 11  7 17 54 186   -1.86   33.61  -28.62  -677.0   -15.8    24.2    28.76  126358.0  230.8
2024  5 11  7 18 46 862   -8.06   34.17  -27.89  -679.5   -10.5    29.9    28.78  117047.0  230.8
2024  5 11  7 19 35 705   -5.17   36.15  -24.50  -683.5   -11.1    27.7    27.77  119993.0  230.8
2024  5 11  7 20 29  72   -4.07   37.21  -22.46  -686.0   -14.9    19.9    28.63  125835.0  230.8
2024  5 11  7 21 44 620   -6.35   37.58  -20.97  -680.4   -18.1    19.5    27.51  113234.0  230.8
2024  5 11  7 22 15 675    2.29   36.27  -21.37  -690.9   -24.1    29.6    37.70  149661.0  230.8
2024  5 11  7 22 56  64    2.98   37.88  -18.93  -698.2   -31.5    24.0    39.84  172544.0  230.8
2024  5 11  7 23 47 596    4.59   36.87  -20.76  -701.4   -31.7    25.9    40.40  183730.0  230.8
2024  5 11  7 24 53 409    1.51   39.25  -16.32  -699.2   -40.7    26.7    39.04  175291.0  230.8
2024  5 11  7 25 55   1    1.78   38.66  -15.55  -698.5   -40.2    24.6    40.86  179378.0  230.8
2024  5 11  7 26 49 178    1.43   39.81  -12.65  -700.7   -37.2    21.9    42.33  186240.0  230.8
2024  5 11  7 27 53 409    4.64   33.02  -19.98  -699.2     2.2   -25.0    40.15  177104.0  230.8
2024  5 11  7 28 43 391    3.74   38.25  -14.15  -703.0    -3.7    -1.8    32.02  207807.0  230.8
2024  5 11  7 29 34 778    4.58   41.78   -9.67  -706.2   -27.4    15.6    28.74  221147.0  230.8
2024  5 11  7 30 34 518    6.64   41.07   -8.42  -706.4   -36.6     5.1    28.90  245714.0  230.8
2024  5 11  7 31 46  17    7.85   41.80   -3.30  -702.0   -46.7    16.1    27.50  251203.0  230.8
2024  5 11  7 32 55 267    8.79   40.99    0.94  -698.5   -46.2    26.7    28.38  253918.0  230.8
2024  5 11  7 33 48 914    8.71   39.82    6.63  -700.9   -52.9    24.4    25.80  266022.0  230.8
2024  5 11  7 34 38 944    7.01   37.27    6.31  -704.7   -51.9    21.8    26.39  334017.0  230.8
2024  5 11  7 36  7 566    4.60   36.01   10.26  -693.9   -18.8    13.1    30.45  201377.0  230.8
2024  5 11  7 37  0 594    5.40   36.02    4.04  -696.5   -21.5    -5.4    33.37  199341.0  230.8
2024  5 11  7 37 53 144    5.25   34.89    5.70  -699.2   -22.6     2.6    34.71  192888.0  230.8
2024  5 11  7 38 35  38    4.88   35.04    3.95  -706.2   -20.5    13.8    36.10  237011.0  230.8
2024  5 11  7 39 59 526    0.63   34.61    8.12  -696.9    31.5    18.3    33.89  177325.0  230.8
2024  5 11  7 41  7 296   -1.83   33.74   10.27  -694.0    30.8    15.2    33.66  164687.0  230.8
2024  5 11  7 41 59 793    4.07   32.63    8.54  -696.7    18.4     8.5    32.65  193860.0  230.8
2024  5 11  7 43 20 847    3.14   32.73   15.53  -689.0    29.2    15.6    31.35  152898.0  230.8
2024  5 11  7 44 26 323    6.09   34.40    4.04  -687.0    25.3    -2.3    31.97  172209.0  230.8
2024  5 11  7 45 29  72    6.14   33.64    2.31  -686.0    30.1    -0.4    31.91  147061.0  230.8
2024  5 11  7 46 19 211    7.91   33.71    2.94  -689.5    20.8    12.6    28.92  205332.0  230.8
2024  5 11  7 47  8 912    5.39   32.18    3.20  -693.4    27.3    -0.3    38.48  177968.0  230.8
2024  5 11  7 47 55 532    4.93   32.57    4.49  -698.4     7.4     5.7    37.47  180279.0  230.8
2024  5 11  7 48 53 940    5.88   31.21   12.56  -699.0     3.1     5.2    30.90  212323.0  230.8
2024  5 11  7 49 16 518    5.90   28.30   15.12  -713.4   -40.8    11.3    20.94  469046.0  230.8
2024  5 11  7 50  5 383    6.27   28.30   12.97  -717.7   -43.3     9.1    22.88  440678.0  230.8
2024  5 11  7 51 28  49    4.30   30.77    9.35  -708.9   -69.8    15.4    21.64  504204.0  230.8
2024  5 11  7 52 37 640    1.36   30.62    6.92  -705.2   -65.6    25.3    20.87  461225.0  230.8
2024  5 11  7 53 27 533    3.57   27.38   13.84  -709.0   -61.2    13.6    20.81  454992.0  230.8
2024  5 11  7 55  0 327    0.77    8.15  -27.87  -696.5     4.0     9.1    24.36  404751.0  230.8
2024  5 11  7 56  2 198   -1.87    7.34  -31.67  -695.9    15.3   -20.8    24.94  379120.0  230.8
2024  5 11  7 57  0  60   -1.19    5.51  -28.82  -696.7     6.9   -20.1    26.06  369015.0  230.8
2024  5 11  7 57 55 267   -2.12    2.66  -27.63  -698.5    19.3   -15.7    26.95  428431.0  230.8
2024  5 11  7 58 47 596   -1.00    5.53  -28.82  -701.4    12.3    -8.2    22.78  408843.0  230.8
2024  5 11  8  0 20 574   -3.28    0.86  -24.05  -689.0    38.6    -4.7    22.81  379091.0  230.8
2024  5 11  8  1  3   1    4.70   20.09  -25.94  -695.5    26.9     7.6    19.93  469529.0  230.8
2024  5 11  8  1 39 205    3.89    6.57  -28.74  -704.5    33.3     4.1    20.82  513057.0  230.8
2024  5 11  8  3 20 301    4.20   22.59  -24.51  -689.2    33.5    36.6    20.23  521978.0  230.8
2024  5 11  8  5  1 850   -0.28   22.07  -23.89  -674.2    34.8    21.2    20.46  717901.0  230.8
2024  5 11  8  5 27 971    4.19   19.28  -25.84  -686.4    41.8    31.7    20.33  800440.0  230.8
2024  5 11  8  6 33 765    1.09   16.73  -27.36  -684.2    49.7    30.5    20.07  488909.0  230.8
2024  5 11  8  7 37 926    3.82   17.48  -25.83  -682.7    47.1     7.3    20.23  541524.0  230.8
2024  5 11  8  8 40 249    7.62   22.95  -15.08  -704.2    29.1    -8.1    23.37  592431.0  230.8
2024  5 11  8  9 15 245    8.03   21.56   -7.87  -713.9    26.7   -35.5    25.52  579761.0  230.8
2024  5 11  8 10 16 263   -2.06   19.08  -22.99  -713.5    -8.8   -42.9    53.28  145351.0  230.8
2024  5 11  8 10 53 390   -1.21   18.38  -18.82  -722.5   -27.3   -23.0    39.40  269523.0  230.8
2024  5 11  8 11 40 332    0.99   18.80  -14.95  -727.9   -26.5   -23.2    39.90  313443.0  230.8
2024  5 11  8 13  6 893    2.15   23.77  -14.35  -717.2   -29.3    -8.5    30.12  305480.0  230.8
2024  5 11  8 14 30 372   11.40   28.83   -3.18  -708.0   -14.8    -3.4    25.74  289525.0  230.8
2024  5 11  8 15 19  67   10.77   28.41   -3.83  -712.4   -31.1    -8.4    27.01  272256.0  230.8
2024  5 11  8 16 11 439   10.64   27.97   -4.86  -715.4   -19.3    -6.9    28.67  289390.0  230.8
2024  5 11  8 17 24 959   11.03   31.19   -3.79  -710.0   -21.0    -1.2    25.82  271981.0  230.8
2024  5 11  8 17 47 700    0.93   21.45  -10.16  -724.9   -16.5   -19.6    31.43  304064.0  230.8
2024  5 11  8 18 48 440   -4.63   21.80  -14.79  -724.5   -18.1   -21.3    31.47  293815.0  230.8
2024  5 11  8 20  7 145   -4.13   30.02  -15.46  -717.0     2.7    -9.3    35.33  188753.0  230.8
2024  5 11  8 21 12 453   -4.57   26.44  -20.83  -715.0    -2.3   -16.2    37.39  162296.0  230.8
2024  5 11  8 22 24 959   -6.73   23.53  -22.36  -710.0    -6.0   -15.5    31.42  164361.0  230.8
2024  5 11  8 23 28  49   -6.55   20.71  -25.96  -708.9    -7.3    -5.1    38.09  166034.0  230.8
2024  5 11  8 24 32 961   -8.90   13.42  -29.35  -707.0   -11.5     1.2    34.20  191004.0  230.8
2024  5 11  8 25 17 282   -8.77   14.50  -29.99  -713.0    -3.0   -18.3    36.03  180019.0  230.8
2024  5 11  8 26  5 383  -12.46   11.19  -32.54  -717.7     8.3   -31.6    31.89  209332.0  230.8
2024  5 11  8 26 38 866  -16.59    4.09  -32.86  -728.5   -10.5   -35.6    29.79  209746.0  230.8
2024  5 11  8 28 38 161   -7.56   17.20  -29.83  -705.0    31.2   -20.8    27.28  137607.0  230.8
2024  5 11  8 29 57 619  -12.66   17.95  -34.37  -720.9   -12.2   -18.8    14.34  294729.0  230.8
2024  5 11  8 31 38 422   -9.45   23.40  -31.81  -704.9    16.2   -21.0    15.26  169711.0  230.8
