Created with imf_median.pro
Median of IMF_ballistic_WIND_bad.dat, IMF_ballistic_ACE.dat, IMF_ballistic_DSCOVER_bad.dat
Units: nT, km/s, K

#COORDINATES
GSM

year mo dy hr mn sc msc Bx By Bz Ux Uy Uz Rho T F107
#START
2024  5 10 11 15 18 394      -2.16      -2.38      -3.19    -420.80       0.60      -0.33       3.24   60121.03     233.50
2024  5 10 11 16 23 514      -1.96      -2.21      -3.21    -420.00       0.60      -0.38       3.11   70637.19     233.50
2024  5 10 11 17 23 632      -2.39      -2.05      -3.19    -420.00       0.60      -0.40       2.91   76838.64     233.50
2024  5 10 11 19  8   6      -2.19      -2.08      -2.84    -413.40       0.60      -0.40       3.08   80327.48     233.50
2024  5 10 11 20 20 523      -2.24      -1.98      -3.15    -411.60       0.60      -0.40       3.16   68858.16     233.50
2024  5 10 11 20 50 898      -2.11      -1.95      -3.27    -415.90       0.60      -0.40       3.11   65517.34     233.50
2024  5 10 11 21 16 560      -1.98      -1.94      -3.36    -421.10       0.60      -0.40       3.11   65914.16     233.50
2024  5 10 11 21 39 490      -1.93      -1.97      -3.30    -426.80       0.60      -0.37       3.17   75843.25     233.50
2024  5 10 11 22 31 856      -1.90      -2.06      -3.16    -428.00       0.60      -0.32       3.03   98399.98     233.50
2024  5 10 11 23 24 265      -1.97      -2.47      -3.08    -429.20       0.60      -0.40       2.90  110736.22     233.50
2024  5 10 11 24 16 723      -1.82      -2.31      -3.26    -430.30       0.60      -0.39       2.77   91154.21     233.50
2024  5 10 11 25  9 216      -1.76      -2.18      -3.43    -431.50       0.60      -0.30       2.64   71559.14     233.50
2024  5 10 11 26  1 750      -2.13      -2.09      -3.23    -432.70       0.60      -0.40       2.50   84921.36     233.50
2024  5 10 11 26 54 333      -2.04      -2.14      -3.20    -433.90       0.60      -0.40       2.37   90336.34     233.50
2024  5 10 11 27 54 939      -2.08      -2.31      -3.07    -433.80       0.60      -0.40       2.35   89482.06     233.50
2024  5 10 11 29 13 920      -2.11      -2.43      -2.98    -430.80       0.60      -0.40       2.59   81546.96     233.50
2024  5 10 11 30 19 115      -2.03      -2.50      -2.97    -430.00       0.60      -0.40       2.57   75494.95     233.50
2024  5 10 11 31 17 795      -2.03      -2.44      -3.01    -430.20       0.60      -0.40       2.43   78979.91     233.50
2024  5 10 11 32 16 105      -2.14      -2.36      -2.86    -430.50       0.60      -0.40       2.57   75602.62     233.50
2024  5 10 11 33 14 417      -2.04      -2.36      -2.88    -430.70       0.60      -0.40       2.72   68834.57     233.50
2024  5 10 11 34 11 324      -1.94      -2.41      -3.21    -431.20       0.60       0.00       2.98   62766.28     233.50
2024  5 10 11 34 58 586      -1.96      -2.70      -2.86    -433.30       0.60      -0.40       3.35   61386.23     233.50
2024  5 10 11 35 41 258      -2.04      -2.55      -3.06    -436.10       0.60      -0.40       3.75   57742.99     233.50
2024  5 10 11 37 38 804      -1.97      -2.29      -3.23    -426.90       0.60      -0.40       3.31   57936.92     233.50
2024  5 10 11 39 43 659      -1.53      -1.96      -3.02    -417.00       0.60       0.00       2.91   57113.31     233.50
2024  5 10 11 41 25 894      -2.07      -1.70      -3.26    -410.80       0.60      -0.11       3.00   58764.80     233.50
2024  5 10 11 42 37 931      -2.09      -1.47      -3.50    -409.10       0.60      -0.40       3.03   59529.30     233.50
2024  5 10 11 43 19   7      -2.04      -1.33      -3.55    -411.80       0.60      -0.40       2.98   54526.90     233.50
2024  5 10 11 44 19 467      -1.92      -1.31      -3.51    -412.96       0.60      -0.40       2.99   53995.20     233.50
2024  5 10 11 45 24 925      -1.95      -0.92      -3.26    -411.00       0.60      -0.40       3.09   57443.80     233.50
2024  5 10 11 46 30 730      -1.98      -0.58      -2.88    -410.10       0.60       0.00       3.46   70187.50     233.50
2024  5 10 11 47 31 673      -2.04      -0.73      -2.57    -416.91       0.60       0.00       3.60   80689.00     233.50
2024  5 10 11 48 29  67      -2.19      -0.86      -2.72    -413.84       0.00      -0.40       3.59   89231.80     233.50
2024  5 10 11 49 31 250      -2.32      -0.74      -3.06    -410.10       0.60      -0.40       3.57   85614.60     233.50
2024  5 10 11 50 29 618      -2.45      -0.49      -3.11    -410.30       0.60      -0.40       3.55   83242.10     233.50
2024  5 10 11 51  8 957      -2.44      -0.49      -3.10    -413.30       0.60      -0.40       3.57   96199.70     233.50
2024  5 10 11 51 55  89      -2.36      -0.64      -3.13    -415.30       0.60      -0.40       3.61   99975.30     233.50
2024  5 10 11 52 48 515      -2.22      -0.94      -3.08    -416.30       0.60      -0.40       3.60   97845.45     233.50
2024  5 10 11 53 41 971      -1.88      -0.81      -2.78    -417.30       0.60      -0.40       3.53  114421.62     233.50
2024  5 10 11 54 35 465      -1.47      -1.13      -2.77    -418.30       0.60      -0.40       3.84  104712.77     233.50
2024  5 10 11 55 28 981      -1.29      -1.47      -2.40    -419.20       0.60      -0.40       4.00   95014.00     233.50
2024  5 10 11 56 22 528      -2.48      -1.35      -3.11    -420.20       0.60      -0.40       4.10   91389.90     233.50
2024  5 10 11 57 16 112      -2.34      -1.24      -3.07    -421.20       0.60      -0.40       4.19   99012.29     233.50
2024  5 10 11 58 22 275      -2.17      -1.46      -3.04    -420.30       0.60      -0.40       3.87  114482.47     233.50
