Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
 2005  9  1  0 44  7 256     -10.03       6.91      -3.66    -465.96      45.90     -43.86       9.99    101241.83
 2005  9  1  0 45  4 373      -9.88       7.69      -2.21    -466.46      44.74     -44.51      10.05    100848.58
 2005  9  1  0 46  1 497      -9.99       7.60      -2.26    -466.97      43.58     -45.16      10.12    100455.33
 2005  9  1  0 46 57 323      -9.80       7.92      -1.95    -467.71      40.48     -48.43      10.21    100225.33
 2005  9  1  0 47 57 678      -9.84       7.67      -2.52    -467.65      39.37     -48.45      10.02    101612.06
 2005  9  1  0 49  1 983      -9.74       8.28      -0.97    -466.89      40.19     -45.07       9.70    102066.07
 2005  9  1  0 50  2 379      -9.10       8.52      -1.78    -466.82      36.28     -48.56       9.85     99799.78
 2005  9  1  0 51  2 606      -9.55       8.01      -0.53    -466.78      35.27     -49.76      10.02    103087.67
 2005  9  1  0 51 44 830      -8.71       8.81      -3.00    -469.94      36.38     -47.02      10.24    105703.87
 2005  9  1  0 52 37 612      -8.32       8.88      -3.79    -471.23      32.73     -42.95       9.06     98228.21
 2005  9  1  0 54  4 986      -8.75       8.60      -3.72    -466.36      32.34     -46.97       9.08     99717.69
 2005  9  1  0 54 58 705      -8.40       8.81      -3.99    -467.47      38.01     -40.81       9.07    103353.39
 2005  9  1  0 55 58 745      -9.14       8.04      -2.22    -467.46      32.57     -42.00       9.65    111101.17
 2005  9  1  0 56 28 478      -7.84       8.52      -3.44    -472.88      40.60     -37.70      11.02    114903.86
 2005  9  1  0 57 35 835      -8.95       7.94      -0.14    -471.55      37.07     -55.69      11.17    119956.47
 2005  9  1  0 58 26 912      -8.54       8.53      -1.15    -473.17      36.33     -63.38      10.93    129017.28
 2005  9  1  0 59  1 370      -8.07       9.11      -1.59    -477.85      39.40     -54.78      10.79    115496.38
 2005  9  1  1  0  8 993      -8.79       8.73      -1.64    -476.44      40.02     -52.90      10.50    106364.69
 2005  9  1  1  1 17 268      -8.61       8.81      -1.39    -474.92      38.80     -51.60      10.18    106621.20
 2005  9  1  1  2 17 826      -9.02       8.54      -1.63    -474.82      39.35     -50.23      10.85    106189.63
 2005  9  1  1  3 30 709      -8.52       8.86      -1.94    -472.48      37.27     -52.19      11.20    107242.58
 2005  9  1  1  4 39 958      -8.33       8.00      -3.58    -470.81      36.42     -50.30      10.58    114658.63
 2005  9  1  1  5 38 890      -7.57       8.93      -3.63    -471.00      41.56     -46.04      10.70    115244.57
 2005  9  1  1  6 43 334      -8.24       7.85      -3.98    -470.20      37.50     -45.08      10.26    102442.98
 2005  9  1  1  7 27 364      -8.51       5.84      -5.38    -473.08      46.33     -47.10      11.28    124971.91
 2005  9  1  1  8 12 928      -8.98       7.97      -1.03    -475.72      41.47     -57.05      12.34    119633.18
 2005  9  1  1  8 46 161      -7.51       6.84       3.86    -480.68      39.96     -66.28      11.98    156327.06
 2005  9  1  1 10  3 121      -6.03       5.66       7.27    -477.52      40.75     -66.33      11.42    137275.34
 2005  9  1  1 11 36 956      -4.59       4.61       9.29    -471.35      30.02     -70.72       9.85    117252.09
 2005  9  1  1 12 43 234      -4.37       4.52       9.31    -470.22      27.12     -69.35       9.55    116886.97
 2005  9  1  1 13 15 661      -4.69       4.96       8.67    -475.22      30.95     -66.61       9.63    122178.86
 2005  9  1  1 13 54 345      -2.39       2.43      10.31    -479.15      34.37     -75.95      10.41    119392.88
 2005  9  1  1 14  6 851      -1.18       1.68      10.28    -488.16      46.65     -76.82      11.08    119844.02
 2005  9  1  1 14 16  67      -2.13       3.02       9.84    -498.17      49.31     -78.78      10.98    120520.01
 2005  9  1  1 14 31 294       1.10       1.70      10.47    -507.35      44.08     -84.40      10.53    119867.14
 2005  9  1  1 15 29 757       0.10       1.79      10.39    -507.67      42.59     -81.35      10.03    127059.92
 2005  9  1  1 17 28 124      -2.70       4.52       9.09    -495.76      40.36     -75.03       9.65    130780.07
 2005  9  1  1 18 55 647      -0.63       2.90       9.59    -490.33      38.84     -74.83       9.93    121730.43
 2005  9  1  1 19  2 558       0.78       2.29       9.81    -500.90      43.39     -76.48      10.48    114953.85
 2005  9  1  1 19 58 572      -0.08       3.24       9.84    -501.72      37.29     -82.07       9.89    109265.81
 2005  9  1  1 21 42 175      -1.95       4.03       9.46    -492.97      37.04     -73.73       9.50    117246.11
 2005  9  1  1 23 11 186      -3.53       4.89       8.60    -487.32      37.42     -67.54       9.58    128500.58
 2005  9  1  1 25 10  31      -4.70       5.29       7.39    -476.25      24.28     -68.15       9.81    139474.02
 2005  9  1  1 25 17 309      -1.74       4.42       8.91    -486.15      24.68     -72.28       9.12    136376.65
 2005  9  1  1 26  2 232      -3.73       5.36       7.98    -489.05      24.82     -73.12       9.44    154779.30
 2005  9  1  1 27 18 781      -2.84       5.29       7.89    -485.87      25.00     -63.92       9.59    156308.54
 2005  9  1  1 28 39 341      -5.29       5.86       5.75    -481.96      25.19     -53.40       9.70    155271.81
 2005  9  1  1 29 36 821      -0.61       4.05       8.80    -482.44      25.45     -58.02       8.71    134289.08
 2005  9  1  1 30 27 311      -2.97       3.39       7.19    -484.24      26.85     -56.41       8.59    146693.97
 2005  9  1  1 32 14 318      -8.26       5.49       1.77    -475.46      25.28     -41.79       9.29    176410.46
 2005  9  1  1 33 45 702      -9.16       4.55      -1.58    -469.78      22.38     -32.80       9.24    187299.54
 2005  9  1  1 34 39 613      -8.73       5.17      -0.79    -470.87      19.84     -32.89       8.95    170341.71
 2005  9  1  1 35 31  46      -7.22       5.03      -2.39    -472.42      17.74     -32.12       9.32    147908.03
 2005  9  1  1 36 14 755      -7.55       5.29      -0.54    -475.38      17.54     -32.54       9.47    159157.30
 2005  9  1  1 37  6 843      -6.87       4.85       0.69    -476.84      20.89     -33.62       9.11    196499.07
 2005  9  1  1 38 27 188      -7.89       3.78       2.79    -473.12      24.32     -24.60       9.02    199236.73
