MIDL 32Re, 2012-07 (nT, km/s, cm^-3, K)

#COORDINATES
GSM                     Earth orbital motion included

year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2012  7 14  6  0    -3.61    -2.41     0.50    -325.4     39.00    -20.32     4.175      16498    0    0    0    0    0
2012  7 14  6  1    -3.54    -2.44     0.44    -325.8     39.09    -19.58     4.255      16406    0    0    0    0    0
2012  7 14  6  2    -3.49    -2.36     0.58    -327.8     40.23    -19.42     4.277      16200    0    0    0    0    0
2012  7 14  6  3    -3.48    -2.31     0.68    -328.1     39.36    -18.75     4.247      16161    0    0    0    0    0
2012  7 14  6  4    -3.57    -2.15     0.70    -327.1     38.46    -18.61     4.263      16159    0    0    0    0    0
2012  7 14  6  5    -3.66    -2.06     0.68    -325.9     37.71    -18.26     4.285      16449    0    0    0    0    0
2012  7 14  6  6    -3.71    -2.05     0.55    -325.0     37.14    -17.52     4.296      16918    0    0    0    0    0
2012  7 14  6  7    -3.67    -2.12     0.35    -325.5     37.04    -17.27     4.091      17229    0    0    0    0    0
2012  7 14  6  8    -3.55    -2.22     0.35    -326.7     37.36    -16.96     3.790      17041    0    0    0    0    0
2012  7 14  6  9    -3.50    -2.23     0.32    -326.4     37.90    -16.84     4.027      16923    0    0    0    0    0
2012  7 14  6 10    -3.34    -2.30     0.32    -326.2     39.16    -18.62     4.301      16963    0    0    0    0    0
2012  7 14  6 11    -2.28    -2.76     0.77    -331.8     43.77    -19.37     4.409      17997    0    0    0    0    0
2012  7 14  6 12    -2.31    -2.83     0.85    -331.3     43.44    -18.29     4.413      18646    0    0    0    0    0
2012  7 14  6 13    -2.46    -2.89     0.74    -330.8     42.69    -17.22     4.507      17818    0    0    0    0    0
2012  7 14  6 14    -2.65    -2.85     0.47    -330.4     41.97    -16.04     4.674      15697    0    0    0    0    0
2012  7 14  6 15    -2.89    -2.74     0.36    -329.9     41.81    -15.29     4.784      14792    0    0    0    0    0
2012  7 14  6 16    -3.10    -2.63     0.43    -328.8     41.98    -15.31     4.755      14792    0    0    0    0    0
2012  7 14  6 17    -3.49    -2.35     0.43    -326.8     40.57    -15.31     4.526      16073    0    0    0    0    0
2012  7 14  6 18    -3.90    -2.07     0.41    -325.2     39.13    -14.60     4.298      16823    0    0    0    0    0
2012  7 14  6 19    -4.26    -1.83     0.33    -324.2     37.44    -12.97     4.114      16761    0    0    0    0    0
2012  7 14  6 20    -4.43    -1.74     0.10    -323.3     34.77    -11.43     4.052      16475    0    0    0    0    0
2012  7 14  6 21    -4.44    -1.77     0.02    -322.9     31.88     -9.90     3.971      16419    0    0    0    1    0
2012  7 14  6 22    -4.14    -2.19    -0.01    -323.5     34.40    -10.17     3.962      16416    0    0    0    1    0
2012  7 14  6 23    -4.01    -2.56    -0.08    -329.3     32.23    -10.06     3.492      33039    0    0    0    1    0
2012  7 14  6 24    -4.13    -2.48    -0.15    -329.1     31.59     -9.59     3.507      32772    0    0    0    1    0
2012  7 14  6 25    -4.12    -2.47    -0.14    -326.5     34.36     -8.90     3.943      24760    0    0    0    1    0
2012  7 14  6 26    -4.09    -2.48    -0.14    -324.2     36.62     -8.55     4.295      18177    0    0    0    1    0
2012  7 14  6 27    -3.98    -2.59    -0.17    -323.5     36.74     -9.58     4.305      17307    0    1    1    1    1
2012  7 14  6 28    -3.88    -2.71    -0.37    -323.4     36.39    -11.64     4.150      16374    0    1    1    2    2
2012  7 14  6 29    -3.90    -2.69    -0.20    -324.8     36.01    -11.78     3.958      15471    0    1    1    1    1
2012  7 14  6 30    -4.12    -2.32     0.39    -326.6     32.28    -14.25     3.651      29982    0    0    0    1    0
2012  7 14  6 31    -4.34    -1.79     0.51    -327.0     29.43    -17.02     3.510      40027    0    0    0    1    0
2012  7 14  6 32    -4.46    -1.14     0.57    -326.4     27.40    -17.27     3.507      39987    0    0    0    1    0
2012  7 14  6 33    -4.50    -0.58     0.62    -325.5     24.63    -15.62     3.539      36750    0    0    0    1    0
2012  7 14  6 34    -4.51    -0.22     0.59    -324.7     21.89    -12.65     3.588      31940    0    0    0    1    0
2012  7 14  6 35    -4.53    -0.11     0.38    -324.6     20.68    -10.50     3.589      31940    0    0    0    1    0
2012  7 14  6 36    -4.54    -0.11     0.28    -324.2     21.11    -10.72     3.659      31050    0    0    0    1    0
2012  7 14  6 37    -4.58    -0.15     0.28    -322.6     22.58    -10.33     3.955      27235    0    0    0    1    0
2012  7 14  6 38    -4.61    -0.26     0.29    -320.7     23.61    -10.56     3.995      22418    0    0    0    1    0
2012  7 14  6 39    -4.64    -0.34     0.29    -319.4     24.61    -10.96     4.025      16945    0    0    0    1    0
2012  7 14  6 40    -4.63    -0.35     0.29    -319.6     25.58    -11.76     4.091      12355    0    0    0    1    0
2012  7 14  6 41    -4.54    -0.41     0.37    -320.8     26.78    -11.37     4.210      14106    0    0    0    1    0
2012  7 14  6 42    -4.48    -0.47     0.42    -321.2     27.36    -10.25     4.300      16457    0    0    0    1    0
2012  7 14  6 43    -4.48    -0.56     0.30    -321.4     27.36     -9.79     4.303      17714    0    0    0    1    0
2012  7 14  6 44    -4.51    -0.67     0.19    -321.1     27.13    -10.44     4.313      18070    0    0    0    1    0
2012  7 14  6 45    -4.53    -0.67     0.19    -321.1     26.58    -10.91     4.331      18091    0    0    0    1    0
2012  7 14  6 46    -4.51    -0.62     0.27    -321.3     25.75    -10.97     4.340      18091    0    0    0    1    0
