
Produced from WI_H0_MFI_19980810.txt
year mo dy hr mn sc msc x y z bx by bz
#START
1998 08 10 00 00 30 000	77.8545	19.5455	-2.19612	-4.57949	1.01372	0.653676
1998 08 10 00 01 30 000	77.8501	19.5473	-2.19590	-4.26981	1.20215	0.934395
1998 08 10 00 02 30 000	77.8457	19.5492	-2.19569	-4.23825	1.44059	0.876219
1998 08 10 00 03 30 000	77.8413	19.5510	-2.19548	-4.33919	1.25279	0.509144
1998 08 10 00 04 30 000	77.8369	19.5529	-2.19527	-4.54859	1.31655	0.539623
1998 08 10 00 05 30 000	77.8325	19.5547	-2.19505	-4.47027	1.36813	0.607965
1998 08 10 00 06 30 000	77.8281	19.5566	-2.19484	-4.24821	1.53831	0.651837
1998 08 10 00 07 30 000	77.8237	19.5584	-2.19463	-4.14797	1.55153	0.679620
1998 08 10 00 08 30 000	77.8193	19.5603	-2.19441	-4.10533	1.53220	0.286441
1998 08 10 00 09 30 000	77.8149	19.5622	-2.19420	-4.16565	1.44233	0.530479
1998 08 10 00 10 30 000	77.8105	19.5640	-2.19399	-4.23149	1.27603	0.834529
1998 08 10 00 11 30 000	77.8061	19.5659	-2.19378	-3.97814	1.14267	1.11478
1998 08 10 00 12 30 000	77.8017	19.5677	-2.19356	-3.88388	1.26485	1.34392
1998 08 10 00 13 30 000	77.7973	19.5696	-2.19335	-4.37399	1.41443	1.04735
1998 08 10 00 14 30 000	77.7929	19.5714	-2.19314	-4.48432	1.54859	0.622666
1998 08 10 00 15 30 000	77.7885	19.5733	-2.19292	-4.50124	1.36284	1.07822
1998 08 10 00 16 30 000	77.7840	19.5751	-2.19271	-4.50071	1.35778	1.02553
1998 08 10 00 17 30 000	77.7796	19.5770	-2.19250	-4.32467	1.33967	1.22997
1998 08 10 00 18 30 000	77.7752	19.5788	-2.19229	-4.29863	1.31519	1.21604
1998 08 10 00 19 30 000	77.7708	19.5807	-2.19207	-4.43138	1.36169	0.718885
1998 08 10 00 20 30 000	77.7664	19.5825	-2.19186	-4.22413	1.53887	1.22290
1998 08 10 00 21 30 000	77.7620	19.5844	-2.19165	-4.28267	1.69032	1.24373
1998 08 10 00 22 30 000	77.7576	19.5862	-2.19143	-4.50448	1.62674	0.732458
1998 08 10 00 23 30 000	77.7532	19.5881	-2.19122	-4.34953	1.48306	1.18068
1998 08 10 00 24 30 000	77.7488	19.5899	-2.19101	-4.46679	1.71944	0.512253
1998 08 10 00 25 30 000	77.7444	19.5918	-2.19079	-4.51467	1.60211	0.614982
1998 08 10 00 26 30 000	77.7399	19.5936	-2.19058	-4.58585	1.68762	0.401484
1998 08 10 00 27 30 000	77.7355	19.5955	-2.19037	-4.56688	1.84195	0.536239
1998 08 10 00 28 30 000	77.7311	19.5973	-2.19015	-4.63703	2.00003	0.786436
1998 08 10 00 29 30 000	77.7267	19.5992	-2.18994	-4.71576	2.01260	0.877398
1998 08 10 00 30 30 000	77.7223	19.6010	-2.18973	-4.49263	2.12599	0.403247
1998 08 10 00 31 30 000	77.7179	19.6029	-2.18951	-7.41402	5.09116	0.287857
1998 08 10 00 32 30 000	77.7134	19.6047	-2.18930	-8.16255	5.39646	-0.143240
1998 08 10 00 33 30 000	77.7090	19.6066	-2.18909	-8.16457	5.17385	0.272720
1998 08 10 00 34 30 000	77.7046	19.6084	-2.18887	-8.09415	5.34966	-1.77233E-06
1998 08 10 00 35 30 000	77.7002	19.6103	-2.18866	-8.54045	5.49850	-0.514649
1998 08 10 00 36 30 000	77.6958	19.6122	-2.18845	-8.52836	5.68874	-0.461821
1998 08 10 00 37 30 000	77.6913	19.6140	-2.18823	-8.55433	5.82268	0.176262
1998 08 10 00 38 30 000	77.6869	19.6159	-2.18802	-8.75022	5.86149	-0.733353
1998 08 10 00 39 30 000	77.6825	19.6177	-2.18781	-8.54395	5.91258	0.0330042
1998 08 10 00 40 30 000	77.6781	19.6196	-2.18759	-8.37105	5.39640	-1.24541
1998 08 10 00 41 30 000	77.6737	19.6214	-2.18738	-7.29154	7.12014	0.979880
1998 08 10 00 42 30 000	77.6692	19.6233	-2.18717	-7.03707	7.57668	1.13266
1998 08 10 00 43 30 000	77.6648	19.6251	-2.18695	-7.41627	7.68667	0.664003
1998 08 10 00 44 30 000	77.6604	19.6270	-2.18674	-7.57124	7.51848	0.740328
1998 08 10 00 45 30 000	77.6559	19.6288	-2.18653	-8.15617	7.73861	-0.0448742
1998 08 10 00 46 30 000	77.6515	19.6306	-2.18631	-8.19593	7.75764	0.174007
1998 08 10 00 47 30 000	77.6471	19.6325	-2.18610	-7.68867	7.96218	0.683326
1998 08 10 00 48 30 000	77.6427	19.6343	-2.18588	-6.67690	8.98824	1.01450
1998 08 10 00 49 30 000	77.6382	19.6362	-2.18567	-6.70266	8.88821	1.18376
1998 08 10 00 50 30 000	77.6338	19.6380	-2.18546	-7.68794	7.79256	0.380851
1998 08 10 00 51 30 000	77.6294	19.6399	-2.18524	-7.73224	7.59148	0.0150561
1998 08 10 00 52 30 000	77.6249	19.6417	-2.18503	-7.58561	7.65011	0.499454
1998 08 10 00 53 30 000	77.6205	19.6436	-2.18482	-7.41680	7.52658	0.360944
1998 08 10 00 54 30 000	77.6161	19.6454	-2.18460	-7.08024	7.45365	0.643767
1998 08 10 00 55 30 000	77.6116	19.6473	-2.18439	-7.15274	7.80202	0.853273
1998 08 10 00 56 30 000	77.6072	19.6491	-2.18417	-7.02568	6.93129	0.811408
1998 08 10 00 57 30 000	77.6028	19.6510	-2.18396	-6.91779	7.22369	0.555894
1998 08 10 00 58 30 000	77.5983	19.6528	-2.18375	-6.93459	7.86502	0.242662
1998 08 10 00 59 30 000	77.5939	19.6547	-2.18353	-6.77970	8.26605	0.901831
1998 08 10 01 00 30 000	77.5894	19.6565	-2.18332	-5.87787	8.81951	1.19651
1998 08 10 01 01 30 000	77.5850	19.6584	-2.18310	-6.22441	8.25234	0.916936
1998 08 10 01 02 30 000	77.5806	19.6602	-2.18289	-7.61092	6.28735	-1.38490
1998 08 10 01 03 30 000	77.5761	19.6621	-2.18268	-7.75567	6.17647	-1.63045
1998 08 10 01 04 30 000	77.5717	19.6639	-2.18246	-8.58486	5.24310	-2.13580
1998 08 10 01 05 30 000	77.5672	19.6658	-2.18225	-8.53033	5.55002	-2.21099
1998 08 10 01 06 30 000	77.5628	19.6676	-2.18203	-8.49833	5.39652	-2.63665
1998 08 10 01 07 30 000	77.5583	19.6695	-2.18182	-7.95253	5.93122	-2.07274
1998 08 10 01 08 30 000	77.5539	19.6713	-2.18160	-7.59876	6.98971	-1.23207
1998 08 10 01 09 30 000	77.5495	19.6732	-2.18139	-6.27431	7.88089	0.210216
1998 08 10 01 10 30 000	77.5450	19.6750	-2.18118	-5.33713	8.43952	1.17362
1998 08 10 01 11 30 000	77.5406	19.6769	-2.18096	-6.67455	7.37814	-1.10893
1998 08 10 01 12 30 000	77.5361	19.6787	-2.18075	-7.10144	7.07892	-1.11023
1998 08 10 01 13 30 000	77.5317	19.6806	-2.18053	-6.75431	7.17382	-0.545449
1998 08 10 01 14 30 000	77.5272	19.6824	-2.18032	-6.78388	7.24857	-0.944711
1998 08 10 01 15 30 000	77.5228	19.6842	-2.18010	-7.00035	7.29202	-1.38146
1998 08 10 01 16 30 000	77.5183	19.6861	-2.17989	-7.39481	7.16129	-1.43368
1998 08 10 01 17 30 000	77.5139	19.6879	-2.17968	-7.10090	7.70273	-1.57225
1998 08 10 01 18 30 000	77.5094	19.6898	-2.17946	-7.03342	7.74444	-0.665967
1998 08 10 01 19 30 000	77.5049	19.6916	-2.17925	-7.07225	8.02910	-0.642004
1998 08 10 01 20 30 000	77.5005	19.6935	-2.17903	-6.80917	8.14938	-0.581639
1998 08 10 01 21 30 000	77.4961	19.6953	-2.17882	-6.02129	8.16163	0.122950
1998 08 10 01 22 30 000	77.4916	19.6972	-2.17860	-4.60562	8.60416	1.30878
1998 08 10 01 23 30 000	77.4871	19.6990	-2.17839	-4.47594	8.69019	1.53964
1998 08 10 01 24 30 000	77.4827	19.7009	-2.17817	-4.35360	8.87432	1.25928
1998 08 10 01 25 30 000	77.4782	19.7027	-2.17796	-4.52566	8.58593	1.39482
1998 08 10 01 26 30 000	77.4738	19.7045	-2.17775	-4.27174	8.95257	1.48638
1998 08 10 01 27 30 000	77.4693	19.7064	-2.17753	-5.59541	9.29593	0.374110
1998 08 10 01 28 30 000	77.4649	19.7082	-2.17732	-5.66912	9.26073	0.811037
1998 08 10 01 29 30 000	77.4604	19.7101	-2.17710	-5.59780	9.25121	1.06009
1998 08 10 01 30 30 000	77.4559	19.7119	-2.17689	-5.48557	8.60987	0.928257
1998 08 10 01 31 30 000	77.4515	19.7138	-2.17667	-5.25432	8.49012	1.08224
1998 08 10 01 32 30 000	77.4470	19.7156	-2.17646	-4.76429	8.73122	1.31837
1998 08 10 01 33 30 000	77.4426	19.7175	-2.17624	-4.89536	8.43174	0.991005
1998 08 10 01 34 30 000	77.4381	19.7193	-2.17603	-5.75539	7.98449	2.12805
1998 08 10 01 35 30 000	77.4336	19.7212	-2.17581	-6.42906	7.46161	1.90225
1998 08 10 01 36 30 000	77.4291	19.7230	-2.17560	-5.86617	7.93581	0.331730
1998 08 10 01 37 30 000	77.4247	19.7248	-2.17538	-5.89403	7.74089	0.493368
1998 08 10 01 38 30 000	77.4202	19.7267	-2.17517	-6.72364	7.17617	0.528918
1998 08 10 01 39 30 000	77.4157	19.7285	-2.17495	-6.93654	7.16975	0.155130
1998 08 10 01 40 30 000	77.4113	19.7304	-2.17474	-7.36110	6.78432	-0.278127
1998 08 10 01 41 30 000	77.4068	19.7322	-2.17452	-7.63984	6.41949	-0.441951
1998 08 10 01 42 30 000	77.4023	19.7341	-2.17431	-7.58858	6.52175	-0.162962
1998 08 10 01 43 30 000	77.3979	19.7359	-2.17409	-6.80852	7.66819	0.228060
1998 08 10 01 44 30 000	77.3934	19.7378	-2.17388	-7.08029	7.22678	0.522128
1998 08 10 01 45 30 000	77.3889	19.7396	-2.17366	-6.07350	8.04777	0.769918
1998 08 10 01 46 30 000	77.3844	19.7414	-2.17345	-5.44617	8.62502	1.16235
1998 08 10 01 47 30 000	77.3800	19.7433	-2.17323	-5.32656	8.81853	1.19674
1998 08 10 01 48 30 000	77.3755	19.7451	-2.17302	-4.99692	8.42067	1.44367
1998 08 10 01 49 30 000	77.3710	19.7470	-2.17280	-4.89133	8.29491	1.73343
1998 08 10 01 50 30 000	77.3665	19.7488	-2.17259	-5.02774	8.21855	1.59727
1998 08 10 01 51 30 000	77.3621	19.7507	-2.17237	-4.76839	8.39875	1.80687
1998 08 10 01 52 30 000	77.3576	19.7525	-2.17216	-4.70014	7.99319	1.39640
1998 08 10 01 53 30 000	77.3531	19.7543	-2.17194	-4.09459	8.15247	1.78829
1998 08 10 01 54 30 000	77.3486	19.7562	-2.17173	-3.64530	8.35331	2.01100
1998 08 10 01 55 30 000	77.3442	19.7580	-2.17151	-5.31539	7.95441	0.00454663
1998 08 10 01 56 30 000	77.3397	19.7599	-2.17129	-5.58032	7.65583	-0.562608
1998 08 10 01 57 30 000	77.3352	19.7617	-2.17108	-5.98744	7.31117	-1.07603
1998 08 10 01 58 30 000	77.3307	19.7636	-2.17086	-5.28580	6.94037	-0.951868
1998 08 10 01 59 30 000	77.3262	19.7654	-2.17065	-4.57220	6.30132	-0.224831
1998 08 10 02 00 30 000	77.3217	19.7672	-2.17043	-4.63220	6.25496	-0.719114
1998 08 10 02 01 30 000	77.3173	19.7691	-2.17022	-5.23808	5.23897	-1.91615
1998 08 10 02 02 30 000	77.3128	19.7709	-2.17000	-5.22411	5.07426	-2.16125
1998 08 10 02 03 30 000	77.3083	19.7728	-2.16979	-5.51947	4.17371	-3.22776
1998 08 10 02 05 30 000	77.2993	19.7764	-2.16935	-4.83858	5.12465	-0.793031
1998 08 10 02 06 30 000	77.2948	19.7783	-2.16914	-4.89285	5.13053	-0.666236
1998 08 10 02 07 30 000	77.2903	19.7801	-2.16892	-4.71366	4.46616	-1.51761
1998 08 10 02 08 30 000	77.2858	19.7820	-2.16871	-4.64395	3.99940	-1.83008
1998 08 10 02 09 30 000	77.2814	19.7838	-2.16849	-4.29633	3.84805	-2.23183
1998 08 10 02 10 30 000	77.2769	19.7857	-2.16828	-4.35557	3.17654	-1.94121
1998 08 10 02 11 30 000	77.2724	19.7875	-2.16806	-3.43255	2.81318	-3.18999
1998 08 10 02 12 30 000	77.2679	19.7893	-2.16784	-4.27816	3.32363	-2.35650
1998 08 10 02 13 30 000	77.2634	19.7912	-2.16763	-3.90984	3.63157	-2.63843
1998 08 10 02 14 30 000	77.2589	19.7930	-2.16741	-3.77845	4.34823	-1.90974
1998 08 10 02 15 30 000	77.2544	19.7949	-2.16720	-4.33361	4.15016	-1.55141
1998 08 10 02 16 30 000	77.2499	19.7967	-2.16698	-3.42036	4.52437	-1.25160
1998 08 10 02 17 30 000	77.2454	19.7985	-2.16677	-4.11583	4.17933	-1.15525
1998 08 10 02 18 30 000	77.2409	19.8004	-2.16655	-4.80089	2.86391	-0.950509
1998 08 10 02 19 30 000	77.2364	19.8022	-2.16633	-4.07022	3.77666	-0.656884
1998 08 10 02 20 30 000	77.2319	19.8041	-2.16612	-4.78417	2.88796	-0.143716
1998 08 10 02 21 30 000	77.2274	19.8059	-2.16590	-4.55718	3.09616	0.491450
1998 08 10 02 22 30 000	77.2229	19.8077	-2.16569	-4.66178	2.70717	0.821039
1998 08 10 02 23 30 000	77.2184	19.8096	-2.16547	-5.14430	5.84308	-0.389043
1998 08 10 02 24 30 000	77.2139	19.8114	-2.16525	-5.43978	4.91628	1.08463
1998 08 10 02 25 30 000	77.2094	19.8133	-2.16504	-4.83888	3.49485	1.95429
1998 08 10 02 26 30 000	77.2049	19.8151	-2.16482	-4.36328	3.32540	1.42758
1998 08 10 02 27 30 000	77.2004	19.8169	-2.16461	-4.91187	3.07713	1.27370
1998 08 10 02 28 30 000	77.1959	19.8188	-2.16439	-4.88085	3.41133	1.09767
1998 08 10 02 29 30 000	77.1914	19.8206	-2.16417	-4.69483	3.31684	0.918130
1998 08 10 02 30 30 000	77.1869	19.8225	-2.16396	-4.48096	2.98214	0.414493
1998 08 10 02 31 30 000	77.1824	19.8243	-2.16374	-4.60224	3.09253	0.209105
1998 08 10 02 32 30 000	77.1779	19.8261	-2.16352	-3.45820	2.52187	-0.0513573
1998 08 10 02 33 30 000	77.1734	19.8280	-2.16331	-4.20894	2.99892	0.198358
1998 08 10 02 34 30 000	77.1689	19.8298	-2.16309	-4.47091	2.67990	0.633372
1998 08 10 02 35 30 000	77.1643	19.8316	-2.16288	-2.97587	2.28000	-0.324489
1998 08 10 02 36 30 000	77.1598	19.8335	-2.16266	-3.75105	1.91470	0.148196
1998 08 10 02 37 30 000	77.1553	19.8353	-2.16244	-3.75536	2.04793	-0.271547
1998 08 10 02 38 30 000	77.1508	19.8372	-2.16223	-3.04519	1.97909	-0.986859
1998 08 10 02 39 30 000	77.1463	19.8390	-2.16201	-3.40576	2.62541	-1.05246
1998 08 10 02 40 30 000	77.1418	19.8408	-2.16179	-3.13623	2.28903	-1.24478
1998 08 10 02 41 30 000	77.1373	19.8427	-2.16158	-3.17249	1.78207	-0.391633
