BEGIN METADATA
MAG and SWEPAM 64-second Averaged IMF and Solar Wind Ion Parameters
Data downloaded from ACE Science Center on Fri Sep 16 14:25:42 2022
MAG/SWEPAM Team Software Version: 2.0
MAG/SWEPAM Team Time/Date Processed: 


Note: All timestamps are UT, and refer to the start of the time period.
year,day,hr,min,sec: year, day of year, hour of day, minutes, seconds.
fp_year       : fractional year.
fp_doy        : fractional day-of-year.
ACEepoch      : seconds since Jan 1 00:00:00 UT 1996.
Np            : Proton Density (cm^-3).
Tp            : Radial Component of proton temperature (deg. Kelvin).
Alpha_ratio   : Ratio of alphas/protons
Vp            : Proton Speed (km/s)
r,t,n_dot_RTN : R,T,N-component of proton velocity in RTN coordinates (km/s)
x,y,z_dot_GSE : X,Y,Z-component of proton velocity in GSE coordinates (km/s)
x,y,z_dot_GSM : X,Y,Z-component of proton velocity in GSM coordinates (km/s)
Br            : R-component of mag. field in RTN (nT).
Bt            : T-component of mag. field in RTN (nT).
Bn            : N-component of mag. field in RTN (nT).
Bgse_x        : X-component of mag. field in GSE (nT).
Bgse_y        : Y-component of mag. field in GSE (nT).
Bgse_z        : Z-component of mag. field in GSE (nT).
Bgsm_x        : X-component of mag. field in GSM (nT).
Bgsm_y        : Y-component of mag. field in GSM (nT).
Bgsm_z        : Z-component of mag. field in GSM (nT).
Bmag          : <|B|> magnetic field magnitude (nT).
Lambda        : mag. field longitude in RTN (0 to 360 degrees).
Delta         : mag. field latitude in RTN (-90 to 90 degrees).
dBrms         : RMS values of underlying high-resolution measurements (nT).
pos_gse_x,y,z : Components of spacecraft position in GSE (km).
pos_gsm_x,y,z : Components of spacecraft position in GSM (km).
pos_hs_x,y,z  : Components of spacecraft position in HS (km).
MAG_pts       : Number of hi-res (16-sec) MAG measurements included in the average.
A value of -9999.9 indicates bad or missing data.

More Documentation of the ACE SWEPAM level 2 data is at this web site:
http://www.srl.caltech.edu/ACE/ASC/level2/swepam_l2desc.html
More Documentation of the ACE MAG level 2 data is at this web site:
http://www.srl.caltech.edu/ACE/ASC/level2/mag_l2desc.html

year day hr min sec Np Tp V_gse_x V_gse_y V_gse_z B_gse_x B_gse_y B_gse_z pos_gse_x pos_gse_y pos_gse_z 
BEGIN DATA
2019 216  0  0  0.000  -9999.900  4.3709e+04   -350.08      8.63     -8.19    3.359   -0.020   -0.627  1.4412e+06  1.1721e+05 -6.4038e+04
2019 216  0  1  4.022  -9999.900  4.3725e+04   -347.90      7.83     -7.82    3.069   -0.308   -0.978  1.4412e+06  1.1722e+05 -6.4041e+04
2019 216  0  2  8.045  -9999.900  4.7038e+04   -350.43      9.71    -10.62    3.318   -0.141   -0.783  1.4412e+06  1.1722e+05 -6.4045e+04
2019 216  0  3 11.981  -9999.900  4.5038e+04   -347.96      8.65     -7.84    3.178   -0.134   -0.976  1.4412e+06  1.1723e+05 -6.4048e+04
2019 216  0  4 16.003  -9999.900  5.1263e+04   -347.74      7.83     -7.63    3.295   -0.031   -0.799  1.4412e+06  1.1724e+05 -6.4052e+04
2019 216  0  5 20.026  -9999.900  4.9376e+04   -346.86      9.51    -10.24    3.282    0.016   -0.808  1.4412e+06  1.1724e+05 -6.4055e+04
2019 216  0  6 24.048  -9999.900  4.2319e+04   -349.43      9.18     -8.64    3.347   -0.010   -0.640  1.4412e+06  1.1725e+05 -6.4058e+04
2019 216  0  7 27.984  -9999.900  4.0008e+04   -348.31      8.46     -8.60    3.454    0.270   -0.530  1.4412e+06  1.1726e+05 -6.4062e+04
2019 216  0  8 32.006  -9999.900  4.4679e+04   -349.50      8.53     -8.33    3.423    0.231   -0.459  1.4412e+06  1.1726e+05 -6.4065e+04
2019 216  0  9 36.029  -9999.900  4.2365e+04   -347.82      9.07     -8.59    3.490    0.105   -0.284  1.4412e+06  1.1727e+05 -6.4069e+04
2019 216  0 10 40.051  -9999.900  4.4188e+04   -348.69      8.61     -9.35    3.519    0.249   -0.045  1.4412e+06  1.1728e+05 -6.4072e+04
2019 216  0 11 43.987  -9999.900  3.9823e+04   -349.54      9.19    -10.83    3.499    0.247   -0.184  1.4412e+06  1.1728e+05 -6.4075e+04
2019 216  0 12 48.010  -9999.900  4.6303e+04   -349.25      8.86     -9.06    3.532    0.224   -0.157  1.4412e+06  1.1729e+05 -6.4079e+04
2019 216  0 13 52.032  -9999.900  4.1114e+04   -348.95      9.23    -10.06    3.510    0.217   -0.141  1.4412e+06  1.1730e+05 -6.4082e+04
2019 216  0 14 56.054  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90    3.541    0.188   -0.204  1.4412e+06  1.1730e+05 -6.4086e+04
2019 216  0 15 59.990  -9999.900  4.6459e+04   -348.43      8.38     -9.14    3.554    0.243   -0.285  1.4412e+06  1.1731e+05 -6.4089e+04
2019 216  0 17  4.013  -9999.900  3.7998e+04   -349.57      8.64     -9.46    3.567    0.276   -0.236  1.4412e+06  1.1732e+05 -6.4092e+04
2019 216  0 18  8.035  -9999.900  4.1834e+04   -348.99      8.20     -8.79    3.568    0.274   -0.228  1.4412e+06  1.1732e+05 -6.4096e+04
2019 216  0 19 12.058  -9999.900  3.8981e+04   -348.46      8.62     -9.54    3.523    0.401   -0.166  1.4412e+06  1.1733e+05 -6.4099e+04
2019 216  0 20 15.994  -9999.900  4.3455e+04   -347.67     10.01    -11.12    3.538    0.476   -0.371  1.4412e+06  1.1734e+05 -6.4103e+04
2019 216  0 21 20.016  -9999.900  4.8522e+04   -344.17      7.28     -7.74    3.611   -0.159   -0.542  1.4412e+06  1.1734e+05 -6.4106e+04
2019 216  0 22 24.038  -9999.900  4.5369e+04   -348.75      8.68     -9.93    3.554   -0.162   -0.580  1.4412e+06  1.1735e+05 -6.4109e+04
2019 216  0 23 27.974  -9999.900  4.1508e+04   -345.74      7.97     -8.58    3.666   -0.057   -0.534  1.4412e+06  1.1736e+05 -6.4113e+04
2019 216  0 24 31.997  -9999.900  4.8487e+04   -347.02      7.28     -6.96    3.651   -0.077   -0.417  1.4412e+06  1.1736e+05 -6.4116e+04
2019 216  0 25 36.019  -9999.900  4.8386e+04   -345.14      8.23     -8.34    3.399   -0.304   -0.806  1.4412e+06  1.1737e+05 -6.4120e+04
2019 216  0 26 40.042  -9999.900  4.3680e+04   -351.57      9.67     -8.61    3.064   -0.655   -1.233  1.4412e+06  1.1738e+05 -6.4123e+04
2019 216  0 27 43.978  -9999.900  4.2871e+04   -349.13      8.89     -8.74    3.166   -0.719   -1.116  1.4412e+06  1.1738e+05 -6.4126e+04
2019 216  0 28 48.000  -9999.900  4.4015e+04   -351.49      8.97     -6.76    3.135   -0.684   -1.109  1.4412e+06  1.1739e+05 -6.4130e+04
2019 216  0 29 52.022  -9999.900  3.6623e+04   -351.42     10.87    -10.31    3.190   -0.457   -1.090  1.4412e+06  1.1740e+05 -6.4133e+04
2019 216  0 30 56.045  -9999.900  4.4959e+04   -349.47      9.43     -8.21    3.174   -0.509   -1.021  1.4412e+06  1.1740e+05 -6.4137e+04
2019 216  0 31 59.981  -9999.900  3.6793e+04   -350.87     10.18    -10.97    2.850   -0.869   -1.610  1.4412e+06  1.1741e+05 -6.4140e+04
2019 216  0 33  4.003  -9999.900  4.3416e+04   -351.00      9.62     -9.40    2.718   -0.737   -1.757  1.4412e+06  1.1742e+05 -6.4143e+04
2019 216  0 34  8.026  -9999.900  3.6730e+04   -352.35     10.68    -11.28    2.922   -0.431   -1.540  1.4412e+06  1.1742e+05 -6.4147e+04
2019 216  0 35 12.048  -9999.900 -9.9999e+03   -347.47      8.45     -7.01    3.133   -0.530   -1.116  1.4412e+06  1.1743e+05 -6.4150e+04
2019 216  0 36 15.984  -9999.900  4.0123e+04   -350.19      9.07     -8.36    2.736   -0.423   -1.569  1.4412e+06  1.1744e+05 -6.4154e+04
2019 216  0 37 20.006  -9999.900  4.0323e+04   -352.25     10.08     -9.90    2.663   -0.329   -1.730  1.4412e+06  1.1744e+05 -6.4157e+04
2019 216  0 38 24.029  -9999.900  3.3246e+04   -352.60     10.84    -10.80    2.663   -0.125   -1.759  1.4412e+06  1.1745e+05 -6.4160e+04
2019 216  0 39 28.051  -9999.900  4.1157e+04   -348.37     10.51    -11.02    2.669   -0.151   -1.786  1.4412e+06  1.1746e+05 -6.4164e+04
2019 216  0 40 31.987  -9999.900  4.5546e+04   -347.43     10.30     -9.81    2.752    0.223   -1.644  1.4412e+06  1.1746e+05 -6.4167e+04
2019 216  0 41 36.010  -9999.900  4.2465e+04   -349.90      9.07     -8.45    2.799   -0.087   -1.566  1.4412e+06  1.1747e+05 -6.4171e+04
2019 216  0 42 40.032  -9999.900  4.2083e+04   -348.49     10.44    -10.96    3.075    0.384   -0.713  1.4412e+06  1.1748e+05 -6.4174e+04
2019 216  0 43 44.054  -9999.900  4.6641e+04   -345.85      9.85     -9.18    3.305    0.471   -0.436  1.4412e+06  1.1749e+05 -6.4177e+04
2019 216  0 44 47.990  -9999.900  4.1888e+04   -345.97      9.98    -10.09    3.148    0.367   -1.025  1.4412e+06  1.1749e+05 -6.4181e+04
2019 216  0 45 52.013  -9999.900  4.7453e+04   -347.17     10.16     -9.51    3.144   -0.038   -0.977  1.4412e+06  1.1750e+05 -6.4184e+04
2019 216  0 46 56.035  -9999.900  3.9302e+04   -347.98     10.50    -10.58    3.033    0.079   -1.266  1.4412e+06  1.1751e+05 -6.4188e+04
2019 216  0 48  0.058  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90    3.356    0.289   -0.707  1.4412e+06  1.1751e+05 -6.4191e+04
2019 216  0 49  3.994  -9999.900 -9.9999e+03   -346.51     10.41    -11.97    3.240    0.538   -1.156  1.4412e+06  1.1752e+05 -6.4194e+04
2019 216  0 50  8.016  -9999.900  4.0061e+04   -348.63     11.58    -14.16    3.111    1.235   -0.193  1.4412e+06  1.1753e+05 -6.4198e+04
2019 216  0 51 12.038  -9999.900  4.5726e+04   -346.47     10.90    -10.37    3.123    1.155    0.565  1.4412e+06  1.1753e+05 -6.4201e+04
2019 216  0 52 15.974  -9999.900  4.1619e+04   -347.24     11.06    -12.21    3.190    1.363   -0.135  1.4412e+06  1.1754e+05 -6.4205e+04
2019 216  0 53 19.997  -9999.900  4.0530e+04   -346.89     10.48     -7.38    3.242    1.494    0.165  1.4412e+06  1.1755e+05 -6.4208e+04
2019 216  0 54 24.019  -9999.900  3.5773e+04   -347.01     12.01    -11.57    3.307    1.438   -0.094  1.4412e+06  1.1755e+05 -6.4211e+04
2019 216  0 55 28.042  -9999.900  4.0822e+04   -344.20     10.05    -10.68    3.274    1.585   -0.044  1.4412e+06  1.1756e+05 -6.4215e+04
2019 216  0 56 31.978  -9999.900  3.9983e+04   -346.51     10.99    -11.06    3.333    1.454   -0.039  1.4412e+06  1.1757e+05 -6.4218e+04
2019 216  0 57 36.000  -9999.900  3.3535e+04   -347.84     10.71     -9.07    3.211    1.545   -0.326  1.4412e+06  1.1757e+05 -6.4222e+04
2019 216  0 58 40.022  -9999.900  3.9811e+04   -344.39     10.70    -11.60    3.131    1.724   -0.153  1.4412e+06  1.1758e+05 -6.4225e+04
2019 216  0 59 44.045  -9999.900  3.4664e+04   -347.07     11.44    -10.61    3.221    1.750   -0.073  1.4412e+06  1.1759e+05 -6.4228e+04
2019 216  1  0 47.981  -9999.900  3.1615e+04   -347.28     11.43    -11.59    3.195    1.633   -0.102  1.4412e+06  1.1759e+05 -6.4232e+04
2019 216  1  1 52.003  -9999.900  3.9194e+04   -345.41     10.98    -10.92    3.268    1.310   -0.305  1.4412e+06  1.1760e+05 -6.4235e+04
2019 216  1  2 56.026  -9999.900  3.1416e+04   -348.78     11.03     -9.83    3.262    1.389   -0.141  1.4412e+06  1.1761e+05 -6.4239e+04
2019 216  1  4  0.048  -9999.900  3.6122e+04   -345.22     11.30    -11.12    3.294    1.525    0.031  1.4412e+06  1.1761e+05 -6.4242e+04
2019 216  1  5  3.984  -9999.900  2.9829e+04   -347.50     11.27    -10.49    3.168    1.484   -0.057  1.4412e+06  1.1762e+05 -6.4245e+04
2019 216  1  6  8.006  -9999.900  3.6323e+04   -348.10     11.55    -11.51    3.177    1.529   -0.118  1.4412e+06  1.1763e+05 -6.4249e+04
2019 216  1  7 12.029  -9999.900  3.4754e+04   -348.24     11.03    -10.31    3.150    1.556    0.134  1.4412e+06  1.1763e+05 -6.4252e+04
2019 216  1  8 16.051  -9999.900  3.2908e+04   -348.56     12.49    -12.20    3.071    1.722   -0.011  1.4412e+06  1.1764e+05 -6.4256e+04
2019 216  1  9 19.987  -9999.900  3.9478e+04   -346.12     12.19    -12.00    3.005    1.795    0.030  1.4412e+06  1.1765e+05 -6.4259e+04
2019 216  1 10 24.010  -9999.900  3.4124e+04   -346.63     11.72    -12.82    2.831    1.877    0.310  1.4412e+06  1.1765e+05 -6.4262e+04
2019 216  1 11 28.032  -9999.900  3.8459e+04   -344.72     11.18    -13.91    3.328    1.386   -0.210  1.4412e+06  1.1766e+05 -6.4266e+04
2019 216  1 12 32.054  -9999.900 -9.9999e+03   -344.96     10.60    -13.18    3.398    1.085   -0.380  1.4412e+06  1.1767e+05 -6.4269e+04
2019 216  1 13 35.990  -9999.900  3.9678e+04   -343.59     12.03    -15.18    2.853    1.928    0.511  1.4412e+06  1.1767e+05 -6.4273e+04
2019 216  1 14 40.013  -9999.900  3.4253e+04   -343.98     11.98    -13.23    2.554    2.094    0.785  1.4412e+06  1.1768e+05 -6.4276e+04
2019 216  1 15 44.035  -9999.900  3.6894e+04   -346.13     12.46    -13.24    3.198    1.335    0.045  1.4412e+06  1.1769e+05 -6.4279e+04
2019 216  1 16 48.058  -9999.900  4.1003e+04   -345.67     12.25    -13.58    3.354    1.036   -0.135  1.4412e+06  1.1769e+05 -6.4283e+04
2019 216  1 17 51.994  -9999.900  3.9472e+04   -345.62     11.71    -13.61    3.312    0.902   -0.216  1.4412e+06  1.1770e+05 -6.4286e+04
2019 216  1 18 56.016  -9999.900  4.1947e+04   -346.26     11.72    -13.05    3.391    0.808   -0.094  1.4412e+06  1.1771e+05 -6.4290e+04
2019 216  1 20  0.038  -9999.900 -9.9999e+03   -344.82     11.38    -13.58    3.160    1.195    0.132  1.4412e+06  1.1771e+05 -6.4293e+04
2019 216  1 21  3.974  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90    3.012    1.452    0.366  1.4412e+06  1.1772e+05 -6.4296e+04
2019 216  1 22  7.997  -9999.900  3.3962e+04   -349.27     11.86    -11.48    2.749    1.615    0.602  1.4412e+06  1.1773e+05 -6.4300e+04
2019 216  1 23 12.019  -9999.900  2.6748e+04   -349.23     11.77    -11.67    2.482    1.513    0.834  1.4412e+06  1.1773e+05 -6.4303e+04
2019 216  1 24 16.042  -9999.900  2.6459e+04   -347.66     12.50    -11.73    2.332    1.670    0.970  1.4412e+06  1.1774e+05 -6.4307e+04
2019 216  1 25 19.978  -9999.900  2.1261e+04   -351.18     13.23    -11.76    2.359    1.862    1.037  1.4412e+06  1.1775e+05 -6.4310e+04
2019 216  1 26 24.000  -9999.900  2.6813e+04   -348.88     13.08    -11.69    2.346    1.600    0.853  1.4412e+06  1.1775e+05 -6.4313e+04
2019 216  1 27 28.022  -9999.900  2.3572e+04   -349.19     12.66    -11.42    2.490    1.612    0.847  1.4412e+06  1.1776e+05 -6.4317e+04
2019 216  1 28 32.045  -9999.900  2.4846e+04   -349.25     12.42    -11.85    2.287    1.730    0.874  1.4412e+06  1.1777e+05 -6.4320e+04
2019 216  1 29 35.981  -9999.900  2.5855e+04   -348.12     11.59    -10.14    2.275    1.759    0.946  1.4412e+06  1.1777e+05 -6.4324e+04
2019 216  1 30 40.003  -9999.900  2.6125e+04   -348.45     12.21    -12.72    2.395    1.791    0.910  1.4412e+06  1.1778e+05 -6.4327e+04
2019 216  1 31 44.026  -9999.900  2.2658e+04   -349.79     12.82    -13.00    2.416    1.706    0.889  1.4412e+06  1.1779e+05 -6.4330e+04
2019 216  1 32 48.048  -9999.900  2.8620e+04   -347.37     11.90    -12.14    2.529    1.657    0.834  1.4412e+06  1.1779e+05 -6.4334e+04
2019 216  1 33 51.984  -9999.900  2.6026e+04   -347.84     12.44    -13.04    2.387    1.743    0.887  1.4412e+06  1.1780e+05 -6.4337e+04
2019 216  1 34 56.006  -9999.900  2.5325e+04   -347.57     12.46    -13.17    2.302    1.739    0.961  1.4412e+06  1.1781e+05 -6.4341e+04
2019 216  1 36  0.029  -9999.900  2.6947e+04   -347.91     11.93    -11.42    2.328    1.684    0.794  1.4412e+06  1.1781e+05 -6.4344e+04
2019 216  1 37  4.051  -9999.900  2.7740e+04   -349.24     12.43    -13.46    2.290    1.737    0.837  1.4412e+06  1.1782e+05 -6.4347e+04
2019 216  1 38  7.987  -9999.900  2.4284e+04   -349.13     12.77    -14.67    2.320    1.779    0.894  1.4412e+06  1.1783e+05 -6.4351e+04
2019 216  1 39 12.010  -9999.900  2.8826e+04   -349.39     12.53    -13.61    2.411    1.838    0.778  1.4412e+06  1.1783e+05 -6.4354e+04
2019 216  1 40 16.032  -9999.900  2.3811e+04   -349.94     12.36    -14.17    2.453    1.774    0.824  1.4412e+06  1.1784e+05 -6.4358e+04
2019 216  1 41 20.054  -9999.900  2.6356e+04   -349.78     11.95    -13.12    2.313    1.777    0.801  1.4412e+06  1.1785e+05 -6.4361e+04
2019 216  1 42 23.990  -9999.900  2.2962e+04   -348.99     12.97    -14.09    2.236    1.703    0.860  1.4412e+06  1.1785e+05 -6.4364e+04
2019 216  1 43 28.013  -9999.900  2.6171e+04   -348.71     12.83    -13.44    1.986    1.802    0.835  1.4412e+06  1.1786e+05 -6.4368e+04
2019 216  1 44 32.035  -9999.900  2.1604e+04   -349.48     12.94    -13.19    1.971    1.828    0.680  1.4412e+06  1.1787e+05 -6.4371e+04
2019 216  1 45 36.058  -9999.900  2.5626e+04   -350.03     12.43    -12.98    2.168    1.789    0.704  1.4412e+06  1.1787e+05 -6.4375e+04
2019 216  1 46 39.994  -9999.900  2.2081e+04   -350.34     12.96    -13.12    2.164    1.711    0.708  1.4412e+06  1.1788e+05 -6.4378e+04
2019 216  1 47 44.016  -9999.900  2.5229e+04   -348.86     12.74    -13.56    2.082    1.755    0.787  1.4412e+06  1.1789e+05 -6.4381e+04
2019 216  1 48 48.038  -9999.900  2.2216e+04   -349.54     13.18    -13.39    2.151    1.670    0.536  1.4412e+06  1.1789e+05 -6.4385e+04
2019 216  1 49 51.974  -9999.900  2.5130e+04   -350.56     12.86    -14.05    2.041    1.736    0.658  1.4412e+06  1.1790e+05 -6.4388e+04
2019 216  1 50 55.997  -9999.900  2.5345e+04   -349.43     12.92    -14.09    2.125    1.642    0.565  1.4412e+06  1.1791e+05 -6.4392e+04
2019 216  1 52  0.019  -9999.900  2.5264e+04   -350.80     13.32    -13.86    2.090    1.726    0.671  1.4412e+06  1.1791e+05 -6.4395e+04
2019 216  1 53  4.042  -9999.900  2.6447e+04   -348.16     11.70    -12.84    2.311    1.681    0.720  1.4412e+06  1.1792e+05 -6.4398e+04
2019 216  1 54  7.978  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90    2.273    1.480    0.792  1.4412e+06  1.1793e+05 -6.4402e+04
2019 216  1 55 12.000  -9999.900  2.7049e+04   -349.44     11.69    -12.35    2.207    1.545    0.884  1.4412e+06  1.1793e+05 -6.4405e+04
2019 216  1 56 16.022  -9999.900  2.5636e+04   -348.80     11.92    -11.15    2.419    1.349    0.709  1.4412e+06  1.1794e+05 -6.4409e+04
2019 216  1 57 20.045  -9999.900  2.8891e+04   -344.99     11.51    -13.08    2.458    1.268    0.598  1.4412e+06  1.1795e+05 -6.4412e+04
2019 216  1 58 23.981  -9999.900  2.9333e+04   -344.43      9.96    -10.64    2.562    1.231    0.721  1.4412e+06  1.1795e+05 -6.4415e+04
2019 216  1 59 28.003  -9999.900  3.1808e+04   -345.70      9.96    -10.61    2.948    0.625    0.609  1.4412e+06  1.1796e+05 -6.4419e+04
2019 216  2  0 32.026  -9999.900  3.1748e+04   -345.30      9.47    -10.22    3.082    0.493    0.581  1.4412e+06  1.1797e+05 -6.4422e+04
2019 216  2  1 36.048  -9999.900  3.2914e+04   -348.39     10.79    -11.75    3.144    0.433    0.384  1.4412e+06  1.1797e+05 -6.4426e+04
2019 216  2  2 39.984  -9999.900  2.9375e+04   -347.31     10.01    -11.97    3.050    0.455    0.409  1.4412e+06  1.1798e+05 -6.4429e+04
2019 216  2  3 44.006  -9999.900 -9.9999e+03   -344.56      9.03     -9.70    3.091    0.428    0.430  1.4412e+06  1.1799e+05 -6.4432e+04
2019 216  2  4 48.029  -9999.900  3.3646e+04   -346.63      9.96    -11.90    3.126    0.470    0.403  1.4412e+06  1.1799e+05 -6.4436e+04
2019 216  2  5 52.051  -9999.900  3.4417e+04   -346.17     10.07    -10.90    3.079    0.494    0.283  1.4412e+06  1.1800e+05 -6.4439e+04
2019 216  2  6 55.987  -9999.900  3.4842e+04   -345.48      9.64    -10.98    3.078    0.349    0.171  1.4412e+06  1.1801e+05 -6.4443e+04
2019 216  2  8  0.010  -9999.900  3.7619e+04   -343.30      9.80    -11.33    2.958    0.379    0.269  1.4412e+06  1.1801e+05 -6.4446e+04
2019 216  2  9  4.032  -9999.900  3.2129e+04   -345.05     10.11    -11.57    2.958    0.283    0.342  1.4412e+06  1.1802e+05 -6.4449e+04
2019 216  2 10  8.054  -9999.900  3.5056e+04   -345.41      9.71    -10.63    2.943    0.138    0.470  1.4412e+06  1.1803e+05 -6.4453e+04
2019 216  2 11 11.990  -9999.900  3.0659e+04   -346.41     10.08    -11.36    2.948    0.305    0.659  1.4412e+06  1.1803e+05 -6.4456e+04
2019 216  2 12 16.013  -9999.900  3.3125e+04   -346.13      9.77    -10.64    2.777    0.630    0.621  1.4412e+06  1.1804e+05 -6.4460e+04
2019 216  2 13 20.035  -9999.900  3.0215e+04   -346.39      9.42     -9.66    2.797    0.434    0.793  1.4412e+06  1.1805e+05 -6.4463e+04
2019 216  2 14 24.058  -9999.900  2.8504e+04   -347.22     10.98    -11.70    2.361    1.299    0.890  1.4412e+06  1.1805e+05 -6.4466e+04
2019 216  2 15 27.994  -9999.900  2.3681e+04   -349.39     12.66    -13.79    2.279    1.487    0.846  1.4412e+06  1.1806e+05 -6.4470e+04
2019 216  2 16 32.016  -9999.900  2.9229e+04   -347.64     12.27    -13.78    2.259    1.717    0.849  1.4412e+06  1.1807e+05 -6.4473e+04
2019 216  2 17 36.038  -9999.900  2.3930e+04   -347.81     12.21    -12.62    2.281    1.830    1.040  1.4412e+06  1.1807e+05 -6.4477e+04
2019 216  2 18 39.974  -9999.900  2.5173e+04   -348.52     13.50    -13.69    2.299    1.851    0.957  1.4412e+06  1.1808e+05 -6.4480e+04
2019 216  2 19 43.997  -9999.900  2.5841e+04   -347.03     13.07    -12.49    2.127    1.968    0.902  1.4412e+06  1.1809e+05 -6.4483e+04
2019 216  2 20 48.019  -9999.900  2.6736e+04   -349.87     11.10    -10.69    2.095    1.699    0.564  1.4412e+06  1.1809e+05 -6.4487e+04
2019 216  2 21 52.042  -9999.900  2.7713e+04   -347.16     10.82    -10.80    2.381    1.607    0.685  1.4412e+06  1.1810e+05 -6.4490e+04
2019 216  2 22 55.978  -9999.900  2.7577e+04   -347.26     11.57    -11.41    2.471    1.299    1.160  1.4412e+06  1.1811e+05 -6.4494e+04
2019 216  2 24  0.000  -9999.900  2.8481e+04   -346.16     11.99    -12.81    2.391    1.179    1.297  1.4412e+06  1.1811e+05 -6.4497e+04
2019 216  2 25  4.022  -9999.900  2.9801e+04   -347.16     10.69    -10.22    2.253    1.100    1.349  1.4412e+06  1.1812e+05 -6.4500e+04
2019 216  2 26  8.045  -9999.900  2.7470e+04   -348.17     11.35    -11.01    2.010    0.954    1.458  1.4412e+06  1.1813e+05 -6.4504e+04
2019 216  2 27 11.981  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90    2.063    1.307    1.067  1.4412e+06  1.1813e+05 -6.4507e+04
2019 216  2 28 16.003  -9999.900  2.7484e+04   -349.10     11.85    -13.01    1.953    1.555    0.839  1.4412e+06  1.1814e+05 -6.4510e+04
2019 216  2 29 20.026  -9999.900  3.0797e+04   -348.53     11.95    -13.00    2.117    1.408    0.967  1.4412e+06  1.1815e+05 -6.4514e+04
2019 216  2 30 24.048  -9999.900  3.1820e+04   -348.47     11.30    -11.01    2.018    1.537    0.859  1.4412e+06  1.1816e+05 -6.4517e+04
2019 216  2 31 27.984  -9999.900  2.7649e+04   -346.46     13.16    -13.85    2.225    1.831    0.736  1.4412e+06  1.1816e+05 -6.4521e+04
2019 216  2 32 32.006  -9999.900  2.8863e+04   -345.19     13.35    -13.01    2.471    1.840    0.786  1.4412e+06  1.1817e+05 -6.4524e+04
2019 216  2 33 36.029  -9999.900  3.2262e+04   -344.74     11.99    -11.18    2.456    1.874    0.751  1.4412e+06  1.1818e+05 -6.4527e+04
2019 216  2 34 40.051  -9999.900  2.5774e+04   -344.44     11.47     -9.60    2.297    1.717    0.948  1.4412e+06  1.1818e+05 -6.4531e+04
2019 216  2 35 43.987  -9999.900  2.8047e+04   -347.34     11.04    -10.05    2.189    1.739    0.910  1.4412e+06  1.1819e+05 -6.4534e+04
2019 216  2 36 48.010  -9999.900  2.7129e+04   -345.45     12.57    -10.62    2.303    1.935    0.999  1.4412e+06  1.1820e+05 -6.4538e+04
2019 216  2 37 52.032  -9999.900  3.1646e+04   -343.47     12.14     -9.38    2.446    1.877    1.085  1.4412e+06  1.1820e+05 -6.4541e+04
2019 216  2 38 56.054  -9999.900  2.9469e+04   -342.37     11.27     -8.62    2.436    1.788    1.047  1.4412e+06  1.1821e+05 -6.4544e+04
2019 216  2 39 59.990  -9999.900  2.8594e+04   -344.50     11.27     -9.72    2.458    1.706    1.036  1.4412e+06  1.1822e+05 -6.4548e+04
2019 216  2 41  4.013  -9999.900  3.2813e+04   -343.00     11.37    -10.34    2.571    1.709    1.079  1.4412e+06  1.1822e+05 -6.4551e+04
2019 216  2 42  8.035  -9999.900  3.4250e+04   -343.80     11.33     -9.94    2.423    1.698    1.055  1.4412e+06  1.1823e+05 -6.4555e+04
2019 216  2 43 12.058  -9999.900  2.9999e+04   -343.35     11.39    -10.09    2.429    1.541    0.925  1.4412e+06  1.1824e+05 -6.4558e+04
2019 216  2 44 15.994  -9999.900  3.3546e+04   -344.28      9.50     -8.81    2.410    1.365    0.900  1.4412e+06  1.1824e+05 -6.4561e+04
2019 216  2 45 20.016  -9999.900  3.4501e+04   -342.86     10.66    -10.28    2.365    1.481    0.875  1.4412e+06  1.1825e+05 -6.4565e+04
2019 216  2 46 24.038  -9999.900  2.8207e+04   -345.15     11.00    -10.80    2.186    1.445    0.953  1.4412e+06  1.1826e+05 -6.4568e+04
2019 216  2 47 27.974  -9999.900  3.2481e+04   -344.75     10.77    -10.06    2.098    1.375    0.948  1.4412e+06  1.1826e+05 -6.4572e+04
2019 216  2 48 31.997  -9999.900  2.7807e+04   -344.90     10.33     -9.77    2.166    1.331    0.985  1.4412e+06  1.1827e+05 -6.4575e+04
2019 216  2 49 36.019  -9999.900  2.9408e+04   -344.08     10.71     -9.94    1.970    1.502    0.927  1.4412e+06  1.1828e+05 -6.4578e+04
2019 216  2 50 40.042  -9999.900  2.7078e+04   -345.60     11.66    -10.74    1.903    1.587    0.848  1.4412e+06  1.1828e+05 -6.4582e+04
2019 216  2 51 43.978  -9999.900  2.9636e+04   -345.04     11.42    -10.36    1.994    1.509    0.848  1.4412e+06  1.1829e+05 -6.4585e+04
2019 216  2 52 48.000  -9999.900  3.0730e+04   -342.72     10.57    -11.37    2.070    1.519    0.799  1.4412e+06  1.1830e+05 -6.4589e+04
