SWEPAM 64-second Averaged Solar Wind Ion Parameters (GSE, /cc, K, km/s, km)
year doy hr min sec rho T ux uy uz x y z
2017 147 12 15 21.000  -9999.900  1.7181e+04   -290.27     -6.32      3.09  1.5890e+06 -5.0681e+04  1.4306e+05
2017 147 12 16 25.000  -9999.900  1.8778e+04   -287.87    -11.13      3.70  1.5890e+06 -5.0687e+04  1.4307e+05
2017 147 12 17 29.000  -9999.900  1.9113e+04   -289.90    -10.84      2.20  1.5890e+06 -5.0693e+04  1.4307e+05
2017 147 12 18 33.000  -9999.900  1.4643e+04   -293.14     -8.55      2.67  1.5890e+06 -5.0698e+04  1.4307e+05
2017 147 12 19 37.000  -9999.900  1.3476e+04   -290.50    -11.32      3.22  1.5890e+06 -5.0704e+04  1.4307e+05
2017 147 12 20 41.000  -9999.900  1.4131e+04   -288.59     -8.84      0.82  1.5890e+06 -5.0710e+04  1.4307e+05
2017 147 12 21 45.000  -9999.900  1.7047e+04   -291.77     -9.73      3.02  1.5890e+06 -5.0715e+04  1.4307e+05
2017 147 12 22 49.000  -9999.900  2.0445e+04   -291.26    -12.55      2.66  1.5890e+06 -5.0721e+04  1.4308e+05
2017 147 12 23 53.000  -9999.900  1.5123e+04   -294.18    -11.23      4.55  1.5890e+06 -5.0727e+04  1.4308e+05
2017 147 12 24 57.000  -9999.900  1.2242e+04   -290.32    -10.64      3.03  1.5890e+06 -5.0732e+04  1.4308e+05
2017 147 12 26  1.000  -9999.900  1.3154e+04   -291.93     -8.61      3.04  1.5890e+06 -5.0738e+04  1.4308e+05
2017 147 12 27  5.000  -9999.900  1.6257e+04   -292.32     -9.98      2.26  1.5890e+06 -5.0744e+04  1.4308e+05
2017 147 12 28  9.000  -9999.900  1.4651e+04   -294.34    -13.07      1.30  1.5890e+06 -5.0749e+04  1.4309e+05
2017 147 12 29 13.000  -9999.900  1.2837e+04   -291.91    -10.90      2.23  1.5890e+06 -5.0755e+04  1.4309e+05
2017 147 12 30 17.000  -9999.900  1.6552e+04   -293.04    -12.16      1.20  1.5890e+06 -5.0761e+04  1.4309e+05
2017 147 12 31 21.000  -9999.900  1.2884e+04   -295.14    -12.83      5.02  1.5890e+06 -5.0766e+04  1.4309e+05
2017 147 12 32 25.000  -9999.900  1.3948e+04   -290.76    -11.43      3.63  1.5890e+06 -5.0772e+04  1.4309e+05
2017 147 12 33 29.000  -9999.900  1.2469e+04   -292.05    -10.31      3.50  1.5890e+06 -5.0778e+04  1.4309e+05
2017 147 12 34 33.000  -9999.900  1.3522e+04   -290.09     -9.62      2.03  1.5890e+06 -5.0784e+04  1.4310e+05
2017 147 12 35 37.000  -9999.900 -9.9999e+03   -290.93    -11.43      2.88  1.5890e+06 -5.0789e+04  1.4310e+05
2017 147 12 36 41.000  -9999.900  1.4103e+04   -291.51    -13.43      2.66  1.5890e+06 -5.0795e+04  1.4310e+05
2017 147 12 37 45.000  -9999.900  1.2894e+04   -291.44    -12.76      2.80  1.5890e+06 -5.0801e+04  1.4310e+05
2017 147 12 38 49.000  -9999.900  1.2820e+04   -290.45    -12.49      2.36  1.5890e+06 -5.0806e+04  1.4310e+05
2017 147 12 39 53.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5890e+06 -5.0812e+04  1.4310e+05
2017 147 12 40 57.000  -9999.900  1.3869e+04   -289.95    -12.36      2.88  1.5890e+06 -5.0818e+04  1.4311e+05
2017 147 12 42  1.000  -9999.900  1.5447e+04   -292.33     -9.35      3.08  1.5890e+06 -5.0823e+04  1.4311e+05
2017 147 12 43  5.000  -9999.900  1.2445e+04   -292.73    -12.89      2.67  1.5890e+06 -5.0829e+04  1.4311e+05
2017 147 12 44  9.000  -9999.900  1.4905e+04   -293.57    -13.31      2.72  1.5890e+06 -5.0835e+04  1.4311e+05
2017 147 12 45 13.000  -9999.900  1.4155e+04   -294.01    -11.14      3.35  1.5890e+06 -5.0840e+04  1.4311e+05
2017 147 12 46 17.000  -9999.900  1.6370e+04   -291.65    -11.50      2.50  1.5890e+06 -5.0846e+04  1.4311e+05
2017 147 12 47 21.000  -9999.900  1.2104e+04   -292.77    -12.42      3.97  1.5890e+06 -5.0852e+04  1.4312e+05
2017 147 12 48 25.000  -9999.900  1.3400e+04   -291.08    -13.13      3.20  1.5890e+06 -5.0857e+04  1.4312e+05
2017 147 12 49 29.000  -9999.900  1.5012e+04   -290.44    -10.93      3.88  1.5890e+06 -5.0863e+04  1.4312e+05
2017 147 12 50 33.000  -9999.900  1.4001e+04   -292.78    -15.38      3.92  1.5890e+06 -5.0869e+04  1.4312e+05
2017 147 12 51 37.000  -9999.900  1.2687e+04   -293.18    -14.46      5.47  1.5890e+06 -5.0874e+04  1.4312e+05
2017 147 12 52 41.000  -9999.900  1.5386e+04   -293.31    -12.07      2.74  1.5890e+06 -5.0880e+04  1.4313e+05
2017 147 12 53 45.000  -9999.900  1.2553e+04   -292.03    -15.88      3.09  1.5890e+06 -5.0886e+04  1.4313e+05
2017 147 12 54 49.000  -9999.900  1.6415e+04   -293.09    -14.44      3.29  1.5890e+06 -5.0891e+04  1.4313e+05
2017 147 12 55 53.000  -9999.900  1.1773e+04   -292.70    -13.24      2.85  1.5890e+06 -5.0897e+04  1.4313e+05
2017 147 12 56 57.000  -9999.900  1.4758e+04   -292.20    -15.48      3.49  1.5890e+06 -5.0903e+04  1.4313e+05
2017 147 12 58  1.000  -9999.900  1.3608e+04   -292.36    -15.47      2.69  1.5890e+06 -5.0908e+04  1.4313e+05
2017 147 12 59  5.000  -9999.900  1.7540e+04   -294.08    -13.29      4.02  1.5890e+06 -5.0914e+04  1.4314e+05
2017 147 13  0  9.000  -9999.900  1.4547e+04   -292.17    -16.64      4.19  1.5890e+06 -5.0920e+04  1.4314e+05
2017 147 13  1 13.000  -9999.900  1.5507e+04   -291.47    -13.23      4.83  1.5890e+06 -5.0925e+04  1.4314e+05
2017 147 13  2 17.000  -9999.900  1.4564e+04   -291.98    -14.76      3.46  1.5890e+06 -5.0931e+04  1.4314e+05
2017 147 13  3 21.000  -9999.900  1.6057e+04   -290.10    -14.39      2.64  1.5890e+06 -5.0937e+04  1.4314e+05
2017 147 13  4 25.000  -9999.900  1.3622e+04   -291.79    -10.81      4.81  1.5890e+06 -5.0943e+04  1.4314e+05
2017 147 13  5 29.000  -9999.900  1.6243e+04   -293.18    -13.72      3.10  1.5890e+06 -5.0948e+04  1.4315e+05
2017 147 13  6 33.000  -9999.900  1.3582e+04   -290.96    -13.29      3.89  1.5890e+06 -5.0954e+04  1.4315e+05
2017 147 13  7 37.000  -9999.900  1.3396e+04   -291.77    -11.77      3.69  1.5890e+06 -5.0960e+04  1.4315e+05
2017 147 13  8 41.000  -9999.900  1.2042e+04   -290.99    -15.79      2.96  1.5890e+06 -5.0965e+04  1.4315e+05
2017 147 13  9 45.000  -9999.900  1.4016e+04   -290.28    -10.22      2.20  1.5890e+06 -5.0971e+04  1.4315e+05
2017 147 13 10 49.000  -9999.900  1.3520e+04   -291.70     -9.09      2.60  1.5890e+06 -5.0977e+04  1.4315e+05
2017 147 13 11 53.000  -9999.900  1.4574e+04   -290.93     -8.22      5.36  1.5890e+06 -5.0982e+04  1.4316e+05
2017 147 13 12 57.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5890e+06 -5.0988e+04  1.4316e+05
2017 147 13 14  1.000  -9999.900  1.3252e+04   -291.29    -11.63      3.09  1.5890e+06 -5.0994e+04  1.4316e+05
2017 147 13 15  5.000  -9999.900  1.5724e+04   -289.51    -10.71      2.98  1.5890e+06 -5.0999e+04  1.4316e+05
2017 147 13 16  9.000  -9999.900  1.2555e+04   -291.49    -12.27      3.70  1.5890e+06 -5.1005e+04  1.4316e+05
2017 147 13 17 13.000  -9999.900  1.5411e+04   -289.73    -12.59      3.70  1.5890e+06 -5.1011e+04  1.4317e+05
2017 147 13 18 17.000  -9999.900  1.4233e+04   -291.04     -7.40      3.32  1.5890e+06 -5.1016e+04  1.4317e+05
2017 147 13 19 21.000  -9999.900  1.5417e+04   -290.27    -12.48      1.87  1.5890e+06 -5.1022e+04  1.4317e+05
2017 147 13 20 25.000  -9999.900  1.7840e+04   -296.16    -10.43      5.41  1.5890e+06 -5.1028e+04  1.4317e+05
2017 147 13 21 29.000  -9999.900  1.6848e+04   -294.85    -17.00      3.80  1.5890e+06 -5.1033e+04  1.4317e+05
2017 147 13 22 33.000  -9999.900 -9.9999e+03   -294.33    -18.99      4.16  1.5890e+06 -5.1039e+04  1.4317e+05
2017 147 13 23 37.000  -9999.900 -9.9999e+03   -286.72    -11.12      4.01  1.5890e+06 -5.1045e+04  1.4318e+05
2017 147 13 24 41.000  -9999.900  1.5899e+04   -287.28    -10.62      3.74  1.5890e+06 -5.1050e+04  1.4318e+05
2017 147 13 25 45.000  -9999.900  1.6348e+04   -288.00    -11.19      2.70  1.5890e+06 -5.1056e+04  1.4318e+05
2017 147 13 26 49.000  -9999.900  1.1923e+04   -291.16    -15.87      3.29  1.5890e+06 -5.1062e+04  1.4318e+05
2017 147 13 27 53.000  -9999.900  1.8527e+04   -288.93    -13.44      4.08  1.5890e+06 -5.1067e+04  1.4318e+05
2017 147 13 28 57.000  -9999.900  1.4578e+04   -288.86    -16.70      3.00  1.5890e+06 -5.1073e+04  1.4318e+05
2017 147 13 30  1.000  -9999.900  1.6304e+04   -285.85    -11.44      2.96  1.5890e+06 -5.1079e+04  1.4319e+05
2017 147 13 31  5.000  -9999.900  1.8005e+04   -289.32     -9.87      3.33  1.5890e+06 -5.1084e+04  1.4319e+05
2017 147 13 32  9.000  -9999.900  1.6804e+04   -285.40    -10.47      1.60  1.5890e+06 -5.1090e+04  1.4319e+05
2017 147 13 33 13.000  -9999.900  1.2630e+04   -290.10    -10.65      3.38  1.5890e+06 -5.1096e+04  1.4319e+05
2017 147 13 34 17.000  -9999.900  1.8095e+04   -287.41    -12.11      2.90  1.5890e+06 -5.1102e+04  1.4319e+05
2017 147 13 35 21.000  -9999.900  1.5761e+04   -289.58     -6.48      3.45  1.5890e+06 -5.1107e+04  1.4319e+05
2017 147 13 36 25.000  -9999.900 -9.9999e+03   -290.80     -7.07      2.36  1.5890e+06 -5.1113e+04  1.4320e+05
2017 147 13 37 29.000  -9999.900  1.4907e+04   -288.17     -9.11      0.63  1.5890e+06 -5.1119e+04  1.4320e+05
2017 147 13 38 33.000  -9999.900  1.8417e+04   -287.63     -7.12      1.90  1.5890e+06 -5.1124e+04  1.4320e+05
2017 147 13 39 37.000  -9999.900  1.4120e+04   -287.68     -4.76      1.37  1.5890e+06 -5.1130e+04  1.4320e+05
2017 147 13 40 41.000  -9999.900  1.6601e+04   -288.59     -7.09      1.43  1.5890e+06 -5.1136e+04  1.4320e+05
2017 147 13 41 45.000  -9999.900  1.5380e+04   -288.56     -9.30      1.34  1.5890e+06 -5.1141e+04  1.4321e+05
2017 147 13 42 49.000  -9999.900  1.3856e+04   -284.36     -0.47     -0.10  1.5890e+06 -5.1147e+04  1.4321e+05
2017 147 13 43 53.000  -9999.900  1.5649e+04   -286.27      0.63     -0.02  1.5890e+06 -5.1153e+04  1.4321e+05
2017 147 13 44 57.000  -9999.900  1.7319e+04   -285.42     -2.12      0.41  1.5890e+06 -5.1158e+04  1.4321e+05
2017 147 13 46  1.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5890e+06 -5.1164e+04  1.4321e+05
2017 147 13 47  5.000  -9999.900  1.4379e+04   -293.94    -12.30      3.68  1.5890e+06 -5.1170e+04  1.4321e+05
2017 147 13 48  9.000  -9999.900  2.0096e+04   -296.97     -9.73      4.17  1.5890e+06 -5.1175e+04  1.4322e+05
2017 147 13 49 13.000  -9999.900  1.9495e+04   -296.78    -14.20      3.37  1.5890e+06 -5.1181e+04  1.4322e+05
2017 147 13 50 17.000  -9999.900  1.5728e+04   -294.42    -15.33      2.91  1.5890e+06 -5.1187e+04  1.4322e+05
2017 147 13 51 21.000  -9999.900  1.4229e+04   -288.37     -3.13      1.04  1.5890e+06 -5.1192e+04  1.4322e+05
2017 147 13 52 25.000  -9999.900  1.7521e+04   -292.18     -1.45      0.93  1.5890e+06 -5.1198e+04  1.4322e+05
2017 147 13 53 29.000  -9999.900  1.8008e+04   -292.88      0.61      0.69  1.5890e+06 -5.1204e+04  1.4322e+05
2017 147 13 54 33.000  -9999.900  2.0241e+04   -297.66     -2.09      2.82  1.5890e+06 -5.1209e+04  1.4323e+05
2017 147 13 55 37.000  -9999.900  1.9882e+04   -296.12     -1.83      3.04  1.5890e+06 -5.1215e+04  1.4323e+05
2017 147 13 56 41.000  -9999.900  2.0132e+04   -295.70     -4.10      2.59  1.5890e+06 -5.1221e+04  1.4323e+05
2017 147 13 57 45.000  -9999.900  2.5843e+04   -298.79     -6.76      3.07  1.5890e+06 -5.1226e+04  1.4323e+05
2017 147 13 58 49.000  -9999.900  2.2191e+04   -295.41     -7.81      3.83  1.5890e+06 -5.1232e+04  1.4323e+05
2017 147 13 59 53.000  -9999.900  1.8381e+04   -294.46    -10.44      0.98  1.5890e+06 -5.1238e+04  1.4323e+05
2017 147 14  0 57.000  -9999.900  2.1182e+04   -297.62     -9.09      3.96  1.5890e+06 -5.1244e+04  1.4324e+05
2017 147 14  2  1.000  -9999.900  2.1042e+04   -297.48     -9.91      3.08  1.5890e+06 -5.1249e+04  1.4324e+05
2017 147 14  3  5.000  -9999.900  1.7503e+04   -297.52     -4.68      3.35  1.5890e+06 -5.1255e+04  1.4324e+05
2017 147 14  4  9.000  -9999.900  1.8974e+04   -294.98    -12.90      5.76  1.5890e+06 -5.1261e+04  1.4324e+05
2017 147 14  5 13.000  -9999.900  1.9172e+04   -292.77     -5.96      5.78  1.5890e+06 -5.1266e+04  1.4324e+05
2017 147 14  6 17.000  -9999.900  1.6570e+04   -291.57    -12.52      5.10  1.5890e+06 -5.1272e+04  1.4325e+05
2017 147 14  7 21.000  -9999.900  1.9915e+04   -295.89    -11.29      5.20  1.5890e+06 -5.1278e+04  1.4325e+05
2017 147 14  8 25.000  -9999.900  1.9869e+04   -298.45     -9.00      3.99  1.5890e+06 -5.1283e+04  1.4325e+05
2017 147 14  9 29.000  -9999.900  1.3311e+04   -294.82     -6.50      3.43  1.5890e+06 -5.1289e+04  1.4325e+05
2017 147 14 10 33.000  -9999.900  1.2401e+04   -295.47     -7.78      3.60  1.5890e+06 -5.1295e+04  1.4325e+05
2017 147 14 11 37.000  -9999.900  1.7153e+04   -295.76     -9.03      2.51  1.5890e+06 -5.1300e+04  1.4325e+05
2017 147 14 12 41.000  -9999.900  1.0762e+04   -293.37     -8.30      2.49  1.5890e+06 -5.1306e+04  1.4326e+05
2017 147 14 13 45.000  -9999.900  1.3640e+04   -294.66     -6.88      1.58  1.5890e+06 -5.1312e+04  1.4326e+05
2017 147 14 14 49.000  -9999.900  1.0071e+04   -292.40     -6.17      3.09  1.5890e+06 -5.1317e+04  1.4326e+05
2017 147 14 15 53.000  -9999.900  1.0156e+04   -291.47     -4.80      2.46  1.5890e+06 -5.1323e+04  1.4326e+05
2017 147 14 16 57.000  -9999.900  1.0234e+04   -293.81     -7.55      1.59  1.5890e+06 -5.1329e+04  1.4326e+05
2017 147 14 18  1.000  -9999.900  1.1301e+04   -293.90     -7.32      2.52  1.5890e+06 -5.1334e+04  1.4326e+05
2017 147 14 19  5.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5890e+06 -5.1340e+04  1.4327e+05
2017 147 14 20  9.000  -9999.900  1.0299e+04   -294.26     -9.25      3.66  1.5890e+06 -5.1346e+04  1.4327e+05
2017 147 14 21 13.000  -9999.900  1.4355e+04   -294.01     -7.62      3.13  1.5890e+06 -5.1351e+04  1.4327e+05
2017 147 14 22 17.000  -9999.900  1.4656e+04   -294.63     -8.48      2.63  1.5890e+06 -5.1357e+04  1.4327e+05
2017 147 14 23 21.000  -9999.900  1.2241e+04   -294.83     -7.88      2.87  1.5890e+06 -5.1363e+04  1.4327e+05
2017 147 14 24 25.000  -9999.900  1.1839e+04   -294.79     -7.48      3.01  1.5890e+06 -5.1368e+04  1.4327e+05
2017 147 14 25 29.000  -9999.900  9.2500e+03   -296.56     -7.29      3.65  1.5890e+06 -5.1374e+04  1.4328e+05
2017 147 14 26 33.000  -9999.900  1.1709e+04   -293.85     -6.59      3.78  1.5890e+06 -5.1380e+04  1.4328e+05
2017 147 14 27 37.000  -9999.900  1.1533e+04   -295.09     -6.98      4.13  1.5890e+06 -5.1385e+04  1.4328e+05
2017 147 14 28 41.000  -9999.900  1.2295e+04   -295.47     -5.29      3.83  1.5890e+06 -5.1391e+04  1.4328e+05
2017 147 14 29 45.000  -9999.900  1.3461e+04   -294.32     -6.75      3.46  1.5890e+06 -5.1397e+04  1.4328e+05
2017 147 14 30 49.000  -9999.900  1.2744e+04   -294.21     -4.77      4.29  1.5890e+06 -5.1402e+04  1.4329e+05
2017 147 14 31 53.000  -9999.900  1.2338e+04   -291.77     -6.92      3.72  1.5890e+06 -5.1408e+04  1.4329e+05
2017 147 14 32 57.000  -9999.900  1.2383e+04   -294.18     -4.95      4.09  1.5890e+06 -5.1414e+04  1.4329e+05
2017 147 14 34  1.000  -9999.900  1.3963e+04   -294.82     -5.69      3.79  1.5890e+06 -5.1420e+04  1.4329e+05
2017 147 14 35  5.000  -9999.900  1.5357e+04   -294.83     -8.22      4.12  1.5890e+06 -5.1425e+04  1.4329e+05
2017 147 14 36  9.000  -9999.900  1.6604e+04   -295.79     -9.48      3.90  1.5890e+06 -5.1431e+04  1.4329e+05
2017 147 14 37 13.000  -9999.900  1.4814e+04   -296.61    -10.48      2.71  1.5890e+06 -5.1437e+04  1.4330e+05
2017 147 14 38 17.000  -9999.900  1.5674e+04   -295.09     -8.02      5.13  1.5890e+06 -5.1442e+04  1.4330e+05
2017 147 14 39 21.000  -9999.900  2.6951e+04   -301.76     -2.86      5.92  1.5890e+06 -5.1448e+04  1.4330e+05
2017 147 14 40 25.000     22.376  2.8207e+04   -352.07     23.45     23.58  1.5890e+06 -5.1454e+04  1.4330e+05
2017 147 14 41 29.000     24.502  9.1496e+04   -353.98     35.84     27.92  1.5890e+06 -5.1459e+04  1.4330e+05
2017 147 14 42 33.000     22.177  6.6072e+04   -354.46     35.70     16.16  1.5890e+06 -5.1465e+04  1.4330e+05
2017 147 14 43 37.000     21.425  6.0371e+04   -355.56     30.61     14.93  1.5890e+06 -5.1471e+04  1.4331e+05
2017 147 14 44 41.000     24.629  3.6042e+04   -363.47     24.83     14.34  1.5890e+06 -5.1476e+04  1.4331e+05
2017 147 14 45 45.000     23.008  3.7809e+04   -364.75     16.79     21.36  1.5890e+06 -5.1482e+04  1.4331e+05
2017 147 14 46 49.000     28.352  3.6086e+04   -359.77     14.17     16.96  1.5890e+06 -5.1488e+04  1.4331e+05
2017 147 14 47 53.000     28.246  5.0064e+04   -362.08     16.86     17.24  1.5890e+06 -5.1493e+04  1.4331e+05
2017 147 14 48 57.000     26.643  4.6138e+04   -360.62     17.19     19.69  1.5890e+06 -5.1499e+04  1.4332e+05
2017 147 14 50  1.000     27.538  4.0122e+04   -363.86     15.42     20.18  1.5890e+06 -5.1505e+04  1.4332e+05
2017 147 14 51  5.000     28.075  4.2836e+04   -363.42     14.56     18.60  1.5890e+06 -5.1510e+04  1.4332e+05
2017 147 14 52  9.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5890e+06 -5.1516e+04  1.4332e+05
2017 147 14 53 13.000     24.331  3.8163e+04   -364.27     17.57     21.73  1.5890e+06 -5.1522e+04  1.4332e+05
2017 147 14 54 17.000     26.572  4.1280e+04   -361.22     11.28     21.54  1.5890e+06 -5.1527e+04  1.4332e+05
2017 147 14 55 21.000     25.016  4.3584e+04   -363.66     13.54     19.07  1.5890e+06 -5.1533e+04  1.4333e+05
2017 147 14 56 25.000     26.387  4.4647e+04   -367.30     18.09     14.06  1.5890e+06 -5.1539e+04  1.4333e+05
2017 147 14 57 29.000     23.633  5.0773e+04   -360.22      8.74     20.31  1.5890e+06 -5.1544e+04  1.4333e+05
2017 147 14 58 33.000     24.346  5.5157e+04   -360.51     13.29     17.78  1.5890e+06 -5.1550e+04  1.4333e+05
2017 147 14 59 37.000     22.255  6.0557e+04   -362.03     15.86     16.94  1.5890e+06 -5.1556e+04  1.4333e+05
2017 147 15  0 41.000     25.348  6.7851e+04   -360.30     15.99     21.27  1.5890e+06 -5.1562e+04  1.4333e+05
2017 147 15  1 45.000     26.877  6.1668e+04   -365.23     15.42     20.14  1.5890e+06 -5.1567e+04  1.4334e+05
2017 147 15  2 49.000     26.198  6.6557e+04   -363.08     16.48     20.43  1.5890e+06 -5.1573e+04  1.4334e+05
2017 147 15  3 53.000     26.511  6.8429e+04   -364.36     13.82     21.86  1.5890e+06 -5.1579e+04  1.4334e+05
2017 147 15  4 57.000     25.133  6.6267e+04   -363.21     20.46     18.16  1.5890e+06 -5.1584e+04  1.4334e+05
2017 147 15  6  1.000     27.131  6.5101e+04   -365.15     18.48     17.25  1.5890e+06 -5.1590e+04  1.4334e+05
2017 147 15  7  5.000     27.267  6.6107e+04   -360.56     16.86     17.45  1.5890e+06 -5.1596e+04  1.4334e+05
2017 147 15  8  9.000     26.393  7.0548e+04   -361.72     15.03     20.83  1.5890e+06 -5.1601e+04  1.4335e+05
2017 147 15  9 13.000     25.121  5.8825e+04   -361.74     16.13     19.44  1.5890e+06 -5.1607e+04  1.4335e+05
2017 147 15 10 17.000     26.865  7.0513e+04   -363.77      9.92     26.29  1.5890e+06 -5.1613e+04  1.4335e+05
2017 147 15 11 21.000     26.796  7.2353e+04   -361.06      9.17     23.06  1.5890e+06 -5.1618e+04  1.4335e+05
2017 147 15 12 25.000     26.334  7.1868e+04   -362.11      7.61     27.91  1.5890e+06 -5.1624e+04  1.4335e+05
2017 147 15 13 29.000     24.332  6.9380e+04   -361.66     10.83     23.70  1.5890e+06 -5.1630e+04  1.4336e+05
2017 147 15 14 33.000     29.643  5.0179e+04   -361.66      9.84     20.82  1.5890e+06 -5.1635e+04  1.4336e+05
2017 147 15 15 37.000     26.925  7.8809e+04   -361.41     19.79     25.44  1.5890e+06 -5.1641e+04  1.4336e+05
2017 147 15 16 41.000     27.142  7.5413e+04   -364.04     16.65     27.12  1.5890e+06 -5.1647e+04  1.4336e+05
2017 147 15 17 45.000     29.701  7.6522e+04   -362.00     12.82     25.05  1.5890e+06 -5.1652e+04  1.4336e+05
2017 147 15 18 49.000     30.722  7.2534e+04   -358.44     16.49     25.77  1.5890e+06 -5.1658e+04  1.4336e+05
2017 147 15 19 53.000     28.653  7.3484e+04   -360.48     14.16     27.83  1.5890e+06 -5.1664e+04  1.4337e+05
2017 147 15 20 57.000     28.731  5.9773e+04   -360.44     10.59     22.47  1.5890e+06 -5.1669e+04  1.4337e+05
2017 147 15 22  1.000     28.650  6.1396e+04   -361.14     17.26     21.92  1.5890e+06 -5.1675e+04  1.4337e+05
2017 147 15 23  5.000     26.808  7.5346e+04   -362.60     24.41     23.25  1.5889e+06 -5.1681e+04  1.4337e+05
2017 147 15 24  9.000     29.779  5.2055e+04   -362.55     23.30     23.57  1.5889e+06 -5.1686e+04  1.4337e+05
2017 147 15 25 13.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5889e+06 -5.1692e+04  1.4337e+05
2017 147 15 26 17.000     27.088  7.9916e+04   -363.10     31.94     20.16  1.5889e+06 -5.1698e+04  1.4338e+05
2017 147 15 27 21.000     27.056  7.4842e+04   -362.65     36.15     19.54  1.5889e+06 -5.1703e+04  1.4338e+05
2017 147 15 28 25.000     25.692  7.9188e+04   -358.58     36.81     20.13  1.5889e+06 -5.1709e+04  1.4338e+05
2017 147 15 29 29.000     27.081  8.1477e+04   -360.61     37.66     19.35  1.5889e+06 -5.1715e+04  1.4338e+05
2017 147 15 30 33.000     25.958  7.8499e+04   -360.82     33.99     23.01  1.5889e+06 -5.1721e+04  1.4338e+05
2017 147 15 31 37.000     27.139  9.0641e+04   -358.20     29.19     26.54  1.5889e+06 -5.1726e+04  1.4338e+05
2017 147 15 32 41.000     28.430  8.6754e+04   -357.42     31.95     24.10  1.5889e+06 -5.1732e+04  1.4339e+05
2017 147 15 33 45.000     26.064  8.6501e+04   -357.07     33.65     26.30  1.5889e+06 -5.1738e+04  1.4339e+05
2017 147 15 34 49.000     27.861  8.3807e+04   -355.85     34.35     24.76  1.5889e+06 -5.1743e+04  1.4339e+05
2017 147 15 35 53.000     28.465  8.5878e+04   -358.26     34.60     24.44  1.5889e+06 -5.1749e+04  1.4339e+05
2017 147 15 36 57.000     26.399  8.3642e+04   -355.73     35.97     22.71  1.5889e+06 -5.1755e+04  1.4339e+05
2017 147 15 38  1.000     27.353  8.8306e+04   -357.97     31.39     22.40  1.5889e+06 -5.1760e+04  1.4340e+05
2017 147 15 39  5.000     27.116  8.3735e+04   -356.80     30.47     24.12  1.5889e+06 -5.1766e+04  1.4340e+05
2017 147 15 40  9.000     27.531  8.3127e+04   -356.63     31.95     26.56  1.5889e+06 -5.1772e+04  1.4340e+05
2017 147 15 41 13.000     27.586  8.7832e+04   -356.51     35.20     25.55  1.5889e+06 -5.1777e+04  1.4340e+05
2017 147 15 42 17.000     26.741  8.6868e+04   -356.02     35.61     23.64  1.5889e+06 -5.1783e+04  1.4340e+05
2017 147 15 43 21.000     26.109  8.9147e+04   -357.84     36.64     20.63  1.5889e+06 -5.1789e+04  1.4340e+05
2017 147 15 44 25.000     26.586  7.9564e+04   -360.39     36.08     17.76  1.5889e+06 -5.1794e+04  1.4341e+05
2017 147 15 45 29.000     27.473  8.8424e+04   -359.28     33.19     16.34  1.5889e+06 -5.1800e+04  1.4341e+05
2017 147 15 46 33.000     25.625  7.8693e+04   -356.66     33.41     14.30  1.5889e+06 -5.1806e+04  1.4341e+05
2017 147 15 47 37.000     25.945  8.0353e+04   -357.03     39.14     14.66  1.5889e+06 -5.1811e+04  1.4341e+05
2017 147 15 48 41.000  -9999.900  8.5717e+04   -355.05     44.34     13.34  1.5889e+06 -5.1817e+04  1.4341e+05
2017 147 15 49 45.000  -9999.900  9.6134e+04   -359.54     38.20     19.25  1.5889e+06 -5.1823e+04  1.4341e+05
2017 147 15 50 49.000  -9999.900  9.1140e+04   -357.81     37.45     19.59  1.5889e+06 -5.1828e+04  1.4342e+05
2017 147 15 51 53.000  -9999.900  8.1639e+04   -353.66     42.98     11.29  1.5889e+06 -5.1834e+04  1.4342e+05
2017 147 15 52 57.000  -9999.900  7.3110e+04   -354.92     43.75     11.34  1.5889e+06 -5.1840e+04  1.4342e+05
2017 147 15 54  1.000  -9999.900  7.2103e+04   -355.96     45.37     10.58  1.5889e+06 -5.1846e+04  1.4342e+05
2017 147 15 55  5.000  -9999.900  7.7131e+04   -354.99     43.30      9.79  1.5889e+06 -5.1851e+04  1.4342e+05
2017 147 15 56  9.000  -9999.900  7.0965e+04   -354.48     43.42      9.56  1.5889e+06 -5.1857e+04  1.4342e+05
2017 147 15 57 13.000  -9999.900  7.1486e+04   -356.96     45.06     10.25  1.5889e+06 -5.1863e+04  1.4343e+05
2017 147 15 58 17.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5889e+06 -5.1868e+04  1.4343e+05
2017 147 15 59 21.000     30.848 -9.9999e+03   -353.83     39.46      5.77  1.5889e+06 -5.1874e+04  1.4343e+05
2017 147 16  0 25.000     29.932  6.9721e+04   -366.39     19.43     20.26  1.5889e+06 -5.1880e+04  1.4343e+05
2017 147 16  1 29.000     28.127  6.8484e+04   -365.87     21.66     16.75  1.5889e+06 -5.1886e+04  1.4343e+05
