SWEPAM 64-second Averaged Solar Wind Ion Parameters (GSE, /cc, K, km/s, km)
year doy hr min sec rho T ux uy uz x y z
2017 148 13 27 53.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.8769e+04  1.4539e+05
2017 148 13 28 57.000  -9999.900 -9.9999e+03   -360.03    -24.76     -5.98  1.5879e+06 -5.8775e+04  1.4540e+05
2017 148 13 30  1.000  -9999.900 -9.9999e+03   -365.96    -25.42     -5.78  1.5879e+06 -5.8780e+04  1.4540e+05
2017 148 13 31  5.000  -9999.900 -9.9999e+03   -362.28    -29.99     -6.85  1.5879e+06 -5.8786e+04  1.4540e+05
2017 148 13 32  9.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.8792e+04  1.4540e+05
2017 148 13 33 13.000  -9999.900 -9.9999e+03   -370.92    -36.83     -9.41  1.5879e+06 -5.8798e+04  1.4540e+05
2017 148 13 34 17.000  -9999.900 -9.9999e+03   -363.58    -47.30    -11.92  1.5879e+06 -5.8803e+04  1.4540e+05
2017 148 13 35 21.000  -9999.900 -9.9999e+03   -369.20    -51.02    -15.44  1.5879e+06 -5.8809e+04  1.4540e+05
2017 148 13 36 25.000  -9999.900 -9.9999e+03   -365.39    -37.93    -10.70  1.5879e+06 -5.8815e+04  1.4541e+05
2017 148 13 37 29.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.8820e+04  1.4541e+05
2017 148 13 38 33.000  -9999.900 -9.9999e+03   -372.90    -55.77    -15.48  1.5879e+06 -5.8826e+04  1.4541e+05
2017 148 13 39 37.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.8832e+04  1.4541e+05
2017 148 13 40 41.000  -9999.900 -9.9999e+03   -368.31    -25.68     -8.98  1.5879e+06 -5.8837e+04  1.4541e+05
2017 148 13 41 45.000  -9999.900 -9.9999e+03   -375.84    -51.07    -15.64  1.5879e+06 -5.8843e+04  1.4541e+05
2017 148 13 42 49.000  -9999.900 -9.9999e+03   -376.43    -50.99    -14.86  1.5879e+06 -5.8849e+04  1.4542e+05
2017 148 13 43 53.000  -9999.900 -9.9999e+03   -378.61    -54.30    -17.38  1.5879e+06 -5.8855e+04  1.4542e+05
2017 148 13 44 57.000  -9999.900 -9.9999e+03   -371.60    -42.85    -13.45  1.5879e+06 -5.8860e+04  1.4542e+05
2017 148 13 46  1.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.8866e+04  1.4542e+05
2017 148 13 47  5.000  -9999.900 -9.9999e+03   -376.09    -48.01    -11.54  1.5879e+06 -5.8872e+04  1.4542e+05
2017 148 13 48  9.000  -9999.900 -9.9999e+03   -364.35    -29.54     -8.48  1.5879e+06 -5.8877e+04  1.4542e+05
2017 148 13 49 13.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.8883e+04  1.4543e+05
2017 148 13 50 17.000  -9999.900 -9.9999e+03   -369.40    -40.70    -11.81  1.5879e+06 -5.8889e+04  1.4543e+05
2017 148 13 51 21.000  -9999.900 -9.9999e+03   -377.07    -40.82    -10.75  1.5879e+06 -5.8895e+04  1.4543e+05
2017 148 13 52 25.000  -9999.900 -9.9999e+03   -379.04    -49.14    -13.01  1.5879e+06 -5.8900e+04  1.4543e+05
2017 148 13 53 29.000  -9999.900 -9.9999e+03   -382.34    -46.09    -12.05  1.5879e+06 -5.8906e+04  1.4543e+05
2017 148 13 54 33.000  -9999.900 -9.9999e+03   -382.00    -30.47     -9.65  1.5879e+06 -5.8912e+04  1.4543e+05
2017 148 13 55 37.000  -9999.900 -9.9999e+03   -373.76    -34.24     -9.27  1.5879e+06 -5.8917e+04  1.4544e+05
2017 148 13 56 41.000  -9999.900 -9.9999e+03   -366.71    -25.69     -4.88  1.5879e+06 -5.8923e+04  1.4544e+05
2017 148 13 57 45.000  -9999.900 -9.9999e+03   -366.09    -31.64     -5.84  1.5879e+06 -5.8929e+04  1.4544e+05
2017 148 13 58 49.000  -9999.900 -9.9999e+03   -369.87    -29.75     -7.06  1.5879e+06 -5.8934e+04  1.4544e+05
2017 148 13 59 53.000  -9999.900 -9.9999e+03   -361.99    -29.56     -5.33  1.5879e+06 -5.8940e+04  1.4544e+05
2017 148 14  0 57.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.8946e+04  1.4544e+05
2017 148 14  2  1.000  -9999.900 -9.9999e+03   -348.43    -32.94     -2.44  1.5879e+06 -5.8952e+04  1.4545e+05
2017 148 14  3  5.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.8957e+04  1.4545e+05
2017 148 14  4  9.000  -9999.900 -9.9999e+03   -369.16    -38.08     -6.30  1.5879e+06 -5.8963e+04  1.4545e+05
2017 148 14  5 13.000  -9999.900 -9.9999e+03   -355.26    -31.98     -4.83  1.5879e+06 -5.8969e+04  1.4545e+05
2017 148 14  6 17.000  -9999.900 -9.9999e+03   -356.75    -34.04     -4.67  1.5879e+06 -5.8974e+04  1.4545e+05
2017 148 14  7 21.000  -9999.900 -9.9999e+03   -357.16    -32.64     -5.37  1.5879e+06 -5.8980e+04  1.4545e+05
2017 148 14  8 25.000  -9999.900 -9.9999e+03   -353.79    -32.98     -4.80  1.5879e+06 -5.8986e+04  1.4546e+05
2017 148 14  9 29.000  -9999.900 -9.9999e+03   -360.90    -37.46     -6.11  1.5879e+06 -5.8992e+04  1.4546e+05
2017 148 14 10 33.000  -9999.900 -9.9999e+03   -360.99    -37.89     -6.87  1.5879e+06 -5.8997e+04  1.4546e+05
2017 148 14 11 37.000  -9999.900 -9.9999e+03   -363.02    -42.30     -8.13  1.5879e+06 -5.9003e+04  1.4546e+05
2017 148 14 12 41.000  -9999.900 -9.9999e+03   -356.07    -33.08     -4.90  1.5879e+06 -5.9009e+04  1.4546e+05
2017 148 14 13 45.000  -9999.900 -9.9999e+03   -360.21    -33.40     -4.32  1.5879e+06 -5.9014e+04  1.4546e+05
2017 148 14 14 49.000  -9999.900 -9.9999e+03   -360.97    -32.80     -4.44  1.5879e+06 -5.9020e+04  1.4547e+05
2017 148 14 15 53.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.9026e+04  1.4547e+05
2017 148 14 16 57.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.9032e+04  1.4547e+05
2017 148 14 18  1.000  -9999.900 -9.9999e+03   -364.94    -38.05     -5.08  1.5879e+06 -5.9037e+04  1.4547e+05
2017 148 14 19  5.000  -9999.900 -9.9999e+03   -366.37    -36.73     -7.08  1.5879e+06 -5.9043e+04  1.4547e+05
2017 148 14 20  9.000  -9999.900 -9.9999e+03   -371.42    -36.16     -5.80  1.5879e+06 -5.9049e+04  1.4547e+05
2017 148 14 21 13.000  -9999.900 -9.9999e+03   -361.83    -37.01     -7.26  1.5879e+06 -5.9054e+04  1.4547e+05
2017 148 14 22 17.000  -9999.900 -9.9999e+03   -362.65    -31.10     -4.49  1.5879e+06 -5.9060e+04  1.4548e+05
2017 148 14 23 21.000  -9999.900 -9.9999e+03   -358.89    -32.11     -5.54  1.5879e+06 -5.9066e+04  1.4548e+05
2017 148 14 24 25.000  -9999.900 -9.9999e+03   -360.69    -30.84     -3.44  1.5879e+06 -5.9071e+04  1.4548e+05
2017 148 14 25 29.000  -9999.900 -9.9999e+03   -356.39    -33.36     -4.55  1.5879e+06 -5.9077e+04  1.4548e+05
2017 148 14 26 33.000  -9999.900 -9.9999e+03   -364.07    -30.74     -4.63  1.5879e+06 -5.9083e+04  1.4548e+05
2017 148 14 27 37.000  -9999.900 -9.9999e+03   -359.17    -31.97     -5.76  1.5879e+06 -5.9089e+04  1.4548e+05
2017 148 14 28 41.000  -9999.900 -9.9999e+03   -364.63    -38.47     -6.00  1.5879e+06 -5.9094e+04  1.4549e+05
2017 148 14 29 45.000  -9999.900 -9.9999e+03   -353.21    -29.16     -5.09  1.5879e+06 -5.9100e+04  1.4549e+05
2017 148 14 30 49.000  -9999.900 -9.9999e+03   -357.79    -29.14     -4.29  1.5879e+06 -5.9106e+04  1.4549e+05
2017 148 14 31 53.000  -9999.900 -9.9999e+03   -363.77    -22.04     -3.76  1.5879e+06 -5.9111e+04  1.4549e+05
2017 148 14 32 57.000  -9999.900 -9.9999e+03   -363.44    -25.13     -3.82  1.5879e+06 -5.9117e+04  1.4549e+05
2017 148 14 34  1.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.9123e+04  1.4549e+05
2017 148 14 35  5.000  -9999.900 -9.9999e+03   -352.57    -38.41     -5.42  1.5879e+06 -5.9129e+04  1.4550e+05
2017 148 14 36  9.000  -9999.900 -9.9999e+03   -358.20    -42.71     -6.86  1.5879e+06 -5.9134e+04  1.4550e+05
2017 148 14 37 13.000  -9999.900 -9.9999e+03   -365.71    -22.23     -2.50  1.5879e+06 -5.9140e+04  1.4550e+05
2017 148 14 38 17.000  -9999.900 -9.9999e+03   -359.45    -33.08     -4.13  1.5879e+06 -5.9146e+04  1.4550e+05
2017 148 14 39 21.000  -9999.900 -9.9999e+03   -352.69    -29.55     -3.22  1.5879e+06 -5.9151e+04  1.4550e+05
2017 148 14 40 25.000  -9999.900 -9.9999e+03   -359.18    -42.39     -6.61  1.5879e+06 -5.9157e+04  1.4550e+05
2017 148 14 41 29.000  -9999.900 -9.9999e+03   -368.27    -40.95     -7.70  1.5879e+06 -5.9163e+04  1.4551e+05
2017 148 14 42 33.000  -9999.900 -9.9999e+03   -370.38    -39.24     -9.67  1.5879e+06 -5.9169e+04  1.4551e+05
2017 148 14 43 37.000  -9999.900 -9.9999e+03   -367.85    -16.04     -3.38  1.5879e+06 -5.9174e+04  1.4551e+05
2017 148 14 44 41.000  -9999.900 -9.9999e+03   -364.60    -20.92     -2.51  1.5879e+06 -5.9180e+04  1.4551e+05
2017 148 14 45 45.000  -9999.900 -9.9999e+03   -373.81    -21.38     -2.46  1.5879e+06 -5.9186e+04  1.4551e+05
2017 148 14 46 49.000  -9999.900 -9.9999e+03   -363.05    -20.25     -2.63  1.5879e+06 -5.9191e+04  1.4551e+05
2017 148 14 47 53.000  -9999.900 -9.9999e+03   -363.83    -13.29     -2.06  1.5879e+06 -5.9197e+04  1.4552e+05
2017 148 14 48 57.000  -9999.900 -9.9999e+03   -373.14    -10.51     -0.87  1.5879e+06 -5.9203e+04  1.4552e+05
2017 148 14 50  1.000  -9999.900 -9.9999e+03   -367.53    -33.66     -5.21  1.5879e+06 -5.9208e+04  1.4552e+05
2017 148 14 51  5.000  -9999.900 -9.9999e+03   -368.95    -27.34     -4.19  1.5879e+06 -5.9214e+04  1.4552e+05
2017 148 14 52  9.000  -9999.900 -9.9999e+03   -363.77    -26.76     -3.60  1.5879e+06 -5.9220e+04  1.4552e+05
2017 148 14 53 13.000  -9999.900 -9.9999e+03   -370.28    -30.31     -1.97  1.5879e+06 -5.9226e+04  1.4552e+05
2017 148 14 54 17.000  -9999.900 -9.9999e+03   -366.03    -25.82     -1.63  1.5879e+06 -5.9231e+04  1.4553e+05
2017 148 14 55 21.000  -9999.900 -9.9999e+03   -367.00    -27.40     -2.04  1.5879e+06 -5.9237e+04  1.4553e+05
2017 148 14 56 25.000  -9999.900 -9.9999e+03   -364.86    -30.09     -2.43  1.5879e+06 -5.9243e+04  1.4553e+05
2017 148 14 57 29.000  -9999.900 -9.9999e+03   -365.41    -29.41     -2.70  1.5879e+06 -5.9248e+04  1.4553e+05
2017 148 14 58 33.000  -9999.900 -9.9999e+03   -362.90    -29.92     -2.35  1.5879e+06 -5.9254e+04  1.4553e+05
2017 148 14 59 37.000  -9999.900 -9.9999e+03   -363.12    -27.76     -2.61  1.5879e+06 -5.9260e+04  1.4553e+05
2017 148 15  0 41.000  -9999.900 -9.9999e+03   -359.92    -28.65     -2.89  1.5879e+06 -5.9266e+04  1.4554e+05
2017 148 15  1 45.000  -9999.900 -9.9999e+03   -362.69    -22.71     -2.32  1.5879e+06 -5.9271e+04  1.4554e+05
2017 148 15  2 49.000  -9999.900 -9.9999e+03   -360.68    -23.31     -1.32  1.5879e+06 -5.9277e+04  1.4554e+05
2017 148 15  3 53.000  -9999.900 -9.9999e+03   -358.26    -20.53     -1.87  1.5879e+06 -5.9283e+04  1.4554e+05
2017 148 15  4 57.000  -9999.900 -9.9999e+03   -360.57    -20.76     -1.17  1.5879e+06 -5.9289e+04  1.4554e+05
2017 148 15  6  1.000  -9999.900 -9.9999e+03   -357.59    -21.03     -1.94  1.5879e+06 -5.9294e+04  1.4554e+05
2017 148 15  7  5.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5879e+06 -5.9300e+04  1.4554e+05
2017 148 15  8  9.000  -9999.900 -9.9999e+03   -363.91    -22.09     -1.88  1.5879e+06 -5.9306e+04  1.4555e+05
2017 148 15  9 13.000  -9999.900 -9.9999e+03   -372.10    -29.80     -1.26  1.5879e+06 -5.9312e+04  1.4555e+05
2017 148 15 10 17.000  -9999.900 -9.9999e+03   -366.03    -26.88     -0.98  1.5879e+06 -5.9317e+04  1.4555e+05
2017 148 15 11 21.000  -9999.900 -9.9999e+03   -367.39    -23.60     -2.11  1.5879e+06 -5.9323e+04  1.4555e+05
2017 148 15 12 25.000  -9999.900 -9.9999e+03   -370.78    -28.19     -1.90  1.5879e+06 -5.9329e+04  1.4555e+05
2017 148 15 13 29.000  -9999.900 -9.9999e+03   -370.84    -31.74     -1.42  1.5879e+06 -5.9335e+04  1.4555e+05
2017 148 15 14 33.000  -9999.900 -9.9999e+03   -364.05    -16.80     -0.84  1.5879e+06 -5.9340e+04  1.4556e+05
2017 148 15 15 37.000  -9999.900 -9.9999e+03   -367.39    -24.34     -2.27  1.5879e+06 -5.9346e+04  1.4556e+05
2017 148 15 16 41.000  -9999.900 -9.9999e+03   -368.35    -27.20     -2.69  1.5878e+06 -5.9352e+04  1.4556e+05
2017 148 15 17 45.000  -9999.900 -9.9999e+03   -370.13    -34.53     -2.12  1.5878e+06 -5.9358e+04  1.4556e+05
2017 148 15 18 49.000  -9999.900 -9.9999e+03   -368.08    -23.93     -0.04  1.5878e+06 -5.9363e+04  1.4556e+05
2017 148 15 19 53.000  -9999.900 -9.9999e+03   -368.12    -34.09     -5.28  1.5878e+06 -5.9369e+04  1.4556e+05
2017 148 15 20 57.000  -9999.900  6.0215e+04   -363.88    -27.40     -4.92  1.5878e+06 -5.9375e+04  1.4556e+05
2017 148 15 22  1.000  -9999.900  6.8181e+04   -366.66    -35.08     -4.68  1.5878e+06 -5.9381e+04  1.4557e+05
2017 148 15 23  5.000  -9999.900  6.5786e+04   -365.91    -27.79     -2.95  1.5878e+06 -5.9387e+04  1.4557e+05
2017 148 15 24  9.000  -9999.900  6.3882e+04   -361.97    -34.82     -4.19  1.5878e+06 -5.9392e+04  1.4557e+05
2017 148 15 25 13.000  -9999.900  7.3076e+04   -374.79    -25.74     -1.16  1.5878e+06 -5.9398e+04  1.4557e+05
2017 148 15 26 17.000  -9999.900  6.1118e+04   -372.94    -25.64     -0.75  1.5878e+06 -5.9404e+04  1.4557e+05
2017 148 15 27 21.000  -9999.900  6.3762e+04   -369.17    -29.37     -1.80  1.5878e+06 -5.9410e+04  1.4557e+05
2017 148 15 28 25.000  -9999.900  6.2006e+04   -369.29    -26.00     -0.75  1.5878e+06 -5.9415e+04  1.4557e+05
2017 148 15 29 29.000  -9999.900  7.4000e+04   -370.74    -27.77     -1.24  1.5878e+06 -5.9421e+04  1.4558e+05
2017 148 15 30 33.000  -9999.900  6.6175e+04   -372.42    -32.08     -1.39  1.5878e+06 -5.9427e+04  1.4558e+05
2017 148 15 31 37.000  -9999.900  6.6250e+04   -369.87    -29.32     -1.43  1.5878e+06 -5.9433e+04  1.4558e+05
2017 148 15 32 41.000  -9999.900  5.8482e+04   -366.51    -26.76     -1.62  1.5878e+06 -5.9438e+04  1.4558e+05
2017 148 15 33 45.000  -9999.900  6.8309e+04   -366.70    -31.46     -1.26  1.5878e+06 -5.9444e+04  1.4558e+05
2017 148 15 34 49.000  -9999.900  5.8293e+04   -360.82    -22.17     -0.26  1.5878e+06 -5.9450e+04  1.4558e+05
2017 148 15 35 53.000  -9999.900  5.9513e+04   -365.92    -19.62      0.16  1.5878e+06 -5.9456e+04  1.4559e+05
2017 148 15 36 57.000  -9999.900  6.0279e+04   -366.18    -17.63      0.45  1.5878e+06 -5.9461e+04  1.4559e+05
2017 148 15 38  1.000  -9999.900  6.7782e+04   -360.66    -18.65      0.57  1.5878e+06 -5.9467e+04  1.4559e+05
2017 148 15 39  5.000  -9999.900  5.4456e+04   -360.21    -20.12      0.77  1.5878e+06 -5.9473e+04  1.4559e+05
2017 148 15 40  9.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5878e+06 -5.9479e+04  1.4559e+05
2017 148 15 41 13.000  -9999.900  5.3487e+04   -359.78    -18.92      3.78  1.5878e+06 -5.9485e+04  1.4559e+05
2017 148 15 42 17.000  -9999.900  6.6115e+04   -362.22    -23.58      1.94  1.5878e+06 -5.9490e+04  1.4559e+05
2017 148 15 43 21.000  -9999.900  6.2211e+04   -363.81    -29.91     -1.89  1.5878e+06 -5.9496e+04  1.4560e+05
2017 148 15 44 25.000  -9999.900  5.2580e+04   -363.66    -30.15     -1.82  1.5878e+06 -5.9502e+04  1.4560e+05
2017 148 15 45 29.000  -9999.900  4.9245e+04   -362.85    -30.96     -0.96  1.5878e+06 -5.9508e+04  1.4560e+05
2017 148 15 46 33.000  -9999.900  6.4316e+04   -367.67    -33.67     -0.78  1.5878e+06 -5.9513e+04  1.4560e+05
2017 148 15 47 37.000  -9999.900  5.5694e+04   -360.91    -29.29     -1.46  1.5878e+06 -5.9519e+04  1.4560e+05
2017 148 15 48 41.000  -9999.900  5.1422e+04   -362.69    -23.58      1.56  1.5878e+06 -5.9525e+04  1.4560e+05
2017 148 15 49 45.000  -9999.900  5.3246e+04   -354.74    -29.58     -2.16  1.5878e+06 -5.9531e+04  1.4561e+05
2017 148 15 50 49.000  -9999.900  6.2604e+04   -355.60    -32.57     -0.19  1.5878e+06 -5.9536e+04  1.4561e+05
2017 148 15 51 53.000  -9999.900  6.5446e+04   -354.99    -28.26      0.20  1.5878e+06 -5.9542e+04  1.4561e+05
2017 148 15 52 57.000  -9999.900  6.5495e+04   -353.39    -23.71     -0.66  1.5878e+06 -5.9548e+04  1.4561e+05
2017 148 15 54  1.000  -9999.900  6.5105e+04   -355.34    -30.40     -1.31  1.5878e+06 -5.9554e+04  1.4561e+05
2017 148 15 55  5.000  -9999.900 -9.9999e+03   -355.41    -36.39     -2.13  1.5878e+06 -5.9559e+04  1.4561e+05
2017 148 15 56  9.000  -9999.900  5.5479e+04   -353.08    -26.84     -0.94  1.5878e+06 -5.9565e+04  1.4561e+05
2017 148 15 57 13.000  -9999.900  6.1000e+04   -356.03    -30.46      1.58  1.5878e+06 -5.9571e+04  1.4562e+05
2017 148 15 58 17.000  -9999.900  4.8843e+04   -355.00    -33.84     -1.65  1.5878e+06 -5.9577e+04  1.4562e+05
2017 148 15 59 21.000  -9999.900  5.7774e+04   -353.88    -37.97     -2.71  1.5878e+06 -5.9583e+04  1.4562e+05
2017 148 16  0 25.000  -9999.900  5.2064e+04   -357.39    -35.02      0.12  1.5878e+06 -5.9588e+04  1.4562e+05
2017 148 16  1 29.000  -9999.900  6.0095e+04   -355.63    -36.19     -0.58  1.5878e+06 -5.9594e+04  1.4562e+05
2017 148 16  2 33.000  -9999.900  5.1334e+04   -359.48    -27.17      0.76  1.5878e+06 -5.9600e+04  1.4562e+05
2017 148 16  3 37.000  -9999.900  6.0292e+04   -355.02    -41.57     -3.19  1.5878e+06 -5.9606e+04  1.4563e+05
2017 148 16  4 41.000  -9999.900 -9.9999e+03   -354.76    -44.56     -3.85  1.5878e+06 -5.9611e+04  1.4563e+05
2017 148 16  5 45.000  -9999.900  5.8157e+04   -357.84    -50.57     -7.27  1.5878e+06 -5.9617e+04  1.4563e+05
2017 148 16  6 49.000  -9999.900  6.3022e+04   -351.88    -49.01     -7.18  1.5878e+06 -5.9623e+04  1.4563e+05
2017 148 16  7 53.000  -9999.900  5.4817e+04   -355.18    -43.71     -3.53  1.5878e+06 -5.9629e+04  1.4563e+05
2017 148 16  8 57.000  -9999.900  5.3593e+04   -351.67    -22.60      4.61  1.5878e+06 -5.9634e+04  1.4563e+05
2017 148 16 10  1.000  -9999.900  4.5825e+04   -331.24     -6.41      9.78  1.5878e+06 -5.9640e+04  1.4563e+05
2017 148 16 11  5.000  -9999.900  3.6202e+04   -331.45      4.74      6.37  1.5878e+06 -5.9646e+04  1.4564e+05
2017 148 16 12  9.000  -9999.900  4.3434e+04   -333.17    -11.88      8.73  1.5878e+06 -5.9652e+04  1.4564e+05
2017 148 16 13 13.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5878e+06 -5.9657e+04  1.4564e+05
2017 148 16 14 17.000  -9999.900  4.2499e+04   -341.49    -19.03     13.01  1.5878e+06 -5.9663e+04  1.4564e+05
2017 148 16 15 21.000  -9999.900  4.5048e+04   -335.05    -11.36      8.42  1.5878e+06 -5.9669e+04  1.4564e+05
2017 148 16 16 25.000  -9999.900 -9.9999e+03   -336.91    -27.17     11.06  1.5878e+06 -5.9675e+04  1.4564e+05
2017 148 16 17 29.000  -9999.900  4.3726e+04   -341.26      3.49      7.64  1.5878e+06 -5.9681e+04  1.4564e+05
2017 148 16 18 33.000  -9999.900  4.4339e+04   -336.59     -2.96      6.02  1.5878e+06 -5.9686e+04  1.4565e+05
2017 148 16 19 37.000  -9999.900  4.5218e+04   -337.57     -5.80      7.82  1.5878e+06 -5.9692e+04  1.4565e+05
2017 148 16 20 41.000  -9999.900  4.5669e+04   -335.95     -1.21      4.69  1.5878e+06 -5.9698e+04  1.4565e+05
2017 148 16 21 45.000  -9999.900  4.3025e+04   -338.88     -4.12      4.58  1.5878e+06 -5.9704e+04  1.4565e+05
2017 148 16 22 49.000  -9999.900  5.2756e+04   -342.86    -10.64      2.85  1.5878e+06 -5.9709e+04  1.4565e+05
2017 148 16 23 53.000  -9999.900  5.0155e+04   -345.74    -14.04      1.57  1.5878e+06 -5.9715e+04  1.4565e+05
2017 148 16 24 57.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5878e+06 -5.9721e+04  1.4566e+05
2017 148 16 26  1.000  -9999.900  4.4075e+04   -348.54    -12.46      6.35  1.5878e+06 -5.9727e+04  1.4566e+05
2017 148 16 27  5.000  -9999.900  3.7835e+04   -345.82    -11.62      4.85  1.5878e+06 -5.9732e+04  1.4566e+05
2017 148 16 28  9.000  -9999.900  3.4968e+04   -348.34    -11.34      3.32  1.5878e+06 -5.9738e+04  1.4566e+05
2017 148 16 29 13.000  -9999.900  3.6929e+04   -346.15    -10.98      1.97  1.5878e+06 -5.9744e+04  1.4566e+05
2017 148 16 30 17.000  -9999.900  3.9733e+04   -344.37     -6.32      4.37  1.5878e+06 -5.9750e+04  1.4566e+05
2017 148 16 31 21.000  -9999.900  4.0538e+04   -350.04    -10.10      6.98  1.5878e+06 -5.9755e+04  1.4566e+05
2017 148 16 32 25.000  -9999.900  4.5342e+04   -344.61    -12.54      5.29  1.5878e+06 -5.9761e+04  1.4567e+05
2017 148 16 33 29.000  -9999.900  4.1891e+04   -342.70    -11.32      4.63  1.5878e+06 -5.9767e+04  1.4567e+05
2017 148 16 34 33.000  -9999.900  3.5573e+04   -349.00     -8.93      5.04  1.5878e+06 -5.9773e+04  1.4567e+05
2017 148 16 35 37.000  -9999.900  4.2966e+04   -345.13    -12.34      6.61  1.5878e+06 -5.9779e+04  1.4567e+05
2017 148 16 36 41.000  -9999.900  4.0560e+04   -346.62    -10.92      5.79  1.5878e+06 -5.9784e+04  1.4567e+05
2017 148 16 37 45.000  -9999.900  4.6762e+04   -349.34    -15.48      5.96  1.5878e+06 -5.9790e+04  1.4567e+05
2017 148 16 38 49.000  -9999.900  4.0787e+04   -351.00    -16.13      6.18  1.5878e+06 -5.9796e+04  1.4568e+05
2017 148 16 39 53.000  -9999.900  4.8572e+04   -347.92    -10.28      5.09  1.5878e+06 -5.9802e+04  1.4568e+05
2017 148 16 40 57.000  -9999.900  4.2250e+04   -348.66    -10.33      5.23  1.5878e+06 -5.9807e+04  1.4568e+05
2017 148 16 42  1.000  -9999.900  4.1141e+04   -350.35    -13.23      5.42  1.5878e+06 -5.9813e+04  1.4568e+05
2017 148 16 43  5.000  -9999.900  4.3509e+04   -349.56    -11.35      5.85  1.5878e+06 -5.9819e+04  1.4568e+05
2017 148 16 44  9.000  -9999.900  4.0096e+04   -350.21     -5.54      6.68  1.5878e+06 -5.9825e+04  1.4568e+05
2017 148 16 45 13.000  -9999.900  3.8243e+04   -353.20     -5.32      5.69  1.5878e+06 -5.9830e+04  1.4568e+05
2017 148 16 46 17.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5878e+06 -5.9836e+04  1.4569e+05
2017 148 16 47 21.000  -9999.900 -9.9999e+03   -353.94    -15.69      7.09  1.5878e+06 -5.9842e+04  1.4569e+05
2017 148 16 48 25.000  -9999.900  3.7561e+04   -353.42    -11.55      5.47  1.5878e+06 -5.9848e+04  1.4569e+05
2017 148 16 49 29.000  -9999.900  3.9543e+04   -355.41    -17.28      6.62  1.5878e+06 -5.9853e+04  1.4569e+05
2017 148 16 50 33.000  -9999.900 -9.9999e+03   -348.33    -10.70      6.27  1.5878e+06 -5.9859e+04  1.4569e+05
2017 148 16 51 37.000  -9999.900  3.7012e+04   -348.85    -14.10      4.82  1.5878e+06 -5.9865e+04  1.4569e+05
2017 148 16 52 41.000  -9999.900  4.0661e+04   -348.64    -12.56      4.58  1.5878e+06 -5.9871e+04  1.4570e+05
2017 148 16 53 45.000  -9999.900  4.0503e+04   -347.32    -12.11      3.30  1.5878e+06 -5.9877e+04  1.4570e+05
2017 148 16 54 49.000  -9999.900  3.9014e+04   -349.04     -8.95      4.84  1.5878e+06 -5.9882e+04  1.4570e+05
2017 148 16 55 53.000  -9999.900  4.1225e+04   -352.91     -9.59      7.44  1.5878e+06 -5.9888e+04  1.4570e+05
2017 148 16 56 57.000  -9999.900  4.0591e+04   -349.13     -6.71      5.82  1.5878e+06 -5.9894e+04  1.4570e+05
2017 148 16 58  1.000  -9999.900  3.9161e+04   -351.04     -8.31      5.72  1.5878e+06 -5.9900e+04  1.4570e+05
2017 148 16 59  5.000  -9999.900  4.0551e+04   -349.74     -9.13      6.45  1.5878e+06 -5.9905e+04  1.4570e+05
2017 148 17  0  9.000  -9999.900  4.8809e+04   -350.66    -10.23      6.95  1.5877e+06 -5.9911e+04  1.4571e+05
2017 148 17  1 13.000  -9999.900  4.0953e+04   -350.24     -9.80      7.08  1.5877e+06 -5.9917e+04  1.4571e+05
2017 148 17  2 17.000  -9999.900  4.3613e+04   -352.90    -10.54      7.64  1.5877e+06 -5.9923e+04  1.4571e+05
2017 148 17  3 21.000  -9999.900  4.6298e+04   -345.14     -9.23      6.83  1.5877e+06 -5.9928e+04  1.4571e+05
2017 148 17  4 25.000  -9999.900  4.2512e+04   -349.07     -9.54      8.64  1.5877e+06 -5.9934e+04  1.4571e+05
2017 148 17  5 29.000  -9999.900  4.1790e+04   -348.19     -7.75      7.02  1.5877e+06 -5.9940e+04  1.4571e+05
2017 148 17  6 33.000  -9999.900  4.1782e+04   -349.60    -10.00      7.41  1.5877e+06 -5.9946e+04  1.4571e+05
