IMF.dat from Geotail merged for Ux, Uy, Uz, rho, T

MIDL 32Re Data for 2003-10 (GSM nT, km/s, cm^-3, K)
year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2003 10 29   2  24     9.52    -0.98    -1.94   -598.12    -54.46     23.27      5.04  594400.00    0    1    1    1    1
2003 10 29   2  25     9.52    -0.98     0.14   -598.12    -54.47     23.23      5.08  594400.00    0    1    1    1    1
2003 10 29   2  26     7.41     0.41     0.14   -598.12    -54.50     23.19      5.12  594400.00    0    1    1    1    1
2003 10 29   2  27     5.50     0.41     2.16   -598.12    -54.51     23.16      5.17  594400.00    0    1    1    1    1
2003 10 29   2  28     5.50    -6.96     2.16   -598.12    -54.52     23.12      5.39  594400.00    0    1    1    1    1
2003 10 29   2  29     6.04    -6.96     2.16   -631.54    -52.90     41.47      5.37  687802.97    0    1    1    1    1
2003 10 29   2  30     6.89    -6.67     2.12   -630.88    -53.46     39.39      4.83  688509.90    0    1    1    1    1
2003 10 29   2  31     7.40    -5.80     0.42   -630.23    -54.02     37.31      4.53  689216.80    0    1    1    1    1
2003 10 29   2  32     8.52    -4.59    -0.07   -629.48    -54.65     34.94      4.99  690024.72    0    1    1    1    1
2003 10 29   2  33     8.52    -4.59    -0.07   -628.82    -55.20     32.86      5.45  690731.64    0    1    1    1    1
2003 10 29   2  34     7.55    -6.04     0.32   -628.16    -55.75     30.77      5.58  691438.55    0    1    1    1    1
2003 10 29   2  35     6.74    -7.40     0.32   -627.50    -56.30     28.69      5.58  692145.48    0    1    1    1    1
2003 10 29   2  36     6.03    -7.52     0.27   -626.85    -56.84     26.61      5.58  692852.41    0    1    1    1    1
2003 10 29   2  37     4.95    -8.66     0.27   -626.10    -57.47     24.23      5.58  693660.31    0    1    1    1    1
2003 10 29   2  38     4.95    -8.66     0.27   -625.44    -58.01     22.14      5.56  694367.23    0    1    1    1    1
2003 10 29   2  39     4.95    -8.33     0.67   -624.78    -58.54     20.05      5.36  695074.16    0    1    1    1    1
2003 10 29   2  40     4.07    -8.33     2.01   -624.03    -59.15     17.67      5.07  695882.06    0    1    1    1    1
2003 10 29   2  41     3.79    -8.88     2.01   -623.37    -59.68     15.58      4.83  696588.98    0    1    1    1    1
2003 10 29   2  42     3.79    -8.88    -1.53   -622.71    -60.21     13.49      4.78  697295.91    0    1    1    1    1
2003 10 29   2  43     3.79    -8.88    -1.53   -622.06    -60.73     11.40      4.79  698002.83    0    1    1    1    1
2003 10 29   2  44     3.19    -9.60     0.71   -621.40    -61.25      9.31      4.80  698709.73    0    1    1    1    1
2003 10 29   2  45     3.19    -9.60     0.71   -620.65    -61.85      6.92      4.81  699517.66    0    1    1    1    1
2003 10 29   2  46     4.01    -9.36    -1.10   -619.99    -62.36      4.83      4.83  700224.58    0    1    1    1    1
2003 10 29   2  47     5.30    -8.62    -1.58   -619.34    -62.87      2.74      4.84  700931.48    0    1    1    1    1
2003 10 29   2  48     5.30    -8.62    -1.58   -618.68    -63.38      0.64      4.85  701638.42    0    1    1    1    1
2003 10 29   2  49     4.65    -8.74     1.65   -618.02    -63.89     -1.46      4.86  702345.35    0    1    1    1    1
2003 10 29   2  50     4.65    -9.15     1.65   -617.27    -64.47     -3.85      4.88  703153.25    0    1    1    1    1
2003 10 29   2  51     4.73    -9.15    -0.37   -616.61    -64.97     -5.94      4.89  703860.17    0    1    1    1    1
2003 10 29   2  52     5.32    -8.30    -2.99   -615.96    -65.46     -8.04      4.90  704567.09    0    1    1    1    1
2003 10 29   2  53     6.43    -7.40    -2.99   -615.30    -65.96    -10.14      4.91  705274.02    0    1    1    1    1
2003 10 29   2  54     6.43    -7.40    -2.33   -614.64    -66.45    -12.24      4.93  705980.94    0    1    1    1    1
2003 10 29   2  55     6.61    -7.64    -0.96   -613.89    -67.01    -14.63      4.94  706788.85    0    1    1    1    1
2003 10 29   2  56     6.61    -7.64    -0.96   -613.23    -67.50    -16.73      4.95  707495.77    0    1    1    1    1
2003 10 29   2  57     6.61    -5.06    -4.80   -612.58    -67.98    -18.83      4.96  708202.69    0    1    1    1    1
2003 10 29   2  58     6.10    -5.06    -4.80   -611.83    -68.53    -21.24      4.98  709010.59    0    1    1    1    1
2003 10 29   2  59     3.52    -8.47     3.21   -611.17    -69.01    -23.34      4.99  709717.52    0    1    1    1    1
2003 10 29   3   0     3.52    -8.47     3.21   -610.51    -69.48    -25.44      5.00  710424.44    0    1    1    1    1
2003 10 29   3   1     7.58    -6.32     2.64   -609.85    -69.95    -27.55      5.02  711131.36    0    1    1    1    1
2003 10 29   3   2     7.58    -6.32     0.23   -609.20    -70.42    -29.65      5.03  711838.28    0    1    1    1    1
2003 10 29   3   3     5.13    -8.45    -1.43   -608.51    -70.77    -31.50      5.04  712165.83    0    1    1    1    1
2003 10 29   3   4     5.13    -8.45    -1.43   -608.17    -70.48    -31.23      5.06  710791.27    0    1    1    1    1
2003 10 29   3   5     7.28    -5.93     1.09   -607.86    -70.13    -30.78      5.07  709256.50    0    1    1    1    1
2003 10 29   3   6     8.50    -4.89     1.09   -607.50    -69.74    -30.27      5.08  707502.56    0    1    1    1    1
2003 10 29   3   7     8.50    -4.89     0.98   -607.17    -69.40    -29.82      5.10  705967.88    0    1    1    1    1
2003 10 29   3   8     7.24    -5.02     0.98   -606.86    -69.05    -29.37      5.11  704433.13    0    1    1    1    1
2003 10 29   3   9     6.68    -5.02     3.70   -606.50    -68.66    -28.85      5.12  702679.13    0    1    1    1    1
2003 10 29   3  10     3.87    -6.50     3.70   -606.18    -68.32    -28.40      5.13  701144.50    0    1    1    1    1
2003 10 29   3  11     6.68    -5.98    -3.00   -605.87    -67.98    -27.96      5.14  699609.78    0    1    1    1    1
2003 10 29   3  12     6.19    -5.98    -4.28   -605.50    -67.59    -27.44      5.16  697855.87    0    1    1    1    1
2003 10 29   3  13     6.19    -5.98    -4.28   -605.19    -67.25    -26.99      5.09  696321.12    0    1    1    1    1
2003 10 29   3  14     6.19    -5.83    -4.28   -604.88    -66.92    -26.54      4.97  694786.39    0    1    1    1    1
2003 10 29   3  15     6.60    -5.83    -2.69   -604.51    -66.53    -26.02      4.84  693032.44    0    1    1    1    1
2003 10 29   3  16     6.90    -5.83    -1.14   -604.20    -66.19    -25.57      4.76  691497.73    0    1    1    1    1
2003 10 29   3  17     6.90    -4.82    -2.69   -603.88    -65.85    -25.11      4.76  689963.03    0    1    1    1    1
2003 10 29   3  18     7.66    -4.48    -3.66   -603.51    -65.47    -24.60      4.78  688209.06    0    1    1    1    1
2003 10 29   3  19     8.08    -4.24    -3.85   -603.20    -65.13    -24.14      5.07  686674.38    0    1    1    1    1
2003 10 29   3  20     8.09    -4.07    -4.32   -602.88    -64.80    -23.69      5.48  685139.63    0    1    1    1    1
2003 10 29   3  21     8.23    -4.07    -4.32   -602.52    -64.42    -23.16      5.74  683385.63    0    1    1    1    1
