Initial OMNI file

#COORDINATES
GSE

year mo dy hr mn sc msc Bx By Bz Ux Uy Uz Rho T
#START
2018 04 19 21 00 00 000         0.99         1.72         1.02      -285.20        -0.20       -13.90         9.45     12007.00
2018 04 19 21 01 00 000         0.44         1.35         1.42      -284.20         0.60       -14.10         9.69     12322.00
2018 04 19 21 02 00 000         0.22         1.19         1.47      -283.70         1.70       -14.70         9.97     11522.00
2018 04 19 21 03 00 000         0.21         1.19         1.52      -283.70         1.70       -14.70         9.97     11520.00
2018 04 19 21 04 00 000         0.19         1.18         2.00      -287.60        -3.40       -12.70        10.10     10542.00
2018 04 19 21 05 00 000         0.34         1.33         1.75      -287.80        -2.90       -12.20         9.76     10658.00
2018 04 19 21 06 00 000         0.43         1.38         1.66      -287.90        -2.70       -12.00         9.63     10702.00
2018 04 19 21 07 00 000         0.49         1.38         1.66      -287.00        -2.90       -14.20         9.35     10542.00
2018 04 19 21 08 00 000         0.52         1.36         1.64      -287.00        -2.90       -14.20         9.35     10542.00
2018 04 19 21 09 00 000         0.55         1.42         1.66      -287.30        -2.40       -13.40         9.45     10068.00
2018 04 19 21 10 00 000         0.50         1.40         1.67      -287.30        -2.40       -13.40         9.45     10068.00
2018 04 19 21 11 00 000         0.53         1.43         1.63      -287.30        -2.40       -13.40         9.45     10068.00
2018 04 19 21 12 00 000         0.49         1.47         1.61      -287.40        -1.80       -13.30         9.59     10068.00
2018 04 19 21 13 00 000         0.52         1.46         1.57      -287.40        -1.80       -13.30         9.59     10068.00
2018 04 19 21 14 00 000         0.55         1.52         1.48     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 21 15 00 000         0.24         1.44         1.57     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 21 16 00 000         0.09         1.38         1.60      -286.40        -0.50       -13.30         9.54     10382.00
2018 04 19 21 17 00 000         0.25         1.42         1.53      -286.40        -0.50       -13.30         9.54     10382.00
2018 04 19 21 18 00 000         0.26         1.46         1.57      -286.40        -0.50       -13.30         9.54     10382.00
2018 04 19 21 19 00 000         0.27         1.51         1.55     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 21 20 00 000         0.25         1.46         1.55      -286.40        -0.10       -12.80         9.84     10702.00
2018 04 19 21 21 00 000         0.23         1.49         1.47      -286.40        -0.10       -12.80         9.84     10702.00
2018 04 19 21 22 00 000         0.25         1.52         1.48      -286.40        -0.10       -12.80         9.84     10702.00
2018 04 19 21 23 00 000         0.25         1.49         1.45     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 21 24 00 000         0.12         1.59         1.36     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 21 25 00 000         0.06         1.62         1.31     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 21 26 00 000         0.07         1.61         1.26      -286.50        -0.60       -12.50         9.79     10702.00
2018 04 19 21 27 00 000         0.14         1.58         1.28      -286.50        -0.60       -12.50         9.79     10702.00
2018 04 19 21 28 00 000         0.27         1.64         1.40      -286.50        -0.60       -12.50         9.79     10702.00
2018 04 19 21 29 00 000         0.28         1.65         1.38     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 21 30 00 000         0.23         1.64         1.41     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 21 31 00 000         0.29         1.60         1.46      -288.00        -0.70       -14.50         9.50     10224.00
2018 04 19 21 32 00 000         0.40         1.57         1.50      -288.00        -0.70       -14.50         9.50     10224.00
2018 04 19 21 33 00 000         0.36         1.56         1.42      -286.30        -0.70       -13.60        10.74      9913.00
2018 04 19 21 34 00 000         1.13         1.67         0.93      -288.60        -0.40       -13.20         9.91     10443.00
2018 04 19 21 35 00 000         0.89         1.86         0.98      -288.50        -1.00       -13.00         9.64     10371.00
2018 04 19 21 36 00 000         0.65         1.84         0.97      -287.00        -0.50       -13.30        10.00     10400.00
2018 04 19 21 37 00 000         0.69         1.93         0.82      -286.50        -0.80       -13.00         9.99     10394.00
2018 04 19 21 38 00 000         0.65         1.81         0.99      -286.50        -0.70       -12.80         9.82     10302.00
2018 04 19 21 39 00 000         0.60         1.88         1.02      -286.80        -1.40       -13.60         9.67     10016.00
2018 04 19 21 40 00 000         0.71         1.96         0.94      -286.40        -1.60       -13.90         9.75     10163.00
2018 04 19 21 41 00 000         0.93         2.12         0.48      -286.50        -1.30       -13.20         9.78     10382.00
2018 04 19 21 42 00 000         0.86         1.88         0.74      -286.60        -1.30       -13.10         9.77     10382.00
2018 04 19 21 43 00 000         0.94         1.97         0.52      -286.30        -1.50       -12.60         9.81     10224.00
2018 04 19 21 44 00 000         0.82         1.89         0.57      -286.30        -1.30       -12.50         9.83     10224.00
2018 04 19 21 45 00 000         0.99         2.06         0.12      -286.20        -0.90       -12.30         9.87     10224.00
2018 04 19 21 46 00 000         1.11         2.03        -0.05      -286.20        -0.90       -12.30         9.87     10224.00
2018 04 19 21 47 00 000         1.02         1.92        -0.11      -286.90        -0.90       -11.90        10.03     11355.00
2018 04 19 21 48 00 000         1.02         1.97        -0.08      -286.40        -1.10       -11.90         9.98     11068.00
2018 04 19 21 49 00 000         1.15         1.87        -0.01      -285.80        -1.40       -11.80         9.92     10702.00
2018 04 19 21 50 00 000         1.05         1.90        -0.13      -285.80        -1.40       -11.80         9.92     10702.00
2018 04 19 21 51 00 000         1.00         1.75         0.14      -286.10        -2.10       -12.80        10.61     10863.00
2018 04 19 21 52 00 000         1.02         1.71        -0.05      -286.10        -2.10       -12.80        10.61     10863.00
2018 04 19 21 53 00 000         1.01         1.69        -0.33      -286.10        -2.10       -12.80        10.61     10863.00
2018 04 19 21 54 00 000         1.07         1.65        -0.46      -286.20        -0.80       -12.00        10.07     11026.00
2018 04 19 21 55 00 000         1.13         1.77        -0.37      -286.20        -0.80       -12.00        10.07     11026.00
2018 04 19 21 56 00 000         1.08         1.56        -0.45      -286.70        -0.50       -14.30        10.20     11689.00
2018 04 19 21 57 00 000         1.00         1.53        -0.43      -286.70        -0.50       -14.30        10.20     11689.00
2018 04 19 21 58 00 000         1.13         1.86         0.34      -286.70        -0.50       -14.30        10.20     11689.00
2018 04 19 21 59 00 000         1.17         1.79         0.46     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 22 00 00 000         1.29         1.82         0.36      -287.50        -2.80       -14.90         9.60     10702.00
2018 04 19 22 01 00 000         1.33         1.77         0.27      -287.50        -2.80       -14.90         9.60     10702.00
2018 04 19 22 02 00 000         1.21         1.90         0.31      -288.60        -3.10       -16.20         9.53     10702.00
2018 04 19 22 03 00 000         1.23         1.84         0.25      -288.60        -3.10       -16.20         9.53     10702.00
2018 04 19 22 04 00 000         1.31         1.76         0.28      -288.20        -2.70       -16.70         9.34     10382.00
2018 04 19 22 05 00 000         1.33         1.71         0.23      -288.20        -2.70       -16.70         9.34     10382.00
2018 04 19 22 06 00 000         1.19         1.67         0.02      -288.20        -2.90       -15.20         9.61     10589.00
2018 04 19 22 07 00 000         1.11         1.47        -0.47      -288.20        -3.20       -13.10         9.97     10863.00
2018 04 19 22 08 00 000         1.13         1.36        -0.18      -288.20        -3.20       -13.10         9.97     10863.00
2018 04 19 22 09 00 000         1.18         1.37         0.01      -288.70        -3.20       -13.70         9.93     11026.00
2018 04 19 22 10 00 000         1.19         1.38         0.12      -288.70        -3.20       -13.70         9.93     11026.00
2018 04 19 22 11 00 000         1.24         1.39        -0.17      -288.50        -2.80       -14.90        10.06     10068.00
2018 04 19 22 12 00 000         1.29         1.35        -0.02      -288.50        -2.80       -14.90        10.06     10068.00
2018 04 19 22 13 00 000         1.28         1.41        -0.15      -288.80        -2.30       -13.70        10.03      9769.00
2018 04 19 22 14 00 000         1.20         1.46        -0.16      -288.80        -2.30       -13.70        10.03      9758.00
2018 04 19 22 15 00 000         1.20         1.42        -0.29      -288.80        -2.30       -13.70        10.03      9758.00
2018 04 19 22 16 00 000         1.22         1.35        -0.32      -288.50        -3.20       -15.50        10.31     10224.00
2018 04 19 22 17 00 000         1.28         1.33        -0.26      -288.50        -3.20       -15.50        10.31     10224.00
2018 04 19 22 18 00 000         1.29         1.23        -0.21      -289.30        -2.50       -14.70        10.62     10590.00
2018 04 19 22 19 00 000         1.37         1.18        -0.31      -289.50        -2.30       -14.40        10.70     10686.00
2018 04 19 22 20 00 000         1.37         1.19        -0.38      -290.50        -0.70       -12.40        10.05      9758.00
2018 04 19 22 21 00 000         1.44         1.16        -0.28      -290.50        -0.70       -12.40        10.05      9758.00
2018 04 19 22 22 00 000         1.46         1.14        -0.42     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 22 23 00 000         1.49         1.08        -0.32      -289.90        -1.60       -14.10        10.05      9758.00
2018 04 19 22 24 00 000         1.43         1.10        -0.16      -289.90        -1.60       -14.10        10.05      9758.00
2018 04 19 22 25 00 000         1.36         1.22        -0.18     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 22 26 00 000         1.31         1.31         0.00     99999.90     99999.90     99999.90       999.99  10000000.00
2018 04 19 22 27 00 000         1.24         1.30         0.32      -289.60        -1.00       -18.00         9.60     10382.00
2018 04 19 22 28 00 000         1.34         1.21         0.48      -289.60        -1.00       -18.00         9.60     10382.00
2018 04 19 22 29 00 000         1.15         1.33        -0.07      -290.10        -3.20       -15.80         9.76      9605.00
2018 04 19 22 30 00 000         1.17         1.41        -0.40      -290.00        -3.20       -15.50         9.78      9673.00
2018 04 19 22 31 00 000         1.14         1.49        -0.38      -288.50        -3.70       -12.50        10.02     10405.00
2018 04 19 22 32 00 000         1.18         1.40        -0.29      -288.60        -4.00       -14.50        10.11     10315.00
2018 04 19 22 33 00 000         1.21         1.34        -0.25      -288.80        -4.10       -15.40        10.17     10070.00
2018 04 19 22 34 00 000         1.19         1.38        -0.14      -288.80        -4.00       -16.00        10.06      9928.00
2018 04 19 22 35 00 000         1.14         1.46        -0.29      -289.40        -3.80       -16.50        10.03     10130.00
2018 04 19 22 36 00 000         1.12         1.39        -0.10      -288.30        -3.60       -14.80        10.14     10224.00
2018 04 19 22 37 00 000         1.08         1.36        -0.09      -288.60        -3.30       -15.60        10.20     10499.00
2018 04 19 22 38 00 000         1.04         1.38         0.15      -288.70        -3.20       -15.70        10.21     10542.00
2018 04 19 22 39 00 000         1.11         1.26         0.49      -287.30        -3.80       -15.40        10.09     10702.00
2018 04 19 22 40 00 000         1.03         1.41         0.18      -287.40        -3.80       -15.40        10.07     10666.00
2018 04 19 22 41 00 000         1.02         1.36         0.41      -288.10        -3.60       -15.60         9.94     10382.00
2018 04 19 22 42 00 000         1.15         1.34         0.42      -287.30        -3.50       -16.50        10.01      9946.00
2018 04 19 22 43 00 000         1.13         1.44         0.00      -287.20        -3.50       -16.60        10.02      9912.00
2018 04 19 22 44 00 000         1.11         1.52        -0.23      -287.40        -4.00       -15.50        10.03      9758.00
2018 04 19 22 45 00 000         1.16         1.44         0.00      -287.80        -3.40       -16.20        10.31      9875.00
2018 04 19 22 46 00 000         1.25         1.32         0.33      -287.90        -3.20       -16.40        10.40      9914.00
2018 04 19 22 47 00 000         1.31         1.20         0.32      -287.40        -4.10       -16.80        10.96     10224.00
2018 04 19 22 48 00 000         1.43         1.07         0.27      -287.30        -4.10       -16.30        10.68     10011.00
