Final OMNI file

Initial number of points = 2881
Final   number of points = 2166

#COORDINATES
GSE

year mo dy hr mn sc msc Bx By Bz Ux Uy Uz Rho T
#START
2016 03 06 02 10 00 000        -2.76         2.41         5.71      -363.50       -30.20       -11.00        13.03     22306.00
2016 03 06 02 11 00 000        -2.69         2.65         5.50      -362.70       -31.00       -10.90        13.59     20123.00
2016 03 06 02 12 00 000        -2.92         2.89         5.37      -363.30       -31.80       -10.60        13.14     19268.00
2016 03 06 02 13 00 000        -3.02         3.03         5.26      -362.90       -35.20        -9.70        13.78     17916.00
2016 03 06 02 14 00 000        -3.14         3.29         5.03      -363.70       -36.90        -9.10        13.69     20466.00
2016 03 06 02 15 00 000        -3.12         3.36         4.93      -362.90       -29.90       -11.00        13.93     18949.00
2016 03 06 02 16 00 000        -2.96         3.39         5.06      -363.50       -33.10       -10.30        14.31     20782.00
2016 03 06 02 17 00 000        -3.18         3.44         5.04      -362.90       -31.60       -10.80        14.27     17719.00
2016 03 06 02 18 00 000        -2.97         2.82         5.41      -362.60       -35.10        -9.70        14.24     19784.00
2016 03 06 02 19 00 000        -2.84         4.29         4.60      -365.00       -31.20       -11.20        15.64     22361.00
2016 03 06 02 20 00 000        -3.40         3.41         5.29      -362.60       -28.40       -12.50        15.23     21002.00
2016 03 06 02 21 00 000        -3.58         3.24         5.70      -366.20       -33.00       -10.40        12.90     19539.00
2016 03 06 02 22 00 000        -3.49         3.37         5.73      -366.10       -33.20       -10.40        12.92     19566.00
2016 03 06 02 23 00 000        -3.31         3.16         5.67      -364.80       -34.40       -10.10        13.18     19883.00
2016 03 06 02 24 00 000        -3.40         2.96         5.82      -366.50       -29.50       -11.30        13.22     19344.00
2016 03 06 02 25 00 000        -3.56         2.96         5.89      -364.30       -33.40       -10.20        12.95     20609.00
2016 03 06 02 26 00 000        -3.63         2.88         5.90      -366.10       -32.90       -10.40        12.96     19504.00
2016 03 06 02 27 00 000        -3.63         3.11         5.81      -365.50       -32.80       -10.40        13.55     19267.00
2016 03 06 02 28 00 000        -3.57         3.07         5.93      -364.60       -32.90       -10.20        14.42     18959.00
2016 03 06 02 29 00 000        -3.64         2.86         6.06      -365.60       -37.20        -9.20        13.77     19629.00
2016 03 06 02 30 00 000        -3.54         3.00         6.11      -364.50       -29.00       -11.30        13.43     18510.00
2016 03 06 02 31 00 000        -3.44         2.89         6.08      -364.60       -29.40       -11.30        13.44     18558.00
2016 03 06 02 32 00 000        -3.45         2.91         6.02      -366.00       -34.30       -10.10        13.50     19241.00
2016 03 06 02 33 00 000        -3.33         2.82         5.91      -366.20       -30.20       -11.30        13.96     21786.00
2016 03 06 02 34 00 000        -3.41         2.61         6.00      -367.50       -33.10       -10.40        15.05     20131.00
2016 03 06 02 35 00 000        -3.69         2.36         5.98      -367.60       -37.60        -9.30        14.43     20709.00
2016 03 06 02 36 00 000        -3.48         2.42         5.99      -368.90       -31.90       -11.10        14.43     19529.00
2016 03 06 02 37 00 000        -3.01         2.30         6.46      -367.10       -34.70       -10.30        13.84     20201.00
2016 03 06 02 38 00 000        -2.62         2.12         6.60      -366.60       -35.50       -10.10        13.67     20436.00
2016 03 06 02 39 00 000        -2.71         2.18         6.28      -364.90       -35.20        -9.60        13.61     22246.00
2016 03 06 02 40 00 000        -2.67         2.21         6.24      -364.20       -37.20        -8.80        15.35     22404.00
2016 03 06 02 42 00 000        -3.04         2.58         6.03      -364.30       -35.10       -10.00        14.12     22988.00
2016 03 06 02 43 00 000        -3.62         2.88         5.69      -364.80       -36.00        -9.80        14.03     23359.00
2016 03 06 02 44 00 000        -3.53         2.83         5.80      -367.50       -31.60       -11.80        14.84     21482.00
2016 03 06 02 45 00 000        -3.49         2.82         5.95      -367.60       -31.90       -11.30        15.08     20660.00
2016 03 06 02 46 00 000        -3.71         2.75         5.86      -366.80       -34.90       -10.60        15.12     20989.00
2016 03 06 02 47 00 000        -3.92         2.86         5.77      -367.40       -32.20       -11.40        14.72     19185.00
2016 03 06 02 48 00 000        -3.90         2.95         5.85      -366.70       -34.70       -10.80        14.46     19118.00
2016 03 06 02 49 00 000        -3.77         2.91         5.82      -367.80       -32.00       -11.60        14.96     19136.00
2016 03 06 02 50 00 000        -3.83         2.97         5.90      -366.60       -33.60       -10.90        15.15     20206.00
2016 03 06 02 51 00 000        -3.99         2.94         5.67      -366.70       -37.00       -10.00        15.22     20556.00
2016 03 06 02 52 00 000        -3.40         2.55         6.01      -365.80       -33.20       -11.60        15.40     20487.00
2016 03 06 02 53 00 000        -2.89         1.84         6.44      -365.10       -37.40       -10.30        15.56     20539.00
2016 03 06 02 54 00 000        -2.93         1.74         6.45      -363.10       -37.00        -9.60        16.00     20934.00
2016 03 06 02 55 00 000        -2.77         1.68         6.58      -361.30       -42.90        -7.40        14.79     22591.00
2016 03 06 02 56 00 000        -2.81         1.74         6.66      -360.30       -41.80        -7.60        15.81     20027.00
2016 03 06 02 57 00 000        -2.78         1.97         6.60      -360.30       -41.60        -7.70        15.66     21154.00
2016 03 06 02 58 00 000        -2.74         2.01         6.57      -360.50       -41.70        -7.70        15.20     23292.00
2016 03 06 02 59 00 000        -2.83         1.83         6.67      -359.70       -39.10        -8.80        15.76     21129.00
2016 03 06 03 00 00 000        -2.84         1.68         6.71      -359.90       -41.50        -8.00        15.28     22498.00
2016 03 06 03 01 00 000        -2.85         1.74         6.70      -359.70       -42.00        -8.00        14.94     24448.00
2016 03 06 03 02 00 000        -3.63         1.74         6.14      -360.00       -44.50        -7.10        14.61     25047.00
2016 03 06 03 03 00 000        -3.55         1.63         6.27      -361.90       -44.90        -7.70        14.80     25403.00
2016 03 06 03 04 00 000        -3.64         1.80         6.18      -360.50       -38.50        -9.90        15.52     24430.00
2016 03 06 03 05 00 000        -3.57         1.72         6.26      -361.30       -39.50        -9.90        16.12     24387.00
2016 03 06 03 07 00 000        -3.42         1.74         6.22      -361.10       -41.00        -9.20        15.27     25630.00
2016 03 06 03 08 00 000        -3.69         1.86         6.10      -361.00       -41.40        -9.20        15.55     25290.00
2016 03 06 03 09 00 000        -3.56         1.68         6.37      -361.20       -43.90        -8.70        15.67     24074.00
2016 03 06 03 10 00 000        -3.44         1.65         6.44      -359.00       -45.20        -7.20        15.68     24231.00
