Initial OMNI file

#COORDINATES
GSE

year mo dy hr mn sc msc Bx By Bz Ux Uy Uz Rho T
#START
2016 10 13 00 00 00 000         0.28        -6.39         0.89      -424.40       -31.00        20.80        18.98     74962.00
2016 10 13 00 01 00 000         0.70        -5.92         2.43      -424.40       -31.00        20.90        18.98     74917.00
2016 10 13 00 02 00 000        -0.77        -5.57         3.69      -427.40       -30.00        25.60        18.91     71244.00
2016 10 13 00 03 00 000        -0.70        -6.05         3.03      -427.30       -30.10        25.30        18.83     71492.00
2016 10 13 00 04 00 000        -0.58        -6.00         2.75      -426.10       -30.80        22.40        18.30     73690.00
2016 10 13 00 05 00 000         0.77        -6.33         1.95      -426.10       -30.80        22.40        18.30     73690.00
2016 10 13 00 06 00 000         0.13        -6.22         1.32     99999.90     99999.90     99999.90       999.99  10000000.00
2016 10 13 00 07 00 000         0.01        -6.26         0.69      -423.40       -32.20        15.40        19.55     81124.00
2016 10 13 00 08 00 000        -0.57        -5.96        -1.20      -424.90       -32.60        11.00        19.69     81807.00
2016 10 13 00 09 00 000        -0.55        -5.66        -1.48      -426.20       -32.90         7.40        19.80     82169.00
2016 10 13 00 10 00 000         0.15        -5.39        -2.50      -425.40       -31.20         7.90        19.28     74537.00
2016 10 13 00 11 00 000        -2.31        -4.83        -3.05      -428.40       -30.20         6.10        19.82     72369.00
2016 10 13 00 12 00 000        -3.51        -4.60        -2.87      -430.60       -29.40         4.70        20.22     70763.00
2016 10 13 00 13 00 000        -3.81        -4.27        -3.01     99999.90     99999.90     99999.90       999.99  10000000.00
2016 10 13 00 14 00 000        -3.85        -3.93        -3.61      -436.70       -23.00        -0.50        20.30     67491.00
2016 10 13 00 15 00 000        -4.02        -4.06        -3.71      -436.70       -23.00        -0.50        20.30     67491.00
2016 10 13 00 16 00 000        -3.96        -4.49        -3.40      -429.60       -30.80         4.10        19.31     77539.00
2016 10 13 00 17 00 000        -3.55        -3.62        -2.91      -429.60       -30.80         4.10        19.31     77539.00
2016 10 13 00 18 00 000        -3.88        -4.80        -2.44     99999.90     99999.90     99999.90       999.99  10000000.00
2016 10 13 00 19 00 000        -2.42        -4.72        -2.33      -424.60       -20.70        11.00        16.23     68709.00
2016 10 13 00 20 00 000        -2.23        -5.04        -3.36      -424.60       -20.70        11.00        16.23     68709.00
2016 10 13 00 21 00 000        -2.08        -4.01        -2.53     99999.90     99999.90     99999.90       999.99  10000000.00
2016 10 13 00 22 00 000        -2.36        -4.49        -3.29     99999.90     99999.90     99999.90       999.99  10000000.00
2016 10 13 00 23 00 000        -3.17        -2.82        -2.83      -427.30       -28.80         3.90        19.58     73268.00
2016 10 13 00 24 00 000        -3.57        -1.77        -3.10      -427.30       -28.80         3.90        19.58     73268.00
2016 10 13 00 25 00 000        -4.66        -1.20        -2.73      -441.40        -9.90        -3.30        19.57     75816.00
2016 10 13 00 26 00 000        -4.38        -2.51        -2.62      -441.40        -9.90        -3.30        19.57     75816.00
2016 10 13 00 27 00 000        -3.72        -0.93        -3.21      -438.80       -12.60         7.20        18.31     98972.00
2016 10 13 00 28 00 000        -3.65        -2.33        -2.07      -438.80       -12.60         7.30        18.30     99235.00
2016 10 13 00 29 00 000        -5.21        -1.59         0.94      -427.40       -26.70        12.00        17.87     75699.00
2016 10 13 00 30 00 000        -3.30        -3.90        -0.84      -426.80       -27.40        12.20        17.85     74537.00
2016 10 13 00 31 00 000        -1.83        -4.55        -1.11      -429.10       -26.90        10.40        18.52     87527.00
2016 10 13 00 32 00 000        -2.50        -5.86        -1.32      -429.20       -27.60         8.60        19.01     84717.00
2016 10 13 00 33 00 000        -1.50        -5.14        -2.17      -427.70       -29.00         6.90        19.34     71182.00
2016 10 13 00 34 00 000        -0.34        -4.97         1.41     99999.90     99999.90     99999.90       999.99  10000000.00
2016 10 13 00 35 00 000        -0.27        -4.48        -0.29     99999.90     99999.90     99999.90       999.99  10000000.00
2016 10 13 00 36 00 000         1.02        -4.91         2.20      -420.20       -30.70        19.50        17.88     91549.00
2016 10 13 00 37 00 000         1.37        -4.69         1.68      -420.20       -30.70        19.50        17.88     91549.00
2016 10 13 00 38 00 000         1.12        -4.91         1.99     99999.90     99999.90     99999.90       999.99  10000000.00
2016 10 13 00 39 00 000         1.94        -4.93         2.97      -415.80       -37.60        24.30        15.43    101236.00
2016 10 13 00 40 00 000        -0.28        -4.66        -0.66      -415.90       -37.00        23.70        15.71    101889.00
2016 10 13 00 41 00 000         1.62        -4.80         3.10      -415.60       -35.60        23.60        16.40     99235.00
2016 10 13 00 42 00 000         2.31        -4.88         1.74      -417.70       -30.90        12.20        17.38     89939.00
2016 10 13 00 43 00 000         2.98        -5.33         3.37      -414.90       -30.60        14.70        16.35     96354.00
2016 10 13 00 44 00 000         2.60        -4.54         2.89      -410.60       -31.20        21.40        15.72    108252.00
2016 10 13 00 45 00 000         1.70        -4.51         1.42      -414.20       -32.90        18.20        15.46    117649.00
2016 10 13 00 46 00 000         3.30        -5.01         3.77      -413.60       -30.90        19.70        15.04    117882.00
2016 10 13 00 47 00 000         2.42        -4.79         2.26      -412.50       -29.70        20.20        14.91    111324.00
2016 10 13 00 48 00 000         3.70        -5.40         4.07      -416.20       -34.10        13.00        15.40    108193.00
2016 10 13 00 49 00 000         3.25        -5.13         3.09      -416.60       -36.30        13.10        15.11    121654.00
2016 10 13 00 50 00 000         4.14        -6.29         3.60      -416.70       -38.50        12.60        14.64    126587.00
2016 10 13 00 51 00 000         3.69        -6.03         2.45      -416.50       -26.70        12.90        14.86    112908.00
2016 10 13 00 52 00 000         4.75        -6.72         3.83      -415.10       -27.60        17.90        14.38    100017.00
2016 10 13 00 53 00 000         5.29        -6.43         3.87      -414.40       -28.10        20.30        14.16     93563.00
2016 10 13 00 54 00 000         4.28        -6.58         1.87      -414.00       -29.50        21.80        14.09     84625.00
2016 10 13 00 55 00 000         4.84        -7.65         2.34      -415.70       -29.50        21.40        13.46     81571.00
2016 10 13 00 56 00 000         4.23        -7.98         1.61      -416.50       -28.70        20.70        13.60     82644.00
2016 10 13 00 57 00 000         4.51        -7.75         1.70      -418.20       -25.50        18.60        14.53     88727.00
2016 10 13 00 58 00 000         3.76        -7.86         1.82      -415.80       -32.10        18.80        15.66     83451.00
2016 10 13 00 59 00 000         3.97        -7.70         2.43      -420.40       -34.50        15.80        14.56     83273.00
2016 10 13 01 00 00 000         3.91        -7.77         2.34      -421.50       -35.20        14.90        14.39     82966.00
2016 10 13 01 01 00 000         4.00        -7.73         2.13      -420.70       -35.70        14.10        15.20     80601.00
2016 10 13 01 02 00 000         4.01        -7.82         1.59      -422.80       -34.90        14.30        15.31     79037.00
2016 10 13 01 03 00 000         4.43        -7.47         1.85      -425.10       -36.00        13.00        15.33     78970.00
2016 10 13 01 04 00 000         4.79        -7.18         2.32      -429.90       -39.10         9.90        15.35     79282.00
2016 10 13 01 05 00 000         4.82        -7.18         2.36      -433.60       -42.60         8.90        15.06     82252.00
2016 10 13 01 06 00 000         4.89        -7.20         2.31      -433.80       -42.70         8.90        15.05     82377.00
2016 10 13 01 07 00 000         5.93        -6.01         2.91     99999.90     99999.90     99999.90       999.99  10000000.00
2016 10 13 01 08 00 000         5.52        -6.69         2.45      -426.80       -35.90         8.50        13.95     93918.00
2016 10 13 01 09 00 000         5.52        -6.38         3.27      -426.80       -35.90         8.50        13.95     93918.00
2016 10 13 01 10 00 000         5.56        -6.29         3.01      -426.60       -39.60         9.90        14.41     94874.00
2016 10 13 01 11 00 000         5.44        -6.32         3.12      -426.60       -39.60         9.90        14.41     94874.00
2016 10 13 01 12 00 000         5.64        -6.02         3.07      -424.20       -37.20         9.90        14.51     96317.00
2016 10 13 01 13 00 000         5.41        -6.02         3.22      -424.20       -37.20         9.90        14.51     96317.00
2016 10 13 01 14 00 000         5.13        -6.19         3.35      -425.40       -42.10         9.70        15.18     90610.00
2016 10 13 01 15 00 000         4.66        -6.60         3.42      -425.40       -42.10         9.70        15.18     90610.00
2016 10 13 01 16 00 000         4.84        -6.42         3.42      -426.10       -40.70         7.80        15.60     94395.00
