MIDL 32Re, 2024-10 (nT, km/s, cm^-3, K)

#COORDINATES
GSM                     Earth orbital motion included

year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2024 10  5 18  0     5.54    -3.54     0.14    -386.4     20.88    -13.43     3.950     118291    0    0    0    0    0
2024 10  5 18  1     4.99    -4.35     0.16    -388.7      9.76    -12.56     3.764     111685    0    0    0    0    0
2024 10  5 18  2     4.82    -4.45     0.34    -387.1      4.97    -11.92     3.622     106634    0    0    0    0    0
2024 10  5 18  3     4.70    -4.51     0.38    -384.4      7.96    -12.26     3.624     107262    0    0    0    0    0
2024 10  5 18  4     4.67    -4.57     0.35    -382.1     10.00    -16.39     3.660     114809    0    0    0    0    0
2024 10  5 18  5     4.62    -4.59     0.22    -381.4     10.62    -17.62     3.696     117073    0    0    0    0    0
2024 10  5 18  6     4.55    -4.64    -0.04    -382.2      9.41    -17.60     3.736     113738    0    0    0    0    0
2024 10  5 18  7     4.53    -4.66    -0.26    -382.7      9.01    -19.99     3.761     112865    0    0    0    0    0
2024 10  5 18  8     4.44    -4.65    -0.29    -382.8      9.86    -23.64     3.753     113244    0    1    1    1    1
2024 10  5 18  9     4.42    -4.62    -0.25    -382.7     20.57    -17.30     3.739     113682    0    2    1    2    2
2024 10  5 18 10     4.67    -4.46    -0.14    -382.7     22.61    -17.84     3.726     114120    0    2    1    2    2
2024 10  5 18 11     4.84    -4.31    -0.12    -382.7     23.07    -19.71     3.713     114552    0    2    1    2    2
2024 10  5 18 12     5.15    -4.00    -0.13    -382.7     23.56    -21.55     3.700     114989    0    2    1    2    2
2024 10  5 18 13     5.51    -3.95    -0.15    -382.6     24.05    -23.42     3.687     115427    0    2    1    2    2
2024 10  5 18 14     5.65    -3.76    -0.20    -382.6     24.57    -25.29     3.673     115865    0    2    1    2    2
2024 10  5 18 15     5.58    -3.62    -0.44    -382.6     25.10    -27.13     3.660     116303    0    2    1    2    2
2024 10  5 18 16     5.49    -3.43    -1.47    -382.5     25.58    -28.98     3.647     116369    0    1    1    1    1
2024 10  5 18 17     5.59    -3.32    -1.66    -379.8     25.95    -26.68     3.640     105688    0    0    0    0    0
2024 10  5 18 18     5.74    -3.21    -1.66    -377.0     26.23    -25.25     3.635      95007    0    0    0    0    0
2024 10  5 18 19     5.95    -3.03    -1.62    -377.6     25.58    -32.08     3.684      99975    0    0    0    0    0
2024 10  5 18 20     5.96    -3.06    -1.42    -379.4     18.12    -35.60     3.840     115873    0    0    0    0    0
2024 10  5 18 21     5.88    -3.10    -1.28    -379.2     11.98    -36.76     3.706     113579    0    0    0    0    0
2024 10  5 18 22     5.72    -3.51    -1.15    -378.5     12.29    -37.71     3.508     109391    0    0    0    0    0
2024 10  5 18 23     5.55    -4.26    -1.05    -377.4     12.87    -36.61     3.452     106858    0    0    0    0    0
2024 10  5 18 24     5.67    -3.90    -0.75    -378.2     11.92    -30.56     3.523     107132    0    0    0    0    0
2024 10  5 18 25     5.87    -3.43    -0.22    -380.2      9.78    -34.94     3.684     107748    0    0    0    0    0
2024 10  5 18 26     5.92    -3.31    -0.13    -379.3     11.78    -40.11     3.684     107748    0    0    0    0    0
2024 10  5 18 27     6.02    -2.91     0.04    -378.3     14.27    -43.30     3.706     110406    0    0    0    0    0
2024 10  5 18 28     6.23    -2.40     0.30    -378.7     13.97    -42.15     3.760     116770    0    0    0    0    0
2024 10  5 18 29     6.21    -2.61     0.07    -379.4     13.06    -38.42     3.779     117861    0    0    0    0    0
2024 10  5 18 30     6.10    -2.91     0.27    -379.5     12.60    -36.33     3.782     114620    0    0    0    0    0
2024 10  5 18 31     6.15    -2.84     1.14    -378.3     15.26    -36.31     3.776     110916    0    0    0    0    0
2024 10  5 18 32     6.25    -2.62     2.14    -375.8     20.97    -36.30     3.764     110916    0    0    0    0    0
2024 10  5 18 33     6.16    -1.93     2.30    -375.6     22.95    -35.50     3.700     109382    0    0    0    0    0
2024 10  5 18 34     6.16    -1.92     2.07    -375.6     22.99    -25.57     3.649     109356    0    0    0    0    0
2024 10  5 18 35     6.16    -1.99     1.82    -376.6     21.34    -15.96     3.626     103765    0    0    0    0    0
2024 10  5 18 36     6.14    -2.57     1.32    -379.9     19.86    -17.01     3.678     104354    0    1    1    1    1
2024 10  5 18 37     6.02    -2.67     1.17    -385.1     15.72    -21.30     3.886     106212    0    1    1    1    1
2024 10  5 18 38     5.72    -3.58     0.14    -409.7      8.67    -33.23     4.268     118296    0    0    0    0    0
2024 10  5 18 39     5.31    -4.27    -0.90    -428.5      4.89    -49.57     4.501     127011    0    0    0    0    0
2024 10  5 18 40     5.17    -4.33    -1.24    -428.9      5.22    -54.06     4.506     125376    0    0    0    0    0
2024 10  5 18 41     5.10    -4.27    -1.46    -428.8      5.29    -56.64     4.506     125049    0    0    0    0    0
2024 10  5 18 42     4.96    -4.23    -1.48    -428.5      4.87    -58.18     4.406     128407    0    0    0    0    0
2024 10  5 18 43     4.97    -4.03    -1.48    -428.5      7.79    -52.12     4.177     129648    0    0    0    0    0
2024 10  5 18 44     5.02    -3.78    -1.50    -428.7     11.68    -44.00     3.919     130094    0    0    0    0    0
2024 10  5 18 45     5.05    -3.62    -1.50    -429.5     13.98    -35.68     3.766     125504    0    0    0    0    0
2024 10  5 18 46     5.08    -3.46    -1.49    -430.4     16.29    -27.35     3.613     120913    0    0    0    0    0
2024 10  5 18 47     5.01    -4.12    -1.52    -430.0     17.56    -22.51     3.839     120715    0    0    0    0    0
2024 10  5 18 48     4.50    -4.28    -1.04    -428.3     17.65    -22.44     3.854     120715    0    0    0    0    0
2024 10  5 18 49     4.37    -4.31    -0.89    -424.6     17.45    -21.77     3.565     130170    0    0    0    0    0
2024 10  5 18 50     4.40    -4.31    -0.89    -420.2     17.19    -20.76     3.162     143362    0    0    0    0    0
2024 10  5 18 51     4.81    -4.31     0.17    -419.4     17.18    -20.69     3.142     157910    0    0    0    0    0
2024 10  5 18 52     5.14    -3.37     0.30    -424.7     18.97    -24.63     3.283     170878    0    0    0    0    0
2024 10  5 18 53     5.34    -3.39     0.31    -426.7     20.97    -32.25     3.377     144994    0    0    0    0    0
2024 10  5 18 54     5.54    -3.41     0.33    -428.7     22.95    -39.87     3.470     119109    0    0    0    0    0
2024 10  5 18 55     5.74    -3.43     0.34    -430.7     24.94    -47.48     3.564      93225    0    0    0    0    0
2024 10  5 18 56     4.55    -3.62    -0.33    -441.9     24.47    -60.04     4.598     131264    0    0    0    0    0
2024 10  5 18 57     4.99    -3.58    -0.65    -443.0     24.51    -65.55     4.882     156905    0    0    0    0    0
2024 10  5 18 58     5.01    -2.77    -3.16    -445.4     24.48    -70.21     4.858     156824    0    0    0    0    0
2024 10  5 18 59     5.11    -2.47    -3.73    -445.6     21.78    -73.08     4.655     151535    0    1    1    1    1
2024 10  5 19  0     5.09    -2.96    -3.67    -444.4     15.57    -73.17     4.278     139508    0    1    2    2    2
2024 10  5 19  1     4.77    -3.90    -3.43    -442.5      9.74    -68.19     3.923     128166    0    1    1    1    1
2024 10  5 19  2     4.89    -3.94    -2.77    -440.8      3.81    -65.43     3.564     116683    0    1    1    1    1
2024 10  5 19  3     4.60    -3.80    -2.45    -438.2      4.25    -58.27     3.533     107402    0    0    0    0    0
2024 10  5 19  4     4.38    -4.26    -2.39    -435.5      3.99    -51.07     3.529     103742    0    0    0    0    0
2024 10  5 19  5     4.21    -4.82    -2.38    -432.8      6.70    -43.99     3.528     103477    0    1    1    1    1
2024 10  5 19  6     3.98    -4.59    -2.10    -430.4     19.42    -36.90     3.532     103205    0    1    1    1    1
2024 10  5 19  7     4.41    -4.46    -1.27    -427.0     20.83    -30.96     3.535     102971    0    1    1    2    2
2024 10  5 19  8     4.64    -4.41    -0.66    -423.8     21.88    -25.30     3.539     102728    0    1    1    2    2
2024 10  5 19  9     4.57    -4.43    -0.42    -421.0     23.00    -20.00     3.542     102490    0    1    1    1    1
2024 10  5 19 10     3.91    -3.86    -1.39    -418.6     24.17    -15.35     3.546     102490    0    1    1    1    1
2024 10  5 19 11     3.42    -3.10    -2.44    -418.3     24.78    -11.10     3.591     105977    0    0    0    0    0
