MIDL 32Re Data for 2006-12 (GSM nT, km/s, cm^-3, K)
year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2006 12 14  6  0     2.24    -1.97     1.38    -590.1     17.16     -6.56     1.210     199054    0    1    1    1    1
2006 12 14  6  1     1.62    -0.47     2.65    -597.0     18.78     -7.74     1.094     180845    0    1    1    1    1
2006 12 14  6  2     1.44     0.52     2.98    -596.3     20.76     11.98     1.066     175019    0    1    1    1    1
2006 12 14  6  3     1.19     0.74     3.19    -593.1     24.48     11.51     1.066     174649    0    1    1    1    1
2006 12 14  6  4     1.30     1.16     3.10    -592.4     30.43      9.65     1.106     174214    0    1    1    1    1
2006 12 14  6  5     1.77     1.35     2.88    -592.0     32.26      8.81     1.127     170936    0    1    1    1    1
2006 12 14  6  6     1.85     1.41     2.75    -591.5     32.73      0.61     1.159     167533    0    1    1    1    1
2006 12 14  6  7     1.85     1.31     2.72    -591.1     32.99     -1.75     1.168     165505    0    1    1    1    1
2006 12 14  6  8     1.77     1.14     2.91    -592.0     33.04      1.89     1.174     160897    0    1    1    1    1
2006 12 14  6  9     1.76     0.92     3.03    -591.8     33.03      3.62     1.157     160086    0    1    1    1    1
2006 12 14  6 10     1.82     1.14     2.45    -592.8     29.04      6.22     1.159     161845    0    1    1    1    1
2006 12 14  6 11     2.11     0.98     2.34    -591.3     24.28      8.72     1.133     166476    0    1    1    1    1
2006 12 14  6 12     2.26     0.72     2.29    -589.3     23.34      9.42     1.129     169205    0    1    1    1    1
2006 12 14  6 13     2.42     0.62     2.27    -587.6     23.29      9.58     1.127     171515    0    1    1    1    1
2006 12 14  6 14     2.55     0.72     2.24    -586.7     23.33      9.35     1.121     172659    0    1    1    1    1
2006 12 14  6 15     2.60     0.77     2.16    -586.4     23.57      8.68     1.113     172659    0    1    1    1    1
2006 12 14  6 16     2.56     0.70     2.08    -586.2     25.69      7.07     1.107     172419    0    1    1    1    1
2006 12 14  6 17     2.50     0.40     2.01    -588.9     27.84      5.46     1.140     164171    0    1    1    1    1
2006 12 14  6 18     2.50    -0.22     1.94    -590.1     21.99      3.13     1.156     159838    0    1    1    1    1
2006 12 14  6 19     2.50    -0.40     1.93    -589.7     19.76      3.81     1.151     159394    0    1    1    1    1
2006 12 14  6 20     2.48    -0.07     2.03    -590.0     19.79      4.37     1.148     158953    0    1    1    1    1
2006 12 14  6 21     2.48     0.14     2.08    -589.2     21.27      4.05     1.169     158836    0    1    1    1    1
2006 12 14  6 22     2.53     0.41     2.04    -588.8     21.09      3.10     1.177     160706    0    1    1    1    1
2006 12 14  6 23     2.65     0.50     1.99    -588.7     19.53      2.00     1.170     163987    0    1    1    1    1
2006 12 14  6 24     2.63     0.25     1.94    -587.2     18.18      0.78     1.136     166778    0    1    1    1    1
2006 12 14  6 25     2.64    -0.07     1.59    -584.6     17.79     -1.37     1.130     168023    0    1    1    1    1
2006 12 14  6 26     2.79    -0.23     1.02    -581.4     17.99     -4.81     1.145     167972    0    1    1    1    1
2006 12 14  6 27     2.96    -0.11     0.64    -578.4     17.50     -9.35     1.079     167767    0    1    1    1    1
2006 12 14  6 28     2.99    -0.25     0.64    -578.6     17.31    -10.79     1.099     167518    0    1    1    1    1
2006 12 14  6 29     2.71    -0.58     0.86    -586.8     14.73    -12.49     1.092     165449    0    1    1    1    1
2006 12 14  6 30     2.68    -0.50     0.85    -588.6     14.81    -20.13     1.113     162453    0    1    1    1    1
2006 12 14  6 31     2.88    -0.33     0.80    -588.8     14.00    -26.18     1.147     161647    0    1    1    1    1
2006 12 14  6 32     3.01    -0.05     0.53    -589.0     11.92    -29.77     1.159     163567    0    1    1    1    1
2006 12 14  6 33     2.90    -0.65    -0.81    -588.5      6.53    -35.00     1.160     164552    0    1    1    1    1
2006 12 14  6 34     2.68    -1.43    -1.47    -590.5      3.97    -40.24     1.266     154767    0    1    2    1    1
2006 12 14  6 35     2.63    -1.69    -1.34    -590.8      4.05    -47.13     1.300     151593    0    1    2    1    1
2006 12 14  6 36     2.59    -1.76    -1.24    -591.2     -5.83    -54.73     1.250     153329    0    1    1    1    1
2006 12 14  6 37     2.80    -2.16    -0.90    -590.9      1.39    -52.52     1.212     157617    0    1    1    1    1
2006 12 14  6 38     2.93    -2.46    -0.73    -591.2      4.32    -51.02     1.204     159523    0    1    2    1    1
