File created on 2016-01-15T21:35:34.948634

#COORDINATES
GSM

 year mo dy hr mn sc msc BX BY BZ UX UY UZ RHO T
#START
2010 04 04 19 00 00 000       0.00      -4.07       2.18    -490.29     -37.69      22.67       3.73  101590.00
2010 04 04 19 01 00 000       0.00      -3.94       3.23    -487.24     -36.39      38.59       3.67  120417.00
2010 04 04 19 02 00 000       0.00      -4.63       1.74    -493.04     -41.16      41.98       3.48  117629.00
2010 04 04 19 03 00 000       0.00      -5.12       1.19    -498.81     -50.14      35.58       3.19  128318.00
2010 04 04 19 04 00 000       0.00      -3.97       3.10    -500.49     -41.26      42.74       3.05  113093.00
2010 04 04 19 05 00 000       0.00      -4.56       2.23    -499.46     -38.58      46.01       3.25  120757.00
2010 04 04 19 06 00 000       0.00      -4.52       2.67    -495.23     -27.78      36.39       3.38  135886.00
2010 04 04 19 07 00 000       0.00       3.17       1.22    -489.07      -5.36      21.63       3.36  141888.00
2010 04 04 19 08 00 000       0.00       2.04      -1.74    -487.06       0.32       2.90       3.09  157721.00
2010 04 04 19 09 00 000       0.00       4.16      -1.63    -494.41      -3.65     -18.08       2.77  158218.00
2010 04 04 19 10 00 000       0.00       2.71      -2.83    -505.10       8.50     -27.57       2.79  127204.00
2010 04 04 19 11 00 000       0.00       3.02      -3.67    -507.54      -4.01     -22.88       2.56  154126.00
2010 04 04 19 12 00 000       0.00       2.71      -4.50    -526.50     -14.09     -38.70       3.05  129311.00
2010 04 04 19 13 00 000       0.00       3.82      -3.83    -530.00      -1.09     -40.16       3.17  122136.00
2010 04 04 19 14 00 000       0.00       3.70      -3.60    -522.50       3.40     -34.48       3.01  118193.00
2010 04 04 19 15 00 000       0.00       5.21      -0.25    -518.64      15.05     -19.66       2.75  130072.00
2010 04 04 19 16 00 000       0.00       4.45       1.74    -516.51      22.82      -7.83       2.74  140943.00
2010 04 04 19 17 00 000       0.00       3.67       2.24    -514.70      20.80       7.57       2.76  148244.00
2010 04 04 19 18 00 000       0.00       3.04      -2.60    -509.46       4.83      -4.82       2.90  140534.00
2010 04 04 19 19 00 000       0.00       2.97      -4.26    -505.34      -8.13     -34.67       3.06  122370.00
2010 04 04 19 20 00 000       0.00       3.38      -3.44    -505.56      -3.86     -33.60       3.02  119830.00
2010 04 04 19 21 00 000       0.00       3.28      -3.93    -500.10      -5.76     -33.20       3.15  126567.00
2010 04 04 19 22 00 000       0.00       3.37      -3.24    -501.81      -3.90     -33.44       3.02  123888.00
2010 04 04 19 23 00 000       0.00       3.29      -3.94    -500.28       3.74     -23.45       2.56  149654.00
2010 04 04 19 24 00 000       0.00       3.76      -2.98    -502.68       0.00     -30.95       2.94  120880.00
2010 04 04 19 25 00 000       0.00       3.61      -0.33    -503.65       1.46     -32.92       3.19  130649.00
2010 04 04 19 26 00 000       0.00       3.43      -3.90    -505.88      -8.02     -35.71       3.02  136036.00
2010 04 04 19 27 00 000       0.00       3.01      -4.10    -503.95      -6.59     -34.02       3.06  126472.00
2010 04 04 19 28 00 000       0.00       2.08      -5.14    -504.75      -6.93     -36.47       3.25  115610.00
