MIDL 32Re, 2023-02 to 2023-03 (nT, km/s, cm^-3, K)

#COORDINATES
GSM                     Earth orbital motion included

year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2023  2 26 14  0    -0.47    -5.02    -0.58    -438.5     83.26     25.43    14.305     125628    0    0    0    0    0
2023  2 26 14  1    -0.40    -4.89    -0.45    -439.2     84.17     27.46    14.360     125998    0    0    0    0    0
2023  2 26 14  2    -0.56    -4.82    -0.49    -440.9     83.63     26.49    14.131     125951    0    0    0    0    0
2023  2 26 14  3    -0.41    -5.03    -0.77    -442.1     82.45     24.11    14.042     125830    0    0    0    0    0
2023  2 26 14  4    -0.14    -5.05    -0.83    -442.8     84.01     27.41    14.065     125787    0    0    0    0    0
2023  2 26 14  5    -0.05    -4.63    -0.57    -441.8     85.89     31.19    14.340     126362    0    0    0    0    0
2023  2 26 14  6    -0.09    -4.23    -0.33    -440.8     86.41     32.25    14.265     128783    0    0    0    0    0
2023  2 26 14  7    -0.21    -4.20    -0.44    -440.8     86.35     31.61    13.715     133771    0    0    0    0    0
2023  2 26 14  8    -0.37    -4.28    -0.82    -441.4     86.59     30.81    13.651     140207    0    0    0    0    0
2023  2 26 14  9    -0.41    -4.23    -1.04    -441.0     87.23     31.69    13.682     144117    0    0    0    0    0
2023  2 26 14 10    -0.40    -4.08    -1.17    -439.6     88.23     33.51    14.012     144233    0    0    0    0    0
2023  2 26 14 11    -0.09    -3.80    -0.96    -441.3     87.86     32.37    14.864     144755    0    0    0    0    0
2023  2 26 14 12     0.46    -3.73    -0.28    -443.4     86.68     29.42    15.008     150032    0    0    0    0    0
2023  2 26 14 13     0.56    -3.73     0.16    -446.4     86.56     29.67    14.417     152734    0    0    0    0    0
2023  2 26 14 14     0.24    -3.83     0.31    -447.8     87.57     32.81    14.539     151924    0    0    0    0    0
2023  2 26 14 15    -0.25    -4.71     0.52    -445.9     88.36     35.00    15.413     144929    0    0    0    0    0
2023  2 26 14 16    -0.31    -5.25     0.72    -446.3     87.87     33.74    15.313     134221    0    0    0    0    0
2023  2 26 14 17     0.33    -5.71     1.30    -450.2     87.12     30.74    15.050     136106    0    0    0    0    0
2023  2 26 14 18     0.48    -5.71     1.25    -451.7     87.05     29.37    15.168     147355    0    0    0    0    0
2023  2 26 14 19     0.57    -5.56     0.57    -452.9     86.36     25.93    14.600     154120    0    0    0    0    0
2023  2 26 14 20     1.00    -5.28     0.72    -452.3     85.80     23.27    13.743     154388    0    0    0    0    0
2023  2 26 14 21     1.50    -5.13     1.19    -449.8     85.73     24.70    13.073     155015    0    0    0    0    0
2023  2 26 14 22     1.77    -5.13     1.79    -445.9     85.73     28.48    12.588     155848    0    0    0    0    0
2023  2 26 14 23     1.72    -5.77     2.35    -444.6     85.55     41.73    12.029     162976    0    0    0    0    0
2023  2 26 14 24     1.97    -5.95     2.13    -447.6     84.95     49.37    10.576     175222    0    0    0    0    0
2023  2 26 14 25     1.64    -5.84     1.45    -453.0     83.61     44.68    10.305     167971    0    0    0    0    0
2023  2 26 14 26     1.53    -6.10     1.21    -453.1     83.98     41.86    10.233     163138    0    0    0    0    0
2023  2 26 14 27     1.52    -6.29     1.10    -453.6     84.41     41.23    10.201     168502    0    0    0    0    0
2023  2 26 14 28     1.45    -6.52     1.36    -454.2     83.15     37.97    10.040     171256    0    0    0    0    0
2023  2 26 14 29     1.34    -6.58     1.90    -454.6     81.14     32.98     9.725     168564    0    0    0    0    0
2023  2 26 14 30     1.44    -6.53     2.41    -454.9     80.51     31.42     9.633     164768    0    0    0    0    0
2023  2 26 14 31     2.01    -6.24     2.90    -454.9     87.54     30.01     9.569     163932    0    0    0    0    0
2023  2 26 14 32     2.71    -5.83     4.19    -457.7     90.06     29.28     9.411     170204    0    0    0    0    0
2023  2 26 14 33     2.80    -5.85     4.19    -457.9     86.09     26.32     9.338     177596    0    0    0    0    0
2023  2 26 14 34     2.89    -6.08     4.20    -457.9     82.46     26.47     9.128     176394    0    0    0    0    0
2023  2 26 14 35     2.85    -6.26     4.14    -458.1     78.74     31.30     8.666     161748    0    0    0    0    0
2023  2 26 14 36     2.57    -7.77     3.49    -460.8     74.12     35.34     7.772     149049    0    0    0    0    0
2023  2 26 14 37     2.16    -9.11     3.09    -461.5     70.40     35.78     7.405     146020    0    0    0    0    0
2023  2 26 14 38     1.75    -9.09     3.26    -462.0     66.73     36.09     7.060     142164    0    0    0    0    0
2023  2 26 14 39     2.42    -8.93     3.65    -462.8     62.64     38.91     6.438     132521    0    0    0    0    0
2023  2 26 14 40     3.14    -8.67     3.75    -463.6     58.38     44.45     5.953     122073    0    0    0    0    0
2023  2 26 14 41     3.10    -8.60     3.76    -462.2     55.35     48.81     5.958     119132    0    0    0    0    0
2023  2 26 14 42     3.01    -8.68     3.91    -460.9     52.58     53.14     6.190     119593    0    0    0    0    0
2023  2 26 14 43     2.91    -8.77     3.93    -461.3     49.37     56.04     6.407     124246    0    0    0    0    0
2023  2 26 14 44     2.78    -8.96     3.51    -461.4     45.84     55.72     6.391     130040    0    0    0    0    0
2023  2 26 14 45     2.61    -9.10     3.04    -460.1     42.31     55.48     6.336     129487    0    0    0    0    0
2023  2 26 14 46     2.57    -9.19     2.48    -456.9     39.56     55.11     6.247     128106    0    0    0    0    0
2023  2 26 14 47     2.63    -8.93    -2.11    -456.3     36.13     54.82     5.990     121778    0    0    0    0    0
2023  2 26 14 48     2.75    -8.88    -3.23    -455.4     32.77     56.28     5.755     121244    0    0    0    0    0
2023  2 26 14 49     2.66    -8.90    -3.38    -455.1     29.21     59.54     5.532     128343    0    0    0    0    0
2023  2 26 14 50     2.55    -8.94    -2.91    -455.1     28.04     59.01     5.367     129937    0    0    0    0    0
2023  2 26 14 51     2.27    -9.08    -2.80    -455.8     29.21     56.14     5.379     124726    0    0    0    0    0
2023  2 26 14 52     1.37    -9.27    -2.55    -457.8     30.53     55.63     5.462     124593    0    0    0    0    0
2023  2 26 14 53     1.32    -9.46    -2.00    -457.8     33.04     53.09     5.333     133421    0    0    0    0    0
2023  2 26 14 54     1.50    -9.48    -1.99    -456.4     37.17     47.49     5.132     138442    0    0    0    0    0
2023  2 26 14 55     1.50    -9.59    -1.88    -454.4     40.27     44.15     5.080     151995    0    0    0    0    0
2023  2 26 14 56     1.16    -9.64    -1.62    -453.8     42.62     43.87     5.038     170525    0    0    0    0    0
2023  2 26 14 57     0.95    -9.64    -1.40    -453.8     44.06     46.30     5.025     177084    0    0    0    0    0
2023  2 26 14 58     1.20    -9.53    -1.08    -453.8     44.92     48.58     5.014     177084    0    0    0    0    0
2023  2 26 14 59     1.36    -9.46    -0.96    -453.7     44.20     49.14     4.992     173544    0    0    0    0    0
2023  2 26 15  0     1.48    -9.46    -0.99    -453.4     40.89     49.00     4.978     156563    0    0    0    0    0
2023  2 26 15  1     1.62    -9.47    -0.72    -453.3     37.08     49.29     4.967     143307    0    0    0    0    0
2023  2 26 15  2     1.80    -9.49    -0.55    -455.1     35.69     50.70     5.005     139806    0    0    0    0    0
2023  2 26 15  3     1.83    -9.52    -0.55    -455.8     35.07     52.38     5.098     139644    0    0    0    0    0
2023  2 26 15  4     0.87    -9.51     1.31    -458.7     34.67     53.45     5.120     141366    0    0    0    0    0
2023  2 26 15  5     0.84    -9.37     2.13    -460.0     39.56     53.91     5.123     158355    0    0    0    0    0
2023  2 26 15  6     0.97    -9.19     2.05    -460.5     44.31     54.30     5.129     177335    0    0    0    0    0
2023  2 26 15  7     1.29    -9.19     1.64    -459.3     44.72     54.35     5.140     175745    0    0    0    0    0
2023  2 26 15  8     1.51    -9.20     1.58    -457.6     43.39     54.40     5.155     169719    0    0    0    0    0
2023  2 26 15  9     1.78    -9.22     1.18    -457.4     40.58     54.42     5.151     162416    0    0    0    0    0
2023  2 26 15 10     1.88    -9.22     0.68    -458.7     39.67     54.96     4.934     150862    0    0    0    0    0
2023  2 26 15 11     1.91    -9.20     0.76    -463.5     39.45     56.73     4.689     138391    0    0    0    0    0
2023  2 26 15 12     1.93    -9.26     1.56    -465.0     39.48     57.68     4.723     136528    0    0    0    0    0
2023  2 26 15 13     1.93    -9.29     1.92    -465.4     39.75     57.64     4.791     147060    0    0    0    0    0
2023  2 26 15 14     1.71    -9.28     1.93    -465.5     40.67     57.30     4.792     149807    0    0    0    0    0
2023  2 26 15 15     1.66    -9.23     1.93    -465.6     41.78     57.44     4.768     147089    0    0    0    0    0
2023  2 26 15 16     2.04    -8.64     2.70    -465.6     41.86     58.10     4.761     146145    0    0    0    0    0
2023  2 26 15 17     2.19    -8.19     3.62    -465.6     41.59     58.99     4.743     146079    0    0    0    0    0
2023  2 26 15 18     2.50    -7.64     4.57    -465.7     41.57     59.88     4.714     144027    0    0    0    0    0
2023  2 26 15 19     3.05    -8.00     4.26    -465.7     42.06     60.41     4.771     143557    0    0    0    0    0
2023  2 26 15 20     3.30    -8.23     3.72    -465.7     42.87     60.49     4.884     143557    0    0    0    0    0
2023  2 26 15 21     3.22    -8.80     1.95    -463.8     43.02     60.48     4.866     143337    0    0    0    0    0
2023  2 26 15 22     3.15    -9.10     0.97    -462.7     43.10     60.96     4.795     143216    0    0    0    0    0
2023  2 26 15 23     3.14    -8.86     0.92    -462.9     43.89     62.12     4.766     153830    0    0    0    0    0
2023  2 26 15 24     3.41    -8.54     1.07    -463.0     45.45     62.92     4.900     168599    0    0    0    0    0
2023  2 26 15 25     3.66    -8.44     1.47    -462.9     46.51     63.22     5.159     173299    0    0    0    0    0
2023  2 26 15 26     3.67    -8.37     1.88    -461.7     47.00     63.36     5.315     172112    0    0    0    0    0
2023  2 26 15 27     3.54    -8.29     2.10    -460.7     49.28     63.10     5.327     169624    0    0    0    0    0
2023  2 26 15 28     3.42    -8.37     2.24    -461.6     55.51     61.66     5.247     166725    0    0    0    0    0
2023  2 26 15 29     3.37    -8.41     3.14    -468.5     70.90     54.95     5.071     158062    0    0    0    0    0
2023  2 26 15 30     3.36    -8.44     3.29    -468.4     81.71     53.74     5.038     150926    0    0    0    0    0
2023  2 26 15 31     3.28    -8.47     3.35    -466.6     90.40     51.33     5.007     150705    0    0    0    0    0
2023  2 26 15 32     3.18    -8.08     3.64    -466.3     96.14     53.66     4.890     148807    0    0    0    0    0
2023  2 26 15 33     3.16    -8.19     3.85    -465.8    101.14     54.09     4.765     144589    0    0    0    0    0
2023  2 26 15 34     3.13    -8.22     4.02    -466.0    101.22     35.25     4.767     140389    0    0    0    0    0
2023  2 26 15 35     3.05    -8.16     4.01    -466.0    101.71     31.81     4.885     137868    0    0    0    0    0
2023  2 26 15 36     3.33    -8.01     3.41    -466.3    101.81     41.12     5.040     137532    0    0    0    0    0
2023  2 26 15 37     3.19    -7.90     3.33    -464.5    102.50     42.67     5.084     140196    0    0    0    0    0
2023  2 26 15 38     3.31    -7.91     3.42    -463.6    100.96     40.62     5.095     149935    0    0    0    0    0
2023  2 26 15 39     3.43    -8.06     3.85    -464.0    101.75     38.37     5.050     155160    0    0    0    0    0
2023  2 26 15 40     3.58    -7.93     4.30    -464.3    102.93     37.86     4.940     145164    0    0    0    0    0
2023  2 26 15 41     3.94    -7.71     4.60    -463.2    103.03     37.87     4.868     124457    0    0    0    0    0
2023  2 26 15 42     4.14    -7.50     4.72    -462.4    100.15     36.27     4.844     113087    0    0    0    0    0
2023  2 26 15 43     4.03    -7.33     4.77    -461.5     97.11     34.66     4.915     118003    0    0    0    0    0
2023  2 26 15 44     3.85    -7.24     4.79    -459.3     96.74     35.54     5.081     128040    0    0    0    0    0
2023  2 26 15 45     3.74    -7.24     4.62    -455.8     96.71     38.61     5.295     138524    0    0    0    0    0
2023  2 26 15 46     3.57    -7.46     4.26    -455.5     96.97     39.60     5.419     142475    0    0    0    0    0
2023  2 26 15 47     3.71    -7.50     4.16    -456.5     97.56     38.90     5.463     142848    0    0    0    0    0
2023  2 26 15 48     3.84    -6.27     4.72    -461.2     97.64     35.05     5.279     129580    0    0    0    0    0
2023  2 26 15 49     3.49    -6.28     5.74    -463.4     97.47     34.31     5.130     120058    0    0    0    0    0
2023  2 26 15 50     3.22    -6.29     6.00    -465.8     97.33     34.31     5.118     126863    0    0    0    0    0
2023  2 26 15 51     3.47    -5.48     6.69    -465.5     98.18     30.42     5.145     128375    0    0    0    0    0
2023  2 26 15 52     3.81    -5.31     6.91    -463.9     98.42     29.16     5.156     126723    0    0    0    0    0
2023  2 26 15 53     3.96    -5.12     6.94    -463.1     97.39     29.19     5.158     124123    0    0    0    0    0
2023  2 26 15 54     3.96    -4.96     6.81    -462.6     96.45     28.81     5.162     122844    0    0    0    0    0
2023  2 26 15 55     4.07    -5.02     6.55    -461.0     96.00     30.45     5.213     125233    0    0    0    0    0
2023  2 26 15 56     4.24    -5.55     6.17    -459.6     95.90     34.91     5.351     129926    0    0    0    0    0
