Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2018 04 19 00 51 03  18       2.57       1.17      -2.11    -479.80     -96.00      61.20       2.13    245758.00
2018 04 19 00 52 06 177       2.58       1.30      -2.02    -479.20    -106.50      64.50       2.15    242619.00
2018 04 19 00 52 59 343       2.76       1.35      -2.03    -480.50     -86.60      60.10       2.12    242395.00
2018 04 19 01 04 38 373       2.84       1.40      -1.96    -383.28     -14.78      20.16       2.16    241584.00
2018 04 19 01 05 44 664       2.77       1.60      -1.89    -382.52     -16.31      23.93       2.15    248026.00
2018 04 19 01 06 44 284       2.71       1.74      -1.90    -382.56     -15.64      19.69       2.11    243367.00
2018 04 19 01 07 42  69       2.74       1.77      -1.88    -382.83     -16.93      21.77       2.14    244486.00
2018 04 19 01 08 32  57       2.74       1.69      -1.94    -384.05       6.64       5.23       2.10    248443.00
2018 04 19 01 09 33 732       2.73       1.65      -1.93    -383.85     -18.98      22.79       2.06    237798.00
2018 04 19 01 10 32 943       2.79       1.61      -1.94    -383.94     -13.70      19.44       2.11    245270.00
2018 04 19 01 11 37 491       2.79       1.54      -2.00    -383.39     -39.68      35.23       2.16    247631.00
2018 04 19 01 12 28 302       2.73       1.50      -1.94    -384.51     -17.19      23.09       2.15    245483.00
2018 04 19 01 13 28 662       2.67       1.51      -1.94    -384.46     -10.73      17.27       2.10    239683.00
2018 04 19 01 14 40 137       2.63       1.61      -1.95    -383.07     -17.66      22.89       2.11    239232.00
2018 04 19 01 15 36  42       2.49       0.97      -2.34    -383.56     -16.57      21.54       2.26    257568.00
2018 04 19 01 16 38 933       2.40       1.04      -2.39    -383.21     -15.02      19.64       2.21    258093.00
2018 04 19 01 17 35 902       2.38       1.31      -2.26    -383.58     -18.98      21.01       2.16    251432.00
2018 04 19 01 18 38 612       2.36       1.09      -2.05    -383.25     -32.55      25.47       2.19    243413.00
2018 04 19 01 19 24  67       2.45       1.81      -1.78    -385.02       8.09       5.44       2.18    246977.00
2018 04 19 01 20 31  31       2.45       1.65      -1.95    -384.17     -24.05      24.31       2.19    243201.00
2018 04 19 01 21 30 137       2.43       1.69      -1.91    -384.28       8.87       5.03       2.17    253719.00
2018 04 19 01 22 28 351       2.34       1.73      -1.92    -384.50       8.14       5.18       2.17    244883.00
2018 04 19 01 23 14 168       2.37       1.80      -1.84    -386.24     -14.10      16.67       2.25    241143.00
2018 04 19 01 24 11 460       2.70       1.95      -1.51    -478.20     -72.40      55.40       2.22    249114.00
