MAG 16-second Averaged Interplanetary Magnetic Field Data, GSE
year doy hr min sec Bx By Bz 
2018 237  0  0  4.701    2.165   -4.548    1.338
2018 237  0  0 20.701    2.166   -4.614    1.093
2018 237  0  0 36.701    2.010   -4.626    0.700
2018 237  0  0 52.701    2.207   -4.552    0.809
2018 237  0  1  8.701    2.162   -4.602    0.692
2018 237  0  1 24.701    2.201   -4.526    0.799
2018 237  0  1 40.701    2.222   -4.563    0.762
2018 237  0  1 56.701    2.156   -4.603    0.748
2018 237  0  2 12.701    2.114   -4.599    0.777
2018 237  0  2 28.700    2.163   -4.589    0.734
2018 237  0  2 44.700    2.025   -4.674    0.668
2018 237  0  3  0.700    2.023   -4.646    0.736
2018 237  0  3 16.700    2.197   -4.702    0.738
2018 237  0  3 32.700    2.208   -4.711    0.732
2018 237  0  3 48.700    2.265   -4.795    0.770
2018 237  0  4  4.700    2.197   -4.807    0.702
2018 237  0  4 20.700    2.207   -4.758    0.653
2018 237  0  4 36.700    2.043   -4.736    0.480
2018 237  0  4 52.700    2.115   -4.708    0.513
2018 237  0  5  8.700    2.099   -4.785    0.604
2018 237  0  5 24.700    2.113   -4.806    0.744
2018 237  0  5 40.700    2.126   -4.868    0.705
2018 237  0  5 56.700    2.063   -4.853    0.644
2018 237  0  6 12.700    2.143   -4.805    0.749
2018 237  0  6 28.700    2.110   -4.866    0.648
2018 237  0  6 44.700    2.097   -4.864    0.673
2018 237  0  7  0.700    2.095   -4.862    0.391
2018 237  0  7 16.700    2.181   -4.916    0.457
2018 237  0  7 32.700    2.239   -5.024    0.579
2018 237  0  7 48.700    2.262   -5.020    0.708
2018 237  0  8  4.700    2.253   -4.984    0.706
2018 237  0  8 20.700    2.306   -4.913    0.661
2018 237  0  8 36.700    2.208   -4.953    0.729
2018 237  0  8 52.700    2.293   -4.999    0.703
2018 237  0  9  8.700    2.286   -4.941    0.681
2018 237  0  9 24.700    2.290   -4.936    0.749
2018 237  0  9 40.700    2.316   -4.875    0.675
2018 237  0  9 56.700    2.269   -4.821    0.610
2018 237  0 10 12.700    2.164   -4.959    0.794
2018 237  0 10 28.700    1.740   -5.039    1.460
2018 237  0 10 44.700    1.789   -5.111    1.409
2018 237  0 11  0.699    1.755   -5.204    1.498
2018 237  0 11 16.699    1.727   -5.201    1.535
2018 237  0 11 32.699    1.799   -5.145    1.589
2018 237  0 11 48.699    1.824   -5.197    1.555
2018 237  0 12  4.699    1.809   -5.204    1.450
2018 237  0 12 20.699    1.900   -5.138    1.428
2018 237  0 12 36.699    1.890   -5.209    1.496
2018 237  0 12 52.699    1.871   -5.242    1.462
2018 237  0 13  8.699    1.919   -5.252    1.469
2018 237  0 13 24.699    1.748   -5.298    1.484
2018 237  0 13 40.699    1.917   -5.211    1.496
2018 237  0 13 56.699    1.916   -5.234    1.533
2018 237  0 14 12.699    1.900   -5.274    1.454
2018 237  0 14 28.699    1.783   -5.139    1.623
2018 237  0 14 44.699    1.894   -5.255    1.452
2018 237  0 15  0.699    1.922   -5.302    1.455
2018 237  0 15 16.699    1.906   -5.274    1.474
2018 237  0 15 32.699    2.046   -5.296    1.425
2018 237  0 15 48.699    2.010   -5.348    1.404
2018 237  0 16  4.699    1.988   -5.317    1.487
2018 237  0 16 20.699    2.021   -5.302    1.545
