Sym-H and AL  obtained from Kyoto WDC for SWPC Event 3.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
2001 08 31 03 58 00 000  -11.00  -213.00
2001 08 31 03 59 00 000  -12.00  -221.00
2001 08 31 04 00 00 000  -12.00  -224.00
2001 08 31 04 01 00 000  -12.00  -222.00
2001 08 31 04 02 00 000  -12.00  -213.00
2001 08 31 04 03 00 000  -13.00  -206.00
2001 08 31 04 04 00 000  -13.00  -199.00
2001 08 31 04 05 00 000  -14.00  -200.00
2001 08 31 04 06 00 000  -13.00  -208.00
2001 08 31 04 07 00 000  -13.00  -213.00
2001 08 31 04 08 00 000  -14.00  -215.00
2001 08 31 04 09 00 000  -14.00  -223.00
2001 08 31 04 10 00 000  -14.00  -224.00
2001 08 31 04 11 00 000  -14.00  -219.00
2001 08 31 04 12 00 000  -14.00  -217.00
2001 08 31 04 13 00 000  -14.00  -213.00
2001 08 31 04 14 00 000  -15.00  -221.00
2001 08 31 04 15 00 000  -15.00  -213.00
2001 08 31 04 16 00 000  -15.00  -199.00
2001 08 31 04 17 00 000  -15.00  -200.00
2001 08 31 04 18 00 000  -15.00  -191.00
2001 08 31 04 19 00 000  -15.00  -188.00
2001 08 31 04 20 00 000  -16.00  -185.00
2001 08 31 04 21 00 000  -16.00  -180.00
2001 08 31 04 22 00 000  -16.00  -173.00
2001 08 31 04 23 00 000  -17.00  -161.00
2001 08 31 04 24 00 000  -17.00  -155.00
2001 08 31 04 25 00 000  -17.00  -158.00
2001 08 31 04 26 00 000  -17.00  -170.00
2001 08 31 04 27 00 000  -17.00  -175.00
2001 08 31 04 28 00 000  -17.00  -166.00
2001 08 31 04 29 00 000  -17.00  -167.00
2001 08 31 04 30 00 000  -17.00  -167.00
2001 08 31 04 31 00 000  -17.00  -161.00
2001 08 31 04 32 00 000  -17.00  -161.00
2001 08 31 04 33 00 000  -17.00  -163.00
2001 08 31 04 34 00 000  -17.00  -157.00
2001 08 31 04 35 00 000  -17.00  -146.00
2001 08 31 04 36 00 000  -17.00  -134.00
2001 08 31 04 37 00 000  -18.00  -138.00
2001 08 31 04 38 00 000  -17.00  -141.00
2001 08 31 04 39 00 000  -17.00  -141.00
2001 08 31 04 40 00 000  -18.00  -143.00
2001 08 31 04 41 00 000  -18.00  -145.00
2001 08 31 04 42 00 000  -18.00  -151.00
2001 08 31 04 43 00 000  -18.00  -154.00
2001 08 31 04 44 00 000  -18.00  -154.00
2001 08 31 04 45 00 000  -18.00  -147.00
2001 08 31 04 46 00 000  -18.00  -137.00
2001 08 31 04 47 00 000  -18.00  -126.00
2001 08 31 04 48 00 000  -18.00  -122.00
2001 08 31 04 49 00 000  -18.00  -122.00
2001 08 31 04 50 00 000  -18.00  -122.00
2001 08 31 04 51 00 000  -18.00  -121.00
2001 08 31 04 52 00 000  -18.00  -122.00
2001 08 31 04 53 00 000  -18.00  -121.00
2001 08 31 04 54 00 000  -18.00  -116.00
2001 08 31 04 55 00 000  -18.00  -111.00
2001 08 31 04 56 00 000  -18.00  -108.00
2001 08 31 04 57 00 000  -18.00  -108.00
2001 08 31 04 58 00 000  -19.00  -107.00
2001 08 31 04 59 00 000  -19.00  -108.00
2001 08 31 05 00 00 000  -18.00  -106.00
2001 08 31 05 01 00 000  -18.00  -102.00
2001 08 31 05 02 00 000  -18.00  -104.00
2001 08 31 05 03 00 000  -18.00  -109.00
2001 08 31 05 04 00 000  -18.00  -106.00
2001 08 31 05 05 00 000  -18.00  -101.00
2001 08 31 05 06 00 000  -18.00   -95.00
2001 08 31 05 07 00 000  -18.00   -97.00
2001 08 31 05 08 00 000  -17.00  -107.00
2001 08 31 05 09 00 000  -17.00  -108.00
2001 08 31 05 10 00 000  -17.00  -108.00
2001 08 31 05 11 00 000  -17.00  -107.00
2001 08 31 05 12 00 000  -17.00  -108.00
2001 08 31 05 13 00 000  -17.00  -107.00
2001 08 31 05 14 00 000  -16.00  -106.00
2001 08 31 05 15 00 000  -16.00  -104.00
2001 08 31 05 16 00 000  -17.00  -105.00
2001 08 31 05 17 00 000  -17.00  -106.00
2001 08 31 05 18 00 000  -17.00  -110.00
2001 08 31 05 19 00 000  -17.00  -107.00
2001 08 31 05 20 00 000  -18.00  -102.00
2001 08 31 05 21 00 000  -18.00   -98.00
2001 08 31 05 22 00 000  -19.00   -94.00
2001 08 31 05 23 00 000  -19.00   -91.00
2001 08 31 05 24 00 000  -18.00   -91.00
2001 08 31 05 25 00 000  -19.00   -92.00
2001 08 31 05 26 00 000  -19.00   -92.00
2001 08 31 05 27 00 000  -18.00   -90.00
2001 08 31 05 28 00 000  -17.00   -90.00
2001 08 31 05 29 00 000  -17.00   -94.00
2001 08 31 05 30 00 000  -17.00   -95.00
2001 08 31 05 31 00 000  -17.00   -96.00
2001 08 31 05 32 00 000  -17.00   -91.00
2001 08 31 05 33 00 000  -17.00   -86.00
2001 08 31 05 34 00 000  -16.00   -82.00
2001 08 31 05 35 00 000  -16.00   -82.00
2001 08 31 05 36 00 000  -17.00   -81.00
2001 08 31 05 37 00 000  -17.00   -78.00
2001 08 31 05 38 00 000  -17.00   -78.00
2001 08 31 05 39 00 000  -16.00   -83.00
2001 08 31 05 40 00 000  -16.00   -89.00
2001 08 31 05 41 00 000  -16.00   -93.00
2001 08 31 05 42 00 000  -16.00   -97.00
2001 08 31 05 43 00 000  -16.00   -94.00
2001 08 31 05 44 00 000  -16.00   -93.00
2001 08 31 05 45 00 000  -16.00   -93.00
2001 08 31 05 46 00 000  -16.00   -96.00
2001 08 31 05 47 00 000  -15.00   -97.00
2001 08 31 05 48 00 000  -15.00   -98.00
2001 08 31 05 49 00 000  -15.00  -102.00
2001 08 31 05 50 00 000  -15.00  -101.00
2001 08 31 05 51 00 000  -15.00  -100.00
2001 08 31 05 52 00 000  -15.00  -103.00
2001 08 31 05 53 00 000  -14.00  -103.00
2001 08 31 05 54 00 000  -15.00  -101.00
2001 08 31 05 55 00 000  -15.00   -98.00
2001 08 31 05 56 00 000  -15.00   -97.00
2001 08 31 05 57 00 000  -16.00  -101.00
2001 08 31 05 58 00 000  -16.00  -107.00
2001 08 31 05 59 00 000  -16.00  -111.00
2001 08 31 06 00 00 000  -16.00  -112.00
2001 08 31 06 01 00 000  -17.00  -110.00
2001 08 31 06 02 00 000  -17.00  -110.00
2001 08 31 06 03 00 000  -17.00  -111.00
2001 08 31 06 04 00 000  -17.00  -106.00
2001 08 31 06 05 00 000  -17.00  -106.00
2001 08 31 06 06 00 000  -17.00  -108.00
2001 08 31 06 07 00 000  -17.00  -125.00
2001 08 31 06 08 00 000  -17.00  -156.00
2001 08 31 06 09 00 000  -17.00  -166.00
2001 08 31 06 10 00 000  -16.00  -178.00
2001 08 31 06 11 00 000  -16.00  -179.00
2001 08 31 06 12 00 000  -15.00  -180.00
2001 08 31 06 13 00 000  -15.00  -171.00
2001 08 31 06 14 00 000  -16.00  -173.00
2001 08 31 06 15 00 000  -16.00  -173.00
2001 08 31 06 16 00 000  -16.00  -170.00
2001 08 31 06 17 00 000  -16.00  -147.00
2001 08 31 06 18 00 000  -16.00  -130.00
2001 08 31 06 19 00 000  -16.00  -129.00
2001 08 31 06 20 00 000  -17.00  -140.00
2001 08 31 06 21 00 000  -17.00  -154.00
2001 08 31 06 22 00 000  -17.00  -154.00
2001 08 31 06 23 00 000  -17.00  -165.00
2001 08 31 06 24 00 000  -18.00  -151.00
2001 08 31 06 25 00 000  -18.00  -172.00
2001 08 31 06 26 00 000  -18.00  -204.00
2001 08 31 06 27 00 000  -18.00  -213.00
2001 08 31 06 28 00 000  -18.00  -196.00
2001 08 31 06 29 00 000  -19.00  -184.00
2001 08 31 06 30 00 000  -19.00  -180.00
2001 08 31 06 31 00 000  -20.00  -186.00
2001 08 31 06 32 00 000  -20.00  -178.00
2001 08 31 06 33 00 000  -21.00  -163.00
2001 08 31 06 34 00 000  -21.00  -161.00
2001 08 31 06 35 00 000  -21.00  -154.00
2001 08 31 06 36 00 000  -21.00  -153.00
2001 08 31 06 37 00 000  -21.00  -160.00
2001 08 31 06 38 00 000  -21.00  -171.00
2001 08 31 06 39 00 000  -22.00  -184.00
2001 08 31 06 40 00 000  -22.00  -195.00
2001 08 31 06 41 00 000  -23.00  -201.00
2001 08 31 06 42 00 000  -23.00  -205.00
2001 08 31 06 43 00 000  -23.00  -204.00
2001 08 31 06 44 00 000  -24.00  -205.00
2001 08 31 06 45 00 000  -24.00  -209.00
2001 08 31 06 46 00 000  -23.00  -209.00
2001 08 31 06 47 00 000  -24.00  -209.00
2001 08 31 06 48 00 000  -24.00  -207.00
2001 08 31 06 49 00 000  -24.00  -205.00
2001 08 31 06 50 00 000  -24.00  -201.00
2001 08 31 06 51 00 000  -25.00  -198.00
2001 08 31 06 52 00 000  -25.00  -194.00
2001 08 31 06 53 00 000  -25.00  -185.00
2001 08 31 06 54 00 000  -25.00  -175.00
2001 08 31 06 55 00 000  -26.00  -174.00
2001 08 31 06 56 00 000  -26.00  -176.00
2001 08 31 06 57 00 000  -26.00  -178.00
2001 08 31 06 58 00 000  -25.00  -182.00
2001 08 31 06 59 00 000  -25.00  -185.00
2001 08 31 07 00 00 000  -25.00  -191.00
2001 08 31 07 01 00 000  -25.00  -199.00
2001 08 31 07 02 00 000  -24.00  -211.00
2001 08 31 07 03 00 000  -24.00  -219.00
2001 08 31 07 04 00 000  -24.00  -220.00
2001 08 31 07 05 00 000  -24.00  -224.00
2001 08 31 07 06 00 000  -25.00  -234.00
2001 08 31 07 07 00 000  -25.00  -241.00
2001 08 31 07 08 00 000  -25.00  -240.00
2001 08 31 07 09 00 000  -26.00  -231.00
2001 08 31 07 10 00 000  -26.00  -230.00
2001 08 31 07 11 00 000  -26.00  -231.00
2001 08 31 07 12 00 000  -26.00  -238.00
2001 08 31 07 13 00 000  -26.00  -239.00
2001 08 31 07 14 00 000  -26.00  -242.00
2001 08 31 07 15 00 000  -26.00  -250.00
2001 08 31 07 16 00 000  -26.00  -262.00
2001 08 31 07 17 00 000  -26.00  -267.00
2001 08 31 07 18 00 000  -27.00  -269.00
2001 08 31 07 19 00 000  -27.00  -266.00
2001 08 31 07 20 00 000  -27.00  -272.00
2001 08 31 07 21 00 000  -27.00  -284.00
2001 08 31 07 22 00 000  -27.00  -297.00
2001 08 31 07 23 00 000  -27.00  -295.00
2001 08 31 07 24 00 000  -28.00  -280.00
2001 08 31 07 25 00 000  -28.00  -259.00
2001 08 31 07 26 00 000  -28.00  -259.00
2001 08 31 07 27 00 000  -28.00  -257.00
2001 08 31 07 28 00 000  -28.00  -255.00
2001 08 31 07 29 00 000  -28.00  -258.00
2001 08 31 07 30 00 000  -28.00  -268.00
2001 08 31 07 31 00 000  -29.00  -278.00
2001 08 31 07 32 00 000  -30.00  -276.00
2001 08 31 07 33 00 000  -29.00  -271.00
2001 08 31 07 34 00 000  -29.00  -269.00
2001 08 31 07 35 00 000  -29.00  -256.00
2001 08 31 07 36 00 000  -29.00  -235.00
2001 08 31 07 37 00 000  -30.00  -233.00
2001 08 31 07 38 00 000  -30.00  -232.00
2001 08 31 07 39 00 000  -31.00  -228.00
2001 08 31 07 40 00 000  -31.00  -227.00
2001 08 31 07 41 00 000  -31.00  -231.00
2001 08 31 07 42 00 000  -32.00  -232.00
2001 08 31 07 43 00 000  -32.00  -225.00
2001 08 31 07 44 00 000  -32.00  -217.00
2001 08 31 07 45 00 000  -32.00  -211.00
2001 08 31 07 46 00 000  -32.00  -211.00
2001 08 31 07 47 00 000  -32.00  -208.00
2001 08 31 07 48 00 000  -32.00  -196.00
2001 08 31 07 49 00 000  -32.00  -194.00
2001 08 31 07 50 00 000  -32.00  -206.00
2001 08 31 07 51 00 000  -32.00  -213.00
2001 08 31 07 52 00 000  -32.00  -219.00
2001 08 31 07 53 00 000  -33.00  -227.00
2001 08 31 07 54 00 000  -33.00  -222.00
2001 08 31 07 55 00 000  -33.00  -226.00
2001 08 31 07 56 00 000  -33.00  -229.00
2001 08 31 07 57 00 000  -33.00  -237.00
2001 08 31 07 58 00 000  -34.00  -240.00
2001 08 31 07 59 00 000  -33.00  -239.00
2001 08 31 08 00 00 000  -34.00  -271.00
2001 08 31 08 01 00 000  -34.00  -295.00
2001 08 31 08 02 00 000  -34.00  -260.00
2001 08 31 08 03 00 000  -34.00  -251.00
2001 08 31 08 04 00 000  -34.00  -258.00
2001 08 31 08 05 00 000  -35.00  -304.00
2001 08 31 08 06 00 000  -35.00  -288.00
2001 08 31 08 07 00 000  -35.00  -200.00
2001 08 31 08 08 00 000  -35.00  -163.00
2001 08 31 08 09 00 000  -35.00  -144.00
2001 08 31 08 10 00 000  -35.00  -161.00
2001 08 31 08 11 00 000  -35.00  -170.00
2001 08 31 08 12 00 000  -35.00  -163.00
2001 08 31 08 13 00 000  -35.00  -170.00
2001 08 31 08 14 00 000  -35.00  -194.00
2001 08 31 08 15 00 000  -35.00  -211.00
2001 08 31 08 16 00 000  -35.00  -215.00
2001 08 31 08 17 00 000  -35.00  -212.00
2001 08 31 08 18 00 000  -35.00  -201.00
2001 08 31 08 19 00 000  -35.00  -206.00
2001 08 31 08 20 00 000  -36.00  -225.00
2001 08 31 08 21 00 000  -36.00  -245.00
2001 08 31 08 22 00 000  -36.00  -246.00
2001 08 31 08 23 00 000  -35.00  -244.00
2001 08 31 08 24 00 000  -35.00  -241.00
2001 08 31 08 25 00 000  -36.00  -241.00
2001 08 31 08 26 00 000  -36.00  -240.00
2001 08 31 08 27 00 000  -36.00  -239.00
2001 08 31 08 28 00 000  -36.00  -241.00
2001 08 31 08 29 00 000  -36.00  -240.00
2001 08 31 08 30 00 000  -37.00  -242.00
2001 08 31 08 31 00 000  -37.00  -250.00
2001 08 31 08 32 00 000  -37.00  -241.00
2001 08 31 08 33 00 000  -38.00  -239.00
2001 08 31 08 34 00 000  -38.00  -245.00
2001 08 31 08 35 00 000  -39.00  -246.00
2001 08 31 08 36 00 000  -39.00  -248.00
2001 08 31 08 37 00 000  -39.00  -259.00
2001 08 31 08 38 00 000  -40.00  -267.00
2001 08 31 08 39 00 000  -40.00  -276.00
2001 08 31 08 40 00 000  -40.00  -281.00
2001 08 31 08 41 00 000  -41.00  -278.00
2001 08 31 08 42 00 000  -41.00  -285.00
2001 08 31 08 43 00 000  -41.00  -293.00
2001 08 31 08 44 00 000  -41.00  -302.00
2001 08 31 08 45 00 000  -41.00  -303.00
2001 08 31 08 46 00 000  -41.00  -301.00
2001 08 31 08 47 00 000  -41.00  -290.00
2001 08 31 08 48 00 000  -40.00  -287.00
2001 08 31 08 49 00 000  -40.00  -286.00
2001 08 31 08 50 00 000  -40.00  -287.00
2001 08 31 08 51 00 000  -40.00  -287.00
2001 08 31 08 52 00 000  -39.00  -295.00
2001 08 31 08 53 00 000  -39.00  -302.00
2001 08 31 08 54 00 000  -39.00  -314.00
2001 08 31 08 55 00 000  -39.00  -314.00
2001 08 31 08 56 00 000  -40.00  -309.00
2001 08 31 08 57 00 000  -41.00  -303.00
2001 08 31 08 58 00 000  -41.00  -303.00
2001 08 31 08 59 00 000  -41.00  -310.00
2001 08 31 09 00 00 000  -41.00  -304.00
2001 08 31 09 01 00 000  -41.00  -299.00
2001 08 31 09 02 00 000  -41.00  -305.00
2001 08 31 09 03 00 000  -41.00  -335.00
2001 08 31 09 04 00 000  -42.00  -345.00
2001 08 31 09 05 00 000  -43.00  -341.00
2001 08 31 09 06 00 000  -43.00  -341.00
2001 08 31 09 07 00 000  -44.00  -332.00
2001 08 31 09 08 00 000  -44.00  -326.00
2001 08 31 09 09 00 000  -45.00  -322.00
2001 08 31 09 10 00 000  -45.00  -332.00
2001 08 31 09 11 00 000  -45.00  -330.00
2001 08 31 09 12 00 000  -46.00  -336.00
2001 08 31 09 13 00 000  -46.00  -353.00
2001 08 31 09 14 00 000  -45.00  -360.00
2001 08 31 09 15 00 000  -45.00  -356.00
2001 08 31 09 16 00 000  -46.00  -337.00
2001 08 31 09 17 00 000  -45.00  -322.00
2001 08 31 09 18 00 000  -45.00  -308.00
2001 08 31 09 19 00 000  -44.00  -302.00
2001 08 31 09 20 00 000  -44.00  -303.00
2001 08 31 09 21 00 000  -44.00  -308.00
2001 08 31 09 22 00 000  -44.00  -347.00
2001 08 31 09 23 00 000  -43.00  -384.00
2001 08 31 09 24 00 000  -43.00  -407.00
2001 08 31 09 25 00 000  -42.00  -432.00
2001 08 31 09 26 00 000  -42.00  -466.00
2001 08 31 09 27 00 000  -42.00  -480.00
2001 08 31 09 28 00 000  -42.00  -459.00
2001 08 31 09 29 00 000  -42.00  -427.00
2001 08 31 09 30 00 000  -42.00  -397.00
2001 08 31 09 31 00 000  -42.00  -370.00
2001 08 31 09 32 00 000  -42.00  -356.00
2001 08 31 09 33 00 000  -43.00  -344.00
2001 08 31 09 34 00 000  -43.00  -350.00
2001 08 31 09 35 00 000  -43.00  -331.00
2001 08 31 09 36 00 000  -43.00  -313.00
2001 08 31 09 37 00 000  -42.00  -319.00
2001 08 31 09 38 00 000  -41.00  -322.00
2001 08 31 09 39 00 000  -41.00  -314.00
2001 08 31 09 40 00 000  -41.00  -312.00
2001 08 31 09 41 00 000  -41.00  -297.00
2001 08 31 09 42 00 000  -41.00  -281.00
2001 08 31 09 43 00 000  -41.00  -259.00
2001 08 31 09 44 00 000  -41.00  -289.00
2001 08 31 09 45 00 000  -41.00  -282.00
2001 08 31 09 46 00 000  -41.00  -284.00
2001 08 31 09 47 00 000  -42.00  -279.00
2001 08 31 09 48 00 000  -42.00  -301.00
2001 08 31 09 49 00 000  -42.00  -338.00
2001 08 31 09 50 00 000  -42.00  -339.00
2001 08 31 09 51 00 000  -42.00  -354.00
2001 08 31 09 52 00 000  -42.00  -374.00
2001 08 31 09 53 00 000  -42.00  -397.00
2001 08 31 09 54 00 000  -42.00  -416.00
2001 08 31 09 55 00 000  -42.00  -426.00
2001 08 31 09 56 00 000  -42.00  -440.00
2001 08 31 09 57 00 000  -43.00  -452.00
2001 08 31 09 58 00 000  -43.00  -462.00
2001 08 31 09 59 00 000  -44.00  -480.00
2001 08 31 10 00 00 000  -44.00  -483.00
2001 08 31 10 01 00 000  -44.00  -481.00
2001 08 31 10 02 00 000  -45.00  -467.00
2001 08 31 10 03 00 000  -45.00  -463.00
2001 08 31 10 04 00 000  -45.00  -457.00
2001 08 31 10 05 00 000  -46.00  -436.00
2001 08 31 10 06 00 000  -46.00  -410.00
2001 08 31 10 07 00 000  -46.00  -392.00
2001 08 31 10 08 00 000  -46.00  -386.00
2001 08 31 10 09 00 000  -46.00  -371.00
2001 08 31 10 10 00 000  -46.00  -366.00
2001 08 31 10 11 00 000  -46.00  -357.00
2001 08 31 10 12 00 000  -46.00  -338.00
2001 08 31 10 13 00 000  -45.00  -344.00
2001 08 31 10 14 00 000  -45.00  -580.00
2001 08 31 10 15 00 000  -45.00  -556.00
2001 08 31 10 16 00 000  -44.00  -525.00
2001 08 31 10 17 00 000  -44.00  -664.00
2001 08 31 10 18 00 000  -43.00  -701.00
2001 08 31 10 19 00 000  -42.00  -706.00
2001 08 31 10 20 00 000  -42.00  -687.00
2001 08 31 10 21 00 000  -41.00  -622.00
2001 08 31 10 22 00 000  -41.00  -625.00
2001 08 31 10 23 00 000  -41.00  -640.00
2001 08 31 10 24 00 000  -40.00  -680.00
2001 08 31 10 25 00 000  -39.00  -695.00
2001 08 31 10 26 00 000  -38.00  -681.00
2001 08 31 10 27 00 000  -37.00  -668.00
2001 08 31 10 28 00 000  -36.00  -593.00
2001 08 31 10 29 00 000  -36.00  -509.00
2001 08 31 10 30 00 000  -37.00  -397.00
2001 08 31 10 31 00 000  -38.00  -333.00
2001 08 31 10 32 00 000  -39.00  -277.00
2001 08 31 10 33 00 000  -40.00  -178.00
2001 08 31 10 34 00 000  -41.00  -151.00
2001 08 31 10 35 00 000  -42.00  -147.00
2001 08 31 10 36 00 000  -43.00  -150.00
2001 08 31 10 37 00 000  -44.00  -166.00
2001 08 31 10 38 00 000  -44.00  -173.00
2001 08 31 10 39 00 000  -45.00  -167.00
2001 08 31 10 40 00 000  -45.00  -154.00
2001 08 31 10 41 00 000  -45.00  -147.00
2001 08 31 10 42 00 000  -45.00  -151.00
2001 08 31 10 43 00 000  -44.00  -152.00
2001 08 31 10 44 00 000  -44.00  -142.00
2001 08 31 10 45 00 000  -44.00  -127.00
2001 08 31 10 46 00 000  -43.00  -114.00
2001 08 31 10 47 00 000  -42.00  -131.00
2001 08 31 10 48 00 000  -42.00  -151.00
2001 08 31 10 49 00 000  -42.00  -165.00
2001 08 31 10 50 00 000  -41.00  -171.00
2001 08 31 10 51 00 000  -41.00  -171.00
2001 08 31 10 52 00 000  -40.00  -171.00
2001 08 31 10 53 00 000  -40.00  -165.00
2001 08 31 10 54 00 000  -39.00  -158.00
2001 08 31 10 55 00 000  -38.00  -153.00
2001 08 31 10 56 00 000  -38.00  -150.00
2001 08 31 10 57 00 000  -38.00  -145.00
2001 08 31 10 58 00 000  -37.00  -137.00
2001 08 31 10 59 00 000  -37.00  -126.00
2001 08 31 11 00 00 000  -37.00  -138.00
2001 08 31 11 01 00 000  -37.00  -153.00
2001 08 31 11 02 00 000  -37.00  -165.00
2001 08 31 11 03 00 000  -36.00  -155.00
2001 08 31 11 04 00 000  -37.00  -150.00
2001 08 31 11 05 00 000  -36.00  -147.00
2001 08 31 11 06 00 000  -37.00  -141.00
2001 08 31 11 07 00 000  -36.00  -127.00
2001 08 31 11 08 00 000  -36.00  -102.00
2001 08 31 11 09 00 000  -36.00  -100.00
2001 08 31 11 10 00 000  -36.00  -109.00
2001 08 31 11 11 00 000  -36.00   -92.00
2001 08 31 11 12 00 000  -36.00   -82.00
2001 08 31 11 13 00 000  -36.00   -80.00
2001 08 31 11 14 00 000  -36.00   -79.00
2001 08 31 11 15 00 000  -35.00   -81.00
2001 08 31 11 16 00 000  -35.00   -71.00
2001 08 31 11 17 00 000  -35.00   -59.00
2001 08 31 11 18 00 000  -35.00   -55.00
2001 08 31 11 19 00 000  -35.00   -47.00
2001 08 31 11 20 00 000  -34.00   -36.00
2001 08 31 11 21 00 000  -34.00   -33.00
2001 08 31 11 22 00 000  -34.00   -36.00
2001 08 31 11 23 00 000  -34.00   -38.00
2001 08 31 11 24 00 000  -34.00   -33.00
2001 08 31 11 25 00 000  -33.00   -37.00
2001 08 31 11 26 00 000  -33.00   -36.00
2001 08 31 11 27 00 000  -33.00   -37.00
2001 08 31 11 28 00 000  -33.00   -32.00
2001 08 31 11 29 00 000  -33.00   -35.00
2001 08 31 11 30 00 000  -33.00   -32.00
2001 08 31 11 31 00 000  -33.00   -40.00
2001 08 31 11 32 00 000  -32.00   -46.00
2001 08 31 11 33 00 000  -32.00   -43.00
2001 08 31 11 34 00 000  -32.00   -38.00
2001 08 31 11 35 00 000  -32.00   -61.00
2001 08 31 11 36 00 000  -32.00   -91.00
2001 08 31 11 37 00 000  -32.00   -96.00
2001 08 31 11 38 00 000  -32.00  -112.00
2001 08 31 11 39 00 000  -31.00  -123.00
2001 08 31 11 40 00 000  -31.00  -137.00
2001 08 31 11 41 00 000  -30.00  -155.00
2001 08 31 11 42 00 000  -30.00  -168.00
2001 08 31 11 43 00 000  -30.00  -195.00
2001 08 31 11 44 00 000  -30.00  -195.00
2001 08 31 11 45 00 000  -29.00  -185.00
2001 08 31 11 46 00 000  -29.00  -204.00
2001 08 31 11 47 00 000  -29.00  -234.00
2001 08 31 11 48 00 000  -28.00  -234.00
2001 08 31 11 49 00 000  -28.00  -248.00
2001 08 31 11 50 00 000  -28.00  -276.00
2001 08 31 11 51 00 000  -27.00  -281.00
2001 08 31 11 52 00 000  -27.00  -300.00
2001 08 31 11 53 00 000  -27.00  -305.00
2001 08 31 11 54 00 000  -26.00  -309.00
2001 08 31 11 55 00 000  -26.00  -320.00
2001 08 31 11 56 00 000  -26.00  -329.00
2001 08 31 11 57 00 000  -26.00  -330.00
2001 08 31 11 58 00 000  -26.00  -330.00
2001 08 31 11 59 00 000  -25.00  -321.00
2001 08 31 12 00 00 000  -25.00  -322.00
2001 08 31 12 01 00 000  -25.00  -298.00
2001 08 31 12 02 00 000  -25.00  -280.00
2001 08 31 12 03 00 000  -25.00  -270.00
2001 08 31 12 04 00 000  -25.00  -265.00
2001 08 31 12 05 00 000  -25.00  -269.00
2001 08 31 12 06 00 000  -25.00  -265.00
2001 08 31 12 07 00 000  -24.00  -256.00
2001 08 31 12 08 00 000  -24.00  -247.00
2001 08 31 12 09 00 000  -24.00  -252.00
2001 08 31 12 10 00 000  -24.00  -247.00
2001 08 31 12 11 00 000  -23.00  -252.00
2001 08 31 12 12 00 000  -23.00  -255.00
2001 08 31 12 13 00 000  -23.00  -264.00
2001 08 31 12 14 00 000  -23.00  -262.00
2001 08 31 12 15 00 000  -23.00  -243.00
2001 08 31 12 16 00 000  -23.00  -234.00
2001 08 31 12 17 00 000  -23.00  -238.00
2001 08 31 12 18 00 000  -23.00  -239.00
2001 08 31 12 19 00 000  -23.00  -234.00
2001 08 31 12 20 00 000  -23.00  -227.00
2001 08 31 12 21 00 000  -23.00  -226.00
2001 08 31 12 22 00 000  -24.00  -228.00
2001 08 31 12 23 00 000  -24.00  -220.00
2001 08 31 12 24 00 000  -24.00  -223.00
2001 08 31 12 25 00 000  -24.00  -216.00
2001 08 31 12 26 00 000  -24.00  -226.00
2001 08 31 12 27 00 000  -24.00  -227.00
2001 08 31 12 28 00 000  -24.00  -226.00
2001 08 31 12 29 00 000  -24.00  -219.00
2001 08 31 12 30 00 000  -24.00  -236.00
2001 08 31 12 31 00 000  -24.00  -233.00
2001 08 31 12 32 00 000  -23.00  -198.00
2001 08 31 12 33 00 000  -24.00  -200.00
2001 08 31 12 34 00 000  -23.00  -182.00
2001 08 31 12 35 00 000  -23.00  -171.00
2001 08 31 12 36 00 000  -23.00  -151.00
2001 08 31 12 37 00 000  -23.00  -146.00
2001 08 31 12 38 00 000  -23.00  -142.00
2001 08 31 12 39 00 000  -24.00  -138.00
2001 08 31 12 40 00 000  -24.00  -118.00
2001 08 31 12 41 00 000  -24.00   -93.00
2001 08 31 12 42 00 000  -25.00   -86.00
2001 08 31 12 43 00 000  -25.00   -78.00
2001 08 31 12 44 00 000  -25.00   -96.00
2001 08 31 12 45 00 000  -25.00   -93.00
2001 08 31 12 46 00 000  -26.00   -93.00
2001 08 31 12 47 00 000  -26.00   -85.00
2001 08 31 12 48 00 000  -26.00   -85.00
2001 08 31 12 49 00 000  -26.00   -76.00
2001 08 31 12 50 00 000  -26.00   -68.00
2001 08 31 12 51 00 000  -26.00   -65.00
2001 08 31 12 52 00 000  -26.00   -62.00
2001 08 31 12 53 00 000  -26.00   -58.00
2001 08 31 12 54 00 000  -26.00   -46.00
2001 08 31 12 55 00 000  -26.00   -40.00
2001 08 31 12 56 00 000  -26.00   -43.00
2001 08 31 12 57 00 000  -26.00   -44.00
2001 08 31 12 58 00 000  -26.00   -43.00
2001 08 31 12 59 00 000  -25.00   -36.00
2001 08 31 13 00 00 000  -26.00   -25.00
2001 08 31 13 01 00 000  -25.00   -18.00
2001 08 31 13 02 00 000  -26.00   -13.00
2001 08 31 13 03 00 000  -26.00    -7.00
2001 08 31 13 04 00 000  -25.00   -14.00
2001 08 31 13 05 00 000  -25.00   -24.00
2001 08 31 13 06 00 000  -25.00   -25.00
2001 08 31 13 07 00 000  -25.00   -24.00
2001 08 31 13 08 00 000  -26.00   -18.00
2001 08 31 13 09 00 000  -26.00   -17.00
2001 08 31 13 10 00 000  -26.00   -13.00
2001 08 31 13 11 00 000  -26.00   -12.00
2001 08 31 13 12 00 000  -26.00   -23.00
2001 08 31 13 13 00 000  -26.00   -29.00
2001 08 31 13 14 00 000  -26.00   -30.00
