Sym-H and AL  obtained from Kyoto WDC for SWPC Event 3.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
2001 08 31 13 15 00 000  -26.00   -28.00
2001 08 31 13 16 00 000  -26.00   -28.00
2001 08 31 13 17 00 000  -26.00   -30.00
2001 08 31 13 18 00 000  -26.00   -31.00
2001 08 31 13 19 00 000  -26.00   -29.00
2001 08 31 13 20 00 000  -26.00   -24.00
2001 08 31 13 21 00 000  -26.00   -19.00
2001 08 31 13 22 00 000  -26.00   -15.00
2001 08 31 13 23 00 000  -26.00   -11.00
2001 08 31 13 24 00 000  -26.00    -9.00
2001 08 31 13 25 00 000  -27.00    -8.00
2001 08 31 13 26 00 000  -27.00   -10.00
2001 08 31 13 27 00 000  -27.00   -10.00
2001 08 31 13 28 00 000  -27.00   -13.00
2001 08 31 13 29 00 000  -27.00   -14.00
2001 08 31 13 30 00 000  -26.00   -14.00
2001 08 31 13 31 00 000  -27.00   -14.00
2001 08 31 13 32 00 000  -27.00   -13.00
2001 08 31 13 33 00 000  -27.00   -15.00
2001 08 31 13 34 00 000  -27.00   -16.00
2001 08 31 13 35 00 000  -27.00   -16.00
2001 08 31 13 36 00 000  -27.00   -16.00
2001 08 31 13 37 00 000  -27.00   -18.00
2001 08 31 13 38 00 000  -27.00   -22.00
2001 08 31 13 39 00 000  -27.00   -24.00
2001 08 31 13 40 00 000  -27.00   -22.00
2001 08 31 13 41 00 000  -28.00   -19.00
2001 08 31 13 42 00 000  -27.00   -19.00
2001 08 31 13 43 00 000  -28.00   -19.00
2001 08 31 13 44 00 000  -28.00   -18.00
2001 08 31 13 45 00 000  -28.00   -18.00
2001 08 31 13 46 00 000  -28.00   -19.00
2001 08 31 13 47 00 000  -28.00   -20.00
2001 08 31 13 48 00 000  -28.00   -18.00
2001 08 31 13 49 00 000  -28.00   -20.00
2001 08 31 13 50 00 000  -28.00   -21.00
2001 08 31 13 51 00 000  -28.00   -22.00
2001 08 31 13 52 00 000  -28.00   -21.00
2001 08 31 13 53 00 000  -28.00   -20.00
2001 08 31 13 54 00 000  -28.00   -22.00
2001 08 31 13 55 00 000  -28.00   -22.00
2001 08 31 13 56 00 000  -28.00   -21.00
2001 08 31 13 57 00 000  -28.00   -20.00
2001 08 31 13 58 00 000  -28.00   -20.00
2001 08 31 13 59 00 000  -28.00   -21.00
2001 08 31 14 00 00 000  -28.00   -21.00
2001 08 31 14 01 00 000  -29.00   -22.00
2001 08 31 14 02 00 000  -29.00   -23.00
2001 08 31 14 03 00 000  -28.00   -24.00
2001 08 31 14 04 00 000  -29.00   -25.00
2001 08 31 14 05 00 000  -29.00   -26.00
2001 08 31 14 06 00 000  -28.00   -26.00
2001 08 31 14 07 00 000  -29.00   -25.00
2001 08 31 14 08 00 000  -29.00   -25.00
2001 08 31 14 09 00 000  -29.00   -25.00
2001 08 31 14 10 00 000  -29.00   -28.00
2001 08 31 14 11 00 000  -29.00   -29.00
2001 08 31 14 12 00 000  -27.00   -28.00
2001 08 31 14 13 00 000  -27.00   -28.00
2001 08 31 14 14 00 000  -27.00   -27.00
2001 08 31 14 15 00 000  -27.00   -26.00
2001 08 31 14 16 00 000  -27.00   -25.00
2001 08 31 14 17 00 000  -27.00   -26.00
2001 08 31 14 18 00 000  -27.00   -28.00
2001 08 31 14 19 00 000  -27.00   -27.00
2001 08 31 14 20 00 000  -27.00   -28.00
2001 08 31 14 21 00 000  -27.00   -29.00
2001 08 31 14 22 00 000  -27.00   -28.00
2001 08 31 14 23 00 000  -27.00   -27.00
2001 08 31 14 24 00 000  -28.00   -26.00
2001 08 31 14 25 00 000  -28.00   -26.00
2001 08 31 14 26 00 000  -28.00   -27.00
2001 08 31 14 27 00 000  -28.00   -29.00
2001 08 31 14 28 00 000  -28.00   -30.00
2001 08 31 14 29 00 000  -28.00   -30.00
2001 08 31 14 30 00 000  -28.00   -30.00
2001 08 31 14 31 00 000  -28.00   -29.00
2001 08 31 14 32 00 000  -28.00   -30.00
2001 08 31 14 33 00 000  -28.00   -31.00
2001 08 31 14 34 00 000  -28.00   -31.00
2001 08 31 14 35 00 000  -28.00   -29.00
2001 08 31 14 36 00 000  -28.00   -27.00
2001 08 31 14 37 00 000  -28.00   -27.00
2001 08 31 14 38 00 000  -28.00   -27.00
2001 08 31 14 39 00 000  -28.00   -29.00
2001 08 31 14 40 00 000  -28.00   -29.00
2001 08 31 14 41 00 000  -28.00   -29.00
2001 08 31 14 42 00 000  -28.00   -30.00
2001 08 31 14 43 00 000  -28.00   -31.00
2001 08 31 14 44 00 000  -28.00   -30.00
2001 08 31 14 45 00 000  -28.00   -30.00
2001 08 31 14 46 00 000  -28.00   -30.00
2001 08 31 14 47 00 000  -28.00   -31.00
2001 08 31 14 48 00 000  -30.00   -33.00
2001 08 31 14 49 00 000  -30.00   -34.00
2001 08 31 14 50 00 000  -30.00   -32.00
2001 08 31 14 51 00 000  -30.00   -33.00
2001 08 31 14 52 00 000  -30.00   -36.00
2001 08 31 14 53 00 000  -30.00   -37.00
2001 08 31 14 54 00 000  -30.00   -37.00
2001 08 31 14 55 00 000  -30.00   -36.00
2001 08 31 14 56 00 000  -30.00   -36.00
2001 08 31 14 57 00 000  -30.00   -36.00
2001 08 31 14 58 00 000  -30.00   -36.00
2001 08 31 14 59 00 000  -30.00   -34.00
2001 08 31 15 00 00 000  -30.00   -33.00
2001 08 31 15 01 00 000  -29.00   -31.00
2001 08 31 15 02 00 000  -29.00   -30.00
2001 08 31 15 03 00 000  -29.00   -33.00
2001 08 31 15 04 00 000  -29.00   -34.00
2001 08 31 15 05 00 000  -29.00   -35.00
2001 08 31 15 06 00 000  -29.00   -36.00
2001 08 31 15 07 00 000  -29.00   -39.00
2001 08 31 15 08 00 000  -29.00   -41.00
2001 08 31 15 09 00 000  -29.00   -41.00
2001 08 31 15 10 00 000  -29.00   -40.00
2001 08 31 15 11 00 000  -29.00   -40.00
2001 08 31 15 12 00 000  -29.00   -38.00
2001 08 31 15 13 00 000  -29.00   -38.00
2001 08 31 15 14 00 000  -28.00   -38.00
2001 08 31 15 15 00 000  -28.00   -37.00
2001 08 31 15 16 00 000  -28.00   -34.00
2001 08 31 15 17 00 000  -28.00   -34.00
2001 08 31 15 18 00 000  -28.00   -35.00
2001 08 31 15 19 00 000  -28.00   -37.00
2001 08 31 15 20 00 000  -28.00   -36.00
2001 08 31 15 21 00 000  -28.00   -36.00
2001 08 31 15 22 00 000  -28.00   -38.00
2001 08 31 15 23 00 000  -28.00   -39.00
2001 08 31 15 24 00 000  -28.00   -40.00
2001 08 31 15 25 00 000  -28.00   -40.00
2001 08 31 15 26 00 000  -28.00   -42.00
2001 08 31 15 27 00 000  -27.00   -42.00
2001 08 31 15 28 00 000  -27.00   -39.00
2001 08 31 15 29 00 000  -27.00   -38.00
2001 08 31 15 30 00 000  -27.00   -37.00
2001 08 31 15 31 00 000  -27.00   -38.00
2001 08 31 15 32 00 000  -28.00   -38.00
2001 08 31 15 33 00 000  -27.00   -38.00
2001 08 31 15 34 00 000  -27.00   -39.00
2001 08 31 15 35 00 000  -28.00   -39.00
2001 08 31 15 36 00 000  -28.00   -41.00
2001 08 31 15 37 00 000  -28.00   -39.00
2001 08 31 15 38 00 000  -28.00   -37.00
2001 08 31 15 39 00 000  -28.00   -36.00
2001 08 31 15 40 00 000  -28.00   -35.00
2001 08 31 15 41 00 000  -28.00   -35.00
2001 08 31 15 42 00 000  -28.00   -33.00
2001 08 31 15 43 00 000  -27.00   -33.00
2001 08 31 15 44 00 000  -28.00   -33.00
2001 08 31 15 45 00 000  -27.00   -34.00
2001 08 31 15 46 00 000  -27.00   -35.00
2001 08 31 15 47 00 000  -27.00   -36.00
2001 08 31 15 48 00 000  -26.00   -35.00
2001 08 31 15 49 00 000  -26.00   -36.00
2001 08 31 15 50 00 000  -26.00   -37.00
2001 08 31 15 51 00 000  -26.00   -36.00
2001 08 31 15 52 00 000  -26.00   -37.00
2001 08 31 15 53 00 000  -26.00   -38.00
2001 08 31 15 54 00 000  -26.00   -38.00
2001 08 31 15 55 00 000  -26.00   -38.00
2001 08 31 15 56 00 000  -26.00   -38.00
2001 08 31 15 57 00 000  -26.00   -36.00
2001 08 31 15 58 00 000  -26.00   -34.00
2001 08 31 15 59 00 000  -26.00   -34.00
2001 08 31 16 00 00 000  -26.00   -34.00
2001 08 31 16 01 00 000  -26.00   -34.00
2001 08 31 16 02 00 000  -26.00   -34.00
2001 08 31 16 03 00 000  -26.00   -34.00
2001 08 31 16 04 00 000  -26.00   -34.00
2001 08 31 16 05 00 000  -26.00   -34.00
2001 08 31 16 06 00 000  -26.00   -34.00
2001 08 31 16 07 00 000  -25.00   -36.00
2001 08 31 16 08 00 000  -25.00   -35.00
2001 08 31 16 09 00 000  -25.00   -35.00
2001 08 31 16 10 00 000  -25.00   -35.00
2001 08 31 16 11 00 000  -25.00   -35.00
2001 08 31 16 12 00 000  -24.00   -34.00
2001 08 31 16 13 00 000  -24.00   -36.00
2001 08 31 16 14 00 000  -24.00   -37.00
2001 08 31 16 15 00 000  -24.00   -38.00
2001 08 31 16 16 00 000  -24.00   -38.00
2001 08 31 16 17 00 000  -24.00   -38.00
2001 08 31 16 18 00 000  -23.00   -39.00
2001 08 31 16 19 00 000  -23.00   -40.00
2001 08 31 16 20 00 000  -23.00   -41.00
2001 08 31 16 21 00 000  -23.00   -41.00
2001 08 31 16 22 00 000  -23.00   -38.00
2001 08 31 16 23 00 000  -22.00   -36.00
2001 08 31 16 24 00 000  -22.00   -37.00
2001 08 31 16 25 00 000  -22.00   -39.00
2001 08 31 16 26 00 000  -22.00   -42.00
2001 08 31 16 27 00 000  -22.00   -44.00
2001 08 31 16 28 00 000  -21.00   -45.00
2001 08 31 16 29 00 000  -21.00   -43.00
2001 08 31 16 30 00 000  -21.00   -38.00
2001 08 31 16 31 00 000  -21.00   -38.00
2001 08 31 16 32 00 000  -22.00   -43.00
2001 08 31 16 33 00 000  -22.00   -36.00
2001 08 31 16 34 00 000  -22.00   -35.00
2001 08 31 16 35 00 000  -22.00   -33.00
2001 08 31 16 36 00 000  -22.00   -31.00
2001 08 31 16 37 00 000  -22.00   -30.00
2001 08 31 16 38 00 000  -21.00   -31.00
2001 08 31 16 39 00 000  -21.00   -35.00
2001 08 31 16 40 00 000  -21.00   -30.00
2001 08 31 16 41 00 000  -21.00   -30.00
2001 08 31 16 42 00 000  -21.00   -32.00
2001 08 31 16 43 00 000  -21.00   -33.00
2001 08 31 16 44 00 000  -21.00   -33.00
2001 08 31 16 45 00 000  -21.00   -34.00
2001 08 31 16 46 00 000  -22.00   -32.00
2001 08 31 16 47 00 000  -21.00   -29.00
2001 08 31 16 48 00 000  -21.00   -28.00
2001 08 31 16 49 00 000  -21.00   -27.00
2001 08 31 16 50 00 000  -21.00   -31.00
2001 08 31 16 51 00 000  -21.00   -34.00
2001 08 31 16 52 00 000  -21.00   -33.00
2001 08 31 16 53 00 000  -20.00   -34.00
2001 08 31 16 54 00 000  -20.00   -31.00
2001 08 31 16 55 00 000  -19.00   -27.00
2001 08 31 16 56 00 000  -19.00   -27.00
2001 08 31 16 57 00 000  -19.00   -26.00
2001 08 31 16 58 00 000  -19.00   -25.00
2001 08 31 16 59 00 000  -18.00   -28.00
2001 08 31 17 00 00 000  -18.00   -33.00
2001 08 31 17 01 00 000  -18.00   -38.00
2001 08 31 17 02 00 000  -15.00   -43.00
2001 08 31 17 03 00 000  -14.00   -41.00
2001 08 31 17 04 00 000  -14.00   -52.00
2001 08 31 17 05 00 000  -14.00   -69.00
2001 08 31 17 06 00 000  -13.00   -67.00
2001 08 31 17 07 00 000  -12.00   -67.00
2001 08 31 17 08 00 000  -10.00   -72.00
2001 08 31 17 09 00 000   -8.00   -58.00
2001 08 31 17 10 00 000   -6.00   -53.00
2001 08 31 17 11 00 000   -5.00   -61.00
2001 08 31 17 12 00 000   -3.00  -114.00
2001 08 31 17 13 00 000   -1.00  -113.00
2001 08 31 17 14 00 000    0.00  -133.00
2001 08 31 17 15 00 000   -2.00   -91.00
2001 08 31 17 16 00 000   -3.00   -69.00
2001 08 31 17 17 00 000   -5.00   -62.00
2001 08 31 17 18 00 000   -5.00   -73.00
2001 08 31 17 19 00 000   -6.00   -59.00
2001 08 31 17 20 00 000   -6.00   -69.00
2001 08 31 17 21 00 000   -7.00   -62.00
2001 08 31 17 22 00 000   -8.00   -77.00
2001 08 31 17 23 00 000   -8.00  -142.00
2001 08 31 17 24 00 000   -8.00  -136.00
2001 08 31 17 25 00 000   -9.00  -120.00
2001 08 31 17 26 00 000   -9.00  -105.00
2001 08 31 17 27 00 000  -10.00  -109.00
2001 08 31 17 28 00 000  -10.00  -118.00
2001 08 31 17 29 00 000  -10.00   -97.00
2001 08 31 17 30 00 000  -11.00   -89.00
2001 08 31 17 31 00 000  -12.00  -119.00
2001 08 31 17 32 00 000  -13.00  -170.00
2001 08 31 17 33 00 000  -14.00  -184.00
2001 08 31 17 34 00 000  -15.00  -147.00
2001 08 31 17 35 00 000  -15.00  -132.00
2001 08 31 17 36 00 000  -15.00  -127.00
2001 08 31 17 37 00 000  -15.00  -125.00
2001 08 31 17 38 00 000  -15.00  -114.00
2001 08 31 17 39 00 000  -16.00   -97.00
2001 08 31 17 40 00 000  -16.00   -98.00
2001 08 31 17 41 00 000  -17.00  -105.00
2001 08 31 17 42 00 000  -18.00  -123.00
2001 08 31 17 43 00 000  -19.00  -142.00
2001 08 31 17 44 00 000  -20.00  -120.00
2001 08 31 17 45 00 000  -21.00   -72.00
2001 08 31 17 46 00 000  -21.00   -50.00
2001 08 31 17 47 00 000  -22.00   -84.00
2001 08 31 17 48 00 000  -23.00  -120.00
2001 08 31 17 49 00 000  -24.00  -129.00
2001 08 31 17 50 00 000  -24.00  -101.00
2001 08 31 17 51 00 000  -25.00   -59.00
2001 08 31 17 52 00 000  -25.00   -49.00
2001 08 31 17 53 00 000  -26.00   -44.00
2001 08 31 17 54 00 000  -25.00   -51.00
2001 08 31 17 55 00 000  -26.00   -72.00
2001 08 31 17 56 00 000  -26.00   -64.00
2001 08 31 17 57 00 000  -27.00   -50.00
2001 08 31 17 58 00 000  -26.00   -49.00
2001 08 31 17 59 00 000  -27.00   -60.00
2001 08 31 18 00 00 000  -27.00   -74.00
2001 08 31 18 01 00 000  -27.00   -85.00
2001 08 31 18 02 00 000  -27.00   -84.00
2001 08 31 18 03 00 000  -27.00   -69.00
2001 08 31 18 04 00 000  -27.00   -51.00
2001 08 31 18 05 00 000  -26.00   -48.00
2001 08 31 18 06 00 000  -26.00   -59.00
2001 08 31 18 07 00 000  -26.00   -70.00
2001 08 31 18 08 00 000  -26.00   -77.00
2001 08 31 18 09 00 000  -25.00   -83.00
2001 08 31 18 10 00 000  -25.00   -84.00
2001 08 31 18 11 00 000  -25.00   -83.00
2001 08 31 18 12 00 000  -24.00   -83.00
2001 08 31 18 13 00 000  -24.00   -88.00
2001 08 31 18 14 00 000  -24.00   -93.00
2001 08 31 18 15 00 000  -24.00   -97.00
2001 08 31 18 16 00 000  -23.00  -100.00
2001 08 31 18 17 00 000  -23.00   -98.00
2001 08 31 18 18 00 000  -23.00   -96.00
2001 08 31 18 19 00 000  -23.00   -93.00
2001 08 31 18 20 00 000  -23.00   -93.00
2001 08 31 18 21 00 000  -23.00   -95.00
2001 08 31 18 22 00 000  -22.00   -96.00
2001 08 31 18 23 00 000  -23.00   -94.00
2001 08 31 18 24 00 000  -22.00   -90.00
2001 08 31 18 25 00 000  -23.00   -87.00
2001 08 31 18 26 00 000  -22.00   -87.00
2001 08 31 18 27 00 000  -22.00   -93.00
2001 08 31 18 28 00 000  -23.00  -100.00
2001 08 31 18 29 00 000  -23.00  -105.00
2001 08 31 18 30 00 000  -23.00  -105.00
2001 08 31 18 31 00 000  -23.00  -102.00
2001 08 31 18 32 00 000  -23.00  -100.00
2001 08 31 18 33 00 000  -23.00  -100.00
2001 08 31 18 34 00 000  -23.00  -103.00
2001 08 31 18 35 00 000  -24.00  -104.00
2001 08 31 18 36 00 000  -24.00  -102.00
2001 08 31 18 37 00 000  -24.00  -103.00
2001 08 31 18 38 00 000  -24.00  -104.00
2001 08 31 18 39 00 000  -24.00  -100.00
2001 08 31 18 40 00 000  -24.00   -93.00
2001 08 31 18 41 00 000  -24.00  -104.00
2001 08 31 18 42 00 000  -24.00  -103.00
2001 08 31 18 43 00 000  -23.00  -110.00
2001 08 31 18 44 00 000  -23.00  -109.00
2001 08 31 18 45 00 000  -23.00  -103.00
2001 08 31 18 46 00 000  -23.00  -108.00
2001 08 31 18 47 00 000  -23.00  -105.00
2001 08 31 18 48 00 000  -22.00   -99.00
2001 08 31 18 49 00 000  -23.00   -88.00
2001 08 31 18 50 00 000  -23.00   -82.00
2001 08 31 18 51 00 000  -22.00   -86.00
2001 08 31 18 52 00 000  -23.00   -90.00
2001 08 31 18 53 00 000  -22.00   -94.00
2001 08 31 18 54 00 000  -22.00   -96.00
2001 08 31 18 55 00 000  -22.00   -97.00
2001 08 31 18 56 00 000  -23.00   -96.00
2001 08 31 18 57 00 000  -23.00   -95.00
2001 08 31 18 58 00 000  -23.00   -95.00
2001 08 31 18 59 00 000  -23.00   -88.00
2001 08 31 19 00 00 000  -23.00   -83.00
2001 08 31 19 01 00 000  -23.00   -85.00
2001 08 31 19 02 00 000  -23.00   -87.00
2001 08 31 19 03 00 000  -23.00   -84.00
2001 08 31 19 04 00 000  -23.00   -82.00
2001 08 31 19 05 00 000  -23.00   -83.00
2001 08 31 19 06 00 000  -23.00   -84.00
2001 08 31 19 07 00 000  -23.00   -82.00
2001 08 31 19 08 00 000  -23.00   -78.00
2001 08 31 19 09 00 000  -24.00   -75.00
2001 08 31 19 10 00 000  -24.00   -74.00
2001 08 31 19 11 00 000  -24.00   -71.00
2001 08 31 19 12 00 000  -24.00   -68.00
2001 08 31 19 13 00 000  -24.00   -66.00
2001 08 31 19 14 00 000  -24.00   -61.00
2001 08 31 19 15 00 000  -24.00   -60.00
2001 08 31 19 16 00 000  -24.00   -58.00
2001 08 31 19 17 00 000  -24.00   -57.00
2001 08 31 19 18 00 000  -24.00   -55.00
2001 08 31 19 19 00 000  -24.00   -52.00
2001 08 31 19 20 00 000  -24.00   -44.00
2001 08 31 19 21 00 000  -24.00   -44.00
2001 08 31 19 22 00 000  -24.00   -36.00
2001 08 31 19 23 00 000  -24.00   -33.00
2001 08 31 19 24 00 000  -24.00   -35.00
2001 08 31 19 25 00 000  -24.00   -36.00
2001 08 31 19 26 00 000  -23.00   -37.00
2001 08 31 19 27 00 000  -23.00   -34.00
2001 08 31 19 28 00 000  -23.00   -35.00
2001 08 31 19 29 00 000  -23.00   -35.00
2001 08 31 19 30 00 000  -23.00   -34.00
2001 08 31 19 31 00 000  -23.00   -30.00
2001 08 31 19 32 00 000  -23.00   -31.00
2001 08 31 19 33 00 000  -23.00   -32.00
2001 08 31 19 34 00 000  -23.00   -33.00
2001 08 31 19 35 00 000  -23.00   -34.00
2001 08 31 19 36 00 000  -22.00   -39.00
2001 08 31 19 37 00 000  -22.00   -41.00
2001 08 31 19 38 00 000  -22.00   -38.00
2001 08 31 19 39 00 000  -22.00   -37.00
2001 08 31 19 40 00 000  -22.00   -43.00
2001 08 31 19 41 00 000  -22.00   -52.00
2001 08 31 19 42 00 000  -22.00   -45.00
2001 08 31 19 43 00 000  -22.00   -34.00
2001 08 31 19 44 00 000  -22.00   -32.00
2001 08 31 19 45 00 000  -22.00   -29.00
2001 08 31 19 46 00 000  -22.00   -33.00
2001 08 31 19 47 00 000  -22.00   -40.00
2001 08 31 19 48 00 000  -22.00   -30.00
2001 08 31 19 49 00 000  -23.00   -26.00
2001 08 31 19 50 00 000  -23.00   -21.00
2001 08 31 19 51 00 000  -23.00   -22.00
2001 08 31 19 52 00 000  -23.00   -21.00
2001 08 31 19 53 00 000  -22.00   -21.00
2001 08 31 19 54 00 000  -22.00   -22.00
2001 08 31 19 55 00 000  -22.00   -23.00
2001 08 31 19 56 00 000  -22.00   -25.00
2001 08 31 19 57 00 000  -22.00   -26.00
2001 08 31 19 58 00 000  -22.00   -27.00
2001 08 31 19 59 00 000  -22.00   -28.00
2001 08 31 20 00 00 000  -22.00   -30.00
2001 08 31 20 01 00 000  -21.00   -35.00
2001 08 31 20 02 00 000  -22.00   -31.00
2001 08 31 20 03 00 000  -22.00   -29.00
2001 08 31 20 04 00 000  -22.00   -27.00
2001 08 31 20 05 00 000  -22.00   -26.00
2001 08 31 20 06 00 000  -22.00   -27.00
2001 08 31 20 07 00 000  -22.00   -27.00
2001 08 31 20 08 00 000  -22.00   -29.00
2001 08 31 20 09 00 000  -21.00   -28.00
2001 08 31 20 10 00 000  -21.00   -27.00
2001 08 31 20 11 00 000  -21.00   -28.00
2001 08 31 20 12 00 000  -21.00   -28.00
2001 08 31 20 13 00 000  -20.00   -29.00
2001 08 31 20 14 00 000  -20.00   -31.00
2001 08 31 20 15 00 000  -20.00   -32.00
2001 08 31 20 16 00 000  -20.00   -34.00
2001 08 31 20 17 00 000  -20.00   -34.00
2001 08 31 20 18 00 000  -20.00   -33.00
2001 08 31 20 19 00 000  -20.00   -35.00
2001 08 31 20 20 00 000  -19.00   -40.00
2001 08 31 20 21 00 000  -19.00   -40.00
2001 08 31 20 22 00 000  -19.00   -51.00
2001 08 31 20 23 00 000  -19.00   -54.00
2001 08 31 20 24 00 000  -19.00   -53.00
2001 08 31 20 25 00 000  -19.00   -56.00
2001 08 31 20 26 00 000  -19.00   -59.00
2001 08 31 20 27 00 000  -19.00   -65.00
2001 08 31 20 28 00 000  -19.00   -66.00
2001 08 31 20 29 00 000  -19.00   -72.00
2001 08 31 20 30 00 000  -19.00   -70.00
2001 08 31 20 31 00 000  -19.00   -63.00
2001 08 31 20 32 00 000  -19.00   -61.00
2001 08 31 20 33 00 000  -20.00   -62.00
2001 08 31 20 34 00 000  -20.00   -67.00
2001 08 31 20 35 00 000  -20.00   -67.00
2001 08 31 20 36 00 000  -20.00   -60.00
2001 08 31 20 37 00 000  -21.00   -54.00
2001 08 31 20 38 00 000  -21.00   -58.00
2001 08 31 20 39 00 000  -21.00   -66.00
2001 08 31 20 40 00 000  -20.00   -66.00
2001 08 31 20 41 00 000  -20.00   -67.00
2001 08 31 20 42 00 000  -20.00   -64.00
2001 08 31 20 43 00 000  -20.00   -62.00
2001 08 31 20 44 00 000  -20.00   -62.00
2001 08 31 20 45 00 000  -20.00   -62.00
2001 08 31 20 46 00 000  -20.00   -64.00
2001 08 31 20 47 00 000  -20.00   -72.00
2001 08 31 20 48 00 000  -19.00   -81.00
2001 08 31 20 49 00 000  -19.00   -79.00
2001 08 31 20 50 00 000  -19.00   -76.00
2001 08 31 20 51 00 000  -19.00   -71.00
2001 08 31 20 52 00 000  -19.00   -68.00
2001 08 31 20 53 00 000  -19.00   -63.00
2001 08 31 20 54 00 000  -20.00   -59.00
2001 08 31 20 55 00 000  -19.00   -57.00
2001 08 31 20 56 00 000  -20.00   -57.00
2001 08 31 20 57 00 000  -20.00   -50.00
2001 08 31 20 58 00 000  -20.00   -50.00
2001 08 31 20 59 00 000  -20.00   -49.00
2001 08 31 21 00 00 000  -20.00   -46.00
2001 08 31 21 01 00 000  -20.00   -44.00
2001 08 31 21 02 00 000  -20.00   -45.00
2001 08 31 21 03 00 000  -20.00   -45.00
2001 08 31 21 04 00 000  -20.00   -43.00
2001 08 31 21 05 00 000  -20.00   -43.00
2001 08 31 21 06 00 000  -21.00   -42.00
2001 08 31 21 07 00 000  -20.00   -36.00
2001 08 31 21 08 00 000  -21.00   -37.00
2001 08 31 21 09 00 000  -21.00   -37.00
2001 08 31 21 10 00 000  -21.00   -42.00
2001 08 31 21 11 00 000  -21.00   -44.00
2001 08 31 21 12 00 000  -21.00   -52.00
2001 08 31 21 13 00 000  -21.00   -53.00
2001 08 31 21 14 00 000  -21.00   -56.00
2001 08 31 21 15 00 000  -21.00   -60.00
2001 08 31 21 16 00 000  -21.00   -65.00
2001 08 31 21 17 00 000  -21.00   -70.00
2001 08 31 21 18 00 000  -21.00   -68.00
2001 08 31 21 19 00 000  -21.00   -71.00
2001 08 31 21 20 00 000  -21.00   -75.00
2001 08 31 21 21 00 000  -21.00   -72.00
2001 08 31 21 22 00 000  -21.00   -70.00
2001 08 31 21 23 00 000  -21.00   -75.00
2001 08 31 21 24 00 000  -20.00   -72.00
2001 08 31 21 25 00 000  -20.00   -83.00
2001 08 31 21 26 00 000  -20.00   -75.00
2001 08 31 21 27 00 000  -20.00   -62.00
2001 08 31 21 28 00 000  -21.00   -51.00
2001 08 31 21 29 00 000  -21.00   -68.00
2001 08 31 21 30 00 000  -21.00   -74.00
2001 08 31 21 31 00 000  -21.00   -74.00
2001 08 31 21 32 00 000  -22.00   -79.00
2001 08 31 21 33 00 000  -22.00   -76.00
2001 08 31 21 34 00 000  -22.00   -71.00
2001 08 31 21 35 00 000  -22.00   -76.00
2001 08 31 21 36 00 000  -22.00   -85.00
2001 08 31 21 37 00 000  -21.00   -90.00
2001 08 31 21 38 00 000  -21.00   -86.00
2001 08 31 21 39 00 000  -21.00   -80.00
2001 08 31 21 40 00 000  -21.00   -77.00
2001 08 31 21 41 00 000  -21.00   -76.00
2001 08 31 21 42 00 000  -21.00   -83.00
2001 08 31 21 43 00 000  -21.00   -84.00
2001 08 31 21 44 00 000  -21.00   -80.00
2001 08 31 21 45 00 000  -21.00   -79.00
2001 08 31 21 46 00 000  -21.00   -84.00
2001 08 31 21 47 00 000  -21.00   -82.00
2001 08 31 21 48 00 000  -22.00   -76.00
2001 08 31 21 49 00 000  -21.00   -76.00
2001 08 31 21 50 00 000  -22.00   -71.00
2001 08 31 21 51 00 000  -21.00   -62.00
2001 08 31 21 52 00 000  -22.00   -52.00
2001 08 31 21 53 00 000  -22.00   -53.00
2001 08 31 21 54 00 000  -22.00   -60.00
2001 08 31 21 55 00 000  -22.00   -65.00
2001 08 31 21 56 00 000  -22.00   -59.00
2001 08 31 21 57 00 000  -22.00   -52.00
2001 08 31 21 58 00 000  -23.00   -54.00
2001 08 31 21 59 00 000  -22.00   -61.00
2001 08 31 22 00 00 000  -22.00   -56.00
2001 08 31 22 01 00 000  -22.00   -48.00
2001 08 31 22 02 00 000  -22.00   -47.00
2001 08 31 22 03 00 000  -21.00   -45.00
2001 08 31 22 04 00 000  -21.00   -44.00
2001 08 31 22 05 00 000  -22.00   -46.00
2001 08 31 22 06 00 000  -22.00   -46.00
2001 08 31 22 07 00 000  -22.00   -47.00
2001 08 31 22 08 00 000  -22.00   -44.00
2001 08 31 22 09 00 000  -22.00   -37.00
2001 08 31 22 10 00 000  -22.00   -40.00
2001 08 31 22 11 00 000  -22.00   -41.00
2001 08 31 22 12 00 000  -21.00   -44.00
2001 08 31 22 13 00 000  -21.00   -48.00
2001 08 31 22 14 00 000  -21.00   -49.00
2001 08 31 22 15 00 000  -21.00   -56.00
2001 08 31 22 16 00 000  -21.00   -64.00
2001 08 31 22 17 00 000  -20.00   -69.00
2001 08 31 22 18 00 000  -20.00   -68.00
2001 08 31 22 19 00 000  -20.00   -63.00
2001 08 31 22 20 00 000  -20.00   -50.00
2001 08 31 22 21 00 000  -20.00   -50.00
2001 08 31 22 22 00 000  -19.00   -52.00
2001 08 31 22 23 00 000  -18.00   -49.00
2001 08 31 22 24 00 000  -18.00   -53.00
2001 08 31 22 25 00 000  -18.00   -71.00
2001 08 31 22 26 00 000  -17.00   -83.00
2001 08 31 22 27 00 000  -17.00   -75.00
2001 08 31 22 28 00 000  -17.00   -63.00
2001 08 31 22 29 00 000  -17.00   -65.00
2001 08 31 22 30 00 000  -17.00   -72.00
2001 08 31 22 31 00 000  -17.00   -72.00
