Sym-H and AL  obtained from Kyoto WDC for SWPC Event 6.  Units in nT.
2011 08 05 13 16 00 000    0.00   -15.00
2011 08 05 13 17 00 000    0.00   -16.00
2011 08 05 13 18 00 000    0.00   -16.00
2011 08 05 13 19 00 000    0.00   -16.00
2011 08 05 13 20 00 000    0.00   -16.00
2011 08 05 13 21 00 000    0.00   -16.00
2011 08 05 13 22 00 000    0.00   -17.00
2011 08 05 13 23 00 000    0.00   -18.00
2011 08 05 13 24 00 000    0.00   -19.00
2011 08 05 13 25 00 000    0.00   -19.00
2011 08 05 13 26 00 000    1.00   -21.00
2011 08 05 13 27 00 000    1.00   -20.00
2011 08 05 13 28 00 000    1.00   -20.00
2011 08 05 13 29 00 000    1.00   -20.00
2011 08 05 13 30 00 000    1.00   -19.00
2011 08 05 13 31 00 000    1.00   -19.00
2011 08 05 13 32 00 000    1.00   -20.00
2011 08 05 13 33 00 000    1.00   -18.00
2011 08 05 13 34 00 000    1.00   -17.00
2011 08 05 13 35 00 000    1.00   -19.00
2011 08 05 13 36 00 000    1.00   -20.00
2011 08 05 13 37 00 000    1.00   -18.00
2011 08 05 13 38 00 000    1.00   -18.00
2011 08 05 13 39 00 000    1.00   -18.00
2011 08 05 13 40 00 000    1.00   -17.00
2011 08 05 13 41 00 000    1.00   -19.00
2011 08 05 13 42 00 000    2.00   -21.00
2011 08 05 13 43 00 000    1.00   -22.00
2011 08 05 13 44 00 000    2.00   -21.00
2011 08 05 13 45 00 000    2.00   -25.00
2011 08 05 13 46 00 000    1.00   -25.00
2011 08 05 13 47 00 000    1.00   -24.00
2011 08 05 13 48 00 000    1.00   -21.00
2011 08 05 13 49 00 000    1.00   -18.00
2011 08 05 13 50 00 000    1.00   -18.00
2011 08 05 13 51 00 000    1.00   -18.00
2011 08 05 13 52 00 000    1.00   -19.00
2011 08 05 13 53 00 000    1.00   -20.00
2011 08 05 13 54 00 000    1.00   -20.00
2011 08 05 13 55 00 000    1.00   -19.00
2011 08 05 13 56 00 000    1.00   -21.00
2011 08 05 13 57 00 000    1.00   -23.00
2011 08 05 13 58 00 000    1.00   -22.00
2011 08 05 13 59 00 000    1.00   -21.00
2011 08 05 14 00 00 000    1.00   -24.00
2011 08 05 14 01 00 000    1.00   -21.00
2011 08 05 14 02 00 000    1.00   -22.00
2011 08 05 14 03 00 000    2.00   -19.00
2011 08 05 14 04 00 000    2.00   -20.00
2011 08 05 14 05 00 000    2.00   -19.00
2011 08 05 14 06 00 000    1.00   -19.00
2011 08 05 14 07 00 000    2.00   -17.00
2011 08 05 14 08 00 000    2.00   -16.00
2011 08 05 14 09 00 000    2.00   -14.00
2011 08 05 14 10 00 000    2.00   -12.00
2011 08 05 14 11 00 000    3.00   -13.00
2011 08 05 14 12 00 000    3.00    -9.00
2011 08 05 14 13 00 000    3.00   -11.00
2011 08 05 14 14 00 000    3.00   -10.00
2011 08 05 14 15 00 000    3.00    -9.00
2011 08 05 14 16 00 000    3.00   -10.00
2011 08 05 14 17 00 000    4.00    -8.00
2011 08 05 14 18 00 000    3.00    -9.00
2011 08 05 14 19 00 000    4.00    -9.00
2011 08 05 14 20 00 000    4.00    -9.00
2011 08 05 14 21 00 000    4.00   -11.00
2011 08 05 14 22 00 000    4.00    -8.00
2011 08 05 14 23 00 000    3.00   -10.00
2011 08 05 14 24 00 000    3.00   -10.00
2011 08 05 14 25 00 000    3.00   -11.00
2011 08 05 14 26 00 000    3.00   -12.00
2011 08 05 14 27 00 000    3.00   -11.00
2011 08 05 14 28 00 000    3.00   -10.00
2011 08 05 14 29 00 000    3.00   -11.00
2011 08 05 14 30 00 000    3.00   -10.00
2011 08 05 14 31 00 000    3.00   -10.00
2011 08 05 14 32 00 000    3.00   -13.00
2011 08 05 14 33 00 000    3.00   -13.00
2011 08 05 14 34 00 000    3.00   -14.00
2011 08 05 14 35 00 000    4.00   -17.00
2011 08 05 14 36 00 000    4.00   -13.00
2011 08 05 14 37 00 000    4.00   -17.00
2011 08 05 14 38 00 000    3.00   -16.00
2011 08 05 14 39 00 000    4.00   -14.00
2011 08 05 14 40 00 000    4.00   -16.00
2011 08 05 14 41 00 000    4.00   -10.00
2011 08 05 14 42 00 000    5.00   -12.00
2011 08 05 14 43 00 000    5.00   -10.00
2011 08 05 14 44 00 000    5.00   -10.00
2011 08 05 14 45 00 000    5.00    -8.00
2011 08 05 14 46 00 000    5.00    -8.00
2011 08 05 14 47 00 000    5.00   -11.00
2011 08 05 14 48 00 000    5.00   -10.00
2011 08 05 14 49 00 000    5.00   -13.00
2011 08 05 14 50 00 000    5.00   -13.00
2011 08 05 14 51 00 000    5.00   -14.00
2011 08 05 14 52 00 000    5.00   -12.00
2011 08 05 14 53 00 000    5.00   -12.00
2011 08 05 14 54 00 000    5.00   -13.00
2011 08 05 14 55 00 000    5.00   -13.00
2011 08 05 14 56 00 000    5.00   -15.00
2011 08 05 14 57 00 000    5.00   -17.00
2011 08 05 14 58 00 000    5.00   -14.00
2011 08 05 14 59 00 000    5.00   -15.00
2011 08 05 15 00 00 000    4.00   -16.00
2011 08 05 15 01 00 000    5.00   -13.00
2011 08 05 15 02 00 000    5.00   -11.00
2011 08 05 15 03 00 000    5.00   -12.00
2011 08 05 15 04 00 000    5.00   -12.00
2011 08 05 15 05 00 000    5.00   -14.00
2011 08 05 15 06 00 000    5.00   -13.00
2011 08 05 15 07 00 000    5.00   -13.00
2011 08 05 15 08 00 000    5.00   -13.00
2011 08 05 15 09 00 000    5.00    -9.00
2011 08 05 15 10 00 000    5.00   -10.00
2011 08 05 15 11 00 000    5.00   -11.00
2011 08 05 15 12 00 000    6.00   -13.00
2011 08 05 15 13 00 000    6.00   -15.00
2011 08 05 15 14 00 000    6.00   -17.00
2011 08 05 15 15 00 000    6.00   -19.00
2011 08 05 15 16 00 000    6.00   -20.00
2011 08 05 15 17 00 000    6.00   -21.00
2011 08 05 15 18 00 000    6.00   -21.00
2011 08 05 15 19 00 000    5.00   -21.00
2011 08 05 15 20 00 000    5.00   -20.00
2011 08 05 15 21 00 000    5.00   -20.00
2011 08 05 15 22 00 000    5.00   -21.00
2011 08 05 15 23 00 000    5.00   -22.00
2011 08 05 15 24 00 000    5.00   -23.00
2011 08 05 15 25 00 000    5.00   -25.00
2011 08 05 15 26 00 000    5.00   -27.00
2011 08 05 15 27 00 000    5.00   -29.00
2011 08 05 15 28 00 000    4.00   -31.00
2011 08 05 15 29 00 000    4.00   -34.00
2011 08 05 15 30 00 000    4.00   -35.00
2011 08 05 15 31 00 000    4.00   -38.00
2011 08 05 15 32 00 000    4.00   -40.00
2011 08 05 15 33 00 000    4.00   -42.00
2011 08 05 15 34 00 000    4.00   -44.00
2011 08 05 15 35 00 000    4.00   -46.00
2011 08 05 15 36 00 000    4.00   -47.00
2011 08 05 15 37 00 000    4.00   -48.00
2011 08 05 15 38 00 000    4.00   -47.00
2011 08 05 15 39 00 000    4.00   -46.00
2011 08 05 15 40 00 000    5.00   -46.00
2011 08 05 15 41 00 000    5.00   -45.00
2011 08 05 15 42 00 000    5.00   -45.00
2011 08 05 15 43 00 000    5.00   -40.00
2011 08 05 15 44 00 000    4.00   -46.00
2011 08 05 15 45 00 000    5.00   -45.00
2011 08 05 15 46 00 000    5.00   -44.00
2011 08 05 15 47 00 000    4.00   -49.00
2011 08 05 15 48 00 000    4.00   -53.00
2011 08 05 15 49 00 000    4.00   -54.00
2011 08 05 15 50 00 000    4.00   -54.00
2011 08 05 15 51 00 000    4.00   -54.00
2011 08 05 15 52 00 000    4.00   -52.00
2011 08 05 15 53 00 000    4.00   -53.00
2011 08 05 15 54 00 000    4.00   -55.00
2011 08 05 15 55 00 000    4.00   -60.00
2011 08 05 15 56 00 000    4.00   -66.00
2011 08 05 15 57 00 000    4.00   -76.00
2011 08 05 15 58 00 000    4.00   -84.00
2011 08 05 15 59 00 000    4.00   -88.00
2011 08 05 16 00 00 000    4.00   -93.00
2011 08 05 16 01 00 000    4.00   -99.00
2011 08 05 16 02 00 000    4.00  -101.00
2011 08 05 16 03 00 000    4.00  -108.00
2011 08 05 16 04 00 000    4.00  -114.00
2011 08 05 16 05 00 000    4.00  -116.00
2011 08 05 16 06 00 000    4.00  -116.00
2011 08 05 16 07 00 000    4.00  -116.00
2011 08 05 16 08 00 000    5.00  -115.00
2011 08 05 16 09 00 000    5.00  -115.00
2011 08 05 16 10 00 000    5.00  -115.00
2011 08 05 16 11 00 000    5.00  -114.00
2011 08 05 16 12 00 000    5.00  -109.00
2011 08 05 16 13 00 000    5.00  -102.00
2011 08 05 16 14 00 000    5.00   -92.00
2011 08 05 16 15 00 000    5.00   -81.00
2011 08 05 16 16 00 000    5.00   -72.00
2011 08 05 16 17 00 000    5.00   -65.00
2011 08 05 16 18 00 000    5.00   -61.00
2011 08 05 16 19 00 000    5.00   -64.00
2011 08 05 16 20 00 000    5.00   -72.00
2011 08 05 16 21 00 000    5.00   -81.00
2011 08 05 16 22 00 000    5.00   -89.00
2011 08 05 16 23 00 000    5.00   -95.00
2011 08 05 16 24 00 000    4.00  -102.00
2011 08 05 16 25 00 000    4.00  -106.00
2011 08 05 16 26 00 000    5.00  -106.00
2011 08 05 16 27 00 000    4.00  -107.00
2011 08 05 16 28 00 000    5.00  -111.00
2011 08 05 16 29 00 000    5.00  -116.00
2011 08 05 16 30 00 000    5.00  -121.00
2011 08 05 16 31 00 000    5.00  -124.00
2011 08 05 16 32 00 000    5.00  -122.00
2011 08 05 16 33 00 000    5.00  -112.00
2011 08 05 16 34 00 000    5.00   -99.00
2011 08 05 16 35 00 000    5.00   -89.00
2011 08 05 16 36 00 000    5.00   -84.00
2011 08 05 16 37 00 000    6.00   -86.00
2011 08 05 16 38 00 000    6.00   -85.00
2011 08 05 16 39 00 000    6.00   -86.00
2011 08 05 16 40 00 000    6.00   -84.00
2011 08 05 16 41 00 000    6.00   -80.00
2011 08 05 16 42 00 000    6.00   -77.00
2011 08 05 16 43 00 000    6.00   -71.00
2011 08 05 16 44 00 000    6.00   -70.00
2011 08 05 16 45 00 000    6.00   -71.00
2011 08 05 16 46 00 000    5.00   -73.00
2011 08 05 16 47 00 000    5.00   -69.00
2011 08 05 16 48 00 000    5.00   -72.00
2011 08 05 16 49 00 000    4.00   -84.00
2011 08 05 16 50 00 000    4.00   -98.00
2011 08 05 16 51 00 000    4.00  -108.00
2011 08 05 16 52 00 000    4.00  -103.00
2011 08 05 16 53 00 000    3.00   -95.00
2011 08 05 16 54 00 000    4.00   -81.00
2011 08 05 16 55 00 000    3.00   -74.00
2011 08 05 16 56 00 000    3.00   -79.00
2011 08 05 16 57 00 000    3.00   -83.00
2011 08 05 16 58 00 000    4.00   -83.00
2011 08 05 16 59 00 000    4.00   -82.00
2011 08 05 17 00 00 000    4.00   -73.00
2011 08 05 17 01 00 000    4.00   -69.00
2011 08 05 17 02 00 000    4.00   -67.00
2011 08 05 17 03 00 000    4.00   -70.00
2011 08 05 17 04 00 000    4.00   -75.00
2011 08 05 17 05 00 000    4.00   -79.00
2011 08 05 17 06 00 000    4.00   -84.00
2011 08 05 17 07 00 000    5.00   -84.00
2011 08 05 17 08 00 000    4.00   -80.00
2011 08 05 17 09 00 000    5.00   -76.00
2011 08 05 17 10 00 000    5.00   -77.00
2011 08 05 17 11 00 000    5.00   -84.00
2011 08 05 17 12 00 000    4.00   -93.00
2011 08 05 17 13 00 000    5.00   -95.00
2011 08 05 17 14 00 000    4.00   -86.00
2011 08 05 17 15 00 000    4.00   -82.00
2011 08 05 17 16 00 000    4.00   -81.00
2011 08 05 17 17 00 000    4.00   -86.00
2011 08 05 17 18 00 000    4.00   -93.00
2011 08 05 17 19 00 000    3.00   -99.00
2011 08 05 17 20 00 000    4.00  -104.00
2011 08 05 17 21 00 000    3.00  -106.00
2011 08 05 17 22 00 000    3.00  -105.00
2011 08 05 17 23 00 000    3.00  -103.00
2011 08 05 17 24 00 000    3.00  -100.00
2011 08 05 17 25 00 000    3.00   -93.00
2011 08 05 17 26 00 000    3.00   -88.00
2011 08 05 17 27 00 000    3.00   -85.00
2011 08 05 17 28 00 000    4.00   -86.00
2011 08 05 17 29 00 000    3.00   -88.00
2011 08 05 17 30 00 000    4.00   -91.00
2011 08 05 17 31 00 000    4.00   -94.00
2011 08 05 17 32 00 000    4.00   -92.00
2011 08 05 17 33 00 000    4.00   -91.00
2011 08 05 17 34 00 000    5.00   -93.00
2011 08 05 17 35 00 000    5.00   -94.00
2011 08 05 17 36 00 000    5.00   -91.00
2011 08 05 17 37 00 000    6.00   -88.00
2011 08 05 17 38 00 000    6.00   -86.00
2011 08 05 17 39 00 000    5.00   -87.00
2011 08 05 17 40 00 000    6.00   -90.00
2011 08 05 17 41 00 000    7.00   -94.00
2011 08 05 17 42 00 000    7.00   -99.00
2011 08 05 17 43 00 000    7.00  -105.00
2011 08 05 17 44 00 000    7.00  -108.00
2011 08 05 17 45 00 000    8.00  -103.00
2011 08 05 17 46 00 000    8.00   -91.00
2011 08 05 17 47 00 000    8.00   -80.00
2011 08 05 17 48 00 000    9.00   -77.00
2011 08 05 17 49 00 000    9.00   -80.00
2011 08 05 17 50 00 000   10.00   -86.00
2011 08 05 17 51 00 000   11.00  -104.00
2011 08 05 17 52 00 000   16.00  -128.00
2011 08 05 17 53 00 000   19.00  -139.00
2011 08 05 17 54 00 000   20.00  -136.00
2011 08 05 17 55 00 000   22.00  -115.00
2011 08 05 17 56 00 000   24.00   -86.00
2011 08 05 17 57 00 000   24.00   -58.00
2011 08 05 17 58 00 000   23.00   -61.00
2011 08 05 17 59 00 000   22.00   -81.00
2011 08 05 18 00 00 000   22.00  -109.00
2011 08 05 18 01 00 000   22.00  -123.00
2011 08 05 18 02 00 000   23.00  -111.00
2011 08 05 18 03 00 000   23.00  -109.00
2011 08 05 18 04 00 000   24.00  -108.00
2011 08 05 18 05 00 000   24.00  -108.00
2011 08 05 18 06 00 000   25.00  -116.00
2011 08 05 18 07 00 000   25.00  -124.00
2011 08 05 18 08 00 000   25.00  -131.00
2011 08 05 18 09 00 000   26.00  -130.00
2011 08 05 18 10 00 000   26.00  -133.00
2011 08 05 18 11 00 000   27.00  -182.00
2011 08 05 18 12 00 000   28.00  -170.00
2011 08 05 18 13 00 000   29.00  -191.00
2011 08 05 18 14 00 000   29.00  -181.00
2011 08 05 18 15 00 000   30.00  -184.00
2011 08 05 18 16 00 000   30.00  -165.00
2011 08 05 18 17 00 000   30.00  -158.00
2011 08 05 18 18 00 000   30.00  -160.00
2011 08 05 18 19 00 000   29.00  -173.00
2011 08 05 18 20 00 000   28.00  -194.00
2011 08 05 18 21 00 000   27.00  -180.00
2011 08 05 18 22 00 000   26.00  -153.00
2011 08 05 18 23 00 000   26.00  -123.00
2011 08 05 18 24 00 000   27.00  -132.00
2011 08 05 18 25 00 000   26.00  -147.00
2011 08 05 18 26 00 000   26.00  -154.00
2011 08 05 18 27 00 000   26.00  -155.00
2011 08 05 18 28 00 000   26.00  -141.00
2011 08 05 18 29 00 000   27.00  -133.00
2011 08 05 18 30 00 000   26.00  -137.00
2011 08 05 18 31 00 000   26.00  -128.00
2011 08 05 18 32 00 000   25.00  -107.00
2011 08 05 18 33 00 000   24.00   -78.00
2011 08 05 18 34 00 000   23.00   -69.00
2011 08 05 18 35 00 000   22.00   -72.00
2011 08 05 18 36 00 000   23.00   -68.00
2011 08 05 18 37 00 000   24.00   -84.00
2011 08 05 18 38 00 000   24.00   -96.00
2011 08 05 18 39 00 000   25.00   -85.00
2011 08 05 18 40 00 000   25.00   -61.00
2011 08 05 18 41 00 000   25.00   -59.00
2011 08 05 18 42 00 000   25.00   -57.00
2011 08 05 18 43 00 000   24.00   -71.00
2011 08 05 18 44 00 000   24.00   -61.00
2011 08 05 18 45 00 000   25.00   -58.00
2011 08 05 18 46 00 000   27.00   -79.00
2011 08 05 18 47 00 000   29.00   -95.00
2011 08 05 18 48 00 000   30.00   -84.00
2011 08 05 18 49 00 000   31.00   -85.00
2011 08 05 18 50 00 000   30.00   -86.00
2011 08 05 18 51 00 000   27.00  -103.00
2011 08 05 18 52 00 000   25.00  -113.00
2011 08 05 18 53 00 000   23.00  -126.00
2011 08 05 18 54 00 000   23.00   -95.00
2011 08 05 18 55 00 000   23.00  -100.00
2011 08 05 18 56 00 000   23.00  -119.00
2011 08 05 18 57 00 000   23.00  -126.00
2011 08 05 18 58 00 000   25.00  -149.00
2011 08 05 18 59 00 000   28.00  -155.00
2011 08 05 19 00 00 000   31.00  -179.00
2011 08 05 19 01 00 000   33.00  -193.00
2011 08 05 19 02 00 000   45.00  -215.00
2011 08 05 19 03 00 000   69.00  -273.00
2011 08 05 19 04 00 000   76.00  -325.00
2011 08 05 19 05 00 000   84.00  -338.00
2011 08 05 19 06 00 000   86.00  -301.00
2011 08 05 19 07 00 000   84.00  -290.00
2011 08 05 19 08 00 000   82.00  -328.00
2011 08 05 19 09 00 000   76.00  -390.00
2011 08 05 19 10 00 000   71.00  -394.00
2011 08 05 19 11 00 000   68.00  -445.00
2011 08 05 19 12 00 000   59.00  -445.00
2011 08 05 19 13 00 000   42.00  -363.00
2011 08 05 19 14 00 000   31.00  -296.00
2011 08 05 19 15 00 000   27.00  -355.00
2011 08 05 19 16 00 000   28.00  -439.00
2011 08 05 19 17 00 000   28.00  -441.00
2011 08 05 19 18 00 000   28.00  -423.00
2011 08 05 19 19 00 000   27.00  -403.00
2011 08 05 19 20 00 000   27.00  -389.00
2011 08 05 19 21 00 000   24.00  -342.00
2011 08 05 19 22 00 000   23.00  -359.00
2011 08 05 19 23 00 000   20.00  -342.00
2011 08 05 19 24 00 000   21.00  -371.00
2011 08 05 19 25 00 000   24.00  -394.00
2011 08 05 19 26 00 000   28.00  -435.00
2011 08 05 19 27 00 000   27.00  -456.00
2011 08 05 19 28 00 000   25.00  -474.00
2011 08 05 19 29 00 000   25.00  -488.00
2011 08 05 19 30 00 000   19.00  -495.00
2011 08 05 19 31 00 000   18.00  -506.00
2011 08 05 19 32 00 000   17.00  -508.00
2011 08 05 19 33 00 000   14.00  -511.00
2011 08 05 19 34 00 000   16.00  -461.00
2011 08 05 19 35 00 000   18.00  -440.00
2011 08 05 19 36 00 000   20.00  -442.00
2011 08 05 19 37 00 000   30.00  -428.00
2011 08 05 19 38 00 000   33.00  -433.00
2011 08 05 19 39 00 000   30.00  -444.00
2011 08 05 19 40 00 000   25.00  -529.00
2011 08 05 19 41 00 000   23.00  -733.00
2011 08 05 19 42 00 000   25.00  -729.00
2011 08 05 19 43 00 000   32.00  -523.00
2011 08 05 19 44 00 000   28.00  -540.00
2011 08 05 19 45 00 000   22.00  -590.00
2011 08 05 19 46 00 000   19.00  -566.00
2011 08 05 19 47 00 000   18.00  -560.00
2011 08 05 19 48 00 000   16.00  -549.00
2011 08 05 19 49 00 000   12.00  -560.00
2011 08 05 19 50 00 000    9.00  -636.00
2011 08 05 19 51 00 000    7.00  -620.00
2011 08 05 19 52 00 000    8.00  -566.00
2011 08 05 19 53 00 000   10.00  -543.00
2011 08 05 19 54 00 000    9.00  -527.00
2011 08 05 19 55 00 000    6.00  -494.00
2011 08 05 19 56 00 000    4.00  -446.00
2011 08 05 19 57 00 000    2.00  -444.00
2011 08 05 19 58 00 000    3.00  -437.00
2011 08 05 19 59 00 000    2.00  -453.00
2011 08 05 20 00 00 000    9.00  -489.00
2011 08 05 20 01 00 000   14.00  -477.00
2011 08 05 20 02 00 000   23.00  -476.00
2011 08 05 20 03 00 000   34.00  -475.00
2011 08 05 20 04 00 000   44.00  -406.00
2011 08 05 20 05 00 000   53.00  -290.00
2011 08 05 20 06 00 000   45.00  -340.00
2011 08 05 20 07 00 000   39.00  -473.00
2011 08 05 20 08 00 000   42.00  -591.00
2011 08 05 20 09 00 000   51.00  -620.00
2011 08 05 20 10 00 000   61.00  -755.00
2011 08 05 20 11 00 000   63.00  -933.00
2011 08 05 20 12 00 000   65.00 -1046.00
2011 08 05 20 13 00 000   65.00 -1186.00
2011 08 05 20 14 00 000   51.00 -1221.00
2011 08 05 20 15 00 000   43.00 -1396.00
2011 08 05 20 16 00 000   47.00 -1501.00
2011 08 05 20 17 00 000   50.00 -1322.00
2011 08 05 20 18 00 000   48.00  -895.00
2011 08 05 20 19 00 000   47.00  -602.00
2011 08 05 20 20 00 000   44.00  -473.00
2011 08 05 20 21 00 000   40.00  -425.00
2011 08 05 20 22 00 000   30.00  -317.00
2011 08 05 20 23 00 000   19.00  -295.00
2011 08 05 20 24 00 000   19.00  -272.00
2011 08 05 20 25 00 000   26.00  -295.00
2011 08 05 20 26 00 000   21.00  -314.00
2011 08 05 20 27 00 000   22.00  -313.00
2011 08 05 20 28 00 000   27.00  -332.00
2011 08 05 20 29 00 000   25.00  -329.00
2011 08 05 20 30 00 000   24.00  -319.00
2011 08 05 20 31 00 000   23.00  -314.00
2011 08 05 20 32 00 000   22.00  -331.00
2011 08 05 20 33 00 000   24.00  -353.00
2011 08 05 20 34 00 000   24.00  -368.00
2011 08 05 20 35 00 000   26.00  -399.00
2011 08 05 20 36 00 000   21.00  -421.00
2011 08 05 20 37 00 000    7.00  -440.00
2011 08 05 20 38 00 000   -1.00  -454.00
2011 08 05 20 39 00 000   -6.00  -491.00
2011 08 05 20 40 00 000   -3.00  -499.00
2011 08 05 20 41 00 000    1.00  -480.00
2011 08 05 20 42 00 000   -8.00  -455.00
2011 08 05 20 43 00 000  -24.00  -516.00
2011 08 05 20 44 00 000  -29.00  -583.00
2011 08 05 20 45 00 000  -35.00  -557.00
2011 08 05 20 46 00 000  -34.00  -498.00
2011 08 05 20 47 00 000  -29.00  -453.00
2011 08 05 20 48 00 000  -23.00  -453.00
2011 08 05 20 49 00 000  -21.00  -443.00
2011 08 05 20 50 00 000  -19.00  -427.00
2011 08 05 20 51 00 000  -18.00  -426.00
2011 08 05 20 52 00 000  -18.00  -426.00
2011 08 05 20 53 00 000  -16.00  -430.00
2011 08 05 20 54 00 000  -14.00  -432.00
2011 08 05 20 55 00 000  -14.00  -410.00
2011 08 05 20 56 00 000  -11.00  -389.00
2011 08 05 20 57 00 000   -6.00  -369.00
2011 08 05 20 58 00 000   -3.00  -339.00
2011 08 05 20 59 00 000  -18.00  -360.00
2011 08 05 21 00 00 000  -26.00  -406.00
2011 08 05 21 01 00 000  -31.00  -398.00
2011 08 05 21 02 00 000  -31.00  -361.00
2011 08 05 21 03 00 000  -28.00  -343.00
2011 08 05 21 04 00 000  -27.00  -352.00
2011 08 05 21 05 00 000  -26.00  -348.00
2011 08 05 21 06 00 000  -25.00  -342.00
2011 08 05 21 07 00 000  -25.00  -320.00
2011 08 05 21 08 00 000  -21.00  -312.00
2011 08 05 21 09 00 000  -18.00  -297.00
2011 08 05 21 10 00 000  -14.00  -346.00
2011 08 05 21 11 00 000   -9.00  -312.00
2011 08 05 21 12 00 000   -4.00  -291.00
2011 08 05 21 13 00 000    0.00  -319.00
2011 08 05 21 14 00 000    0.00  -311.00
2011 08 05 21 15 00 000   -2.00  -293.00
2011 08 05 21 16 00 000   -4.00  -285.00
2011 08 05 21 17 00 000   -6.00  -299.00
2011 08 05 21 18 00 000   -8.00  -310.00
2011 08 05 21 19 00 000   -7.00  -310.00
2011 08 05 21 20 00 000   -6.00  -303.00
2011 08 05 21 21 00 000   -6.00  -314.00
2011 08 05 21 22 00 000   -5.00  -310.00
2011 08 05 21 23 00 000   -4.00  -311.00
2011 08 05 21 24 00 000   -3.00  -342.00
2011 08 05 21 25 00 000   -3.00  -365.00
2011 08 05 21 26 00 000   -3.00  -411.00
2011 08 05 21 27 00 000   -2.00  -477.00
2011 08 05 21 28 00 000   -3.00  -588.00
2011 08 05 21 29 00 000   -7.00  -605.00
2011 08 05 21 30 00 000   -9.00  -619.00
2011 08 05 21 31 00 000  -10.00  -670.00
2011 08 05 21 32 00 000   -8.00  -771.00
2011 08 05 21 33 00 000   -7.00  -869.00
2011 08 05 21 34 00 000   -5.00  -848.00
2011 08 05 21 35 00 000   -3.00  -906.00
2011 08 05 21 36 00 000    0.00 -1001.00
2011 08 05 21 37 00 000    6.00 -1102.00
2011 08 05 21 38 00 000   10.00 -1072.00
2011 08 05 21 39 00 000   13.00 -1101.00
2011 08 05 21 40 00 000   13.00 -1182.00
2011 08 05 21 41 00 000   14.00 -1217.00
2011 08 05 21 42 00 000   12.00 -1184.00
2011 08 05 21 43 00 000   11.00 -1148.00
2011 08 05 21 44 00 000   10.00 -1135.00
2011 08 05 21 45 00 000    7.00 -1101.00
2011 08 05 21 46 00 000    4.00 -1035.00
2011 08 05 21 47 00 000    4.00 -1025.00
2011 08 05 21 48 00 000    6.00 -1046.00
2011 08 05 21 49 00 000    6.00 -1028.00
2011 08 05 21 50 00 000    2.00  -989.00
2011 08 05 21 51 00 000    1.00  -981.00
2011 08 05 21 52 00 000   -3.00  -989.00
2011 08 05 21 53 00 000   -4.00 -1031.00
2011 08 05 21 54 00 000   -5.00 -1181.00
2011 08 05 21 55 00 000   -7.00 -1380.00
2011 08 05 21 56 00 000  -10.00 -1383.00
2011 08 05 21 57 00 000   -9.00 -1200.00
2011 08 05 21 58 00 000  -11.00 -1013.00
2011 08 05 21 59 00 000  -15.00 -1051.00
2011 08 05 22 00 00 000  -14.00 -1288.00
2011 08 05 22 01 00 000  -17.00 -1439.00
2011 08 05 22 02 00 000  -22.00 -1430.00
2011 08 05 22 03 00 000  -25.00 -1372.00
2011 08 05 22 04 00 000  -26.00 -1161.00
2011 08 05 22 05 00 000  -27.00 -1061.00
2011 08 05 22 06 00 000  -26.00 -1081.00
2011 08 05 22 07 00 000  -26.00 -1123.00
2011 08 05 22 08 00 000  -24.00 -1216.00
2011 08 05 22 09 00 000  -22.00 -1439.00
2011 08 05 22 10 00 000  -22.00 -1075.00
2011 08 05 22 11 00 000  -27.00 -1106.00
2011 08 05 22 12 00 000  -29.00 -1291.00
2011 08 05 22 13 00 000  -27.00 -1611.00
2011 08 05 22 14 00 000  -25.00 -1802.00
2011 08 05 22 15 00 000  -23.00 -1695.00
2011 08 05 22 16 00 000  -24.00 -1731.00
2011 08 05 22 17 00 000  -25.00 -1902.00
2011 08 05 22 18 00 000  -28.00 -1872.00
2011 08 05 22 19 00 000  -32.00 -1789.00
2011 08 05 22 20 00 000  -36.00 -1922.00
2011 08 05 22 21 00 000  -38.00 -2014.00
2011 08 05 22 22 00 000  -36.00 -1709.00
2011 08 05 22 23 00 000  -35.00 -1519.00
2011 08 05 22 24 00 000  -36.00 -1483.00
2011 08 05 22 25 00 000  -37.00 -1394.00
2011 08 05 22 26 00 000  -37.00 -1398.00
2011 08 05 22 27 00 000  -37.00 -1378.00
2011 08 05 22 28 00 000  -40.00 -1416.00
2011 08 05 22 29 00 000  -43.00 -1402.00
2011 08 05 22 30 00 000  -49.00 -1263.00
2011 08 05 22 31 00 000  -58.00 -1158.00
2011 08 05 22 32 00 000  -59.00 -1213.00
2011 08 05 22 33 00 000  -60.00 -1338.00
2011 08 05 22 34 00 000  -61.00 -1679.00
2011 08 05 22 35 00 000  -59.00 -1848.00
2011 08 05 22 36 00 000  -58.00 -2084.00
2011 08 05 22 37 00 000  -58.00 -1678.00
2011 08 05 22 38 00 000  -59.00 -1353.00
2011 08 05 22 39 00 000  -59.00 -1336.00
2011 08 05 22 40 00 000  -60.00 -1391.00
2011 08 05 22 41 00 000  -59.00 -1393.00
2011 08 05 22 42 00 000  -58.00 -1313.00
2011 08 05 22 43 00 000  -58.00 -1150.00
2011 08 05 22 44 00 000  -59.00 -1130.00
2011 08 05 22 45 00 000  -59.00 -1150.00
2011 08 05 22 46 00 000  -60.00 -1408.00
2011 08 05 22 47 00 000  -58.00 -1594.00
2011 08 05 22 48 00 000  -57.00 -1658.00
