Sym-H and AL  obtained from Kyoto WDC for SWPC Event 5.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
2010 04 05 04 12 00 000  -16.00   -37.00
2010 04 05 04 13 00 000  -15.00   -35.00
2010 04 05 04 14 00 000  -15.00   -31.00
2010 04 05 04 15 00 000  -15.00   -27.00
2010 04 05 04 16 00 000  -15.00   -26.00
2010 04 05 04 17 00 000  -15.00   -23.00
2010 04 05 04 18 00 000  -14.00   -27.00
2010 04 05 04 19 00 000  -14.00   -31.00
2010 04 05 04 20 00 000  -13.00   -31.00
2010 04 05 04 21 00 000  -13.00   -36.00
2010 04 05 04 22 00 000  -13.00   -33.00
2010 04 05 04 23 00 000  -13.00   -38.00
2010 04 05 04 24 00 000  -12.00   -54.00
2010 04 05 04 25 00 000  -12.00   -44.00
2010 04 05 04 26 00 000  -13.00   -49.00
2010 04 05 04 27 00 000  -13.00   -85.00
2010 04 05 04 28 00 000  -13.00  -151.00
2010 04 05 04 29 00 000  -12.00  -125.00
2010 04 05 04 30 00 000  -13.00  -134.00
2010 04 05 04 31 00 000  -13.00  -148.00
2010 04 05 04 32 00 000  -14.00  -142.00
2010 04 05 04 33 00 000  -14.00  -135.00
2010 04 05 04 34 00 000  -14.00  -129.00
2010 04 05 04 35 00 000  -14.00  -129.00
2010 04 05 04 36 00 000  -14.00  -123.00
2010 04 05 04 37 00 000  -15.00   -88.00
2010 04 05 04 38 00 000  -15.00   -80.00
2010 04 05 04 39 00 000  -15.00   -67.00
2010 04 05 04 40 00 000  -15.00  -132.00
2010 04 05 04 41 00 000  -15.00   -89.00
2010 04 05 04 42 00 000  -15.00   -91.00
2010 04 05 04 43 00 000  -14.00   -94.00
2010 04 05 04 44 00 000  -15.00   -68.00
2010 04 05 04 45 00 000  -15.00   -60.00
2010 04 05 04 46 00 000  -14.00   -52.00
2010 04 05 04 47 00 000  -12.00   -54.00
2010 04 05 04 48 00 000  -11.00   -72.00
2010 04 05 04 49 00 000  -10.00  -139.00
2010 04 05 04 50 00 000  -10.00  -125.00
2010 04 05 04 51 00 000  -10.00  -101.00
2010 04 05 04 52 00 000  -10.00  -111.00
2010 04 05 04 53 00 000  -10.00  -147.00
2010 04 05 04 54 00 000   -9.00  -181.00
2010 04 05 04 55 00 000   -9.00  -168.00
2010 04 05 04 56 00 000   -9.00  -178.00
2010 04 05 04 57 00 000  -10.00  -167.00
2010 04 05 04 58 00 000  -10.00  -223.00
2010 04 05 04 59 00 000  -10.00  -248.00
2010 04 05 05 00 00 000   -9.00  -231.00
2010 04 05 05 01 00 000  -10.00  -239.00
2010 04 05 05 02 00 000  -11.00  -234.00
2010 04 05 05 03 00 000  -12.00  -228.00
2010 04 05 05 04 00 000  -13.00  -223.00
2010 04 05 05 05 00 000  -13.00  -255.00
2010 04 05 05 06 00 000  -13.00  -293.00
2010 04 05 05 07 00 000  -12.00  -283.00
2010 04 05 05 08 00 000  -12.00  -293.00
2010 04 05 05 09 00 000  -12.00  -278.00
2010 04 05 05 10 00 000  -12.00  -289.00
2010 04 05 05 11 00 000  -12.00  -267.00
2010 04 05 05 12 00 000  -11.00  -289.00
2010 04 05 05 13 00 000  -11.00  -320.00
2010 04 05 05 14 00 000  -11.00  -317.00
2010 04 05 05 15 00 000  -12.00  -326.00
2010 04 05 05 16 00 000  -12.00  -339.00
2010 04 05 05 17 00 000  -12.00  -377.00
2010 04 05 05 18 00 000  -12.00  -381.00
2010 04 05 05 19 00 000  -11.00  -428.00
2010 04 05 05 20 00 000  -11.00  -416.00
2010 04 05 05 21 00 000  -11.00  -425.00
2010 04 05 05 22 00 000  -11.00  -432.00
2010 04 05 05 23 00 000  -12.00  -420.00
2010 04 05 05 24 00 000  -12.00  -415.00
2010 04 05 05 25 00 000  -12.00  -427.00
2010 04 05 05 26 00 000  -12.00  -395.00
2010 04 05 05 27 00 000  -12.00  -418.00
2010 04 05 05 28 00 000  -13.00  -434.00
2010 04 05 05 29 00 000  -13.00  -473.00
2010 04 05 05 30 00 000  -14.00  -469.00
2010 04 05 05 31 00 000  -14.00  -483.00
2010 04 05 05 32 00 000  -14.00  -496.00
2010 04 05 05 33 00 000  -15.00  -509.00
2010 04 05 05 34 00 000  -15.00  -519.00
2010 04 05 05 35 00 000  -15.00  -509.00
2010 04 05 05 36 00 000  -15.00  -503.00
2010 04 05 05 37 00 000  -15.00  -524.00
2010 04 05 05 38 00 000  -15.00  -527.00
2010 04 05 05 39 00 000  -16.00  -540.00
2010 04 05 05 40 00 000  -16.00  -549.00
2010 04 05 05 41 00 000  -17.00  -556.00
2010 04 05 05 42 00 000  -17.00  -561.00
2010 04 05 05 43 00 000  -17.00  -543.00
2010 04 05 05 44 00 000  -17.00  -508.00
2010 04 05 05 45 00 000  -17.00  -456.00
2010 04 05 05 46 00 000  -17.00  -432.00
2010 04 05 05 47 00 000  -17.00  -432.00
2010 04 05 05 48 00 000  -17.00  -441.00
2010 04 05 05 49 00 000  -17.00  -429.00
2010 04 05 05 50 00 000  -17.00  -446.00
2010 04 05 05 51 00 000  -17.00  -420.00
2010 04 05 05 52 00 000  -18.00  -427.00
2010 04 05 05 53 00 000  -17.00  -353.00
2010 04 05 05 54 00 000  -18.00  -342.00
2010 04 05 05 55 00 000  -17.00  -335.00
2010 04 05 05 56 00 000  -18.00  -339.00
2010 04 05 05 57 00 000  -17.00  -353.00
2010 04 05 05 58 00 000  -17.00  -394.00
2010 04 05 05 59 00 000  -18.00  -384.00
2010 04 05 06 00 00 000  -17.00  -374.00
2010 04 05 06 01 00 000  -17.00  -352.00
2010 04 05 06 02 00 000  -17.00  -343.00
2010 04 05 06 03 00 000  -18.00  -347.00
2010 04 05 06 04 00 000  -18.00  -333.00
2010 04 05 06 05 00 000  -18.00  -314.00
2010 04 05 06 06 00 000  -18.00  -344.00
2010 04 05 06 07 00 000  -19.00  -412.00
2010 04 05 06 08 00 000  -19.00  -465.00
2010 04 05 06 09 00 000  -19.00  -485.00
2010 04 05 06 10 00 000  -19.00  -476.00
2010 04 05 06 11 00 000  -19.00  -489.00
2010 04 05 06 12 00 000  -19.00  -492.00
2010 04 05 06 13 00 000  -19.00  -494.00
2010 04 05 06 14 00 000  -19.00  -495.00
2010 04 05 06 15 00 000  -19.00  -496.00
2010 04 05 06 16 00 000  -20.00  -468.00
2010 04 05 06 17 00 000  -20.00  -434.00
2010 04 05 06 18 00 000  -20.00  -400.00
2010 04 05 06 19 00 000  -21.00  -376.00
2010 04 05 06 20 00 000  -21.00  -363.00
2010 04 05 06 21 00 000  -21.00  -343.00
2010 04 05 06 22 00 000  -21.00  -327.00
2010 04 05 06 23 00 000  -21.00  -298.00
2010 04 05 06 24 00 000  -21.00  -294.00
2010 04 05 06 25 00 000  -21.00  -298.00
2010 04 05 06 26 00 000  -21.00  -291.00
2010 04 05 06 27 00 000  -21.00  -289.00
2010 04 05 06 28 00 000  -20.00  -284.00
2010 04 05 06 29 00 000  -20.00  -293.00
2010 04 05 06 30 00 000  -19.00  -291.00
2010 04 05 06 31 00 000  -19.00  -304.00
2010 04 05 06 32 00 000  -19.00  -321.00
2010 04 05 06 33 00 000  -19.00  -326.00
2010 04 05 06 34 00 000  -19.00  -324.00
2010 04 05 06 35 00 000  -19.00  -331.00
2010 04 05 06 36 00 000  -19.00  -338.00
2010 04 05 06 37 00 000  -19.00  -346.00
2010 04 05 06 38 00 000  -20.00  -352.00
2010 04 05 06 39 00 000  -20.00  -349.00
2010 04 05 06 40 00 000  -19.00  -351.00
2010 04 05 06 41 00 000  -19.00  -325.00
2010 04 05 06 42 00 000  -18.00  -304.00
2010 04 05 06 43 00 000  -18.00  -308.00
2010 04 05 06 44 00 000  -18.00  -318.00
2010 04 05 06 45 00 000  -18.00  -317.00
2010 04 05 06 46 00 000  -17.00  -329.00
2010 04 05 06 47 00 000  -17.00  -333.00
2010 04 05 06 48 00 000  -16.00  -331.00
2010 04 05 06 49 00 000  -16.00  -310.00
2010 04 05 06 50 00 000  -16.00  -308.00
2010 04 05 06 51 00 000  -15.00  -299.00
2010 04 05 06 52 00 000  -15.00  -287.00
2010 04 05 06 53 00 000  -15.00  -270.00
2010 04 05 06 54 00 000  -14.00  -254.00
2010 04 05 06 55 00 000  -14.00  -239.00
2010 04 05 06 56 00 000  -14.00  -225.00
2010 04 05 06 57 00 000  -13.00  -222.00
2010 04 05 06 58 00 000  -13.00  -234.00
2010 04 05 06 59 00 000  -13.00  -234.00
2010 04 05 07 00 00 000  -13.00  -232.00
2010 04 05 07 01 00 000  -13.00  -224.00
2010 04 05 07 02 00 000  -14.00  -218.00
2010 04 05 07 03 00 000  -14.00  -216.00
2010 04 05 07 04 00 000  -14.00  -213.00
2010 04 05 07 05 00 000  -14.00  -212.00
2010 04 05 07 06 00 000  -15.00  -212.00
2010 04 05 07 07 00 000  -15.00  -219.00
2010 04 05 07 08 00 000  -16.00  -223.00
2010 04 05 07 09 00 000  -17.00  -216.00
2010 04 05 07 10 00 000  -17.00  -201.00
2010 04 05 07 11 00 000  -18.00  -198.00
2010 04 05 07 12 00 000  -18.00  -190.00
2010 04 05 07 13 00 000  -18.00  -184.00
2010 04 05 07 14 00 000  -18.00  -185.00
2010 04 05 07 15 00 000  -18.00  -182.00
2010 04 05 07 16 00 000  -18.00  -167.00
2010 04 05 07 17 00 000  -18.00  -154.00
2010 04 05 07 18 00 000  -18.00  -140.00
2010 04 05 07 19 00 000  -17.00  -128.00
2010 04 05 07 20 00 000  -17.00  -118.00
2010 04 05 07 21 00 000  -17.00  -113.00
2010 04 05 07 22 00 000  -17.00  -105.00
2010 04 05 07 23 00 000  -17.00   -95.00
2010 04 05 07 24 00 000  -17.00   -95.00
2010 04 05 07 25 00 000  -17.00   -96.00
2010 04 05 07 26 00 000  -18.00   -96.00
2010 04 05 07 27 00 000  -18.00   -91.00
2010 04 05 07 28 00 000  -17.00   -85.00
2010 04 05 07 29 00 000  -17.00   -79.00
2010 04 05 07 30 00 000  -16.00   -69.00
2010 04 05 07 31 00 000  -16.00   -65.00
2010 04 05 07 32 00 000  -17.00   -63.00
2010 04 05 07 33 00 000  -17.00   -62.00
2010 04 05 07 34 00 000  -18.00   -60.00
2010 04 05 07 35 00 000  -18.00   -56.00
2010 04 05 07 36 00 000  -18.00   -57.00
2010 04 05 07 37 00 000  -18.00   -74.00
2010 04 05 07 38 00 000  -18.00   -40.00
2010 04 05 07 39 00 000  -17.00   -14.00
2010 04 05 07 40 00 000  -16.00   -12.00
2010 04 05 07 41 00 000  -16.00   -10.00
2010 04 05 07 42 00 000  -16.00    -3.00
2010 04 05 07 43 00 000  -16.00     0.00
2010 04 05 07 44 00 000  -16.00   -19.00
2010 04 05 07 45 00 000  -16.00   -37.00
2010 04 05 07 46 00 000  -16.00   -34.00
2010 04 05 07 47 00 000  -15.00   -18.00
2010 04 05 07 48 00 000  -16.00   -15.00
2010 04 05 07 49 00 000  -15.00    -3.00
2010 04 05 07 50 00 000  -15.00    -8.00
2010 04 05 07 51 00 000  -15.00   -14.00
2010 04 05 07 52 00 000  -15.00   -18.00
2010 04 05 07 53 00 000  -15.00   -22.00
2010 04 05 07 54 00 000  -14.00   -28.00
2010 04 05 07 55 00 000  -14.00   -33.00
2010 04 05 07 56 00 000  -13.00   -38.00
2010 04 05 07 57 00 000  -12.00   -40.00
2010 04 05 07 58 00 000  -12.00   -39.00
2010 04 05 07 59 00 000  -11.00   -37.00
2010 04 05 08 00 00 000  -12.00   -35.00
2010 04 05 08 01 00 000  -12.00   -29.00
2010 04 05 08 02 00 000  -12.00   -30.00
2010 04 05 08 03 00 000  -12.00   -34.00
2010 04 05 08 04 00 000  -11.00   -41.00
2010 04 05 08 05 00 000  -11.00   -42.00
2010 04 05 08 06 00 000  -11.00   -53.00
2010 04 05 08 07 00 000  -11.00   -60.00
2010 04 05 08 08 00 000  -11.00   -62.00
2010 04 05 08 09 00 000  -11.00   -54.00
2010 04 05 08 10 00 000  -11.00   -41.00
2010 04 05 08 11 00 000  -11.00   -43.00
2010 04 05 08 12 00 000  -10.00   -53.00
2010 04 05 08 13 00 000  -10.00   -65.00
2010 04 05 08 14 00 000  -10.00   -72.00
2010 04 05 08 15 00 000   -9.00   -79.00
2010 04 05 08 16 00 000   -8.00   -82.00
2010 04 05 08 17 00 000   -8.00   -83.00
2010 04 05 08 18 00 000   -8.00   -82.00
2010 04 05 08 19 00 000   -8.00   -85.00
2010 04 05 08 20 00 000   -8.00   -93.00
2010 04 05 08 21 00 000   -8.00   -95.00
2010 04 05 08 22 00 000   -8.00   -95.00
2010 04 05 08 23 00 000   -8.00   -89.00
2010 04 05 08 24 00 000   -8.00   -88.00
2010 04 05 08 25 00 000   -9.00   -98.00
2010 04 05 08 26 00 000   -9.00  -102.00
2010 04 05 08 27 00 000    1.00   -84.00
2010 04 05 08 28 00 000   21.00  -180.00
2010 04 05 08 29 00 000   28.00  -260.00
2010 04 05 08 30 00 000   26.00  -376.00
2010 04 05 08 31 00 000   24.00  -425.00
2010 04 05 08 32 00 000   21.00  -399.00
2010 04 05 08 33 00 000   21.00  -368.00
2010 04 05 08 34 00 000   23.00  -479.00
2010 04 05 08 35 00 000   25.00  -476.00
2010 04 05 08 36 00 000   24.00  -498.00
2010 04 05 08 37 00 000   22.00  -625.00
2010 04 05 08 38 00 000   19.00  -688.00
2010 04 05 08 39 00 000   17.00  -718.00
2010 04 05 08 40 00 000   13.00  -732.00
2010 04 05 08 41 00 000   13.00  -761.00
2010 04 05 08 42 00 000   15.00  -743.00
2010 04 05 08 43 00 000   14.00  -796.00
2010 04 05 08 44 00 000   11.00  -775.00
2010 04 05 08 45 00 000    8.00  -810.00
2010 04 05 08 46 00 000    7.00  -704.00
2010 04 05 08 47 00 000    8.00  -735.00
2010 04 05 08 48 00 000    8.00  -723.00
2010 04 05 08 49 00 000    7.00  -640.00
2010 04 05 08 50 00 000    6.00  -711.00
2010 04 05 08 51 00 000    5.00  -390.00
2010 04 05 08 52 00 000    3.00  -904.00
2010 04 05 08 53 00 000    3.00  -792.00
2010 04 05 08 54 00 000    2.00  -616.00
2010 04 05 08 55 00 000    0.00  -563.00
2010 04 05 08 56 00 000   -1.00  -583.00
2010 04 05 08 57 00 000   -3.00  -579.00
2010 04 05 08 58 00 000   -4.00  -613.00
2010 04 05 08 59 00 000   -4.00  -874.00
2010 04 05 09 00 00 000   -6.00  -873.00
2010 04 05 09 01 00 000   -8.00  -798.00
2010 04 05 09 02 00 000  -10.00  -706.00
2010 04 05 09 03 00 000  -12.00 -1179.00
2010 04 05 09 04 00 000  -12.00 -1518.00
2010 04 05 09 05 00 000  -11.00 -1281.00
2010 04 05 09 06 00 000  -11.00 -1235.00
2010 04 05 09 07 00 000  -11.00 -1277.00
2010 04 05 09 08 00 000  -12.00 -1116.00
2010 04 05 09 09 00 000  -12.00 -1043.00
2010 04 05 09 10 00 000  -13.00 -1056.00
2010 04 05 09 11 00 000  -14.00  -975.00
2010 04 05 09 12 00 000  -13.00  -985.00
2010 04 05 09 13 00 000  -13.00 -1004.00
2010 04 05 09 14 00 000  -14.00 -1157.00
2010 04 05 09 15 00 000  -15.00 -1239.00
2010 04 05 09 16 00 000  -16.00 -1336.00
2010 04 05 09 17 00 000  -15.00 -1396.00
2010 04 05 09 18 00 000  -15.00 -1547.00
2010 04 05 09 19 00 000  -15.00 -1843.00
2010 04 05 09 20 00 000  -15.00 -1921.00
2010 04 05 09 21 00 000  -15.00 -1737.00
2010 04 05 09 22 00 000  -14.00 -1561.00
2010 04 05 09 23 00 000  -14.00 -1538.00
2010 04 05 09 24 00 000  -14.00 -1447.00
2010 04 05 09 25 00 000  -13.00 -1371.00
2010 04 05 09 26 00 000  -14.00 -1682.00
2010 04 05 09 27 00 000  -15.00 -1853.00
2010 04 05 09 28 00 000  -16.00 -2028.00
2010 04 05 09 29 00 000  -17.00 -2152.00
2010 04 05 09 30 00 000  -18.00 -2103.00
2010 04 05 09 31 00 000  -17.00 -2060.00
2010 04 05 09 32 00 000  -18.00 -2080.00
2010 04 05 09 33 00 000  -19.00 -2014.00
2010 04 05 09 34 00 000  -20.00 -1906.00
2010 04 05 09 35 00 000  -20.00 -1700.00
2010 04 05 09 36 00 000  -20.00 -1574.00
2010 04 05 09 37 00 000  -21.00 -1463.00
2010 04 05 09 38 00 000  -19.00 -1380.00
2010 04 05 09 39 00 000  -21.00 -1354.00
2010 04 05 09 40 00 000  -23.00 -1170.00
2010 04 05 09 41 00 000  -23.00  -967.00
2010 04 05 09 42 00 000  -23.00  -872.00
2010 04 05 09 43 00 000  -23.00  -889.00
2010 04 05 09 44 00 000  -25.00  -805.00
2010 04 05 09 45 00 000  -26.00  -735.00
2010 04 05 09 46 00 000  -27.00  -664.00
2010 04 05 09 47 00 000  -28.00  -603.00
2010 04 05 09 48 00 000  -30.00  -578.00
2010 04 05 09 49 00 000  -30.00  -564.00
2010 04 05 09 50 00 000  -29.00  -530.00
2010 04 05 09 51 00 000  -28.00  -520.00
2010 04 05 09 52 00 000  -29.00  -556.00
2010 04 05 09 53 00 000  -29.00  -648.00
2010 04 05 09 54 00 000  -24.00  -692.00
2010 04 05 09 55 00 000  -22.00  -651.00
2010 04 05 09 56 00 000  -24.00  -606.00
2010 04 05 09 57 00 000  -25.00  -588.00
2010 04 05 09 58 00 000  -26.00  -574.00
2010 04 05 09 59 00 000  -24.00  -544.00
2010 04 05 10 00 00 000  -23.00  -591.00
2010 04 05 10 01 00 000  -23.00  -656.00
2010 04 05 10 02 00 000  -23.00  -653.00
2010 04 05 10 03 00 000  -21.00  -652.00
2010 04 05 10 04 00 000  -22.00  -720.00
2010 04 05 10 05 00 000  -24.00  -732.00
2010 04 05 10 06 00 000  -25.00  -696.00
2010 04 05 10 07 00 000  -25.00  -695.00
2010 04 05 10 08 00 000  -25.00  -710.00
2010 04 05 10 09 00 000  -26.00  -711.00
2010 04 05 10 10 00 000  -28.00  -692.00
2010 04 05 10 11 00 000  -29.00  -677.00
2010 04 05 10 12 00 000  -29.00  -727.00
2010 04 05 10 13 00 000  -32.00  -761.00
2010 04 05 10 14 00 000  -32.00  -835.00
2010 04 05 10 15 00 000  -33.00  -922.00
2010 04 05 10 16 00 000  -34.00  -953.00
2010 04 05 10 17 00 000  -34.00  -919.00
2010 04 05 10 18 00 000  -35.00  -862.00
2010 04 05 10 19 00 000  -36.00  -860.00
2010 04 05 10 20 00 000  -36.00  -929.00
2010 04 05 10 21 00 000  -37.00  -953.00
2010 04 05 10 22 00 000  -38.00  -883.00
2010 04 05 10 23 00 000  -40.00  -792.00
2010 04 05 10 24 00 000  -41.00  -723.00
2010 04 05 10 25 00 000  -41.00  -667.00
2010 04 05 10 26 00 000  -41.00  -673.00
2010 04 05 10 27 00 000  -43.00  -697.00
2010 04 05 10 28 00 000  -44.00  -694.00
2010 04 05 10 29 00 000  -45.00  -650.00
2010 04 05 10 30 00 000  -45.00  -633.00
2010 04 05 10 31 00 000  -45.00  -631.00
2010 04 05 10 32 00 000  -45.00  -644.00
2010 04 05 10 33 00 000  -46.00  -661.00
2010 04 05 10 34 00 000  -47.00  -678.00
2010 04 05 10 35 00 000  -47.00  -683.00
2010 04 05 10 36 00 000  -47.00  -668.00
2010 04 05 10 37 00 000  -46.00  -690.00
2010 04 05 10 38 00 000  -46.00  -697.00
2010 04 05 10 39 00 000  -47.00  -683.00
2010 04 05 10 40 00 000  -47.00  -653.00
2010 04 05 10 41 00 000  -48.00  -660.00
2010 04 05 10 42 00 000  -49.00  -655.00
2010 04 05 10 43 00 000  -48.00  -627.00
2010 04 05 10 44 00 000  -48.00  -595.00
2010 04 05 10 45 00 000  -47.00  -575.00
2010 04 05 10 46 00 000  -49.00  -544.00
2010 04 05 10 47 00 000  -49.00  -487.00
2010 04 05 10 48 00 000  -48.00  -431.00
2010 04 05 10 49 00 000  -47.00  -382.00
2010 04 05 10 50 00 000  -48.00  -350.00
2010 04 05 10 51 00 000  -49.00  -325.00
2010 04 05 10 52 00 000  -49.00  -294.00
2010 04 05 10 53 00 000  -48.00  -271.00
2010 04 05 10 54 00 000  -48.00  -260.00
2010 04 05 10 55 00 000  -47.00  -286.00
2010 04 05 10 56 00 000  -46.00  -296.00
2010 04 05 10 57 00 000  -44.00  -310.00
2010 04 05 10 58 00 000  -43.00  -314.00
2010 04 05 10 59 00 000  -42.00  -311.00
2010 04 05 11 00 00 000  -42.00  -370.00
2010 04 05 11 01 00 000  -42.00  -398.00
2010 04 05 11 02 00 000  -42.00  -312.00
2010 04 05 11 03 00 000  -43.00  -298.00
2010 04 05 11 04 00 000  -44.00  -322.00
2010 04 05 11 05 00 000  -43.00  -262.00
2010 04 05 11 06 00 000  -43.00  -245.00
2010 04 05 11 07 00 000  -43.00  -240.00
2010 04 05 11 08 00 000  -43.00  -260.00
2010 04 05 11 09 00 000  -43.00  -250.00
2010 04 05 11 10 00 000  -43.00  -250.00
2010 04 05 11 11 00 000  -42.00  -223.00
2010 04 05 11 12 00 000  -42.00  -204.00
2010 04 05 11 13 00 000  -43.00  -192.00
2010 04 05 11 14 00 000  -43.00  -185.00
2010 04 05 11 15 00 000  -42.00  -168.00
2010 04 05 11 16 00 000  -42.00  -169.00
2010 04 05 11 17 00 000  -42.00  -176.00
2010 04 05 11 18 00 000  -42.00  -162.00
2010 04 05 11 19 00 000  -42.00  -158.00
2010 04 05 11 20 00 000  -41.00  -148.00
2010 04 05 11 21 00 000  -42.00  -151.00
2010 04 05 11 22 00 000  -42.00  -135.00
2010 04 05 11 23 00 000  -41.00  -114.00
2010 04 05 11 24 00 000  -39.00  -103.00
2010 04 05 11 25 00 000  -40.00   -94.00
2010 04 05 11 26 00 000  -43.00   -90.00
2010 04 05 11 27 00 000  -43.00   -66.00
2010 04 05 11 28 00 000  -43.00   -66.00
2010 04 05 11 29 00 000  -43.00   -82.00
2010 04 05 11 30 00 000  -42.00   -90.00
2010 04 05 11 31 00 000  -41.00  -101.00
2010 04 05 11 32 00 000  -40.00  -121.00
2010 04 05 11 33 00 000  -42.00   -95.00
2010 04 05 11 34 00 000  -45.00   -62.00
2010 04 05 11 35 00 000  -46.00   -59.00
2010 04 05 11 36 00 000  -36.00   -73.00
2010 04 05 11 37 00 000  -35.00   -45.00
2010 04 05 11 38 00 000  -36.00   -45.00
2010 04 05 11 39 00 000  -36.00   -26.00
2010 04 05 11 40 00 000  -35.00   -19.00
2010 04 05 11 41 00 000  -34.00   -38.00
2010 04 05 11 42 00 000  -34.00   -40.00
2010 04 05 11 43 00 000  -34.00   -38.00
2010 04 05 11 44 00 000  -34.00   -45.00
2010 04 05 11 45 00 000  -34.00   -35.00
2010 04 05 11 46 00 000  -34.00   -29.00
2010 04 05 11 47 00 000  -33.00   -44.00
2010 04 05 11 48 00 000  -30.00   -21.00
2010 04 05 11 49 00 000  -30.00   -58.00
2010 04 05 11 50 00 000  -28.00   -79.00
2010 04 05 11 51 00 000  -24.00  -120.00
2010 04 05 11 52 00 000  -23.00   -40.00
2010 04 05 11 53 00 000  -24.00   -70.00
2010 04 05 11 54 00 000  -26.00   -35.00
2010 04 05 11 55 00 000  -23.00   -56.00
2010 04 05 11 56 00 000  -16.00   -52.00
2010 04 05 11 57 00 000  -12.00   -83.00
2010 04 05 11 58 00 000  -11.00   -49.00
2010 04 05 11 59 00 000  -12.00  -152.00
2010 04 05 12 00 00 000  -12.00    -1.00
2010 04 05 12 01 00 000  -12.00     1.00
2010 04 05 12 02 00 000  -13.00   -18.00
2010 04 05 12 03 00 000  -14.00   -24.00
2010 04 05 12 04 00 000  -14.00    -7.00
2010 04 05 12 05 00 000  -13.00    -4.00
2010 04 05 12 06 00 000  -11.00   -22.00
2010 04 05 12 07 00 000  -11.00   -28.00
2010 04 05 12 08 00 000  -12.00   -26.00
2010 04 05 12 09 00 000  -11.00   -26.00
2010 04 05 12 10 00 000  -10.00   -55.00
2010 04 05 12 11 00 000  -11.00   -67.00
2010 04 05 12 12 00 000  -12.00   -34.00
2010 04 05 12 13 00 000  -12.00   -58.00
2010 04 05 12 14 00 000  -12.00   -56.00
2010 04 05 12 15 00 000  -12.00   -97.00
2010 04 05 12 16 00 000  -13.00  -117.00
2010 04 05 12 17 00 000  -14.00  -141.00
2010 04 05 12 18 00 000  -13.00  -123.00
2010 04 05 12 19 00 000  -11.00  -151.00
2010 04 05 12 20 00 000   -9.00  -147.00
2010 04 05 12 21 00 000   -8.00  -155.00
2010 04 05 12 22 00 000   -8.00  -140.00
2010 04 05 12 23 00 000   -9.00  -126.00
2010 04 05 12 24 00 000   -8.00  -115.00
2010 04 05 12 25 00 000   -6.00  -101.00
2010 04 05 12 26 00 000   -6.00   -82.00
2010 04 05 12 27 00 000   -6.00   -63.00
2010 04 05 12 28 00 000   -7.00   -65.00
2010 04 05 12 29 00 000  -12.00   -76.00
2010 04 05 12 30 00 000  -18.00   -62.00
2010 04 05 12 31 00 000  -19.00   -51.00
2010 04 05 12 32 00 000  -16.00   -50.00
2010 04 05 12 33 00 000  -16.00   -44.00
2010 04 05 12 34 00 000  -19.00   -46.00
2010 04 05 12 35 00 000  -20.00   -64.00
2010 04 05 12 36 00 000  -13.00   -43.00
2010 04 05 12 37 00 000  -16.00   -75.00
2010 04 05 12 38 00 000  -22.00   -98.00
2010 04 05 12 39 00 000  -22.00  -121.00
2010 04 05 12 40 00 000  -20.00  -143.00
2010 04 05 12 41 00 000  -21.00   -94.00
2010 04 05 12 42 00 000  -27.00   -54.00
2010 04 05 12 43 00 000  -29.00   -69.00
2010 04 05 12 44 00 000  -27.00   -87.00
2010 04 05 12 45 00 000  -25.00   -97.00
2010 04 05 12 46 00 000  -25.00  -125.00
2010 04 05 12 47 00 000  -22.00  -184.00
2010 04 05 12 48 00 000  -18.00  -229.00
2010 04 05 12 49 00 000  -17.00  -180.00
2010 04 05 12 50 00 000  -20.00  -216.00
2010 04 05 12 51 00 000  -25.00  -232.00
2010 04 05 12 52 00 000  -26.00  -246.00
2010 04 05 12 53 00 000  -24.00  -299.00
2010 04 05 12 54 00 000  -21.00  -279.00
2010 04 05 12 55 00 000  -21.00  -178.00
2010 04 05 12 56 00 000  -23.00  -185.00
2010 04 05 12 57 00 000  -25.00  -182.00
2010 04 05 12 58 00 000  -25.00  -177.00
2010 04 05 12 59 00 000  -22.00  -270.00
2010 04 05 13 00 00 000  -21.00  -259.00
2010 04 05 13 01 00 000  -21.00  -191.00
2010 04 05 13 02 00 000  -19.00  -185.00
2010 04 05 13 03 00 000  -19.00  -191.00
2010 04 05 13 04 00 000  -21.00  -204.00
2010 04 05 13 05 00 000  -23.00  -214.00
2010 04 05 13 06 00 000  -27.00  -212.00
2010 04 05 13 07 00 000  -23.00  -202.00
2010 04 05 13 08 00 000  -15.00  -182.00
2010 04 05 13 09 00 000  -18.00  -201.00
2010 04 05 13 10 00 000  -21.00  -238.00
2010 04 05 13 11 00 000  -18.00  -344.00
2010 04 05 13 12 00 000  -14.00  -442.00
2010 04 05 13 13 00 000  -17.00  -455.00
2010 04 05 13 14 00 000  -24.00  -591.00
2010 04 05 13 15 00 000  -26.00  -536.00
2010 04 05 13 16 00 000  -24.00  -582.00
2010 04 05 13 17 00 000  -28.00  -685.00
2010 04 05 13 18 00 000  -29.00  -677.00
2010 04 05 13 19 00 000  -31.00  -653.00
2010 04 05 13 20 00 000  -26.00  -713.00
2010 04 05 13 21 00 000  -27.00  -770.00
2010 04 05 13 22 00 000  -34.00  -922.00
2010 04 05 13 23 00 000  -35.00  -939.00
2010 04 05 13 24 00 000  -34.00  -839.00
2010 04 05 13 25 00 000  -34.00  -805.00
2010 04 05 13 26 00 000  -35.00  -934.00
2010 04 05 13 27 00 000  -35.00  -950.00
2010 04 05 13 28 00 000  -32.00  -956.00
