Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
 2010  4  4 19 45 28 881       5.47       1.76      -1.97    -482.87     -20.70     -19.48       3.36    132482.24
 2010  4  4 19 46 38 750       5.43       1.95      -1.69    -481.13     -12.50     -11.52       3.39    131802.65
 2010  4  4 19 48  0 535       5.41       1.51      -2.20    -477.33     -14.93      -4.92       3.79    124304.56
 2010  4  4 19 48 56 233       5.55       2.56      -1.04    -478.08     -12.82      -2.53       3.53    127949.00
 2010  4  4 19 49 47 647       5.62       2.24      -1.16    -479.57      -9.28      -2.48       3.55    125214.39
 2010  4  4 19 50 54 447       5.60       1.62      -1.58    -478.39      -8.22       3.77       3.49    116274.82
 2010  4  4 19 52 12  57       5.77       1.37      -1.70    -475.35     -15.32      -0.13       3.89    114489.59
 2010  4  4 19 53  8 929       6.00       0.94      -1.32    -475.89     -19.63       2.04       3.72    119437.96
 2010  4  4 19 54 23 205       6.08       0.57      -1.04    -473.44     -20.74       2.79       3.92    113057.63
 2010  4  4 19 55 28 583       5.88      -0.55      -1.70    -472.53     -26.85       4.55       3.98    119282.70
 2010  4  4 19 56 34 698       6.06       0.27      -0.82    -471.50     -23.87       6.72       4.05    110164.99
 2010  4  4 19 57 42 639       6.12      -0.01      -0.40    -470.16     -20.39       8.83       4.02    108359.07
 2010  4  4 19 58 40 180       6.29       0.14       0.16    -470.57     -19.94      10.68       4.07    111216.62
 2010  4  4 19 59 20 134       5.42       0.85       2.82    -473.97     -15.00      18.90       3.94    108713.90
 2010  4  4 20  0 13   2       5.92       0.30       1.30    -475.19     -11.77      26.13       3.86    110615.08
 2010  4  4 20  1 28 606       6.07       0.28       0.95    -472.53     -17.34      21.56       4.23    114969.08
 2010  4  4 20  2 30 508       6.03       0.24       0.52    -472.21     -19.49      18.63       4.44    106528.65
 2010  4  4 20  3 40 317       6.14      -0.06       0.48    -470.55     -17.84      20.03       4.50     95336.83
 2010  4  4 20  4 47 153       6.05      -0.88      -0.50    -469.41     -24.23      14.44       3.97    107299.81
 2010  4  4 20  5 53 230       6.22      -0.11      -0.16    -468.39     -26.33      14.41       4.44     93277.77
 2010  4  4 20  6 43 790       6.19      -0.74      -0.47    -469.97     -26.74       9.17       3.92    100412.52
 2010  4  4 20  7 59 448       6.10      -0.62      -0.18    -467.36     -24.58      15.73       4.26     96676.80
 2010  4  4 20  8 51 736       5.94      -0.96      -1.31    -468.64     -25.67       9.37       4.01    105066.98
 2010  4  4 20  9 41 692       5.92       0.57      -1.68    -470.32     -27.09       1.72       3.71    114647.53
 2010  4  4 20 10 41 900       5.81      -0.24      -1.37    -470.29     -27.95       1.88       3.82    110779.11
 2010  4  4 20 11 33 484       5.75       0.39      -2.01    -471.70     -24.46      -1.59       3.83    104573.72
 2010  4  4 20 12 46 502       6.11       0.60      -0.08    -469.51     -19.16       6.35       4.29     94745.62
 2010  4  4 20 13 42 580       6.03       0.67      -1.10    -470.17     -17.40       6.06       4.14    102772.68
 2010  4  4 20 13 45 918       4.88      -0.59      -3.66    -479.87     -28.55     -13.81       3.64    114835.52
 2010  4  4 20 14 34 260       5.62       0.26      -2.37    -481.92     -34.82     -21.16       3.40    119849.04
 2010  4  4 20 16 16 666       5.54       1.45      -2.02    -474.56     -23.62     -11.84       3.39    118481.05
 2010  4  4 20 17 23  35       5.79       1.95      -0.70    -473.47     -10.68      -6.28       3.54    109224.48
 2010  4  4 20 18 24 270       5.66       2.53      -0.12    -473.26      -4.22       3.97       3.71    101958.41
 2010  4  4 20 19 26 831       5.44       2.44       1.51    -472.83      -3.64       5.75       3.80     98799.62
 2010  4  4 20 20 20 785       5.09       2.88       1.73    -473.86      -3.44      12.30       3.63    101257.84
 2010  4  4 20 20 49 935       5.26       2.61       1.78    -479.17       9.91      13.17       3.60    107039.82
 2010  4  4 20 21 27 830       3.82       0.84       4.63    -483.06      -8.77      36.06       3.56    133145.48
 2010  4  4 20 22 13 919       3.72       1.96       3.82    -485.53      -2.47      37.35       3.67    130428.83
 2010  4  4 20 23 42 694       4.68       1.39       3.63    -480.44      -5.51      33.87       3.87    112225.17
 2010  4  4 20 24 42 483       4.18       1.69       4.08    -480.48      -6.83      33.63       3.81    116602.58
 2010  4  4 20 25 20 261       3.65       0.57       4.87    -484.40      -4.70      36.55       3.73    107835.97
 2010  4  4 20 26  0 542       3.79       0.65       4.86    -487.94      -6.29      39.52       3.56    112049.30
 2010  4  4 20 27  2  10       3.79      -0.40       5.05    -487.67     -11.11      40.36       3.69    115957.70
 2010  4  4 20 27 57 353       3.53      -1.02       5.18    -488.51     -16.32      43.74       3.81    117347.74
 2010  4  4 20 28 13 694       2.33      -0.09       5.73    -496.55     -13.24      46.43       3.69    132777.79
 2010  4  4 20 28 30 407       2.13      -0.54       5.79    -504.79      -9.65      47.75       3.37    134076.05
 2010  4  4 20 29 37  49       2.36      -0.96       5.58    -503.50     -11.80      47.17       3.48    111783.02
 2010  4  4 20 31 13 176       3.08      -1.04       5.41    -496.65     -13.83      44.35       4.00    101299.57
 2010  4  4 20 32 37 196       3.00      -1.93       5.15    -492.19     -17.50      44.98       3.94    103222.06
