MAG 16-second Averaged Interplanetary Magnetic Field Data, GSE
year doy hr min sec Bx By Bz 
2017 249  0  0  0.741   -3.135   -1.763    1.669
2017 249  0  0 16.741   -3.153   -1.778    1.649
2017 249  0  0 32.741   -3.207   -1.777    1.545
2017 249  0  0 48.741   -3.224   -1.804    1.518
2017 249  0  1  4.741   -3.200   -1.820    1.565
2017 249  0  1 20.741   -3.191   -1.859    1.593
2017 249  0  1 36.741   -3.203   -1.803    1.595
2017 249  0  1 52.741   -3.177   -1.817    1.592
2017 249  0  2  8.741   -3.233   -1.814    1.603
2017 249  0  2 24.741   -3.240   -1.777    1.622
2017 249  0  2 40.741   -3.301   -1.765    1.661
2017 249  0  2 56.741   -3.199   -1.756    1.645
2017 249  0  3 12.741   -3.163   -1.753    1.609
2017 249  0  3 28.741   -3.195   -1.738    1.630
2017 249  0  3 44.741   -3.260   -1.726    1.701
2017 249  0  4  0.741   -3.174   -1.759    1.626
2017 249  0  4 16.741   -3.151   -1.708    1.617
2017 249  0  4 32.741   -3.170   -1.745    1.644
2017 249  0  4 48.741   -3.269   -1.849    1.710
2017 249  0  5  4.741   -3.274   -1.890    1.745
2017 249  0  5 20.741   -3.200   -1.995    1.696
2017 249  0  5 36.741   -3.143   -2.036    1.700
2017 249  0  5 52.741   -3.144   -2.178    1.659
2017 249  0  6  8.741   -2.910   -2.547    1.685
2017 249  0  6 24.741   -2.988   -2.459    1.756
2017 249  0  6 40.741   -2.871   -2.372    1.872
2017 249  0  6 56.741   -2.834   -2.307    1.958
2017 249  0  7 12.741   -2.885   -2.263    1.969
2017 249  0  7 28.741   -2.976   -2.195    1.937
2017 249  0  7 44.741   -3.092   -2.220    1.838
2017 249  0  8  0.740   -3.136   -2.221    1.739
2017 249  0  8 16.740   -3.097   -2.391    1.570
2017 249  0  8 32.740   -3.017   -2.434    1.496
2017 249  0  8 48.740   -3.063   -2.440    1.456
2017 249  0  9  4.740   -3.146   -2.280    1.527
2017 249  0  9 20.740   -3.266   -2.157    1.657
2017 249  0  9 36.740   -3.397   -1.944    1.674
2017 249  0  9 52.740   -3.403   -2.064    1.696
2017 249  0 10  8.740   -3.343   -2.025    1.682
2017 249  0 10 24.740   -3.252   -1.967    1.741
2017 249  0 10 40.740   -3.701   -1.670    1.966
2017 249  0 10 56.740   -3.788   -1.474    1.944
2017 249  0 11 12.740   -3.813   -1.240    1.936
2017 249  0 11 28.740   -3.942   -1.301    1.967
2017 249  0 11 44.740   -3.944   -1.311    1.985
2017 249  0 12  0.740   -3.880   -1.228    2.041
2017 249  0 12 16.740   -3.968   -1.198    2.044
2017 249  0 12 32.740   -4.001   -1.035    2.091
2017 249  0 12 48.740   -4.021   -0.882    2.089
2017 249  0 13  4.740   -4.041   -1.004    2.068
2017 249  0 13 20.740   -3.961   -1.203    2.074
2017 249  0 13 36.740   -3.916   -1.338    2.060
2017 249  0 13 52.740   -3.903   -1.436    1.968
2017 249  0 14  8.740   -3.807   -1.585    2.014
2017 249  0 14 24.740   -3.789   -1.481    2.133
2017 249  0 14 40.740   -3.768   -1.428    2.217
2017 249  0 14 56.740   -3.809   -1.194    2.348
2017 249  0 15 12.740   -3.732   -0.952    2.451
2017 249  0 15 28.740   -3.775   -0.922    2.473
2017 249  0 15 44.740   -3.992   -0.323    2.389
2017 249  0 16  0.740   -4.006   -0.243    2.434
2017 249  0 16 16.740   -4.093   -0.045    2.358
2017 249  0 16 32.739   -4.194    0.273    2.346
2017 249  0 16 48.739   -4.212    0.437    2.298
2017 249  0 17  4.739   -4.199    0.468    2.264
2017 249  0 17 20.739   -4.150    0.482    2.188
2017 249  0 17 36.739   -4.262    0.479    2.058
2017 249  0 17 52.739   -4.261    0.358    2.109
2017 249  0 18  8.739   -4.279    0.078    2.286
2017 249  0 18 24.739   -4.224   -0.114    2.398
2017 249  0 18 40.739   -4.141   -0.398    2.505
2017 249  0 18 56.739   -4.213    0.145    2.516
2017 249  0 19 12.739   -4.000   -0.513    2.364
2017 249  0 19 28.739   -3.930   -0.829    2.275
2017 249  0 19 44.739   -3.620   -1.340    2.159
2017 249  0 20  0.739   -3.740   -1.523    1.936
2017 249  0 20 16.739   -3.740   -1.571    1.742
2017 249  0 20 32.739   -3.450   -1.411    1.710
2017 249  0 20 48.739   -3.285   -1.733    1.637
2017 249  0 21  4.739   -3.367   -1.604    1.770
2017 249  0 21 20.739   -3.381   -1.507    1.873
2017 249  0 21 36.739   -3.373   -1.429    1.872
2017 249  0 21 52.739   -3.255   -1.400    1.920
2017 249  0 22  8.739   -3.157   -1.792    1.882
2017 249  0 22 24.739   -3.247   -1.853    1.867
2017 249  0 22 40.739   -3.294   -1.695    1.855
2017 249  0 22 56.739   -3.362   -1.116    1.999
2017 249  0 23 12.739   -3.285   -1.480    1.973
2017 249  0 23 28.739   -3.303   -1.517    1.812
2017 249  0 23 44.739   -3.282   -1.685    1.666
2017 249  0 24  0.739   -3.157   -1.962    1.739
2017 249  0 24 16.739   -3.270   -2.146    1.828
2017 249  0 24 32.739   -2.951   -2.272    1.638
2017 249  0 24 48.739   -2.980   -2.256    1.525
2017 249  0 25  4.739   -2.976   -2.318    1.496
2017 249  0 25 20.738   -2.852   -2.260    1.589
2017 249  0 25 36.738   -2.759   -2.231    1.582
2017 249  0 25 52.738   -2.779   -2.218    1.582
2017 249  0 26  8.738   -2.743   -2.160    1.580
2017 249  0 26 24.738   -2.675   -2.197    1.639
2017 249  0 26 40.738   -2.677   -2.157    1.627
2017 249  0 26 56.738   -2.811   -2.185    1.610
2017 249  0 27 12.738   -2.995   -2.198    1.487
2017 249  0 27 28.738   -2.900   -2.196    1.514
2017 249  0 27 44.738   -2.894   -2.157    1.660
2017 249  0 28  0.738   -3.045   -2.177    1.677
2017 249  0 28 16.738   -2.951   -2.119    1.692
2017 249  0 28 32.738   -2.934   -2.089    1.758
2017 249  0 28 48.738   -2.872   -2.127    1.785
2017 249  0 29  4.738   -2.996   -2.167    1.600
2017 249  0 29 20.738   -2.736   -0.178    1.686
2017 249  0 29 36.738   -2.319    1.136    1.366
2017 249  0 29 52.738   -2.379    1.225    1.335
2017 249  0 30  8.738   -2.570    0.925    1.256
2017 249  0 30 24.738   -2.682    0.585    1.181
2017 249  0 30 40.738   -2.781    0.781    1.305
2017 249  0 30 56.738   -2.805    0.637    1.412
2017 249  0 31 12.738   -2.891    0.358    1.602
2017 249  0 31 28.738   -2.991    0.188    1.765
2017 249  0 31 44.738   -3.062   -0.009    1.753
2017 249  0 32  0.738   -2.992   -0.090    1.857
2017 249  0 32 16.738   -2.962   -0.394    1.830
2017 249  0 32 32.738   -2.991   -0.941    1.680
2017 249  0 32 48.738   -3.002   -1.463    1.666
2017 249  0 33  4.738   -2.905   -1.482    1.624
2017 249  0 33 20.738   -2.921   -1.366    1.632
2017 249  0 33 36.738   -2.980   -1.414    1.728
2017 249  0 33 52.738   -2.947   -1.283    1.706
2017 249  0 34  8.737   -3.068   -1.451    1.800
2017 249  0 34 24.737   -3.220   -1.601    1.895
2017 249  0 34 40.737   -3.247   -1.516    1.940
2017 249  0 34 56.737   -3.257   -1.550    1.927
2017 249  0 35 12.737   -3.163   -1.599    2.032
2017 249  0 35 28.737   -3.126   -1.767    2.097
2017 249  0 35 44.737   -3.045   -1.774    2.184
2017 249  0 36  0.737   -3.088   -1.730    2.177
2017 249  0 36 16.737   -3.156   -1.575    2.123
2017 249  0 36 32.737   -3.162   -1.527    2.118
2017 249  0 36 48.737   -3.151   -1.558    2.116
2017 249  0 37  4.737   -3.070   -1.507    2.118
2017 249  0 37 20.737   -3.067   -1.452    2.124
2017 249  0 37 36.737   -3.122   -1.414    2.069
2017 249  0 37 52.737   -3.087   -1.368    1.837
2017 249  0 38  8.737   -3.018   -1.355    1.918
2017 249  0 38 24.737   -3.083   -1.263    1.984
2017 249  0 38 40.737   -3.087   -1.182    1.949
2017 249  0 38 56.737   -3.193   -1.249    1.930
2017 249  0 39 12.737   -3.292   -1.275    1.989
2017 249  0 39 28.737   -3.212   -1.189    2.066
2017 249  0 39 44.737   -3.278   -1.258    2.081
2017 249  0 40  0.737   -3.258   -1.146    2.131
2017 249  0 40 16.737   -3.100   -0.882    2.219
2017 249  0 40 32.737   -3.208   -1.163    2.001
2017 249  0 40 48.737   -3.116   -0.978    2.020
2017 249  0 41  4.737   -3.238   -0.980    1.977
2017 249  0 41 20.737   -3.088   -0.962    1.926
2017 249  0 41 36.737   -3.086   -0.945    1.898
2017 249  0 41 52.737   -3.299   -0.789    2.098
2017 249  0 42  8.737   -3.248   -0.724    2.033
2017 249  0 42 24.737   -3.207   -0.760    1.961
2017 249  0 42 40.737   -3.300   -0.739    1.976
2017 249  0 42 56.736   -3.260   -0.713    2.055
2017 249  0 43 12.736   -3.172   -0.792    2.150
2017 249  0 43 28.736   -3.126   -0.833    2.114
2017 249  0 43 44.736   -3.059   -0.851    2.020
2017 249  0 44  0.736   -3.093   -0.873    2.036
2017 249  0 44 16.736   -3.132   -0.926    2.099
2017 249  0 44 32.736   -3.100   -0.856    2.126
2017 249  0 44 48.736   -2.983   -0.884    2.109
2017 249  0 45  4.736   -3.053   -0.887    2.116
2017 249  0 45 20.736   -2.978   -0.844    2.179
2017 249  0 45 36.736   -2.990   -0.844    2.200
2017 249  0 45 52.736   -3.028   -0.944    2.165
2017 249  0 46  8.736   -2.952   -0.924    2.175
2017 249  0 46 24.736   -3.013   -0.863    2.238
2017 249  0 46 40.736   -3.047   -0.766    2.237
2017 249  0 46 56.736   -3.045   -0.745    2.305
2017 249  0 47 12.736   -3.064   -0.752    2.285
2017 249  0 47 28.736   -3.151   -0.776    2.209
2017 249  0 47 44.736   -3.115   -0.834    2.287
2017 249  0 48  0.736   -3.076   -0.917    2.252
2017 249  0 48 16.736   -3.026   -0.983    2.338
2017 249  0 48 32.736   -3.033   -0.997    2.267
2017 249  0 48 48.736   -3.118   -0.951    2.163
2017 249  0 49  4.736   -3.196   -0.730    2.091
2017 249  0 49 20.736   -3.009   -0.904    2.144
2017 249  0 49 36.736   -2.897   -0.833    2.022
2017 249  0 49 52.736   -2.746   -0.445    1.966
2017 249  0 50  8.736   -2.853   -1.107    2.066
2017 249  0 50 24.736   -2.662   -1.019    2.069
2017 249  0 50 40.736   -2.861   -0.888    2.136
2017 249  0 50 56.736   -3.055   -0.667    2.121
2017 249  0 51 12.736   -3.218   -0.358    2.295
2017 249  0 51 28.736   -3.056   -0.519    2.466
2017 249  0 51 44.735   -3.061   -0.765    2.281
2017 249  0 52  0.735   -3.076   -0.765    2.249
2017 249  0 52 16.735   -3.270   -0.189    2.086
2017 249  0 52 32.735   -3.371   -0.125    2.246
2017 249  0 52 48.735   -3.367   -0.133    2.172
2017 249  0 53  4.735   -3.298   -0.361    2.209
2017 249  0 53 20.735   -2.892   -1.267    2.821
2017 249  0 53 36.735   -2.832   -1.355    2.816
2017 249  0 53 52.735   -2.670   -1.480    2.833
2017 249  0 54  8.735   -2.686   -1.497    2.915
2017 249  0 54 24.735   -2.678   -1.411    2.972
2017 249  0 54 40.735   -2.549   -1.405    2.982
2017 249  0 54 56.735   -2.639   -1.331    2.921
2017 249  0 55 12.735   -2.886   -1.447    2.754
2017 249  0 55 28.735   -2.788   -1.428    2.834
2017 249  0 55 44.735   -2.744   -1.339    3.012
2017 249  0 56  0.735   -2.649   -1.209    2.977
2017 249  0 56 16.735   -2.711   -1.020    3.159
2017 249  0 56 32.735   -2.740   -1.098    3.102
2017 249  0 56 48.735   -2.651   -1.165    3.152
2017 249  0 57  4.735   -2.772   -1.191    2.946
2017 249  0 57 20.735   -2.646   -0.969    3.028
2017 249  0 57 36.735   -2.731   -0.943    2.929
2017 249  0 57 52.735   -2.727   -1.056    2.911
2017 249  0 58  8.735   -2.655   -1.155    2.968
2017 249  0 58 24.735   -2.681   -1.096    2.883
2017 249  0 58 40.735   -2.731   -0.839    2.917
2017 249  0 58 56.735   -2.704   -0.846    2.963
2017 249  0 59 12.735   -2.477   -0.935    3.044
2017 249  0 59 28.735   -2.466   -0.999    3.085
2017 249  0 59 44.735   -2.481   -0.958    3.127
2017 249  1  0  0.735   -2.402   -0.942    3.092
2017 249  1  0 16.735   -2.366   -1.011    3.081
2017 249  1  0 32.734   -2.444   -0.932    3.181
2017 249  1  0 48.734   -2.447   -0.873    3.183
2017 249  1  1  4.734   -2.377   -0.913    3.095
2017 249  1  1 20.734   -2.510   -0.835    3.191
2017 249  1  1 36.734   -2.468   -0.786    3.203
2017 249  1  1 52.734   -2.530   -0.621    3.122
2017 249  1  2  8.734   -2.518   -0.523    3.122
2017 249  1  2 24.734   -2.521   -0.613    3.147
2017 249  1  2 40.734   -2.553   -0.703    3.086
2017 249  1  2 56.734   -2.547   -0.733    3.100
2017 249  1  3 12.734   -2.539   -0.643    3.160
2017 249  1  3 28.734   -2.494   -0.703    3.233
2017 249  1  3 44.734   -2.578   -0.698    3.126
2017 249  1  4  0.734   -2.571   -0.643    3.160
2017 249  1  4 16.734   -2.413   -0.676    3.291
2017 249  1  4 32.734   -2.559   -0.674    3.158
2017 249  1  4 48.734   -2.661   -0.756    3.032
2017 249  1  5  4.734   -2.791   -0.762    3.018
2017 249  1  5 20.734   -2.886   -0.791    2.895
2017 249  1  5 36.734   -2.904   -0.644    2.885
2017 249  1  5 52.734   -3.077   -1.069    2.348
2017 249  1  6  8.734   -3.037   -1.205    2.339
2017 249  1  6 24.734   -2.991   -1.163    2.318
2017 249  1  6 40.734   -3.110   -0.770    2.344
2017 249  1  6 56.734   -3.156   -0.617    2.261
2017 249  1  7 12.734   -3.328   -0.578    2.175
2017 249  1  7 28.734   -3.283   -0.545    2.175
2017 249  1  7 44.734   -3.148   -0.624    2.237
2017 249  1  8  0.734   -3.168   -0.551    2.318
2017 249  1  8 16.734   -3.133   -0.665    2.297
2017 249  1  8 32.734   -2.954   -0.375    2.489
2017 249  1  8 48.734   -2.830   -0.254    2.450
2017 249  1  9  4.733   -3.091   -0.638    2.435
2017 249  1  9 20.733   -3.089   -0.499    2.629
2017 249  1  9 36.733   -3.103   -0.457    2.355
2017 249  1  9 52.733   -3.062   -0.468    2.322
2017 249  1 10  8.733   -3.074   -0.471    2.172
2017 249  1 10 24.733   -3.157   -0.645    2.055
2017 249  1 10 40.733   -2.983   -0.543    2.131
2017 249  1 10 56.733   -3.034   -0.719    2.081
2017 249  1 11 12.733   -3.088   -0.683    2.183
2017 249  1 11 28.733   -3.116   -0.496    2.167
2017 249  1 11 44.733   -3.080   -0.317    2.102
2017 249  1 12  0.733   -3.269   -0.162    2.102
2017 249  1 12 16.733   -2.954    0.518    2.240
2017 249  1 12 32.733   -3.140    0.233    2.263
2017 249  1 12 48.733   -3.389    0.050    2.332
2017 249  1 13  4.733   -3.153    0.135    2.395
2017 249  1 13 20.733   -3.243   -0.195    2.274
2017 249  1 13 36.733   -3.179   -0.316    2.227
2017 249  1 13 52.733   -2.994   -0.103    2.184
2017 249  1 14  8.733   -2.971    0.173    2.373
2017 249  1 14 24.733   -2.974    0.163    2.427
2017 249  1 14 40.733   -2.808    0.930    2.655
2017 249  1 14 56.733   -3.017    0.802    2.555
2017 249  1 15 12.733   -3.142    0.800    2.403
2017 249  1 15 28.733   -3.119    0.948    2.424
2017 249  1 15 44.733   -3.370    0.676    2.137
2017 249  1 16  0.733   -3.422   -1.165    2.285
2017 249  1 16 16.733   -3.293   -1.388    2.364
2017 249  1 16 32.733   -3.458   -1.126    2.456
2017 249  1 16 48.733   -3.654   -0.887    2.471
2017 249  1 17  4.733   -3.669   -0.634    2.553
2017 249  1 17 20.733   -3.519   -0.529    2.706
2017 249  1 17 36.733   -3.511   -0.408    2.660
2017 249  1 17 52.732   -3.652   -0.227    2.640
2017 249  1 18  8.732   -3.705   -0.117    2.521
2017 249  1 18 24.732   -3.726   -0.191    2.440
2017 249  1 18 40.732   -3.816   -0.218    2.302
2017 249  1 18 56.732   -3.748   -0.082    2.240
2017 249  1 19 12.732   -3.814   -0.180    2.115
2017 249  1 19 28.732   -3.845   -0.039    2.261
2017 249  1 19 44.732   -3.796    0.176    2.359
2017 249  1 20  0.732   -3.891    0.087    2.425
2017 249  1 20 16.732   -3.972   -0.061    2.383
2017 249  1 20 32.732   -4.131   -0.324    2.034
2017 249  1 20 48.732   -4.098   -0.296    2.060
2017 249  1 21  4.732   -4.168   -0.322    1.996
2017 249  1 21 20.732   -4.023   -0.313    2.152
2017 249  1 21 36.732   -3.906   -0.323    2.197
2017 249  1 21 52.732   -3.898   -0.410    2.141
2017 249  1 22  8.732   -3.825   -0.272    2.395
2017 249  1 22 24.732   -3.996   -0.381    2.086
2017 249  1 22 40.732   -3.898   -0.301    2.141
2017 249  1 22 56.732   -3.792   -0.334    2.285
2017 249  1 23 12.732   -3.866   -0.279    2.072
2017 249  1 23 28.732   -3.821   -0.355    2.213
2017 249  1 23 44.732   -3.786   -0.451    2.232
2017 249  1 24  0.732   -3.688   -0.568    2.271
2017 249  1 24 16.732   -3.671   -0.482    2.238
2017 249  1 24 32.732   -3.656   -0.422    2.261
2017 249  1 24 48.732   -3.495   -0.378    2.385
2017 249  1 25  4.732   -3.322    0.014    2.469
2017 249  1 25 20.732   -3.424    0.127    2.480
2017 249  1 25 36.732   -3.588    0.071    2.161
2017 249  1 25 52.732   -3.690    0.138    1.968
2017 249  1 26  8.732   -3.633   -0.114    1.961
2017 249  1 26 24.732   -3.548   -0.097    2.053
2017 249  1 26 40.731   -3.509   -0.111    2.131
2017 249  1 26 56.731   -3.606   -0.179    1.899
2017 249  1 27 12.731   -3.315    0.017    2.303
2017 249  1 27 28.731   -3.489   -0.082    2.010
2017 249  1 27 44.731   -3.572   -0.099    1.722
2017 249  1 28  0.731   -3.416    0.030    1.967
2017 249  1 28 16.731   -3.391   -0.276    2.015
2017 249  1 28 32.731   -3.234   -0.248    2.186
2017 249  1 28 48.731   -2.854    0.490    2.570
2017 249  1 29  4.731   -2.607    0.497    2.593
2017 249  1 29 20.731   -2.561    0.536    2.615
2017 249  1 29 36.731   -2.382    0.938    2.613
2017 249  1 29 52.731   -2.476    0.843    2.518
2017 249  1 30  8.731   -2.445    0.789    2.623
2017 249  1 30 24.731   -2.540    0.554    2.460
2017 249  1 30 40.731   -2.649    0.275    2.328
2017 249  1 30 56.731   -2.690    0.128    2.216
2017 249  1 31 12.731   -2.880   -0.041    2.081
2017 249  1 31 28.731   -2.870   -0.185    1.959
2017 249  1 31 44.731   -2.835   -0.313    1.865
2017 249  1 32  0.731   -2.883   -0.440    1.827
2017 249  1 32 16.731   -2.936   -0.517    1.778
2017 249  1 32 32.731   -2.851   -0.338    1.857
2017 249  1 32 48.731   -2.998   -0.277    1.807
2017 249  1 33  4.731   -3.086   -0.075    1.773
2017 249  1 33 20.731   -2.710    0.682    2.229
2017 249  1 33 36.731   -3.438   -0.045    1.822
2017 249  1 33 52.731   -3.387   -0.147    2.071
2017 249  1 34  8.731   -3.350   -0.213    2.175
2017 249  1 34 24.731   -3.326   -0.153    2.144
2017 249  1 34 40.731   -3.526    0.229    2.434
2017 249  1 34 56.731   -3.444    0.660    2.640
2017 249  1 35 12.731   -3.672    0.439    2.612
2017 249  1 35 28.730   -3.336    0.638    3.034
2017 249  1 35 44.730   -3.465    0.557    2.971
2017 249  1 36  0.730   -4.203   -1.032    1.936
2017 249  1 36 16.730   -4.177   -1.085    1.771
2017 249  1 36 32.730   -4.225   -0.857    1.920
2017 249  1 36 48.730   -4.075   -0.846    2.233
2017 249  1 37  4.730   -4.187   -0.651    2.440
2017 249  1 37 20.730   -4.219   -0.632    2.160
2017 249  1 37 36.730   -4.192   -0.754    1.757
2017 249  1 37 52.730   -4.212   -0.863    1.698
2017 249  1 38  8.730   -4.287   -0.939    1.473
2017 249  1 38 24.730   -4.322   -0.880    1.759
2017 249  1 38 40.730   -4.216   -0.824    2.182
2017 249  1 38 56.730   -4.131   -0.903    2.334
2017 249  1 39 12.730   -4.219   -1.153    2.262
