BEGIN METADATA
SWEPAM 64-second Averaged Solar Wind Ion Parameters
Data downloaded from ACE Science Center on Fri Sep 16 13:57:16 2022
SWEPAM Team Software Version: 3.30
SWEPAM Team Time/Date Processed: 
ACE Science Center Level2 Software Version: 1.5
ACE Science Center Processing Date/Time: Thu Feb  3 23:17:45 2022 PST


Note: All timestamps are UT, and refer to the start of the time period.
year,day,hr,min,sec: year, day of year, hour of day, minutes, seconds.
fp_year       : fractional year.
fp_doy        : fractional day-of-year.
ACEepoch      : seconds since Jan 1 00:00:00 UT 1996.
proton_density: Proton Density (cm^-3).
proton_temp   : Radial Component of proton temperature (deg. Kelvin).
He4toprotons  : Ratio of alphas/protons
proton_speed  : Proton Speed (km/s)
x,y,z_dot_GSE : X,Y,Z-component of proton velocity in GSE coordinates (km/s)
r,t,n_dot_RTN : R,T,N-component of proton velocity in RTN coordinates (km/s)
x,y,z_dot_GSM : X,Y,Z-component of proton velocity in GSM coordinates (km/s)
Electron_temp : Electron Temperature (deg. Kelvin).
pos_gse_x,y,z : Components of spacecraft position in GSE (km).
pos_gsm_x,y,z : Components of spacecraft position in GSM (km).
A value of -9999.9 indicates bad or missing data.

More Documentation of the ACE SWEPAM level 2 data is at this web site:
http://www.srl.caltech.edu/ACE/ASC/level2/swepam_l2desc.html

year day hr min sec proton_density proton_temp x_dot_GSE y_dot_GSE z_dot_GSE pos_gse_x pos_gse_y pos_gse_z 
BEGIN DATA
2017 249  0  0  7.000      5.757  6.1547e+04   -463.99      1.43      6.53  1.4277e+06  1.5015e+05 -1.4690e+05
2017 249  0  1 11.000      5.262  6.0803e+04   -463.99      0.99      8.27  1.4277e+06  1.5015e+05 -1.4690e+05
2017 249  0  2 15.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.4277e+06  1.5016e+05 -1.4690e+05
2017 249  0  3 19.000      5.678  5.8327e+04   -463.49      1.83      8.40  1.4277e+06  1.5016e+05 -1.4690e+05
2017 249  0  4 23.000      5.703  5.8476e+04   -463.77      2.70      7.86  1.4277e+06  1.5017e+05 -1.4690e+05
2017 249  0  5 27.000      5.795  5.8374e+04   -463.75      3.18      7.36  1.4277e+06  1.5017e+05 -1.4690e+05
2017 249  0  6 31.000      4.751  5.9436e+04   -465.51      4.26      8.85  1.4277e+06  1.5018e+05 -1.4690e+05
2017 249  0  7 35.000      4.860  5.5432e+04   -463.22      1.48      8.17  1.4277e+06  1.5018e+05 -1.4690e+05
2017 249  0  8 39.000      4.600  6.1145e+04   -463.74      5.43     12.52  1.4277e+06  1.5019e+05 -1.4690e+05
2017 249  0  9 43.000      4.780  6.7083e+04   -461.45      5.95      7.75  1.4277e+06  1.5019e+05 -1.4690e+05
2017 249  0 10 47.000  -9999.900  6.4852e+04   -456.58      2.83      2.85  1.4277e+06  1.5020e+05 -1.4690e+05
2017 249  0 11 51.000  -9999.900  7.2530e+04   -449.36      3.14      0.71  1.4277e+06  1.5020e+05 -1.4690e+05
2017 249  0 12 55.000  -9999.900  7.5665e+04   -447.05      0.19     -1.98  1.4277e+06  1.5021e+05 -1.4690e+05
2017 249  0 13 59.000  -9999.900  6.8689e+04   -450.87      9.11     -1.06  1.4277e+06  1.5021e+05 -1.4691e+05
2017 249  0 15  3.000  -9999.900  8.2751e+04   -453.44      8.22     -4.85  1.4277e+06  1.5022e+05 -1.4691e+05
2017 249  0 16  7.000  -9999.900  8.9938e+04   -453.33     -7.27     -2.73  1.4277e+06  1.5022e+05 -1.4691e+05
2017 249  0 17 11.000  -9999.900  7.9894e+04   -445.48    -15.04     -2.20  1.4277e+06  1.5023e+05 -1.4691e+05
2017 249  0 18 15.000  -9999.900  8.8418e+04   -447.86    -20.88      0.20  1.4277e+06  1.5023e+05 -1.4691e+05
2017 249  0 19 19.000  -9999.900  7.8824e+04   -454.42    -10.07     -5.54  1.4277e+06  1.5024e+05 -1.4691e+05
2017 249  0 20 23.000  -9999.900  8.1303e+04   -458.16     -1.73      4.09  1.4277e+06  1.5024e+05 -1.4691e+05
2017 249  0 21 27.000  -9999.900  7.4886e+04   -464.85     -6.53      6.32  1.4277e+06  1.5025e+05 -1.4691e+05
2017 249  0 22 31.000  -9999.900  6.9395e+04   -463.56     -4.85      6.99  1.4277e+06  1.5025e+05 -1.4691e+05
2017 249  0 23 35.000  -9999.900  6.8656e+04   -463.36     -6.28      4.95  1.4277e+06  1.5026e+05 -1.4691e+05
2017 249  0 24 39.000  -9999.900  7.9964e+04   -463.91      3.26      2.08  1.4277e+06  1.5026e+05 -1.4691e+05
2017 249  0 25 43.000  -9999.900  7.0925e+04   -467.39     -0.57      6.38  1.4277e+06  1.5026e+05 -1.4691e+05
2017 249  0 26 47.000  -9999.900  6.6054e+04   -467.35     -0.43      7.37  1.4277e+06  1.5027e+05 -1.4691e+05
2017 249  0 27 51.000  -9999.900  7.5244e+04   -465.66      1.09      7.15  1.4277e+06  1.5027e+05 -1.4691e+05
2017 249  0 28 55.000  -9999.900  5.5181e+04   -463.82      1.49      3.76  1.4277e+06  1.5028e+05 -1.4691e+05
2017 249  0 29 59.000      5.189  6.6129e+04   -479.42    -11.96     13.52  1.4277e+06  1.5028e+05 -1.4691e+05
2017 249  0 31  3.000      5.131  7.0341e+04   -478.84     -8.23     14.32  1.4277e+06  1.5029e+05 -1.4691e+05
2017 249  0 32  7.000      4.646  8.3895e+04   -479.26     -1.84     13.32  1.4277e+06  1.5029e+05 -1.4691e+05
2017 249  0 33 11.000      4.844  8.5063e+04   -476.97     -4.04     10.99  1.4277e+06  1.5030e+05 -1.4692e+05
2017 249  0 34 15.000      4.668  8.2070e+04   -478.37     -3.69     13.13  1.4277e+06  1.5030e+05 -1.4692e+05
2017 249  0 35 19.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.4277e+06  1.5031e+05 -1.4692e+05
2017 249  0 36 23.000      4.286  8.9155e+04   -476.67     -0.64     11.61  1.4277e+06  1.5031e+05 -1.4692e+05
2017 249  0 37 27.000      4.240  8.9571e+04   -476.12     -0.71     12.63  1.4277e+06  1.5032e+05 -1.4692e+05
2017 249  0 38 31.000      4.297  8.0412e+04   -474.71     -0.04     13.43  1.4277e+06  1.5032e+05 -1.4692e+05
2017 249  0 39 35.000      4.288  8.2256e+04   -473.94      0.14     13.48  1.4277e+06  1.5033e+05 -1.4692e+05
2017 249  0 40 39.000      4.149  8.4396e+04   -473.38     -0.71     11.00  1.4277e+06  1.5033e+05 -1.4692e+05
