
Produced from WI_H0_MFI_19980707.txt
year mo dy hr mn sc msc x y z bx by bz
#START
1998 07 07 00 00 30 000	65.9473	2.24202	-2.18742	-1.31860	-4.43986	0.709741
1998 07 07 00 01 30 000	65.9529	2.24642	-2.18765	-1.31962	-4.41592	0.775403
1998 07 07 00 02 30 000	65.9586	2.25082	-2.18789	-1.37114	-4.44424	0.449124
1998 07 07 00 03 30 000	65.9643	2.25521	-2.18813	-1.24977	-4.40941	0.882564
1998 07 07 00 04 30 000	65.9700	2.25964	-2.18837	-0.901664	-4.48219	1.08941
1998 07 07 00 05 30 000	65.9756	2.26402	-2.18860	-0.956024	-4.50980	1.04745
1998 07 07 00 06 30 000	65.9813	2.26841	-2.18884	-1.00759	-4.56029	0.718291
1998 07 07 00 07 30 000	65.9870	2.27281	-2.18907	-0.975437	-4.53494	0.420071
1998 07 07 00 08 30 000	65.9926	2.27719	-2.18931	-0.823283	-4.53963	0.225047
1998 07 07 00 09 30 000	65.9983	2.28160	-2.18955	-0.862756	-4.54296	0.365234
1998 07 07 00 10 30 000	66.0039	2.28598	-2.18978	-0.760293	-4.57067	0.430643
1998 07 07 00 11 30 000	66.0096	2.29038	-2.19002	-0.402013	-4.64309	0.600306
1998 07 07 00 12 30 000	66.0153	2.29481	-2.19026	-0.399829	-4.61970	0.615224
1998 07 07 00 13 30 000	66.0209	2.29919	-2.19049	-0.441260	-4.63359	0.598353
1998 07 07 00 14 30 000	66.0265	2.30354	-2.19072	-0.448064	-4.63708	0.564870
1998 07 07 00 15 30 000	66.0322	2.30798	-2.19096	-0.390901	-4.63249	0.583015
1998 07 07 00 16 30 000	66.0379	2.31238	-2.19120	-0.390020	-4.63821	0.546289
1998 07 07 00 17 30 000	66.0436	2.31677	-2.19143	-0.261927	-4.65432	0.571560
1998 07 07 00 18 30 000	66.0492	2.32117	-2.19167	0.0168916	-4.66955	0.597925
1998 07 07 00 19 30 000	66.0549	2.32556	-2.19191	0.128231	-4.67086	0.570913
1998 07 07 00 20 30 000	66.0605	2.32996	-2.19214	0.299480	-4.65698	0.651209
