Sym-H and AL  obtained from Kyoto WDC for SWPC Event 7.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
1998 07 07 18 53 00 000   -4.00   -19.00
1998 07 07 18 54 00 000   -4.00   -20.00
1998 07 07 18 55 00 000   -4.00   -22.00
1998 07 07 18 56 00 000   -4.00   -25.00
1998 07 07 18 57 00 000   -5.00   -26.00
1998 07 07 18 58 00 000   -5.00   -26.00
1998 07 07 18 59 00 000   -5.00   -24.00
1998 07 07 19 00 00 000   -6.00   -25.00
1998 07 07 19 01 00 000   -6.00   -26.00
1998 07 07 19 02 00 000   -6.00   -26.00
1998 07 07 19 03 00 000   -6.00   -25.00
1998 07 07 19 04 00 000   -6.00   -26.00
1998 07 07 19 05 00 000   -6.00   -26.00
1998 07 07 19 06 00 000   -6.00   -26.00
1998 07 07 19 07 00 000   -6.00   -27.00
1998 07 07 19 08 00 000   -6.00   -28.00
1998 07 07 19 09 00 000   -5.00   -29.00
1998 07 07 19 10 00 000   -5.00   -28.00
1998 07 07 19 11 00 000   -5.00   -26.00
1998 07 07 19 12 00 000   -4.00   -27.00
1998 07 07 19 13 00 000   -4.00   -27.00
1998 07 07 19 14 00 000   -4.00   -26.00
1998 07 07 19 15 00 000   -4.00   -25.00
1998 07 07 19 16 00 000   -5.00   -25.00
1998 07 07 19 17 00 000   -5.00   -24.00
1998 07 07 19 18 00 000   -5.00   -24.00
1998 07 07 19 19 00 000   -5.00   -24.00
1998 07 07 19 20 00 000   -5.00   -23.00
1998 07 07 19 21 00 000   -5.00   -23.00
1998 07 07 19 22 00 000   -5.00   -23.00
1998 07 07 19 23 00 000   -5.00   -23.00
1998 07 07 19 24 00 000   -5.00   -23.00
1998 07 07 19 25 00 000   -5.00   -24.00
1998 07 07 19 26 00 000   -5.00   -24.00
1998 07 07 19 27 00 000   -5.00   -25.00
1998 07 07 19 28 00 000   -5.00   -26.00
1998 07 07 19 29 00 000   -5.00   -27.00
1998 07 07 19 30 00 000   -5.00   -27.00
1998 07 07 19 31 00 000   -5.00   -27.00
1998 07 07 19 32 00 000   -5.00   -27.00
1998 07 07 19 33 00 000   -5.00   -26.00
1998 07 07 19 34 00 000   -5.00   -25.00
1998 07 07 19 35 00 000   -5.00   -25.00
1998 07 07 19 36 00 000   -6.00   -24.00
1998 07 07 19 37 00 000   -6.00   -25.00
1998 07 07 19 38 00 000   -6.00   -25.00
1998 07 07 19 39 00 000   -6.00   -26.00
1998 07 07 19 40 00 000   -5.00   -26.00
1998 07 07 19 41 00 000   -5.00   -27.00
1998 07 07 19 42 00 000   -5.00   -28.00
1998 07 07 19 43 00 000   -5.00   -29.00
1998 07 07 19 44 00 000   -5.00   -30.00
1998 07 07 19 45 00 000   -5.00   -30.00
1998 07 07 19 46 00 000   -5.00   -30.00
1998 07 07 19 47 00 000   -5.00   -30.00
1998 07 07 19 48 00 000   -5.00   -30.00
1998 07 07 19 49 00 000   -5.00   -30.00
1998 07 07 19 50 00 000   -4.00   -31.00
1998 07 07 19 51 00 000   -5.00   -32.00
1998 07 07 19 52 00 000   -4.00   -32.00
1998 07 07 19 53 00 000   -4.00   -32.00
1998 07 07 19 54 00 000   -4.00   -33.00
1998 07 07 19 55 00 000   -5.00   -33.00
1998 07 07 19 56 00 000   -5.00   -32.00
1998 07 07 19 57 00 000   -5.00   -32.00
1998 07 07 19 58 00 000   -5.00   -32.00
1998 07 07 19 59 00 000   -5.00   -32.00
1998 07 07 20 00 00 000   -5.00   -32.00
1998 07 07 20 01 00 000   -5.00   -33.00
1998 07 07 20 02 00 000   -5.00   -34.00
1998 07 07 20 03 00 000   -5.00   -35.00
1998 07 07 20 04 00 000   -5.00   -33.00
1998 07 07 20 05 00 000   -5.00   -33.00
1998 07 07 20 06 00 000   -5.00   -33.00
1998 07 07 20 07 00 000   -6.00   -32.00
1998 07 07 20 08 00 000   -5.00   -31.00
1998 07 07 20 09 00 000   -5.00   -33.00
1998 07 07 20 10 00 000   -5.00   -33.00
1998 07 07 20 11 00 000   -5.00   -32.00
1998 07 07 20 12 00 000   -5.00   -32.00
1998 07 07 20 13 00 000   -6.00   -31.00
1998 07 07 20 14 00 000   -6.00   -31.00
1998 07 07 20 15 00 000   -6.00   -32.00
1998 07 07 20 16 00 000   -6.00   -32.00
1998 07 07 20 17 00 000   -6.00   -32.00
1998 07 07 20 18 00 000   -6.00   -32.00
1998 07 07 20 19 00 000   -6.00   -32.00
1998 07 07 20 20 00 000   -6.00   -32.00
1998 07 07 20 21 00 000   -6.00   -31.00
1998 07 07 20 22 00 000   -7.00   -31.00
1998 07 07 20 23 00 000   -7.00   -31.00
1998 07 07 20 24 00 000   -7.00   -32.00
1998 07 07 20 25 00 000   -8.00   -32.00
1998 07 07 20 26 00 000   -8.00   -31.00
1998 07 07 20 27 00 000   -9.00   -29.00
1998 07 07 20 28 00 000   -9.00   -28.00
1998 07 07 20 29 00 000   -9.00   -27.00
1998 07 07 20 30 00 000  -10.00   -27.00
1998 07 07 20 31 00 000   -9.00   -29.00
1998 07 07 20 32 00 000   -9.00   -30.00
1998 07 07 20 33 00 000   -9.00   -27.00
1998 07 07 20 34 00 000   -9.00   -27.00
1998 07 07 20 35 00 000   -9.00   -30.00
1998 07 07 20 36 00 000   -8.00   -34.00
1998 07 07 20 37 00 000   -8.00   -36.00
1998 07 07 20 38 00 000   -8.00   -35.00
1998 07 07 20 39 00 000   -8.00   -34.00
1998 07 07 20 40 00 000   -9.00   -34.00
1998 07 07 20 41 00 000   -9.00   -32.00
1998 07 07 20 42 00 000   -9.00   -31.00
1998 07 07 20 43 00 000   -9.00   -29.00
1998 07 07 20 44 00 000  -10.00   -28.00
1998 07 07 20 45 00 000  -10.00   -27.00
1998 07 07 20 46 00 000  -10.00   -27.00
1998 07 07 20 47 00 000  -10.00   -27.00
1998 07 07 20 48 00 000  -10.00   -28.00
1998 07 07 20 49 00 000  -10.00   -27.00
1998 07 07 20 50 00 000  -10.00   -27.00
1998 07 07 20 51 00 000  -10.00   -28.00
1998 07 07 20 52 00 000  -11.00   -28.00
1998 07 07 20 53 00 000  -11.00   -28.00
1998 07 07 20 54 00 000  -11.00   -29.00
1998 07 07 20 55 00 000  -11.00   -29.00
1998 07 07 20 56 00 000  -11.00   -29.00
1998 07 07 20 57 00 000  -12.00   -27.00
1998 07 07 20 58 00 000  -12.00   -27.00
1998 07 07 20 59 00 000  -13.00   -26.00
1998 07 07 21 00 00 000  -13.00   -28.00
1998 07 07 21 01 00 000  -13.00   -28.00
1998 07 07 21 02 00 000  -13.00   -27.00
1998 07 07 21 03 00 000  -13.00   -26.00
1998 07 07 21 04 00 000  -13.00   -26.00
1998 07 07 21 05 00 000  -13.00   -25.00
1998 07 07 21 06 00 000  -13.00   -26.00
1998 07 07 21 07 00 000  -13.00   -25.00
1998 07 07 21 08 00 000  -14.00   -26.00
1998 07 07 21 09 00 000  -14.00   -25.00
1998 07 07 21 10 00 000  -14.00   -24.00
1998 07 07 21 11 00 000  -14.00   -24.00
1998 07 07 21 12 00 000  -14.00   -23.00
1998 07 07 21 13 00 000  -14.00   -23.00
1998 07 07 21 14 00 000  -14.00   -24.00
1998 07 07 21 15 00 000  -14.00   -24.00
1998 07 07 21 16 00 000  -15.00   -25.00
1998 07 07 21 17 00 000  -15.00   -25.00
1998 07 07 21 18 00 000  -15.00   -25.00
1998 07 07 21 19 00 000  -16.00   -24.00
1998 07 07 21 20 00 000  -16.00   -24.00
1998 07 07 21 21 00 000  -16.00   -25.00
1998 07 07 21 22 00 000  -16.00   -24.00
1998 07 07 21 23 00 000  -16.00   -25.00
1998 07 07 21 24 00 000  -16.00   -25.00
1998 07 07 21 25 00 000  -16.00   -25.00
1998 07 07 21 26 00 000  -16.00   -24.00
1998 07 07 21 27 00 000  -16.00   -25.00
1998 07 07 21 28 00 000  -17.00   -25.00
1998 07 07 21 29 00 000  -16.00   -26.00
1998 07 07 21 30 00 000  -16.00   -18.00
1998 07 07 21 31 00 000  -16.00   -19.00
1998 07 07 21 32 00 000  -16.00   -26.00
1998 07 07 21 33 00 000  -17.00   -25.00
1998 07 07 21 34 00 000  -17.00   -25.00
1998 07 07 21 35 00 000  -17.00   -25.00
1998 07 07 21 36 00 000  -17.00   -26.00
1998 07 07 21 37 00 000  -17.00   -26.00
1998 07 07 21 38 00 000  -17.00   -26.00
1998 07 07 21 39 00 000  -17.00   -27.00
1998 07 07 21 40 00 000  -17.00   -27.00
1998 07 07 21 41 00 000  -17.00   -27.00
1998 07 07 21 42 00 000  -17.00   -27.00
1998 07 07 21 43 00 000  -17.00   -27.00
1998 07 07 21 44 00 000  -17.00   -28.00
1998 07 07 21 45 00 000  -17.00   -28.00
1998 07 07 21 46 00 000  -16.00   -27.00
1998 07 07 21 47 00 000  -16.00   -26.00
1998 07 07 21 48 00 000  -16.00   -26.00
1998 07 07 21 49 00 000  -16.00   -27.00
1998 07 07 21 50 00 000  -16.00   -27.00
1998 07 07 21 51 00 000  -16.00   -28.00
1998 07 07 21 52 00 000  -16.00   -28.00
1998 07 07 21 53 00 000  -16.00   -29.00
1998 07 07 21 54 00 000  -16.00   -29.00
1998 07 07 21 55 00 000  -16.00   -29.00
1998 07 07 21 56 00 000  -16.00   -30.00
1998 07 07 21 57 00 000  -16.00   -30.00
1998 07 07 21 58 00 000  -16.00   -31.00
1998 07 07 21 59 00 000  -17.00   -31.00
1998 07 07 22 00 00 000  -17.00   -31.00
1998 07 07 22 01 00 000  -17.00   -31.00
1998 07 07 22 02 00 000  -17.00   -32.00
1998 07 07 22 03 00 000  -17.00   -32.00
1998 07 07 22 04 00 000  -17.00   -31.00
1998 07 07 22 05 00 000  -17.00   -31.00
1998 07 07 22 06 00 000  -17.00   -31.00
1998 07 07 22 07 00 000  -17.00   -32.00
1998 07 07 22 08 00 000  -17.00   -31.00
1998 07 07 22 09 00 000  -17.00   -31.00
1998 07 07 22 10 00 000  -17.00   -32.00
1998 07 07 22 11 00 000  -17.00   -32.00
1998 07 07 22 12 00 000  -17.00   -32.00
1998 07 07 22 13 00 000  -18.00   -32.00
1998 07 07 22 14 00 000  -18.00   -32.00
1998 07 07 22 15 00 000  -18.00   -32.00
1998 07 07 22 16 00 000  -18.00   -32.00
1998 07 07 22 17 00 000  -18.00   -32.00
1998 07 07 22 18 00 000  -18.00   -31.00
1998 07 07 22 19 00 000  -18.00   -31.00
1998 07 07 22 20 00 000  -18.00   -31.00
1998 07 07 22 21 00 000  -18.00   -31.00
1998 07 07 22 22 00 000  -18.00   -31.00
1998 07 07 22 23 00 000  -18.00   -30.00
1998 07 07 22 24 00 000  -18.00   -29.00
1998 07 07 22 25 00 000  -18.00   -29.00
1998 07 07 22 26 00 000  -18.00   -29.00
1998 07 07 22 27 00 000  -18.00   -28.00
1998 07 07 22 28 00 000  -18.00   -27.00
1998 07 07 22 29 00 000  -18.00   -27.00
1998 07 07 22 30 00 000  -18.00   -18.00
1998 07 07 22 31 00 000  -18.00   -18.00
1998 07 07 22 32 00 000  -18.00   -27.00
1998 07 07 22 33 00 000  -18.00   -27.00
1998 07 07 22 34 00 000  -18.00   -28.00
1998 07 07 22 35 00 000  -18.00   -27.00
1998 07 07 22 36 00 000  -18.00   -27.00
1998 07 07 22 37 00 000  -18.00   -27.00
1998 07 07 22 38 00 000  -18.00   -26.00
1998 07 07 22 39 00 000  -18.00   -27.00
1998 07 07 22 40 00 000  -18.00   -27.00
1998 07 07 22 41 00 000  -19.00   -27.00
1998 07 07 22 42 00 000  -19.00   -27.00
1998 07 07 22 43 00 000  -19.00   -27.00
1998 07 07 22 44 00 000  -19.00   -27.00
1998 07 07 22 45 00 000  -19.00   -26.00
1998 07 07 22 46 00 000  -19.00   -27.00
1998 07 07 22 47 00 000  -19.00   -27.00
1998 07 07 22 48 00 000  -19.00   -26.00
1998 07 07 22 49 00 000  -18.00   -27.00
1998 07 07 22 50 00 000  -18.00   -26.00
1998 07 07 22 51 00 000  -19.00   -26.00
1998 07 07 22 52 00 000  -19.00   -26.00
1998 07 07 22 53 00 000  -19.00   -26.00
1998 07 07 22 54 00 000  -19.00   -26.00
1998 07 07 22 55 00 000  -19.00   -25.00
1998 07 07 22 56 00 000  -18.00   -26.00
1998 07 07 22 57 00 000  -18.00   -26.00
1998 07 07 22 58 00 000  -18.00   -25.00
1998 07 07 22 59 00 000  -18.00   -25.00
1998 07 07 23 00 00 000  -18.00   -25.00
1998 07 07 23 01 00 000  -18.00   -25.00
1998 07 07 23 02 00 000  -17.00   -23.00
1998 07 07 23 03 00 000  -17.00   -23.00
1998 07 07 23 04 00 000  -17.00   -23.00
1998 07 07 23 05 00 000  -17.00   -23.00
1998 07 07 23 06 00 000  -18.00   -23.00
1998 07 07 23 07 00 000  -18.00   -23.00
1998 07 07 23 08 00 000  -17.00   -23.00
1998 07 07 23 09 00 000  -17.00   -23.00
1998 07 07 23 10 00 000  -17.00   -23.00
1998 07 07 23 11 00 000  -17.00   -23.00
1998 07 07 23 12 00 000  -17.00   -22.00
1998 07 07 23 13 00 000  -17.00   -23.00
1998 07 07 23 14 00 000  -17.00   -23.00
1998 07 07 23 15 00 000  -17.00   -23.00
1998 07 07 23 16 00 000  -17.00   -23.00
1998 07 07 23 17 00 000  -17.00   -23.00
1998 07 07 23 18 00 000  -17.00   -23.00
1998 07 07 23 19 00 000  -17.00   -22.00
1998 07 07 23 20 00 000  -17.00   -22.00
1998 07 07 23 21 00 000  -17.00   -22.00
1998 07 07 23 22 00 000  -17.00   -21.00
1998 07 07 23 23 00 000  -17.00   -22.00
1998 07 07 23 24 00 000  -17.00   -22.00
1998 07 07 23 25 00 000  -17.00   -22.00
1998 07 07 23 26 00 000  -17.00   -22.00
1998 07 07 23 27 00 000  -16.00   -22.00
1998 07 07 23 28 00 000  -16.00   -22.00
1998 07 07 23 29 00 000  -16.00   -22.00
1998 07 07 23 30 00 000  -16.00   -22.00
1998 07 07 23 31 00 000  -16.00   -23.00
1998 07 07 23 32 00 000  -15.00   -23.00
1998 07 07 23 33 00 000  -15.00   -23.00
1998 07 07 23 34 00 000  -15.00   -23.00
1998 07 07 23 35 00 000  -16.00   -24.00
1998 07 07 23 36 00 000  -16.00   -23.00
1998 07 07 23 37 00 000  -16.00   -21.00
1998 07 07 23 38 00 000  -16.00   -20.00
1998 07 07 23 39 00 000  -16.00   -19.00
1998 07 07 23 40 00 000  -16.00   -20.00
1998 07 07 23 41 00 000  -15.00   -21.00
1998 07 07 23 42 00 000  -14.00   -22.00
1998 07 07 23 43 00 000  -14.00   -23.00
1998 07 07 23 44 00 000  -14.00   -25.00
1998 07 07 23 45 00 000  -13.00   -25.00
1998 07 07 23 46 00 000  -14.00   -26.00
1998 07 07 23 47 00 000  -14.00   -27.00
1998 07 07 23 48 00 000  -14.00   -27.00
1998 07 07 23 49 00 000  -14.00   -26.00
1998 07 07 23 50 00 000  -14.00   -26.00
1998 07 07 23 51 00 000  -14.00   -26.00
1998 07 07 23 52 00 000  -14.00   -26.00
1998 07 07 23 53 00 000  -14.00   -26.00
1998 07 07 23 54 00 000  -14.00   -26.00
1998 07 07 23 55 00 000  -14.00   -25.00
1998 07 07 23 56 00 000  -14.00   -25.00
1998 07 07 23 57 00 000  -14.00   -25.00
1998 07 07 23 58 00 000  -14.00   -25.00
1998 07 07 23 59 00 000  -14.00   -25.00
1998 07 08 00 00 00 000  -14.00   -26.00
1998 07 08 00 01 00 000  -14.00   -26.00
1998 07 08 00 02 00 000  -15.00   -26.00
1998 07 08 00 03 00 000  -15.00   -26.00
1998 07 08 00 04 00 000  -15.00   -25.00
1998 07 08 00 05 00 000  -15.00   -25.00
1998 07 08 00 06 00 000  -16.00   -24.00
1998 07 08 00 07 00 000  -16.00   -24.00
1998 07 08 00 08 00 000  -16.00   -23.00
1998 07 08 00 09 00 000  -16.00   -23.00
1998 07 08 00 10 00 000  -16.00   -23.00
1998 07 08 00 11 00 000  -16.00   -12.00
1998 07 08 00 12 00 000  -16.00   -24.00
1998 07 08 00 13 00 000  -16.00   -24.00
1998 07 08 00 14 00 000  -16.00   -24.00
1998 07 08 00 15 00 000  -15.00   -24.00
1998 07 08 00 16 00 000  -15.00   -25.00
1998 07 08 00 17 00 000  -15.00   -25.00
1998 07 08 00 18 00 000  -15.00   -26.00
1998 07 08 00 19 00 000  -15.00   -26.00
1998 07 08 00 20 00 000  -16.00   -25.00
1998 07 08 00 21 00 000  -16.00   -25.00
1998 07 08 00 22 00 000  -16.00   -25.00
1998 07 08 00 23 00 000  -16.00   -26.00
1998 07 08 00 24 00 000  -16.00   -24.00
1998 07 08 00 25 00 000  -16.00   -23.00
1998 07 08 00 26 00 000  -16.00   -24.00
1998 07 08 00 27 00 000  -16.00   -24.00
1998 07 08 00 28 00 000  -15.00   -25.00
1998 07 08 00 29 00 000  -15.00   -26.00
1998 07 08 00 30 00 000  -14.00   -27.00
1998 07 08 00 31 00 000  -14.00   -27.00
1998 07 08 00 32 00 000  -14.00   -28.00
1998 07 08 00 33 00 000  -14.00   -29.00
1998 07 08 00 34 00 000  -14.00   -30.00
1998 07 08 00 35 00 000  -14.00   -30.00
1998 07 08 00 36 00 000  -15.00   -30.00
1998 07 08 00 37 00 000  -15.00   -29.00
1998 07 08 00 38 00 000  -16.00   -28.00
1998 07 08 00 39 00 000  -16.00   -27.00
1998 07 08 00 40 00 000  -16.00   -26.00
