Sym-H and AL  obtained from Kyoto WDC for SWPC Event 7.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
1998 07 07 09 36 00 000  -25.00  -114.00
1998 07 07 09 37 00 000  -25.00  -113.00
1998 07 07 09 38 00 000  -26.00  -107.00
1998 07 07 09 39 00 000  -26.00   -98.00
1998 07 07 09 40 00 000  -26.00   -97.00
1998 07 07 09 41 00 000  -27.00  -101.00
1998 07 07 09 42 00 000  -27.00  -100.00
1998 07 07 09 43 00 000  -28.00   -93.00
1998 07 07 09 44 00 000  -28.00   -85.00
1998 07 07 09 45 00 000  -28.00   -84.00
1998 07 07 09 46 00 000  -29.00   -86.00
1998 07 07 09 47 00 000  -28.00   -84.00
1998 07 07 09 48 00 000  -28.00   -79.00
1998 07 07 09 49 00 000  -28.00   -76.00
1998 07 07 09 50 00 000  -28.00   -73.00
1998 07 07 09 51 00 000  -28.00   -73.00
1998 07 07 09 52 00 000  -28.00   -79.00
1998 07 07 09 53 00 000  -28.00   -81.00
1998 07 07 09 54 00 000  -28.00   -76.00
1998 07 07 09 55 00 000  -27.00   -71.00
1998 07 07 09 56 00 000  -28.00   -72.00
1998 07 07 09 57 00 000  -28.00   -75.00
1998 07 07 09 58 00 000  -28.00   -75.00
1998 07 07 09 59 00 000  -28.00   -73.00
1998 07 07 10 00 00 000  -29.00   -70.00
1998 07 07 10 01 00 000  -29.00   -66.00
1998 07 07 10 02 00 000  -30.00   -63.00
1998 07 07 10 03 00 000  -29.00   -61.00
1998 07 07 10 04 00 000  -29.00   -61.00
1998 07 07 10 05 00 000  -29.00   -65.00
1998 07 07 10 06 00 000  -29.00   -72.00
1998 07 07 10 07 00 000  -30.00   -77.00
1998 07 07 10 08 00 000  -31.00   -75.00
1998 07 07 10 09 00 000  -31.00   -72.00
1998 07 07 10 10 00 000  -31.00   -76.00
1998 07 07 10 11 00 000  -32.00   -79.00
1998 07 07 10 12 00 000  -32.00   -75.00
1998 07 07 10 13 00 000  -33.00   -72.00
1998 07 07 10 14 00 000  -33.00   -71.00
1998 07 07 10 15 00 000  -33.00   -70.00
1998 07 07 10 16 00 000  -33.00   -66.00
1998 07 07 10 17 00 000  -33.00   -64.00
1998 07 07 10 18 00 000  -33.00   -68.00
1998 07 07 10 19 00 000  -33.00   -72.00
1998 07 07 10 20 00 000  -33.00   -77.00
1998 07 07 10 21 00 000  -33.00   -80.00
1998 07 07 10 22 00 000  -33.00   -80.00
1998 07 07 10 23 00 000  -33.00   -80.00
1998 07 07 10 24 00 000  -33.00   -82.00
1998 07 07 10 25 00 000  -33.00   -82.00
1998 07 07 10 26 00 000  -34.00   -83.00
1998 07 07 10 27 00 000  -34.00   -85.00
1998 07 07 10 28 00 000  -34.00   -84.00
1998 07 07 10 29 00 000  -34.00   -81.00
1998 07 07 10 30 00 000  -33.00   -75.00
1998 07 07 10 31 00 000  -32.00   -70.00
1998 07 07 10 32 00 000  -31.00   -70.00
1998 07 07 10 33 00 000  -30.00   -65.00
1998 07 07 10 34 00 000  -29.00   -59.00
1998 07 07 10 35 00 000  -28.00   -62.00
1998 07 07 10 36 00 000  -28.00   -66.00
1998 07 07 10 37 00 000  -28.00   -70.00
1998 07 07 10 38 00 000  -28.00   -80.00
1998 07 07 10 39 00 000  -28.00   -90.00
1998 07 07 10 40 00 000  -28.00   -97.00
1998 07 07 10 41 00 000  -28.00  -101.00
1998 07 07 10 42 00 000  -29.00  -106.00
1998 07 07 10 43 00 000  -29.00  -109.00
1998 07 07 10 44 00 000  -28.00  -114.00
1998 07 07 10 45 00 000  -29.00  -113.00
1998 07 07 10 46 00 000  -29.00  -109.00
1998 07 07 10 47 00 000  -29.00  -107.00
1998 07 07 10 48 00 000  -29.00  -107.00
1998 07 07 10 49 00 000  -29.00  -107.00
1998 07 07 10 50 00 000  -29.00  -107.00
1998 07 07 10 51 00 000  -29.00  -107.00
1998 07 07 10 52 00 000  -29.00  -104.00
1998 07 07 10 53 00 000  -29.00   -99.00
1998 07 07 10 54 00 000  -30.00   -92.00
1998 07 07 10 55 00 000  -30.00   -83.00
1998 07 07 10 56 00 000  -30.00   -76.00
1998 07 07 10 57 00 000  -31.00   -72.00
1998 07 07 10 58 00 000  -31.00   -70.00
1998 07 07 10 59 00 000  -31.00   -70.00
1998 07 07 11 00 00 000  -31.00   -71.00
1998 07 07 11 01 00 000  -30.00   -76.00
1998 07 07 11 02 00 000  -30.00   -80.00
1998 07 07 11 03 00 000  -30.00   -82.00
1998 07 07 11 04 00 000  -30.00   -83.00
1998 07 07 11 05 00 000  -30.00   -84.00
1998 07 07 11 06 00 000  -30.00   -82.00
1998 07 07 11 07 00 000  -30.00   -80.00
1998 07 07 11 08 00 000  -30.00   -79.00
1998 07 07 11 09 00 000  -30.00   -75.00
1998 07 07 11 10 00 000  -30.00   -72.00
1998 07 07 11 11 00 000  -30.00   -69.00
1998 07 07 11 12 00 000  -29.00   -70.00
1998 07 07 11 13 00 000  -30.00   -71.00
1998 07 07 11 14 00 000  -30.00   -75.00
1998 07 07 11 15 00 000  -30.00   -78.00
1998 07 07 11 16 00 000  -30.00   -80.00
1998 07 07 11 17 00 000  -30.00   -81.00
1998 07 07 11 18 00 000  -30.00   -85.00
1998 07 07 11 19 00 000  -30.00   -87.00
1998 07 07 11 20 00 000  -29.00   -90.00
1998 07 07 11 21 00 000  -30.00   -92.00
1998 07 07 11 22 00 000  -30.00   -92.00
1998 07 07 11 23 00 000  -30.00   -90.00
1998 07 07 11 24 00 000  -29.00   -86.00
1998 07 07 11 25 00 000  -29.00   -84.00
1998 07 07 11 26 00 000  -29.00   -82.00
1998 07 07 11 27 00 000  -29.00   -82.00
1998 07 07 11 28 00 000  -29.00   -83.00
1998 07 07 11 29 00 000  -29.00   -83.00
1998 07 07 11 30 00 000  -29.00   -85.00
1998 07 07 11 31 00 000  -29.00   -88.00
1998 07 07 11 32 00 000  -30.00   -94.00
1998 07 07 11 33 00 000  -30.00   -95.00
1998 07 07 11 34 00 000  -31.00   -94.00
1998 07 07 11 35 00 000  -31.00   -94.00
1998 07 07 11 36 00 000  -31.00   -96.00
1998 07 07 11 37 00 000  -32.00   -99.00
1998 07 07 11 38 00 000  -32.00  -102.00
1998 07 07 11 39 00 000  -32.00  -103.00
1998 07 07 11 40 00 000  -32.00  -103.00
1998 07 07 11 41 00 000  -31.00  -100.00
1998 07 07 11 42 00 000  -31.00   -98.00
1998 07 07 11 43 00 000  -31.00   -96.00
1998 07 07 11 44 00 000  -31.00   -96.00
1998 07 07 11 45 00 000  -31.00   -95.00
1998 07 07 11 46 00 000  -31.00   -92.00
1998 07 07 11 47 00 000  -31.00   -88.00
1998 07 07 11 48 00 000  -30.00   -83.00
1998 07 07 11 49 00 000  -31.00   -76.00
1998 07 07 11 50 00 000  -31.00   -71.00
1998 07 07 11 51 00 000  -31.00   -70.00
1998 07 07 11 52 00 000  -31.00   -69.00
1998 07 07 11 53 00 000  -30.00   -68.00
1998 07 07 11 54 00 000  -30.00   -67.00
1998 07 07 11 55 00 000  -30.00   -68.00
1998 07 07 11 56 00 000  -30.00   -69.00
1998 07 07 11 57 00 000  -30.00   -73.00
1998 07 07 11 58 00 000  -30.00   -76.00
1998 07 07 11 59 00 000  -29.00   -74.00
1998 07 07 12 00 00 000  -29.00   -74.00
1998 07 07 12 01 00 000  -29.00   -74.00
1998 07 07 12 02 00 000  -29.00   -75.00
1998 07 07 12 03 00 000  -29.00   -74.00
1998 07 07 12 04 00 000  -29.00   -75.00
1998 07 07 12 05 00 000  -29.00   -79.00
1998 07 07 12 06 00 000  -29.00   -83.00
1998 07 07 12 07 00 000  -29.00   -84.00
1998 07 07 12 08 00 000  -29.00   -88.00
1998 07 07 12 09 00 000  -29.00   -93.00
1998 07 07 12 10 00 000  -29.00   -98.00
1998 07 07 12 11 00 000  -30.00   -96.00
1998 07 07 12 12 00 000  -30.00   -96.00
1998 07 07 12 13 00 000  -30.00  -100.00
1998 07 07 12 14 00 000  -30.00  -105.00
1998 07 07 12 15 00 000  -30.00  -106.00
1998 07 07 12 16 00 000  -31.00  -112.00
1998 07 07 12 17 00 000  -31.00  -116.00
1998 07 07 12 18 00 000  -31.00  -113.00
1998 07 07 12 19 00 000  -31.00  -107.00
1998 07 07 12 20 00 000  -31.00   -99.00
1998 07 07 12 21 00 000  -31.00   -90.00
1998 07 07 12 22 00 000  -31.00   -90.00
1998 07 07 12 23 00 000  -31.00   -88.00
1998 07 07 12 24 00 000  -31.00   -86.00
1998 07 07 12 25 00 000  -31.00   -85.00
1998 07 07 12 26 00 000  -31.00   -83.00
1998 07 07 12 27 00 000  -31.00   -82.00
1998 07 07 12 28 00 000  -31.00   -81.00
1998 07 07 12 29 00 000  -31.00   -84.00
1998 07 07 12 30 00 000  -31.00   -85.00
1998 07 07 12 31 00 000  -31.00   -84.00
1998 07 07 12 32 00 000  -31.00   -85.00
1998 07 07 12 33 00 000  -31.00   -89.00
1998 07 07 12 34 00 000  -31.00   -98.00
1998 07 07 12 35 00 000  -32.00  -107.00
1998 07 07 12 36 00 000  -31.00  -114.00
1998 07 07 12 37 00 000  -31.00  -118.00
1998 07 07 12 38 00 000  -32.00  -118.00
1998 07 07 12 39 00 000  -31.00  -116.00
1998 07 07 12 40 00 000  -32.00  -115.00
1998 07 07 12 41 00 000  -32.00  -115.00
1998 07 07 12 42 00 000  -31.00  -113.00
1998 07 07 12 43 00 000  -31.00  -113.00
1998 07 07 12 44 00 000  -31.00  -112.00
1998 07 07 12 45 00 000  -31.00  -110.00
1998 07 07 12 46 00 000  -31.00  -111.00
1998 07 07 12 47 00 000  -30.00  -112.00
1998 07 07 12 48 00 000  -30.00  -114.00
1998 07 07 12 49 00 000  -30.00  -116.00
1998 07 07 12 50 00 000  -30.00  -118.00
1998 07 07 12 51 00 000  -30.00  -118.00
1998 07 07 12 52 00 000  -30.00  -120.00
1998 07 07 12 53 00 000  -30.00  -122.00
1998 07 07 12 54 00 000  -30.00  -122.00
1998 07 07 12 55 00 000  -30.00  -117.00
1998 07 07 12 56 00 000  -30.00  -117.00
1998 07 07 12 57 00 000  -30.00  -118.00
1998 07 07 12 58 00 000  -30.00  -120.00
1998 07 07 12 59 00 000  -30.00  -123.00
1998 07 07 13 00 00 000  -30.00  -143.00
1998 07 07 13 01 00 000  -30.00  -120.00
1998 07 07 13 02 00 000  -30.00  -119.00
1998 07 07 13 03 00 000  -30.00  -119.00
1998 07 07 13 04 00 000  -30.00  -130.00
1998 07 07 13 05 00 000  -30.00  -161.00
1998 07 07 13 06 00 000  -30.00  -181.00
1998 07 07 13 07 00 000  -30.00  -208.00
1998 07 07 13 08 00 000  -29.00  -192.00
1998 07 07 13 09 00 000  -29.00  -204.00
1998 07 07 13 10 00 000  -29.00  -208.00
1998 07 07 13 11 00 000  -29.00  -200.00
1998 07 07 13 12 00 000  -29.00  -176.00
1998 07 07 13 13 00 000  -29.00  -148.00
1998 07 07 13 14 00 000  -28.00  -122.00
1998 07 07 13 15 00 000  -28.00  -104.00
1998 07 07 13 16 00 000  -28.00  -108.00
1998 07 07 13 17 00 000  -28.00  -115.00
1998 07 07 13 18 00 000  -28.00  -115.00
1998 07 07 13 19 00 000  -28.00  -115.00
1998 07 07 13 20 00 000  -28.00  -113.00
1998 07 07 13 21 00 000  -28.00  -108.00
1998 07 07 13 22 00 000  -28.00  -112.00
1998 07 07 13 23 00 000  -28.00  -120.00
1998 07 07 13 24 00 000  -27.00  -128.00
1998 07 07 13 25 00 000  -28.00  -142.00
1998 07 07 13 26 00 000  -27.00  -150.00
1998 07 07 13 27 00 000  -27.00  -150.00
1998 07 07 13 28 00 000  -27.00  -138.00
1998 07 07 13 29 00 000  -27.00  -121.00
1998 07 07 13 30 00 000  -27.00  -116.00
1998 07 07 13 31 00 000  -27.00  -117.00
1998 07 07 13 32 00 000  -27.00  -126.00
1998 07 07 13 33 00 000  -27.00  -134.00
1998 07 07 13 34 00 000  -26.00  -141.00
1998 07 07 13 35 00 000  -27.00  -144.00
1998 07 07 13 36 00 000  -26.00  -142.00
1998 07 07 13 37 00 000  -26.00  -137.00
1998 07 07 13 38 00 000  -26.00  -131.00
1998 07 07 13 39 00 000  -26.00  -130.00
1998 07 07 13 40 00 000  -26.00  -127.00
1998 07 07 13 41 00 000  -26.00  -122.00
1998 07 07 13 42 00 000  -26.00  -110.00
1998 07 07 13 43 00 000  -26.00   -95.00
1998 07 07 13 44 00 000  -26.00   -82.00
1998 07 07 13 45 00 000  -26.00   -79.00
1998 07 07 13 46 00 000  -26.00   -83.00
1998 07 07 13 47 00 000  -26.00  -100.00
1998 07 07 13 48 00 000  -26.00  -115.00
1998 07 07 13 49 00 000  -25.00  -111.00
1998 07 07 13 50 00 000  -25.00  -104.00
1998 07 07 13 51 00 000  -25.00  -100.00
1998 07 07 13 52 00 000  -25.00   -98.00
1998 07 07 13 53 00 000  -25.00   -91.00
1998 07 07 13 54 00 000  -25.00   -82.00
1998 07 07 13 55 00 000  -25.00   -79.00
1998 07 07 13 56 00 000  -25.00   -81.00
1998 07 07 13 57 00 000  -25.00   -85.00
1998 07 07 13 58 00 000  -25.00   -81.00
1998 07 07 13 59 00 000  -25.00   -78.00
1998 07 07 14 00 00 000  -25.00   -79.00
1998 07 07 14 01 00 000  -25.00   -84.00
1998 07 07 14 02 00 000  -25.00   -93.00
1998 07 07 14 03 00 000  -25.00  -108.00
1998 07 07 14 04 00 000  -25.00  -118.00
1998 07 07 14 05 00 000  -25.00  -125.00
1998 07 07 14 06 00 000  -25.00  -125.00
1998 07 07 14 07 00 000  -25.00  -121.00
1998 07 07 14 08 00 000  -24.00  -116.00
1998 07 07 14 09 00 000  -25.00  -117.00
1998 07 07 14 10 00 000  -25.00  -120.00
1998 07 07 14 11 00 000  -24.00  -127.00
1998 07 07 14 12 00 000  -24.00  -129.00
1998 07 07 14 13 00 000  -24.00  -124.00
1998 07 07 14 14 00 000  -24.00  -117.00
1998 07 07 14 15 00 000  -24.00  -108.00
1998 07 07 14 16 00 000  -24.00  -106.00
1998 07 07 14 17 00 000  -24.00  -106.00
1998 07 07 14 18 00 000  -24.00  -109.00
1998 07 07 14 19 00 000  -24.00  -120.00
1998 07 07 14 20 00 000  -23.00  -135.00
1998 07 07 14 21 00 000  -23.00  -147.00
1998 07 07 14 22 00 000  -23.00  -142.00
1998 07 07 14 23 00 000  -22.00  -128.00
1998 07 07 14 24 00 000  -22.00  -117.00
1998 07 07 14 25 00 000  -22.00  -106.00
1998 07 07 14 26 00 000  -22.00   -93.00
1998 07 07 14 27 00 000  -22.00   -78.00
1998 07 07 14 28 00 000  -22.00   -71.00
1998 07 07 14 29 00 000  -22.00   -72.00
1998 07 07 14 30 00 000  -22.00   -73.00
1998 07 07 14 31 00 000  -22.00   -76.00
1998 07 07 14 32 00 000  -22.00   -82.00
1998 07 07 14 33 00 000  -22.00   -84.00
1998 07 07 14 34 00 000  -22.00   -90.00
1998 07 07 14 35 00 000  -21.00   -98.00
1998 07 07 14 36 00 000  -21.00  -109.00
1998 07 07 14 37 00 000  -21.00  -123.00
1998 07 07 14 38 00 000  -21.00  -129.00
1998 07 07 14 39 00 000  -21.00  -125.00
1998 07 07 14 40 00 000  -21.00  -115.00
1998 07 07 14 41 00 000  -21.00  -114.00
1998 07 07 14 42 00 000  -21.00  -115.00
1998 07 07 14 43 00 000  -21.00  -119.00
1998 07 07 14 44 00 000  -20.00  -124.00
1998 07 07 14 45 00 000  -20.00  -122.00
1998 07 07 14 46 00 000  -20.00  -117.00
1998 07 07 14 47 00 000  -19.00  -109.00
1998 07 07 14 48 00 000  -19.00  -100.00
1998 07 07 14 49 00 000  -19.00   -93.00
1998 07 07 14 50 00 000  -18.00   -92.00
1998 07 07 14 51 00 000  -18.00   -90.00
1998 07 07 14 52 00 000  -18.00   -87.00
1998 07 07 14 53 00 000  -18.00   -87.00
1998 07 07 14 54 00 000  -18.00   -85.00
1998 07 07 14 55 00 000  -18.00   -87.00
1998 07 07 14 56 00 000  -18.00   -88.00
1998 07 07 14 57 00 000  -18.00   -84.00
1998 07 07 14 58 00 000  -17.00   -85.00
1998 07 07 14 59 00 000  -17.00   -92.00
1998 07 07 15 00 00 000  -17.00  -103.00
1998 07 07 15 01 00 000  -17.00   -99.00
1998 07 07 15 02 00 000  -17.00   -89.00
1998 07 07 15 03 00 000  -16.00   -84.00
1998 07 07 15 04 00 000  -16.00   -82.00
1998 07 07 15 05 00 000  -17.00   -78.00
1998 07 07 15 06 00 000  -16.00   -74.00
1998 07 07 15 07 00 000  -17.00   -69.00
1998 07 07 15 08 00 000  -17.00   -64.00
1998 07 07 15 09 00 000  -17.00   -56.00
1998 07 07 15 10 00 000  -17.00   -59.00
1998 07 07 15 11 00 000  -16.00   -57.00
1998 07 07 15 12 00 000  -16.00   -57.00
1998 07 07 15 13 00 000  -16.00   -41.00
1998 07 07 15 14 00 000  -16.00   -33.00
1998 07 07 15 15 00 000  -15.00   -41.00
1998 07 07 15 16 00 000  -15.00   -34.00
1998 07 07 15 17 00 000  -15.00   -27.00
1998 07 07 15 18 00 000  -14.00   -25.00
1998 07 07 15 19 00 000  -15.00   -24.00
1998 07 07 15 20 00 000  -15.00   -25.00
1998 07 07 15 21 00 000  -14.00   -27.00
1998 07 07 15 22 00 000  -14.00   -28.00
1998 07 07 15 23 00 000  -14.00   -31.00
1998 07 07 15 24 00 000  -15.00   -31.00
1998 07 07 15 25 00 000  -15.00   -27.00
1998 07 07 15 26 00 000  -15.00   -27.00
1998 07 07 15 27 00 000  -15.00   -25.00
1998 07 07 15 28 00 000  -15.00   -26.00
1998 07 07 15 29 00 000  -15.00   -27.00
1998 07 07 15 30 00 000  -14.00   -26.00
1998 07 07 15 31 00 000  -14.00   -26.00
1998 07 07 15 32 00 000  -14.00   -25.00
1998 07 07 15 33 00 000  -14.00   -21.00
1998 07 07 15 34 00 000  -14.00   -19.00
1998 07 07 15 35 00 000  -14.00   -19.00
1998 07 07 15 36 00 000  -14.00   -20.00
1998 07 07 15 37 00 000  -14.00   -20.00
1998 07 07 15 38 00 000  -14.00   -21.00
1998 07 07 15 39 00 000  -14.00   -22.00
1998 07 07 15 40 00 000  -14.00   -23.00
1998 07 07 15 41 00 000  -14.00   -24.00
1998 07 07 15 42 00 000  -14.00   -24.00
1998 07 07 15 43 00 000  -14.00   -22.00
1998 07 07 15 44 00 000  -14.00   -21.00
1998 07 07 15 45 00 000  -14.00   -21.00
1998 07 07 15 46 00 000  -14.00   -20.00
1998 07 07 15 47 00 000  -14.00   -19.00
1998 07 07 15 48 00 000  -14.00   -19.00
1998 07 07 15 49 00 000  -15.00   -19.00
1998 07 07 15 50 00 000  -15.00   -21.00
1998 07 07 15 51 00 000  -15.00   -22.00
1998 07 07 15 52 00 000  -15.00   -21.00
1998 07 07 15 53 00 000  -14.00   -19.00
1998 07 07 15 54 00 000  -14.00   -17.00
1998 07 07 15 55 00 000  -14.00   -13.00
1998 07 07 15 56 00 000  -14.00   -12.00
1998 07 07 15 57 00 000  -14.00   -12.00
1998 07 07 15 58 00 000  -14.00   -12.00
1998 07 07 15 59 00 000  -14.00   -12.00
1998 07 07 16 00 00 000  -14.00   -13.00
1998 07 07 16 01 00 000  -14.00   -13.00
1998 07 07 16 02 00 000  -14.00   -13.00
1998 07 07 16 03 00 000  -15.00   -13.00
1998 07 07 16 04 00 000  -15.00   -13.00
1998 07 07 16 05 00 000  -15.00   -12.00
1998 07 07 16 06 00 000  -15.00   -12.00
1998 07 07 16 07 00 000  -15.00   -11.00
1998 07 07 16 08 00 000  -15.00   -12.00
1998 07 07 16 09 00 000  -15.00   -14.00
1998 07 07 16 10 00 000  -15.00   -11.00
1998 07 07 16 11 00 000  -16.00   -11.00
1998 07 07 16 12 00 000  -15.00   -13.00
1998 07 07 16 13 00 000  -15.00   -14.00
1998 07 07 16 14 00 000  -15.00   -14.00
1998 07 07 16 15 00 000  -16.00   -13.00
1998 07 07 16 16 00 000  -16.00   -13.00
1998 07 07 16 17 00 000  -16.00   -12.00
1998 07 07 16 18 00 000  -16.00   -13.00
1998 07 07 16 19 00 000  -16.00   -13.00
1998 07 07 16 20 00 000  -16.00   -13.00
1998 07 07 16 21 00 000  -16.00   -13.00
1998 07 07 16 22 00 000  -16.00   -13.00
1998 07 07 16 23 00 000  -16.00   -13.00
1998 07 07 16 24 00 000  -16.00   -14.00
1998 07 07 16 25 00 000  -16.00   -15.00
1998 07 07 16 26 00 000  -16.00   -15.00
1998 07 07 16 27 00 000  -16.00   -15.00
1998 07 07 16 28 00 000  -16.00   -15.00
1998 07 07 16 29 00 000  -16.00   -16.00
1998 07 07 16 30 00 000  -16.00   -15.00
1998 07 07 16 31 00 000  -16.00   -15.00
1998 07 07 16 32 00 000  -16.00   -16.00
1998 07 07 16 33 00 000  -16.00   -15.00
1998 07 07 16 34 00 000  -16.00   -15.00
1998 07 07 16 35 00 000  -16.00   -15.00
1998 07 07 16 36 00 000  -16.00   -15.00
1998 07 07 16 37 00 000  -16.00   -15.00
1998 07 07 16 38 00 000  -16.00   -15.00
1998 07 07 16 39 00 000  -16.00   -16.00
1998 07 07 16 40 00 000  -16.00   -15.00
1998 07 07 16 41 00 000  -16.00   -15.00
1998 07 07 16 42 00 000  -16.00   -16.00
1998 07 07 16 43 00 000  -16.00   -15.00
1998 07 07 16 44 00 000  -16.00   -15.00
1998 07 07 16 45 00 000  -17.00   -16.00
1998 07 07 16 46 00 000  -16.00   -17.00
1998 07 07 16 47 00 000  -16.00   -18.00
1998 07 07 16 48 00 000  -16.00   -19.00
1998 07 07 16 49 00 000  -16.00   -20.00
1998 07 07 16 50 00 000  -16.00   -21.00
1998 07 07 16 51 00 000  -16.00   -21.00
1998 07 07 16 52 00 000  -16.00   -21.00
1998 07 07 16 53 00 000  -16.00   -20.00
1998 07 07 16 54 00 000  -16.00   -19.00
1998 07 07 16 55 00 000  -16.00   -19.00
1998 07 07 16 56 00 000  -16.00   -20.00
1998 07 07 16 57 00 000  -16.00   -20.00
1998 07 07 16 58 00 000  -15.00   -20.00
1998 07 07 16 59 00 000  -16.00   -21.00
1998 07 07 17 00 00 000  -16.00   -19.00
1998 07 07 17 01 00 000  -16.00   -19.00
1998 07 07 17 02 00 000  -16.00   -20.00
1998 07 07 17 03 00 000  -16.00   -20.00
1998 07 07 17 04 00 000  -16.00   -20.00
1998 07 07 17 05 00 000  -16.00   -20.00
1998 07 07 17 06 00 000  -16.00   -20.00
1998 07 07 17 07 00 000  -16.00   -20.00
1998 07 07 17 08 00 000  -16.00   -20.00
1998 07 07 17 09 00 000  -16.00   -20.00
1998 07 07 17 10 00 000  -16.00   -20.00
1998 07 07 17 11 00 000  -16.00   -20.00
1998 07 07 17 12 00 000  -16.00   -20.00
1998 07 07 17 13 00 000  -15.00   -20.00
1998 07 07 17 14 00 000  -15.00   -20.00
1998 07 07 17 15 00 000  -16.00   -21.00
1998 07 07 17 16 00 000  -15.00   -21.00
1998 07 07 17 17 00 000  -15.00   -21.00
1998 07 07 17 18 00 000  -15.00   -21.00
1998 07 07 17 19 00 000  -15.00   -21.00
1998 07 07 17 20 00 000  -14.00   -21.00
1998 07 07 17 21 00 000  -14.00   -22.00
1998 07 07 17 22 00 000  -15.00   -22.00
1998 07 07 17 23 00 000  -14.00   -23.00
1998 07 07 17 24 00 000  -14.00   -22.00
1998 07 07 17 25 00 000  -14.00   -22.00
1998 07 07 17 26 00 000  -14.00   -22.00
1998 07 07 17 27 00 000  -14.00   -22.00
1998 07 07 17 28 00 000  -14.00   -22.00
1998 07 07 17 29 00 000  -14.00   -21.00
1998 07 07 17 30 00 000  -14.00   -22.00
1998 07 07 17 31 00 000  -14.00   -22.00
1998 07 07 17 32 00 000  -13.00   -21.00
1998 07 07 17 33 00 000  -13.00   -21.00
1998 07 07 17 34 00 000  -13.00   -21.00
1998 07 07 17 35 00 000  -13.00   -22.00
1998 07 07 17 36 00 000  -13.00   -22.00
1998 07 07 17 37 00 000  -13.00   -21.00
1998 07 07 17 38 00 000  -13.00   -20.00
1998 07 07 17 39 00 000  -13.00   -20.00
1998 07 07 17 40 00 000  -13.00   -20.00
1998 07 07 17 41 00 000  -13.00   -20.00
1998 07 07 17 42 00 000  -13.00   -19.00
1998 07 07 17 43 00 000  -13.00   -19.00
1998 07 07 17 44 00 000  -12.00   -19.00
1998 07 07 17 45 00 000  -12.00   -20.00
1998 07 07 17 46 00 000  -12.00   -19.00
1998 07 07 17 47 00 000  -12.00   -19.00
1998 07 07 17 48 00 000  -12.00   -18.00
1998 07 07 17 49 00 000  -12.00   -18.00
1998 07 07 17 50 00 000  -12.00   -18.00
1998 07 07 17 51 00 000  -11.00   -18.00
1998 07 07 17 52 00 000  -11.00   -17.00
1998 07 07 17 53 00 000  -11.00   -18.00
1998 07 07 17 54 00 000  -11.00   -18.00
1998 07 07 17 55 00 000  -11.00   -19.00
1998 07 07 17 56 00 000  -11.00   -20.00
1998 07 07 17 57 00 000  -10.00   -20.00
1998 07 07 17 58 00 000  -10.00   -20.00
1998 07 07 17 59 00 000  -10.00   -20.00
1998 07 07 18 00 00 000   -9.00   -20.00
1998 07 07 18 01 00 000   -9.00   -19.00
1998 07 07 18 02 00 000   -8.00   -19.00
1998 07 07 18 03 00 000   -9.00   -19.00
1998 07 07 18 04 00 000   -8.00   -19.00
1998 07 07 18 05 00 000   -9.00   -19.00
1998 07 07 18 06 00 000   -8.00   -19.00
1998 07 07 18 07 00 000   -8.00   -19.00
1998 07 07 18 08 00 000   -8.00   -20.00
1998 07 07 18 09 00 000   -8.00   -20.00
1998 07 07 18 10 00 000   -7.00   -21.00
1998 07 07 18 11 00 000   -7.00   -20.00
1998 07 07 18 12 00 000   -7.00   -21.00
1998 07 07 18 13 00 000   -7.00   -21.00
1998 07 07 18 14 00 000   -7.00   -21.00
1998 07 07 18 15 00 000   -7.00   -22.00
1998 07 07 18 16 00 000   -7.00   -23.00
1998 07 07 18 17 00 000   -6.00   -22.00
1998 07 07 18 18 00 000   -6.00   -21.00
1998 07 07 18 19 00 000   -6.00   -22.00
1998 07 07 18 20 00 000   -6.00   -23.00
1998 07 07 18 21 00 000   -6.00   -23.00
1998 07 07 18 22 00 000   -6.00   -23.00
1998 07 07 18 23 00 000   -6.00   -24.00
1998 07 07 18 24 00 000   -6.00   -24.00
1998 07 07 18 25 00 000   -6.00   -25.00
1998 07 07 18 26 00 000   -5.00   -26.00
1998 07 07 18 27 00 000   -5.00   -25.00
1998 07 07 18 28 00 000   -5.00   -26.00
1998 07 07 18 29 00 000   -5.00   -26.00
1998 07 07 18 30 00 000   -5.00   -25.00
1998 07 07 18 31 00 000   -5.00   -25.00
1998 07 07 18 32 00 000   -5.00   -26.00
1998 07 07 18 33 00 000   -5.00   -25.00
1998 07 07 18 34 00 000   -5.00   -24.00
1998 07 07 18 35 00 000   -5.00   -23.00
1998 07 07 18 36 00 000   -5.00   -23.00
1998 07 07 18 37 00 000   -5.00   -23.00
1998 07 07 18 38 00 000   -5.00   -25.00
1998 07 07 18 39 00 000   -4.00   -26.00
1998 07 07 18 40 00 000   -4.00   -25.00
1998 07 07 18 41 00 000   -4.00   -25.00
1998 07 07 18 42 00 000   -4.00   -28.00
1998 07 07 18 43 00 000   -4.00   -27.00
1998 07 07 18 44 00 000   -4.00   -26.00
1998 07 07 18 45 00 000   -4.00   -25.00
1998 07 07 18 46 00 000   -4.00   -26.00
1998 07 07 18 47 00 000   -4.00   -26.00
1998 07 07 18 48 00 000   -4.00   -23.00
1998 07 07 18 49 00 000   -4.00   -20.00
1998 07 07 18 50 00 000   -4.00   -20.00
1998 07 07 18 51 00 000   -4.00   -20.00
1998 07 07 18 52 00 000   -4.00   -19.00
