Sym-H and AL  obtained from Kyoto WDC for SWPC Event 4.  Units in nT.
2005 08 31 14 34 00 000  -55.00  -855.00
2005 08 31 14 35 00 000  -55.00  -819.00
2005 08 31 14 36 00 000  -56.00  -783.00
2005 08 31 14 37 00 000  -56.00  -842.00
2005 08 31 14 38 00 000  -56.00  -905.00
2005 08 31 14 39 00 000  -56.00 -1020.00
2005 08 31 14 40 00 000  -57.00 -1090.00
2005 08 31 14 41 00 000  -57.00  -975.00
2005 08 31 14 42 00 000  -57.00  -887.00
2005 08 31 14 43 00 000  -58.00  -869.00
2005 08 31 14 44 00 000  -58.00  -814.00
2005 08 31 14 45 00 000  -58.00  -758.00
2005 08 31 14 46 00 000  -59.00  -759.00
2005 08 31 14 47 00 000  -59.00  -817.00
2005 08 31 14 48 00 000  -59.00  -852.00
2005 08 31 14 49 00 000  -59.00  -840.00
2005 08 31 14 50 00 000  -59.00  -796.00
2005 08 31 14 51 00 000  -59.00  -735.00
2005 08 31 14 52 00 000  -59.00  -699.00
2005 08 31 14 53 00 000  -60.00  -720.00
2005 08 31 14 54 00 000  -59.00  -754.00
2005 08 31 14 55 00 000  -59.00  -713.00
2005 08 31 14 56 00 000  -59.00  -669.00
2005 08 31 14 57 00 000  -59.00  -629.00
2005 08 31 14 58 00 000  -60.00  -651.00
2005 08 31 14 59 00 000  -59.00  -713.00
2005 08 31 15 00 00 000  -60.00  -734.00
2005 08 31 15 01 00 000  -61.00  -710.00
2005 08 31 15 02 00 000  -61.00  -707.00
2005 08 31 15 03 00 000  -62.00  -632.00
2005 08 31 15 04 00 000  -62.00  -590.00
2005 08 31 15 05 00 000  -63.00  -624.00
2005 08 31 15 06 00 000  -63.00  -664.00
2005 08 31 15 07 00 000  -64.00  -703.00
2005 08 31 15 08 00 000  -63.00  -722.00
2005 08 31 15 09 00 000  -65.00  -692.00
2005 08 31 15 10 00 000  -64.00  -643.00
2005 08 31 15 11 00 000  -65.00  -717.00
2005 08 31 15 12 00 000  -66.00  -721.00
2005 08 31 15 13 00 000  -67.00  -727.00
2005 08 31 15 14 00 000  -68.00  -750.00
2005 08 31 15 15 00 000  -69.00  -691.00
2005 08 31 15 16 00 000  -69.00  -697.00
2005 08 31 15 17 00 000  -71.00  -696.00
2005 08 31 15 18 00 000  -72.00  -644.00
2005 08 31 15 19 00 000  -74.00  -505.00
2005 08 31 15 20 00 000  -75.00  -392.00
2005 08 31 15 21 00 000  -76.00  -346.00
2005 08 31 15 22 00 000  -77.00  -315.00
2005 08 31 15 23 00 000  -78.00  -313.00
2005 08 31 15 24 00 000  -79.00  -290.00
2005 08 31 15 25 00 000  -80.00  -267.00
2005 08 31 15 26 00 000  -81.00  -282.00
2005 08 31 15 27 00 000  -82.00  -292.00
2005 08 31 15 28 00 000  -83.00  -255.00
2005 08 31 15 29 00 000  -84.00  -236.00
2005 08 31 15 30 00 000  -85.00  -227.00
2005 08 31 15 31 00 000  -86.00  -214.00
2005 08 31 15 32 00 000  -87.00  -200.00
2005 08 31 15 33 00 000  -87.00  -196.00
2005 08 31 15 34 00 000  -88.00  -192.00
2005 08 31 15 35 00 000  -90.00  -175.00
2005 08 31 15 36 00 000  -90.00  -171.00
2005 08 31 15 37 00 000  -91.00  -154.00
2005 08 31 15 38 00 000  -89.00  -153.00
2005 08 31 15 39 00 000  -88.00  -152.00
2005 08 31 15 40 00 000  -86.00  -150.00
2005 08 31 15 41 00 000  -85.00  -147.00
2005 08 31 15 42 00 000  -84.00  -150.00
2005 08 31 15 43 00 000  -84.00  -158.00
2005 08 31 15 44 00 000  -83.00  -174.00
2005 08 31 15 45 00 000  -83.00  -186.00
2005 08 31 15 46 00 000  -82.00  -187.00
2005 08 31 15 47 00 000  -82.00  -199.00
2005 08 31 15 48 00 000  -83.00  -206.00
2005 08 31 15 49 00 000  -82.00  -285.00
2005 08 31 15 50 00 000  -82.00  -435.00
2005 08 31 15 51 00 000  -81.00  -322.00
2005 08 31 15 52 00 000  -81.00  -576.00
2005 08 31 15 53 00 000  -79.00  -792.00
2005 08 31 15 54 00 000  -77.00  -909.00
2005 08 31 15 55 00 000  -76.00  -914.00
2005 08 31 15 56 00 000  -75.00  -938.00
2005 08 31 15 57 00 000  -74.00  -999.00
2005 08 31 15 58 00 000  -73.00 -1000.00
2005 08 31 15 59 00 000  -73.00  -954.00
2005 08 31 16 00 00 000  -72.00  -918.00
2005 08 31 16 01 00 000  -72.00  -875.00
2005 08 31 16 02 00 000  -71.00  -884.00
2005 08 31 16 03 00 000  -72.00  -938.00
2005 08 31 16 04 00 000  -73.00  -950.00
2005 08 31 16 05 00 000  -74.00 -1071.00
2005 08 31 16 06 00 000  -74.00  -957.00
2005 08 31 16 07 00 000  -74.00  -870.00
2005 08 31 16 08 00 000  -75.00  -939.00
2005 08 31 16 09 00 000  -76.00 -1009.00
2005 08 31 16 10 00 000  -76.00 -1097.00
2005 08 31 16 11 00 000  -77.00 -1112.00
2005 08 31 16 12 00 000  -78.00 -1100.00
2005 08 31 16 13 00 000  -79.00 -1104.00
2005 08 31 16 14 00 000  -80.00 -1084.00
2005 08 31 16 15 00 000  -80.00 -1091.00
2005 08 31 16 16 00 000  -80.00 -1132.00
2005 08 31 16 17 00 000  -81.00 -1194.00
2005 08 31 16 18 00 000  -81.00 -1213.00
2005 08 31 16 19 00 000  -81.00 -1178.00
2005 08 31 16 20 00 000  -83.00 -1142.00
2005 08 31 16 21 00 000  -85.00  -871.00
2005 08 31 16 22 00 000  -85.00  -719.00
2005 08 31 16 23 00 000  -85.00  -813.00
2005 08 31 16 24 00 000  -87.00  -869.00
2005 08 31 16 25 00 000  -88.00  -836.00
2005 08 31 16 26 00 000  -89.00  -882.00
2005 08 31 16 27 00 000  -89.00  -889.00
2005 08 31 16 28 00 000  -90.00  -892.00
2005 08 31 16 29 00 000  -90.00  -881.00
2005 08 31 16 30 00 000  -91.00  -745.00
2005 08 31 16 31 00 000  -91.00  -606.00
2005 08 31 16 32 00 000  -90.00  -640.00
2005 08 31 16 33 00 000  -90.00  -712.00
2005 08 31 16 34 00 000  -91.00  -778.00
2005 08 31 16 35 00 000  -91.00  -787.00
2005 08 31 16 36 00 000  -89.00  -782.00
2005 08 31 16 37 00 000  -89.00  -774.00
2005 08 31 16 38 00 000  -89.00  -823.00
2005 08 31 16 39 00 000  -89.00  -779.00
2005 08 31 16 40 00 000  -89.00  -764.00
2005 08 31 16 41 00 000  -87.00  -722.00
2005 08 31 16 42 00 000  -86.00  -679.00
2005 08 31 16 43 00 000  -85.00  -632.00
2005 08 31 16 44 00 000  -84.00  -530.00
2005 08 31 16 45 00 000  -84.00  -439.00
2005 08 31 16 46 00 000  -85.00  -400.00
2005 08 31 16 47 00 000  -85.00  -295.00
2005 08 31 16 48 00 000  -85.00  -297.00
2005 08 31 16 49 00 000  -85.00  -305.00
2005 08 31 16 50 00 000  -84.00  -293.00
2005 08 31 16 51 00 000  -85.00  -276.00
2005 08 31 16 52 00 000  -84.00  -265.00
2005 08 31 16 53 00 000  -85.00  -286.00
2005 08 31 16 54 00 000  -86.00  -348.00
2005 08 31 16 55 00 000  -87.00  -419.00
2005 08 31 16 56 00 000  -87.00  -464.00
2005 08 31 16 57 00 000  -87.00  -512.00
2005 08 31 16 58 00 000  -87.00  -521.00
2005 08 31 16 59 00 000  -86.00  -500.00
2005 08 31 17 00 00 000  -84.00  -477.00
2005 08 31 17 01 00 000  -85.00  -486.00
2005 08 31 17 02 00 000  -89.00  -445.00
2005 08 31 17 03 00 000  -90.00  -436.00
2005 08 31 17 04 00 000  -92.00  -456.00
2005 08 31 17 05 00 000  -93.00  -494.00
2005 08 31 17 06 00 000  -94.00  -570.00
2005 08 31 17 07 00 000  -95.00  -568.00
2005 08 31 17 08 00 000  -95.00  -532.00
2005 08 31 17 09 00 000  -95.00  -532.00
2005 08 31 17 10 00 000  -95.00  -514.00
2005 08 31 17 11 00 000  -94.00  -514.00
2005 08 31 17 12 00 000  -95.00  -524.00
2005 08 31 17 13 00 000  -95.00  -559.00
2005 08 31 17 14 00 000  -95.00  -558.00
2005 08 31 17 15 00 000  -95.00  -534.00
2005 08 31 17 16 00 000  -95.00  -538.00
2005 08 31 17 17 00 000  -95.00  -588.00
2005 08 31 17 18 00 000  -96.00  -620.00
2005 08 31 17 19 00 000  -97.00  -531.00
2005 08 31 17 20 00 000  -99.00  -458.00
2005 08 31 17 21 00 000 -100.00  -491.00
2005 08 31 17 22 00 000 -100.00  -473.00
2005 08 31 17 23 00 000 -101.00  -416.00
2005 08 31 17 24 00 000 -102.00  -382.00
2005 08 31 17 25 00 000 -102.00  -367.00
2005 08 31 17 26 00 000 -102.00  -350.00
2005 08 31 17 27 00 000 -102.00  -345.00
2005 08 31 17 28 00 000 -102.00  -351.00
2005 08 31 17 29 00 000 -103.00  -359.00
2005 08 31 17 30 00 000 -104.00  -385.00
2005 08 31 17 31 00 000 -104.00  -414.00
2005 08 31 17 32 00 000 -104.00  -431.00
2005 08 31 17 33 00 000 -102.00  -437.00
2005 08 31 17 34 00 000 -102.00  -433.00
2005 08 31 17 35 00 000 -101.00  -437.00
2005 08 31 17 36 00 000 -103.00  -433.00
2005 08 31 17 37 00 000 -104.00  -418.00
2005 08 31 17 38 00 000 -106.00  -399.00
2005 08 31 17 39 00 000 -106.00  -383.00
2005 08 31 17 40 00 000 -106.00  -398.00
2005 08 31 17 41 00 000 -107.00  -403.00
2005 08 31 17 42 00 000 -107.00  -406.00
2005 08 31 17 43 00 000 -108.00  -409.00
2005 08 31 17 44 00 000 -110.00  -416.00
2005 08 31 17 45 00 000 -111.00  -449.00
2005 08 31 17 46 00 000 -111.00  -453.00
2005 08 31 17 47 00 000 -110.00  -438.00
2005 08 31 17 48 00 000 -113.00  -448.00
2005 08 31 17 49 00 000 -112.00  -461.00
2005 08 31 17 50 00 000 -111.00  -443.00
2005 08 31 17 51 00 000 -110.00  -401.00
2005 08 31 17 52 00 000 -109.00  -397.00
2005 08 31 17 53 00 000 -107.00  -394.00
2005 08 31 17 54 00 000 -107.00  -386.00
2005 08 31 17 55 00 000 -107.00  -398.00
2005 08 31 17 56 00 000 -108.00  -404.00
2005 08 31 17 57 00 000 -110.00  -403.00
2005 08 31 17 58 00 000 -110.00  -384.00
2005 08 31 17 59 00 000 -110.00  -362.00
2005 08 31 18 00 00 000 -108.00  -377.00
2005 08 31 18 01 00 000 -109.00  -403.00
2005 08 31 18 02 00 000 -109.00  -435.00
2005 08 31 18 03 00 000 -109.00  -439.00
2005 08 31 18 04 00 000 -109.00  -432.00
2005 08 31 18 05 00 000 -108.00  -447.00
2005 08 31 18 06 00 000 -104.00  -443.00
2005 08 31 18 07 00 000 -104.00  -463.00
2005 08 31 18 08 00 000 -109.00  -494.00
2005 08 31 18 09 00 000 -114.00  -709.00
2005 08 31 18 10 00 000 -114.00  -887.00
2005 08 31 18 11 00 000 -112.00  -961.00
2005 08 31 18 12 00 000 -109.00  -926.00
2005 08 31 18 13 00 000 -107.00  -826.00
2005 08 31 18 14 00 000 -105.00  -719.00
2005 08 31 18 15 00 000 -104.00  -660.00
2005 08 31 18 16 00 000 -104.00  -692.00
2005 08 31 18 17 00 000 -104.00  -715.00
2005 08 31 18 18 00 000 -104.00  -757.00
2005 08 31 18 19 00 000 -102.00  -771.00
2005 08 31 18 20 00 000 -101.00  -808.00
2005 08 31 18 21 00 000 -102.00  -894.00
2005 08 31 18 22 00 000  -99.00 -1038.00
2005 08 31 18 23 00 000  -98.00 -1118.00
2005 08 31 18 24 00 000  -98.00 -1141.00
2005 08 31 18 25 00 000  -99.00 -1201.00
2005 08 31 18 26 00 000 -102.00 -1229.00
2005 08 31 18 27 00 000 -105.00 -1198.00
2005 08 31 18 28 00 000 -108.00 -1116.00
2005 08 31 18 29 00 000 -109.00 -1020.00
2005 08 31 18 30 00 000 -111.00  -927.00
2005 08 31 18 31 00 000 -111.00  -967.00
2005 08 31 18 32 00 000 -111.00 -1137.00
2005 08 31 18 33 00 000 -110.00 -1210.00
2005 08 31 18 34 00 000 -109.00 -1218.00
2005 08 31 18 35 00 000 -109.00 -1161.00
2005 08 31 18 36 00 000 -109.00 -1055.00
2005 08 31 18 37 00 000 -109.00 -1036.00
2005 08 31 18 38 00 000 -110.00 -1049.00
2005 08 31 18 39 00 000 -110.00 -1155.00
2005 08 31 18 40 00 000 -111.00 -1245.00
2005 08 31 18 41 00 000 -110.00 -1132.00
2005 08 31 18 42 00 000 -110.00 -1137.00
2005 08 31 18 43 00 000 -111.00 -1147.00
2005 08 31 18 44 00 000 -111.00 -1185.00
2005 08 31 18 45 00 000 -110.00 -1179.00
2005 08 31 18 46 00 000 -110.00 -1183.00
2005 08 31 18 47 00 000 -109.00 -1304.00
2005 08 31 18 48 00 000 -110.00 -1208.00
2005 08 31 18 49 00 000 -109.00 -1202.00
2005 08 31 18 50 00 000 -108.00 -1142.00
2005 08 31 18 51 00 000 -109.00 -1170.00
2005 08 31 18 52 00 000 -110.00 -1069.00
2005 08 31 18 53 00 000 -109.00  -871.00
2005 08 31 18 54 00 000 -109.00  -768.00
2005 08 31 18 55 00 000 -109.00  -787.00
2005 08 31 18 56 00 000 -109.00  -927.00
2005 08 31 18 57 00 000 -109.00  -962.00
2005 08 31 18 58 00 000 -108.00  -958.00
2005 08 31 18 59 00 000 -108.00 -1014.00
2005 08 31 19 00 00 000 -108.00 -1135.00
2005 08 31 19 01 00 000 -107.00 -1243.00
2005 08 31 19 02 00 000 -107.00 -1093.00
2005 08 31 19 03 00 000 -106.00  -956.00
2005 08 31 19 04 00 000 -107.00 -1008.00
2005 08 31 19 05 00 000 -111.00 -1114.00
2005 08 31 19 06 00 000 -115.00 -1193.00
2005 08 31 19 07 00 000 -117.00 -1281.00
2005 08 31 19 08 00 000 -119.00 -1575.00
2005 08 31 19 09 00 000 -119.00 -1607.00
2005 08 31 19 10 00 000 -118.00 -1374.00
2005 08 31 19 11 00 000 -117.00 -1202.00
2005 08 31 19 12 00 000 -116.00 -1063.00
2005 08 31 19 13 00 000 -115.00  -933.00
2005 08 31 19 14 00 000 -114.00  -732.00
2005 08 31 19 15 00 000 -114.00  -586.00
2005 08 31 19 16 00 000 -113.00  -416.00
2005 08 31 19 17 00 000 -112.00  -344.00
2005 08 31 19 18 00 000 -110.00  -311.00
2005 08 31 19 19 00 000 -108.00  -314.00
2005 08 31 19 20 00 000 -107.00  -299.00
2005 08 31 19 21 00 000 -106.00  -276.00
2005 08 31 19 22 00 000 -105.00  -251.00
2005 08 31 19 23 00 000 -105.00  -253.00
2005 08 31 19 24 00 000 -104.00  -250.00
2005 08 31 19 25 00 000 -105.00  -225.00
2005 08 31 19 26 00 000 -105.00  -220.00
2005 08 31 19 27 00 000 -105.00  -213.00
2005 08 31 19 28 00 000 -106.00  -208.00
2005 08 31 19 29 00 000 -106.00  -171.00
2005 08 31 19 30 00 000 -108.00  -171.00
2005 08 31 19 31 00 000 -109.00  -162.00
2005 08 31 19 32 00 000 -108.00  -122.00
2005 08 31 19 33 00 000 -108.00   -77.00
2005 08 31 19 34 00 000 -109.00   -59.00
2005 08 31 19 35 00 000 -108.00   -61.00
2005 08 31 19 36 00 000 -108.00   -92.00
2005 08 31 19 37 00 000 -108.00  -128.00
2005 08 31 19 38 00 000 -108.00  -174.00
2005 08 31 19 39 00 000 -108.00  -187.00
2005 08 31 19 40 00 000 -108.00  -168.00
2005 08 31 19 41 00 000 -109.00  -141.00
2005 08 31 19 42 00 000 -108.00  -122.00
2005 08 31 19 43 00 000 -108.00   -86.00
2005 08 31 19 44 00 000 -107.00   -47.00
2005 08 31 19 45 00 000 -106.00   -34.00
2005 08 31 19 46 00 000 -104.00   -13.00
2005 08 31 19 47 00 000 -102.00   -12.00
2005 08 31 19 48 00 000 -101.00   -65.00
2005 08 31 19 49 00 000 -101.00  -122.00
2005 08 31 19 50 00 000 -100.00  -186.00
2005 08 31 19 51 00 000 -100.00  -212.00
2005 08 31 19 52 00 000  -99.00  -216.00
2005 08 31 19 53 00 000  -98.00  -190.00
2005 08 31 19 54 00 000  -98.00  -166.00
2005 08 31 19 55 00 000  -97.00  -160.00
2005 08 31 19 56 00 000  -95.00  -165.00
2005 08 31 19 57 00 000  -95.00  -184.00
2005 08 31 19 58 00 000  -94.00  -180.00
2005 08 31 19 59 00 000  -93.00  -162.00
2005 08 31 20 00 00 000  -94.00  -152.00
2005 08 31 20 01 00 000  -94.00  -133.00
2005 08 31 20 02 00 000  -94.00  -116.00
2005 08 31 20 03 00 000  -93.00  -152.00
2005 08 31 20 04 00 000  -93.00  -147.00
2005 08 31 20 05 00 000  -93.00  -136.00
2005 08 31 20 06 00 000  -92.00  -114.00
2005 08 31 20 07 00 000  -92.00   -71.00
2005 08 31 20 08 00 000  -91.00   -76.00
2005 08 31 20 09 00 000  -91.00   -72.00
2005 08 31 20 10 00 000  -91.00   -66.00
2005 08 31 20 11 00 000  -90.00   -74.00
2005 08 31 20 12 00 000  -88.00   -89.00
2005 08 31 20 13 00 000  -88.00   -98.00
2005 08 31 20 14 00 000  -88.00   -92.00
2005 08 31 20 15 00 000  -88.00   -72.00
2005 08 31 20 16 00 000  -89.00   -98.00
2005 08 31 20 17 00 000  -88.00  -128.00
2005 08 31 20 18 00 000  -88.00   -80.00
2005 08 31 20 19 00 000  -88.00   -61.00
2005 08 31 20 20 00 000  -87.00   -63.00
2005 08 31 20 21 00 000  -87.00   -52.00
2005 08 31 20 22 00 000  -86.00   -46.00
2005 08 31 20 23 00 000  -87.00   -46.00
2005 08 31 20 24 00 000  -87.00   -57.00
2005 08 31 20 25 00 000  -87.00   -74.00
2005 08 31 20 26 00 000  -87.00   -85.00
2005 08 31 20 27 00 000  -87.00   -86.00
2005 08 31 20 28 00 000  -86.00   -85.00
2005 08 31 20 29 00 000  -84.00   -95.00
2005 08 31 20 30 00 000  -84.00  -133.00
2005 08 31 20 31 00 000  -84.00  -196.00
2005 08 31 20 32 00 000  -83.00  -253.00
2005 08 31 20 33 00 000  -83.00  -266.00
2005 08 31 20 34 00 000  -83.00  -323.00
2005 08 31 20 35 00 000  -83.00  -349.00
2005 08 31 20 36 00 000  -83.00  -403.00
2005 08 31 20 37 00 000  -83.00  -408.00
2005 08 31 20 38 00 000  -83.00  -447.00
2005 08 31 20 39 00 000  -84.00  -439.00
2005 08 31 20 40 00 000  -85.00  -461.00
2005 08 31 20 41 00 000  -86.00  -465.00
2005 08 31 20 42 00 000  -86.00  -445.00
2005 08 31 20 43 00 000  -86.00  -418.00
2005 08 31 20 44 00 000  -87.00  -396.00
2005 08 31 20 45 00 000  -87.00  -341.00
2005 08 31 20 46 00 000  -88.00  -312.00
2005 08 31 20 47 00 000  -89.00  -303.00
2005 08 31 20 48 00 000  -89.00  -265.00
2005 08 31 20 49 00 000  -90.00  -220.00
2005 08 31 20 50 00 000  -90.00  -158.00
2005 08 31 20 51 00 000  -91.00  -136.00
2005 08 31 20 52 00 000  -92.00  -130.00
2005 08 31 20 53 00 000  -92.00  -131.00
2005 08 31 20 54 00 000  -94.00  -139.00
2005 08 31 20 55 00 000  -95.00  -138.00
2005 08 31 20 56 00 000  -96.00  -112.00
2005 08 31 20 57 00 000  -96.00   -85.00
2005 08 31 20 58 00 000  -97.00   -84.00
2005 08 31 20 59 00 000  -97.00  -101.00
2005 08 31 21 00 00 000  -98.00  -106.00
2005 08 31 21 01 00 000  -97.00   -93.00
2005 08 31 21 02 00 000  -97.00   -82.00
2005 08 31 21 03 00 000  -98.00   -95.00
2005 08 31 21 04 00 000  -98.00  -111.00
2005 08 31 21 05 00 000  -98.00   -98.00
2005 08 31 21 06 00 000  -98.00   -94.00
2005 08 31 21 07 00 000  -97.00   -90.00
2005 08 31 21 08 00 000  -97.00   -90.00
2005 08 31 21 09 00 000  -97.00   -90.00
2005 08 31 21 10 00 000  -96.00   -98.00
2005 08 31 21 11 00 000  -97.00  -109.00
2005 08 31 21 12 00 000  -96.00  -172.00
2005 08 31 21 13 00 000  -95.00  -387.00
2005 08 31 21 14 00 000  -95.00  -600.00
2005 08 31 21 15 00 000  -95.00  -630.00
2005 08 31 21 16 00 000  -95.00  -574.00
2005 08 31 21 17 00 000  -95.00  -574.00
2005 08 31 21 18 00 000  -96.00  -735.00
2005 08 31 21 19 00 000  -96.00  -858.00
2005 08 31 21 20 00 000  -96.00  -767.00
2005 08 31 21 21 00 000  -96.00  -805.00
2005 08 31 21 22 00 000  -96.00  -762.00
2005 08 31 21 23 00 000  -96.00  -715.00
2005 08 31 21 24 00 000  -96.00  -743.00
2005 08 31 21 25 00 000  -97.00  -955.00
2005 08 31 21 26 00 000  -98.00 -1053.00
2005 08 31 21 27 00 000  -99.00  -925.00
2005 08 31 21 28 00 000  -98.00  -966.00
2005 08 31 21 29 00 000  -98.00  -982.00
2005 08 31 21 30 00 000  -98.00 -1063.00
2005 08 31 21 31 00 000  -98.00 -1010.00
2005 08 31 21 32 00 000  -98.00  -939.00
2005 08 31 21 33 00 000  -97.00  -859.00
2005 08 31 21 34 00 000  -97.00  -811.00
2005 08 31 21 35 00 000  -98.00  -793.00
2005 08 31 21 36 00 000  -98.00 -1057.00
2005 08 31 21 37 00 000  -97.00 -1295.00
2005 08 31 21 38 00 000  -98.00 -1174.00
2005 08 31 21 39 00 000  -98.00 -1100.00
2005 08 31 21 40 00 000  -97.00 -1162.00
2005 08 31 21 41 00 000  -98.00  -968.00
2005 08 31 21 42 00 000  -97.00  -887.00
2005 08 31 21 43 00 000  -96.00  -882.00
2005 08 31 21 44 00 000  -96.00  -884.00
2005 08 31 21 45 00 000  -96.00  -869.00
2005 08 31 21 46 00 000  -97.00  -868.00
2005 08 31 21 47 00 000  -97.00  -978.00
2005 08 31 21 48 00 000  -95.00 -1037.00
2005 08 31 21 49 00 000  -94.00 -1066.00
2005 08 31 21 50 00 000  -94.00 -1168.00
2005 08 31 21 51 00 000  -94.00 -1313.00
2005 08 31 21 52 00 000  -94.00 -1179.00
2005 08 31 21 53 00 000  -93.00  -992.00
2005 08 31 21 54 00 000  -93.00 -1016.00
2005 08 31 21 55 00 000  -93.00  -959.00
2005 08 31 21 56 00 000  -93.00  -880.00
2005 08 31 21 57 00 000  -92.00  -870.00
2005 08 31 21 58 00 000  -93.00  -895.00
2005 08 31 21 59 00 000  -94.00  -873.00
2005 08 31 22 00 00 000  -95.00  -875.00
2005 08 31 22 01 00 000  -96.00  -906.00
2005 08 31 22 02 00 000  -96.00  -883.00
2005 08 31 22 03 00 000  -96.00  -840.00
2005 08 31 22 04 00 000  -96.00  -808.00
2005 08 31 22 05 00 000  -96.00  -803.00
2005 08 31 22 06 00 000  -96.00  -774.00
2005 08 31 22 07 00 000  -96.00  -726.00
2005 08 31 22 08 00 000  -97.00  -768.00
2005 08 31 22 09 00 000  -97.00  -784.00
2005 08 31 22 10 00 000  -97.00  -781.00
2005 08 31 22 11 00 000  -96.00  -761.00
2005 08 31 22 12 00 000  -96.00  -782.00
2005 08 31 22 13 00 000  -96.00  -773.00
2005 08 31 22 14 00 000  -96.00  -722.00
2005 08 31 22 15 00 000  -96.00  -728.00
2005 08 31 22 16 00 000  -95.00  -716.00
2005 08 31 22 17 00 000  -95.00  -726.00
2005 08 31 22 18 00 000  -95.00  -745.00
2005 08 31 22 19 00 000  -96.00  -756.00
2005 08 31 22 20 00 000  -97.00  -765.00
2005 08 31 22 21 00 000  -97.00  -741.00
2005 08 31 22 22 00 000  -98.00  -715.00
2005 08 31 22 23 00 000  -98.00  -717.00
2005 08 31 22 24 00 000  -99.00  -701.00
2005 08 31 22 25 00 000  -98.00  -666.00
2005 08 31 22 26 00 000  -98.00  -614.00
2005 08 31 22 27 00 000  -98.00  -580.00
2005 08 31 22 28 00 000  -98.00  -551.00
2005 08 31 22 29 00 000  -98.00  -513.00
2005 08 31 22 30 00 000  -98.00  -452.00
2005 08 31 22 31 00 000  -98.00  -415.00
2005 08 31 22 32 00 000  -99.00  -393.00
2005 08 31 22 33 00 000 -100.00  -361.00
2005 08 31 22 34 00 000  -99.00  -310.00
2005 08 31 22 35 00 000  -97.00  -282.00
2005 08 31 22 36 00 000  -96.00  -320.00
2005 08 31 22 37 00 000  -95.00  -255.00
2005 08 31 22 38 00 000  -94.00  -234.00
2005 08 31 22 39 00 000  -94.00  -230.00
2005 08 31 22 40 00 000  -94.00  -253.00
2005 08 31 22 41 00 000  -94.00  -266.00
2005 08 31 22 42 00 000  -93.00  -268.00
2005 08 31 22 43 00 000  -92.00  -264.00
2005 08 31 22 44 00 000  -91.00  -248.00
2005 08 31 22 45 00 000  -90.00  -222.00
2005 08 31 22 46 00 000  -89.00  -207.00
2005 08 31 22 47 00 000  -89.00  -202.00
2005 08 31 22 48 00 000  -89.00  -201.00
2005 08 31 22 49 00 000  -89.00  -199.00
2005 08 31 22 50 00 000  -89.00  -203.00
2005 08 31 22 51 00 000  -89.00  -209.00
2005 08 31 22 52 00 000  -89.00  -252.00
2005 08 31 22 53 00 000  -88.00  -243.00
2005 08 31 22 54 00 000  -87.00  -217.00
2005 08 31 22 55 00 000  -86.00  -206.00
2005 08 31 22 56 00 000  -86.00  -195.00
2005 08 31 22 57 00 000  -85.00  -197.00
2005 08 31 22 58 00 000  -85.00  -217.00
2005 08 31 22 59 00 000  -84.00  -211.00
2005 08 31 23 00 00 000  -84.00  -201.00
2005 08 31 23 01 00 000  -84.00  -172.00
2005 08 31 23 02 00 000  -84.00  -194.00
2005 08 31 23 03 00 000  -84.00  -203.00
2005 08 31 23 04 00 000  -84.00  -175.00
2005 08 31 23 05 00 000  -84.00  -144.00
2005 08 31 23 06 00 000  -83.00  -147.00
2005 08 31 23 07 00 000  -82.00  -151.00
2005 08 31 23 08 00 000  -83.00  -220.00
2005 08 31 23 09 00 000  -83.00  -238.00
2005 08 31 23 10 00 000  -84.00  -196.00
2005 08 31 23 11 00 000  -84.00  -141.00
2005 08 31 23 12 00 000  -84.00  -150.00
2005 08 31 23 13 00 000  -85.00  -140.00
2005 08 31 23 14 00 000  -85.00  -136.00
2005 08 31 23 15 00 000  -84.00  -129.00
2005 08 31 23 16 00 000  -84.00  -124.00
2005 08 31 23 17 00 000  -83.00  -112.00
2005 08 31 23 18 00 000  -83.00  -106.00
2005 08 31 23 19 00 000  -82.00  -108.00
2005 08 31 23 20 00 000  -82.00  -105.00
2005 08 31 23 21 00 000  -81.00  -109.00
2005 08 31 23 22 00 000  -81.00  -118.00
2005 08 31 23 23 00 000  -81.00  -107.00
2005 08 31 23 24 00 000  -82.00   -93.00
2005 08 31 23 25 00 000  -81.00   -86.00
2005 08 31 23 26 00 000  -81.00   -77.00
2005 08 31 23 27 00 000  -81.00   -53.00
2005 08 31 23 28 00 000  -81.00   -53.00
2005 08 31 23 29 00 000  -81.00   -63.00
2005 08 31 23 30 00 000  -82.00   -68.00
2005 08 31 23 31 00 000  -82.00   -62.00
2005 08 31 23 32 00 000  -82.00   -74.00
2005 08 31 23 33 00 000  -82.00   -78.00
2005 08 31 23 34 00 000  -82.00   -78.00
2005 08 31 23 35 00 000  -82.00   -84.00
2005 08 31 23 36 00 000  -82.00   -85.00
2005 08 31 23 37 00 000  -81.00   -70.00
2005 08 31 23 38 00 000  -81.00   -68.00
2005 08 31 23 39 00 000  -80.00   -63.00
2005 08 31 23 40 00 000  -80.00   -61.00
2005 08 31 23 41 00 000  -80.00   -63.00
2005 08 31 23 42 00 000  -80.00   -62.00
2005 08 31 23 43 00 000  -80.00   -61.00
2005 08 31 23 44 00 000  -79.00   -55.00
2005 08 31 23 45 00 000  -79.00   -57.00
2005 08 31 23 46 00 000  -78.00   -59.00
2005 08 31 23 47 00 000  -77.00   -58.00
2005 08 31 23 48 00 000  -76.00   -51.00
