MIDL 32Re, 2001-08 to 2001-09 (nT, km/s, cm^-3, K)

#COORDINATES
GSM                     Earth orbital motion included

year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2001  8 30 18  0     3.48    -3.76    -3.31    -468.8      1.81    -12.36     4.828     139786    0    0    0    0    0
2001  8 30 18  1     3.23    -4.81    -1.51    -469.0     -1.50      0.59     4.834     143987    0    0    0    0    0
2001  8 30 18  2     2.82    -5.46     0.15    -469.3     -1.45      4.61     4.833     138985    0    0    0    0    0
2001  8 30 18  3     2.25    -5.50     0.73    -468.4     -1.25      2.56     4.806     127138    0    0    0    0    0
2001  8 30 18  4     2.29    -5.49     0.70    -466.8     -0.96      2.46     4.873     127470    0    0    0    0    0
2001  8 30 18  5     2.92    -5.31     0.22    -465.0     -0.40      0.69     4.873     132449    0    0    0    0    0
2001  8 30 18  6     4.02    -3.79    -1.22    -463.2      0.16     -1.09     4.896     141662    0    0    0    0    0
2001  8 30 18  7     4.49    -3.07    -1.98    -461.7      2.10     -5.60     4.907     148424    0    0    0    0    0
2001  8 30 18  8     4.63    -2.73    -2.36    -460.4      4.91    -11.85     4.907     152566    0    0    0    0    0
2001  8 30 18  9     4.84    -2.30    -2.71    -459.6      6.79    -16.12     4.920     154892    0    0    0    0    0
2001  8 30 18 10     4.72    -2.40    -2.83    -459.6      6.91    -16.26     4.964     149918    0    0    0    0    0
2001  8 30 18 11     4.42    -2.68    -3.06    -459.8      7.13    -16.24     4.998     139968    0    0    0    0    0
2001  8 30 18 12     4.38    -2.74    -3.17    -460.1      8.06    -17.87     4.887     139212    0    0    0    0    0
2001  8 30 18 13     4.42    -2.69    -3.39    -460.2     11.09    -22.08     4.682     137995    0    0    0    0    0
2001  8 30 18 14     4.13    -2.92    -3.58    -461.2     13.52    -24.77     4.640     132178    0    0    0    0    0
2001  8 30 18 15     3.56    -3.48    -3.52    -464.1      7.37    -25.02     4.987     126361    0    0    0    0    0
2001  8 30 18 16     3.46    -3.86    -3.40    -466.2      2.66    -24.48     5.091     130525    0    0    0    0    0
2001  8 30 18 17     3.51    -4.02    -2.40    -467.3      3.14    -18.85     5.058     142150    0    0    0    0    0
2001  8 30 18 18     1.10    -3.68     4.16    -478.9     12.97     21.08     4.646     119831    0    0    0    0    0
2001  8 30 18 19     0.96    -4.04     4.13    -482.1     15.00     22.54     4.696     116813    0    0    0    0    0
2001  8 30 18 20     0.96    -4.41     3.34    -485.4     15.01     23.65     4.619     113672    0    0    0    0    0
2001  8 30 18 21     2.43    -4.99     2.90    -486.2      1.76      7.16     4.602     112962    0    0    0    0    0
2001  8 30 18 22     2.62    -5.25     1.02    -482.6     -1.64      0.90     4.896     125552    0    0    0    0    0
2001  8 30 18 23     2.62    -5.40    -0.44    -478.5     -2.41     -1.82     5.129     135548    0    0    0    0    0
2001  8 30 18 24     2.64    -5.40    -0.44    -474.1     -0.69     -0.10     5.129     135610    0    0    0    0    0
2001  8 30 18 25     2.96    -4.92    -1.25    -472.3      0.20     -1.73     4.913     138464    0    0    0    0    0
2001  8 30 18 26     3.44    -4.26    -1.82    -471.5      1.78     -3.40     4.759     140485    0    0    0    0    0
2001  8 30 18 27     3.69    -2.89    -2.61    -469.3      4.70    -11.44     4.810     134274    0    0    0    0    0
2001  8 30 18 28     3.69    -0.44    -4.42    -466.0      8.19    -30.01     4.930     119941    0    0    0    0    0
2001  8 30 18 29     3.18    -0.36    -4.80    -465.9      8.32    -34.91     4.934     115753    0    0    0    0    0
2001  8 30 18 30     2.65    -0.78    -5.29    -467.1      8.77    -39.48     4.463     116555    0    0    0    0    0
2001  8 30 18 31     2.68    -0.78    -5.26    -466.8     13.56    -39.34     4.140     127245    0    0    0    0    0
2001  8 30 18 32     3.02    -0.78    -4.89    -463.7     13.57    -37.83     4.149     132828    0    0    0    0    0
2001  8 30 18 33     3.37    -1.18    -4.50    -460.8     11.36    -35.32     4.147     134876    0    0    0    0    0
2001  8 30 18 34     3.70    -1.74    -4.08    -458.4      8.42    -32.90     4.142     134537    0    0    0    0    0
2001  8 30 18 35     3.97    -1.98    -3.64    -457.8      7.34    -32.86     4.157     131003    0    0    0    0    0
