Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2017 05 27 01 09 58 283       0.10      -2.52      -1.86    -301.00      19.30      -3.80       3.85     25914.82
2017 05 27 01 11 07 930       0.10      -2.25      -2.06    -300.30      19.90      -5.00       4.18     24761.28
2017 05 27 01 12 13 462       0.10      -2.20      -2.10    -299.90      17.30      -3.80       4.16     23619.46
2017 05 27 01 13 09 311       0.05      -2.19      -2.13    -300.20      18.50      -5.00       4.15     22352.73
2017 05 27 01 14 06 549       0.00      -2.14      -2.16    -300.40      19.20      -3.60       4.06     21183.44
2017 05 27 01 15 02 412      -0.05      -2.07      -2.23    -300.70      19.60      -4.00       4.00     20003.89
2017 05 27 01 15 56 909      -0.09      -2.02      -2.22    -301.10      20.90      -2.40       4.03     18758.41
2017 05 27 01 17 03 790      -0.07      -1.97      -2.29    -300.60      16.40      -4.90       3.90     17674.83
2017 05 27 01 17 59 659      -0.15      -1.81      -2.34    -300.90      16.00      -7.20       3.51     16489.79
2017 05 27 01 19 30 707      -0.21      -1.79      -2.35    -298.66      -2.71       0.71       3.55     15585.73
2017 05 27 01 20 39 747      -0.16      -1.88      -2.29    -298.01      -5.72      -1.74       3.61     15779.72
2017 05 27 01 21 33 585      -0.32      -1.86      -2.23    -298.45      -3.33       0.72       3.68     15320.71
2017 05 27 01 22 34 369      -0.17      -2.09      -2.07    -298.40      -3.01       0.86       3.71     14425.90
2017 05 27 01 23 31  84       0.02      -2.20      -1.58    -298.63      -2.14       1.36       3.80     13683.65
2017 05 27 01 24 20 718       0.13      -2.08      -0.98    -299.38       0.12       2.52       3.62     14909.86
2017 05 27 01 25 30 344      -0.03      -1.83      -0.80    -298.69      -2.41       1.81       3.86     15916.55
2017 05 27 01 26 39 860       0.08      -1.66      -0.74    -298.01      -4.52       0.18       3.97     16593.42
2017 05 27 01 27 23 680       0.46      -1.83      -0.25    -299.16       0.05       1.12       3.89     16092.65
2017 05 27 01 28 29 897       1.09      -1.89       0.59    -298.72      -4.83       0.63       3.98     18524.88
2017 05 27 01 29 47 701       1.51      -1.75       1.29    -297.45      -3.23       2.53       4.05     20758.77
2017 05 27 01 30 42 751       1.46      -2.03       1.09    -297.80      -1.08       1.90       3.89     19213.67
2017 05 27 01 31 38 878       1.54      -1.91       1.14    -298.08      -1.27       2.77       4.02     18831.44
2017 05 27 01 32 44 915       1.40      -2.03       0.50    -297.65      -3.46       0.63       4.02     12779.00
2017 05 27 01 33 40 631       1.39      -2.00       0.40    -297.95      -4.21       1.09       3.98     12393.00
2017 05 27 01 34 41 305       1.45      -2.25       0.34    -297.90      -3.76       1.28       3.95     12517.00
2017 05 27 01 35 36 244       1.28      -2.39       0.13    -298.26      -5.37       0.69       3.96     18079.26
2017 05 27 01 36 32  48       1.19      -2.51      -0.05    -298.56      -5.11      -0.65       3.96     17220.91
2017 05 27 01 37 36 552       0.80      -2.69      -0.64    -298.24      -3.85       0.31       3.95     15197.84
2017 05 27 01 38 40 196       0.22      -2.91      -1.17    -297.98      -3.08       0.90       4.05     14597.56
2017 05 27 01 39 43 763       0.35      -2.90      -1.16    -297.73      -2.52       0.13       3.93     15088.55
2017 05 27 01 40 52 691       0.48      -2.85      -1.15    -297.09      -2.09      -0.48       3.87     15393.93
2017 05 27 01 41 59 645       0.47      -2.81      -1.21    -296.60      -5.27      -1.33       3.85     16023.59
2017 05 27 01 42 44 325       0.40      -2.73      -1.32    -297.69      -3.70      -0.21       3.87     17195.15
2017 05 27 01 43 45  84       0.44      -2.58      -1.46    -297.63      -5.97      -0.87       4.04     17329.53
2017 05 27 01 44 40 238       0.55      -2.47      -1.54    -297.98      -6.06      -1.41       3.94     16359.36
2017 05 27 01 45 24 167       0.67      -2.22      -1.53    -299.13      -1.36       0.86       3.71     17996.67
2017 05 27 01 46 33 921       0.77      -1.92      -1.90    -298.43      -3.63       0.73       3.76     17332.54
2017 05 27 01 47 36 916       0.80      -1.66      -1.99    -298.22      -3.21       0.26       4.03     18573.88
2017 05 27 01 48 16 234       0.82      -1.56      -1.05    -299.70      14.30      -2.40       3.97     13958.00
2017 05 27 01 49 13 462       0.97      -1.50      -0.70    -299.90      12.50      -0.60       3.90     13098.00
2017 05 27 01 50 03 790       1.01      -2.03      -0.85    -300.60      15.80      -5.70       3.55     12167.00
2017 05 27 01 51 08 413       0.83      -2.30       0.26    -300.26      -2.52       0.92       3.52     21759.67
2017 05 27 01 52 17 621       0.74      -2.19       0.75    -299.60      -4.82       1.99       3.61     18832.97
2017 05 27 01 53 25 727       0.77      -2.38       0.51    -299.02      -4.24       3.25       3.56     15734.91
2017 05 27 01 54 31 126       1.18      -2.39      -0.30    -298.63      -3.07       1.67       3.53     15547.12
2017 05 27 01 55 25 992       1.38      -2.25      -1.18    -299.00      -2.10       0.97       3.59     17027.14
2017 05 27 01 56 26 201       1.61      -2.13      -1.35    -298.98      -4.74       0.26       3.65     17857.64
2017 05 27 01 57 23 764       1.52      -2.18      -1.41    -299.16      -4.21       0.08       3.70     17496.62
2017 05 27 01 58 16 886       1.37      -2.23      -1.42    -299.65      -5.15      -0.97       3.67     19822.74
2017 05 27 01 59 12 257       1.49      -2.27      -1.27    -299.99      -5.33      -1.26       3.82     19838.62
2017 05 27 02 00 06 742       1.61      -2.26      -1.18    -300.39      -3.17      -0.11       3.64     19457.67
2017 05 27 02 01 10 777       1.50      -2.33      -1.17    -300.09      -5.94      -0.72       3.69     19049.69
2017 05 27 02 02 17 704       1.38      -2.39      -1.10    -299.59      -7.04      -0.58       3.78     18042.57
2017 05 27 02 03 37 154       1.50      -2.32      -1.15    -298.20      -6.87      -1.44       3.86     17277.32
2017 05 27 02 04 39 186       1.43      -2.37      -1.12    -298.05      -6.10      -0.95       3.79     18517.29
2017 05 27 02 05 22 525       1.23      -2.54      -0.90    -299.25      -5.13       0.64       3.69     18159.37
2017 05 27 02 06 18 509       1.12      -2.65      -0.61    -299.54      -5.51      -0.41       3.60     17765.61
2017 05 27 02 07 28 599       0.95      -2.70      -0.51    -298.81      -8.26      -0.08       4.07     18615.50
2017 05 27 02 08 19 454       1.01      -2.73      -0.50    -299.47      -4.87      -0.41       3.57     18560.09
2017 05 27 02 09 34 481       1.03      -2.71      -0.39    -298.39      -4.80       0.37       4.12     20166.76
2017 05 27 02 10 28 292       1.06      -2.69      -0.30    -298.83      -6.02      -0.06       4.00     19034.55
2017 05 27 02 11 16 608       1.24      -2.65      -0.32    -299.67      -6.85       0.88       3.89     19530.46
