Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2020 04 20 01 14 47 968       0.02       2.17      -2.04    -281.02      -5.68     -27.13       2.75      7832.00
2020 04 20 01 15 54 770      -0.15       2.14      -1.90    -280.59      -3.50     -27.53       2.78      7519.00
2020 04 20 01 16 53 964      -0.30       2.10      -1.77    -280.64      -1.37     -27.76       2.83      6898.00
2020 04 20 01 17 59  73      -0.45       2.08      -1.63    -280.32       0.70     -28.19       2.72      6331.00
2020 04 20 01 18 56 145      -0.60       2.04      -1.49    -280.50       5.62     -27.92       2.72      7580.00
2020 04 20 01 19 51 516      -0.75       2.00      -1.35    -280.80       9.94     -26.98       2.88      8880.00
2020 04 20 01 20 55 782      -0.92       1.94      -1.18    -280.52      14.08     -27.51       2.89      8337.00
2020 04 20 01 22 12 814      -1.11       1.93      -1.00    -279.45      10.71     -31.12       2.74      6386.00
2020 04 20 01 23 14 982      -1.27       1.87      -0.88    -279.32      13.99     -30.90       2.78      7140.00
2020 04 20 01 23 44 371      -1.37       1.83      -0.85    -285.12      20.50     -27.33       2.87      8030.00
2020 04 20 01 25 41 816      -1.36       1.86      -0.89    -281.41      17.42     -28.95       2.85      6450.00
2020 04 20 01 26 23 469      -1.29       1.86      -0.98    -290.50      44.80       0.70       2.99      8525.00
2020 04 20 01 28 15 706      -1.24       1.83      -1.05    -287.00      28.20      -6.60       2.86      8056.00
2020 04 20 01 29 27 825      -1.17       1.85      -1.12    -286.20      26.40     -12.00       2.79      7917.00
2020 04 20 01 32 06 910      -1.22       1.87      -1.08    -279.82      11.68     -33.83       2.73      7654.00
2020 04 20 01 32 50  49      -1.29       1.96      -1.05    -280.89      10.74     -33.89       2.70      8462.00
2020 04 20 01 33 39 319      -1.25       2.04      -0.93    -281.57      14.53     -30.62       2.67      7882.00
2020 04 20 01 34 38  17      -1.28       2.02      -0.86    -281.65      15.37     -30.02       2.72      8121.00
2020 04 20 01 35 19  50      -1.22       1.95      -1.09    -290.80      44.30      -3.40       2.93      7900.00
2020 04 20 01 36 32 334      -1.20       1.95      -1.12    -289.90      40.60      -5.40       2.92      7635.00
2020 04 20 01 38 59 152      -1.13       1.97      -1.12    -288.10      32.90      -9.20       2.81      6226.00
2020 04 20 01 39 48 683      -1.11       2.00      -1.11    -288.80      34.30      -5.50       2.85      7163.00
2020 04 20 01 40 50 175      -1.02       1.98      -1.21    -288.70      33.30      -8.90       2.64      6957.00
2020 04 20 01 43 15 140      -1.00       1.89      -1.32    -283.12      16.73     -28.47       2.55      8944.00
2020 04 20 01 44 27 829      -1.13       1.91      -1.20    -282.30      13.00     -30.88       2.60      9771.00
2020 04 20 01 46 21 435      -1.13       2.00      -0.95    -278.91      11.96     -28.19       2.42      9690.00
2020 04 20 01 46 53 805      -1.06       1.89      -1.33    -284.50      27.10     -22.30       2.43      9180.00
2020 04 20 01 48 24 770      -0.97       1.93      -1.44    -282.50      23.70     -24.10       2.40      9736.00
2020 04 20 01 49 04 594      -1.14       1.96      -1.25    -283.80      23.30     -21.10       2.45      9981.00
