MIDL 32Re Data for 2020-04 (GSM nT, km/s, cm^-3, K)
year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2020  4 19 18  0     1.46    -2.88    -1.53    -306.1      8.49    -31.25     3.181      17120    0    0    0    0    0
2020  4 19 18  1     1.50    -2.85    -1.53    -306.1      8.05    -32.71     3.153      16991    0    0    0    0    0
2020  4 19 18  2     1.51    -2.82    -1.59    -306.0      7.94    -32.84     3.137      16999    0    0    0    0    0
2020  4 19 18  3     1.42    -2.79    -1.69    -305.9      7.85    -32.76     3.122      17235    0    0    0    0    0
2020  4 19 18  4     1.37    -2.80    -1.73    -306.0      7.71    -32.78     3.109      17219    0    0    0    0    0
2020  4 19 18  5     1.29    -2.83    -1.73    -306.1      6.13    -33.08     2.897      16779    0    0    0    0    0
2020  4 19 18  6     1.32    -2.85    -1.66    -306.0      6.08    -33.00     2.885      16843    0    0    0    0    0
2020  4 19 18  7     1.33    -2.87    -1.58    -305.9      7.57    -30.82     3.041      18721    0    0    0    0    0
2020  4 19 18  8     1.33    -2.91    -1.53    -306.1      7.78    -30.78     3.055      18687    0    0    0    0    0
2020  4 19 18  9     1.26    -2.91    -1.52    -306.6      6.59    -33.05     3.104      18073    0    0    0    0    0
2020  4 19 18 10     1.25    -2.88    -1.54    -306.6      6.14    -34.75     3.184      17810    0    0    0    0    0
2020  4 19 18 11     1.24    -2.84    -1.59    -306.5      5.92    -34.44     3.245      17810    0    0    0    0    0
2020  4 19 18 12     1.28    -2.84    -1.63    -306.2      6.05    -32.39     3.237      17450    0    0    0    0    0
2020  4 19 18 13     1.23    -2.86    -1.63    -304.3      4.89    -32.14     2.973      14366    0    0    0    0    0
2020  4 19 18 14     1.23    -2.89    -1.64    -303.3      4.42    -32.49     2.851      12742    0    0    0    0    0
2020  4 19 18 15     1.25    -2.91    -1.66    -303.3      4.71    -33.48     2.879      12661    0    0    0    0    0
2020  4 19 18 16     1.26    -2.90    -1.65    -303.7      5.19    -33.48     3.009      13845    0    0    0    0    0
2020  4 19 18 17     1.29    -2.88    -1.61    -304.4      5.39    -32.88     3.113      14714    0    0    0    0    0
2020  4 19 18 18     1.31    -2.88    -1.59    -305.2      4.71    -32.95     2.827      13267    0    0    0    0    0
2020  4 19 18 19     1.26    -2.89    -1.58    -305.7      6.16    -32.50     2.616      13078    0    0    0    0    0
2020  4 19 18 20     1.27    -2.91    -1.57    -306.1      7.12    -32.33     2.609      13415    0    0    0    0    0
2020  4 19 18 21     1.27    -2.92    -1.53    -305.7      8.70    -32.70     2.919      17189    0    0    0    0    0
2020  4 19 18 22     1.29    -2.93    -1.54    -305.5      8.14    -33.56     3.180      19223    0    0    0    0    0
2020  4 19 18 23     1.30    -2.94    -1.58    -305.4      7.63    -33.83     3.060      19396    0    0    0    0    0
2020  4 19 18 24     1.28    -2.98    -1.58    -305.4      7.59    -33.21     3.295      19399    0    0    0    0    0
2020  4 19 18 25     1.27    -2.99    -1.59    -305.4      7.57    -33.09     3.514      19400    0    0    0    0    0
2020  4 19 18 26     1.31    -2.99    -1.61    -305.2      7.31    -33.24     3.592      19400    0    0    0    0    0
2020  4 19 18 27     1.33    -2.98    -1.67    -305.1      7.25    -34.34     3.576      19365    0    0    0    0    0
2020  4 19 18 28     1.34    -2.92    -1.62    -305.1      6.13    -35.00     3.551      17872    0    0    0    0    0
2020  4 19 18 29     1.30    -2.90    -1.60    -305.1      6.18    -35.13     3.527      17052    0    0    0    0    0
2020  4 19 18 30     1.28    -2.91    -1.56    -305.0      6.23    -34.48     3.371      16543    0    0    0    0    0
2020  4 19 18 31     1.28    -2.93    -1.54    -305.0      6.23    -33.97     3.188      16463    0    0    0    0    0
2020  4 19 18 32     1.24    -2.94    -1.55    -305.0      5.97    -33.82     3.012      16463    0    0    0    0    0
2020  4 19 18 33     1.22    -2.91    -1.57    -304.9      5.80    -33.95     2.945      15779    0    0    0    0    0
2020  4 19 18 34     1.26    -2.90    -1.48    -304.7      6.47    -33.87     2.924      15628    0    0    0    0    0
2020  4 19 18 35     1.31    -2.91    -1.46    -304.6      7.24    -33.16     2.922      15628    0    0    0    0    0
