Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2020 04 20 01 13 15 706      -1.32       2.16      -1.06    -287.00      26.10      -9.60       2.75      7832.00
2020 04 20 01 14 26 307      -1.34       2.18      -1.07    -286.30      25.80      -9.10       2.78      7519.00
2020 04 20 01 15 09 672      -1.31       2.16      -1.12    -287.40      25.30      -8.00       2.83      6898.00
2020 04 20 01 16 14 196      -1.29       2.19      -1.12    -287.10      24.60      -7.60       2.72      6331.00
2020 04 20 01 16 50 175      -1.24       2.17      -1.11    -288.70      34.50      -4.60       2.72      7580.00
2020 04 20 01 17 20 522      -1.22       2.13      -1.12    -290.70      42.20       0.90       2.88      8880.00
2020 04 20 01 18 21 995      -1.25       2.03      -1.02    -290.60      49.20      -4.85       2.89      8337.00
2020 04 20 01 20 08 166      -1.37       2.09      -0.90    -287.50      28.20     -10.60       2.74      6386.00
2020 04 20 01 21 02 152      -1.40       1.98      -0.97    -287.90      32.00      -7.80       2.78      7140.00
2020 04 20 01 22 02 152      -1.34       2.06      -0.99    -287.90      28.10      -8.50       2.75      6275.00
2020 04 20 01 22 51 669      -1.43       1.98      -1.02    -288.60      29.50      -8.90       2.87      8030.00
2020 04 20 01 24 09 672      -1.58       2.00      -0.92    -287.40      26.10      -7.80       2.85      6450.00
2020 04 20 01 25 26 307      -1.61       2.01      -0.91    -286.30      23.80     -11.30       2.81      7361.00
2020 04 20 01 26 23 469      -1.38       1.98      -1.06    -290.50      44.80       0.70       2.99      8525.00
2020 04 20 01 28 15 706      -1.54       2.00      -1.05    -287.00      28.20      -6.60       2.86      8056.00
2020 04 20 01 29 27 825      -1.56       2.02      -1.04    -286.20      26.40     -12.00       2.79      7917.00
2020 04 20 01 30 32 388      -1.65       1.97      -1.06    -285.90      26.20     -10.90       2.73      7654.00
2020 04 20 01 31 36 960      -1.67       2.01      -1.08    -285.60      26.60     -11.90       2.70      8462.00
2020 04 20 01 32 26 307      -1.66       2.05      -1.04    -286.30      27.40     -10.80       2.67      7882.00
2020 04 20 01 33 36 960      -1.65       2.08      -1.00    -285.60      26.00     -11.70       2.72      8121.00
2020 04 20 01 34 58 422      -1.65       2.03      -0.88    -284.20      24.00     -13.40       2.93      9040.00
2020 04 20 01 35 19  50      -1.34       1.88      -1.18    -290.80      44.30      -3.40       2.93      7900.00
2020 04 20 01 36 32 334      -1.27       1.89      -1.39    -289.90      40.60      -5.40       2.92      7635.00
2020 04 20 01 37 38 265      -1.26       1.93      -1.34    -289.50      41.10      -3.70       2.87      6879.00
2020 04 20 01 38 59 152      -1.26       2.03      -1.25    -288.10      32.90      -9.20       2.81      6226.00
2020 04 20 01 39 48 683      -1.20       2.13      -1.19    -288.80      34.30      -5.50       2.85      7163.00
2020 04 20 01 40 50 175      -1.09       1.93      -1.61    -288.70      33.30      -8.90       2.64      6957.00
2020 04 20 01 42 52 269      -0.88       1.72      -1.99    -284.60      28.40     -16.80       2.55      8944.00
2020 04 20 01 43 21 757      -1.25       1.90      -1.58    -286.60      29.10     -13.50       2.60      9771.00
2020 04 20 01 44 58 422      -1.64       2.21      -0.33    -284.20      25.60     -18.90       2.42      9690.00
2020 04 20 01 45 43  70      -1.40       1.71      -1.65    -285.20      28.20     -18.80       2.40      9349.00
2020 04 20 01 46 53 805      -1.16       1.78      -1.89    -284.50      27.10     -22.30       2.43      9180.00
2020 04 20 01 48 24 770      -0.76       2.10      -1.92    -282.50      23.70     -24.10       2.40      9736.00
2020 04 20 01 49 04 594      -0.93       1.86      -1.86    -283.80      23.30     -21.10       2.45      9981.00
2020 04 20 01 50 24 770      -1.11       1.63      -2.29    -282.50      22.80     -21.20       2.50     10270.00
2020 04 20 01 51 18 542      -1.21       1.32      -2.37    -282.90      23.20     -25.20       2.36      9595.00
2020 04 20 01 51 43  70      -1.35       1.53      -2.22    -285.20      26.90     -24.80       2.11      8293.00
2020 04 20 01 52 38 486      -1.34       1.97      -1.90    -285.50      30.30     -21.70       2.22      7721.00
2020 04 20 01 53 27 825      -1.28       2.05      -1.82    -286.20      29.80     -21.60       2.23      7196.00
2020 04 20 01 54 33 911      -1.26       1.90      -1.93    -285.80      30.20     -17.60       2.38      7833.00
2020 04 20 01 55 35 435      -1.19       1.93      -1.94    -285.70      28.50     -10.50       2.58      8476.00
2020 04 20 01 56 30 866      -1.11       2.05      -1.91    -286.00      28.40     -13.70       2.52      7768.00
2020 04 20 01 57 46 132      -1.16       2.04      -1.86    -285.00      28.50     -20.30       2.45      8309.00
2020 04 20 01 58 44 601      -1.09       2.06      -1.90    -285.10      29.20     -20.30       2.52      8051.00
2020 04 20 01 59 36 960      -1.05       2.09      -1.82    -285.60      29.90     -18.00       2.43      8134.00
2020 04 20 02 00 40  13      -1.16       2.23      -1.57    -285.40      29.80     -18.70       2.43      8262.00
2020 04 20 02 01 02 152      -0.85       1.92      -2.17    -287.90      33.90     -14.70       2.46      7276.00
2020 04 20 02 02 00 652      -0.85       1.98      -2.00    -288.00      34.70     -15.70       2.43      6859.00
2020 04 20 02 02 21 995      -0.71       1.89      -2.10    -290.60      41.60      -6.00       2.66     10669.00
2020 04 20 02 03 54 659      -0.75       2.19      -1.83    -288.40      33.70     -12.30       2.61      8047.00
2020 04 20 02 04 26 420      -0.73       2.33      -1.68    -290.30      42.50      -7.80       2.65      9203.00
2020 04 20 02 05 27 897      -0.65       2.27      -1.62    -290.20      36.70      -9.00       2.69      8474.00
2020 04 20 02 06 51 669      -0.91       2.20      -1.61    -288.60      30.40      -9.70       2.68      7820.00
2020 04 20 02 08 12 687      -1.06       2.24      -1.62    -287.20      30.10     -15.30       2.69      7201.00
2020 04 20 02 09 15 706      -1.09       2.17      -1.68    -287.00      29.60     -14.00       2.77      7103.00
2020 04 20 02 10 12 687      -0.96       2.61      -1.02    -287.20      26.10     -11.00       2.69      6328.00
2020 04 20 02 11 03 654      -0.93       2.61      -1.18    -287.80      25.10     -11.80       2.87      7327.00
2020 04 20 02 11 41 236      -0.88       2.54      -1.21    -289.30      39.10      -4.70       2.68      7706.00
2020 04 20 02 12 29 375      -0.84       2.49      -1.31    -290.10      38.90      -2.70       2.70      8620.00
2020 04 20 02 13 41 236      -0.86       2.52      -1.27    -289.30      38.70      -0.60       2.73      8252.00
2020 04 20 02 14 39 750      -0.98       2.41      -1.39    -289.40      39.50      -3.40       2.74      8546.00
2020 04 20 02 15 42 724      -0.99       2.45      -1.42    -289.20      30.50      -8.80       2.72      9109.00
2020 04 20 02 16 50 175      -0.96       2.56      -1.37    -288.70      31.00      -8.60       2.75      9036.00
2020 04 20 02 17 29 375      -0.93       2.60      -1.36    -290.10      43.60      -2.60       2.68      8448.00
2020 04 20 02 18 20 522      -0.99       2.47      -1.58    -290.70      52.30      -0.10       2.59      8641.00
2020 04 20 02 19 35 297      -1.03       2.49      -1.31    -289.70      39.50      -2.90       2.94      8896.00
2020 04 20 02 20 23 469      -1.09       2.55      -1.23    -290.50      45.20      -0.40       2.92      8652.00
2020 04 20 02 21 19  50      -1.05       2.49      -1.32    -290.80      48.30       0.40       2.98      9018.00
2020 04 20 02 22 44 212      -1.19       2.45      -1.14    -289.10      33.90       0.90       3.19      8597.00
2020 04 20 02 23 20 522      -0.99       2.49      -1.21    -290.70      39.40       3.10       3.21      8910.00
2020 04 20 02 24 26 420      -1.41       2.27      -1.51    -290.30      40.40      -2.20       2.67      9214.00
2020 04 20 02 25 02 924      -1.17       2.54      -1.17    -291.90      52.80       2.60       2.95      8712.00
2020 04 20 02 25 58 548      -1.13       2.51      -1.29    -292.20      51.30       3.30       3.00      8572.00
2020 04 20 02 26 57  91      -1.10       2.54      -1.10    -292.30      47.30       3.50       3.11      8551.00
2020 04 20 02 28 02 924      -1.20       2.53      -1.20    -291.90      50.50       4.00       3.23      8731.00
2020 04 20 02 28 58 548      -1.11       2.55      -1.13    -292.20      42.40       4.40       3.34      9123.00
2020 04 20 02 29 49 821      -1.02       2.52      -1.33    -292.80      52.30       6.80       3.31      9042.00
2020 04 20 02 31 07 310      -1.12       2.77      -0.98    -291.60      46.40       2.10       2.95      8654.00
2020 04 20 02 31 54 180      -1.10       2.79      -1.03    -292.50      44.20       4.30       2.82      8721.00
2020 04 20 02 33 08 774      -1.12       2.75      -0.97    -291.50      42.50      -1.70       2.95      8959.00
2020 04 20 02 33 49 821      -0.83       2.91      -1.00    -292.80      36.70       2.20       3.02      8632.00
2020 04 20 02 33 57 633      -1.62       5.94      -2.44    -328.90      32.90       3.40      10.24     26406.00
2020 04 20 02 34 47  41      -1.76       6.18      -2.61    -329.80      35.80       5.60       9.82     25585.00
2020 04 20 02 35 44 667      -1.55       6.21      -2.66    -330.00      37.60       8.10       9.90     25625.00
2020 04 20 02 36 32 160      -1.52       6.21      -2.44    -331.10      39.00       5.30      10.04     25927.00
2020 04 20 02 37 18 964      -1.75       6.30      -2.61    -332.30      38.10       8.40      10.22     26227.00
2020 04 20 02 38 52 152      -1.98       6.27      -2.55    -329.40      37.20       7.30       9.75     24971.00
2020 04 20 02 39 16 875      -1.38       6.28      -2.63    -332.50      39.60       7.50      10.28     25540.00
2020 04 20 02 40 38 788      -1.63       6.37      -2.09    -330.60      37.50       5.80      10.09     25732.00
2020 04 20 02 41 26 389      -1.42       6.52      -1.93    -331.70      38.40       7.30      10.14     25481.00
2020 04 20 02 42 32 202      -1.65       6.58      -1.80    -331.20      38.40       5.80      10.06     25697.00
2020 04 20 02 43 24 593      -1.56       6.58      -2.07    -331.90      37.30       7.70      10.04     25471.00
2020 04 20 02 44 23 391      -1.53       6.62      -1.91    -332.00      39.20       7.20      10.05     25164.00
2020 04 20 02 45 19  21      -1.40       6.89      -1.40    -332.40      39.40       4.80       9.89     25590.00
2020 04 20 02 46 21 528      -1.64       6.95      -1.40    -332.20      38.40       7.30       9.54     24900.00
2020 04 20 02 47 05 939      -1.47       6.88      -1.95    -333.60      38.80       9.40      10.02     25819.00
2020 04 20 02 48 12 956      -1.64       6.78      -2.08    -333.00      37.10       9.20      10.00     25455.00
2020 04 20 02 49 14 201      -1.76       6.80      -2.24    -332.90      37.05       9.60      10.13     25559.00
2020 04 20 02 50 28 958      -1.74       6.82      -2.09    -331.60      37.00      10.00      10.35     25131.00
2020 04 20 02 51 24 394      -1.69       6.98      -0.99    -332.00      38.80       9.20       9.80     25701.00
