Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2018 08 25 01 06 05 745       2.69      -4.29       1.11    -330.50      -4.00      -1.70       6.56     16010.00
2018 08 25 01 07 06 946       2.75      -4.26       1.09    -330.40      -4.50      -1.40       6.47     14137.00
2018 08 25 01 08 16 574       2.80      -4.25       0.85    -329.60      -4.70      -2.60       6.49     15894.00
2018 08 25 01 09 14 163       2.66      -4.30       0.97    -329.80      -5.00      -2.30       6.61     15458.00
2018 08 25 01 10 00 951       2.61      -4.36       0.90    -330.90      -6.20      -0.20       6.57     15403.00
2018 08 25 01 10 58 559       2.51      -4.38       0.95    -331.10      -5.60      -0.60       6.75     15428.00
2018 08 25 01 12 12 958       2.59      -4.36       0.73    -329.90      -3.90       0.60       6.92     19502.00
2018 08 25 01 13 06 946       2.52      -4.41       0.74    -330.40      -5.10      -0.40       6.85     18104.00
2018 08 25 01 14 04 546       2.52      -4.36       1.23    -330.60      -5.30      -0.50       6.28     13935.00
2018 08 25 01 15 00 951       2.44      -4.47       1.14    -330.90      -5.30      -0.40       6.21     13709.00
2018 08 25 01 15 50 207       2.48      -4.56       0.84    -331.80      -6.10      -1.70       6.25     15523.00
2018 08 25 01 16 56 169       2.48      -4.49       0.75    -331.30      -5.80      -3.70       6.29     15260.00
2018 08 25 01 17 52 590       2.56      -4.69       1.04    -331.60      -4.50      -4.80       5.62     12891.00
2018 08 25 01 18 50 207       2.50      -4.73       1.12    -331.80      -3.10      -6.80       5.74     12961.00
2018 08 25 01 19 54 975       2.54      -4.72       0.96    -331.40      -2.20      -6.20       5.76     12806.00
2018 08 25 01 20 56 169       2.52      -4.73       1.00    -331.30      -2.80      -6.30       5.78     12872.00
2018 08 25 01 21 59 755       2.55      -4.68       1.00    -331.00      -3.00      -5.20       5.97     12999.00
2018 08 25 01 22 56 169       2.41      -4.74       0.99    -331.30      -3.00      -5.40       5.99     12865.00
2018 08 25 01 23 54 975       2.45      -4.77       0.99    -331.40      -2.50      -5.10       5.87     12813.00
2018 08 25 01 24 34 791       2.14      -4.93       1.70    -333.10      -0.20      -6.90       5.12     11483.00
2018 08 25 01 25 28 893       2.02      -4.97       1.82    -333.60      -1.80      -5.30       5.07     11420.00
2018 08 25 01 26 17 151       2.04      -5.00       1.81    -334.60       0.20      -3.70       4.97      9030.00
2018 08 25 01 27 13 642       2.10      -5.11       1.76    -334.90       1.70      -4.50       4.76      8618.00
2018 08 25 01 28 03 153       2.12      -5.20       1.79    -335.80       1.80      -4.80       4.62      8478.00
2018 08 25 01 29 07 808       2.29      -5.28       1.56    -335.40       3.40      -5.40       4.42      8163.00
2018 08 25 01 30 08 974       2.29      -5.25       1.50    -335.30       3.20      -3.80       4.49      8349.00
2018 08 25 01 31 06 643       2.25      -5.23       1.62    -335.50       5.20      -4.20       4.40      8220.00
2018 08 25 01 32 06 643       2.35      -5.20       1.55    -335.43       2.80      -4.30       4.36      8275.00
2018 08 25 01 33 06 643       2.45      -5.13       1.76    -335.37       3.70      -4.10       4.38      8166.00
2018 08 25 01 34 08 974       2.43      -5.09       1.75    -335.30       2.70      -4.60       4.41      8538.00
2018 08 25 01 34 51 564       2.28      -5.12       1.55    -336.80       0.50      -6.10       4.57      9785.00
2018 08 25 01 35 58 509       2.34      -5.11       1.56    -336.20       0.80      -5.20       4.43      8782.00
2018 08 25 01 37 01 991       2.47      -5.09       1.62    -335.90       2.80      -5.20       4.41      8653.00
2018 08 25 01 37 58 509       2.40      -5.10       1.63    -336.20       2.10      -4.50       4.37      8628.00
2018 08 25 01 38 58 509       2.48      -5.02       1.73    -336.20       1.90      -3.80       4.46      8611.00
2018 08 25 01 39 50 409       2.42      -5.13       1.57    -336.90       0.90      -6.30       4.39      8674.00
2018 08 25 01 40 40  44       2.29      -5.21       1.40    -337.80       2.40      -5.90       4.46      9048.00
2018 08 25 01 41 41 193       2.30      -5.14       1.43    -337.70       2.70      -6.30       4.58      9087.00
2018 08 25 01 42 41 193       2.24      -5.25       1.13    -337.65       2.30      -7.40       4.42      7982.00
2018 08 25 01 43 42 343       2.23      -5.27       0.96    -337.60       1.90      -7.70       4.50      8541.00
2018 08 25 01 44 43 493       2.25      -5.33       0.90    -337.50       2.00      -7.90       4.41      7893.00
2018 08 25 01 45 43 493       2.22      -5.34       0.98    -337.50       2.30      -7.90       4.37      8027.00
2018 08 25 01 46 36 601       2.25      -5.22       0.93    -338.10       0.10      -9.30       4.39     10281.00
2018 08 25 01 47 48 101       2.28      -5.20       1.19    -337.10       2.50      -8.00       4.26      8175.00
2018 08 25 01 48 43 493       2.38      -5.07       1.49    -337.50       1.10      -7.60       4.27      7937.00
2018 08 25 01 49 45 796       2.43      -5.02       1.39    -337.30       2.00      -6.20       4.28      7939.00
2018 08 25 01 50 51 564       2.48      -4.98       1.52    -336.80       0.50      -5.50       4.25      8145.00
2018 08 25 01 51 37 748       2.42      -5.09       1.43    -338.00      -0.70      -6.20       4.33     10629.00
2018 08 25 01 52 46 948       2.37      -5.09       0.79    -337.20      -3.60      -6.60       4.86     11778.00
2018 08 25 01 53 45 796       2.40      -5.18       0.93    -337.30      -2.40      -6.40       4.50     10410.00
2018 08 25 01 54 45 796       2.36      -5.07       1.07    -337.25      -2.70      -5.30       4.59     11473.00
2018 08 25 01 55 46 948       2.40      -5.11       1.23    -337.20      -1.90      -6.20       4.64     11378.00
2018 08 25 01 56 52 720       2.36      -5.04       1.36    -336.70      -2.60      -4.10       4.70     11399.00
2018 08 25 01 58 11 307       2.24      -4.80       1.28    -335.10      -5.70      -1.90       5.81     15704.00
2018 08 25 01 59 18 322       2.30      -4.82       1.07    -334.50      -5.40      -4.00       5.96     15509.00
2018 08 25 02 00 10 140       2.16      -5.04       0.23    -335.20      -4.40      -8.90       5.88     14950.00
2018 08 25 02 01 01 991       2.09      -5.06       0.29    -335.90      -3.90      -8.00       6.01     15334.00
2018 08 25 02 02 15 981       2.26      -4.88       0.53    -334.70      -7.30      -6.70       6.24     15719.00
