MIDL 32Re Data for 2018-08 (GSM nT, km/s, cm^-3, K)
year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2018  8 24 18  0     1.19    -5.02     2.59    -349.0    -32.35      2.80     8.252      22215    0    0    0    0    0
2018  8 24 18  1     1.09    -4.96     2.53    -349.1    -32.50      2.89     8.107      22180    0    0    0    0    0
2018  8 24 18  2     1.12    -5.07     2.26    -349.2    -32.94      2.70     8.069      22149    0    1    1    1    1
2018  8 24 18  3     1.11    -5.07     2.29    -349.3    -31.62      2.59     8.022      22120    0    1    1    1    1
2018  8 24 18  4     1.10    -5.06     2.42    -349.3    -31.56      1.58     7.970      22043    0    1    1    1    1
2018  8 24 18  5     1.10    -5.05     2.63    -349.3    -31.22      1.35     7.919      21979    0    1    1    1    1
2018  8 24 18  6     1.05    -5.05     2.62    -349.5    -30.85      0.93     7.663      21219    0    1    1    1    1
2018  8 24 18  7     0.92    -5.11     2.58    -350.1    -32.78      0.19     7.129      19811    0    1    1    1    1
2018  8 24 18  8     0.80    -5.32     2.31    -350.9    -33.64     -0.26     7.135      20098    0    1    1    1    1
2018  8 24 18  9     0.55    -5.47     1.77    -350.9    -32.48     -0.66     7.382      20679    0    0    0    0    0
2018  8 24 18 10     0.38    -5.52     1.59    -350.7    -31.36     -0.75     7.580      20956    0    1    1    1    1
2018  8 24 18 11     0.40    -5.49     1.78    -351.2    -30.48     -0.82     7.597      20956    0    1    1    1    1
2018  8 24 18 12     0.43    -5.48     1.81    -351.4    -30.14     -0.72     7.614      20773    0    1    1    1    1
2018  8 24 18 13     0.47    -5.53     1.67    -351.3    -29.16     -0.64     7.630      20515    0    1    1    1    1
2018  8 24 18 14     0.47    -5.56     1.57    -351.4    -29.74      0.14     7.646      20419    0    1    1    1    1
2018  8 24 18 15     0.44    -5.56     1.42    -351.3    -30.51      0.62     7.662      20531    0    1    1    1    1
2018  8 24 18 16     0.45    -5.64     1.33    -351.3    -31.25      0.53     7.969      20991    0    1    1    1    1
