Final OMNI file

Initial number of points = 3481
Final   number of points = 2823

#COORDINATES
GSE

year mo dy hr mn sc msc Bx By Bz Ux Uy Uz Rho T
#START
2017 05 27 14 10 00 000        -0.76        -2.86        -1.17      -298.60       -11.10        -8.10         7.29     17076.00
2017 05 27 14 11 00 000        -0.84        -2.95        -0.79      -298.60       -11.10        -8.10         7.29     17076.00
2017 05 27 14 12 00 000        -0.91        -2.95        -0.75      -297.80       -10.50        -8.60         7.12     15982.00
2017 05 27 14 13 00 000        -1.01        -2.85        -0.97      -298.30       -10.40        -9.00         7.25     16945.00
2017 05 27 14 14 00 000        -1.15        -2.88        -1.01      -299.40       -10.30        -9.40         7.50     18740.00
2017 05 27 14 15 00 000        -1.07        -3.04        -0.95      -299.20       -11.80        -8.80         7.02     17279.00
2017 05 27 14 16 00 000        -1.16        -3.05        -0.88      -299.20       -11.80        -8.80         7.02     17279.00
2017 05 27 14 17 00 000        -1.46        -2.84        -0.63      -301.40       -10.70        -7.40         7.12     17079.00
2017 05 27 14 18 00 000        -1.45        -2.77        -0.47      -301.40       -10.70        -7.40         7.12     17076.00
2017 05 27 14 19 00 000        -1.61        -2.67        -0.27      -300.90       -11.00        -7.00         7.38     17279.00
2017 05 27 14 20 00 000        -1.70        -2.59        -0.03      -300.90       -11.00        -6.90         7.39     17360.00
2017 05 27 14 21 00 000        -1.74        -2.50         0.06      -301.20       -10.90        -6.00         7.51     18049.00
2017 05 27 14 22 00 000        -1.87        -2.45        -0.06      -301.20       -10.90        -5.90         7.52     18107.00
2017 05 27 14 24 00 000        -2.06        -2.32        -0.21      -300.60       -11.40        -6.00         7.40     18317.00
2017 05 27 14 25 00 000        -1.93        -2.38        -0.25      -300.60       -11.40        -6.00         7.40     18317.00
2017 05 27 14 27 00 000        -1.96        -2.43        -0.36      -301.40       -11.40        -6.40         7.93     19602.00
2017 05 27 14 28 00 000        -1.88        -2.50        -0.30      -301.40       -11.40        -6.40         7.93     19602.00
2017 05 27 14 30 00 000        -1.97        -2.41        -0.31      -301.70       -12.00        -5.80         7.50     18107.00
