Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2019 08 25 00 00 00   0      -1.03       1.01       0.21     343.30       0.00       0.00       4.43     35555.90
2019 08 25 00 01 00   0      -1.10       0.90      -0.03     343.66       0.00       0.00       4.78     27350.69
2019 08 25 00 02 00   0      -1.13       0.89      -0.22     335.64       0.00       0.00       3.68     21039.00
2019 08 25 00 03 00   0      -1.10       0.81      -0.46     339.99       0.00       0.00       4.27     23821.80
2019 08 25 00 04 00   0      -0.96       0.59      -0.73     344.71       0.00       0.00       5.21     26918.10
2019 08 25 00 05 00   0      -0.94       0.69      -0.44     340.90       0.00       0.00       4.01     21896.40
2019 08 25 00 06 00   0      -1.32       0.69      -0.16     342.57       0.00       0.00       4.14     27510.40
2019 08 25 00 07 00   0      -1.32       0.75      -0.38     343.90       0.00       0.00       4.58     33748.20
2019 08 25 00 08 00   0      -1.07       0.78      -0.20     341.90       0.00       0.00       4.50     28792.40
2019 08 25 00 09 00   0      -0.82       0.04      -0.79     341.90       0.00       0.00       4.43     24985.20
2019 08 25 00 10 00   0      -0.82       0.88       0.23     342.56       0.00       0.00       4.34     28519.50
2019 08 25 00 11 00   0      -0.96       1.18       0.53     339.61       0.00       0.00       4.21     26228.90
2019 08 25 00 12 00   0      -1.31       0.97      -0.74     340.73       0.00       0.00       3.89     30768.20
2019 08 25 00 13 00   0      -1.27       0.92      -1.08     339.46       0.00       0.00       4.37     28876.40
2019 08 25 00 14 00   0      -1.12       0.50      -1.37     342.32       0.00       0.00       4.12     26916.60
2019 08 25 00 15 00   0      -1.39       0.24      -1.44     340.54       0.00       0.00       4.64     23124.90
2019 08 25 00 16 00   0      -1.32       0.56      -1.28     340.97       0.00       0.00       4.36     29314.30
2019 08 25 00 17 00   0      -0.94       1.40      -1.15     340.90       0.00       0.00       4.17     26393.70
2019 08 25 00 18 00   0      -1.02       1.34      -1.17     341.66       0.00       0.00       4.28     26620.00
2019 08 25 00 19 00   0      -1.25       1.18      -1.15     340.97       0.00       0.00       4.44     23658.70
2019 08 25 00 20 00   0      -1.12       1.16      -1.13     340.90       0.00       0.00       4.47     24190.50
2019 08 25 00 21 00   0      -1.00       1.26      -1.05     340.97       0.00       0.00       4.36     24403.60
2019 08 25 00 22 00   0      -1.33       1.06      -1.11     340.48       0.00       0.00       4.21     26630.70
2019 08 25 00 23 00   0      -1.45       1.03      -1.21     341.58       0.00       0.00       4.20     30541.20
2019 08 25 00 24 00   0      -1.40       1.11      -1.27     343.47       0.00       0.00       4.33     25942.10
2019 08 25 00 25 00   0      -1.42       1.15      -1.19     340.12       0.00       0.00       3.85     24130.00
2019 08 25 00 26 00   0      -1.51       0.74      -1.42     332.32       0.00       0.00       2.96     22876.00
2019 08 25 00 27 00   0      -1.58       0.63      -1.43     344.59       0.00       0.00       3.85     29738.80
2019 08 25 00 28 00   0      -1.13       0.88      -1.62     343.25       0.00       0.00       4.13     33225.20
2019 08 25 00 29 00   0      -1.08       0.80      -1.70     335.53       0.00       0.00       3.18     25557.85
2019 08 25 00 30 00   0      -1.14       0.76      -1.68     342.45       0.00       0.00       4.13     26362.70
2019 08 25 00 31 00   0      -1.38       0.32      -1.85     344.18       0.00       0.00       4.63     32314.60
2019 08 25 00 32 00   0      -1.38       0.77      -1.45     338.48       0.00       0.00       3.94     24857.39
2019 08 25 00 33 00   0      -0.91       0.29      -1.84     342.93       0.00       0.00       4.55     32119.80
2019 08 25 00 34 00   0      -1.03       0.19      -1.62     344.05       0.00       0.00       4.78     35621.80
2019 08 25 00 35 00   0      -1.06       0.03      -1.52     344.50       0.00       0.00       4.65     27401.39
