BEGIN METADATA
SWEPAM 64-second Averaged Solar Wind Ion Parameters
Data downloaded from ACE Science Center on Fri Sep 16 13:59:06 2022
SWEPAM Team Software Version: 3.30
SWEPAM Team Time/Date Processed: 
ACE Science Center Level2 Software Version: 1.5
ACE Science Center Processing Date/Time: Thu Feb  3 23:17:45 2022 PST


Note: All timestamps are UT, and refer to the start of the time period.
year,day,hr,min,sec: year, day of year, hour of day, minutes, seconds.
fp_year       : fractional year.
fp_doy        : fractional day-of-year.
ACEepoch      : seconds since Jan 1 00:00:00 UT 1996.
proton_density: Proton Density (cm^-3).
proton_temp   : Radial Component of proton temperature (deg. Kelvin).
He4toprotons  : Ratio of alphas/protons
proton_speed  : Proton Speed (km/s)
x,y,z_dot_GSE : X,Y,Z-component of proton velocity in GSE coordinates (km/s)
r,t,n_dot_RTN : R,T,N-component of proton velocity in RTN coordinates (km/s)
x,y,z_dot_GSM : X,Y,Z-component of proton velocity in GSM coordinates (km/s)
Electron_temp : Electron Temperature (deg. Kelvin).
pos_gse_x,y,z : Components of spacecraft position in GSE (km).
pos_gsm_x,y,z : Components of spacecraft position in GSM (km).
A value of -9999.9 indicates bad or missing data.

More Documentation of the ACE SWEPAM level 2 data is at this web site:
http://www.srl.caltech.edu/ACE/ASC/level2/swepam_l2desc.html

year day hr min sec proton_density proton_temp x_dot_GSE y_dot_GSE z_dot_GSE pos_gse_x pos_gse_y pos_gse_z 
BEGIN DATA
2018 109  0  0 34.000  -9999.900 -9.9999e+03   -305.50     17.02     -3.51  1.5615e+06  1.5786e+05 -1.0721e+04
2018 109  0  1 38.000  -9999.900 -9.9999e+03   -310.60     16.42     -2.91  1.5615e+06  1.5786e+05 -1.0717e+04
2018 109  0  2 42.000  -9999.900 -9.9999e+03   -306.44     16.97     -3.51  1.5615e+06  1.5785e+05 -1.0713e+04
2018 109  0  3 46.000  -9999.900 -9.9999e+03   -310.47     19.15     -2.64  1.5615e+06  1.5785e+05 -1.0709e+04
2018 109  0  4 50.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5615e+06  1.5784e+05 -1.0706e+04
2018 109  0  5 54.000  -9999.900 -9.9999e+03   -309.55     15.72      0.30  1.5615e+06  1.5784e+05 -1.0702e+04
2018 109  0  6 58.000  -9999.900 -9.9999e+03   -307.55     18.12     -3.44  1.5615e+06  1.5783e+05 -1.0698e+04
2018 109  0  8  2.000  -9999.900 -9.9999e+03   -306.95     15.49     -1.68  1.5615e+06  1.5783e+05 -1.0695e+04
2018 109  0  9  6.000  -9999.900 -9.9999e+03   -306.81     15.87     -5.03  1.5615e+06  1.5782e+05 -1.0691e+04
2018 109  0 10 10.000  -9999.900 -9.9999e+03   -307.82     13.94     -1.34  1.5615e+06  1.5782e+05 -1.0687e+04
