MIDL 32Re, 1999-07 (nT, km/s, cm^-3, K)

#COORDINATES
GSM                     Earth orbital motion included

year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
1999  7  1 18  0    -4.45    -1.29    -1.36    -481.9     42.88    -19.49     1.698     146912    0    0    0    0    0
1999  7  1 18  1    -4.45    -1.41    -1.40    -483.5     60.10    -19.32     1.616     146882    0    0    0    0    0
1999  7  1 18  2    -4.44    -1.31    -1.53    -485.6     60.10    -14.74     1.610     145870    0    0    0    0    0
1999  7  1 18  3    -3.96    -1.27    -2.52    -493.6     55.83      5.81     1.617     127006    0    0    0    0    0
1999  7  1 18  4    -3.54    -0.92    -3.30    -494.7     61.39     11.20     1.797     123650    0    0    0    0    0
1999  7  1 18  5    -3.55    -0.94    -3.26    -493.4     61.56     10.54     1.763     124418    0    0    0    0    0
1999  7  1 18  6    -3.83    -1.33    -2.52    -490.6     64.96     -3.30     1.763     139777    0    0    0    0    0
1999  7  1 18  7    -4.11    -1.46    -1.45    -489.8     69.62    -10.59     1.693     153125    0    0    0    0    0
1999  7  1 18  8    -4.19    -1.59    -1.09    -491.3     75.54    -11.92     1.663     157938    0    0    0    0    0
1999  7  1 18  9    -4.19    -1.62    -1.48    -492.7     78.53    -11.76     1.567     158142    0    0    0    0    0
1999  7  1 18 10    -4.23     0.22    -1.50    -492.8     79.14    -10.29     1.685     150549    0    0    0    0    0
1999  7  1 18 11    -4.23     0.25     0.18    -492.6     80.79    -11.90     1.720     145685    0    1    1    0    0
1999  7  1 18 12    -3.84    -2.65     0.24    -492.4     82.47    -13.56     1.804     145524    0    2    2    0    0
1999  7  1 18 13    -3.82    -2.80    -0.99    -492.2     84.12    -15.21     1.809     141026    0    1    1    0    0
1999  7  1 18 14    -3.68    -1.98    -1.16    -492.0     82.99    -19.95     1.777     132246    0    0    0    0    0
1999  7  1 18 15    -3.67    -1.91    -1.37    -489.0     75.45    -17.05     1.661     127988    0    0    0    0    0
1999  7  1 18 16    -3.64    -2.15    -1.86    -487.3     71.26    -15.16     1.596     126017    0    0    0    0    0
1999  7  1 18 17    -3.60    -2.40    -2.25    -487.3     71.26    -10.61     1.596     123375    0    0    0    0    0
1999  7  1 18 18    -3.71    -2.12    -2.25    -487.8     72.04     -3.79     1.558     120551    0    0    0    0    0
1999  7  1 18 19    -3.80    -1.88    -2.37    -488.3     72.59     -2.10     1.578     121843    0    0    0    0    0
1999  7  1 18 20    -3.61    -2.07    -2.71    -494.0     72.97      4.37     1.528     122012    0    0    0    0    0
1999  7  1 18 21    -3.50    -2.25    -2.71    -493.8     75.78      4.30     1.561     113722    0    0    0    0    0
1999  7  1 18 22    -3.50    -2.25    -2.67    -491.8     75.78      3.25     1.550     113722    0    0    0    0    0
1999  7  1 18 23    -3.50    -2.25    -2.67    -491.5     75.78      2.21     1.548     116406    0    0    0    0    0
1999  7  1 18 24    -3.33    -2.49    -2.69    -496.8     83.51     -0.71     1.498     117783    0    0    0    0    0
1999  7  1 18 25    -3.41    -2.39    -2.61    -494.6     80.90     -3.43     1.512     119712    0    0    0    0    0
1999  7  1 18 26    -3.64    -2.08    -2.39    -488.3     73.07     -4.96     1.553     119712    0    0    0    0    0
1999  7  1 18 27    -3.92    -1.81    -2.17    -484.9     68.95     -6.16     1.574     120225    0    0    0    0    0
1999  7  1 18 28    -4.19    -1.54    -1.95    -481.6     64.84     -7.36     1.596     120738    0    0    0    0    0
1999  7  1 18 29    -4.21    -1.53    -1.91    -481.9     66.45     -8.21     1.576     126814    0    0    0    0    0
1999  7  1 18 30    -4.12    -1.89    -1.81    -483.3     67.24     -8.78     1.567     140152    0    0    0    0    0
1999  7  1 18 31    -4.03    -2.45    -1.56    -486.5     72.06    -11.43     1.539     144121    0    0    0    0    0
1999  7  1 18 32    -4.14    -2.07    -1.56    -486.5     71.11    -13.05     1.562     149909    0    0    0    0    0
