Sym-H and AL  obtained from Kyoto WDC for SWPC Event 10.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
1999 07 02 09 15 00 000  -14.00   -38.00
1999 07 02 09 16 00 000  -14.00   -53.00
1999 07 02 09 17 00 000  -15.00   -59.00
1999 07 02 09 18 00 000  -15.00   -45.00
1999 07 02 09 19 00 000  -15.00   -24.00
1999 07 02 09 20 00 000  -15.00   -13.00
1999 07 02 09 21 00 000  -16.00   -28.00
1999 07 02 09 22 00 000  -17.00   -41.00
1999 07 02 09 23 00 000  -19.00   -56.00
1999 07 02 09 24 00 000  -19.00   -62.00
1999 07 02 09 25 00 000  -21.00   -70.00
1999 07 02 09 26 00 000  -22.00   -67.00
1999 07 02 09 27 00 000  -23.00   -65.00
1999 07 02 09 28 00 000  -24.00   -55.00
1999 07 02 09 29 00 000  -22.00   -46.00
1999 07 02 09 30 00 000  -20.00   -31.00
1999 07 02 09 31 00 000  -17.00   -41.00
1999 07 02 09 32 00 000  -16.00   -30.00
1999 07 02 09 33 00 000  -15.00    -7.00
1999 07 02 09 34 00 000  -14.00   -15.00
1999 07 02 09 35 00 000  -13.00   -38.00
1999 07 02 09 36 00 000  -12.00   -70.00
1999 07 02 09 37 00 000  -10.00   -89.00
1999 07 02 09 38 00 000   -9.00   -88.00
1999 07 02 09 39 00 000   -8.00  -102.00
1999 07 02 09 40 00 000   -7.00   -99.00
1999 07 02 09 41 00 000   -7.00   -74.00
1999 07 02 09 42 00 000  -10.00  -124.00
1999 07 02 09 43 00 000  -14.00  -137.00
1999 07 02 09 44 00 000  -16.00  -129.00
1999 07 02 09 45 00 000  -16.00  -121.00
1999 07 02 09 46 00 000  -15.00  -134.00
1999 07 02 09 47 00 000  -14.00  -144.00
1999 07 02 09 48 00 000  -15.00  -155.00
1999 07 02 09 49 00 000  -17.00  -165.00
1999 07 02 09 50 00 000  -18.00  -166.00
1999 07 02 09 51 00 000  -18.00  -181.00
1999 07 02 09 52 00 000  -17.00  -211.00
1999 07 02 09 53 00 000  -16.00  -201.00
1999 07 02 09 54 00 000  -15.00  -154.00
1999 07 02 09 55 00 000  -14.00  -129.00
1999 07 02 09 56 00 000  -13.00  -149.00
1999 07 02 09 57 00 000  -13.00  -189.00
1999 07 02 09 58 00 000  -12.00  -209.00
1999 07 02 09 59 00 000  -11.00  -234.00
1999 07 02 10 00 00 000  -10.00  -242.00
1999 07 02 10 01 00 000   -9.00  -212.00
1999 07 02 10 02 00 000   -7.00  -217.00
1999 07 02 10 03 00 000   -7.00  -189.00
1999 07 02 10 04 00 000   -7.00  -252.00
1999 07 02 10 05 00 000   -9.00  -291.00
1999 07 02 10 06 00 000  -11.00  -264.00
1999 07 02 10 07 00 000  -12.00  -239.00
1999 07 02 10 08 00 000  -14.00  -274.00
1999 07 02 10 09 00 000  -16.00  -303.00
1999 07 02 10 10 00 000  -17.00  -316.00
1999 07 02 10 11 00 000  -16.00  -320.00
1999 07 02 10 12 00 000  -15.00  -334.00
1999 07 02 10 13 00 000  -15.00  -342.00
1999 07 02 10 14 00 000  -15.00  -403.00
1999 07 02 10 15 00 000  -16.00  -493.00
1999 07 02 10 16 00 000  -16.00  -453.00
1999 07 02 10 17 00 000  -16.00  -414.00
1999 07 02 10 18 00 000  -17.00  -464.00
1999 07 02 10 19 00 000  -17.00  -590.00
1999 07 02 10 20 00 000  -18.00  -567.00
1999 07 02 10 21 00 000  -18.00  -526.00
1999 07 02 10 22 00 000  -19.00  -515.00
1999 07 02 10 23 00 000  -20.00  -506.00
1999 07 02 10 24 00 000  -21.00  -482.00
1999 07 02 10 25 00 000  -22.00  -467.00
1999 07 02 10 26 00 000  -22.00  -460.00
1999 07 02 10 27 00 000  -22.00  -399.00
1999 07 02 10 28 00 000  -22.00  -315.00
1999 07 02 10 29 00 000  -22.00  -314.00
1999 07 02 10 30 00 000  -22.00  -350.00
1999 07 02 10 31 00 000  -22.00  -295.00
1999 07 02 10 32 00 000  -22.00  -308.00
1999 07 02 10 33 00 000  -22.00  -315.00
1999 07 02 10 34 00 000  -22.00  -295.00
1999 07 02 10 35 00 000  -22.00  -277.00
1999 07 02 10 36 00 000  -22.00  -274.00
1999 07 02 10 37 00 000  -22.00  -275.00
1999 07 02 10 38 00 000  -22.00  -278.00
1999 07 02 10 39 00 000  -22.00  -276.00
1999 07 02 10 40 00 000  -22.00  -267.00
1999 07 02 10 41 00 000  -22.00  -264.00
1999 07 02 10 42 00 000  -22.00  -270.00
1999 07 02 10 43 00 000  -22.00  -271.00
1999 07 02 10 44 00 000  -22.00  -259.00
1999 07 02 10 45 00 000  -22.00  -254.00
1999 07 02 10 46 00 000  -21.00  -253.00
1999 07 02 10 47 00 000  -21.00  -259.00
1999 07 02 10 48 00 000  -21.00  -277.00
1999 07 02 10 49 00 000  -22.00  -283.00
1999 07 02 10 50 00 000  -22.00  -328.00
1999 07 02 10 51 00 000  -22.00  -273.00
1999 07 02 10 52 00 000  -22.00  -246.00
1999 07 02 10 53 00 000  -21.00  -278.00
1999 07 02 10 54 00 000  -21.00  -283.00
1999 07 02 10 55 00 000  -20.00  -240.00
1999 07 02 10 56 00 000  -20.00  -244.00
1999 07 02 10 57 00 000  -19.00  -235.00
1999 07 02 10 58 00 000  -19.00  -232.00
1999 07 02 10 59 00 000  -19.00  -238.00
1999 07 02 11 00 00 000  -19.00  -241.00
1999 07 02 11 01 00 000  -19.00  -246.00
1999 07 02 11 02 00 000  -19.00  -258.00
1999 07 02 11 03 00 000  -18.00  -264.00
1999 07 02 11 04 00 000  -16.00  -268.00
1999 07 02 11 05 00 000  -15.00  -259.00
1999 07 02 11 06 00 000  -14.00  -248.00
1999 07 02 11 07 00 000  -14.00  -236.00
1999 07 02 11 08 00 000  -14.00  -221.00
1999 07 02 11 09 00 000  -14.00  -210.00
1999 07 02 11 10 00 000  -14.00  -208.00
1999 07 02 11 11 00 000  -14.00  -201.00
1999 07 02 11 12 00 000  -14.00  -199.00
1999 07 02 11 13 00 000  -13.00  -197.00
1999 07 02 11 14 00 000  -13.00  -186.00
1999 07 02 11 15 00 000  -13.00  -174.00
1999 07 02 11 16 00 000  -13.00  -157.00
1999 07 02 11 17 00 000  -13.00  -126.00
1999 07 02 11 18 00 000  -13.00  -125.00
1999 07 02 11 19 00 000  -13.00  -129.00
1999 07 02 11 20 00 000  -13.00  -136.00
1999 07 02 11 21 00 000  -13.00  -132.00
1999 07 02 11 22 00 000  -13.00  -136.00
1999 07 02 11 23 00 000  -13.00  -142.00
1999 07 02 11 24 00 000  -13.00  -151.00
1999 07 02 11 25 00 000  -13.00  -151.00
1999 07 02 11 26 00 000  -13.00  -142.00
1999 07 02 11 27 00 000  -13.00  -137.00
1999 07 02 11 28 00 000  -12.00  -130.00
1999 07 02 11 29 00 000  -12.00  -120.00
1999 07 02 11 30 00 000  -13.00  -100.00
1999 07 02 11 31 00 000  -13.00   -89.00
1999 07 02 11 32 00 000  -14.00   -87.00
1999 07 02 11 33 00 000  -15.00  -100.00
1999 07 02 11 34 00 000  -16.00  -105.00
1999 07 02 11 35 00 000  -16.00  -103.00
1999 07 02 11 36 00 000  -15.00  -104.00
1999 07 02 11 37 00 000  -14.00  -106.00
1999 07 02 11 38 00 000  -13.00  -105.00
1999 07 02 11 39 00 000  -12.00   -89.00
1999 07 02 11 40 00 000  -13.00   -73.00
1999 07 02 11 41 00 000  -13.00   -66.00
1999 07 02 11 42 00 000  -14.00   -77.00
1999 07 02 11 43 00 000  -15.00   -74.00
1999 07 02 11 44 00 000  -15.00   -70.00
1999 07 02 11 45 00 000  -15.00   -86.00
1999 07 02 11 46 00 000  -14.00   -95.00
1999 07 02 11 47 00 000  -13.00   -81.00
1999 07 02 11 48 00 000  -13.00   -66.00
1999 07 02 11 49 00 000  -13.00   -58.00
1999 07 02 11 50 00 000  -13.00   -59.00
1999 07 02 11 51 00 000  -14.00   -63.00
1999 07 02 11 52 00 000  -14.00   -71.00
1999 07 02 11 53 00 000  -13.00   -75.00
1999 07 02 11 54 00 000  -12.00   -68.00
1999 07 02 11 55 00 000  -13.00   -65.00
1999 07 02 11 56 00 000  -13.00   -63.00
1999 07 02 11 57 00 000  -13.00   -63.00
1999 07 02 11 58 00 000  -13.00   -71.00
1999 07 02 11 59 00 000  -12.00   -74.00
1999 07 02 12 00 00 000  -11.00   -64.00
1999 07 02 12 01 00 000  -12.00   -61.00
1999 07 02 12 02 00 000  -12.00   -62.00
1999 07 02 12 03 00 000  -12.00   -74.00
1999 07 02 12 04 00 000  -12.00   -77.00
1999 07 02 12 05 00 000  -13.00   -79.00
1999 07 02 12 06 00 000  -13.00   -79.00
1999 07 02 12 07 00 000  -14.00   -83.00
1999 07 02 12 08 00 000  -14.00   -91.00
1999 07 02 12 09 00 000  -13.00  -107.00
1999 07 02 12 10 00 000  -14.00  -127.00
1999 07 02 12 11 00 000  -14.00  -129.00
1999 07 02 12 12 00 000  -15.00  -120.00
1999 07 02 12 13 00 000  -15.00  -112.00
1999 07 02 12 14 00 000  -16.00  -109.00
1999 07 02 12 15 00 000  -15.00  -114.00
1999 07 02 12 16 00 000  -14.00  -107.00
1999 07 02 12 17 00 000  -14.00  -100.00
1999 07 02 12 18 00 000  -14.00   -88.00
1999 07 02 12 19 00 000  -14.00   -89.00
1999 07 02 12 20 00 000  -12.00  -100.00
1999 07 02 12 21 00 000  -10.00  -110.00
1999 07 02 12 22 00 000   -8.00  -100.00
1999 07 02 12 23 00 000   -7.00   -77.00
1999 07 02 12 24 00 000   -6.00   -51.00
1999 07 02 12 25 00 000   -4.00   -45.00
1999 07 02 12 26 00 000   -3.00   -47.00
1999 07 02 12 27 00 000   -2.00   -35.00
1999 07 02 12 28 00 000   -2.00   -20.00
1999 07 02 12 29 00 000   -2.00   -25.00
1999 07 02 12 30 00 000   -3.00   -40.00
1999 07 02 12 31 00 000   -3.00   -71.00
1999 07 02 12 32 00 000   -5.00   -48.00
1999 07 02 12 33 00 000   -5.00   -28.00
1999 07 02 12 34 00 000   -5.00   -25.00
1999 07 02 12 35 00 000   -4.00   -21.00
1999 07 02 12 36 00 000   -4.00   -37.00
1999 07 02 12 37 00 000   -4.00   -50.00
1999 07 02 12 38 00 000   -4.00   -64.00
1999 07 02 12 39 00 000   -4.00   -50.00
1999 07 02 12 40 00 000   -4.00   -38.00
1999 07 02 12 41 00 000   -3.00   -32.00
1999 07 02 12 42 00 000   -2.00   -32.00
1999 07 02 12 43 00 000   -2.00   -36.00
1999 07 02 12 44 00 000   -4.00   -49.00
1999 07 02 12 45 00 000   -6.00   -45.00
1999 07 02 12 46 00 000   -7.00   -33.00
1999 07 02 12 47 00 000   -9.00   -33.00
1999 07 02 12 48 00 000  -10.00   -45.00
1999 07 02 12 49 00 000  -11.00   -51.00
1999 07 02 12 50 00 000  -11.00   -66.00
1999 07 02 12 51 00 000  -11.00   -82.00
1999 07 02 12 52 00 000  -12.00   -95.00
1999 07 02 12 53 00 000  -13.00  -110.00
1999 07 02 12 54 00 000  -13.00  -128.00
1999 07 02 12 55 00 000  -13.00  -140.00
1999 07 02 12 56 00 000  -12.00  -145.00
1999 07 02 12 57 00 000  -12.00  -144.00
1999 07 02 12 58 00 000  -12.00  -131.00
1999 07 02 12 59 00 000  -11.00  -121.00
1999 07 02 13 00 00 000  -11.00  -114.00
1999 07 02 13 01 00 000  -11.00  -114.00
1999 07 02 13 02 00 000  -12.00  -111.00
1999 07 02 13 03 00 000  -12.00   -99.00
1999 07 02 13 04 00 000  -13.00   -86.00
1999 07 02 13 05 00 000  -14.00   -71.00
1999 07 02 13 06 00 000  -14.00   -58.00
1999 07 02 13 07 00 000  -13.00   -49.00
1999 07 02 13 08 00 000  -13.00   -41.00
1999 07 02 13 09 00 000  -13.00   -33.00
1999 07 02 13 10 00 000  -13.00   -33.00
1999 07 02 13 11 00 000  -13.00   -37.00
1999 07 02 13 12 00 000  -12.00   -38.00
1999 07 02 13 13 00 000  -11.00   -38.00
1999 07 02 13 14 00 000  -10.00   -35.00
1999 07 02 13 15 00 000  -10.00   -37.00
1999 07 02 13 16 00 000  -11.00   -54.00
1999 07 02 13 17 00 000  -12.00   -59.00
1999 07 02 13 18 00 000  -14.00   -47.00
1999 07 02 13 19 00 000  -15.00   -47.00
1999 07 02 13 20 00 000  -15.00   -41.00
1999 07 02 13 21 00 000  -15.00   -37.00
1999 07 02 13 22 00 000  -15.00   -42.00
1999 07 02 13 23 00 000  -14.00   -46.00
1999 07 02 13 24 00 000  -14.00   -42.00
1999 07 02 13 25 00 000  -14.00   -36.00
1999 07 02 13 26 00 000  -14.00   -26.00
1999 07 02 13 27 00 000  -13.00   -37.00
1999 07 02 13 28 00 000  -13.00   -41.00
1999 07 02 13 29 00 000  -12.00   -42.00
1999 07 02 13 30 00 000  -13.00   -43.00
1999 07 02 13 31 00 000  -13.00   -36.00
1999 07 02 13 32 00 000  -13.00   -32.00
1999 07 02 13 33 00 000  -13.00   -35.00
1999 07 02 13 34 00 000  -14.00   -39.00
1999 07 02 13 35 00 000  -14.00   -42.00
1999 07 02 13 36 00 000  -13.00   -37.00
1999 07 02 13 37 00 000  -13.00   -34.00
1999 07 02 13 38 00 000  -13.00   -35.00
1999 07 02 13 39 00 000  -13.00   -40.00
1999 07 02 13 40 00 000  -13.00   -44.00
1999 07 02 13 41 00 000  -12.00   -43.00
1999 07 02 13 42 00 000  -12.00   -46.00
1999 07 02 13 43 00 000  -12.00   -52.00
1999 07 02 13 44 00 000  -11.00   -58.00
1999 07 02 13 45 00 000  -10.00   -66.00
1999 07 02 13 46 00 000  -11.00   -70.00
1999 07 02 13 47 00 000  -11.00   -70.00
1999 07 02 13 48 00 000  -11.00   -67.00
1999 07 02 13 49 00 000  -12.00   -64.00
1999 07 02 13 50 00 000  -13.00   -64.00
1999 07 02 13 51 00 000  -13.00   -64.00
1999 07 02 13 52 00 000  -14.00   -66.00
1999 07 02 13 53 00 000  -15.00   -69.00
1999 07 02 13 54 00 000  -15.00   -66.00
1999 07 02 13 55 00 000  -16.00   -63.00
1999 07 02 13 56 00 000  -17.00   -61.00
1999 07 02 13 57 00 000  -17.00   -57.00
1999 07 02 13 58 00 000  -17.00   -50.00
1999 07 02 13 59 00 000  -16.00   -48.00
1999 07 02 14 00 00 000  -16.00   -50.00
1999 07 02 14 01 00 000  -17.00   -48.00
1999 07 02 14 02 00 000  -17.00   -49.00
1999 07 02 14 03 00 000  -17.00   -53.00
1999 07 02 14 04 00 000  -17.00   -56.00
1999 07 02 14 05 00 000  -16.00   -57.00
1999 07 02 14 06 00 000  -16.00   -63.00
1999 07 02 14 07 00 000  -17.00   -65.00
1999 07 02 14 08 00 000  -18.00   -73.00
1999 07 02 14 09 00 000  -19.00   -79.00
1999 07 02 14 10 00 000  -21.00   -72.00
1999 07 02 14 11 00 000  -21.00   -68.00
1999 07 02 14 12 00 000  -21.00   -69.00
1999 07 02 14 13 00 000  -22.00   -70.00
1999 07 02 14 14 00 000  -22.00   -68.00
1999 07 02 14 15 00 000  -22.00   -67.00
1999 07 02 14 16 00 000  -22.00   -63.00
1999 07 02 14 17 00 000  -22.00   -56.00
1999 07 02 14 18 00 000  -21.00   -44.00
1999 07 02 14 19 00 000  -20.00   -42.00
1999 07 02 14 20 00 000  -20.00   -46.00
1999 07 02 14 21 00 000  -20.00   -50.00
1999 07 02 14 22 00 000  -20.00   -55.00
1999 07 02 14 23 00 000  -20.00   -56.00
1999 07 02 14 24 00 000  -21.00   -56.00
1999 07 02 14 25 00 000  -22.00   -59.00
1999 07 02 14 26 00 000  -22.00   -63.00
1999 07 02 14 27 00 000  -22.00   -67.00
1999 07 02 14 28 00 000  -22.00   -68.00
1999 07 02 14 29 00 000  -22.00   -64.00
1999 07 02 14 30 00 000  -22.00   -61.00
1999 07 02 14 31 00 000  -22.00   -61.00
1999 07 02 14 32 00 000  -21.00   -61.00
1999 07 02 14 33 00 000  -21.00   -61.00
1999 07 02 14 34 00 000  -21.00   -60.00
1999 07 02 14 35 00 000  -21.00   -55.00
1999 07 02 14 36 00 000  -21.00   -47.00
1999 07 02 14 37 00 000  -21.00   -39.00
1999 07 02 14 38 00 000  -21.00   -43.00
1999 07 02 14 39 00 000  -21.00   -32.00
1999 07 02 14 40 00 000  -21.00   -23.00
1999 07 02 14 41 00 000  -20.00   -24.00
1999 07 02 14 42 00 000  -20.00   -34.00
1999 07 02 14 43 00 000  -21.00   -44.00
1999 07 02 14 44 00 000  -21.00   -54.00
1999 07 02 14 45 00 000  -21.00   -60.00
1999 07 02 14 46 00 000  -21.00   -60.00
1999 07 02 14 47 00 000  -21.00   -64.00
1999 07 02 14 48 00 000  -21.00   -65.00
1999 07 02 14 49 00 000  -21.00   -62.00
1999 07 02 14 50 00 000  -21.00   -64.00
1999 07 02 14 51 00 000  -21.00   -64.00
1999 07 02 14 52 00 000  -20.00   -60.00
1999 07 02 14 53 00 000  -20.00   -55.00
1999 07 02 14 54 00 000  -19.00   -53.00
1999 07 02 14 55 00 000  -19.00   -53.00
1999 07 02 14 56 00 000  -19.00   -58.00
1999 07 02 14 57 00 000  -20.00   -58.00
1999 07 02 14 58 00 000  -21.00   -60.00
1999 07 02 14 59 00 000  -22.00   -61.00
1999 07 02 15 00 00 000  -23.00   -59.00
1999 07 02 15 01 00 000  -23.00   -57.00
1999 07 02 15 02 00 000  -23.00   -57.00
1999 07 02 15 03 00 000  -23.00   -59.00
1999 07 02 15 04 00 000  -23.00   -60.00
1999 07 02 15 05 00 000  -23.00   -57.00
1999 07 02 15 06 00 000  -23.00   -57.00
1999 07 02 15 07 00 000  -23.00   -61.00
1999 07 02 15 08 00 000  -23.00   -63.00
1999 07 02 15 09 00 000  -23.00   -64.00
1999 07 02 15 10 00 000  -24.00   -64.00
1999 07 02 15 11 00 000  -24.00   -63.00
1999 07 02 15 12 00 000  -24.00   -71.00
1999 07 02 15 13 00 000  -23.00   -73.00
1999 07 02 15 14 00 000  -23.00   -75.00
1999 07 02 15 15 00 000  -23.00   -78.00
1999 07 02 15 16 00 000  -23.00   -76.00
1999 07 02 15 17 00 000  -23.00   -78.00
1999 07 02 15 18 00 000  -23.00   -88.00
1999 07 02 15 19 00 000  -23.00   -99.00
1999 07 02 15 20 00 000  -23.00  -115.00
1999 07 02 15 21 00 000  -23.00  -123.00
1999 07 02 15 22 00 000  -24.00  -109.00
1999 07 02 15 23 00 000  -25.00   -99.00
1999 07 02 15 24 00 000  -24.00  -112.00
1999 07 02 15 25 00 000  -24.00  -134.00
1999 07 02 15 26 00 000  -24.00  -154.00
1999 07 02 15 27 00 000  -24.00  -145.00
1999 07 02 15 28 00 000  -23.00  -123.00
1999 07 02 15 29 00 000  -24.00  -120.00
1999 07 02 15 30 00 000  -23.00  -128.00
1999 07 02 15 31 00 000  -23.00  -137.00
1999 07 02 15 32 00 000  -23.00  -144.00
1999 07 02 15 33 00 000  -23.00  -141.00
1999 07 02 15 34 00 000  -23.00  -145.00
1999 07 02 15 35 00 000  -23.00  -150.00
1999 07 02 15 36 00 000  -23.00  -161.00
1999 07 02 15 37 00 000  -23.00  -167.00
1999 07 02 15 38 00 000  -24.00  -174.00
1999 07 02 15 39 00 000  -23.00  -173.00
1999 07 02 15 40 00 000  -23.00  -170.00
1999 07 02 15 41 00 000  -23.00  -169.00
1999 07 02 15 42 00 000  -24.00  -176.00
1999 07 02 15 43 00 000  -24.00  -187.00
1999 07 02 15 44 00 000  -24.00  -197.00
1999 07 02 15 45 00 000  -24.00  -207.00
1999 07 02 15 46 00 000  -24.00  -210.00
1999 07 02 15 47 00 000  -25.00  -215.00
1999 07 02 15 48 00 000  -24.00  -230.00
1999 07 02 15 49 00 000  -24.00  -241.00
1999 07 02 15 50 00 000  -24.00  -250.00
1999 07 02 15 51 00 000  -25.00  -253.00
1999 07 02 15 52 00 000  -24.00  -257.00
1999 07 02 15 53 00 000  -22.00  -265.00
1999 07 02 15 54 00 000  -22.00  -263.00
1999 07 02 15 55 00 000  -22.00  -268.00
1999 07 02 15 56 00 000  -21.00  -265.00
1999 07 02 15 57 00 000  -21.00  -255.00
1999 07 02 15 58 00 000  -22.00  -250.00
1999 07 02 15 59 00 000  -23.00  -261.00
1999 07 02 16 00 00 000  -23.00  -276.00
1999 07 02 16 01 00 000  -23.00  -273.00
1999 07 02 16 02 00 000  -24.00  -265.00
1999 07 02 16 03 00 000  -23.00  -274.00
1999 07 02 16 04 00 000  -23.00  -284.00
1999 07 02 16 05 00 000  -24.00  -277.00
1999 07 02 16 06 00 000  -23.00  -295.00
1999 07 02 16 07 00 000  -23.00  -319.00
1999 07 02 16 08 00 000  -23.00  -335.00
1999 07 02 16 09 00 000  -24.00  -355.00
1999 07 02 16 10 00 000  -24.00  -366.00
1999 07 02 16 11 00 000  -24.00  -384.00
1999 07 02 16 12 00 000  -24.00  -416.00
1999 07 02 16 13 00 000  -24.00  -408.00
1999 07 02 16 14 00 000  -24.00  -402.00
1999 07 02 16 15 00 000  -24.00  -393.00
1999 07 02 16 16 00 000  -24.00  -403.00
1999 07 02 16 17 00 000  -24.00  -422.00
1999 07 02 16 18 00 000  -25.00  -438.00
1999 07 02 16 19 00 000  -25.00  -480.00
1999 07 02 16 20 00 000  -25.00  -444.00
1999 07 02 16 21 00 000  -25.00  -450.00
1999 07 02 16 22 00 000  -25.00  -452.00
1999 07 02 16 23 00 000  -26.00  -482.00
1999 07 02 16 24 00 000  -26.00  -497.00
1999 07 02 16 25 00 000  -26.00  -526.00
1999 07 02 16 26 00 000  -27.00  -521.00
1999 07 02 16 27 00 000  -27.00  -516.00
1999 07 02 16 28 00 000  -27.00  -578.00
1999 07 02 16 29 00 000  -27.00  -652.00
1999 07 02 16 30 00 000  -27.00  -650.00
1999 07 02 16 31 00 000  -27.00  -684.00
1999 07 02 16 32 00 000  -27.00  -689.00
1999 07 02 16 33 00 000  -27.00  -723.00
1999 07 02 16 34 00 000  -26.00  -801.00
1999 07 02 16 35 00 000  -26.00  -880.00
1999 07 02 16 36 00 000  -26.00  -934.00
1999 07 02 16 37 00 000  -26.00  -939.00
1999 07 02 16 38 00 000  -26.00  -861.00
1999 07 02 16 39 00 000  -26.00  -849.00
1999 07 02 16 40 00 000  -26.00  -872.00
1999 07 02 16 41 00 000  -26.00  -805.00
1999 07 02 16 42 00 000  -26.00  -723.00
1999 07 02 16 43 00 000  -27.00  -665.00
1999 07 02 16 44 00 000  -27.00  -657.00
1999 07 02 16 45 00 000  -27.00  -660.00
1999 07 02 16 46 00 000  -27.00  -662.00
1999 07 02 16 47 00 000  -27.00  -685.00
1999 07 02 16 48 00 000  -27.00  -723.00
1999 07 02 16 49 00 000  -27.00  -726.00
1999 07 02 16 50 00 000  -27.00  -723.00
1999 07 02 16 51 00 000  -28.00  -703.00
1999 07 02 16 52 00 000  -28.00  -701.00
1999 07 02 16 53 00 000  -28.00  -734.00
1999 07 02 16 54 00 000  -28.00  -808.00
1999 07 02 16 55 00 000  -27.00  -881.00
1999 07 02 16 56 00 000  -27.00  -840.00
1999 07 02 16 57 00 000  -26.00  -834.00
1999 07 02 16 58 00 000  -26.00  -916.00
1999 07 02 16 59 00 000  -27.00  -984.00
1999 07 02 17 00 00 000  -27.00  -944.00
1999 07 02 17 01 00 000  -27.00  -941.00
1999 07 02 17 02 00 000  -27.00  -940.00
1999 07 02 17 03 00 000  -27.00  -991.00
1999 07 02 17 04 00 000  -24.00 -1070.00
1999 07 02 17 05 00 000  -22.00 -1059.00
1999 07 02 17 06 00 000  -21.00 -1032.00
1999 07 02 17 07 00 000  -21.00  -840.00
1999 07 02 17 08 00 000  -21.00  -662.00
1999 07 02 17 09 00 000  -21.00  -701.00
1999 07 02 17 10 00 000  -21.00  -794.00
1999 07 02 17 11 00 000  -22.00  -840.00
1999 07 02 17 12 00 000  -23.00  -820.00
1999 07 02 17 13 00 000  -23.00  -764.00
1999 07 02 17 14 00 000  -24.00  -711.00
1999 07 02 17 15 00 000  -24.00  -825.00
1999 07 02 17 16 00 000  -24.00  -952.00
1999 07 02 17 17 00 000  -23.00  -963.00
1999 07 02 17 18 00 000  -23.00  -915.00
1999 07 02 17 19 00 000  -24.00  -861.00
1999 07 02 17 20 00 000  -24.00  -798.00
1999 07 02 17 21 00 000  -24.00  -750.00
1999 07 02 17 22 00 000  -24.00  -748.00
1999 07 02 17 23 00 000  -24.00  -789.00
1999 07 02 17 24 00 000  -25.00  -797.00
1999 07 02 17 25 00 000  -25.00  -749.00
1999 07 02 17 26 00 000  -25.00  -706.00
1999 07 02 17 27 00 000  -25.00  -628.00
1999 07 02 17 28 00 000  -25.00  -542.00
1999 07 02 17 29 00 000  -27.00  -484.00
1999 07 02 17 30 00 000  -29.00  -381.00
1999 07 02 17 31 00 000  -28.00  -397.00
1999 07 02 17 32 00 000  -26.00  -417.00
1999 07 02 17 33 00 000  -26.00  -498.00
1999 07 02 17 34 00 000  -26.00  -588.00
1999 07 02 17 35 00 000  -25.00  -666.00
1999 07 02 17 36 00 000  -25.00  -755.00
1999 07 02 17 37 00 000  -23.00  -806.00
1999 07 02 17 38 00 000  -22.00  -827.00
1999 07 02 17 39 00 000  -22.00  -807.00
1999 07 02 17 40 00 000  -22.00  -792.00
1999 07 02 17 41 00 000  -23.00  -771.00
1999 07 02 17 42 00 000  -23.00  -781.00
1999 07 02 17 43 00 000  -24.00  -741.00
1999 07 02 17 44 00 000  -28.00  -743.00
1999 07 02 17 45 00 000  -30.00  -727.00
1999 07 02 17 46 00 000  -29.00  -695.00
1999 07 02 17 47 00 000  -28.00  -683.00
1999 07 02 17 48 00 000  -28.00  -715.00
1999 07 02 17 49 00 000  -29.00  -760.00
1999 07 02 17 50 00 000  -30.00  -713.00
1999 07 02 17 51 00 000  -32.00  -638.00
1999 07 02 17 52 00 000  -32.00  -617.00
1999 07 02 17 53 00 000  -32.00  -668.00
1999 07 02 17 54 00 000  -31.00  -742.00
1999 07 02 17 55 00 000  -31.00  -657.00
1999 07 02 17 56 00 000  -30.00  -642.00
1999 07 02 17 57 00 000  -29.00  -601.00
1999 07 02 17 58 00 000  -29.00  -511.00
1999 07 02 17 59 00 000  -29.00  -396.00
1999 07 02 18 00 00 000  -30.00  -313.00
1999 07 02 18 01 00 000  -31.00  -309.00
1999 07 02 18 02 00 000  -31.00  -272.00
1999 07 02 18 03 00 000  -30.00  -255.00
1999 07 02 18 04 00 000  -30.00  -304.00
1999 07 02 18 05 00 000  -30.00  -442.00
1999 07 02 18 06 00 000  -29.00  -478.00
1999 07 02 18 07 00 000  -28.00  -516.00
1999 07 02 18 08 00 000  -27.00  -547.00
1999 07 02 18 09 00 000  -27.00  -581.00
1999 07 02 18 10 00 000  -26.00  -579.00
1999 07 02 18 11 00 000  -26.00  -562.00
1999 07 02 18 12 00 000  -26.00  -542.00
1999 07 02 18 13 00 000  -25.00  -508.00
1999 07 02 18 14 00 000  -25.00  -540.00
1999 07 02 18 15 00 000  -24.00  -550.00
1999 07 02 18 16 00 000  -24.00  -493.00
1999 07 02 18 17 00 000  -23.00  -502.00
1999 07 02 18 18 00 000  -23.00  -556.00
1999 07 02 18 19 00 000  -22.00  -544.00
1999 07 02 18 20 00 000  -22.00  -541.00
1999 07 02 18 21 00 000  -22.00  -560.00
1999 07 02 18 22 00 000  -22.00  -558.00
1999 07 02 18 23 00 000  -23.00  -517.00
1999 07 02 18 24 00 000  -23.00  -478.00
1999 07 02 18 25 00 000  -24.00  -428.00
1999 07 02 18 26 00 000  -24.00  -378.00
1999 07 02 18 27 00 000  -25.00  -341.00
1999 07 02 18 28 00 000  -25.00  -345.00
1999 07 02 18 29 00 000  -25.00  -390.00
1999 07 02 18 30 00 000  -24.00  -428.00
1999 07 02 18 31 00 000  -22.00  -394.00
