MIDL 32Re, 2017-09 (nT, km/s, cm^-3, K)

#COORDINATES
GSM                     Earth orbital motion included

year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2017  9  6 12  0    -2.00     0.49    -1.98    -450.2     43.02    -18.09     4.127      38470    0    0    0    0    0
2017  9  6 12  1    -2.07     0.42    -1.92    -450.2     42.92    -18.12     4.215      38470    0    0    0    0    0
2017  9  6 12  2    -2.15     0.27    -1.97    -450.1     43.34    -17.55     4.114      38537    0    0    0    0    0
2017  9  6 12  3    -2.20     0.39    -1.97    -450.1     43.57    -17.31     3.974      38843    0    0    0    0    0
2017  9  6 12  4    -2.23     0.55    -1.98    -450.0     44.39    -17.54     3.908      39115    0    0    0    0    0
2017  9  6 12  5    -2.26     0.62    -1.97    -449.3     44.61    -17.88     3.881      39189    0    0    0    0    0
2017  9  6 12  6    -2.29     0.47    -1.96    -448.6     42.14    -17.94     3.864      39189    0    0    0    0    0
2017  9  6 12  7    -2.20     0.35    -1.95    -448.4     39.21    -16.57     3.909      39250    0    0    0    0    0
2017  9  6 12  8    -2.07     0.34    -1.95    -448.4     37.07    -14.97     3.982      39895    0    0    0    0    0
2017  9  6 12  9    -1.97     0.21    -1.99    -448.0     35.16    -14.70     4.041      41007    0    0    0    0    0
2017  9  6 12 10    -1.90     0.09    -2.07    -447.7     36.49    -14.71     4.087      41619    0    0    0    0    0
2017  9  6 12 11    -2.00     0.01    -2.14    -447.8     39.16    -15.14     4.102      41542    0    0    0    0    0
2017  9  6 12 12    -2.22     0.00    -2.10    -447.8     39.15    -15.20     4.122      40266    0    0    0    0    0
2017  9  6 12 13    -2.34     0.03    -2.03    -447.5     37.96    -14.81     4.096      38684    0    0    0    0    0
2017  9  6 12 14    -2.31     0.01    -1.99    -446.8     36.19    -15.04     4.077      38994    0    0    0    0    0
2017  9  6 12 15    -2.21     0.02    -2.02    -446.2     35.23    -14.79     4.085      40164    0    0    0    0    0
2017  9  6 12 16    -2.12     0.00    -2.10    -445.9     34.82    -15.22     4.138      41657    0    0    0    0    0
2017  9  6 12 17    -2.11    -0.05    -2.10    -446.0     35.28    -14.83     4.107      41537    0    0    0    0    0
