Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2017 09 06 00 46 02 505      -3.56      -1.82       1.40    -476.30       7.00      -5.20      12.22    317902.00
2017 09 06 00 47 02 505      -3.26      -2.05       1.66    -475.00       6.80      -4.10      12.39    309353.00
2017 09 06 00 48 17 668      -3.71      -1.85       1.89    -473.70      14.70     -28.60       8.02    255894.00
2017 09 06 00 49 58 122      -3.74      -1.52       2.01    -466.90      24.60     -30.90       8.17    261898.00
2017 09 06 00 50 44 308      -3.72      -1.61       1.48    -469.20      20.00     -25.50       8.68    265384.00
2017 09 06 00 51 32 998      -3.78      -1.69       1.65    -471.10      19.40     -27.00       8.12    244408.00
2017 09 06 00 52 54 505      -3.93      -1.16       2.13    -467.50      26.90     -36.90       7.84    269363.00
2017 09 06 00 53 55 107      -4.12      -0.64       1.90    -467.40      22.30     -40.10       7.48    269476.00
2017 09 06 00 54 52  99      -3.83      -0.70       2.07    -467.90      20.80     -35.40       7.84    264074.00
2017 09 06 00 55 56 312      -3.92      -0.36       1.97    -467.20      18.70     -39.40       7.49    250084.00
2017 09 06 00 57 01 748      -3.87       0.63       2.11    -466.30      11.10     -41.40       6.99    242605.00
2017 09 06 00 57 51 498      -3.79       0.39       2.09    -468.00      14.50     -42.70       7.33    271496.00
2017 09 06 00 58 47 299      -3.75      -0.71       1.82    -468.70      17.50     -31.90       7.89    280910.00
2017 09 06 00 59 27  81      -2.88      -1.93       1.43    -472.10      11.50     -19.20       9.09    288194.00
2017 09 06 00 59 59  29      -2.89      -2.10       1.41    -476.90       9.70     -18.50      10.35    305805.00
2017 09 06 01 01 03 666      -2.91      -1.91       1.22    -476.10       8.40     -15.90      10.33    300208.00
2017 09 06 01 02 01 925      -2.84      -1.82       1.30    -476.40       7.60     -17.40      10.36    299249.00
2017 09 06 01 03 01 925      -2.84      -1.80       1.53    -476.40       5.70     -17.10      10.34    301932.00
2017 09 06 01 03 59 608      -2.83      -1.81       1.63    -476.80       5.60     -17.40      10.22    300714.00
2017 09 06 01 05 03  85      -2.59      -1.84       1.64    -476.20       8.60     -17.00      10.23    295658.00
2017 09 06 01 06 08 317      -2.50      -1.98       1.46    -475.30       8.30     -13.30      10.41    292925.00
2017 09 06 01 07 04 827      -2.59      -1.83       1.54    -475.90       9.50     -14.00      10.51    297272.00
2017 09 06 01 08 08 317      -2.80      -1.40       1.52    -475.30       8.90     -15.60      10.47    300532.00
2017 09 06 01 08 29 836      -2.88       0.36       1.50    -482.00       9.20      -3.40      13.53    386758.00
2017 09 06 01 08 56 273      -2.92       0.94       1.51    -488.00       6.40       1.60      14.60    414015.00
2017 09 06 01 09 56 273      -3.00       0.62       1.74    -487.95       7.40       0.20      14.51    414609.00
2017 09 06 01 10 56 825      -2.69       0.27       1.71    -487.90       9.10       5.90      14.93    393516.00
2017 09 06 01 11 56 273      -2.55       0.45       1.87    -488.00       9.90       3.60      14.27    366769.00
2017 09 06 01 13 02 364      -2.74      -0.01       1.16    -486.90       8.50       8.40      15.08    368589.00
2017 09 06 01 13 51 309      -2.75       0.00       0.97    -488.90       8.70       8.80      14.81    358664.00
2017 09 06 01 14 51 860      -2.58      -0.20       1.05    -488.80       8.90       8.80      15.08    376026.00
2017 09 06 01 15 44 720      -2.37      -0.52       1.13    -490.10       9.30       8.60      14.81    346936.00
2017 09 06 01 16 52 411      -2.37      -0.50       1.02    -488.70       8.50       6.20      15.03    355216.00
2017 09 06 01 17 50 209      -2.33      -0.34       1.26    -489.10       9.00       7.20      15.13    347227.00
2017 09 06 01 18 51 860      -2.49      -0.28       1.46    -488.80       7.20       5.30      14.92    373994.00
2017 09 06 01 19 55 720      -3.04      -0.63       1.41    -488.10       5.90       0.20      14.51    416197.00
2017 09 06 01 20 55 720      -3.16      -0.48       1.49    -488.10       6.40      -1.80      14.33    421283.00
2017 09 06 01 21 54 616      -3.06      -0.56       1.52    -488.30       4.50      -2.40      14.45    418312.00
2017 09 06 01 22 55 168      -3.00      -0.65       1.49    -488.20       6.00       0.30      14.48    412229.00
2017 09 06 01 23 53 513      -3.13      -0.64       1.64    -488.50       5.80      -3.00      14.46    420148.00
2017 09 06 01 25 02 364      -3.42      -0.44       1.88    -486.90       4.10     -19.30      12.22    412051.00
2017 09 06 01 27 21 190      -3.85      -0.59       1.93    -473.10      18.40     -37.30       8.16    272662.00
2017 09 06 01 28 41 919      -3.91      -0.44       1.98    -469.60      20.70     -35.80       8.24    272649.00
2017 09 06 01 29 08 483      -3.26      -0.49       1.53    -485.80       5.90      -2.30      14.59    401068.00
2017 09 06 01 30 09 599      -3.29      -0.26       1.29    -485.60       6.30      -6.20      14.16    408595.00
2017 09 06 01 31 56 717      -3.20       0.14       1.37    -477.30       6.00      -8.90      12.10    324743.00
2017 09 06 01 32 49 229      -3.49       0.38       1.65    -478.60       3.50     -21.10      12.17    337449.00
2017 09 06 01 34 03  85      -3.51       0.51       1.57    -476.20       4.30     -19.20      12.31    351157.00
2017 09 06 01 34 40 640      -3.50       0.70       1.69    -480.10       1.50     -29.70      10.53    313775.00
2017 09 06 01 36 07 735      -3.65       0.12       1.85    -475.40       8.10     -26.10       9.77    296980.00
2017 09 06 01 37 15 324      -3.79       0.54       1.75    -474.10      13.30     -34.60       7.81    241863.00
2017 09 06 01 38 14 739      -3.77       0.48       1.92    -474.20      10.80     -36.40       7.85    244610.00
2017 09 06 01 39 16 495      -3.73       0.42       2.02    -473.90      14.50     -38.10       7.60    245404.00
2017 09 06 01 40 00 187      -3.12       0.14       2.42    -476.70       3.00     -28.70      10.20    322672.00
2017 09 06 01 40 49 804      -3.18       0.11       2.20    -478.50       6.00     -18.70      12.28    378467.00
2017 09 06 01 40 51 860      -3.33      -0.26       1.92    -488.80       6.60     -14.70      12.37    402727.00
2017 09 06 01 42 29 270      -3.46      -0.29       2.14    -482.10       7.10     -24.10      11.41    348709.00
