Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
2017 09 06 00 44 12 376      -2.61      -2.20       1.28    -473.11      -7.26      36.38      14.55    246418.35
2017 09 06 00 44 26   4      -2.81      -2.11       1.41    -481.73      -9.70      47.07      21.52    421011.84
2017 09 06 00 45 39 590      -3.00      -1.99       1.53    -479.17      -1.93      22.99      17.22    368454.17
2017 09 06 00 47 32 386      -3.19      -1.90       1.63    -469.49       3.94       3.94       8.94    174161.04
2017 09 06 00 48 38 521      -3.44      -1.88       1.79    -468.39       7.75      -7.16       7.05    150532.57
2017 09 06 00 49 50 749      -3.35      -2.00       1.81    -466.21      12.32      -9.23       6.55    149678.98
2017 09 06 00 50 49 598      -3.24      -1.98       1.79    -466.42      11.00      -7.18       6.50    150740.62
2017 09 06 00 51 47 801      -3.42      -1.98       1.69    -466.74      10.43      -6.60       6.31    143126.67
2017 09 06 00 52 55 877      -3.47      -1.84       1.75    -465.31      14.57      -9.76       6.11    153807.25
2017 09 06 00 54 06 598      -3.69      -1.46       1.80    -463.42      13.22     -14.21       7.55    157726.23
2017 09 06 00 55 21 536      -3.83      -1.09       1.99    -460.82      11.06     -14.97       7.78    155703.94
2017 09 06 00 56 42 269      -3.89      -0.87       2.02    -457.26      10.08     -17.20       7.55    153746.11
2017 09 06 00 57 50   0      -3.96      -0.33       2.08    -455.94       6.13     -19.49       7.08    151047.01
2017 09 06 00 58 35 278      -3.83      -0.63       2.04    -458.45      11.25     -19.70       7.27    157610.89
2017 09 06 00 59 25 249      -3.78      -0.86       2.14    -460.18      12.18     -17.77       7.79    170718.89
2017 09 06 01 00 17 407      -3.56      -0.92       2.01    -461.54       2.52     -11.15       8.90    178114.08
2017 09 06 01 01 25 829      -3.61      -0.68       1.89    -460.08      -3.08      -9.62      10.19    181409.05
2017 09 06 01 02 24 589      -3.66      -0.74       1.76    -460.29      -6.89      -7.49      10.33    182836.01
2017 09 06 01 03 07 798      -3.58      -0.82       1.95    -463.21      -3.85      -9.85      10.36    179529.85
2017 09 06 01 03 54 105      -3.33      -1.64       1.75    -465.62       0.07      -7.36      10.34    179839.37
2017 09 06 01 04 37  91      -3.11      -1.72       1.68    -468.65       0.04      -4.84      10.23    177956.00
2017 09 06 01 05 31 663      -2.94      -1.69       1.78    -469.62       0.58      -4.00      10.23    172851.20
2017 09 06 01 06 36   8      -2.97      -1.54       1.76    -468.84       0.72      -2.86      10.39    169850.95
2017 09 06 01 07 34 664      -2.90      -1.90       1.64    -469.08       2.80      -4.14      10.50    173604.63
2017 09 06 01 08 31 252      -2.88      -1.92       1.51    -469.69       5.14      -5.00      10.47    177288.73
2017 09 06 01 09 09 300      -2.81      -1.12       1.54    -473.68       3.83       1.63      13.25    208636.66
2017 09 06 01 09 55   8      -2.88      -0.80       1.55    -476.31       2.88       4.64      14.54    222863.89
2017 09 06 01 10 59  42      -3.02      -0.91       1.70    -475.56       3.94       3.79      14.51    226227.49
2017 09 06 01 12 00 355      -2.85      -1.06       1.68    -475.32       4.29       5.01      14.91    208214.50
2017 09 06 01 12 17 896      -2.51       0.80       1.55    -483.27      -2.12       9.12       9.29    201904.18
2017 09 06 01 13 21 915      -2.78       0.33       1.34    -482.51      -0.77      11.52       9.58    204253.53
2017 09 06 01 14 16 542      -2.88      -0.05       1.46    -483.53       2.42      11.34       9.25    206790.53
2017 09 06 01 15 21 910      -2.78      -0.90       1.37    -482.51       1.98      10.23       9.42    215397.02
2017 09 06 01 16 16 999      -2.72      -0.98       1.47    -483.44       2.10      10.82       9.25    201999.02
2017 09 06 01 16 49 374      -2.85      -1.08       1.53    -488.76       8.54       6.31      15.02    354844.79
2017 09 06 01 17 47 732      -2.75      -1.11       1.76    -489.08       8.98       7.16      15.13    347569.24
2017 09 06 01 19 24 826      -2.82      -0.96       1.82    -481.95       2.90       9.14       9.05    216791.32
2017 09 06 01 20 29 238      -3.04      -1.02       1.67    -481.12       2.48       7.38       8.88    232869.86
2017 09 06 01 21 32 330      -3.19      -0.91       1.74    -480.54       2.89       6.64       8.81    233986.83
2017 09 06 01 22 33 749      -3.17      -0.85       1.85    -480.27       1.96       5.82       8.82    233842.37
2017 09 06 01 23 33 749      -3.11      -0.83       1.77    -480.27       2.31       6.90       8.88    231560.69
2017 09 06 01 24 33 568      -3.21      -0.71       1.87    -480.30       2.25       6.71       9.01    235380.51
2017 09 06 01 25 43 914      -3.31      -0.60       1.98    -478.37       1.27      -1.36       7.99    234930.92
2017 09 06 01 27 07 770      -3.41      -0.74       1.97    -473.96       7.04      -8.62       6.46    178438.46
2017 09 06 01 28 20 858      -3.42      -0.70       2.05    -471.57       9.83      -9.43       6.13    172315.87
2017 09 06 01 29 12 759      -3.27      -0.65       2.04    -473.04       5.78      -4.48       6.18    164049.12
2017 09 06 01 29 52 761      -3.15      -0.62       1.97    -476.72       3.54       4.18       8.63    225544.96
2017 09 06 01 30 49 441      -3.17      -0.63       1.83    -477.34       4.55       3.08       8.67    233766.75
2017 09 06 01 32 07 333      -3.19      -0.40       1.77    -474.04       3.62       3.48       7.64    200988.76
2017 09 06 01 32 55 392      -3.09      -0.25       1.83    -476.23       0.77      -0.17       7.76    196952.60
2017 09 06 01 33 57 530      -3.28      -0.11       1.90    -475.84       3.05      -2.25       7.89    208044.90
2017 09 06 01 34 55 576      -3.27      -0.12       1.99    -476.20       1.92      -7.07       7.19    195576.87
2017 09 06 01 36 03 551      -3.46      -0.07       2.03    -474.73       5.21      -7.30       6.70    187693.71
2017 09 06 01 37 02 566      -3.17      -0.60       2.37    -474.91       7.86     -11.21       5.79    162919.33
2017 09 06 01 38 05 310      -3.18      -0.50       2.44    -474.41       6.70     -12.12       7.84    161296.63
2017 09 06 01 39 07 595      -3.14      -0.47       2.54    -473.99       7.01     -12.98       7.63    163529.74
2017 09 06 01 39 59  36      -2.94      -0.57       2.72    -475.56       0.95      -9.99       6.39    189622.14
2017 09 06 01 41 01 697      -2.91      -0.56       2.62    -475.07       2.33      -5.17       7.36    216901.64
2017 09 06 01 41 37 946      -2.96      -0.58       2.51    -479.48       3.83      -1.58       7.56    231958.11
2017 09 06 01 42 45 378      -2.88      -0.65       2.66    -478.09       3.00      -7.14       7.15    206670.42
2017 09 06 01 43 57 839      -2.75      -0.61       2.74    -475.78       2.73      -5.80       6.95    203768.82
2017 09 06 01 44 41 793      -2.71      -0.49       2.71    -478.76       3.64       0.89       8.40    225766.01
2017 09 06 01 45 36 666      -2.67      -0.52       2.67    -479.72       4.00       1.38       8.61    232112.84
2017 09 06 01 46 44 375      -2.71      -0.44       2.69    -478.28       1.85       1.15       8.43    235736.44
2017 09 06 01 47 42 585      -2.73      -0.50       2.63    -478.61       2.54       2.59       8.74    228172.95
2017 09 06 01 48 39 916      -2.94      -0.76       2.25    -479.11       3.29       5.74       8.69    232214.59
2017 09 06 01 49 45 496      -3.06      -0.59       2.15    -478.07       4.40       5.08       8.30    224164.27
2017 09 06 01 49 50 458      -3.06      -0.59       2.14    -488.55       9.25       0.65      14.38    407972.04
2017 09 06 01 50 54  91      -3.00      -0.44       2.24    -487.85       7.68      -0.62      14.51    411388.15
2017 09 06 01 52 39 104      -3.07      -0.38       2.11    -479.26       3.21       6.78       8.61    239540.07
2017 09 06 01 53 32 750      -3.11      -0.53       2.04    -480.46       2.19       6.41       8.64    244518.41
2017 09 06 01 54 35  58      -3.24      -0.34       2.01    -480.02       1.07       5.41       8.57    240772.94
2017 09 06 01 55 43  62      -3.21      -0.20       2.21    -478.52      -0.42       2.66       8.48    239753.17
2017 09 06 01 56 54 921      -3.25       0.06       2.20    -476.32       2.52      -7.42       6.04    174601.21
2017 09 06 01 58 18 230      -3.38       0.39       2.37    -472.05       3.31      -8.73       5.68    169385.87
2017 09 06 01 59 32 765      -3.58      -0.52       2.33    -469.42       1.03     -12.50       5.50    161928.98
