Corrected IMF based on L1.dat
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
 1998  8 10  0 46  3 602      -4.65       1.63       1.31    -402.25      11.23      -7.56       4.59     40484.87
 1998  8 10  0 47 13 633      -4.50       1.29       0.97    -400.76       3.54      -0.42       4.96     35856.65
 1998  8 10  0 48  1 547      -4.57       1.32       1.12    -402.56       7.94       5.77       5.15     44005.38
 1998  8 10  0 48 48 703      -4.37       1.62       0.98    -404.48       4.77       1.56       5.84     45734.30
 1998  8 10  0 50  9 340      -4.58       1.51       0.99    -401.40       9.65       9.38       4.56     50160.24
 1998  8 10  0 51  6 239      -4.52       1.57       1.52    -401.86       4.79       8.77       5.44     42320.64
 1998  8 10  0 51 31 974      -9.14       3.65      -1.14    -416.36     -20.51      53.78      10.36     81378.27
 1998  8 10  0 52 48  31      -8.45       3.96      -0.22    -413.82     -11.82      67.56      11.12     70941.99
 1998  8 10  0 53 43 656      -8.40       4.33      -0.36    -414.51      -8.05      63.51       8.48     67633.15
 1998  8 10  0 53 44 165      -9.52       4.36      -0.71    -424.13      -9.67      64.85       8.84     56270.85
 1998  8 10  0 54  2 532      -9.02       3.64      -0.66    -431.13     -10.74      65.30      10.59     71263.14
 1998  8 10  0 54 26 514      -8.67       4.88      -0.32    -437.37     -11.54      63.48      10.32     85940.34
 1998  8 10  0 55 17 327      -9.51       4.65      -0.49    -438.99     -10.70      63.33       9.58     85993.45
 1998  8 10  0 56 45 527      -9.53       5.41      -0.22    -434.05      -7.70      64.59       9.81     85815.13
 1998  8 10  0 58 14 377      -9.22       5.27      -0.53    -429.11      -4.70      65.84      10.05     85636.82
 1998  8 10  0 59 37 159      -7.63       6.84       0.66    -425.29      -7.64      66.06       9.81     79247.18
 1998  8 10  1  0 29 881      -8.66       6.29      -0.84    -426.50     -18.91      64.49       8.95     71606.78
 1998  8 10  1  0 43 220      -9.05       4.89       0.85    -434.45     -12.67      64.40       9.55    102435.70
 1998  8 10  1  1 36 497      -7.56       7.10       1.18    -435.62      -9.71      61.66       9.52    113124.19
 1998  8 10  1  2 50 223     -10.14       2.59      -0.90    -433.24      -7.38      63.56       8.77    157799.38
 1998  8 10  1  3 25 434      -9.01       5.70       0.28    -437.56      -8.60      64.98       7.46    165331.98
 1998  8 10  1  3 54 974      -8.43       7.31       0.22    -454.09     -20.45      58.55       6.36    168031.50
 1998  8 10  1  4 17 924      -3.81      10.57       3.39    -473.27     -34.31      46.95       6.87    127137.52
 1998  8 10  1  5  7 840      -4.87      10.01       3.45    -475.35     -32.54      42.93       6.05    120050.95
 1998  8 10  1  6 40  97      -6.77       9.10       2.29    -468.74     -26.80      45.15       5.83    123047.15
 1998  8 10  1  8 31 980      -7.95       8.21       1.43    -458.49     -20.91      53.34       6.06    131993.62
 1998  8 10  1  9 47 472      -7.27       8.55       1.11    -455.51     -20.44      61.26       6.37    152130.84
 1998  8 10  1 11  4 825      -8.53       7.54       0.11    -452.23     -18.96      69.64       6.38    157603.68
 1998  8 10  1 12 51 483      -8.13       7.87      -0.15    -443.62     -15.08      73.20       5.95    139679.82
