2019-08-25 00:00:00.000	-1.034715	1.010633	0.2128553	8.371798	135.6745	4.425408	343.2962	35555.93
2019-08-25 00:01:00.000	-1.096428	0.9001511	-0.02665802	-1.076563	140.6145	4.783369	343.6583	26974.01
2019-08-25 00:02:00.000	-1.129658	0.8872598	-0.2205662	-8.729626	141.8531	3.371923	335.6446	20179.5
2019-08-25 00:03:00.000	-1.1026	0.8116753	-0.4568501	-18.45265	143.6415	4.265164	339.9897	23821.82
2019-08-25 00:04:00.000	-0.9585245	0.5879195	-0.7322195	-33.07105	148.4767	5.211601	344.7092	26918.13
2019-08-25 00:05:00.000	-0.9369458	0.6853104	-0.4414168	-20.81985	143.8171	3.799649	340.8976	21896.44
2019-08-25 00:06:00.000	-1.32205	0.6905218	-0.1627919	-6.228884	152.4214	4.136282	342.5659	27510.43
2019-08-25 00:07:00.000	-1.3227	0.7539256	-0.3791424	-13.98392	150.3173	4.579123	343.8958	33748.19
2019-08-25 00:08:00.000	-1.066749	0.7750452	-0.1956031	-8.437943	143.9998	4.503154	341.8978	28792.39
2019-08-25 00:09:00.000	-0.8197429	0.04167927	-0.7905389	-43.92404	177.0893	4.426871	341.9015	24985.23
2019-08-25 00:10:00.000	-0.8170212	0.875982	0.231576	10.94171	133.0054	4.343457	342.564	28519.52
2019-08-25 00:11:00.000	-0.9647386	1.181462	0.5322626	19.23661	129.2338	4.205311	339.6099	26228.92
2019-08-25 00:12:00.000	-1.312947	0.9690717	-0.737394	-24.3171	143.5694	3.892577	340.727	30768.18
2019-08-25 00:13:00.000	-1.273663	0.9193942	-1.082401	-34.56932	144.1763	4.368783	339.4627	28876.42
2019-08-25 00:14:00.000	-1.119081	0.5009264	-1.370028	-48.17368	155.8856	4.118529	342.3248	26916.59
2019-08-25 00:15:00.000	-1.38851	0.2373141	-1.436148	-45.55391	170.3011	4.64115	340.5413	23124.88
2019-08-25 00:16:00.000	-1.320619	0.5593881	-1.284785	-41.85447	157.0434	4.36178	340.9731	29314.26
2019-08-25 00:17:00.000	-0.9417534	1.4009	-1.14822	-34.22416	123.9109	4.165277	340.9035	26393.67
2019-08-25 00:18:00.000	-1.015942	1.341744	-1.174165	-34.90236	127.1323	4.281096	341.6608	26620.02
2019-08-25 00:19:00.000	-1.250418	1.178208	-1.15139	-33.82881	136.703	4.436628	340.9746	23658.74
2019-08-25 00:20:00.000	-1.116891	1.15968	-1.129336	-35.04671	133.9232	4.465928	340.9013	24190.5
2019-08-25 00:21:00.000	-1.002683	1.255151	-1.045922	-33.06673	128.6198	4.360905	340.9662	24403.6
2019-08-25 00:22:00.000	-1.333767	1.062842	-1.114338	-33.1605	141.4496	4.210799	340.4842	26630.67
